timeframe,direction,target_pips,conditions,discovery_samples,discovery_hit_rate,discovery_lift,validation_samples,validation_hit_rate,validation_lift,oos_samples,oos_hit_rate,oos_lift,all_samples,all_hit_rate,all_lift
h4,bull,300,price20+macd+adx+volatility,504,0.01190476,2.04146141,112,0.00000000,0.00000000,64,0.00000000,0.00000000,680,0.00882353,1.96195446
h4,bull,300,trend+volatility+body,426,0.01173709,2.01270843,97,0.00000000,0.00000000,57,0.00000000,0.00000000,580,0.00862069,1.91685206
h4,bull,300,macd+adx+bb,1109,0.01172227,2.01016759,252,0.00000000,0.00000000,147,0.00000000,0.00000000,1508,0.00862069,1.91685206
h4,bull,300,trend+adx+body,429,0.01165501,1.99863355,93,0.00000000,0.00000000,0,,,563,0.00888099,1.97473214
h4,bull,300,price200+adx+di+bb,949,0.01159115,1.98768213,207,0.00000000,0.00000000,103,0.00000000,0.00000000,1259,0.00873709,1.94273489
h4,bull,300,price20+adx+di+bb,1128,0.01152482,1.97630839,247,0.00000000,0.00000000,123,0.00000000,0.00000000,1498,0.00867824,1.92964813
h4,bull,300,price20+price200+adx+bb,956,0.01150628,1.97312798,214,0.00000000,0.00000000,114,0.00000000,0.00000000,1284,0.00856698,1.90490905
h4,bull,300,price200+adx,1306,0.01148545,1.96955695,299,0.00000000,0.00000000,160,0.00000000,0.00000000,1765,0.00849858,1.88970118
h4,bull,300,price20+price200+adx+di,962,0.01143451,1.96082156,206,0.00000000,0.00000000,103,0.00000000,0.00000000,1271,0.00865460,1.92439278
h4,bear,100,trend+price20+volatility+body,193,0.25388601,1.94489222,50,0.22000000,1.67031847,0,,,278,0.23381295,1.80493147
h4,bear,100,price20+adx+volatility+body,286,0.25174825,1.92851593,57,0.19298246,1.46519164,63,0.22222222,1.85925926,406,0.23891626,1.84432672
h4,bear,100,price20+price200+volatility+body,302,0.24503311,1.87707465,63,0.20634921,1.56667678,67,0.26865672,2.24776119,432,0.24305556,1.87628026
h4,bear,100,trend+macd+volatility+body,189,0.24338624,1.86445882,0,,,0,,,260,0.23461538,1.81112591
h4,bear,100,adx+volatility+bb+body,296,0.24324324,1.86336336,56,0.19642857,1.49135578,62,0.22580645,1.88924731,414,0.23429952,1.80868756
h4,bear,100,price200+macd+volatility+body,295,0.24067797,1.84371207,59,0.20338983,1.54420814,54,0.33333333,2.78888889,408,0.24754902,1.91096779
h4,bear,100,adx+di+volatility+body,356,0.23876404,1.82905049,64,0.17187500,1.30493631,72,0.20833333,1.74305556,492,0.22560976,1.74160649
h4,bear,100,price200+macd+adx+volatility,520,0.23461538,1.79726971,122,0.29508197,2.24036755,108,0.31481481,2.63395062,750,0.25600000,1.97620559
h4,bear,100,macd+adx+volatility+body,312,0.23397436,1.79235913,60,0.16666667,1.26539278,57,0.24561404,2.05497076,429,0.22610723,1.74544673
h4,bear,100,price200+di+volatility+body,365,0.23287671,1.78395062,68,0.20588235,1.56313226,68,0.26470588,2.21470588,501,0.23353293,1.80276988
h4,bear,100,trend+di+volatility+body,254,0.23228346,1.77940605,55,0.21818182,1.65651419,0,,,345,0.22028986,1.70053923
h4,bear,100,price200+volatility+bb+body,306,0.23202614,1.77743484,61,0.21311475,1.61804323,64,0.28125000,2.35312500,431,0.23665893,1.82690119
h4,bear,100,price20+price200+macd+volatility,742,0.23045822,1.76542378,179,0.29050279,2.20560083,137,0.34306569,2.87031630,1058,0.25519849,1.97001827
h4,bear,100,price200+macd+di+volatility,752,0.23005319,1.76232105,181,0.28729282,2.18122955,137,0.34306569,2.87031630,1070,0.25420561,1.96235368
h4,bear,100,trend+volatility+bb+body,196,0.22959184,1.75878685,0,,,0,,,276,0.22101449,1.70613311
h4,bear,100,trend+macd+adx+volatility,340,0.22941176,1.75740741,99,0.31313131,2.37740462,55,0.23636364,1.97757576,494,0.24696356,1.90644833
h4,bear,100,trend+price20+macd+volatility,460,0.22826087,1.74859098,127,0.31496063,2.39129345,63,0.23809524,1.99206349,650,0.24615385,1.90019768
h4,bear,100,price20+macd+volatility+body,400,0.22750000,1.74276235,88,0.20454545,1.55298205,67,0.28358209,2.37263682,555,0.23063063,1.78036539
h4,bear,100,price200+adx+volatility+body,321,0.22741433,1.74210607,54,0.20370370,1.54659118,56,0.23214286,1.94226190,431,0.22505800,1.73734721
h4,bear,100,trend+macd+di+volatility,472,0.22669492,1.73659500,129,0.31007752,2.35421913,63,0.23809524,1.99206349,664,0.24397590,1.88338494
h4,bear,100,price200+macd+volatility+bb,755,0.22649007,1.73502575,181,0.28729282,2.18122955,138,0.34057971,2.84951691,1074,0.25139665,1.94066977
h4,bear,100,macd+adx+di+volatility,718,0.22562674,1.72841226,157,0.27388535,2.07943527,133,0.26315789,2.20175439,1008,0.23809524,1.83798883
h4,bear,100,price20+di+volatility+body,426,0.22535211,1.72630847,95,0.18947368,1.43855179,79,0.24050633,2.01223629,600,0.22166667,1.71116760
h4,bear,100,price20+macd+adx+volatility,713,0.22440393,1.71904490,155,0.27741935,2.10626669,129,0.27131783,2.27002584,997,0.23871615,1.84278198
h4,bear,100,price20+macd+di+volatility,1067,0.22399250,1.71589318,254,0.25984252,1.97281709,182,0.28021978,2.34450549,1503,0.23685961,1.82845036
h4,bear,100,trend+adx+volatility+body,259,0.22393822,1.71547738,51,0.21568627,1.63756713,0,,,344,0.21220930,1.63816097
h4,bear,100,price200+adx+volatility+bb,595,0.22352941,1.71234568,134,0.29104478,2.20971575,126,0.26984127,2.25767196,855,0.24093567,1.85991571
h4,bear,100,price200+macd+volatility,781,0.22279129,1.70669133,187,0.28342246,2.15184441,140,0.33571429,2.80880952,1108,0.24729242,1.90898695
h4,bear,100,price20+price200+adx+volatility,606,0.22277228,1.70654565,137,0.28467153,2.16132782,127,0.26771654,2.23989501,870,0.23908046,1.84559430
h4,bear,100,macd+di+volatility+bb,1091,0.22273144,1.70623281,261,0.26053640,1.97808527,188,0.27659574,2.31418440,1540,0.23571429,1.81960894
h4,bear,100,trend+macd+volatility+bb,472,0.22245763,1.70413528,128,0.31250000,2.37261146,64,0.23437500,1.96093750,664,0.24096386,1.86013327
h4,bear,100,price20+volatility+body,437,0.22196796,1.70038421,99,0.20202020,1.53380943,80,0.23750000,1.98708333,616,0.22077922,1.70431691
h4,bear,100,macd+adx+volatility+bb,731,0.22161423,1.69767442,159,0.27672956,2.10102952,131,0.26717557,2.23536896,1021,0.23604310,1.82214720
h4,bear,100,price20+price200+di+volatility,837,0.22102748,1.69317964,202,0.27722772,2.10481176,158,0.29746835,2.48881857,1197,0.24060150,1.85733608
h4,bear,100,price20+macd+volatility+bb,1091,0.22089826,1.69218975,262,0.26335878,1.99951378,182,0.28021978,2.34450549,1535,0.23517915,1.81547795
h4,bear,100,trend+price200+macd+volatility,490,0.22040816,1.68843537,133,0.30827068,2.34050093,66,0.22727273,1.90151515,689,0.23802612,1.83745530
h4,bear,100,price20+macd+volatility,1098,0.22040073,1.68837842,263,0.26235741,1.99191107,182,0.28021978,2.34450549,1543,0.23460791,1.81106819
h4,bear,100,price200+di+volatility+bb,826,0.22033898,1.68790542,197,0.27918782,2.11969349,156,0.30128205,2.52072650,1179,0.24088210,1.85950218
h4,bear,100,di+volatility+bb+body,441,0.21995465,1.68496123,97,0.19587629,1.48716265,80,0.25000000,2.09166667,618,0.22006472,1.69880132
h4,bear,100,trend+macd+volatility,492,0.21951220,1.68157182,133,0.30827068,2.34050093,66,0.22727273,1.90151515,691,0.23733719,1.83213705
h4,bear,100,macd+di+volatility+body,451,0.21951220,1.68157182,100,0.19000000,1.44254777,75,0.26666667,2.23111111,626,0.22044728,1.70175451
h4,bear,100,adx+di+volatility+bb,787,0.21855146,1.67421212,168,0.27380952,2.07885957,148,0.23648649,1.97860360,1103,0.22937443,1.77066811
h4,bear,100,price20+price200+volatility+bb,824,0.21844660,1.67340885,198,0.27777778,2.10898797,156,0.30128205,2.52072650,1178,0.23938879,1.84797450
h4,bear,100,macd+volatility+bb+body,431,0.21809745,1.67073415,93,0.20430108,1.55112664,70,0.28571429,2.39047619,594,0.22390572,1.72845212
h4,bear,100,price20+price200+volatility,849,0.21790342,1.66924777,205,0.27317073,2.07400963,159,0.29559748,2.47316562,1213,0.23742786,1.83283700
h4,bear,100,price200+adx+di+volatility,671,0.21758569,1.66681386,147,0.26530612,2.01429871,130,0.26153846,2.18820513,948,0.23101266,1.78331448
h4,bear,100,price20+adx+di+volatility,791,0.21744627,1.66574581,170,0.26470588,2.00974148,149,0.23489933,1.96532438,1110,0.22702703,1.75254718
h4,bear,100,price20+volatility+bb+body,424,0.21698113,1.66218262,96,0.20833333,1.58174098,77,0.24675325,2.06450216,597,0.21943049,1.69390528
h4,bear,100,price200+volatility+bb,845,0.21538462,1.64995252,201,0.27363184,2.07751054,157,0.29936306,2.50467091,1203,0.23607648,1.82240488
h4,bear,100,macd+di+volatility,1152,0.21527778,1.64913409,276,0.25362319,1.92559771,198,0.26262626,2.19730640,1626,0.22755228,1.75660187
h4,bear,150,trend+macd+adx+body,197,0.13705584,3.20917537,0,,,0,,,273,0.10989011,2.51400917
h4,bear,150,trend+price20+volatility+body,193,0.12953368,3.03304331,50,0.08000000,1.64413793,0,,,278,0.10431655,2.38650007
h4,bear,150,trend+volatility+bb+body,196,0.12755102,2.98661918,0,,,0,,,276,0.10507246,2.40379355
h4,bear,150,trend+macd+volatility+body,189,0.12698413,2.97334531,0,,,0,,,260,0.10384615,2.37573867
h4,bear,150,price200+macd+adx+body,298,0.12416107,2.90724326,58,0.05172414,1.06302021,62,0.04838710,1.13860887,418,0.10287081,2.35342533
h4,bear,150,trend+adx+volatility+body,259,0.11969112,2.80257886,51,0.11764706,2.41784990,0,,,344,0.10755814,2.46065956
h4,bear,150,trend+price20+adx+body,235,0.11914894,2.78988358,53,0.05660377,1.16330514,0,,,334,0.09281437,2.12335924
h4,bear,150,trend+adx+bb+body,232,0.11637931,2.72503253,50,0.06000000,1.23310345,0,,,324,0.09259259,2.11828550
h4,bear,150,price20+price200+volatility+body,302,0.11589404,2.71366987,63,0.07936508,1.63108922,67,0.07462687,1.75606343,432,0.10416667,2.38307119
h4,bear,150,price20+adx+volatility+body,286,0.11538462,2.70174165,57,0.05263158,1.08166969,63,0.06349206,1.49404762,406,0.09852217,2.25393926
h4,bear,150,price200+macd+volatility+body,295,0.11525424,2.69868884,59,0.06779661,1.39333723,54,0.09259259,2.17881944,408,0.10539216,2.41110732
h4,bear,150,price200+volatility+bb+body,306,0.11437908,2.67819706,61,0.08196721,1.68456755,64,0.07812500,1.83837891,431,0.10440835,2.38860036
h4,bear,150,trend+di+volatility+body,254,0.11417323,2.67337691,55,0.09090909,1.86833856,0,,,345,0.09855072,2.25459257
h4,bear,150,price200+adx+volatility+body,321,0.11214953,2.62599189,54,0.11111111,2.28352490,56,0.05357143,1.26060268,431,0.10440835,2.38860036
h4,bear,150,price20+price200+adx+body,339,0.11209440,2.62470084,68,0.04411765,0.90669371,77,0.03896104,0.91680195,484,0.09090909,2.07977122
h4,bear,150,trend+macd+adx+volatility,340,0.11176471,2.61698113,99,0.14141414,2.90630442,55,0.10909091,2.56704545,494,0.11740891,2.68602032
h4,bear,150,adx+volatility+bb+body,296,0.11148649,2.61046660,56,0.05357143,1.10098522,62,0.06451613,1.51814516,414,0.09661836,2.21038487
h4,bear,150,price200+adx+bb+body,337,0.10979228,2.57079671,66,0.04545455,0.93416928,74,0.04054054,0.95396959,477,0.09014675,2.06233079
h4,bear,150,macd+adx+volatility+body,312,0.10897436,2.55164490,60,0.05000000,1.02758621,57,0.07017544,1.65131579,429,0.09557110,2.18642616
h4,bear,150,price20+macd+adx+body,402,0.10696517,2.50459964,82,0.06097561,1.25315391,75,0.05333333,1.25500000,559,0.09302326,2.12813799
h4,bear,150,price200+di+volatility+body,365,0.10684932,2.50188679,68,0.08823529,1.81338742,68,0.07352941,1.73023897,501,0.09980040,2.28318198
h4,bear,150,adx+di+volatility+body,356,0.10674157,2.49936400,64,0.06250000,1.28448276,72,0.06944444,1.63411458,492,0.09552846,2.18545065
h4,bear,150,price200+macd+adx+volatility,520,0.10576923,2.47659652,122,0.12295082,2.52685133,108,0.12037037,2.83246528,750,0.11066667,2.53177483
h4,bear,150,trend+price20+macd+body,314,0.10509554,2.46082202,72,0.06944444,1.42720307,0,,,431,0.08816705,2.01704030
h4,bear,150,macd+adx+di+body,426,0.10328638,2.41846045,88,0.05681818,1.16771160,79,0.05063291,1.19145570,593,0.08937605,2.04469919
h4,bear,150,trend+adx+di+body,315,0.10158730,2.37867625,58,0.06896552,1.41736029,60,0.01666667,0.39218750,433,0.08545035,1.95488889
h4,bear,150,trend+macd+di+body,337,0.10089021,2.36235373,73,0.06849315,1.40765234,0,,,457,0.08533917,1.95234541
h4,bear,150,macd+adx+bb+body,421,0.09976247,2.33594765,84,0.05952381,1.22331691,79,0.05063291,1.19145570,584,0.08732877,1.99786242
h4,bear,150,price20+price200+macd+body,492,0.09959350,2.33199110,106,0.05660377,1.16330514,85,0.05882353,1.38419118,683,0.08784773,2.00973500
h4,bear,150,price200+adx+di+body,423,0.09929078,2.32490298,76,0.05263158,1.08166969,91,0.03296703,0.77575549,590,0.08305085,1.89999439
h4,bear,150,trend+macd+bb+body,324,0.09876543,2.31260191,72,0.06944444,1.42720307,0,,,441,0.08390023,1.91942605
h4,bear,150,trend+momentum+macd+adx,274,0.09854015,2.30732681,87,0.09195402,1.88981371,0,,,398,0.09045226,2.06932011
h4,bear,150,trend+adx+volatility+bb,409,0.09779951,2.28998478,110,0.12727273,2.61567398,70,0.08571429,2.01696429,589,0.10186757,2.33047370
h4,bear,150,trend+price200+macd+body,348,0.09770115,2.28768163,80,0.06250000,1.28448276,0,,,476,0.08193277,1.87441566
h4,bear,150,price20+adx+di+body,451,0.09756098,2.28439945,94,0.05319149,1.09317682,93,0.04301075,1.01209677,638,0.08307210,1.90048060
h4,bear,150,price200+adx+volatility+bb,595,0.09747899,2.28247978,134,0.11194030,2.30056613,126,0.10317460,2.42782738,855,0.10058480,2.30112699
h4,bear,150,price20+macd+adx+volatility,713,0.09677419,2.26597687,155,0.10322581,2.12146830,129,0.10852713,2.55377907,997,0.09929789,2.27168592
h4,bear,150,price200+macd+di+body,517,0.09671180,2.26451589,108,0.05555556,1.14176245,88,0.05681818,1.33700284,713,0.08555400,1.95726015
h4,bear,150,price20+adx+bb+body,446,0.09641256,2.25750910,91,0.05494505,1.12921561,91,0.04395604,1.03434066,628,0.08280255,1.89431392
h4,bear,150,price20+adx+body,457,0.09628009,2.25440733,94,0.05319149,1.09317682,95,0.04210526,0.99078947,646,0.08204334,1.87694524
h4,bear,150,macd+adx+di+volatility,718,0.09610028,2.25019709,157,0.10828025,2.22534593,133,0.10526316,2.47697368,1008,0.09920635,2.26959161
h4,bear,150,trend+macd+body,355,0.09577465,2.24257242,80,0.06250000,1.28448276,0,,,483,0.08074534,1.84725022
h4,bear,150,price20+price200+adx+volatility,606,0.09570957,2.24104863,137,0.10948905,2.25018877,127,0.10236220,2.40871063,870,0.09885057,2.26145239
h4,bear,150,trend+price20+macd+volatility,460,0.09565217,2.23970468,127,0.13385827,2.75101819,63,0.09523810,2.24107143,650,0.10307692,2.35814060
h4,bear,150,trend+price20+adx+volatility,420,0.09523810,2.23000898,114,0.12280702,2.52389595,71,0.08450704,1.98855634,605,0.09917355,2.26884133
h4,bear,150,price20+macd+volatility+body,400,0.09500000,2.22443396,88,0.07954545,1.63479624,67,0.08955224,2.10727612,555,0.09189189,2.10225524
h4,bear,150,momentum+macd+adx+volatility,432,0.09490741,2.22226590,111,0.07207207,1.48120534,73,0.04109589,0.96703767,616,0.08441558,1.93121613
h4,bear,150,macd+adx+volatility+bb,731,0.09439124,2.21017990,159,0.10691824,2.19735415,131,0.10687023,2.51479008,1021,0.09794319,2.24069378
h4,bear,150,price20+price200+macd+volatility,742,0.09433962,2.20897116,179,0.11731844,2.41109613,137,0.13868613,3.26345803,1058,0.10396975,2.37856633
h4,bear,150,price200+adx+di+volatility,671,0.09388972,2.19843658,147,0.11564626,2.37673000,130,0.10000000,2.35312500,948,0.09810127,2.24431008
h4,bear,200,price20+adx+volatility+body,286,0.06643357,3.50825770,57,0.05263158,2.32358674,63,0.03174603,2.39047619,406,0.05911330,3.11766254
h4,bear,200,adx+volatility+bb+body,296,0.06418919,3.38973548,56,0.05357143,2.36507937,62,0.03225806,2.42903226,414,0.05797101,3.05741786
h4,bear,200,price20+price200+volatility+body,302,0.06291391,3.32238974,63,0.04761905,2.10229277,67,0.02985075,2.24776119,432,0.05555556,2.93002545
h4,bear,200,trend+price20+volatility+body,193,0.06217617,3.28343071,50,0.06000000,2.64888889,0,,,278,0.05395683,2.84570817
h4,bear,200,price200+volatility+bb+body,306,0.06209150,3.27895981,61,0.04918033,2.17122040,64,0.03125000,2.35312500,431,0.05568445,2.93682365
h4,bear,200,trend+macd+adx+volatility,340,0.06176471,3.26170213,99,0.07070707,3.12158623,55,0.01818182,1.36909091,494,0.05870445,3.09609976
h4,bear,200,trend+volatility+bb+body,196,0.06122449,3.23317412,0,,,0,,,276,0.05434783,2.86632924
h4,bear,200,price200+macd+volatility+body,295,0.06101695,3.22221421,59,0.05084746,2.24482109,54,0.03703704,2.78888889,408,0.05637255,2.97311405
h4,bear,200,trend+macd+adx+body,197,0.06091371,3.21676207,0,,,0,,,273,0.06227106,3.28420435
h4,bear,200,price200+macd+adx+body,298,0.06040268,3.18977581,58,0.10344828,4.56704981,62,0.03225806,2.42903226,418,0.06220096,3.28050696
h4,bear,200,price200+macd+adx+volatility,520,0.05961538,3.14819967,122,0.06557377,2.89496053,108,0.04629630,3.48611111,750,0.05866667,3.09410687
h4,bear,200,trend+macd+volatility+body,189,0.05820106,3.07351120,0,,,0,,,260,0.05384615,2.83987082
h4,bear,200,macd+adx+volatility+body,312,0.05769231,3.04664484,60,0.05000000,2.20740741,57,0.03508772,2.64210526,429,0.05361305,2.82757700
h4,bear,200,price200+adx+bb+body,337,0.05637982,2.97733443,66,0.09090909,4.01346801,74,0.02702703,2.03513514,477,0.05660377,2.98530894
h4,bear,200,adx+di+volatility+body,356,0.05617978,2.96677026,64,0.06250000,2.75925926,72,0.02777778,2.09166667,492,0.05284553,2.78709737
h4,bear,200,price20+price200+adx+body,339,0.05604720,2.95976903,68,0.08823529,3.89542484,77,0.02597403,1.95584416,484,0.05578512,2.94213299
h4,bear,200,trend+adx+bb+body,232,0.05603448,2.95909758,50,0.10000000,4.41481481,0,,,324,0.05555556,2.93002545
h4,bear,200,trend+price20+adx+body,235,0.05531915,2.92132187,53,0.09433962,4.16491964,0,,,334,0.05389222,2.84230013
h4,bear,200,price20+price200+macd+volatility,742,0.05525606,2.91799048,179,0.05586592,2.46637699,137,0.05109489,3.84744526,1058,0.05482042,2.89125384
h4,bear,200,price20+macd+volatility+body,400,0.05500000,2.90446809,88,0.04545455,2.00673401,67,0.02985075,2.24776119,555,0.05045045,2.66077986
h4,bear,200,price200+di+volatility+body,365,0.05479452,2.89361702,68,0.05882353,2.59694989,68,0.02941176,2.21470588,501,0.05189621,2.73702976
h4,bear,200,price20+macd+adx+body,402,0.05472637,2.89001800,82,0.07317073,3.23035230,75,0.02666667,2.00800000,559,0.05366726,2.83043603
h4,bear,200,price20+macd+adx+volatility,713,0.05469846,2.88854406,155,0.05161290,2.27861410,129,0.03875969,2.91860465,997,0.05215647,2.75075609
h4,bear,200,price200+macd+di+volatility,752,0.05452128,2.87918742,181,0.05524862,2.43912421,137,0.05109489,3.84744526,1070,0.05420561,2.85882857
h4,bear,200,macd+adx+di+volatility,718,0.05431755,2.86842885,157,0.05095541,2.24958717,133,0.03759398,2.83082707,1008,0.05158730,2.72073791
h4,bear,200,price200+macd+volatility+bb,755,0.05430464,2.86774694,181,0.05524862,2.43912421,138,0.05072464,3.81956522,1074,0.05400372,2.84818116
h4,bear,200,price20+volatility+bb+body,424,0.05424528,2.86461261,96,0.04166667,1.83950617,77,0.02597403,1.95584416,597,0.04857621,2.56193180
h4,bear,200,price20+di+volatility+body,426,0.05399061,2.85116372,95,0.04210526,1.85886940,79,0.02531646,1.90632911,600,0.04833333,2.54912214
h4,bear,200,trend+adx+volatility+bb,409,0.05378973,2.84055558,110,0.06363636,2.80942761,70,0.01428571,1.07571429,589,0.05093379,2.68627121
h4,bear,200,price200+adx+volatility+bb,595,0.05378151,2.84012158,134,0.05970149,2.63571034,126,0.03968254,2.98809524,855,0.05263158,2.77581358
h4,bear,200,macd+adx+volatility+bb,731,0.05335157,2.81741712,159,0.05031447,2.22129047,131,0.03816794,2.87404580,1021,0.05093046,2.68609580
h4,bear,200,price200+adx+volatility+body,321,0.05295950,2.79671240,54,0.11111111,4.90534979,56,0.03571429,2.68928571,431,0.05800464,3.05919130
h4,bear,200,price20+price200+adx+volatility,606,0.05280528,2.78856822,137,0.05839416,2.57799405,127,0.03937008,2.96456693,870,0.05172414,2.72795472
h4,bear,200,price20+volatility+body,437,0.05263158,2.77939530,99,0.04040404,1.78376356,80,0.02500000,1.88250000,616,0.04707792,2.48291117
h4,bear,200,price200+macd+volatility,781,0.05249680,2.77227777,187,0.05347594,2.36086354,140,0.05000000,3.76500000,1108,0.05234657,2.76078210
h4,bear,200,trend+price20+adx+volatility,420,0.05238095,2.76616008,114,0.06140351,2.71085120,71,0.01408451,1.06056338,605,0.04958678,2.61522932
h4,bear,200,macd+adx+bb+body,421,0.05225653,2.75958963,84,0.07142857,3.15343915,79,0.02531646,1.90632911,584,0.05136986,2.70927010
h4,bear,200,trend+price20+macd+volatility,460,0.05217391,2.75522664,127,0.06299213,2.78098571,63,0.01587302,1.19523810,650,0.05076923,2.67759248
h4,bear,200,di+volatility+bb+body,441,0.05215420,2.75418536,97,0.04123711,1.82054219,80,0.02500000,1.88250000,618,0.04692557,2.47487586
h4,bear,200,macd+adx+di+body,426,0.05164319,2.72720008,88,0.06818182,3.01010101,79,0.02531646,1.90632911,593,0.05059022,2.66815133
h4,bear,200,price20+adx+bb+body,446,0.05156951,2.72330884,91,0.06593407,2.91086691,91,0.02197802,1.65494505,628,0.04936306,2.60343025
h4,bear,200,price20+macd+di+volatility,1067,0.05154639,2.72208818,254,0.04330709,1.91192768,182,0.03846154,2.89615385,1503,0.04856953,2.56157913
h4,bear,200,trend+di+volatility+body,254,0.05118110,2.70279779,55,0.07272727,3.21077441,0,,,345,0.04927536,2.59880518
h4,bear,200,macd+volatility+bb+body,431,0.05104408,2.69556203,93,0.04301075,1.89884508,70,0.02857143,2.15142857,594,0.04713805,2.48608220
h4,bear,200,price20+adx+di+body,451,0.05099778,2.69311695,94,0.06382979,2.81796690,93,0.02150538,1.61935484,638,0.04858934,2.56262414
h4,bear,200,price20+price200+volatility+bb,824,0.05097087,2.69169593,198,0.05050505,2.22970445,156,0.04487179,3.37884615,1178,0.05008489,2.64150002
h4,bear,200,price200+di+volatility+bb,826,0.05084746,2.68517851,197,0.05076142,2.24102275,156,0.04487179,3.37884615,1179,0.05004241,2.63925956
h4,bear,200,trend+macd+di+volatility,472,0.05084746,2.68517851,129,0.06201550,2.73786965,63,0.01587302,1.19523810,664,0.04969880,2.62113722
h4,bear,200,trend+macd+volatility+bb,472,0.05084746,2.68517851,128,0.06250000,2.75925926,64,0.01562500,1.17656250,664,0.04969880,2.62113722
h4,bear,200,adx+di+volatility+bb,787,0.05082592,2.68404120,168,0.04761905,2.10229277,148,0.03378378,2.54391892,1103,0.04805077,2.53421965
h4,bear,300,macd+adx+volatility+body,312,0.03205128,4.07955293,60,0.00000000,0.00000000,57,0.01754386,1.88721805,429,0.02564103,3.47360483
h4,bear,300,price20+adx+volatility+body,286,0.03146853,4.00537924,57,0.00000000,0.00000000,63,0.01587302,1.70748299,406,0.02463054,3.33671400
h4,bear,300,adx+volatility+bb+body,296,0.03040541,3.87006237,56,0.00000000,0.00000000,62,0.01612903,1.73502304,414,0.02415459,3.27223643
h4,bear,300,macd+adx+di+body,426,0.02816901,3.58540990,88,0.00000000,0.00000000,79,0.01265823,1.36166365,593,0.02192243,2.96984426
h4,bear,300,adx+di+volatility+body,356,0.02808989,3.57533852,64,0.00000000,0.00000000,72,0.01388889,1.49404762,492,0.02235772,3.02881396
h4,bear,300,price20+macd+adx+body,402,0.02736318,3.48284220,82,0.00000000,0.00000000,75,0.01333333,1.43428571,559,0.02146691,2.90813427
h4,bear,300,price200+macd+adx+volatility,520,0.02692308,3.42682446,122,0.02459016,5.86229508,108,0.02777778,2.98809524,750,0.02666667,3.61254902
h4,bear,300,trend+macd+volatility+body,189,0.02645503,3.36725003,0,,,0,,,260,0.01923077,2.60520362
h4,bear,300,macd+adx+bb+body,421,0.02612827,3.32565930,84,0.00000000,0.00000000,79,0.01265823,1.36166365,584,0.02054795,2.78364222
h4,bear,300,trend+price20+volatility+body,193,0.02590674,3.29746247,50,0.00000000,0.00000000,0,,,278,0.01798561,2.43652137
h4,bear,300,trend+volatility+bb+body,196,0.02551020,3.24699110,0,,,0,,,276,0.01811594,2.45417732
h4,bear,300,trend+macd+adx+body,197,0.02538071,3.23050892,0,,,0,,,273,0.01831502,2.48114630
h4,bear,300,macd+adx+di+volatility,718,0.02506964,3.19091493,157,0.01910828,4.55541401,133,0.02255639,2.42642320,1008,0.02380952,3.22549020
h4,bear,300,price20+macd+volatility+body,400,0.02500000,3.18205128,88,0.00000000,0.00000000,67,0.01492537,1.60554371,555,0.01981982,2.68500265
h4,bear,300,price20+adx+bb+body,446,0.02466368,3.13924342,91,0.00000000,0.00000000,91,0.01098901,1.18210361,628,0.01910828,2.58860997
h4,bear,300,price20+adx+di+body,451,0.02439024,3.10444028,94,0.00000000,0.00000000,93,0.01075269,1.15668203,638,0.01880878,2.54803614
h4,bear,300,macd+di+volatility+body,451,0.02439024,3.10444028,100,0.00000000,0.00000000,75,0.01333333,1.43428571,626,0.01916933,2.59688029
h4,bear,300,price20+adx+body,457,0.02407002,3.06368176,94,0.00000000,0.00000000,95,0.01052632,1.13233083,646,0.01857585,2.51648152
h4,bear,300,adx+di+bb+body,461,0.02386117,3.03709884,94,0.00000000,0.00000000,91,0.01098901,1.18210361,646,0.01857585,2.51648152
h4,bear,300,price20+macd+adx+volatility,713,0.02384292,3.03477542,155,0.01935484,4.61419355,129,0.02325581,2.50166113,997,0.02306921,3.12519913
h4,bear,300,price200+macd+volatility+body,295,0.02372881,3.02025206,59,0.00000000,0.00000000,54,0.01851852,1.99206349,408,0.01960784,2.65628604
h4,bear,300,momentum+macd+adx+body,296,0.02364865,3.01004851,68,0.00000000,0.00000000,50,0.00000000,0.00000000,414,0.01690821,2.29056550
h4,bear,300,price20+volatility+bb+body,424,0.02358491,3.00193517,96,0.00000000,0.00000000,77,0.01298701,1.39703154,597,0.01842546,2.49610799
h4,bear,300,price200+adx+volatility+bb,595,0.02352941,2.99487179,134,0.02985075,7.11641791,126,0.02380952,2.56122449,855,0.02456140,3.32734778
h4,bear,300,price200+macd+adx+body,298,0.02348993,2.98984684,58,0.00000000,0.00000000,62,0.01612903,1.73502304,418,0.01913876,2.59273853
h4,bear,300,macd+adx+body,511,0.02348337,2.98901099,108,0.00000000,0.00000000,95,0.01052632,1.13233083,714,0.01820728,2.46655133
h4,bear,300,price20+di+volatility+body,426,0.02347418,2.98784158,95,0.00000000,0.00000000,79,0.01265823,1.36166365,600,0.01833333,2.48362745
h4,bear,300,adx+bb+body,471,0.02335456,2.97261691,94,0.00000000,0.00000000,95,0.01052632,1.13233083,660,0.01818182,2.46310160
h4,bear,300,price200+momentum+macd+adx,429,0.02331002,2.96694758,121,0.01652893,3.94049587,72,0.00000000,0.00000000,622,0.01929260,2.61358048
