timeframe,horizon_bars,target_pips,conditions,discovery_n,discovery_hit,discovery_lift,validation_n,validation_hit,validation_lift,validation_wilson95,oos_n,oos_hit,oos_lift,oos_wilson95
h4,12,200,dmi_adx_bull+atr_expand+horizontal_break_up+mtf_trend_bull,141,0.14184397,4.13606611,22,0.18181818,4.74569697,0.07306885,12,0.08333333,5.74343186,0.01486509
h4,12,200,atr_expand+engulf_bull+mtf_adx25,134,0.14179104,4.13452280,17,0.00000000,0.00000000,0.00000000,13,0.00000000,0.00000000,0.00000000
h4,12,200,adx25+atr_expand+horizontal_break_up+mtf_trend_bull,144,0.13888889,4.04989806,22,0.18181818,4.74569697,0.07306885,12,0.08333333,5.74343186,0.01486509
h4,12,200,adx25+atr_expand+impulse_bull+mtf_volatility,224,0.12946429,3.77508355,38,0.05263158,1.37375439,0.01455421,24,0.00000000,0.00000000,0.00000000
h4,12,200,atr_expand+horizontal_break_up+mtf_trend_bull+cross_group_bull,150,0.12666667,3.69350703,30,0.16666667,4.35022222,0.07336542,20,0.05000000,3.44605911,0.00888145
h4,12,200,atr_expand+horizontal_break_up+mtf_trend_bull+cross_group_return_up,177,0.12429379,3.62431555,36,0.13888889,3.62518519,0.06081815,24,0.04166667,2.87171593,0.00739346
h4,12,200,ichimoku_cloud_bull+dmi_adx_bull+atr_expand+horizontal_break_up,165,0.12121212,3.53445649,26,0.15384615,4.01558974,0.06150034,15,0.00000000,0.00000000,0.00000000
h4,12,200,dmi_adx_bull+atr_expand+elliott_wave3_bull+mtf_trend_bull,165,0.12121212,3.53445649,24,0.16666667,4.35022222,0.06678676,9,0.00000000,0.00000000,0.00000000
h4,12,200,ichimoku_cloud_bull+atr_expand+horizontal_break_up+mtf_trend_bull,190,0.12105263,3.52980589,33,0.06060606,1.58189899,0.01678088,21,0.00000000,0.00000000,-0.00000000
h4,12,200,adx25+atr_expand+elliott_wave3_bull+mtf_trend_bull,175,0.12000000,3.49911193,26,0.15384615,4.01558974,0.06150034,13,0.00000000,0.00000000,0.00000000
h4,12,200,adx25+atr_expand+engulf_bull,176,0.11931818,3.47923061,39,0.02564103,0.66926496,0.00454070,18,0.00000000,0.00000000,0.00000000
h4,12,200,dmi_adx_bull+atr_expand+breakout20_up+mtf_trend_bull,168,0.11904762,3.47134120,26,0.19230769,5.01948718,0.08507061,12,0.08333333,5.74343186,0.01486509
h4,12,200,dmi_adx_bull+atr_expand+retest_up+mtf_trend_bull,168,0.11904762,3.47134120,23,0.08695652,2.26968116,0.02418000,11,0.00000000,0.00000000,0.00000000
h4,12,200,atr_expand+horizontal_break_up+elliott_wave3_bull+mtf_trend_bull,228,0.11842105,3.45307098,42,0.11904762,3.10730159,0.05193803,26,0.00000000,0.00000000,0.00000000
h4,12,200,sma_stack_bull+dmi_adx_bull+atr_expand+horizontal_break_up,161,0.11801242,3.44115562,22,0.00000000,0.00000000,0.00000000,12,0.00000000,0.00000000,0.00000000
h4,12,200,sma_stack_bull+atr_expand+elliott_wave3_bull+mtf_trend_bull,213,0.11737089,3.42244907,29,0.03448276,0.90004598,0.00611321,25,0.00000000,0.00000000,0.00000000
h4,12,200,ichimoku_cloud_bull+adx25+atr_expand+horizontal_break_up,171,0.11695906,3.41044047,26,0.15384615,4.01558974,0.06150034,15,0.00000000,0.00000000,0.00000000
h4,12,200,adx25+atr_expand+breakout20_up+mtf_trend_bull,171,0.11695906,3.41044047,26,0.19230769,5.01948718,0.08507061,14,0.07142857,4.92294159,0.01272222
h4,12,200,adx25+atr_expand+retest_up+mtf_trend_bull,171,0.11695906,3.41044047,23,0.08695652,2.26968116,0.02418000,13,0.00000000,0.00000000,0.00000000
h4,12,200,dmi_adx_bull+horizontal_break_up+mtf_trend_bull+cross_group_bull,610,0.11639344,3.39394736,131,0.06106870,1.59397455,0.03126622,87,0.02298851,1.58439499,0.00632709
h4,12,200,atr_expand+mtf_volatility+adx25,697,0.11621234,3.38866650,112,0.07142857,1.86438095,0.03663590,83,0.01204819,0.83037569,0.00212998
h4,12,200,adx25+atr_expand+mtf_volatility,697,0.11621234,3.38866650,112,0.07142857,1.86438095,0.03663590,83,0.01204819,0.83037569,0.00212998
h4,12,200,ichimoku_cloud_bull+dmi_adx_bull+horizontal_break_up+mtf_trend_bull,758,0.11609499,3.38524461,119,0.03361345,0.87735574,0.01314775,90,0.00000000,0.00000000,0.00000000
h4,12,200,sma_stack_bull+dmi_adx_bull+atr_expand+breakout20_up,164,0.11585366,3.37820765,23,0.00000000,0.00000000,0.00000000,12,0.00000000,0.00000000,0.00000000
h4,12,200,sma_stack_bull+dmi_adx_bull+atr_expand+retest_up,164,0.11585366,3.37820765,23,0.00000000,0.00000000,0.00000000,12,0.00000000,0.00000000,0.00000000
h4,12,200,adx25+horizontal_break_up+mtf_trend_bull+cross_group_bull,613,0.11582382,3.37733750,133,0.06015038,1.57000501,0.03079118,87,0.02298851,1.58439499,0.00632709
h4,12,200,adx25+atr_expand+mtf_volatility+cross_target_relative_up,304,0.11513158,3.35715234,57,0.07017544,1.83167251,0.02762642,35,0.02857143,1.96917664,0.00506149
h4,12,200,ichimoku_cloud_bull+adx25+horizontal_break_up+mtf_trend_bull,765,0.11503268,3.35426851,122,0.03278689,0.85578142,0.01282260,90,0.00000000,0.00000000,0.00000000
h4,12,200,sma_stack_bull+dmi_adx_bull+atr_expand+elliott_wave3_bull,157,0.11464968,3.34310057,19,0.00000000,0.00000000,0.00000000,10,0.00000000,0.00000000,0.00000000
h4,12,200,trend_bull+atr_expand+elliott_wave3_bull+mtf_trend_bull,254,0.11417323,3.32920754,41,0.02439024,0.63661789,0.00431853,31,0.03225806,2.22326394,0.00571722
h4,12,200,trend_bull+dmi_adx_bull+atr_expand+horizontal_break_up,184,0.11413043,3.32795971,30,0.06666667,1.74008889,0.01847702,15,0.06666667,4.59474548,0.01186690
h4,12,200,sma_stack_bull+adx25+atr_expand+horizontal_break_up,167,0.11377246,3.31752129,22,0.00000000,0.00000000,0.00000000,12,0.00000000,0.00000000,0.00000000
h4,12,200,ichimoku_cloud_bull+horizontal_break_up+engulf_bull+mtf_trend_bull,159,0.11320755,3.30104899,32,0.06250000,1.63133333,0.01731057,28,0.00000000,0.00000000,0.00000000
h4,12,200,dmi_adx_bull+horizontal_break_up+mtf_trend_bull+cross_group_return_up,701,0.11269615,3.28613697,148,0.06081081,1.58724324,0.03231936,95,0.02105263,1.45097226,0.00579251
h4,12,200,sma_stack_bull+atr_expand+breakout20_up+mtf_trend_bull,222,0.11261261,3.28370113,35,0.05714286,1.49150476,0.01581316,25,0.00000000,0.00000000,0.00000000
h4,12,200,sma_stack_bull+atr_expand+retest_up+mtf_trend_bull,222,0.11261261,3.28370113,34,0.05882353,1.53537255,0.01628266,25,0.00000000,0.00000000,0.00000000
h4,12,200,horizontal_break_up+engulf_bull+mtf_trend_bull+cross_target_relative_up,125,0.11200000,3.26583780,20,0.10000000,2.61013333,0.02786648,30,0.00000000,0.00000000,0.00000000
h4,12,200,adx25+horizontal_break_up+engulf_bull+mtf_trend_bull,134,0.11194030,3.26409695,21,0.00000000,0.00000000,-0.00000000,12,0.00000000,0.00000000,0.00000000
h4,12,200,dmi_adx_bull+horizontal_break_up+engulf_bull+mtf_trend_bull,134,0.11194030,3.26409695,21,0.00000000,0.00000000,-0.00000000,12,0.00000000,0.00000000,0.00000000
h4,12,200,adx25+horizontal_break_up+mtf_trend_bull+cross_group_return_up,706,0.11189802,3.26286405,154,0.05844156,1.52540260,0.03104768,95,0.02105263,1.45097226,0.00579251
h4,12,200,sma_stack_bull+adx25+atr_expand+breakout20_up,170,0.11176471,3.25897679,23,0.00000000,0.00000000,0.00000000,13,0.00000000,0.00000000,0.00000000
h4,12,200,sma_stack_bull+adx25+atr_expand+retest_up,170,0.11176471,3.25897679,23,0.00000000,0.00000000,0.00000000,13,0.00000000,0.00000000,0.00000000
h4,12,200,sma_stack_bull+dmi_adx_bull+horizontal_break_up+mtf_volatility,342,0.11111111,3.23991845,54,0.03703704,0.96671605,0.01021637,42,0.00000000,0.00000000,-0.00000000
h4,12,200,sma_stack_bull+atr_expand+elliott_wave3_bull+cross_group_return_up,207,0.11111111,3.23991845,38,0.02631579,0.68687719,0.00466059,22,0.00000000,0.00000000,0.00000000
h4,12,200,sma_stack_bull+adx25+atr_expand+elliott_wave3_bull,162,0.11111111,3.23991845,19,0.00000000,0.00000000,0.00000000,12,0.00000000,0.00000000,0.00000000
h4,12,200,trend_bull+atr_expand+horizontal_break_up+mtf_trend_bull,244,0.11065574,3.22664010,43,0.02325581,0.60700775,0.00411709,28,0.03571429,2.46147080,0.00633252
h4,12,200,trend_bull+adx25+atr_expand+horizontal_break_up,190,0.11052632,3.22286625,30,0.06666667,1.74008889,0.01847702,15,0.06666667,4.59474548,0.01186690
h4,12,200,sma_stack_bull+adx25+horizontal_break_up+mtf_volatility,344,0.11046512,3.22108172,54,0.03703704,0.96671605,0.01021637,42,0.00000000,0.00000000,-0.00000000
h4,12,200,dmi_adx_bull+atr_expand+horizontal_break_up+cross_group_bull,136,0.11029412,3.21609552,25,0.24000000,6.26432000,0.11496314,21,0.04761905,3.28196106,0.00845599
h4,12,200,sma_stack_bull+atr_expand+breakout20_up+cross_group_return_up,209,0.11004785,3.20891445,41,0.04878049,1.27323577,0.01348095,26,0.00000000,0.00000000,0.00000000
h4,12,200,sma_stack_bull+atr_expand+retest_up+cross_group_return_up,209,0.11004785,3.20891445,41,0.04878049,1.27323577,0.01348095,26,0.00000000,0.00000000,0.00000000
h4,12,200,adx25+atr_expand+elliott_wave3_bull+cross_group_bull,209,0.11004785,3.20891445,40,0.15000000,3.91520000,0.07061188,23,0.00000000,0.00000000,0.00000000
h4,12,200,trend_bull+dmi_adx_bull+atr_expand+breakout20_up,191,0.10994764,3.20599260,32,0.06250000,1.63133333,0.01731057,15,0.06666667,4.59474548,0.01186690
h4,12,200,trend_bull+dmi_adx_bull+atr_expand+retest_up,191,0.10994764,3.20599260,32,0.06250000,1.63133333,0.01731057,14,0.00000000,0.00000000,0.00000000
h4,12,200,sma_stack_bull+dmi_adx_bull+horizontal_break_up+mtf_trend_bull,837,0.10991637,3.20508062,180,0.03888889,1.01505185,0.01896329,102,0.00980392,0.67569787,0.00173273
h4,12,200,trend_bull+dmi_adx_bull+atr_expand+elliott_wave3_bull,182,0.10989011,3.20431495,27,0.07407407,1.93343210,0.02055465,11,0.00000000,0.00000000,0.00000000
h4,12,200,sma_stack_bull+dmi_adx_bull+breakout20_up+mtf_volatility,346,0.10982659,3.20246275,57,0.03508772,0.91583626,0.00967566,42,0.00000000,0.00000000,-0.00000000
h4,12,200,sma_stack_bull+atr_expand+horizontal_break_up+mtf_trend_bull,210,0.10952381,3.19363390,32,0.03125000,0.81566667,0.00553786,24,0.00000000,0.00000000,0.00000000
h4,12,200,adx25+atr_expand+horizontal_break_up+cross_group_bull,137,0.10948905,3.19262037,25,0.24000000,6.26432000,0.11496314,21,0.04761905,3.28196106,0.00845599
h4,12,200,horizontal_break_up+engulf_bull+mtf_trend_bull+cross_group_return_up,128,0.10937500,3.18929472,31,0.06451613,1.68395699,0.01787478,21,0.00000000,0.00000000,-0.00000000
h4,12,200,sma_stack_bull+adx25+breakout20_up+mtf_volatility,348,0.10919540,3.18405779,57,0.03508772,0.91583626,0.00967566,43,0.00000000,0.00000000,0.00000000
h4,12,200,trend_bull+atr_expand+breakout20_up+mtf_adx25,174,0.10919540,3.18405779,24,0.00000000,0.00000000,0.00000000,16,0.06250000,4.30757389,0.01111934
h4,12,200,trend_bull+atr_expand+retest_up+mtf_adx25,174,0.10919540,3.18405779,24,0.00000000,0.00000000,0.00000000,15,0.00000000,0.00000000,0.00000000
h4,12,200,atr_expand+breakout20_up+mtf_trend_bull+cross_group_return_up,220,0.10909091,3.18101084,46,0.15217391,3.97194203,0.07572282,26,0.03846154,2.65081470,0.00682198
h4,12,200,atr_expand+retest_up+mtf_trend_bull+cross_group_return_up,220,0.10909091,3.18101084,42,0.09523810,2.48584127,0.03766225,25,0.00000000,0.00000000,0.00000000
h4,12,200,dmi_adx_bull+atr_expand+elliott_wave5_bull+mtf_trend_bull,147,0.10884354,3.17379767,20,0.10000000,2.61013333,0.02786648,10,0.00000000,0.00000000,0.00000000
h4,12,200,ichimoku_cloud_bull+atr_expand+breakout20_up+mtf_trend_bull,230,0.10869565,3.16948544,44,0.06818182,1.77963636,0.02345940,23,0.00000000,0.00000000,0.00000000
h4,12,200,ichimoku_cloud_bull+atr_expand+retest_up+mtf_trend_bull,230,0.10869565,3.16948544,41,0.02439024,0.63661789,0.00431853,23,0.00000000,0.00000000,0.00000000
h4,12,200,sma_stack_bull+adx25+horizontal_break_up+mtf_trend_bull,848,0.10849057,3.16350528,186,0.03763441,0.98230824,0.01834761,103,0.00970874,0.66913769,0.00171589
h4,12,200,ichimoku_cloud_bull+atr_expand+elliott_wave3_bull+mtf_trend_bull,231,0.10822511,3.15576472,39,0.05128205,1.33852991,0.01417796,24,0.00000000,0.00000000,0.00000000
h4,12,200,ichimoku_cloud_bull+atr_expand+horizontal_break_up+cross_group_bull,167,0.10778443,3.14291490,40,0.10000000,2.61013333,0.03957953,18,0.00000000,0.00000000,0.00000000
h4,12,200,trend_bull+atr_expand+elliott_wave3_bull+mtf_adx25,167,0.10778443,3.14291490,21,0.00000000,0.00000000,-0.00000000,14,0.00000000,0.00000000,0.00000000
h4,12,200,atr_expand+impulse_bull+mtf_volatility,362,0.10773481,3.14146789,63,0.09523810,2.48584127,0.04438348,62,0.00000000,0.00000000,0.00000000
h4,12,200,trend_bull+atr_expand+horizontal_break_up+mtf_adx25,158,0.10759494,3.13738939,20,0.00000000,0.00000000,0.00000000,13,0.07692308,5.30162941,0.01371042
h4,12,200,dmi_adx_bull+atr_expand+horizontal_break_up+cross_group_return_up,158,0.10759494,3.13738939,29,0.20689655,5.40027586,0.09846070,24,0.04166667,2.87171593,0.00739346
h4,12,200,ichimoku_cloud_bull+dmi_adx_bull+breakout20_up+mtf_trend_bull,819,0.10744811,3.13310795,134,0.03731343,0.97393035,0.01604151,92,0.00000000,0.00000000,0.00000000
h4,12,200,sma_stack_bull+dmi_adx_bull+elliott_wave5_bull+mtf_trend_bull,726,0.10743802,3.13281371,157,0.03184713,0.83125265,0.01367839,94,0.01063830,0.73320407,0.00188040
h4,12,200,ichimoku_cloud_bull+dmi_adx_bull+atr_expand+elliott_wave3_bull,205,0.10731707,3.12928709,29,0.13793103,3.60018391,0.05497440,12,0.00000000,0.00000000,0.00000000
h4,12,200,sma_stack_bull+dmi_adx_bull+retest_up+mtf_volatility,345,0.10724638,3.12722563,57,0.03508772,0.91583626,0.00967566,41,0.00000000,0.00000000,-0.00000000
h4,12,200,sma_stack_bull+dmi_adx_bull+elliott_wave5_bull+mtf_volatility,308,0.10714286,3.12420708,52,0.03846154,1.00389744,0.01061171,41,0.00000000,0.00000000,-0.00000000
h4,12,200,sma_stack_bull+atr_expand+breakout20_up+mtf_adx25,140,0.10714286,3.12420708,19,0.00000000,0.00000000,0.00000000,10,0.00000000,0.00000000,0.00000000
h4,12,200,sma_stack_bull+atr_expand+retest_up+mtf_adx25,140,0.10714286,3.12420708,19,0.00000000,0.00000000,0.00000000,10,0.00000000,0.00000000,0.00000000
h4,12,200,trend_bull+atr_expand+breakout20_up+mtf_trend_bull,271,0.10701107,3.12036426,49,0.04081633,1.06536054,0.01126563,31,0.03225806,2.22326394,0.00571722
h4,12,200,trend_bull+atr_expand+retest_up+mtf_trend_bull,271,0.10701107,3.12036426,48,0.04166667,1.08755556,0.01150189,30,0.00000000,0.00000000,0.00000000
h4,12,200,trend_bull+adx25+atr_expand+elliott_wave3_bull,187,0.10695187,3.11863808,27,0.07407407,1.93343210,0.02055465,13,0.00000000,0.00000000,0.00000000
h4,12,200,dmi_adx_bull+horizontal_break_up+elliott_wave3_bull+mtf_trend_bull,627,0.10685805,3.11590243,105,0.07619048,1.98867302,0.03911065,68,0.01470588,1.01354680,0.00260068
h4,12,200,sma_stack_bull+dmi_adx_bull+breakout20_up+mtf_trend_bull,862,0.10672854,3.11212584,183,0.03825137,0.99841166,0.01865037,102,0.00980392,0.67569787,0.00173273
h4,12,200,sma_stack_bull+adx25+retest_up+mtf_volatility,347,0.10662824,3.10920128,57,0.03508772,0.91583626,0.00967566,42,0.00000000,0.00000000,-0.00000000
h4,12,200,trend_bull+adx25+atr_expand+breakout20_up,197,0.10659898,3.10834816,32,0.06250000,1.63133333,0.01731057,16,0.06250000,4.30757389,0.01111934
h4,12,200,trend_bull+adx25+atr_expand+retest_up,197,0.10659898,3.10834816,32,0.06250000,1.63133333,0.01731057,15,0.00000000,0.00000000,0.00000000
h4,12,200,sma_stack_bull+adx25+elliott_wave5_bull+mtf_volatility,310,0.10645161,3.10405090,52,0.03846154,1.00389744,0.01061171,43,0.00000000,0.00000000,0.00000000
h4,12,200,ichimoku_cloud_bull+dmi_adx_bull+retest_up+mtf_trend_bull,818,0.10635697,3.10129113,131,0.02290076,0.59774046,0.00781844,92,0.00000000,0.00000000,0.00000000
h4,12,200,volatility+horizontal_break_up+mtf_trend_bull+cross_group_bull,302,0.10596026,3.08972356,81,0.12345679,3.22238683,0.06846116,77,0.02597403,1.79016058,0.00715216
h4,12,200,sma_stack_bull+atr_expand+horizontal_break_up+cross_group_bull,170,0.10588235,3.08745170,33,0.03030303,0.79094949,0.00536941,21,0.00000000,0.00000000,-0.00000000
h4,12,200,sma_stack_bull+atr_expand+elliott_wave3_bull+cross_group_bull,170,0.10588235,3.08745170,31,0.03225806,0.84197849,0.00571722,18,0.00000000,0.00000000,0.00000000
h4,12,200,adx25+horizontal_break_up+elliott_wave3_bull+mtf_trend_bull,633,0.10584518,3.08636781,108,0.07407407,1.93343210,0.03801025,69,0.01449275,0.99885771,0.00256292
h4,12,200,atr_expand+elliott_wave3_bull+mtf_trend_bull+cross_group_return_up,227,0.10572687,3.08291800,46,0.10869565,2.83710145,0.04733146,27,0.03703704,2.55263638,0.00656815
h4,12,200,sma_stack_bull+dmi_adx_bull+retest_up+mtf_trend_bull,861,0.10569106,3.08187365,182,0.03846154,1.00389744,0.01875352,100,0.00000000,0.00000000,0.00000000
h4,12,200,sma_stack_bull+adx25+elliott_wave5_bull+mtf_trend_bull,738,0.10569106,3.08187365,164,0.03048780,0.79577236,0.01309144,102,0.00980392,0.67569787,0.00173273
h4,12,200,adx25+atr_expand+horizontal_break_up+cross_group_return_up,161,0.10559006,3.07892871,29,0.20689655,5.40027586,0.09846070,24,0.04166667,2.87171593,0.00739346
h4,12,200,sma_stack_bull+atr_expand+horizontal_break_up+cross_group_return_up,199,0.10552764,3.07710848,37,0.02702703,0.70544144,0.00478697,26,0.00000000,0.00000000,0.00000000
h4,12,200,ichimoku_cloud_bull+adx25+breakout20_up+mtf_trend_bull,834,0.10551559,3.07675709,141,0.03546099,0.92557920,0.01524018,105,0.01904762,1.31278442,0.00523918
h4,12,200,sma_stack_bull+adx25+breakout20_up+mtf_trend_bull,873,0.10538373,3.07291234,189,0.03703704,0.96671605,0.01805452,106,0.00943396,0.65019983,0.00166727
h4,12,200,volatility+horizontal_break_up+mtf_volatility+cross_group_bull,172,0.10465116,3.05155110,33,0.12121212,3.16379798,0.04816161,42,0.02380952,1.64098053,0.00421540
h4,12,200,ichimoku_cloud_bull+adx25+retest_up+mtf_trend_bull,833,0.10444178,3.04544555,138,0.02173913,0.56742029,0.00742039,105,0.01904762,1.31278442,0.00523918
h4,12,200,sma_stack_bull+adx25+retest_up+mtf_trend_bull,872,0.10435780,3.04299680,188,0.03723404,0.97185816,0.01815117,104,0.00000000,0.00000000,0.00000000
h4,12,200,atr_expand+horizontal_break_up+impulse_bull+mtf_trend_bull,221,0.10407240,3.03467475,43,0.06976744,1.82102326,0.02401159,26,0.00000000,0.00000000,0.00000000
h4,12,200,ichimoku_cloud_bull+atr_expand+horizontal_break_up+cross_group_return_up,202,0.10396040,3.03140885,43,0.09302326,2.42803101,0.03677164,22,0.00000000,0.00000000,0.00000000
h4,12,200,dmi_adx_bull+breakout20_up+mtf_trend_bull+cross_group_bull,693,0.10389610,3.02953414,151,0.05960265,1.55570861,0.03167076,91,0.02197802,1.51475126,0.00604801
h4,12,200,dmi_adx_bull+retest_up+mtf_trend_bull+cross_group_bull,693,0.10389610,3.02953414,148,0.04054054,1.05816216,0.01871037,88,0.00000000,0.00000000,0.00000000
h4,12,200,mtf_trend_bull+horizontal_break_up+atr_expand,260,0.10384615,3.02807763,50,0.10000000,2.61013333,0.04347576,30,0.03333333,2.29737274,0.00590859
h4,12,200,atr_expand+horizontal_break_up+mtf_trend_bull,260,0.10384615,3.02807763,50,0.10000000,2.61013333,0.04347576,30,0.03333333,2.29737274,0.00590859
h4,12,200,atr_expand+horizontal_break_up+retest_up+mtf_trend_bull,260,0.10384615,3.02807763,46,0.06521739,1.70226087,0.02242786,29,0.00000000,0.00000000,0.00000000
h4,12,200,atr_expand+breakout20_up+mtf_trend_bull+cross_group_bull,183,0.10382514,3.02746478,39,0.17948718,4.68485470,0.08977265,21,0.04761905,3.28196106,0.00845599
h4,12,200,atr_expand+retest_up+mtf_trend_bull+cross_group_bull,183,0.10382514,3.02746478,35,0.11428571,2.98300952,0.04535179,20,0.00000000,0.00000000,0.00000000
h4,12,200,atr_expand+horizontal_break_up+mtf_adx25+cross_target_relative_up,135,0.10370370,3.02392389,16,0.00000000,0.00000000,0.00000000,15,0.06666667,4.59474548,0.01186690
h4,12,200,ichimoku_cloud_bull+dmi_adx_bull+atr_expand+breakout20_up,203,0.10344828,3.01647580,30,0.16666667,4.35022222,0.07336542,16,0.00000000,0.00000000,0.00000000
h4,12,200,ichimoku_cloud_bull+dmi_adx_bull+atr_expand+retest_up,203,0.10344828,3.01647580,28,0.10714286,2.79657143,0.03711837,16,0.00000000,0.00000000,0.00000000
h4,12,200,atr_expand+elliott_wave3_bull+mtf_trend_bull+cross_group_bull,184,0.10326087,3.01101117,40,0.12500000,3.26266667,0.05459500,23,0.04347826,2.99657314,0.00771667
h4,12,200,sma_stack_bull+dmi_adx_bull+elliott_wave3_bull+mtf_trend_bull,592,0.10304054,3.00458654,100,0.03000000,0.78304000,0.01025452,65,0.01538462,1.06032588,0.00272094
h4,12,300,dmi_adx_bull+atr_expand+horizontal_break_up+mtf_trend_bull,141,0.07092199,8.81907679,22,0.04545455,5.14345770,0.00806943,12,0.00000000,0.00000000,0.00000000
h4,12,300,adx25+atr_expand+horizontal_break_up+mtf_trend_bull,144,0.06944444,8.63534603,22,0.04545455,5.14345770,0.00806943,12,0.00000000,0.00000000,0.00000000
h4,12,300,sma_stack_bull+dmi_adx_bull+atr_expand+horizontal_break_up,161,0.06832298,8.49589323,22,0.00000000,0.00000000,0.00000000,12,0.00000000,0.00000000,0.00000000
h4,12,300,sma_stack_bull+dmi_adx_bull+atr_expand+breakout20_up,164,0.06707317,8.34048055,23,0.00000000,0.00000000,0.00000000,12,0.00000000,0.00000000,0.00000000
h4,12,300,sma_stack_bull+dmi_adx_bull+atr_expand+retest_up,164,0.06707317,8.34048055,23,0.00000000,0.00000000,0.00000000,12,0.00000000,0.00000000,0.00000000
h4,12,300,adx25+atr_expand+impulse_bull+mtf_volatility,224,0.06696429,8.32694081,38,0.00000000,0.00000000,0.00000000,24,0.00000000,0.00000000,0.00000000
h4,12,300,ichimoku_cloud_bull+dmi_adx_bull+atr_expand+horizontal_break_up,165,0.06666667,8.28993219,26,0.00000000,0.00000000,0.00000000,15,0.00000000,0.00000000,0.00000000
h4,12,300,sma_stack_bull+adx25+atr_expand+horizontal_break_up,167,0.06586826,8.19065156,22,0.00000000,0.00000000,0.00000000,12,0.00000000,0.00000000,0.00000000
h4,12,300,sma_stack_bull+adx25+atr_expand+breakout20_up,170,0.06470588,8.04611065,23,0.00000000,0.00000000,0.00000000,13,0.00000000,0.00000000,0.00000000
h4,12,300,sma_stack_bull+adx25+atr_expand+retest_up,170,0.06470588,8.04611065,23,0.00000000,0.00000000,0.00000000,13,0.00000000,0.00000000,0.00000000
h4,12,300,ichimoku_cloud_bull+adx25+atr_expand+horizontal_break_up,171,0.06432749,7.99905737,26,0.00000000,0.00000000,0.00000000,15,0.00000000,0.00000000,0.00000000
h4,12,300,ichimoku_cloud_bull+atr_expand+impulse_bull+mtf_volatility,171,0.06432749,7.99905737,32,0.00000000,0.00000000,0.00000000,27,0.00000000,0.00000000,0.00000000
h4,12,300,sma_stack_bull+dmi_adx_bull+atr_expand+elliott_wave3_bull,157,0.06369427,7.92031737,19,0.00000000,0.00000000,0.00000000,10,0.00000000,0.00000000,0.00000000
h4,12,300,ichimoku_cloud_bull+atr_expand+mtf_volatility+cross_group_bull,205,0.06341463,7.88554525,37,0.00000000,0.00000000,-0.00000000,30,0.00000000,0.00000000,0.00000000
h4,12,300,ichimoku_cloud_bull+atr_expand+mtf_volatility+cross_target_relative_up,256,0.06250000,7.77181142,48,0.00000000,0.00000000,0.00000000,33,0.00000000,0.00000000,0.00000000
h4,12,300,ichimoku_cloud_bull+atr_expand+mtf_volatility+cross_group_return_up,242,0.06198347,7.70758158,42,0.00000000,0.00000000,-0.00000000,36,0.00000000,0.00000000,0.00000000
h4,12,300,sma_stack_bull+adx25+atr_expand+elliott_wave3_bull,162,0.06172840,7.67586313,19,0.00000000,0.00000000,0.00000000,12,0.00000000,0.00000000,0.00000000
h4,12,300,dmi_adx_bull+atr_expand+elliott_wave3_bull+mtf_trend_bull,165,0.06060606,7.53630199,24,0.04166667,4.71483622,0.00739346,9,0.00000000,0.00000000,0.00000000
h4,12,300,atr_expand+mtf_volatility+adx25,697,0.06025825,7.49305205,112,0.00000000,0.00000000,0.00000000,83,0.00000000,0.00000000,0.00000000
h4,12,300,adx25+atr_expand+mtf_volatility,697,0.06025825,7.49305205,112,0.00000000,0.00000000,0.00000000,83,0.00000000,0.00000000,0.00000000
h4,12,300,trend_bull+dmi_adx_bull+atr_expand+horizontal_break_up,184,0.05978261,7.43390658,30,0.00000000,0.00000000,0.00000000,15,0.00000000,0.00000000,0.00000000
h4,12,300,ichimoku_cloud_bull+adx25+atr_expand+mtf_volatility,318,0.05974843,7.42965620,70,0.00000000,0.00000000,0.00000000,53,0.00000000,0.00000000,0.00000000
h4,12,300,atr_expand+engulf_bull+mtf_adx25,134,0.05970149,7.42381987,17,0.00000000,0.00000000,0.00000000,13,0.00000000,0.00000000,0.00000000
h4,12,300,dmi_adx_bull+atr_expand+breakout20_up+mtf_trend_bull,168,0.05952381,7.40172517,26,0.03846154,4.35215651,0.00682198,12,0.00000000,0.00000000,0.00000000
h4,12,300,dmi_adx_bull+atr_expand+retest_up+mtf_trend_bull,168,0.05952381,7.40172517,23,0.00000000,0.00000000,0.00000000,11,0.00000000,0.00000000,0.00000000
h4,12,300,adx25+atr_expand+breakout20_up+mtf_trend_bull,171,0.05847953,7.27187034,26,0.03846154,4.35215651,0.00682198,14,0.00000000,0.00000000,0.00000000
h4,12,300,adx25+atr_expand+retest_up+mtf_trend_bull,171,0.05847953,7.27187034,23,0.00000000,0.00000000,0.00000000,13,0.00000000,0.00000000,0.00000000
h4,12,300,sma_stack_bull+dmi_adx_bull+atr_expand+elliott_wave5_bull,137,0.05839416,7.26125447,19,0.00000000,0.00000000,0.00000000,10,0.00000000,0.00000000,0.00000000
h4,12,300,atr_expand+impulse_bull+mtf_volatility,362,0.05801105,7.21361502,63,0.01587302,1.79612809,0.00280749,62,0.00000000,0.00000000,0.00000000
h4,12,300,ichimoku_cloud_bull+atr_expand+mtf_volatility,569,0.05799649,7.21180392,100,0.00000000,0.00000000,0.00000000,93,0.00000000,0.00000000,0.00000000
