timeframe,horizon_bars,target_pips,conditions,discovery_n,discovery_hit,discovery_lift,validation_n,validation_hit,validation_lift,validation_wilson95,oos_n,oos_hit,oos_lift,oos_wilson95
d1,5,200,sma_stack_bull+volatility+mtf_rsi60+cross_group_bull,164,0.24390244,2.43378089,40,0.07500000,0.76548913,0.02583603,32,0.06250000,0.99055233,0.01731057
d1,5,200,trend_bull+volatility+breakout20_up+mtf_rsi60,189,0.24338624,2.42863003,27,0.03703704,0.37801932,0.00656815,35,0.08571429,1.35847176,0.02958237
d1,5,200,trend_bull+volatility+breakout_up20+mtf_rsi60,189,0.24338624,2.42863003,27,0.03703704,0.37801932,0.00656815,35,0.08571429,1.35847176,0.02958237
d1,5,200,trend_bull+volatility+channel_breakout_up+mtf_rsi60,189,0.24338624,2.42863003,27,0.03703704,0.37801932,0.00656815,35,0.08571429,1.35847176,0.02958237
d1,5,200,sma_stack_bull+adx25+volatility+mtf_rsi60,222,0.24324324,2.42720310,43,0.09302326,0.94944388,0.03677164,55,0.01818182,0.28816068,0.00321678
d1,5,200,trend_bull+volatility+elliott_wave5_bull+mtf_rsi60,185,0.24324324,2.42720310,25,0.00000000,0.00000000,0.00000000,28,0.07142857,1.13205980,0.01981206
d1,5,200,trend_bull+close_near_high+elliott_impulse_bull+cross_group_bull,255,0.24313725,2.42614549,69,0.02898551,0.29584121,0.00798520,42,0.16666667,2.64147287,0.08315917
d1,5,200,sma_stack_bull+close_near_high+elliott_impulse_bull+cross_group_return_up,173,0.24277457,2.42252641,66,0.04545455,0.46393281,0.01557827,49,0.10204082,1.61722829,0.04437955
d1,5,200,trend_bull+volatility+breakout20_up,190,0.24210526,2.41584776,27,0.03703704,0.37801932,0.00656815,36,0.08333333,1.32073643,0.02874861
d1,5,200,trend_bull+volatility+breakout_up20,190,0.24210526,2.41584776,27,0.03703704,0.37801932,0.00656815,36,0.08333333,1.32073643,0.02874861
d1,5,200,trend_bull+volatility+channel_breakout_up,190,0.24210526,2.41584776,27,0.03703704,0.37801932,0.00656815,36,0.08333333,1.32073643,0.02874861
d1,5,200,trend_bull+volatility+breakout20_up+mtf_trend_bull,190,0.24210526,2.41584776,27,0.03703704,0.37801932,0.00656815,36,0.08333333,1.32073643,0.02874861
d1,5,200,trend_bull+volatility+breakout_up20+mtf_trend_bull,190,0.24210526,2.41584776,27,0.03703704,0.37801932,0.00656815,36,0.08333333,1.32073643,0.02874861
d1,5,200,trend_bull+volatility+channel_breakout_up+mtf_trend_bull,190,0.24210526,2.41584776,27,0.03703704,0.37801932,0.00656815,36,0.08333333,1.32073643,0.02874861
d1,5,200,trend_bull+volatility+elliott_wave5_bull,186,0.24193548,2.41415362,25,0.00000000,0.00000000,0.00000000,28,0.07142857,1.13205980,0.01981206
d1,5,200,volatility+elliott_wave5_bull+mtf_trend_bull+cross_group_bull,124,0.24193548,2.41415362,24,0.00000000,0.00000000,0.00000000,18,0.11111111,1.76098191,0.03101952
d1,5,200,trend_bull+volatility+elliott_wave5_bull+mtf_trend_bull,178,0.24157303,2.41053691,25,0.00000000,0.00000000,0.00000000,27,0.07407407,1.17398794,0.02055465
d1,5,200,trend_bull+bb_expand+elliott_wave5_bull+cross_group_bull,178,0.24157303,2.41053691,60,0.03333333,0.34021739,0.00918932,17,0.17647059,2.79685363,0.06191127
d1,5,200,sma_stack_bull+breakout20_up+elliott_impulse_bull+cross_group_bull,178,0.24157303,2.41053691,90,0.03333333,0.34021739,0.01140039,45,0.11111111,1.76098191,0.04840472
d1,5,200,sma_stack_bull+breakout_up20+elliott_impulse_bull+cross_group_bull,178,0.24157303,2.41053691,90,0.03333333,0.34021739,0.01140039,45,0.11111111,1.76098191,0.04840472
d1,5,200,sma_stack_bull+channel_breakout_up+elliott_impulse_bull+cross_group_bull,178,0.24157303,2.41053691,90,0.03333333,0.34021739,0.01140039,45,0.11111111,1.76098191,0.04840472
d1,5,200,sma_stack_bull+retest_up+elliott_impulse_bull+cross_group_bull,178,0.24157303,2.41053691,90,0.03333333,0.34021739,0.01140039,45,0.11111111,1.76098191,0.04840472
d1,5,200,sma_stack_bull+adx25+atr_expand+mtf_volatility,145,0.24137931,2.40860384,17,0.05882353,0.60038363,0.01046040,45,0.06666667,1.05658915,0.02293203
d1,5,200,trend_bull+volatility+elliott_impulse_bull+mtf_rsi60,228,0.24122807,2.40709469,31,0.06451613,0.65848527,0.01787478,38,0.05263158,0.83414933,0.01455421
d1,5,200,volatility+breakout20_up+elliott_impulse_bull+cross_group_bull,137,0.24087591,2.40358068,25,0.00000000,0.00000000,0.00000000,23,0.08695652,1.37815976,0.02418000
d1,5,200,volatility+breakout_up20+elliott_impulse_bull+cross_group_bull,137,0.24087591,2.40358068,25,0.00000000,0.00000000,0.00000000,23,0.08695652,1.37815976,0.02418000
d1,5,200,volatility+channel_breakout_up+elliott_impulse_bull+cross_group_bull,137,0.24087591,2.40358068,25,0.00000000,0.00000000,0.00000000,23,0.08695652,1.37815976,0.02418000
d1,5,200,volatility+retest_up+elliott_impulse_bull+cross_group_bull,137,0.24087591,2.40358068,25,0.00000000,0.00000000,0.00000000,23,0.08695652,1.37815976,0.02418000
d1,5,200,trend_bull+volatility+elliott_impulse_bull+mtf_trend_bull,216,0.24074074,2.40223187,32,0.06250000,0.63790761,0.01731057,36,0.05555556,0.88049096,0.01536999
d1,5,200,trend_bull+volatility+elliott_impulse_bull,229,0.24017467,2.39658336,32,0.06250000,0.63790761,0.01731057,38,0.05263158,0.83414933,0.01455421
d1,5,200,sma_stack_bull+adx_up3+volatility+mtf_volatility,200,0.24000000,2.39484039,23,0.13043478,1.33128544,0.04537659,57,0.14035088,2.22439820,0.07287276
d1,5,200,trend_bull+volatility+retest_up+mtf_rsi60,188,0.23936170,2.38847113,26,0.03846154,0.39255853,0.00682198,33,0.06060606,0.96053559,0.01678088
d1,5,200,trend_bull+volatility+retest_up,189,0.23809524,2.37583372,26,0.03846154,0.39255853,0.00682198,34,0.05882353,0.93228454,0.01628266
d1,5,200,trend_bull+volatility+breakout20_up+retest_up,189,0.23809524,2.37583372,26,0.03846154,0.39255853,0.00682198,34,0.05882353,0.93228454,0.01628266
d1,5,200,trend_bull+volatility+breakout_up20+retest_up,189,0.23809524,2.37583372,26,0.03846154,0.39255853,0.00682198,34,0.05882353,0.93228454,0.01628266
d1,5,200,trend_bull+volatility+channel_breakout_up+retest_up,189,0.23809524,2.37583372,26,0.03846154,0.39255853,0.00682198,34,0.05882353,0.93228454,0.01628266
d1,5,200,trend_bull+volatility+retest_up+mtf_trend_bull,189,0.23809524,2.37583372,26,0.03846154,0.39255853,0.00682198,34,0.05882353,0.93228454,0.01628266
d1,5,200,sma_stack_bull+breakout20_up+elliott_wave5_bull+cross_group_bull,168,0.23809524,2.37583372,85,0.03529412,0.36023018,0.01207504,35,0.11428571,1.81129568,0.04535179
d1,5,200,sma_stack_bull+breakout_up20+elliott_wave5_bull+cross_group_bull,168,0.23809524,2.37583372,85,0.03529412,0.36023018,0.01207504,35,0.11428571,1.81129568,0.04535179
d1,5,200,sma_stack_bull+channel_breakout_up+elliott_wave5_bull+cross_group_bull,168,0.23809524,2.37583372,85,0.03529412,0.36023018,0.01207504,35,0.11428571,1.81129568,0.04535179
d1,5,200,sma_stack_bull+retest_up+elliott_wave5_bull+cross_group_bull,168,0.23809524,2.37583372,85,0.03529412,0.36023018,0.01207504,35,0.11428571,1.81129568,0.04535179
d1,5,200,trend_bull+bb_expand+breakout20_up+cross_group_return_up,236,0.23728814,2.36778005,79,0.05063291,0.51678591,0.01986404,39,0.12820513,2.03190221,0.05602818
d1,5,200,trend_bull+bb_expand+breakout_up20+cross_group_return_up,236,0.23728814,2.36778005,79,0.05063291,0.51678591,0.01986404,39,0.12820513,2.03190221,0.05602818
d1,5,200,trend_bull+bb_expand+channel_breakout_up+cross_group_return_up,236,0.23728814,2.36778005,79,0.05063291,0.51678591,0.01986404,39,0.12820513,2.03190221,0.05602818
d1,5,200,trend_bull+bb_expand+retest_up+cross_group_return_up,236,0.23728814,2.36778005,78,0.05128205,0.52341137,0.02012101,37,0.10810811,1.71338781,0.04285190
d1,5,200,volatility+close_near_high+elliott_impulse_bull+cross_group_bull,156,0.23717949,2.36669590,24,0.00000000,0.00000000,0.00000000,20,0.10000000,1.58488372,0.02786648
d1,5,200,sma_stack_bull+elliott_impulse_bull+cross_group_bull,228,0.23684211,2.36332933,110,0.04545455,0.46393281,0.01956946,54,0.11111111,1.76098191,0.05193022
d1,5,200,volatility+close_near_high+elliott_pullback_bull,127,0.23622047,2.35712637,19,0.21052632,2.14874142,0.08507677,37,0.18918919,2.99842866,0.09479979
d1,5,200,trend_bull+rsi60+volatility+elliott_impulse_bull,199,0.23618090,2.35673154,31,0.06451613,0.65848527,0.01787478,36,0.05555556,0.88049096,0.01536999
d1,5,200,price200_bull+volatility+mtf_rsi60+cross_group_bull,343,0.23615160,2.35643916,67,0.07462687,0.76168073,0.03229605,72,0.06944444,1.10061370,0.03002538
d1,5,200,trend_bull+bb_expand+elliott_impulse_bull+cross_group_return_up,213,0.23474178,2.34237127,71,0.02816901,0.28750765,0.00775926,34,0.14705882,2.33071135,0.06449441
d1,5,200,sma_stack_bull+close_near_high+elliott_wave5_bull+cross_group_bull,141,0.23404255,2.33539400,53,0.03773585,0.38515176,0.01041029,24,0.16666667,2.64147287,0.06678676
d1,5,200,sma_stack_bull+elliott_impulse_bull+mtf_rsi60+cross_group_bull,223,0.23318386,2.32682549,109,0.04587156,0.46818907,0.01975045,54,0.11111111,1.76098191,0.05193022
d1,5,200,trend_bull+volatility+elliott_impulse_bull+cross_target_relative_up,133,0.23308271,2.32581617,22,0.00000000,0.00000000,0.00000000,15,0.06666667,1.05658915,0.01186690
d1,5,200,trend_bull+adx_up3+volatility+mtf_volatility,206,0.23300971,2.32508776,26,0.23076923,2.35535117,0.11033849,47,0.12765957,2.02325581,0.05984604
d1,5,200,sma_stack_bull+breakout20_up+close_near_high+cross_group_return_up,146,0.23287671,2.32376065,67,0.08955224,0.91401687,0.04169095,46,0.10869565,1.72269970,0.04733146
d1,5,200,sma_stack_bull+breakout_up20+close_near_high+cross_group_return_up,146,0.23287671,2.32376065,67,0.08955224,0.91401687,0.04169095,46,0.10869565,1.72269970,0.04733146
d1,5,200,sma_stack_bull+channel_breakout_up+close_near_high+cross_group_return_up,146,0.23287671,2.32376065,67,0.08955224,0.91401687,0.04169095,46,0.10869565,1.72269970,0.04733146
d1,5,200,volatility+breakout20_up+mtf_rsi60+cross_group_bull,146,0.23287671,2.32376065,29,0.00000000,0.00000000,0.00000000,24,0.08333333,1.32073643,0.02315882
d1,5,200,volatility+breakout_up20+mtf_rsi60+cross_group_bull,146,0.23287671,2.32376065,29,0.00000000,0.00000000,0.00000000,24,0.08333333,1.32073643,0.02315882
d1,5,200,volatility+channel_breakout_up+mtf_rsi60+cross_group_bull,146,0.23287671,2.32376065,29,0.00000000,0.00000000,0.00000000,24,0.08333333,1.32073643,0.02315882
d1,5,200,volatility+retest_up+mtf_rsi60+cross_group_bull,146,0.23287671,2.32376065,29,0.00000000,0.00000000,0.00000000,24,0.08333333,1.32073643,0.02315882
d1,5,200,trend_bull+rsi60+volatility+cross_group_bull,284,0.23239437,2.31894756,62,0.11290323,1.15234923,0.05577864,50,0.10000000,1.58488372,0.04347576
d1,5,200,sma_stack_bull+adx25+atr_expand,155,0.23225806,2.31758748,17,0.05882353,0.60038363,0.01046040,45,0.06666667,1.05658915,0.02293203
d1,5,200,trend_bull+rsi60+volatility+elliott_wave5_bull,168,0.23214286,2.31643788,24,0.00000000,0.00000000,0.00000000,27,0.07407407,1.17398794,0.02055465
d1,5,200,volatility+breakout20_up+cross_group_bull,147,0.23129252,2.30795276,29,0.00000000,0.00000000,0.00000000,24,0.08333333,1.32073643,0.02315882
d1,5,200,volatility+breakout_up20+cross_group_bull,147,0.23129252,2.30795276,29,0.00000000,0.00000000,0.00000000,24,0.08333333,1.32073643,0.02315882
d1,5,200,volatility+channel_breakout_up+cross_group_bull,147,0.23129252,2.30795276,29,0.00000000,0.00000000,0.00000000,24,0.08333333,1.32073643,0.02315882
d1,5,200,volatility+retest_up+cross_group_bull,147,0.23129252,2.30795276,29,0.00000000,0.00000000,0.00000000,24,0.08333333,1.32073643,0.02315882
d1,5,200,volatility+breakout20_up+retest_up+cross_group_bull,147,0.23129252,2.30795276,29,0.00000000,0.00000000,0.00000000,24,0.08333333,1.32073643,0.02315882
d1,5,200,volatility+breakout_up20+retest_up+cross_group_bull,147,0.23129252,2.30795276,29,0.00000000,0.00000000,0.00000000,24,0.08333333,1.32073643,0.02315882
d1,5,200,volatility+channel_breakout_up+retest_up+cross_group_bull,147,0.23129252,2.30795276,29,0.00000000,0.00000000,0.00000000,24,0.08333333,1.32073643,0.02315882
d1,5,200,trend_bull+breakout20_up+elliott_impulse_bull+cross_group_bull,286,0.23076923,2.30273115,100,0.03000000,0.30619565,0.01025452,60,0.10000000,1.58488372,0.04664283
d1,5,300,trend_bull+volatility+breakout20_up+close_near_high,128,0.15625000,4.81545523,13,0.00000000,0.00000000,0.00000000,19,0.00000000,0.00000000,0.00000000
d1,5,300,trend_bull+volatility+breakout_up20+close_near_high,128,0.15625000,4.81545523,13,0.00000000,0.00000000,0.00000000,19,0.00000000,0.00000000,0.00000000
d1,5,300,trend_bull+volatility+channel_breakout_up+close_near_high,128,0.15625000,4.81545523,13,0.00000000,0.00000000,0.00000000,19,0.00000000,0.00000000,0.00000000
d1,5,300,price200_bull+volatility+breakout20_up+cross_group_bull,127,0.14960630,4.61070359,23,0.00000000,0.00000000,0.00000000,23,0.00000000,0.00000000,0.00000000
d1,5,300,price200_bull+volatility+breakout_up20+cross_group_bull,127,0.14960630,4.61070359,23,0.00000000,0.00000000,0.00000000,23,0.00000000,0.00000000,0.00000000
d1,5,300,price200_bull+volatility+channel_breakout_up+cross_group_bull,127,0.14960630,4.61070359,23,0.00000000,0.00000000,0.00000000,23,0.00000000,0.00000000,0.00000000
d1,5,300,price200_bull+volatility+retest_up+cross_group_bull,127,0.14960630,4.61070359,23,0.00000000,0.00000000,0.00000000,23,0.00000000,0.00000000,0.00000000
d1,5,300,volatility+breakout20_up+mtf_trend_bull+cross_group_bull,129,0.14728682,4.53921982,26,0.00000000,0.00000000,0.00000000,21,0.00000000,0.00000000,-0.00000000
d1,5,300,volatility+breakout_up20+mtf_trend_bull+cross_group_bull,129,0.14728682,4.53921982,26,0.00000000,0.00000000,0.00000000,21,0.00000000,0.00000000,-0.00000000
d1,5,300,volatility+channel_breakout_up+mtf_trend_bull+cross_group_bull,129,0.14728682,4.53921982,26,0.00000000,0.00000000,0.00000000,21,0.00000000,0.00000000,-0.00000000
d1,5,300,volatility+retest_up+mtf_trend_bull+cross_group_bull,129,0.14728682,4.53921982,26,0.00000000,0.00000000,0.00000000,21,0.00000000,0.00000000,-0.00000000
d1,5,300,trend_bull+adx_up3+volatility+mtf_rsi60,178,0.14044944,4.32849908,26,0.00000000,0.00000000,0.00000000,30,0.00000000,0.00000000,0.00000000
d1,5,300,trend_bull+volatility+breakout20_up+elliott_wave5_bull,147,0.13605442,4.19304945,20,0.00000000,0.00000000,0.00000000,24,0.00000000,0.00000000,0.00000000
d1,5,300,trend_bull+volatility+breakout_up20+elliott_wave5_bull,147,0.13605442,4.19304945,20,0.00000000,0.00000000,0.00000000,24,0.00000000,0.00000000,0.00000000
d1,5,300,trend_bull+volatility+channel_breakout_up+elliott_wave5_bull,147,0.13605442,4.19304945,20,0.00000000,0.00000000,0.00000000,24,0.00000000,0.00000000,0.00000000
d1,5,300,trend_bull+volatility+retest_up+elliott_wave5_bull,147,0.13605442,4.19304945,20,0.00000000,0.00000000,0.00000000,24,0.00000000,0.00000000,0.00000000
d1,5,300,volatility+elliott_impulse_bull+mtf_trend_bull+cross_group_bull,155,0.13548387,4.17546570,30,0.03333333,1.00967742,0.00590859,23,0.00000000,0.00000000,0.00000000
d1,5,300,trend_bull+volatility+strong_close_bull+elliott_impulse_bull,127,0.13385827,4.12536637,9,0.00000000,0.00000000,0.00000000,17,0.00000000,0.00000000,0.00000000
d1,5,300,trend_bull+volatility+close_near_high+elliott_impulse_bull,150,0.13333333,4.10918846,11,0.00000000,0.00000000,0.00000000,23,0.00000000,0.00000000,0.00000000
d1,5,300,adx25+atr_expand+cross_target_relative_up,120,0.13333333,4.10918846,20,0.15000000,4.54354839,0.05236875,20,0.00000000,0.00000000,0.00000000
d1,5,300,trend_bull+volatility+breakout20_up+elliott_impulse_bull,173,0.13294798,4.09731220,23,0.00000000,0.00000000,0.00000000,29,0.00000000,0.00000000,0.00000000
d1,5,300,trend_bull+volatility+breakout_up20+elliott_impulse_bull,173,0.13294798,4.09731220,23,0.00000000,0.00000000,0.00000000,29,0.00000000,0.00000000,0.00000000
d1,5,300,trend_bull+volatility+channel_breakout_up+elliott_impulse_bull,173,0.13294798,4.09731220,23,0.00000000,0.00000000,0.00000000,29,0.00000000,0.00000000,0.00000000
d1,5,300,rsi60+volatility+breakout20_up+cross_group_bull,136,0.13235294,4.07897384,29,0.00000000,0.00000000,0.00000000,22,0.00000000,0.00000000,0.00000000
d1,5,300,rsi60+volatility+breakout_up20+cross_group_bull,136,0.13235294,4.07897384,29,0.00000000,0.00000000,0.00000000,22,0.00000000,0.00000000,0.00000000
d1,5,300,rsi60+volatility+channel_breakout_up+cross_group_bull,136,0.13235294,4.07897384,29,0.00000000,0.00000000,0.00000000,22,0.00000000,0.00000000,0.00000000
d1,5,300,rsi60+volatility+retest_up+cross_group_bull,136,0.13235294,4.07897384,29,0.00000000,0.00000000,0.00000000,22,0.00000000,0.00000000,0.00000000
d1,5,300,trend_bull+volatility+breakout20_up+mtf_rsi60,189,0.13227513,4.07657586,27,0.00000000,0.00000000,0.00000000,35,0.00000000,0.00000000,0.00000000
d1,5,300,trend_bull+volatility+breakout_up20+mtf_rsi60,189,0.13227513,4.07657586,27,0.00000000,0.00000000,0.00000000,35,0.00000000,0.00000000,0.00000000
d1,5,300,trend_bull+volatility+channel_breakout_up+mtf_rsi60,189,0.13227513,4.07657586,27,0.00000000,0.00000000,0.00000000,35,0.00000000,0.00000000,0.00000000
d1,5,300,trend_bull+volatility+breakout20_up,190,0.13157895,4.05512019,27,0.00000000,0.00000000,0.00000000,36,0.00000000,0.00000000,0.00000000
d1,5,300,trend_bull+volatility+breakout_up20,190,0.13157895,4.05512019,27,0.00000000,0.00000000,0.00000000,36,0.00000000,0.00000000,0.00000000
d1,5,300,trend_bull+volatility+channel_breakout_up,190,0.13157895,4.05512019,27,0.00000000,0.00000000,0.00000000,36,0.00000000,0.00000000,0.00000000
d1,5,300,trend_bull+volatility+breakout20_up+mtf_trend_bull,190,0.13157895,4.05512019,27,0.00000000,0.00000000,0.00000000,36,0.00000000,0.00000000,0.00000000
d1,5,300,trend_bull+volatility+breakout_up20+mtf_trend_bull,190,0.13157895,4.05512019,27,0.00000000,0.00000000,0.00000000,36,0.00000000,0.00000000,0.00000000
d1,5,300,trend_bull+volatility+channel_breakout_up+mtf_trend_bull,190,0.13157895,4.05512019,27,0.00000000,0.00000000,0.00000000,36,0.00000000,0.00000000,0.00000000
d1,5,300,volatility+breakout20_up+elliott_impulse_bull+cross_group_bull,137,0.13138686,4.04920031,25,0.00000000,0.00000000,0.00000000,23,0.00000000,0.00000000,0.00000000
d1,5,300,volatility+breakout_up20+elliott_impulse_bull+cross_group_bull,137,0.13138686,4.04920031,25,0.00000000,0.00000000,0.00000000,23,0.00000000,0.00000000,0.00000000
d1,5,300,volatility+channel_breakout_up+elliott_impulse_bull+cross_group_bull,137,0.13138686,4.04920031,25,0.00000000,0.00000000,0.00000000,23,0.00000000,0.00000000,0.00000000
d1,5,300,volatility+retest_up+elliott_impulse_bull+cross_group_bull,137,0.13138686,4.04920031,25,0.00000000,0.00000000,0.00000000,23,0.00000000,0.00000000,0.00000000
d1,5,300,volatility+breakout20_up+mtf_rsi60+cross_group_bull,146,0.13013699,4.01068052,29,0.00000000,0.00000000,0.00000000,24,0.00000000,0.00000000,0.00000000
d1,5,300,volatility+breakout_up20+mtf_rsi60+cross_group_bull,146,0.13013699,4.01068052,29,0.00000000,0.00000000,0.00000000,24,0.00000000,0.00000000,0.00000000
d1,5,300,volatility+channel_breakout_up+mtf_rsi60+cross_group_bull,146,0.13013699,4.01068052,29,0.00000000,0.00000000,0.00000000,24,0.00000000,0.00000000,0.00000000
d1,5,300,volatility+retest_up+mtf_rsi60+cross_group_bull,146,0.13013699,4.01068052,29,0.00000000,0.00000000,0.00000000,24,0.00000000,0.00000000,0.00000000
d1,5,300,sma_stack_bull+adx_up3+volatility+mtf_rsi60,139,0.12949640,3.99093844,26,0.00000000,0.00000000,0.00000000,26,0.00000000,0.00000000,0.00000000
d1,5,300,volatility+breakout20_up+cross_group_bull,147,0.12925170,3.98339698,29,0.00000000,0.00000000,0.00000000,24,0.00000000,0.00000000,0.00000000
d1,5,300,volatility+breakout_up20+cross_group_bull,147,0.12925170,3.98339698,29,0.00000000,0.00000000,0.00000000,24,0.00000000,0.00000000,0.00000000
d1,5,300,volatility+channel_breakout_up+cross_group_bull,147,0.12925170,3.98339698,29,0.00000000,0.00000000,0.00000000,24,0.00000000,0.00000000,0.00000000
d1,5,300,volatility+retest_up+cross_group_bull,147,0.12925170,3.98339698,29,0.00000000,0.00000000,0.00000000,24,0.00000000,0.00000000,0.00000000
d1,5,300,volatility+breakout20_up+retest_up+cross_group_bull,147,0.12925170,3.98339698,29,0.00000000,0.00000000,0.00000000,24,0.00000000,0.00000000,0.00000000
d1,5,300,volatility+breakout_up20+retest_up+cross_group_bull,147,0.12925170,3.98339698,29,0.00000000,0.00000000,0.00000000,24,0.00000000,0.00000000,0.00000000
d1,5,300,volatility+channel_breakout_up+retest_up+cross_group_bull,147,0.12925170,3.98339698,29,0.00000000,0.00000000,0.00000000,24,0.00000000,0.00000000,0.00000000
d1,5,300,volatility+elliott_wave5_bull+mtf_trend_bull+cross_group_bull,124,0.12903226,3.97663400,24,0.00000000,0.00000000,0.00000000,18,0.00000000,0.00000000,0.00000000
d1,5,300,trend_bull+volatility+retest_up+elliott_impulse_bull,172,0.12790698,3.94195405,23,0.00000000,0.00000000,0.00000000,29,0.00000000,0.00000000,0.00000000
d1,5,300,trend_bull+volatility+retest_up+mtf_rsi60,188,0.12765957,3.93432938,26,0.00000000,0.00000000,0.00000000,33,0.00000000,0.00000000,0.00000000
d1,5,300,trend_bull+volatility+retest_up,189,0.12698413,3.91351282,26,0.00000000,0.00000000,0.00000000,34,0.00000000,0.00000000,0.00000000
d1,5,300,trend_bull+volatility+breakout20_up+retest_up,189,0.12698413,3.91351282,26,0.00000000,0.00000000,0.00000000,34,0.00000000,0.00000000,0.00000000
d1,5,300,trend_bull+volatility+breakout_up20+retest_up,189,0.12698413,3.91351282,26,0.00000000,0.00000000,0.00000000,34,0.00000000,0.00000000,0.00000000
d1,5,300,trend_bull+volatility+channel_breakout_up+retest_up,189,0.12698413,3.91351282,26,0.00000000,0.00000000,0.00000000,34,0.00000000,0.00000000,0.00000000
d1,5,300,trend_bull+volatility+retest_up+mtf_trend_bull,189,0.12698413,3.91351282,26,0.00000000,0.00000000,0.00000000,34,0.00000000,0.00000000,0.00000000
d1,5,300,price200_bull+volatility+breakout20_up+close_near_high,184,0.12500000,3.85236419,22,0.00000000,0.00000000,0.00000000,30,0.00000000,0.00000000,0.00000000
d1,5,300,price200_bull+volatility+breakout_up20+close_near_high,184,0.12500000,3.85236419,22,0.00000000,0.00000000,0.00000000,30,0.00000000,0.00000000,0.00000000
d1,5,300,price200_bull+volatility+channel_breakout_up+close_near_high,184,0.12500000,3.85236419,22,0.00000000,0.00000000,0.00000000,30,0.00000000,0.00000000,0.00000000
d1,5,300,price200_bull+volatility+breakout20_up+cross_group_return_up,152,0.12500000,3.85236419,29,0.00000000,0.00000000,0.00000000,36,0.00000000,0.00000000,0.00000000
d1,5,300,price200_bull+volatility+breakout_up20+cross_group_return_up,152,0.12500000,3.85236419,29,0.00000000,0.00000000,0.00000000,36,0.00000000,0.00000000,0.00000000
d1,5,300,price200_bull+volatility+channel_breakout_up+cross_group_return_up,152,0.12500000,3.85236419,29,0.00000000,0.00000000,0.00000000,36,0.00000000,0.00000000,0.00000000
d1,5,300,price200_bull+volatility+retest_up+cross_group_return_up,152,0.12500000,3.85236419,29,0.00000000,0.00000000,0.00000000,34,0.00000000,0.00000000,0.00000000
d1,5,300,trend_bull+rsi60+volatility+breakout20_up,185,0.12432432,3.83154059,27,0.00000000,0.00000000,0.00000000,35,0.00000000,0.00000000,0.00000000
d1,5,300,trend_bull+rsi60+volatility+breakout_up20,185,0.12432432,3.83154059,27,0.00000000,0.00000000,0.00000000,35,0.00000000,0.00000000,0.00000000
d1,5,300,trend_bull+rsi60+volatility+channel_breakout_up,185,0.12432432,3.83154059,27,0.00000000,0.00000000,0.00000000,35,0.00000000,0.00000000,0.00000000
d1,5,300,price200_bull+volatility+elliott_impulse_bull+cross_group_bull,169,0.12426036,3.82956913,27,0.03703704,1.12186380,0.00656815,32,0.00000000,0.00000000,0.00000000
d1,5,300,trend_bull+volatility+elliott_impulse_bull+cross_group_return_up,129,0.12403101,3.82250090,21,0.04761905,1.44239631,0.00845599,29,0.00000000,0.00000000,0.00000000
d1,5,300,sma_stack_bull+close_near_high+elliott_impulse_bull+cross_group_bull,162,0.12345679,3.80480413,58,0.00000000,0.00000000,0.00000000,38,0.00000000,0.00000000,0.00000000
d1,5,300,sma_stack_bull+volatility+breakout20_up+elliott_impulse_bull,130,0.12307692,3.79309704,20,0.00000000,0.00000000,0.00000000,24,0.00000000,0.00000000,0.00000000
d1,5,300,sma_stack_bull+volatility+breakout_up20+elliott_impulse_bull,130,0.12307692,3.79309704,20,0.00000000,0.00000000,0.00000000,24,0.00000000,0.00000000,0.00000000
d1,5,300,sma_stack_bull+volatility+channel_breakout_up+elliott_impulse_bull,130,0.12307692,3.79309704,20,0.00000000,0.00000000,0.00000000,24,0.00000000,0.00000000,0.00000000
d1,5,300,volatility+breakout20_up+mtf_trend_bull+cross_group_return_up,163,0.12269939,3.78146178,33,0.00000000,0.00000000,0.00000000,34,0.00000000,0.00000000,0.00000000
d1,5,300,volatility+breakout_up20+mtf_trend_bull+cross_group_return_up,163,0.12269939,3.78146178,33,0.00000000,0.00000000,0.00000000,34,0.00000000,0.00000000,0.00000000
d1,5,300,volatility+channel_breakout_up+mtf_trend_bull+cross_group_return_up,163,0.12269939,3.78146178,33,0.00000000,0.00000000,0.00000000,34,0.00000000,0.00000000,0.00000000
d1,5,300,volatility+retest_up+mtf_trend_bull+cross_group_return_up,163,0.12269939,3.78146178,33,0.00000000,0.00000000,0.00000000,32,0.00000000,0.00000000,0.00000000
d1,5,300,volatility+breakout20_up+close_near_high+mtf_trend_bull,196,0.12244898,3.77374451,25,0.00000000,0.00000000,0.00000000,29,0.00000000,0.00000000,0.00000000
d1,5,300,volatility+breakout_up20+close_near_high+mtf_trend_bull,196,0.12244898,3.77374451,25,0.00000000,0.00000000,0.00000000,29,0.00000000,0.00000000,0.00000000
d1,5,300,volatility+channel_breakout_up+close_near_high+mtf_trend_bull,196,0.12244898,3.77374451,25,0.00000000,0.00000000,0.00000000,29,0.00000000,0.00000000,0.00000000
d1,5,300,price200_bull+volatility+elliott_wave5_bull+cross_group_bull,131,0.12213740,3.76414210,22,0.00000000,0.00000000,0.00000000,24,0.00000000,0.00000000,0.00000000
d1,5,300,trend_bull+volatility+elliott_impulse_bull+mtf_trend_bull,216,0.12037037,3.70968403,32,0.03125000,0.94657258,0.00553786,36,0.00000000,0.00000000,0.00000000
