timeframe,direction,horizon_bars,feature,disc_true_n,disc_false_n,disc_true_hit,disc_false_hit,disc_diff,disc_true_false_ratio,val_true_n,val_false_n,val_true_hit,val_false_hit,val_diff,val_true_false_ratio,oos_true_n,oos_false_n,oos_true_hit,oos_false_hit,oos_diff,oos_true_false_ratio,oos_base_lift
d1,bull,1,superbb_squeeze,3146,12171,0.23808010,0.25774382,-0.01966372,0.92370829,952,2804,0.25945378,0.24750357,0.01195022,1.04828300,611,2115,0.19148936,0.19905437,-0.00756501,0.96199525,0.97026022
d1,bull,10,fib_above618,9349,5968,0.71708204,0.71380697,0.00327507,1.00458817,2716,1040,0.73784978,0.72403846,0.01381132,1.01907539,1939,787,0.66271274,0.73316391,-0.07045118,0.90390802,0.97022284
h4,bull,6,elliott_wave3_bull,4693,74766,0.29298956,0.29241901,0.00057054,1.00195112,1065,18511,0.29295775,0.28275080,0.01020695,1.03609875,792,13199,0.22348485,0.23077506,-0.00729021,0.96840989,0.97014475
h4,bull,12,elliott_wave2_bull,7417,72042,0.45665363,0.44146470,0.01518893,1.03440577,1936,17640,0.43078512,0.42443311,0.00635202,1.01496589,1306,12685,0.36983155,0.38242018,-0.01258863,0.96708167,0.97006246
d1,bull,5,strong_close_bull,2931,12386,0.61173661,0.60826740,0.00346921,1.00570343,697,3059,0.59540890,0.60346518,-0.00805629,0.98664995,514,2212,0.54863813,0.56962025,-0.02098212,0.96316472,0.96990113
h4,bear,3,shape_triangle_proxy,9430,70029,0.14050901,0.16860158,-0.02809257,0.83337899,2178,17398,0.17493113,0.17139901,0.00353212,1.02060758,1565,12426,0.13035144,0.13495896,-0.00460752,0.96585985,0.96956245
h4,bull,24,elliott_wave3_bull,4693,74766,0.57212870,0.59117781,-0.01904911,0.96777770,1065,18511,0.58497653,0.57630598,0.00867055,1.01504504,792,13199,0.52146465,0.53890446,-0.01743982,0.96763839,0.96941428
h4,bear,12,ichimoku_bear,32353,47106,0.41996105,0.43580436,-0.01584330,0.96364584,7186,12390,0.37559143,0.42728006,-0.05168864,0.87902867,5036,8955,0.35484512,0.37241764,-0.01757253,0.95281499,0.96927724
d1,bear,10,inside_bar,3028,12289,0.70607662,0.69208235,0.01399427,1.02022052,724,3032,0.67817680,0.67183377,0.00634302,1.00944136,518,2208,0.60038610,0.62409420,-0.02370810,0.96201198,0.96900681
h4,bull,3,engulf_bull,6251,73208,0.17597184,0.15921757,0.01675427,1.10522879,1475,18101,0.16338983,0.16446605,-0.00107622,0.99345627,1002,12989,0.11676647,0.12079452,-0.00402805,0.96665369,0.96896776
d1,bull,3,range_compression,12385,2932,0.49697214,0.50511596,-0.00814382,0.98387733,2999,757,0.46548850,0.55746367,-0.09197518,0.83501135,2151,575,0.42724314,0.49217391,-0.06493077,0.86807352,0.96893911
h4,bear,24,sma20_bear,38151,41308,0.56189877,0.58037184,-0.01847307,0.96817029,9223,10353,0.53041310,0.54196851,-0.01155541,0.97867881,6313,7678,0.47964518,0.50768429,-0.02803912,0.94477057,0.96891650
h4,bear,24,bb_bear,38151,41308,0.56189877,0.58037184,-0.01847307,0.96817029,9223,10353,0.53041310,0.54196851,-0.01155541,0.97867881,6313,7678,0.47964518,0.50768429,-0.02803912,0.94477057,0.96891650
h4,bear,12,stoch_fall_down,5373,74086,0.44165271,0.42846152,0.01319119,1.03078734,1334,18242,0.39580210,0.40922048,-0.01341838,0.96720990,984,13007,0.35467480,0.36695625,-0.01228146,0.96653155,0.96881200
h4,bear,24,ll20,8702,70757,0.56665134,0.57209887,-0.00544753,0.99047799,2058,17518,0.50728863,0.53995890,-0.03267027,0.93949490,1322,12669,0.47957640,0.49664535,-0.01706896,0.96563150,0.96877756
d1,bull,20,ichimoku_tk_bull,7652,7665,0.79678515,0.79465101,0.00213414,1.00268564,2106,1650,0.84520418,0.81939394,0.02581024,1.03149918,1477,1249,0.74746107,0.80064051,-0.05317944,0.93357888,0.96843102
d1,bear,1,vertical_week_open,2508,12809,0.31100478,0.24131470,0.06969008,1.28879336,624,3132,0.31410256,0.24233716,0.07176540,1.29613864,444,2282,0.20495495,0.21297108,-0.00801612,0.96236051,0.96829672
d1,bull,5,fib_above618,9349,5968,0.61589475,0.59802279,0.01787196,1.02988508,2716,1040,0.60272459,0.60000000,0.00272459,1.00454099,1939,787,0.54770500,0.60991105,-0.06220605,0.89800799,0.96825152
d1,bull,10,elliott_wave3_bull,863,14454,0.70451912,0.71647987,-0.01196075,0.98330623,202,3554,0.66831683,0.73776027,-0.06944344,0.90587262,177,2549,0.66101695,0.68458219,-0.02356524,0.96557719,0.96774017
d1,bull,20,fib_above618,9349,5968,0.79420259,0.79808981,-0.00388722,0.99512934,2716,1040,0.83726068,0.82500000,0.01226068,1.01486143,1939,787,0.74677669,0.83354511,-0.08676842,0.89590435,0.96754432
d1,bull,5,ichimoku_tk_bull,7652,7665,0.61918453,0.59869537,0.02048916,1.03422301,2106,1650,0.59829060,0.60666667,-0.00837607,0.98619329,1477,1249,0.54705484,0.58767014,-0.04061530,0.93088760,0.96710214
d1,bear,1,trendline_down,7213,8104,0.25287675,0.25259131,0.00028544,1.00113004,1604,2152,0.24750623,0.25929368,-0.01178745,0.95454017,1241,1485,0.20467365,0.21750842,-0.01283477,0.94099186,0.96696771
h4,bull,12,bb_upper,17834,61625,0.43344174,0.44561460,-0.01217286,0.97268298,4615,14961,0.39588299,0.43406189,-0.03817890,0.91204272,3364,10627,0.36860880,0.38524513,-0.01663633,0.95681625,0.96685521
h4,bear,12,vertical_day_open,12868,66591,0.43433323,0.42839122,0.00594201,1.01387051,3166,16410,0.40903348,0.40816575,0.00086773,1.00212592,2258,11733,0.35385297,0.36844797,-0.01459500,0.96038789,0.96656713
h4,bull,12,nr4,22625,56834,0.43606630,0.44559595,-0.00952965,0.97861370,5385,14191,0.40631383,0.43217532,-0.02586149,0.94015973,3857,10134,0.36842105,0.38612591,-0.01770486,0.95414744,0.96636276
h4,bull,12,fib_time_13,6117,73342,0.43730587,0.44334760,-0.00604174,0.98637246,1507,18069,0.41539482,0.42586751,-0.01047268,0.97540859,1075,12916,0.36837209,0.38231651,-0.01394441,0.96352652,0.96623434
d1,bear,5,compression,1482,13835,0.58636977,0.58178533,0.00458444,1.00787996,354,3402,0.57909605,0.54556143,0.03353461,1.06146807,314,2412,0.48089172,0.50000000,-0.01910828,0.96178344,0.96603598
d1,bear,1,elliott_wave4_bear,1288,14029,0.23524845,0.25433032,-0.01908187,0.92497210,343,3413,0.23032070,0.25666569,-0.02634499,0.89735679,225,2501,0.20444444,0.21231507,-0.00787063,0.96292948,0.96588484
h4,bull,24,superbb_expand,18448,61011,0.58201431,0.59248332,-0.01046901,0.98233028,4476,15100,0.57797140,0.57642384,0.00154756,1.00268476,3307,10684,0.51950408,0.54361662,-0.02411254,0.95564422,0.96576955
h4,bull,24,horizontal_support_near,4165,75294,0.59135654,0.58998061,0.00137593,1.00233217,799,18777,0.67459324,0.57261543,0.10197781,1.17809127,564,13427,0.51950355,0.53869070,-0.01918715,0.96438188,0.96576855
h4,bull,3,range_compression,62805,16654,0.15928668,0.16524559,-0.00595891,0.96393909,15685,3891,0.16359579,0.16756618,-0.00397039,0.97630556,11265,2726,0.11637816,0.13756420,-0.02118603,0.84599166,0.96574547
d1,bear,10,elliott_wave3_bear,888,14429,0.67792793,0.69589022,-0.01796229,0.97418804,162,3594,0.62345679,0.67529215,-0.05183536,0.92324009,117,2609,0.59829060,0.62054427,-0.02225367,0.96413846,0.96562473
d1,bull,10,fib_above382,6251,9066,0.71796513,0.71431723,0.00364790,1.00510683,1930,1826,0.75077720,0.71631982,0.03445738,1.04810334,1307,1419,0.65952563,0.70472163,-0.04519600,0.93586687,0.96555686
d1,bull,10,fib_fan_up,6251,9066,0.71796513,0.71431723,0.00364790,1.00510683,1930,1826,0.75077720,0.71631982,0.03445738,1.04810334,1307,1419,0.65952563,0.70472163,-0.04519600,0.93586687,0.96555686
h4,bear,1,vertical_session,51403,28056,0.05489952,0.05285857,0.00204095,1.03861154,12631,6945,0.05613174,0.06306695,-0.00693522,0.89003409,9032,4959,0.04174048,0.04597701,-0.00423653,0.90785540,0.96527443
h4,bear,24,channel_mid_bear,37489,41970,0.56408547,0.57812723,-0.01404177,0.97571163,8970,10606,0.52385730,0.54723741,-0.02338011,0.95727611,5967,8024,0.47779454,0.50785145,-0.03005691,0.94081555,0.96517808
h4,bull,12,channel_upper,20255,59204,0.44734633,0.44135531,0.00599102,1.01357414,5214,14362,0.39355581,0.43649909,-0.04294328,0.90161885,3878,10113,0.36771532,0.38643330,-0.01871799,0.95156218,0.96451162
d1,bear,10,strong_close_bear,2129,13188,0.68248004,0.69684562,-0.01436558,0.97938485,470,3286,0.68085106,0.67194157,0.00890949,1.01325933,313,2413,0.59744409,0.62246167,-0.02501758,0.95980865,0.96425849
h4,bear,3,nr4,22625,56834,0.13644199,0.17674279,-0.04030081,0.77198049,5385,14191,0.15450325,0.17835248,-0.02384923,0.86628037,3857,10134,0.12963443,0.13627393,-0.00663950,0.95127829,0.96422931
d1,bull,5,ichimoku_bull,6894,8423,0.61952422,0.60026119,0.01926303,1.03209109,2121,1635,0.61103253,0.59021407,0.02081846,1.03527274,1443,1283,0.54539155,0.58846454,-0.04307299,0.92680444,0.96416171
h4,bull,12,ichimoku_tk_bull,39353,40106,0.44065256,0.44507056,-0.00441801,0.99007347,10018,9558,0.39548812,0.45605775,-0.06056963,0.86718868,7430,6561,0.36756393,0.39673830,-0.02917437,0.92646444,0.96411454
h4,bull,12,sma20_bull,41080,38379,0.44242941,0.44336747,-0.00093806,0.99788424,10352,9224,0.40996909,0.44199913,-0.03203004,0.92753369,7678,6313,0.36754363,0.39790908,-0.03036545,0.92368748,0.96406129
h4,bull,12,bb_bull,41080,38379,0.44242941,0.44336747,-0.00093806,0.99788424,10353,9223,0.40992949,0.44204706,-0.03211757,0.92734356,7678,6313,0.36754363,0.39790908,-0.03036545,0.92368748,0.96406129
h4,bull,12,rci_bull,41545,37914,0.43817547,0.44804030,-0.00986483,0.97798227,10333,9243,0.41488435,0.43643839,-0.02155403,0.95061380,7578,6413,0.36751122,0.39747388,-0.02996266,0.92461727,0.96397627
h4,bear,12,horizontal_support_near,4165,75294,0.42665066,0.42950301,-0.00285235,0.99335894,799,18777,0.36545682,0.41012941,-0.04467259,0.89107684,564,13427,0.35283688,0.36664929,-0.01381241,0.96232801,0.96379164
d1,bear,5,elliott_impulse_bear,1216,14101,0.56825658,0.58343380,-0.01517722,0.97398639,226,3530,0.50884956,0.55127479,-0.04242523,0.92304159,173,2553,0.47976879,0.49902076,-0.01925197,0.96142050,0.96378018
h4,bear,12,nr7,12186,67273,0.39602823,0.43539013,-0.03936190,0.90959396,3004,16572,0.39513981,0.41069273,-0.01555292,0.96213003,2086,11905,0.35282838,0.36841663,-0.01558825,0.95768852,0.96376842
h4,bear,12,fib_below500,37479,41980,0.42277008,0.43523106,-0.01246098,0.97136928,8649,10927,0.38883108,0.42372106,-0.03488998,0.91765814,5955,8036,0.35281276,0.37593330,-0.02312054,0.93849830,0.96372576
h4,bear,12,fib_arc_bear,37479,41980,0.42277008,0.43523106,-0.01246098,0.97136928,8649,10927,0.38883108,0.42372106,-0.03488998,0.91765814,5955,8036,0.35281276,0.37593330,-0.02312054,0.93849830,0.96372576
d1,bull,3,trendline_up,7876,7441,0.51015744,0.48622497,0.02393247,1.04922098,2152,1604,0.48141264,0.48753117,-0.00611853,0.98744997,1485,1241,0.42491582,0.46011281,-0.03519699,0.92350357,0.96366101
h4,bull,6,dmi_adx_strong_bull,17881,61578,0.28745596,0.29390367,-0.00644771,0.97806183,4426,15150,0.27496611,0.28574257,-0.01077646,0.96228611,2825,11166,0.22194690,0.23249149,-0.01054459,0.95464527,0.96346854
d1,bull,20,hh20,2014,13303,0.79791460,0.79538450,0.00253010,1.00318097,503,3253,0.79324056,0.84014756,-0.04690700,0.94416814,390,2336,0.74358974,0.77654110,-0.03295135,0.95756651,0.96341523
d1,bear,5,superbb_squeeze,3146,12171,0.57596949,0.58384685,-0.00787736,0.98650782,952,2804,0.51995798,0.55848787,-0.03852989,0.93101034,611,2115,0.47954173,0.50307329,-0.02353155,0.95322441,0.96332407
h4,bull,24,ichimoku_bull,36107,43352,0.60157310,0.58045765,0.02111545,1.03637725,9542,10034,0.54516873,0.60683676,-0.06166803,0.89837790,6955,7036,0.51818835,0.55741899,-0.03923063,0.92962092,0.96332358
d1,bear,1,gap_proxy_down,429,14888,0.24242424,0.25302257,-0.01059833,0.95811312,90,3666,,,,,103,2623,0.20388350,0.21197103,-0.00808753,0.96184606,0.96323468
h4,bear,12,strong_close_bear,11770,67689,0.42939677,0.42934598,0.00005079,1.00011830,2909,16667,0.40220007,0.40937181,-0.00717174,0.98248110,2025,11966,0.35259259,0.36837707,-0.01578448,0.95715131,0.96312436
h4,bull,12,ichimoku_cloud_bull,40316,39143,0.45145848,0.43404951,0.01740897,1.04010825,10787,8789,0.42977658,0.41927409,0.01050249,1.02504922,7879,6112,0.36717858,0.39937827,-0.03219970,0.91937544,0.96310376
d1,bull,10,ichimoku_bull,6894,8423,0.71961126,0.71269144,0.00691982,1.00970941,2121,1635,0.73974540,0.72660550,0.01313990,1.01808395,1443,1283,0.65765766,0.71161341,-0.05395575,0.92417829,0.96282211
d1,bull,5,stoch_bull,7840,7477,0.60599490,0.61201016,-0.00601527,0.99017130,1874,1882,0.60405550,0.59989373,0.00416177,1.00693751,1427,1299,0.54449895,0.58891455,-0.04441560,0.92458057,0.96258374
d1,bull,3,channel_mid_bull,7897,7420,0.51348613,0.48261456,0.03087158,1.06396736,2180,1576,0.47201835,0.50063452,-0.02861617,0.94284020,1520,1206,0.42434211,0.46185738,-0.03751527,0.91877303,0.96235988
h4,bull,3,bb_upper,17834,61625,0.15694740,0.16157404,-0.00462663,0.97136525,4615,14961,0.15341278,0.16776953,-0.01435675,0.91442576,3364,10627,0.11593341,0.12195351,-0.00602010,0.95063609,0.96205479
d1,bull,3,stoch_cross_up,2975,12342,0.49109244,0.50032410,-0.00923166,0.98154864,730,3026,0.48630137,0.48347654,0.00282483,1.00584275,547,2179,0.42413163,0.44515833,-0.02102670,0.95276579,0.96188254
d1,bull,3,ichimoku_bull,6894,8423,0.51421526,0.48569393,0.02852133,1.05872284,2121,1635,0.50306459,0.45932722,0.04373738,1.09522052,1443,1283,0.42411642,0.45985970,-0.03574328,0.92227351,0.96184806
d1,bear,10,stoch_bear,7295,8022,0.69540781,0.69434056,0.00106725,1.00153707,1882,1874,0.66737513,0.67876201,-0.01138687,0.98322406,1299,1427,0.59584296,0.64120533,-0.04536237,0.92925453,0.96167430
h4,bull,1,compression,10205,69254,0.06173444,0.04809830,0.01363614,1.28350561,2300,17276,0.06260870,0.05070618,0.01190251,1.23473496,1635,12356,0.03058104,0.03196827,-0.00138723,0.95660589,0.96148163
h4,bull,24,fib_above500,41367,38092,0.59789204,0.58153943,0.01635261,1.02811952,10924,8652,0.54952398,0.61118816,-0.06166418,0.89910770,8036,5955,0.51704828,0.56607893,-0.04903064,0.91338550,0.96120416
h4,bull,24,fib_arc_bull,41367,38092,0.59789204,0.58153943,0.01635261,1.02811952,10924,8652,0.54952398,0.61118816,-0.06166418,0.89910770,8036,5955,0.51704828,0.56607893,-0.04903064,0.91338550,0.96120416
h4,bull,6,nr4,22625,56834,0.28110497,0.29697012,-0.01586515,0.94657661,5385,14191,0.26443825,0.29046579,-0.02602753,0.91039381,3857,10134,0.22141561,0.23376752,-0.01235191,0.94716158,0.96116220
d1,bear,3,strong_close_bear,2129,13188,0.46312823,0.47778283,-0.01465460,0.96932790,470,3286,0.44680851,0.45404747,-0.00723896,0.98405681,313,2413,0.39616613,0.41442188,-0.01825575,0.95594888,0.96080861
d1,bull,10,fib_above500,7758,7559,0.71281258,0.71887816,-0.00606558,0.99156244,2361,1395,0.74121135,0.72186380,0.01934755,1.02680222,1629,1097,0.65623082,0.72288058,-0.06664977,0.90779975,0.96073319
d1,bull,10,fib_arc_bull,7758,7559,0.71281258,0.71887816,-0.00606558,0.99156244,2361,1395,0.74121135,0.72186380,0.01934755,1.02680222,1629,1097,0.65623082,0.72288058,-0.06664977,0.90779975,0.96073319
d1,bull,3,sma20_bull,7806,7511,0.50768640,0.48901611,0.01867029,1.03817928,2146,1610,0.47064306,0.50186335,-0.03122030,0.93779124,1485,1241,0.42356902,0.46172442,-0.03815539,0.91736328,0.96060662
d1,bull,3,bb_bull,7806,7511,0.50768640,0.48901611,0.01867029,1.03817928,2146,1610,0.47064306,0.50186335,-0.03122030,0.93779124,1485,1241,0.42356902,0.46172442,-0.03815539,0.91736328,0.96060662
d1,bull,5,fib_above500,7758,7559,0.61446249,0.60325440,0.01120809,1.01857938,2361,1395,0.60694621,0.59354839,0.01339782,1.02257242,1629,1097,0.54327808,0.59890611,-0.05562802,0.90711729,0.96042546
d1,bull,5,fib_arc_bull,7758,7559,0.61446249,0.60325440,0.01120809,1.01857938,2361,1395,0.60694621,0.59354839,0.01339782,1.02257242,1629,1097,0.54327808,0.59890611,-0.05562802,0.90711729,0.96042546
d1,bull,20,elliott_impulse_bull,1384,13933,0.80057803,0.79523434,0.00534370,1.00671965,356,3400,0.76966292,0.84058824,-0.07092531,0.91562419,278,2448,0.74100719,0.77532680,-0.03431960,0.95573531,0.96006921
d1,bear,5,nr4,3717,11600,0.58003766,0.58293103,-0.00289337,0.99503651,965,2791,0.55233161,0.54747402,0.00485758,1.00887272,695,2031,0.47769784,0.50467750,-0.02697966,0.94654080,0.95961998
d1,bull,5,rci_bull,7904,7413,0.62031883,0.59678942,0.02352940,1.03942664,2102,1654,0.58420552,0.62454655,-0.04034104,0.93540748,1542,1184,0.54280156,0.59543919,-0.05263763,0.91159864,0.95958304
d1,bull,20,span_model_bull,5482,9835,0.79770157,0.79461108,0.00309049,1.00388931,1664,2092,0.85096154,0.82026769,0.03069385,1.03741931,1157,1569,0.73984443,0.79541109,-0.05556666,0.93014095,0.95856269
d1,bull,3,span_model_bull,5482,9835,0.51459321,0.48957804,0.02501518,1.05109538,1664,2092,0.49399038,0.47609943,0.01789096,1.03757820,1157,1569,0.42264477,0.45442957,-0.03178480,0.93005560,0.95851052
h4,bull,12,nr7,12186,67273,0.43115050,0.44500766,-0.01385715,0.96886086,3004,16572,0.40446072,0.42879556,-0.02433484,0.94324839,2086,11905,0.36529243,0.38404032,-0.01874789,0.95118249,0.95815642
d1,bull,10,sma50_bull,7748,7569,0.71566856,0.71594662,-0.00027806,0.99961161,2301,1455,0.73229031,0.73676976,-0.00447945,0.99392015,1565,1161,0.65431310,0.72179156,-0.06747846,0.90651254,0.95792562
d1,bull,3,fib_above618,9349,5968,0.50850358,0.48290885,0.02559474,1.05300117,2716,1040,0.48895434,0.47115385,0.01780050,1.03778065,1939,787,0.42238267,0.48665820,-0.06427552,0.86792471,0.95791611
d1,bear,1,inside_bar,3028,12289,0.22457067,0.25966311,-0.03509244,0.86485397,724,3032,0.22928177,0.26022427,-0.03094251,0.88109293,518,2208,0.20270270,0.21376812,-0.01106541,0.94823637,0.95765610
d1,bull,5,fib_above382,6251,9066,0.61974084,0.60147805,0.01826279,1.03036319,1930,1826,0.60829016,0.59529025,0.01299990,1.02183792,1307,1419,0.54169855,0.58773784,-0.04603930,0.92166695,0.95763310
d1,bull,5,fib_fan_up,6251,9066,0.61974084,0.60147805,0.01826279,1.03036319,1930,1826,0.60829016,0.59529025,0.01299990,1.02183792,1307,1419,0.54169855,0.58773784,-0.04603930,0.92166695,0.95763310
h4,bull,24,horizontal_break_up,3267,76192,0.60453015,0.58943196,0.01509819,1.02561481,757,18819,0.53236460,0.57856422,-0.04619962,0.92014781,635,13356,0.51496063,0.53900869,-0.02404806,0.95538466,0.95732317
d1,bull,10,hh20,2014,13303,0.71350546,0.71615425,-0.00264879,0.99630137,503,3253,0.67793241,0.74269905,-0.06476664,0.91279558,390,2336,0.65384615,0.68792808,-0.03408193,0.95045713,0.95724201
h4,bull,24,sma50_bull,40976,38483,0.59786216,0.58173739,0.01612477,1.02771830,10733,8843,0.54681822,0.61314034,-0.06632211,0.89183208,7844,6147,0.51491586,0.56726859,-0.05235273,0.90771087,0.95723994
h4,bear,24,fib_below382,45560,33899,0.56780070,0.57647718,-0.00867648,0.98494914,10670,8906,0.51059044,0.56759488,-0.05700444,0.89956844,7454,6537,0.47370539,0.51935138,-0.04564599,0.91210962,0.95691772
d1,bear,3,structure_bear_transition,4489,10828,0.46112720,0.48180643,-0.02067923,0.95707980,1177,2579,0.46304163,0.44862350,0.01441813,1.03213861,844,1882,0.39454976,0.42029756,-0.02574779,0.93873913,0.95688848
h4,bear,24,superbb_squeeze,17574,61885,0.56651872,0.57291751,-0.00639879,0.98883122,4532,15044,0.53265666,0.53768944,-0.00503278,0.99063999,2990,11001,0.47357860,0.50086356,-0.02728496,0.94552416,0.95666158
h4,bull,6,superbb_bull,361,79098,0.32963989,0.29228299,0.03735690,1.12781072,80,19496,,,,,59,13932,,,,,0.95648859
d1,bull,3,fib_above500,7758,7559,0.50786285,0.48895357,0.01890929,1.03867297,2361,1395,0.49512918,0.46523297,0.02989621,1.06426072,1629,1097,0.42173112,0.46946217,-0.04773105,0.89832824,0.95643847
d1,bull,3,fib_arc_bull,7758,7559,0.50786285,0.48895357,0.01890929,1.03867297,2361,1395,0.49512918,0.46523297,0.02989621,1.06426072,1629,1097,0.42173112,0.46946217,-0.04773105,0.89832824,0.95643847
h4,bull,3,hh20,10015,69444,0.16555167,0.15981222,0.00573945,1.03591371,2615,16961,0.15487572,0.16585107,-0.01097535,0.93382404,1857,12134,0.11523963,0.12131202,-0.00607238,0.94994410,0.95629758
d1,bear,5,strong_close_bear,2129,13188,0.57632691,0.58318168,-0.00685477,0.98824592,470,3286,0.55531915,0.54777845,0.00754069,1.01376596,313,2413,0.47603834,0.50062163,-0.02458329,0.95089446,0.95628630
d1,bear,10,structure_bear_transition,4489,10828,0.69035420,0.69671223,-0.00635803,0.99087424,1177,2579,0.67034834,0.67429236,-0.00394402,0.99415088,844,1882,0.59241706,0.63177471,-0.03935765,0.93770304,0.95614500
h4,bear,3,vertical_session,51403,28056,0.15501041,0.18406045,-0.02905004,0.84217119,12631,6945,0.16546592,0.18329734,-0.01783142,0.90271861,9032,4959,0.12854296,0.14519056,-0.01664760,0.88533963,0.95611086
d1,bear,1,channel_mid_bear,7180,8137,0.24345404,0.26090697,-0.01745293,0.93310670,1576,2180,0.24746193,0.25917431,-0.01171238,0.95480886,1206,1520,0.20232172,0.21907895,-0.01675722,0.92351058,0.95585619
d1,bear,3,fib_time_8,1919,13398,0.48097968,0.47499627,0.00598341,1.01259675,472,3284,0.44067797,0.45493301,-0.01425504,0.96866562,340,2386,0.39411765,0.41492037,-0.02080272,0.94986334,0.95584049
h4,bull,12,fib_above618,49415,30044,0.44666599,0.43665957,0.01000643,1.02291585,12962,6614,0.40896467,0.45660720,-0.04764253,0.89565970,9401,4590,0.36432294,0.41590414,-0.05158120,0.87597816,0.95561348
d1,bull,20,fib_above382,6251,9066,0.79523276,0.79605118,-0.00081842,0.99897190,1930,1826,0.84922280,0.81763417,0.03158862,1.03863418,1307,1419,0.73756695,0.80338266,-0.06581572,0.91807675,0.95561193
d1,bull,20,fib_fan_up,6251,9066,0.79523276,0.79605118,-0.00081842,0.99897190,1930,1826,0.84922280,0.81763417,0.03158862,1.03863418,1307,1419,0.73756695,0.80338266,-0.06581572,0.91807675,0.95561193
h4,bear,3,ellipse_compression,4550,74909,0.12747253,0.16756331,-0.04009078,0.76074248,808,18768,0.17450495,0.17167519,0.00282976,1.01648321,654,13337,0.12844037,0.13473795,-0.00629758,0.95326053,0.95534778
d1,bull,3,stoch_bull,7840,7477,0.49502551,0.50220677,-0.00718126,0.98570060,1874,1882,0.48612593,0.48193411,0.00419182,1.00869791,1427,1299,0.42116328,0.46266359,-0.04150031,0.91030133,0.95515067
d1,bull,1,stoch_bull,7840,7477,0.25535714,0.25197272,0.00338443,1.01343172,1874,1882,0.25133404,0.24973433,0.00159972,1.00640569,1427,1299,0.18850736,0.20708237,-0.01857501,0.91030133,0.95515067
d1,bull,1,ichimoku_bull,6894,8423,0.26660865,0.24314377,0.02346487,1.09650616,2121,1635,0.25931165,0.23914373,0.02016791,1.08433386,1443,1283,0.18849619,0.20732658,-0.01883039,0.90917522,0.95509407
h4,bull,3,dmi_adx_strong_bull,17881,61578,0.15614339,0.16181104,-0.00566764,0.96497369,4426,15150,0.16109354,0.16534653,-0.00425300,0.97427828,2825,11166,0.11504425,0.12188787,-0.00684363,0.94385310,0.95467620
h4,bull,12,ellipse_compression,4550,74909,0.41912088,0.44432578,-0.02520490,0.94327382,808,18768,0.36262376,0.42774936,-0.06512560,0.84774823,654,13337,0.36391437,0.38209492,-0.01818055,0.95241876,0.95454181
h4,bull,24,span_model_bull,28615,50844,0.60174734,0.58347101,0.01827633,1.03132345,7432,12144,0.53673305,0.60128458,-0.06455154,0.89264395,5549,8442,0.51342584,0.55401564,-0.04058979,0.92673529,0.95446997
d1,bear,10,nr4,3717,11600,0.68200161,0.69896552,-0.01696390,0.97572999,965,2791,0.67461140,0.67251881,0.00209259,1.00311157,695,2031,0.59136691,0.62924668,-0.03787977,0.93980140,0.95445008
d1,bull,20,fib_above500,7758,7559,0.79040990,0.80116418,-0.01075428,0.98657669,2361,1395,0.84328674,0.81792115,0.02536560,1.03101228,1629,1097,0.73664825,0.82406563,-0.08741738,0.89391939,0.95442164
d1,bull,20,fib_arc_bull,7758,7559,0.79040990,0.80116418,-0.01075428,0.98657669,2361,1395,0.84328674,0.81792115,0.02536560,1.03101228,1629,1097,0.73664825,0.82406563,-0.08741738,0.89391939,0.95442164
d1,bear,20,gap_proxy_down,429,14888,0.76456876,0.78069586,-0.01612710,0.97934266,90,3666,,,,,103,2623,0.68932039,0.72359893,-0.03427854,0.95262770,0.95433590
d1,bull,20,dmi_adx_strong_bull,4054,11263,0.79427726,0.79623546,-0.00195820,0.99754067,1111,2645,0.81998200,0.83969754,-0.01971554,0.97652066,702,2024,0.73646724,0.78409091,-0.04762367,0.93926256,0.95418711
d1,bear,5,stoch_bear,7295,8022,0.57930089,0.58489155,-0.00559066,0.99044155,1882,1874,0.55738576,0.54002134,0.01736442,1.03215505,1299,1427,0.47498075,0.51857043,-0.04358967,0.91594262,0.95416178
h4,bear,24,elliott_wave4_bear,6701,72758,0.57066110,0.57157976,-0.00091866,0.99839277,1697,17879,0.53624042,0.53655126,-0.00031084,0.99942068,1188,12803,0.47222222,0.49714911,-0.02492688,0.94986035,0.95392162
d1,bear,3,shape_triangle_proxy,584,14733,0.39554795,0.47892486,-0.08337692,0.82590815,143,3613,0.35664336,0.45696097,-0.10031762,0.78046787,178,2548,0.39325843,0.41365777,-0.02039934,0.95068546,0.95375665
d1,bear,5,trendline_down,7213,8104,0.57742964,0.58650049,-0.00907085,0.98453394,1604,2152,0.51683292,0.57249071,-0.05565779,0.90277958,1241,1485,0.47461724,0.51717172,-0.04255447,0.91771694,0.95343155
h4,bear,6,vertical_day_open,12868,66591,0.29600560,0.28747128,0.00853432,1.02968754,3166,16410,0.27795325,0.27842779,-0.00047453,0.99829566,2258,11733,0.22497786,0.23813177,-0.01315391,0.94476206,0.95326020
d1,bear,3,ll20,1702,13615,0.46122209,0.47756151,-0.01633942,0.96578572,327,3429,0.43425076,0.45494313,-0.02069237,0.95451658,257,2469,0.39299611,0.41433779,-0.02134168,0.94849208,0.95312046
d1,bull,20,sma50_bull,7748,7569,0.79323696,0.79825604,-0.00501908,0.99371244,2301,1455,0.83355063,0.83436426,-0.00081363,0.99902485,1565,1161,0.73546326,0.82084410,-0.08538084,0.89598410,0.95288633
