timeframe,direction,horizon_bars,conditions,discovery_samples,discovery_hit_rate,discovery_lift,validation_samples,validation_hit_rate,validation_lift,validation_wilson95_lower,oos_samples,oos_hit_rate,oos_lift,oos_wilson95_lower,all_samples,all_hit_rate,all_lift,all_wilson95_lower
d1,bull,1,trend_bull+bb_expand,1491,0.30181087,1.18961323,359,0.27298050,1.08960124,0.22948273,296,0.22297297,1.12978499,0.17927503,2146,0.28611370,1.16253356,0.26738787
d1,bull,1,volatility+ema20_slope_up3,2204,0.30172414,1.18927139,451,0.31042129,1.23904607,0.26947301,362,0.24033149,1.21773912,0.19918892,3017,0.29565794,1.20131359,0.27964260
d1,bull,1,momentum_bull+volatility,1482,0.30161943,1.18885869,295,0.31864407,1.27186729,0.26809548,238,0.23949580,1.21350473,0.18968713,2015,0.29677419,1.20584914,0.27722943
d1,bull,1,volatility+di_cross_up,209,0.30143541,1.18813333,52,0.40384615,1.61195128,0.28159734,35,0.25714286,1.30292087,0.14163027,296,0.31418919,1.27660953,0.26397462
d1,bull,1,adx_rising+volatility,2194,0.29990884,1.18211625,401,0.33416459,1.33381742,0.28976295,387,0.29457364,1.49257946,0.25135470,2982,0.30382294,1.23448951,0.28757716
d1,bull,1,macd_rising+volatility,2326,0.29879622,1.17773074,441,0.33333333,1.33049947,0.29094239,428,0.27336449,1.38511448,0.23329680,3195,0.30015649,1.21959206,0.28451191
d1,bull,1,volatility+macd_accel_up,2326,0.29879622,1.17773074,441,0.33333333,1.33049947,0.29094239,428,0.27336449,1.38511448,0.23329680,3195,0.30015649,1.21959206,0.28451191
d1,bull,1,price20_bull+volatility,2229,0.29878869,1.17770109,460,0.32826087,1.31025274,0.28692556,368,0.24184783,1.22542226,0.20091017,3057,0.29636899,1.20420272,0.28044484
d1,bull,1,ema20_rising+volatility,2229,0.29878869,1.17770109,460,0.32826087,1.31025274,0.28692556,368,0.24184783,1.22542226,0.20091017,3057,0.29636899,1.20420272,0.28044484
d1,bull,1,trend_bull+volatility+body_bull,462,0.29870130,1.17735661,70,0.27142857,1.08340671,0.18119600,92,0.33695652,1.70732989,0.24863605,624,0.30128205,1.22416541,0.26658838
d1,bull,1,volatility+di_spread_up3,1401,0.29693076,1.17037790,257,0.32295720,1.28908314,0.26875801,252,0.25396825,1.28683543,0.20419735,1910,0.29476440,1.19768297,0.27474542
d1,bull,1,macd_bull+di_bull+volatility+bb_bull,1528,0.29253927,1.15306844,290,0.34137931,1.36261497,0.28919731,255,0.23137255,1.17234492,0.18383059,2073,0.29184756,1.18583132,0.27267694
d1,bull,1,price200_bull+bb_expand,1892,0.29122622,1.14789293,468,0.24572650,0.98081692,0.20889604,383,0.19060052,0.96575655,0.15441217,2743,0.26941305,1.09467570,0.25314124
d1,bull,1,ema200_rising+bb_expand,1892,0.29122622,1.14789293,468,0.24572650,0.98081692,0.20889604,383,0.19060052,0.96575655,0.15441217,2743,0.26941305,1.09467570,0.25314124
d1,bull,1,breakout20_up+bb_expand,601,0.29118136,1.14771615,158,0.22151899,0.88419268,0.16381014,94,0.13829787,0.70074349,0.08263778,853,0.26143025,1.06224006,0.23305843
d1,bull,1,body_bull+bb_expand,751,0.29027963,1.14416188,179,0.30726257,1.22643806,0.24431659,138,0.20289855,1.02806961,0.14427511,1068,0.28183521,1.14514924,0.25567228
d1,bull,1,trend_bull+body_expand,1965,0.29007634,1.14336059,541,0.25878004,1.03292011,0.22366654,420,0.22142857,1.12195964,0.18434414,2926,0.27443609,1.11508524,0.25857125
d1,bull,1,volatility+price20_cross_up,314,0.28980892,1.14230653,66,0.45454545,1.81431746,0.34024125,58,0.27586207,1.39776952,0.17752352,438,0.31278539,1.27090562,0.27115253
d1,bull,1,adx_up3+bb_expand,1472,0.28872283,1.13802561,316,0.25000000,0.99787460,0.20545280,310,0.21290323,1.07876244,0.17099164,2098,0.27168732,1.10391648,0.25308303
d1,bull,1,macd_bull+atr_expand,257,0.28793774,1.13493114,51,0.45098039,1.80008752,0.32267519,41,0.12195122,0.61791640,0.05323336,349,0.29226361,1.18752180,0.24701648
d1,bull,1,momentum_bull+breakout20_up,862,0.28770302,1.13400594,242,0.26859504,1.07209668,0.21668812,172,0.15116279,0.76592894,0.10529324,1276,0.26567398,1.07948315,0.24216856
d1,bull,1,adx_up3+body_expand,657,0.28767123,1.13388067,136,0.26470588,1.05657311,0.19776326,133,0.15789474,0.80003913,0.10565314,926,0.26565875,1.07942125,0.23822108
d1,bull,1,volatility+bb_upper,1031,0.28709990,1.13162872,190,0.30526316,1.21845741,0.24417818,152,0.21052632,1.06671884,0.15325811,1373,0.28113620,1.14230904,0.25799313
d1,bull,3,adx_up3+atr_expand,229,0.67685590,1.35770060,38,0.81578947,1.68542644,0.66581142,60,0.46666667,1.05834720,0.34627906,327,0.65443425,1.33877742,0.60136649
d1,bull,3,adx25+atr_expand,323,0.61609907,1.23582890,47,0.57446809,1.18685486,0.43281919,69,0.57971014,1.31471702,0.46207405,439,0.60592255,1.23953695,0.55948272
d1,bull,3,volatility+adx_up3,853,0.61313013,1.22987352,142,0.66197183,1.36763817,0.58081488,189,0.62962963,1.42792876,0.55884176,1184,0.62162162,1.27165256,0.59364544
d1,bull,3,trend_bull+price20_bull+macd_bull+volatility,816,0.60539216,1.21435197,118,0.65254237,1.34815685,0.56304780,141,0.47517730,1.07764836,0.39450579,1075,0.59348837,1.21410032,0.56384386
d1,bull,3,price200_bull+macd_bull+volatility,1234,0.60129660,1.20613672,193,0.64248705,1.32738248,0.57269595,236,0.50423729,1.14355312,0.44089319,1663,0.59230307,1.21167554,0.56849864
d1,bull,3,trend_bull+atr_expand,305,0.60000000,1.20353588,59,0.64406780,1.33064832,0.51655496,84,0.54761905,1.24193804,0.44143037,448,0.59598214,1.21920183,0.54991362
d1,bull,3,volatility+atr_expand,436,0.59862385,1.20077548,112,0.71428571,1.47571900,0.62460782,96,0.46875000,1.06307196,0.37206074,644,0.59937888,1.22615055,0.56105113
d1,bull,3,price20_bull+price200_bull+macd_bull+volatility,1150,0.59826087,1.20004737,185,0.63243243,1.30660958,0.56091950,211,0.51658768,1.17156240,0.44946835,1546,0.59120310,1.20942535,0.56650078
d1,bull,3,atr_expand+bb_expand,313,0.59744409,1.19840900,96,0.73958333,1.52798405,0.64378945,84,0.48809524,1.10694477,0.38408354,493,0.60649087,1.24069956,0.56270314
d1,bull,3,price200_bull+macd_bull+di_bull+volatility,1097,0.59434822,1.19219902,186,0.63440860,1.31069236,0.56312785,206,0.50485437,1.14495259,0.43711791,1489,0.58697112,1.20076797,0.56176935
d1,bull,3,price200_bull+atr_expand,346,0.59248555,1.18846270,70,0.68571429,1.41669024,0.56972862,89,0.50561798,1.14668437,0.40368555,505,0.59009901,1.20716670,0.54668085
d1,bull,3,ema200_rising+atr_expand,346,0.59248555,1.18846270,70,0.68571429,1.41669024,0.56972862,89,0.50561798,1.14668437,0.40368555,505,0.59009901,1.20716670,0.54668085
d1,bull,3,trend_bull+volatility,2009,0.58387257,1.17118599,327,0.56574924,1.16884165,0.51157062,379,0.48284960,1.09504827,0.43296576,2715,0.56758748,1.16111481,0.54886994
d1,bull,3,price200_bull+volatility,2538,0.58313633,1.16970916,424,0.57783019,1.19380098,0.53032567,504,0.51190476,1.16094208,0.46834049,3466,0.57212926,1.17040594,0.55558668
d1,bull,3,ema200_rising+volatility,2538,0.58313633,1.16970916,424,0.57783019,1.19380098,0.53032567,504,0.51190476,1.16094208,0.46834049,3466,0.57212926,1.17040594,0.55558668
d1,bull,3,price200_bull+volatility+bb_bull,1574,0.58259212,1.16861754,277,0.61732852,1.27540480,0.55885647,293,0.48464164,1.09911240,0.42798738,2144,0.57369403,1.17360700,0.55264729
d1,bull,3,trend_bull+volatility+body_bull,462,0.58008658,1.16359169,70,0.55714286,1.15106082,0.44083551,92,0.55434783,1.25719815,0.45263706,624,0.57371795,1.17365593,0.53458121
d1,bull,3,price20_bull+price200_bull+volatility,1649,0.57974530,1.16290712,300,0.60333333,1.24649065,0.54700462,310,0.49032258,1.11199614,0.43513372,2259,0.57060646,1.16729076,0.55009156
d1,bull,3,adx_rising+atr_expand,401,0.57855362,1.16051673,97,0.72164948,1.49093260,0.62532365,114,0.45614035,1.03447471,0.36763142,612,0.57843137,1.18329819,0.53893825
d1,bull,3,adx25+volatility,2310,0.56969697,1.14275124,361,0.51523546,1.06447986,0.46379287,432,0.55324074,1.25468740,0.50609484,3103,0.56106993,1.14778186,0.54354429
d1,bull,3,price200_bull+adx_cross25_up,162,0.56790123,1.13914919,36,0.44444444,0.91822516,0.29541269,36,0.52777778,1.19694028,0.37005938,234,0.54273504,1.11027414,0.47872961
d1,bull,3,ema200_rising+adx_cross25_up,162,0.56790123,1.13914919,36,0.44444444,0.91822516,0.29541269,36,0.52777778,1.19694028,0.37005938,234,0.54273504,1.11027414,0.47872961
d1,bull,3,volatility+ema20_slope_up3,2204,0.56215971,1.12763230,451,0.57206208,1.18188404,0.52597886,362,0.48066298,1.09008926,0.42966838,3017,0.55386145,1.13303545,0.53606647
d1,bull,3,volatility+bb_bull,2250,0.55911111,1.12151714,448,0.58928571,1.21746818,0.54315872,359,0.47353760,1.07392971,0.42244215,3057,0.55348381,1.13226291,0.53580496
d1,bull,3,macd_bull+volatility,2244,0.55882353,1.12094028,403,0.59801489,1.23550271,0.54943772,353,0.49291785,1.11788191,0.44112157,3000,0.55633333,1.13809219,0.53849450
d1,bull,3,price20_bull+volatility,2229,0.55809780,1.11948455,460,0.58478261,1.20816473,0.53923158,368,0.48097826,1.09080428,0.43039065,3057,0.55282957,1.13092453,0.53514907
d1,bull,3,ema20_rising+volatility,2229,0.55809780,1.11948455,460,0.58478261,1.20816473,0.53923158,368,0.48097826,1.09080428,0.43039065,3057,0.55282957,1.13092453,0.53514907
d1,bull,3,trend_bull+bb_expand,1491,0.55600268,1.11528197,359,0.49582173,1.02437096,0.44442079,296,0.45945946,1.04200207,0.40356855,2146,0.53261883,1.08957937,0.51146987
d1,bull,3,macd_bull+di_bull+volatility+bb_bull,1528,0.55562827,1.11453094,290,0.58965517,1.21823148,0.53222832,255,0.48627451,1.10281557,0.42558906,2073,0.55185721,1.12893538,0.53037319
d1,bull,3,adx_cross25_up+bb_expand,162,0.55555556,1.11438508,37,0.48648649,1.00508429,0.33446404,32,0.50000000,1.13394343,0.33630883,231,0.53679654,1.09812572,0.47241665
d1,bull,3,price200_bull+bb_expand,1892,0.55549683,1.11426728,468,0.47863248,0.98885786,0.43373242,383,0.42819843,0.97110560,0.37959722,2743,0.52460809,1.07319180,0.50589804
d1,bull,3,ema200_rising+bb_expand,1892,0.55549683,1.11426728,468,0.47863248,0.98885786,0.43373242,383,0.42819843,0.97110560,0.37959722,2743,0.52460809,1.07319180,0.50589804
d1,bull,3,momentum_bull+volatility,1482,0.55465587,1.11258040,295,0.57288136,1.18357666,0.51585329,238,0.47478992,1.07676981,0.41225296,2015,0.54789082,1.12082132,0.52608921
d1,bull,3,volatility+body_expand,1344,0.55431548,1.11189761,263,0.59695817,1.23331953,0.53669283,205,0.59512195,1.34966925,0.52677525,1812,0.56512141,1.15606998,0.54218170
d1,bull,3,macd_rising+volatility,2326,0.55331040,1.10988154,441,0.55328798,1.14309662,0.50662627,428,0.56308411,1.27701106,0.51573837,3195,0.55461659,1.13458024,0.53732762
d1,bull,3,volatility+macd_accel_up,2326,0.55331040,1.10988154,441,0.55328798,1.14309662,0.50662627,428,0.56308411,1.27701106,0.51573837,3195,0.55461659,1.13458024,0.53732762
d1,bull,3,volatility,4573,0.55324732,1.10975501,852,0.58098592,1.20032074,0.54756454,788,0.53553299,1.21452824,0.50062261,6213,0.55480444,1.13496453,0.54241650
d1,bull,3,trend_bull+breakout20_up,649,0.55161787,1.10648651,172,0.41860465,0.86483997,0.34744474,138,0.39130435,0.88743399,0.31387785,959,0.50469239,1.03245020,0.47309297
d1,bull,3,volatility+bb_upper,1031,0.55092144,1.10508953,190,0.57368421,1.18523537,0.50258980,152,0.48026316,1.08918250,0.40230809,1373,0.54624909,1.11746283,0.51982249
d1,bull,3,volatility+bb_expand,1189,0.55088310,1.10501262,245,0.63265306,1.30706540,0.57067288,229,0.60262009,1.36667417,0.53804883,1663,0.57005412,1.16616082,0.54612559
d1,bull,3,volatility+di_cross_up,209,0.55023923,1.10372110,52,0.59615385,1.23165778,0.46067575,35,0.40000000,0.90715474,0.25550729,296,0.54054054,1.10578484,0.48361085
d1,bull,3,trend_bull+body_bull,1406,0.54978663,1.10281323,370,0.48918919,1.01066809,0.43862760,335,0.48059701,1.08993965,0.42761887,2111,0.52818569,1.08051051,0.50685853
d1,bull,3,atr_expand,649,0.54853621,1.10030502,147,0.68707483,1.41950113,0.60816111,140,0.45714286,1.03674828,0.37686992,936,0.55662393,1.13868666,0.52463111
d1,bull,5,adx_up3+atr_expand,229,0.78602620,1.29082913,38,0.81578947,1.35519914,0.66581142,60,0.60000000,1.06070039,0.47366053,327,0.75535168,1.25406788,0.70597033
d1,bull,5,atr_expand+bb_expand,313,0.71884984,1.18051067,96,0.86458333,1.43625608,0.78198861,84,0.63095238,1.11541906,0.52415240,493,0.73225152,1.21571599,0.69148008
d1,bull,5,adx25+atr_expand,323,0.71826625,1.17955229,47,0.72340426,1.20172772,0.58241436,69,0.75362319,1.33228068,0.64039337,439,0.72437358,1.20263668,0.68076523
d1,bull,5,volatility+atr_expand,436,0.71330275,1.17140112,112,0.79464286,1.32007013,0.71066347,96,0.67708333,1.19697093,0.57829831,644,0.72204969,1.19877846,0.68621094
d1,bull,5,adx_rising+atr_expand,401,0.70822943,1.16306960,97,0.80412371,1.33581984,0.71421622,114,0.62280702,1.10101941,0.53120219,612,0.70751634,1.17464956,0.67027063
d1,bull,5,volatility+adx_up3,853,0.70457210,1.15706345,142,0.76760563,1.27515558,0.69164829,189,0.76719577,1.35627475,0.70198807,1184,0.72212838,1.19890910,0.69592583
d1,bull,5,trend_bull+atr_expand,305,0.70163934,1.15224722,59,0.83050847,1.37965052,0.71536779,84,0.76190476,1.34692113,0.66064934,448,0.72991071,1.21182968,0.68696983
d1,bull,5,price200_bull+macd_bull+volatility,1234,0.69935170,1.14849041,193,0.75129534,1.24806072,0.68580625,236,0.65254237,1.15358658,0.58978796,1663,0.69873722,1.16007408,0.67624870
d1,bull,5,price20_bull+price200_bull+macd_bull+volatility,1150,0.69913043,1.14812704,185,0.74594595,1.23917425,0.67865239,211,0.66824645,1.18134877,0.60220623,1546,0.70051746,1.16302972,0.67721164
d1,bull,5,trend_bull+price20_bull+macd_bull+volatility,816,0.69607843,1.14311497,118,0.77118644,1.28110406,0.68755957,141,0.65957447,1.16601816,0.57805698,1075,0.69953488,1.16139840,0.67145801
d1,bull,5,price200_bull+macd_bull+di_bull+volatility,1097,0.69462170,1.14072269,186,0.74193548,1.23251202,0.67460335,206,0.64563107,1.14136854,0.57819258,1489,0.69375420,1.15180105,0.66986844
d1,bull,5,price200_bull+atr_expand,346,0.69364162,1.13911318,70,0.87142857,1.44762747,0.77335244,89,0.70786517,1.25138810,0.60636494,505,0.72079208,1.19669052,0.68011105
d1,bull,5,ema200_rising+atr_expand,346,0.69364162,1.13911318,70,0.87142857,1.44762747,0.77335244,89,0.70786517,1.25138810,0.60636494,505,0.72079208,1.19669052,0.68011105
d1,bull,5,price200_bull+volatility+bb_bull,1574,0.68932656,1.13202690,277,0.71119134,1.18143948,0.65521904,293,0.63139932,1.11620917,0.57479229,2144,0.68423507,1.13599698,0.66424516
d1,bull,5,price200_bull+volatility,2538,0.68794326,1.12975522,424,0.68160377,1.13228827,0.63580064,504,0.65476190,1.15751035,0.61222376,3466,0.68234276,1.13285528,0.66664877
d1,bull,5,ema200_rising+volatility,2538,0.68794326,1.12975522,424,0.68160377,1.13228827,0.63580064,504,0.65476190,1.15751035,0.61222376,3466,0.68234276,1.13285528,0.66664877
d1,bull,5,price20_bull+price200_bull+volatility,1649,0.68647665,1.12734672,300,0.69333333,1.15177355,0.63898381,310,0.62903226,1.11202460,0.57398574,2259,0.67950421,1.12814259,0.65996932
d1,bull,5,trend_bull+volatility,2009,0.68442011,1.12396942,327,0.67584098,1.12271504,0.62332209,379,0.62532982,1.10547930,0.57556979,2715,0.67513812,1.12089382,0.65728532
d1,bull,5,atr_expand,649,0.67334361,1.10577935,147,0.78911565,1.31088827,0.71623784,140,0.63571429,1.12383732,0.55336375,936,0.68589744,1.13875691,0.65545320
d1,bull,5,volatility+ema20_slope_up3,2204,0.67150635,1.10276217,451,0.67627494,1.12343595,0.63176047,362,0.60773481,1.07437424,0.55655869,3017,0.66456745,1.10334394,0.64752021
d1,bull,10,adx_up3+atr_expand,229,0.84279476,1.17740673,38,0.86842105,1.18309375,0.72673141,60,0.65000000,0.95161117,0.52362619,327,0.81039755,1.13366208,0.76440142
d1,bull,10,volatility+adx_up3,853,0.80539273,1.12515510,142,0.81690141,1.11290594,0.74523413,189,0.85185185,1.24712575,0.79421606,1184,0.81418919,1.13896619,0.79103070
d1,bull,10,price20_bull+price200_bull+macd_bull+volatility,1150,0.80086957,1.11883611,185,0.83783784,1.14142870,0.77794621,211,0.76303318,1.11709368,0.70127615,1546,0.80012937,1.11929796,0.77946213
d1,bull,10,price200_bull+macd_bull+volatility,1234,0.79659643,1.11286643,193,0.83937824,1.14352726,0.78103478,236,0.76271186,1.11662328,0.70450003,1663,0.79675286,1.11457457,0.77673828
d1,bull,10,trend_bull+price20_bull+macd_bull+volatility,816,0.79656863,1.11282759,118,0.84745763,1.15453422,0.77172806,141,0.77304965,1.13175797,0.69721098,1075,0.79906977,1.11781569,0.77407090
d1,bull,10,adx25+atr_expand,323,0.79566563,1.11156608,47,0.80851064,1.10147478,0.67455995,69,0.79710145,1.16697022,0.68775960,439,0.79726651,1.11529312,0.75715463
d1,bull,10,adx_rising+atr_expand,401,0.79551122,1.11135036,97,0.86597938,1.17976734,0.78410006,114,0.71052632,1.04022274,0.62149339,612,0.79084967,1.10631663,0.75686317
d1,bull,10,price200_bull+macd_bull+di_bull+volatility,1097,0.79398359,1.10921622,186,0.83333333,1.13529198,0.77314745,206,0.75242718,1.10156633,0.68922717,1489,0.79314976,1.10953422,0.77183465
d1,bull,10,trend_bull+atr_expand,305,0.79016393,1.10388006,59,0.88135593,1.20071559,0.77476360,84,0.85714286,1.25487187,0.76669897,448,0.81473214,1.13972573,0.77613352
d1,bull,20,adx_up3+atr_expand,229,0.87772926,1.10306687,38,0.92105263,1.10455737,0.79200629,60,0.70000000,0.90693916,0.57491292,327,0.85015291,1.06361818,0.80741278
d1,bear,1,adx_up3+atr_expand,229,0.42794760,1.68679191,38,0.60526316,2.41590693,0.44717868,60,0.21666667,1.09783147,0.13123044,327,0.40978593,1.66503701,0.35782972
d1,bear,1,rsi40+atr_expand,236,0.40254237,1.58665505,50,0.48000000,1.91591923,0.34797135,70,0.31428571,1.59245884,0.21762290,356,0.39606742,1.60929610,0.34663220
d1,bear,1,bb_lower+atr_expand,275,0.38909091,1.53363496,55,0.45454545,1.81431746,0.33025280,85,0.31764706,1.60949049,0.22840201,415,0.38313253,1.55673924,0.33763412
d1,bear,1,volatility+atr_expand,436,0.38761468,1.52781627,112,0.50000000,1.99574920,0.40894871,96,0.28125000,1.42506970,0.20107411,644,0.39130435,1.58994287,0.35436210
d1,bear,1,di_spread_down3+atr_expand,342,0.38596491,1.52131358,57,0.50877193,2.03076235,0.38259898,95,0.27368421,1.38673449,0.19414554,494,0.37854251,1.53808913,0.33686390
d1,bear,1,di_strong_bear+atr_expand,320,0.38125000,1.50272935,64,0.40625000,1.62154623,0.29456909,87,0.28735632,1.45600991,0.20285728,471,0.36730361,1.49242337,0.32500435
d1,bear,1,rsi_down3+atr_expand,335,0.37910448,1.49427259,59,0.44067797,1.75896540,0.32150212,91,0.30769231,1.55905061,0.22226811,485,0.37319588,1.51636475,0.33130633
d1,bear,1,di_bear+atr_expand,380,0.37631579,1.48328074,78,0.46153846,1.84223003,0.35532396,97,0.27835052,1.41037826,0.19891173,555,0.37117117,1.50813800,0.33199191
d1,bear,1,adx25+atr_expand,323,0.37461300,1.47656906,47,0.36170213,1.44373347,0.23966213,69,0.28985507,1.46867087,0.19616058,439,0.35990888,1.46237722,0.31640414
d1,bear,1,price20_bear+atr_expand,404,0.36881188,1.45370344,85,0.45882353,1.83139339,0.35697132,97,0.28865979,1.46261449,0.20790256,586,0.36860068,1.49769362,0.33051470
d1,bear,1,ema20_falling+atr_expand,404,0.36881188,1.45370344,85,0.45882353,1.83139339,0.35697132,97,0.28865979,1.46261449,0.20790256,586,0.36860068,1.49769362,0.33051470
d1,bear,1,bb_bear+atr_expand,404,0.35891089,1.41467785,89,0.44943820,1.79393187,0.35032388,99,0.29292929,1.48424768,0.21236632,592,0.36148649,1.46878731,0.32379346
d1,bear,1,macd_falling+atr_expand,406,0.35714286,1.40770899,76,0.46052632,1.83819006,0.35307731,104,0.26923077,1.36416929,0.19333261,586,0.35494881,1.44222349,0.31726654
d1,bear,1,macd_accel_down+atr_expand,406,0.35714286,1.40770899,76,0.46052632,1.83819006,0.35307731,104,0.26923077,1.36416929,0.19333261,586,0.35494881,1.44222349,0.31726654
d1,bear,1,atr_expand+bb_expand,313,0.35463259,1.39781455,96,0.52083333,2.07890542,0.42203768,84,0.25000000,1.26672862,0.16972313,493,0.36916836,1.50000019,0.32773443
d1,bear,1,ema20_slope_down3+atr_expand,381,0.35433071,1.39662467,86,0.46511628,1.85651089,0.36345872,89,0.26966292,1.36635897,0.18842053,556,0.35791367,1.45427028,0.31916651
d1,bear,1,volatility+adx_up3,853,0.35052755,1.38163419,142,0.36619718,1.46167547,0.29145378,189,0.29100529,1.47449893,0.23092437,1184,0.34290541,1.39328890,0.31641450
d1,bear,1,macd_bear+atr_expand,392,0.34438776,1.35743367,96,0.44791667,1.78785866,0.35235759,99,0.29292929,1.48424768,0.21236632,587,0.35264055,1.43284459,0.31506093
d1,bear,1,adx_rising+atr_expand,401,0.34413965,1.35645575,97,0.44329897,1.76942713,0.34847593,114,0.26315789,1.33339855,0.19099960,612,0.34477124,1.40087014,0.30818864
d1,bear,1,di_strong_bear+price20_cross_down,216,0.34259259,1.35035788,48,0.29166667,1.16418704,0.18241579,54,0.29629630,1.50130800,0.19137425,318,0.32704403,1.32884114,0.27781335
d1,bear,1,di_strong_bear+volatility,1808,0.34181416,1.34728962,281,0.36654804,1.46307593,0.31236003,308,0.33766234,1.71090619,0.28713577,2397,0.34418023,1.39846873,0.32542362
d1,bear,1,rsi40+volatility,1075,0.34046512,1.34197226,168,0.38690476,1.54432974,0.31656919,191,0.39790576,2.01615446,0.33116179,1434,0.35355649,1.43656623,0.32923381
d1,bear,1,momentum_bear+atr_expand,268,0.33955224,1.33837407,53,0.47169811,1.88278227,0.34382243,75,0.30666667,1.55385378,0.21386867,396,0.35101010,1.42621979,0.30563717
d1,bear,1,volatility+di_cross_down,220,0.33636364,1.32580592,46,0.43478261,1.73543409,0.30209263,36,0.22222222,1.12598100,0.11716332,302,0.33774834,1.37233479,0.28674318
d1,bear,1,di_bear+volatility,2362,0.33573243,1.32331797,401,0.36658354,1.46321762,0.32089312,406,0.30295567,1.53505045,0.26027451,3169,0.33543705,1.36294356,0.31920660
d1,bear,1,rsi_down1+atr_expand,285,0.33333333,1.31386173,46,0.41304348,1.64866239,0.28288603,62,0.35483871,1.79793740,0.24742733,393,0.34605598,1.40609027,0.30071845
d1,bear,1,adx_cross25_up+bb_expand,162,0.33333333,1.31386173,37,0.24324324,0.97090502,0.13361353,32,0.31250000,1.58341078,0.17952542,231,0.31601732,1.28403755,0.25948884
d1,bear,1,volatility+breakout20_down,320,0.33125000,1.30565009,52,0.38461538,1.53519169,0.26470464,59,0.44067797,2.23287758,0.32150212,431,0.35266821,1.43295701,0.30904234
d1,bear,1,macd_bear+di_bear+volatility+bb_bear,1636,0.32885086,1.29619366,279,0.34767025,1.38772525,0.29420048,313,0.32587859,1.65119897,0.27633769,2228,0.33078995,1.34406152,0.31155929
d1,bear,1,adx_up3+di_spread_down3,573,0.32809773,1.29322515,116,0.30172414,1.20433142,0.22565495,135,0.19259259,0.97585020,0.13495621,824,0.30218447,1.22783209,0.27180791
d1,bear,1,bb_lower+rsi_cross50_down,177,0.32768362,1.29159288,56,0.23214286,0.92659784,0.14099379,47,0.27659574,1.40148699,0.16936563,280,0.30000000,1.21895620,0.24932673
d1,bear,1,volatility+di_spread_down3,1320,0.32727273,1.28997333,244,0.41803279,1.66857720,0.35788344,249,0.26907631,1.36338663,0.21780876,1813,0.33149476,1.34692531,0.31020198
d1,bear,1,bb_lower+adx_up3,835,0.32455090,1.27924501,151,0.28476821,1.13665186,0.21882333,194,0.27835052,1.41037826,0.22005381,1180,0.31186441,1.26716350,0.28607893
d1,bear,1,di_strong_bear+rsi_cross50_down,198,0.32323232,1.27404773,55,0.30909091,1.23373587,0.20282288,53,0.28301887,1.43403241,0.17966290,306,0.31372549,1.27472544,0.26431768
d1,bear,1,atr_expand,649,0.32203390,1.26932404,147,0.44897959,1.79210133,0.37089308,140,0.24285714,1.23053638,0.17931259,936,0.33012821,1.34137274,0.30074974
d1,bear,1,volatility+bb_lower,1101,0.32061762,1.26374166,188,0.35106383,1.40127072,0.28643881,192,0.34895833,1.76814204,0.28509984,1481,0.32815665,1.33336194,0.30471443
d1,bear,1,adx25+volatility,2310,0.31991342,1.26096599,361,0.27977839,1.11673501,0.23597751,432,0.28240741,1.43093419,0.24201870,3103,0.31002256,1.25967973,0.29399269
d1,bear,1,volatility+rsi_down3,1263,0.31828979,1.25456630,234,0.35042735,1.39873021,0.29216091,229,0.30567686,1.54883849,0.24962217,1726,0.32097335,1.30417484,0.29936731
d1,bear,1,macd_bear+adx_up3,1021,0.31635651,1.24694614,195,0.27692308,1.10533802,0.21888704,237,0.28270042,1.43241887,0.22918920,1453,0.30557467,1.24160714,0.28242731
d1,bear,1,adx25+breakout20_down,304,0.31578947,1.24471111,39,0.35897436,1.43284558,0.22742085,49,0.34693878,1.75790911,0.22924393,392,0.32397959,1.31638977,0.27955347
d1,bear,1,macd_falling+volatility,2247,0.31464174,1.24018724,411,0.35279805,1.40819287,0.30815873,360,0.28333333,1.43562577,0.23926247,3018,0.31610338,1.28438725,0.29975789
d1,bear,1,volatility+macd_accel_down,2247,0.31464174,1.24018724,411,0.35279805,1.40819287,0.30815873,360,0.28333333,1.43562577,0.23926247,3018,0.31610338,1.28438725,0.29975789
d1,bear,1,rsi40+adx_up3,887,0.31454340,1.23979962,157,0.28025478,1.11863650,0.21589605,203,0.27586207,1.39776952,0.21897305,1247,0.30392943,1.23492221,0.27903505
d1,bear,1,price20_bear+volatility,2344,0.31399317,1.23763084,392,0.35969388,1.43571754,0.31375911,420,0.30952381,1.56833068,0.26720467,3156,0.31907478,1.29646059,0.30304107
d1,bear,1,ema20_falling+volatility,2344,0.31399317,1.23763084,392,0.35969388,1.43571754,0.31375911,420,0.30952381,1.56833068,0.26720467,3156,0.31907478,1.29646059,0.30304107
d1,bear,1,di_bear+adx_up3,999,0.31331331,1.23495111,192,0.28125000,1.12260893,0.22242519,235,0.28085106,1.42304833,0.22727139,1426,0.30364656,1.23377287,0.28033391
d1,bear,1,di_strong_bear+adx_up3,999,0.31331331,1.23495111,192,0.28125000,1.12260893,0.22242519,235,0.28085106,1.42304833,0.22727139,1426,0.30364656,1.23377287,0.28033391
d1,bear,1,adx_up3+ema20_slope_down3,996,0.31224900,1.23075601,192,0.28125000,1.12260893,0.22242519,233,0.27896996,1.41351692,0.22532435,1421,0.30260380,1.22953593,0.27927712
