timeframe,direction,horizon_bars,conditions,discovery_samples,discovery_hit_rate,discovery_lift,validation_samples,validation_hit_rate,validation_lift,validation_wilson95_lower,oos_samples,oos_hit_rate,oos_lift,oos_wilson95_lower
d1,bear,1,bb_lower+rsi_cross50_down,177,0.32768362,1.29159288,56,0.23214286,0.92659784,0.14099379,47,0.27659574,1.40148699,0.16936563
d1,bear,1,volatility+di_spread_down3,1320,0.32727273,1.28997333,244,0.41803279,1.66857720,0.35788344,249,0.26907631,1.36338663,0.21780876
d1,bear,1,atr_expand+mtf_price200_bear+structure_lh,266,0.32706767,1.28916508,50,0.46000000,1.83608927,0.32969652,76,0.32894737,1.66674819,0.23379274
d1,bear,1,atr_expand+structure_lh,390,0.32564103,1.28354184,68,0.42647059,1.70225667,0.31597243,97,0.27835052,1.41037826,0.19891173
d1,bear,1,adx_up3+mtf_volatility,1060,0.32547170,1.28287442,202,0.27722772,1.10655401,0.22009338,220,0.25909091,1.31279148,0.20567994
d1,bear,1,bb_lower+adx_up3,835,0.32455090,1.27924501,151,0.28476821,1.13665186,0.21882333,194,0.27835052,1.41037826,0.22005381
d1,bear,1,di_strong_bear+mtf_volatility,1676,0.32398568,1.27701715,314,0.29617834,1.18219539,0.24838746,297,0.28282828,1.43306673,0.23463354
d1,bear,3,adx_up3+atr_expand,229,0.67685590,1.35770060,38,0.81578947,1.68542644,0.66581142,60,0.46666667,1.05834720,0.34627906
d1,bear,3,rsi40+atr_expand,236,0.65677966,1.31742982,50,0.76000000,1.57016502,0.62587316,70,0.47142857,1.06914666,0.35904876
d1,bear,3,bb_lower+atr_expand,275,0.63636364,1.27647745,55,0.76363636,1.57767777,0.63651634,85,0.49411765,1.12060292,0.39040835
d1,bear,3,di_spread_down3+atr_expand,342,0.62573099,1.25514951,57,0.84210526,1.73979503,0.72636823,95,0.46315789,1.05038970,0.36627643
d1,bear,3,atr_expand+mtf_di_strong_bear,368,0.62500000,1.25368321,71,0.76056338,1.57132896,0.64958779,101,0.48514851,1.10026194,0.39002463
d1,bear,3,di_strong_bear+atr_expand,320,0.62187500,1.24741480,64,0.68750000,1.42037954,0.56607664,87,0.45977011,1.04270660,0.35897094
d1,bear,3,atr_expand+mtf_di_strong_bear+range_expand,280,0.61785714,1.23935540,44,0.77272727,1.59645965,0.63007642,71,0.47887324,1.08603033,0.36677524
d1,bear,3,adx25+atr_expand,323,0.61609907,1.23582890,47,0.57446809,1.18685486,0.43281919,69,0.57971014,1.31471702,0.46207405
d1,bear,3,atr_expand+mtf_price20_bear+structure_ll,251,0.61354582,1.23070734,49,0.75510204,1.56004580,0.61913681,64,0.51562500,1.16937916,0.39581601
d1,bear,3,atr_expand+mtf_macd_bear+structure_ll,243,0.61316872,1.22995094,48,0.77083333,1.59254675,0.63460736,62,0.51612903,1.17052225,0.39447460
d1,bear,3,volatility+adx_up3,853,0.61313013,1.22987352,142,0.66197183,1.36763817,0.58081488,189,0.62962963,1.42792876,0.55884176
d1,bear,3,atr_expand+mtf_rsi40,281,0.61209964,1.22780648,54,0.81481481,1.68341279,0.69164052,79,0.45569620,1.03346743,0.35048458
d1,bear,3,di_bear+atr_expand,380,0.61052632,1.22465055,78,0.70512821,1.45679953,0.59624206,97,0.47422680,1.07549274,0.37774492
d1,bear,3,atr_expand+mtf_di_strong_bear+structure_lh,287,0.60975610,1.22310557,55,0.74545455,1.54011401,0.61698129,85,0.48235294,1.09392189,0.37920744
d1,bear,3,breakout20_down+mtf_volatility,386,0.60880829,1.22120437,72,0.68055556,1.40603227,0.56607651,71,0.54929577,1.24574067,0.43401066
d1,bear,3,mtf_volatility+structure_breakout20_down,386,0.60880829,1.22120437,72,0.68055556,1.40603227,0.56607651,71,0.54929577,1.24574067,0.43401066
d1,bear,3,adx25+breakout20_down,304,0.60855263,1.22069155,39,0.71794872,1.48328679,0.56224681,49,0.55102041,1.24965194,0.41315108
d1,bear,3,adx25+structure_breakout20_down,304,0.60855263,1.22069155,39,0.71794872,1.48328679,0.56224681,49,0.55102041,1.24965194,0.41315108
d1,bear,3,atr_expand+mtf_di_strong_bear+structure_ll,242,0.60743802,1.21845575,48,0.75000000,1.54950495,0.61215627,63,0.52380952,1.18794073,0.40270356
d1,bear,3,atr_expand+mtf_di_bear,430,0.60697674,1.21753049,83,0.74698795,1.54328204,0.64397704,108,0.49074074,1.11294448,0.39840891
d1,bear,3,rsi_down3+atr_expand,335,0.60597015,1.21551136,59,0.79661017,1.64580187,0.67731988,91,0.51648352,1.17132618,0.41524032
d1,bear,3,atr_expand+mtf_adx_rising+structure_lh,213,0.60563380,1.21483669,42,0.78571429,1.62329090,0.64060155,69,0.47826087,1.08464154,0.36468721
d1,bear,3,atr_expand+structure_ll,272,0.60294118,1.20943557,59,0.72881356,1.50573362,0.60402237,64,0.51562500,1.16937916,0.39581601
d1,bear,3,volatility+atr_expand,436,0.59862385,1.20077548,112,0.71428571,1.47571900,0.62460782,96,0.46875000,1.06307196,0.37206074
d1,bear,3,atr_expand+mtf_price20_bear,420,0.59761905,1.19875995,75,0.76000000,1.57016502,0.65221234,104,0.50000000,1.13394343,0.40563190
d1,bear,3,atr_expand+mtf_ema20_falling,420,0.59761905,1.19875995,75,0.76000000,1.57016502,0.65221234,104,0.50000000,1.13394343,0.40563190
d1,bear,3,atr_expand+bb_expand,313,0.59744409,1.19840900,96,0.73958333,1.52798405,0.64378945,84,0.48809524,1.10694477,0.38408354
d1,bear,3,macd_bear+atr_expand,392,0.59693878,1.19739539,96,0.70833333,1.46342134,0.61080110,99,0.48484848,1.09958151,0.38882227
d1,bear,3,atr_expand+mtf_trend_bear+structure_lh,186,0.59677419,1.19706526,40,0.72500000,1.49785479,0.57165044,44,0.43181818,0.97931478,0.29682723
d1,bear,3,atr_expand+mtf_di_strong_bear+impulse_bear,233,0.59656652,1.19664870,38,0.78947368,1.63105784,0.63654221,54,0.57407407,1.30193505,0.44162734
d1,bear,3,price20_bear+atr_expand,404,0.59405941,1.19161969,85,0.74117647,1.53127548,0.63907725,97,0.47422680,1.07549274,0.37774492
d1,bear,3,ema20_falling+atr_expand,404,0.59405941,1.19161969,85,0.74117647,1.53127548,0.63907725,97,0.47422680,1.07549274,0.37774492
d1,bear,3,atr_expand+mtf_adx_rising+structure_ll,201,0.59203980,1.18756857,40,0.80000000,1.65280528,0.65242694,58,0.53448276,1.21214642,0.40800175
d1,bear,3,atr_expand+mtf_price20_bear+structure_lh,326,0.59202454,1.18753796,57,0.73684211,1.52232065,0.61023421,86,0.51162791,1.16031421,0.40776721
d1,bear,3,bb_bear+atr_expand,404,0.59158416,1.18665460,89,0.74157303,1.53209478,0.64197059,99,0.47474747,1.07667356,0.37917456
d1,bear,3,atr_expand+mtf_price20_bear+range_expand,320,0.59062500,1.18473063,49,0.77551020,1.60220920,0.64121213,71,0.50704225,1.14991446,0.39341308
d1,bear,3,momentum_bear+atr_expand,268,0.58955224,1.18257879,53,0.71698113,1.48128775,0.58429714,75,0.44000000,0.99787022,0.33331457
d1,bear,3,atr_expand+mtf_trend_bear,280,0.58928571,1.18204417,68,0.70588235,1.45835760,0.58893720,52,0.42307692,0.95949059,0.29868052
d1,bear,3,macd_falling+atr_expand,406,0.58866995,1.18080901,76,0.77631579,1.60387355,0.67065432,104,0.47115385,1.06852361,0.37796486
d1,bear,3,macd_accel_down+atr_expand,406,0.58866995,1.18080901,76,0.77631579,1.60387355,0.67065432,104,0.47115385,1.06852361,0.37796486
d1,bear,3,adx_up3+mtf_price20_bear+pullback_bear,299,0.58862876,1.18072640,61,0.60655738,1.25315154,0.48117253,80,0.51250000,1.16229201,0.40493334
d1,bear,3,atr_expand+mtf_trend_bear+range_expand,204,0.58823529,1.17993714,42,0.64285714,1.32814710,0.49166366,31,0.38709677,0.87789169,0.23733101
d1,bear,3,di_strong_bear+price20_cross_down,216,0.58796296,1.17939087,48,0.50000000,1.03300330,0.36389331,54,0.46296296,1.04994762,0.33689901
d1,bear,3,adx_up3+mtf_macd_bear+pullback_bear,337,0.58753709,1.17853662,101,0.54455446,1.12505310,0.44757998,71,0.35211268,0.79855171,0.25122748
d1,bear,3,atr_expand+mtf_price200_bear+structure_lh,266,0.58646617,1.17638846,50,0.76000000,1.57016502,0.62587316,76,0.46052632,1.04442158,0.35307731
d1,bear,3,atr_expand+mtf_bb_bear,420,0.58571429,1.17488027,73,0.78082192,1.61318324,0.67322734,104,0.50000000,1.13394343,0.40563190
d1,bear,3,rsi40+mtf_volatility,1086,0.58471455,1.17287490,193,0.59585492,1.23104020,0.52540539,182,0.51098901,1.15886526,0.43889246
d1,bear,3,adx_up3+mtf_rsi40,620,0.58387097,1.17118277,99,0.61616162,1.27299397,0.51773167,151,0.50993377,1.15647210,0.43094815
d1,bear,3,adx_up3+di_spread_down3,573,0.58289703,1.16922916,116,0.59482759,1.22891772,0.50384123,135,0.43703704,0.99115055,0.35625432
d1,bear,3,ema20_slope_down3+atr_expand,381,0.58267717,1.16878813,86,0.72093023,1.48944662,0.61825409,89,0.46067416,1.04475687,0.36089721
d1,bear,3,bb_lower+mtf_volatility,1247,0.57979150,1.16299979,248,0.56451613,1.16629405,0.50228786,226,0.50884956,1.15401322,0.44407122
d1,bear,3,di_strong_bear+volatility,1808,0.57909292,1.16159852,281,0.59430605,1.22784022,0.53599693,308,0.62662338,1.42111092,0.57135527
d1,bear,3,adx_rising+atr_expand,401,0.57855362,1.16051673,97,0.72164948,1.49093260,0.62532365,114,0.45614035,1.03447471,0.36763142
d1,bear,3,atr_expand+mtf_price200_bear+structure_ll,223,0.57847534,1.16035971,51,0.74509804,1.53937747,0.61131718,58,0.50000000,1.13394343,0.37538273
d1,bear,3,atr_expand+mtf_macd_bear+structure_lh,313,0.57827476,1.15995737,56,0.71428571,1.47571900,0.58524749,82,0.50000000,1.13394343,0.39422828
d1,bear,3,atr_expand+mtf_macd_bear+range_expand,313,0.57827476,1.15995737,49,0.75510204,1.56004580,0.61913681,70,0.45714286,1.03674828,0.34572743
d1,bear,3,volatility+breakout20_down,320,0.57812500,1.15965697,52,0.61538462,1.27138868,0.47959874,59,0.66101695,1.49911165,0.53372471
d1,bear,3,volatility+structure_breakout20_down,320,0.57812500,1.15965697,52,0.61538462,1.27138868,0.47959874,59,0.66101695,1.49911165,0.53372471
d1,bear,3,di_spread_down3+mtf_volatility,1602,0.57802747,1.15946133,353,0.58073654,1.19980553,0.52866314,302,0.43708609,0.99126180,0.38227971
d1,bear,3,atr_expand+mtf_macd_bear,391,0.57800512,1.15941649,74,0.75675676,1.56346445,0.64793671,99,0.47474747,1.07667356,0.37917456
d1,bear,3,rsi40+volatility,1075,0.57767442,1.15875315,168,0.60714286,1.25436115,0.53168759,191,0.68586387,1.55546167,0.61692084
d1,bear,3,adx_up3+mtf_volatility,1060,0.57735849,1.15811943,202,0.53960396,1.11482534,0.47077059,220,0.51363636,1.16486916,0.44792530
d1,bear,3,atr_expand+mtf_adx_rising+impulse_bear,194,0.57731959,1.15804140,32,0.81250000,1.67863036,0.64690845,51,0.58823529,1.33405109,0.45165337
d1,bear,3,atr_expand+mtf_price200_bear+impulse_bear,201,0.57711443,1.15762987,30,0.83333333,1.72167217,0.66435649,50,0.56000000,1.27001664,0.42306028
d1,bear,3,atr_expand+structure_lh,390,0.57692308,1.15724604,68,0.72058824,1.48874005,0.60436565,97,0.45360825,1.02873218,0.35819192
d1,bear,3,atr_expand+mtf_price200_bear,382,0.57591623,1.15522641,78,0.75641026,1.56274858,0.65060223,92,0.44565217,1.01068871,0.34829808
d1,bear,3,adx_up3+mtf_macd_bear+structure_ll,363,0.57575758,1.15490817,57,0.54385965,1.12361762,0.41590686,75,0.46666667,1.05834720,0.35815696
d1,bear,3,atr_expand+mtf_adx25,485,0.57525773,1.15390554,107,0.70093458,1.44813547,0.60845157,125,0.45600000,1.03415641,0.37130114
d1,bear,3,mtf_rsi40+mtf_volatility,1270,0.57480315,1.15299369,216,0.62500000,1.29125413,0.55878309,223,0.43946188,0.99664983,0.37589120
d1,bear,3,bb_lower+adx_up3,835,0.57365269,1.15068600,151,0.56291391,1.16298385,0.48320908,194,0.52061856,1.18070398,0.45060414
d1,bear,3,atr_expand+impulse_bear,288,0.57291667,1.14920961,42,0.76190476,1.57410027,0.61472456,62,0.54838710,1.24367989,0.42532512
d1,bear,3,atr_expand+mtf_price200_bear+range_expand,283,0.57243816,1.14824978,50,0.74000000,1.52884488,0.60446843,65,0.44615385,1.01182644,0.33169527
d1,bear,3,adx_up3+breakout20_down,250,0.57200000,1.14737087,32,0.59375000,1.22669142,0.42260025,49,0.57142857,1.29593535,0.43270493
d1,bear,3,adx_up3+structure_breakout20_down,250,0.57200000,1.14737087,32,0.59375000,1.22669142,0.42260025,49,0.57142857,1.29593535,0.43270493
d1,bear,3,adx_up3+mtf_price20_bear+structure_breakout20_down,250,0.57200000,1.14737087,32,0.59375000,1.22669142,0.42260025,49,0.57142857,1.29593535,0.43270493
d1,bear,3,adx_up3+mtf_price200_bear+structure_breakout20_down,250,0.57200000,1.14737087,32,0.59375000,1.22669142,0.42260025,49,0.57142857,1.29593535,0.43270493
d1,bear,3,adx_up3+mtf_di_strong_bear+structure_ll,454,0.57048458,1.14433111,79,0.54430380,1.12453524,0.43498333,95,0.48421053,1.09813469,0.38630058
d1,bear,3,adx_up3+mtf_di_strong_bear+structure_breakout20_down,249,0.57028112,1.14392299,32,0.59375000,1.22669142,0.42260025,49,0.57142857,1.29593535,0.43270493
d1,bear,3,adx_up3+mtf_price20_bear+structure_ll,463,0.57019438,1.14374900,82,0.52439024,1.08339371,0.41764733,96,0.47916667,1.08669578,0.38197416
d1,bear,3,volatility+rsi_down3,1263,0.57007126,1.14350203,234,0.61111111,1.26255959,0.54733542,229,0.51965066,1.17850889,0.45515265
d1,bear,5,rsi40+atr_expand,236,0.79237288,1.30125179,50,0.78000000,1.29574525,0.64758450,70,0.70000000,1.23748379,0.58455683
d1,bear,5,adx_up3+atr_expand,229,0.78602620,1.29082913,38,0.81578947,1.35519914,0.66581142,60,0.60000000,1.06070039,0.47366053
d1,bear,5,bb_lower+atr_expand,275,0.76727273,1.26003177,55,0.81818182,1.35917333,0.69669540,85,0.69411765,1.22708476,0.58954205
d1,bear,5,atr_expand+mtf_adx_rising+structure_lh,213,0.75117371,1.23359362,42,0.85714286,1.42389587,0.72158911,69,0.65217391,1.15293521,0.53447878
d1,bear,5,di_strong_bear+atr_expand,320,0.74687500,1.22653419,64,0.76562500,1.27186533,0.64866742,87,0.67816092,1.19887592,0.57426109
d1,bear,5,atr_expand+mtf_di_strong_bear+structure_lh,287,0.74564460,1.22451360,55,0.83636364,1.38937719,0.71736254,85,0.68235294,1.20628672,0.57733820
d1,bear,5,atr_expand+mtf_di_strong_bear,368,0.74456522,1.22274101,71,0.84507042,1.40384100,0.74349037,101,0.70297030,1.24273478,0.60774958
d1,bear,5,atr_expand+mtf_rsi40,281,0.74377224,1.22143877,54,0.88888889,1.47663276,0.77805299,79,0.67088608,1.18601520,0.56146577
d1,bear,5,di_spread_down3+atr_expand,342,0.74269006,1.21966159,57,0.91228070,1.51549152,0.81055123,95,0.68421053,1.20957062,0.58513468
d1,bear,5,atr_expand+mtf_price20_bear+structure_ll,251,0.74103586,1.21694502,49,0.85714286,1.42389587,0.73332294,64,0.70312500,1.24300827,0.58229799
d1,bear,5,atr_expand+mtf_macd_bear+structure_ll,243,0.74074074,1.21646038,48,0.87500000,1.45356037,0.75299542,62,0.70967742,1.25459186,0.58712354
d1,bear,5,atr_expand+mtf_di_strong_bear+structure_ll,242,0.73966942,1.21470103,48,0.85416667,1.41895179,0.72832823,63,0.71428571,1.26273856,0.59297283
d1,bear,5,atr_expand+mtf_adx_rising+structure_ll,201,0.73631841,1.20919793,40,0.87500000,1.45356037,0.73887880,58,0.72413793,1.28015564,0.59795345
d1,bear,5,atr_expand+mtf_di_strong_bear+impulse_bear,233,0.73390558,1.20523553,38,0.92105263,1.53006355,0.79200629,54,0.79629630,1.40771965,0.67097693
d1,bear,5,atr_expand+mtf_adx_rising+impulse_bear,194,0.73195876,1.20203842,32,0.93750000,1.55738611,0.79852877,51,0.78431373,1.38653646,0.65373640
d1,bear,5,atr_expand+structure_ll,272,0.73161765,1.20147824,59,0.84745763,1.40780666,0.73482016,64,0.70312500,1.24300827,0.58229799
d1,bear,5,di_bear+atr_expand,380,0.73157895,1.20141468,78,0.78205128,1.29915286,0.67839295,97,0.70103093,1.23930630,0.60369205
d1,bear,5,atr_expand+mtf_di_strong_bear+range_expand,280,0.72857143,1.19647567,44,0.86363636,1.43468296,0.73290547,71,0.70422535,1.24495351,0.58981462
d1,bear,5,atr_expand+mtf_price200_bear+structure_ll,223,0.72645740,1.19300397,51,0.82352941,1.36805682,0.69745857,58,0.68965517,1.21919585,0.56196936
d1,bear,5,atr_expand+mtf_di_bear,430,0.72558140,1.19156537,83,0.83132530,1.38100744,0.73655886,108,0.70370370,1.24403132,0.61179210
d1,bear,5,rsi_down3+atr_expand,335,0.72537313,1.19122336,59,0.88135593,1.46411892,0.77476360,91,0.69230769,1.22388506,0.59130503
d1,bear,5,atr_expand+mtf_price20_bear+structure_lh,326,0.72085890,1.18380998,57,0.82456140,1.36977118,0.70632647,86,0.68604651,1.21281634,0.58179597
d1,bear,5,atr_expand+mtf_trend_bear+structure_lh,186,0.72043011,1.18310582,40,0.75000000,1.24590889,0.59806039,44,0.59090909,1.04462917,0.44409754
d1,bear,5,macd_bear+atr_expand,392,0.71938776,1.18139404,96,0.79166667,1.31512605,0.69999753,99,0.70707071,1.24998362,0.61103823
d1,bear,5,atr_expand+bb_expand,313,0.71884984,1.18051067,96,0.86458333,1.43625608,0.78198861,84,0.63095238,1.11541906,0.52415240
d1,bear,5,adx25+atr_expand,323,0.71826625,1.17955229,47,0.72340426,1.20172772,0.58241436,69,0.75362319,1.33228068,0.64039337
d1,bear,5,atr_expand+mtf_price200_bear+structure_lh,266,0.71804511,1.17918913,50,0.80000000,1.32896948,0.66962894,76,0.64473684,1.13978770,0.53256386
d1,bear,5,atr_expand+mtf_price200_bear+impulse_bear,201,0.71641791,1.17651690,30,0.90000000,1.49509067,0.74378917,50,0.76000000,1.34355383,0.62587316
d1,bear,5,volatility+atr_expand,436,0.71330275,1.17140112,112,0.79464286,1.32007013,0.71066347,96,0.67708333,1.19697093,0.57829831
d1,bear,5,atr_expand+mtf_price20_bear,420,0.71190476,1.16910531,75,0.84000000,1.39541796,0.74083292,104,0.70192308,1.24088347,0.60810070
d1,bear,5,atr_expand+mtf_ema20_falling,420,0.71190476,1.16910531,75,0.84000000,1.39541796,0.74083292,104,0.70192308,1.24088347,0.60810070
d1,bear,5,breakout20_down+mtf_volatility,386,0.70984456,1.16572200,72,0.75000000,1.24590889,0.63906493,71,0.69014085,1.22005444,0.57515987
d1,bear,5,mtf_volatility+structure_breakout20_down,386,0.70984456,1.16572200,72,0.75000000,1.24590889,0.63906493,71,0.69014085,1.22005444,0.57515987
d1,bear,5,adx_rising+atr_expand,401,0.70822943,1.16306960,97,0.80412371,1.33581984,0.71421622,114,0.62280702,1.10101941,0.53120219
d1,bear,5,adx25+breakout20_down,304,0.70723684,1.16143955,39,0.76923077,1.27785527,0.61663743,49,0.67346939,1.19058207,0.53379205
d1,bear,5,adx25+structure_breakout20_down,304,0.70723684,1.16143955,39,0.76923077,1.27785527,0.61663743,49,0.67346939,1.19058207,0.53379205
d1,bear,5,volatility+adx_up3,853,0.70457210,1.15706345,142,0.76760563,1.27515558,0.69164829,189,0.76719577,1.35627475,0.70198807
d1,bear,5,macd_falling+atr_expand,406,0.70443350,1.15683584,76,0.85526316,1.42077330,0.75912551,104,0.68269231,1.20688666,0.58810066
d1,bear,5,macd_accel_down+atr_expand,406,0.70443350,1.15683584,76,0.85526316,1.42077330,0.75912551,104,0.68269231,1.20688666,0.58810066
d1,bear,5,price20_bear+atr_expand,404,0.70297030,1.15443294,85,0.82352941,1.36805682,0.72904397,97,0.68041237,1.20285611,0.58226633
d1,bear,5,ema20_falling+atr_expand,404,0.70297030,1.15443294,85,0.82352941,1.36805682,0.72904397,97,0.68041237,1.20285611,0.58226633
d1,bear,5,atr_expand+mtf_macd_bear+structure_lh,313,0.70287540,1.15427710,56,0.80357143,1.33490238,0.68155392,82,0.67073171,1.18574230,0.56338388
d1,bear,5,atr_expand+structure_lh,390,0.70256410,1.15376588,68,0.80882353,1.34362723,0.69989359,97,0.63917526,1.12995574,0.53999195
d1,bear,5,atr_expand+mtf_bb_bear,420,0.70238095,1.15346511,73,0.86301370,1.43364859,0.76587573,104,0.70192308,1.24088347,0.60810070
d1,bear,5,bb_bear+atr_expand,404,0.70049505,1.15036804,89,0.83146067,1.38123233,0.74037449,99,0.68686869,1.21426981,0.58998496
d1,bear,5,atr_expand+mtf_trend_bear,280,0.70000000,1.14955506,68,0.75000000,1.24590889,0.63561447,52,0.61538462,1.08789783,0.47959874
d1,bear,5,ema20_slope_down3+atr_expand,381,0.69816273,1.14653785,86,0.77906977,1.29419993,0.68052357,89,0.68539326,1.21166149,0.58295503
d1,bear,5,volatility+breakout20_down,320,0.69687500,1.14442311,52,0.73076923,1.21396251,0.59747780,59,0.76271186,1.34834795,0.64025109
d1,bear,5,volatility+structure_breakout20_down,320,0.69687500,1.14442311,52,0.73076923,1.21396251,0.59747780,59,0.76271186,1.34834795,0.64025109
d1,bear,5,atr_expand+mtf_price20_bear+range_expand,320,0.69687500,1.14442311,49,0.85714286,1.42389587,0.73332294,71,0.71830986,1.26985258,0.60457983
d1,bear,5,atr_expand+mtf_price200_bear,382,0.69633508,1.14353644,78,0.80769231,1.34174804,0.70665187,92,0.66304348,1.17215079,0.56165298
d1,bear,5,rsi40+mtf_volatility,1086,0.69521179,1.14169175,193,0.69948187,1.16198757,0.63142153,182,0.67582418,1.19474494,0.60479653
d1,bear,5,momentum_bear+atr_expand,268,0.69402985,1.13975075,53,0.75471698,1.25374479,0.62433442,75,0.64000000,1.13141375,0.52700661
d1,bear,5,atr_expand+mtf_price20_bear+impulse_bear,271,0.69372694,1.13925330,40,0.90000000,1.49509067,0.76948225,59,0.77966102,1.37831124,0.65867301
d1,bear,5,atr_expand+mtf_adx_rising,359,0.69359331,1.13903386,79,0.83544304,1.38784788,0.73854335,98,0.67346939,1.19058207,0.57561481
