timeframe,direction,horizon_bars,conditions,discovery_samples,discovery_hit_rate,discovery_lift,validation_samples,validation_hit_rate,validation_lift,validation_wilson95_lower,oos_samples,oos_hit_rate,oos_lift,oos_wilson95_lower
h4,bull,6,ema200_rising+mtf_volatility,11246,0.35585986,1.21681163,2371,0.34036272,1.20139570,0.32156220,1925,0.28259740,1.22675155,0.26293176
h4,bull,6,atr_expand+mtf_adx_rising+range_expand,1729,0.35569693,1.21625453,342,0.29824561,1.05273281,0.25221879,244,0.27049180,1.17420131,0.21863123
h4,bull,6,atr_expand+mtf_price200_bull+structure_hl,1550,0.35548387,1.21552599,238,0.37815126,1.33477985,0.31893968,270,0.29259259,1.27014054,0.24153898
h4,bull,12,atr_expand+mtf_volatility,1172,0.57849829,1.30621170,192,0.55208333,1.29883227,0.48140813,172,0.44767442,1.17424312,0.37531222
h4,bull,12,price200_cross_up+mtf_volatility,386,0.55440415,1.25180867,85,0.51764706,1.21781743,0.41297546,75,0.46666667,1.22405949,0.35815696
h4,bull,12,adx_up3+mtf_trend_bull+structure_breakout20_up,820,0.53536585,1.20882144,188,0.40425532,0.95105181,0.33670205,134,0.43283582,1.13532170,0.35197335
h4,bull,12,rsi_cross55_up+mtf_volatility,1025,0.53268293,1.20276357,194,0.54123711,1.27331543,0.47099697,186,0.49462366,1.29739025,0.42361143
h4,bull,12,mtf_price200_bull+mtf_volatility,12886,0.53034301,1.19748018,2129,0.50211367,1.18127355,0.48089037,2553,0.47982765,1.25858056,0.46049316
h4,bull,12,mtf_volatility+impulse_bull,4049,0.52852556,1.19337651,758,0.53298153,1.25389333,0.49738747,731,0.50889193,1.33481571,0.47270005
h4,bull,12,body_bull+mtf_volatility,3533,0.52703085,1.19000155,664,0.53614458,1.26133473,0.49811417,668,0.50748503,1.33112543,0.46963836
h4,bull,12,mtf_trend_bull+mtf_volatility,10188,0.52650177,1.18880691,1648,0.48907767,1.15060503,0.46499677,1919,0.45179781,1.18505871,0.42964960
h4,bull,12,mtf_adx25+mtf_volatility,11657,0.52534958,1.18620533,1838,0.46191513,1.08670238,0.43922623,2194,0.48860529,1.28160416,0.46772708
h4,bull,12,adx_up3+mtf_trend_bull+range_expand,2232,0.52374552,1.18258348,521,0.45681382,1.07470104,0.41451222,568,0.45246479,1.18680819,0.41198770
h4,bull,12,di_cross_up+mtf_volatility,904,0.52212389,1.17892195,185,0.54054054,1.27167668,0.46863275,151,0.47019868,1.23332390,0.39232022
h4,bull,12,price20_cross_up+mtf_volatility,1290,0.52170543,1.17797708,245,0.51836735,1.21951198,0.45600147,221,0.50226244,1.31742667,0.43686928
h4,bull,12,rsi_up1+mtf_volatility,4734,0.52112379,1.17666377,931,0.54027927,1.27106201,0.50816594,859,0.51455180,1.34966147,0.48113905
h4,bull,12,macd_cross_up+mtf_trend_bull+structure_breakout20_up,238,0.52100840,1.17640325,54,0.48148148,1.13273422,0.35393973,43,0.48837209,1.28099249,0.34617448
h4,bull,12,trend_bull+mtf_volatility,8134,0.51905582,1.17199443,1548,0.48191214,1.13374740,0.45709637,1277,0.42991386,1.12765745,0.40301126
h4,bull,12,adx_up3+mtf_trend_bull+impulse_bull,1147,0.51787271,1.16932306,256,0.44531250,1.04764301,0.38568588,280,0.47857143,1.25528550,0.42074669
h4,bull,12,di_bull+mtf_volatility,10789,0.51784225,1.16925427,2083,0.50504081,1.18815994,0.48358034,1724,0.45069606,1.18216883,0.42734453
h4,bull,12,mtf_macd_bull+mtf_volatility,11189,0.51765126,1.16882305,2013,0.53651267,1.26220069,0.51467989,1782,0.44837262,1.17607448,0.42541757
h4,bull,12,volatility+mtf_volatility,9620,0.51735967,1.16816464,1647,0.56709168,1.33414094,0.54303383,1395,0.49677419,1.30303107,0.47058163
h4,bull,12,rsi_cross50_up+mtf_volatility,1123,0.51647373,1.16616425,226,0.53982301,1.26998861,0.47471896,201,0.50248756,1.31801715,0.43397035
h4,bull,12,mtf_volatility+mtf_bb_bull,11296,0.51602337,1.16514737,2243,0.50913955,1.19780264,0.48845302,1840,0.42445652,1.11334293,0.40205321
h4,bull,12,adx_up3+mtf_trend_bull+structure_hh,1590,0.51572327,1.16446976,380,0.40000000,0.94104074,0.35198136,259,0.42084942,1.10388156,0.36231068
h4,bull,12,adx_cross25_up+atr_expand,196,0.51530612,1.16352787,38,0.36842105,0.86674805,0.23384219,38,0.26315789,0.69025911,0.14971621
h4,bull,12,di_strong_bull+mtf_volatility,7730,0.51513583,1.16314337,1471,0.49626105,1.16750466,0.47075357,1214,0.44151565,1.15808876,0.41381063
h4,bull,12,breakout20_up+mtf_volatility,1437,0.51496173,1.16275024,272,0.50367647,1.18495020,0.44462191,264,0.49242424,1.29162122,0.43266003
h4,bull,12,mtf_volatility+structure_breakout20_up,1437,0.51496173,1.16275024,272,0.50367647,1.18495020,0.44462191,264,0.49242424,1.29162122,0.43266003
h4,bull,12,adx_up3+atr_expand,1626,0.51414514,1.16090645,337,0.53709199,1.26356361,0.48373721,330,0.40303030,1.05714229,0.35151767
h4,bull,12,price200_bull+mtf_volatility,11246,0.51396052,1.16048958,2371,0.48924504,1.15099880,0.46915761,1925,0.42909091,1.12549886,0.40714360
h4,bull,12,ema200_rising+mtf_volatility,11246,0.51396052,1.16048958,2371,0.48924504,1.15099880,0.46915761,1925,0.42909091,1.12549886,0.40714360
h4,bull,12,di_spread_up3+mtf_volatility,5950,0.51378151,1.16008540,1112,0.54316547,1.27785208,0.51378894,1013,0.51431392,1.34903750,0.48354035
h4,bull,12,mtf_price20_bull+mtf_volatility,11179,0.51346274,1.15936564,2305,0.50368764,1.18497646,0.48328718,1879,0.42682278,1.11954959,0.40463023
h4,bull,12,mtf_ema20_rising+mtf_volatility,11179,0.51346274,1.15936564,2305,0.50368764,1.18497646,0.48328718,1879,0.42682278,1.11954959,0.40463023
h4,bull,12,mtf_trend_bull+breakout20_up+cross_group_bull,1425,0.51228070,1.15669666,361,0.46537396,1.09483964,0.41455467,316,0.45569620,1.19528413,0.40164502
h4,bull,12,mtf_volatility+structure_hl,11891,0.51198385,1.15602640,2208,0.52264493,1.22957542,0.50178966,2082,0.48366955,1.26865779,0.46225363
h4,bull,12,rsi_up3+mtf_volatility,5637,0.51126486,1.15440295,1083,0.53370268,1.25558991,0.50392502,974,0.49794661,1.30610631,0.46661603
h4,bull,12,macd_cross_up+mtf_price200_bull+structure_breakout20_up,323,0.51083591,1.15343442,72,0.47222222,1.11095087,0.36126510,65,0.49230769,1.29131551,0.37463839
h4,bull,12,mtf_volatility+close_near_high,5271,0.51014988,1.15188540,996,0.51405622,1.20936963,0.48302221,972,0.46296296,1.21434473,0.43182360
h4,bull,12,macd_rising+mtf_volatility,11659,0.51007805,1.15172322,2141,0.53386268,1.25596633,0.51269029,1977,0.49013657,1.28562069,0.46814120
h4,bull,12,macd_accel_up+mtf_volatility,11659,0.51007805,1.15172322,2141,0.53386268,1.25596633,0.51269029,1977,0.49013657,1.28562069,0.46814120
h4,bull,12,macd_cross_up+mtf_di_strong_bull+structure_breakout20_up,298,0.51006711,1.15169853,69,0.44927536,1.05696605,0.33768856,46,0.43478261,1.14042810,0.30209263
h4,bull,12,mtf_macd_rising+mtf_volatility,11795,0.50987707,1.15126941,2278,0.50790167,1.19489040,0.48737574,2197,0.48520710,1.27269077,0.46435276
h4,bull,12,adx_up3+mtf_price200_bull+range_expand,2860,0.50979021,1.15107329,673,0.44427935,1.04521241,0.40716071,708,0.44209040,1.15959631,0.40591828
h4,bull,12,ema20_slope_up3+mtf_volatility,11773,0.50955576,1.15054393,2257,0.50686752,1.19245747,0.48624756,2085,0.46522782,1.22028541,0.44390158
h4,bull,12,price20_bull+mtf_volatility,11816,0.50930941,1.14998768,2276,0.50746924,1.19387308,0.48693477,2110,0.46919431,1.23068947,0.44797588
h4,bull,12,ema20_rising+mtf_volatility,11816,0.50930941,1.14998768,2276,0.50746924,1.19387308,0.48693477,2110,0.46919431,1.23068947,0.44797588
h4,bull,12,bb_bull+mtf_volatility,11822,0.50896633,1.14921304,2284,0.51094571,1.20205182,0.49044397,2137,0.47262518,1.23968857,0.45152601
h4,bull,12,mtf_volatility+structure_hh,5538,0.50848682,1.14813032,1097,0.51595260,1.21383104,0.48637564,980,0.47755102,1.25260899,0.44642685
h4,bull,12,body_expand+mtf_volatility,6625,0.50777358,1.14651989,1278,0.53364632,1.25545733,0.50623570,1136,0.50528169,1.32534611,0.47623892
h4,bull,12,adx_up3+mtf_price200_bull+impulse_bull,1504,0.50731383,1.14548179,342,0.43567251,1.02496396,0.38412386,368,0.47282609,1.24021556,0.42236062
h4,bull,12,mtf_volatility,22922,0.50671844,1.14413743,4310,0.52204176,1.22815642,0.50711604,3968,0.48387097,1.26918611,0.46834495
h4,bull,12,mtf_volatility+distance_high_ok,12598,0.50650897,1.14366447,2523,0.50257630,1.18236193,0.48307738,2384,0.47944631,1.25758030,0.45944164
h4,bull,12,breakout20_up+mtf_trend_bull+impulse_bull,1736,0.50633641,1.14327483,415,0.44819277,1.05441914,0.40103898,356,0.39044944,1.02414287,0.34119966
h4,bull,12,adx_up3+mtf_trend_bull+close_near_high,1492,0.50469169,1.13956116,353,0.42492918,0.99968917,0.37444135,371,0.41778976,1.09585611,0.36869728
h4,bull,12,momentum_bull+mtf_volatility,7847,0.50452402,1.13918258,1535,0.51661238,1.21538324,0.49160301,1395,0.44372760,1.16389067,0.41784618
h4,bull,12,mtf_rsi60+mtf_volatility,5318,0.50432493,1.13873306,918,0.45969499,1.08147928,0.42769078,834,0.38729017,1.01585616,0.35481817
h4,bull,12,mtf_volatility+pullback_bull,9884,0.50414812,1.13833382,1962,0.52344546,1.23145877,0.50132129,1706,0.48534584,1.27305467,0.46168937
h4,bull,12,macd_cross_up+mtf_adx_rising+structure_breakout20_up,244,0.50409836,1.13822147,62,0.45161290,1.06246535,0.33419713,35,0.40000000,1.04919385,0.25550729
h4,bull,12,bb_expand+mtf_volatility,5030,0.50377734,1.13749661,996,0.52610442,1.23771423,0.49505402,903,0.45957918,1.20546913,0.42731386
h4,bull,12,rsi60+mtf_volatility,5649,0.50292087,1.13556277,1090,0.49541284,1.16550917,0.46579956,965,0.43523316,1.14160989,0.40427003
h4,bull,12,mtf_volatility+range_expand,8716,0.50137678,1.13207631,1628,0.53869779,1.26734141,0.51441994,1480,0.50608108,1.32744290,0.48062679
h4,bull,12,mtf_adx_rising+mtf_volatility,10972,0.50072913,1.13061396,2008,0.50747012,1.19387514,0.48560981,1945,0.53059126,1.39173272,0.50837365
h4,bull,12,atr_expand+mtf_adx_rising+close_near_high,737,0.50067843,1.13049948,105,0.38095238,0.89622928,0.29382512,113,0.30973451,0.81242887,0.23191670
h4,bull,12,adx25+mtf_volatility,11278,0.50062068,1.13036908,1982,0.52421796,1.23327615,0.50220583,1979,0.51743305,1.35721893,0.49540496
h4,bull,12,macd_cross_up+mtf_volatility,878,0.49886105,1.12639595,158,0.60759494,1.42942897,0.52977007,125,0.48000000,1.25903262,0.39432767
h4,bull,12,atr_expand+mtf_adx_rising+impulse_bull,828,0.49879227,1.12624066,145,0.40000000,0.94104074,0.32383552,105,0.34285714,0.89930901,0.25905722
h4,bull,12,adx_up3+mtf_price200_bull+structure_breakout20_up,1182,0.49830795,1.12514710,283,0.41342756,0.97263045,0.35758661,203,0.42857143,1.12413627,0.36244428
h4,bull,12,atr_expand+mtf_rsi60,1369,0.49817385,1.12484430,197,0.41624365,0.97925559,0.34965404,194,0.38659794,1.01404045,0.32090758
h4,bull,12,breakout20_up+mtf_trend_bull+range_expand,1477,0.49763033,1.12361708,366,0.46994536,1.10559431,0.41939095,304,0.42434211,1.11304282,0.37006724
h4,bull,12,adx_up3+mtf_trend_bull+structure_hl,3266,0.49755052,1.12343687,793,0.43379571,1.02054860,0.39970287,752,0.44015957,1.15453180,0.40507326
h4,bull,12,macd_cross_up+mtf_macd_bull+pullback_bull,155,0.49677419,1.12168397,38,0.52631579,1.23821150,0.37258971,20,0.30000000,0.78689539,0.14547724
h4,bull,12,macd_bull+mtf_volatility,11888,0.49671938,1.12156021,2227,0.51638976,1.21485951,0.49562431,2144,0.51072761,1.33963067,0.48956783
h4,bull,12,atr_expand+mtf_macd_bull+close_near_high,713,0.49649369,1.12105061,103,0.32038835,0.75374622,0.23813051,93,0.38709677,1.01534889,0.29446055
h4,bull,12,atr_expand+mtf_trend_bull+range_expand,1627,0.49539029,1.11855920,292,0.49657534,1.16824407,0.43964557,292,0.46917808,1.23064690,0.41270969
h4,bull,12,atr_expand+mtf_trend_bull+impulse_bull,735,0.49523810,1.11821556,122,0.45901639,1.07988282,0.37319373,112,0.41964286,1.10071676,0.33240040
h4,bull,12,atr_expand+mtf_trend_bull,2370,0.49493671,1.11753505,379,0.49868074,1.17319723,0.44860904,401,0.47132170,1.23626956,0.42296801
h4,bull,12,adx_up3+mtf_trend_bull,6089,0.49466251,1.11691592,1437,0.43702157,1.02813776,0.41157730,1428,0.43067227,1.12964674,0.40520949
h4,bull,12,bb_upper+mtf_volatility,5052,0.49445764,1.11645334,1034,0.50290135,1.18312666,0.47247159,913,0.49397590,1.29569120,0.46163883
h4,bull,12,breakout20_up+mtf_trend_bull,2446,0.49427637,1.11604405,609,0.43021346,1.01212099,0.39144972,509,0.39292731,1.03064229,0.35145166
h4,bull,12,mtf_trend_bull+structure_breakout20_up,2446,0.49427637,1.11604405,609,0.43021346,1.01212099,0.39144972,509,0.39292731,1.03064229,0.35145166
h4,bull,12,breakout20_up+mtf_trend_bull+structure_hh,2446,0.49427637,1.11604405,609,0.43021346,1.01212099,0.39144972,509,0.39292731,1.03064229,0.35145166
h4,bull,24,adx_up3+mtf_trend_bull+structure_breakout20_up,820,0.68414634,1.15946644,188,0.51063830,0.88532949,0.43968764,134,0.59701493,1.10986391,0.51238334
h4,bull,24,price200_cross_up+mtf_volatility,386,0.68134715,1.15472247,85,0.62352941,1.08105675,0.51729908,75,0.64000000,1.18977412,0.52700661
h4,bull,24,mtf_price200_bull+mtf_volatility,12886,0.67359926,1.14159162,2129,0.64161578,1.11241436,0.62100835,2553,0.63023893,1.17162808,0.61133070
h4,bull,24,atr_expand+mtf_volatility,1172,0.67320819,1.14092886,192,0.64583333,1.11972663,0.57592947,172,0.52906977,0.98355237,0.45465476
h4,bull,24,adx_up3+mtf_trend_bull+structure_hh,1590,0.67295597,1.14050141,380,0.53421053,0.92619832,0.48396437,259,0.59073359,1.09818677,0.52994981
h4,bull,24,trend_bull+mtf_volatility,8134,0.66953528,1.13470415,1548,0.63178295,1.09536648,0.60745732,1277,0.58731402,1.09182971,0.56008929
h4,bull,24,mtf_trend_bull+mtf_volatility,10188,0.66912053,1.13400125,1648,0.63470874,1.10043913,0.61117289,1919,0.59979156,1.11502574,0.57769252
h4,bull,24,di_strong_bull+mtf_volatility,7730,0.66843467,1.13283887,1471,0.63018355,1.09259349,0.60520432,1214,0.60296540,1.12092598,0.57515893
h4,bull,24,mtf_volatility+mtf_bb_bull,11296,0.66713881,1.13064269,2243,0.65403477,1.13394604,0.63410083,1840,0.59402174,1.10429952,0.57140999
h4,bull,24,di_bull+mtf_volatility,10789,0.66632681,1.12926655,2083,0.63802208,1.10618371,0.61714770,1724,0.61600928,1.14517484,0.59281748
h4,bull,24,mtf_price20_bull+mtf_volatility,11179,0.66544414,1.12777062,2305,0.64034707,1.11021471,0.62053722,1879,0.59180415,1.10017697,0.56941547
h4,bull,24,mtf_ema20_rising+mtf_volatility,11179,0.66544414,1.12777062,2305,0.64034707,1.11021471,0.62053722,1879,0.59180415,1.10017697,0.56941547
h4,bull,24,price200_bull+mtf_volatility,11246,0.66423617,1.12572341,2371,0.62673977,1.08662278,0.60708097,1925,0.58961039,1.09609872,0.56747887
h4,bull,24,ema200_rising+mtf_volatility,11246,0.66423617,1.12572341,2371,0.62673977,1.08662278,0.60708097,1925,0.58961039,1.09609872,0.56747887
h4,bull,24,breakout20_up+mtf_volatility,1437,0.66388309,1.12512502,272,0.65073529,1.12822550,0.59233720,264,0.65909091,1.22526454,0.59999566
h4,bull,24,mtf_volatility+structure_breakout20_up,1437,0.66388309,1.12512502,272,0.65073529,1.12822550,0.59233720,264,0.65909091,1.22526454,0.59999566
h4,bull,24,rsi60+mtf_volatility,5649,0.66117897,1.12054217,1090,0.64587156,1.11979290,0.61701304,965,0.61139896,1.13660416,0.58026132
h4,bull,24,mtf_macd_bull+mtf_volatility,11189,0.66055948,1.11949228,2013,0.69249876,1.20063375,0.67198943,1782,0.61054994,1.13502581,0.58769503
h4,bull,24,volatility+mtf_volatility,9620,0.65665281,1.11287140,1647,0.67820279,1.17584783,0.65524885,1395,0.63512545,1.18071222,0.60952465
h4,bull,24,mtf_macd_rising+mtf_volatility,11795,0.65629504,1.11226507,2278,0.63520632,1.10130183,0.61522651,2197,0.63404643,1.17870629,0.61368650
h4,bull,24,ema20_slope_up3+mtf_volatility,11773,0.65565276,1.11117656,2257,0.63801506,1.10617154,0.61796966,2085,0.61151079,1.13681205,0.59040276
h4,bull,24,mtf_trend_bull+breakout20_up+cross_group_bull,1425,0.65543860,1.11081360,361,0.57894737,1.00376173,0.52744714,316,0.57594937,1.07070258,0.52086911
h4,bull,24,mtf_rsi60+mtf_volatility,5318,0.65494547,1.10997786,918,0.61982571,1.07463538,0.58798621,834,0.57074341,1.06102458,0.53690195
h4,bull,24,mtf_volatility+impulse_bull,4049,0.65448259,1.10919339,758,0.65831135,1.14136063,0.62382559,731,0.64842681,1.20543975,0.61312068
h4,bull,24,momentum_bull+mtf_volatility,7847,0.65426278,1.10882086,1535,0.63517915,1.10125473,0.61078800,1395,0.59856631,1.11274797,0.57260640
h4,bull,24,body_bull+mtf_volatility,3533,0.65411831,1.10857603,664,0.66415663,1.15149501,0.62738081,668,0.65119760,1.21059071,0.61428471
h4,bull,24,mtf_adx25+mtf_volatility,11657,0.65411341,1.10856771,1838,0.62132753,1.07723919,0.59892098,2194,0.62762078,1.16676088,0.60718533
h4,bull,24,price20_bull+mtf_volatility,11816,0.65411307,1.10856714,2276,0.63840070,1.10684015,0.61844388,2110,0.61943128,1.15153641,0.59851526
h4,bull,24,ema20_rising+mtf_volatility,11816,0.65411307,1.10856714,2276,0.63840070,1.10684015,0.61844388,2110,0.61943128,1.15153641,0.59851526
h4,bull,24,bb_bull+mtf_volatility,11822,0.65268144,1.10614087,2284,0.63222417,1.09613146,0.61224203,2137,0.62751521,1.16656461,0.60680548
h4,bull,24,mtf_volatility+distance_high_ok,12598,0.65089697,1.10311661,2523,0.64288545,1.11461568,0.62398470,2384,0.63422819,1.17904419,0.61469255
h4,bull,24,mtf_di_strong_bull+mtf_volatility,8235,0.65063752,1.10267691,1616,0.62066832,1.07609627,0.59675110,1494,0.59772423,1.11118253,0.57263943
h4,bull,24,mtf_di_bull+mtf_volatility,10939,0.64969376,1.10107745,2236,0.62254025,1.07934177,0.60225385,1957,0.58099131,1.08007567,0.55899355
h4,bull,24,di_cross_up+mtf_volatility,904,0.64933628,1.10047162,185,0.67567568,1.17146639,0.60524001,151,0.61589404,1.14496060,0.53635533
h4,bear,1,atr_expand+mtf_volatility,1172,0.13993174,2.80707806,192,0.16145833,3.09873366,0.11613945,172,0.14534884,4.56983277,0.10042961
h4,bear,1,rsi_cross50_down+breakout20_down,204,0.13725490,2.75337977,54,0.07407407,1.42164125,0.02918153,46,0.10869565,3.41744016,0.04733146
h4,bear,1,rsi_cross50_down+structure_breakout20_down,204,0.13725490,2.75337977,54,0.07407407,1.42164125,0.02918153,46,0.10869565,3.41744016,0.04733146
h4,bear,1,price20_cross_down+breakout20_down,186,0.12365591,2.48057947,38,0.10526316,2.02022704,0.04170257,31,0.12903226,4.05683219,0.05134284
h4,bear,1,price20_cross_down+structure_breakout20_down,186,0.12365591,2.48057947,38,0.10526316,2.02022704,0.04170257,31,0.12903226,4.05683219,0.05134284
h4,bear,1,atr_expand+mtf_macd_bear+structure_breakout20_down,459,0.12200436,2.44744868,103,0.08737864,1.67698458,0.04665122,79,0.13924051,4.37778410,0.07956541
h4,bear,1,rsi40+rsi_cross50_down,261,0.11877395,2.38264555,49,0.04081633,0.78335334,0.01126563,45,0.17777778,5.58941323,0.09294390
h4,bear,1,mtf_macd_bear+adx_up3+atr_expand,861,0.11846690,2.37648607,189,0.09523810,1.82782446,0.06109326,162,0.09876543,3.10522957,0.06171100
h4,bear,1,price200_cross_down+mtf_macd_bear+structure_breakout20_down,193,0.11398964,2.28667069,57,0.10526316,2.02022704,0.04914466,32,0.06250000,1.96502809,0.01731057
h4,bear,1,atr_expand+mtf_adx_rising+structure_breakout20_down,354,0.11016949,2.21003727,70,0.07142857,1.37086835,0.03089422,70,0.15714286,4.94064205,0.09007621
h4,bear,1,breakout20_down+atr_expand,778,0.10668380,2.14011321,150,0.07333333,1.40742484,0.04143882,144,0.11111111,3.49338327,0.06955939
h4,bear,1,atr_expand+structure_breakout20_down,778,0.10668380,2.14011321,150,0.07333333,1.40742484,0.04143882,144,0.11111111,3.49338327,0.06955939
h4,bear,1,rsi40+atr_expand,1581,0.10626186,2.13164885,317,0.08201893,1.57412012,0.05658466,298,0.10067114,3.16514592,0.07143038
h4,bear,1,breakout20_down+mtf_volatility,1020,0.10490196,2.10436882,170,0.12941176,2.48369089,0.08703741,185,0.14054054,4.41865776,0.09774701
h4,bear,1,mtf_volatility+structure_breakout20_down,1020,0.10490196,2.10436882,170,0.12941176,2.48369089,0.08703741,185,0.14054054,4.41865776,0.09774701
h4,bear,1,atr_expand+mtf_di_strong_bear+pullback_bear,553,0.10488246,2.10397762,123,0.04878049,0.93620277,0.02254577,83,0.07228916,2.27280357,0.03355030
h4,bear,1,atr_expand+mtf_macd_bear+structure_ll,970,0.10412371,2.08875687,191,0.06282723,1.20578996,0.03630163,145,0.10344828,3.25246029,0.06369837
h4,bear,1,adx_up3+mtf_di_strong_bear+range_expand,1666,0.10324130,2.07105533,367,0.09809264,1.88260939,0.07169813,335,0.06268657,1.97089385,0.04136304
h4,bear,1,atr_expand+mtf_di_strong_bear+structure_breakout20_down,272,0.10294118,2.06503482,58,0.08620690,1.65449628,0.03738538,61,0.11475410,3.60792043,0.05671203
h4,bear,1,atr_expand+mtf_di_strong_bear+structure_ll,574,0.10104530,2.02700282,102,0.05882353,1.12895040,0.02723564,97,0.09278351,2.91715510,0.04958322
h4,bear,1,rsi_cross45_down+mtf_volatility,1011,0.09990109,2.00404962,214,0.05607477,1.07619571,0.03236470,183,0.10382514,3.26430896,0.06748048
h4,bear,1,atr_expand+mtf_adx25,1886,0.09915164,1.98901552,283,0.06007067,1.15288575,0.03783994,262,0.09541985,3.00004289,0.06546883
h4,bear,1,atr_expand+mtf_di_strong_bear+range_expand,1009,0.09910803,1.98814056,225,0.08000000,1.53537255,0.05120070,158,0.05696203,1.79091168,0.03025408
h4,bear,1,rsi_cross45_down+breakout20_down,567,0.09876543,1.98126798,144,0.06944444,1.33278867,0.03815514,102,0.05882353,1.84943820,0.02723564
h4,bear,1,rsi_cross45_down+structure_breakout20_down,567,0.09876543,1.98126798,144,0.06944444,1.33278867,0.03815514,102,0.05882353,1.84943820,0.02723564
h4,bear,1,mtf_volatility+range_expand,8716,0.09866911,1.97933581,1628,0.11732187,2.25165968,0.10258327,1480,0.07229730,2.27305952,0.06018102
h4,bear,1,price200_cross_down+breakout20_down,355,0.09859155,1.97777983,101,0.11881188,2.28025626,0.06928719,72,0.08333333,2.62003745,0.03875242
h4,bear,1,price200_cross_down+structure_breakout20_down,355,0.09859155,1.97777983,101,0.11881188,2.28025626,0.06928719,72,0.08333333,2.62003745,0.03875242
h4,bear,1,atr_expand+mtf_rsi40,944,0.09851695,1.97628333,212,0.08018868,1.53899371,0.05066641,116,0.09482759,2.98142193,0.05377736
h4,bear,1,atr_expand+mtf_di_strong_bear+impulse_bear,500,0.09800000,1.96591315,88,0.06818182,1.30855615,0.03162093,92,0.10869565,3.41744016,0.06012152
h4,bear,1,bb_lower+atr_expand,1846,0.09750813,1.95604599,347,0.08069164,1.54864666,0.05641581,334,0.10179641,3.20052479,0.07376414
h4,bear,1,adx_up3+mtf_di_strong_bear+impulse_bear,986,0.09736308,1.95313639,201,0.06965174,1.33676714,0.04194015,200,0.10000000,3.14404494,0.06567045
h4,bear,1,bb_expand+mtf_di_strong_bear+range_expand,2255,0.09711752,1.94821024,463,0.07559395,1.45081099,0.05485386,398,0.05276382,1.65891819,0.03476665
h4,bear,1,atr_expand+mtf_price20_bear+structure_breakout20_down,443,0.09706546,1.94716602,96,0.09375000,1.79926471,0.05010811,79,0.10126582,3.18384298,0.05221181
h4,bear,1,adx_cross25_up+atr_expand,196,0.09693878,1.94462463,38,0.05263158,1.01011352,0.01455421,38,0.07894737,2.48214075,0.02721460
h4,bear,1,atr_expand+mtf_macd_bear+impulse_bear,837,0.09677419,1.94132306,167,0.09580838,1.83876952,0.05983576,128,0.10937500,3.43879916,0.06627880
h4,bear,1,adx25+atr_expand,2444,0.09656301,1.93708668,473,0.08245243,1.58244000,0.06090060,347,0.06051873,1.90273613,0.03992031
h4,bear,1,mtf_volatility+impulse_bear,3668,0.09651036,1.93603047,650,0.10307692,1.97826848,0.08198642,632,0.08544304,2.68636752,0.06607584
h4,bear,1,adx_up3+atr_expand,1626,0.09594096,1.92460810,337,0.07121662,1.36680049,0.04832126,330,0.08787879,2.76294859,0.06188288
h4,bear,1,bb_expand+mtf_di_strong_bear+impulse_bear,1275,0.09568627,1.91949904,229,0.07423581,1.42474527,0.04686282,213,0.08450704,2.65693939,0.05412184
h4,bear,1,mtf_rsi40+mtf_volatility,5389,0.09556504,1.91706703,861,0.13472706,2.58570290,0.11353640,945,0.10264550,3.22722074,0.08487640
h4,bear,1,mtf_di_strong_bear+mtf_volatility,9173,0.09549766,1.91571529,1449,0.12284334,2.35762866,0.10693189,1561,0.08263933,2.59821779,0.06998353
h4,bear,1,rsi40+price20_cross_down,294,0.09523810,1.91050841,50,0.04000000,0.76768627,0.01103888,44,0.15909091,5.00188968,0.07926677
h4,bear,1,atr_expand+mtf_di_strong_bear+structure_lh,788,0.09517766,1.90929616,155,0.05806452,1.11438330,0.03084540,153,0.06535948,2.05493134,0.03588611
h4,bear,1,atr_expand+mtf_adx_rising+impulse_bear,821,0.09500609,1.90585431,153,0.07189542,1.37982827,0.04061661,134,0.13432836,4.22334395,0.08668714
h4,bear,1,rsi_cross50_down+bb_expand,308,0.09415584,1.88879809,56,0.00000000,0.00000000,0.00000000,50,0.18000000,5.65928090,0.09770193
h4,bear,1,breakout20_down+mtf_adx25,1520,0.09407895,1.88725551,245,0.06122449,1.17503001,0.03745036,220,0.07272727,2.28657814,0.04525897
h4,bear,1,mtf_adx25+structure_breakout20_down,1520,0.09407895,1.88725551,245,0.06122449,1.17503001,0.03745036,220,0.07272727,2.28657814,0.04525897
h4,bear,1,di_strong_bear+atr_expand,2257,0.09348693,1.87537943,431,0.09048724,1.73664528,0.06689956,421,0.08788599,2.76317489,0.06443298
h4,bear,1,di_cross_down+breakout20_down,300,0.09333333,1.87229824,81,0.09876543,1.89552167,0.05090012,34,0.05882353,1.84943820,0.01628266
h4,bear,1,di_cross_down+structure_breakout20_down,300,0.09333333,1.87229824,81,0.09876543,1.89552167,0.05090012,34,0.05882353,1.84943820,0.01628266
h4,bear,1,volatility+atr_expand,2864,0.09287709,1.86314595,605,0.10413223,1.99852212,0.08224061,491,0.07739308,2.43327307,0.05690261
h4,bear,1,atr_expand+mtf_macd_bear+structure_lh,1314,0.09284627,1.86252760,268,0.07462687,1.43225051,0.04882591,219,0.06849315,2.15345544,0.04194373
