timeframe,horizon_bars,conditions,discovery_n,oos_n,discovery_lift,oos_lift,oos_pairs_n_ge5,oos_pairs_above_base,oos_pair_hit_mean,oos_min_pair_hit
h4,12,sma_stack_bull+pin_bull+mtf_trend_bull+cross_target_relative_up,197,45,1.27223764,1.06936448,4,3,0.42381403,0.14285714
h4,12,sma_stack_bull+horizontal_break_up+mtf_volatility+cross_target_relative_up,359,67,1.27048168,1.17630093,5,3,0.41311594,0.12500000
h4,12,sma_stack_bull+stoch_cross_up+elliott_pullback_bull+mtf_price200_bull,336,70,1.27008859,1.00274833,8,3,0.32400794,0.10000000
h4,12,ichimoku_cloud_bull+volatility+inside_2+mtf_trend_bull,194,32,1.26863373,1.66958841,4,4,0.69722222,0.55555556
h4,12,sma_stack_bull+engulf_bull+mtf_volatility+cross_target_relative_up,203,29,1.26800306,1.34434391,3,2,0.48240741,0.22222222
h4,12,sma_stack_bull+volatility+engulf_bull+mtf_volatility,212,26,1.26742593,1.10278212,2,2,0.82857143,0.80000000
h4,12,sma_stack_bull+elliott_pullback_bull+mtf_volatility+cross_group_bull,591,84,1.26459657,1.04739123,8,5,0.45803381,0.00000000
h4,12,stoch_recover_up+atr_expand+mtf_trend_bull,243,43,1.26370040,1.23511597,4,4,0.60000000,0.42857143
h4,12,ichimoku_cloud_bull+volatility+inside_2+mtf_price200_bull,236,34,1.26291295,1.61321270,4,4,0.69722222,0.55555556
h4,12,atr_expand+mtf_volatility+cross_target_relative_up,514,70,1.26075374,1.33670560,9,6,0.43084416,0.20000000
h4,12,sma_stack_bull+stoch_cross_up+mtf_volatility+cross_target_relative_up,484,88,1.25959199,1.36835006,6,3,0.37540191,0.12500000
h4,12,sma_stack_bull+elliott_wave5_bull+mtf_volatility+cross_group_bull,372,68,1.25643172,1.17630093,5,4,0.51307190,0.17647059
h4,12,ichimoku_cloud_bull+horizontal_break_up+mtf_volatility+cross_target_relative_up,381,60,1.25638393,1.27948522,5,1,0.29949495,0.11111111
h4,12,ichimoku_bull+stoch_cross_up+elliott_pullback_bull+mtf_price200_bull,426,92,1.25617525,0.95726558,10,5,0.38745754,0.10000000
h4,12,volatility+inside_2+mtf_trend_bull,293,49,1.25612099,1.48585380,5,5,0.67500000,0.50000000
h4,12,stoch_cross_up+engulf_bull+elliott_impulse_bull+mtf_price200_bull,169,27,1.25589299,0.86943981,2,1,0.37142857,0.14285714
h4,12,ichimoku_cloud_bull+horizontal_break_up+mtf_trend_bull+cross_group_bull,720,154,1.25440848,1.08219685,7,4,0.40455516,0.19047619
h4,12,sma_stack_bull+elliott_impulse_bull+mtf_volatility+cross_group_bull,429,73,1.25265406,1.19497237,5,4,0.52571637,0.21052632
h4,12,ichimoku_cloud_bull+horizontal_break_up+mtf_trend_bull+cross_group_return_up,853,178,1.25205555,1.06203169,7,3,0.37568675,0.17241379
h4,12,atr_expand+mtf_volatility+cross_group_bull,422,71,1.25203046,1.07207173,8,5,0.39047619,0.00000000
h4,12,stoch_cross_up+volatility+elliott_pullback_bull+mtf_trend_bull,188,35,1.24907057,0.73807117,2,2,0.55000000,0.50000000
h4,12,ichimoku_cloud_bull+engulf_bull+mtf_volatility+cross_target_relative_up,333,55,1.24762790,1.37235108,5,5,0.59777778,0.50000000
h4,12,stoch_cross_up+engulf_bull+mtf_volatility+cross_target_relative_up,453,71,1.24610114,1.47037616,9,6,0.50568783,0.28571429
h4,12,sma_stack_bull+stoch_cross_up+atr_expand+mtf_price200_bull,348,47,1.24575739,1.09788086,6,2,0.31111111,0.10000000
d1,1,volatility+pin_bull,166,36,1.94704810,2.23054323,4,4,0.40922619,0.33333333
d1,1,pin_bull+mtf_volatility,161,27,1.86062406,1.57803425,3,3,0.43333333,0.30000000
d1,1,sma_stack_bull+adx_up3+volatility+mtf_volatility,200,57,1.85254503,1.21480386,7,4,0.22142857,0.00000000
d1,1,pin_bull+mtf_macd_rising,316,61,1.83358551,1.99574920,4,4,0.35202429,0.30769231
d1,1,adx25+pin_bull+mtf_macd_rising,155,24,1.83092989,2.31086750,3,3,0.46825397,0.33333333
d1,1,adx25+pin_bull,204,36,1.71961314,1.91591923,4,4,0.37013889,0.25000000
d1,1,trend_bull+pin_bull+mtf_macd_rising,172,48,1.71871447,2.20582807,4,4,0.36423160,0.28571429
d1,1,adx_up3+atr_expand+mtf_volatility,218,59,1.71766327,2.48120171,6,3,0.23009259,0.00000000
d1,1,trend_bull+adx_up3+volatility+mtf_volatility,206,47,1.70291787,1.38167253,6,2,0.17361111,0.00000000
d1,1,price200_bull+pin_bull+mtf_macd_rising,230,55,1.69659536,2.04009919,4,4,0.33401892,0.27272727
d1,1,pin_bull+cross_target_relative_up,179,30,1.69554223,1.99574920,4,4,0.35158730,0.20000000
d1,1,adx_up3+atr_expand,229,60,1.68679191,2.41590693,6,3,0.21818783,0.00000000
d1,1,sma_stack_bull+adx25+atr_expand,155,45,1.67835240,1.40876414,4,3,0.31458333,0.12500000
d1,1,trend_bull+pin_bull,246,64,1.66636121,1.66917206,4,4,0.36578012,0.35294118
d1,1,pin_bull+cross_group_return_up,211,42,1.64388387,1.41365569,4,3,0.26186869,0.11111111
d1,1,sma_stack_bull+pin_bull,195,63,1.63727384,1.72182284,4,4,0.35460434,0.33333333
d1,1,price200_bull+pin_bull,327,81,1.62725994,1.65800703,4,4,0.32464349,0.29411765
d1,1,pin_bull+cross_group_bull,185,37,1.61924580,1.38834727,4,3,0.29387626,0.12500000
d1,1,sma_stack_bull+adx_up3+volatility,297,82,1.56601701,1.15543375,7,3,0.20470958,0.00000000
d1,1,trend_bull+pin_bull+mtf_price200_bull,204,48,1.56504117,1.64355817,4,4,0.35968198,0.33333333
d1,1,price200_bull+pin_bull+cross_group_return_up,179,40,1.56342205,1.10110301,4,3,0.24943182,0.12500000
d1,1,pin_bull+mtf_price200_bull,270,53,1.56203561,1.69501987,4,4,0.34640360,0.30769231
d1,1,price200_bull+pin_bull+cross_group_bull,159,35,1.56176016,1.10110301,4,3,0.28097944,0.14285714
d1,1,adx_up3+volatility+mtf_volatility,546,120,1.55930842,1.67544378,11,9,0.34725754,0.16666667
d1,1,sma_stack_bull+adx25+bb_expand+mtf_volatility,253,70,1.55793881,1.01478773,7,5,0.31147459,0.00000000
d1,1,price200_bull+adx_up3+volatility+mtf_volatility,278,60,1.54544167,1.53519169,6,3,0.23630952,0.12500000
d1,1,price200_bull+pin_bull+mtf_price200_bull,243,53,1.54094894,1.67385417,4,4,0.34640360,0.30769231
d1,1,sma_stack_bull+atr_expand+mtf_volatility,238,83,1.54019925,1.91259299,6,4,0.27272727,0.00000000
d1,1,pin_bull+mtf_price200_bull+cross_group_return_up,164,32,1.53817958,1.36851374,4,3,0.27976190,0.16666667
d1,1,adx25+atr_expand+mtf_volatility,303,67,1.53500677,1.44373347,8,7,0.31840278,0.12500000
d1,1,sma_stack_bull+pin_bull+mtf_price200_bull,150,44,1.52407960,1.74628055,4,4,0.37753913,0.33333333
d1,1,sma_stack_bull+adx_up3+mtf_volatility,339,98,1.52314943,0.84819341,8,5,0.26369724,0.00000000
d1,1,sma_stack_bull+adx25+volatility+mtf_volatility,428,89,1.51953634,0.85064720,7,4,0.32064135,0.00000000
d1,1,adx25+atr_expand+mtf_macd_rising,169,43,1.51599430,1.79617428,5,3,0.35666667,0.16666667
d1,1,sma_stack_bull+adx_up3+bb_expand+mtf_volatility,248,83,1.49398793,1.05039432,7,5,0.26256759,0.00000000
d1,1,sma_stack_bull+volatility+mtf_volatility,784,148,1.49317704,1.11474280,10,7,0.29397884,0.00000000
d1,1,sma_stack_bull+atr_expand,251,84,1.49183503,1.95501963,6,4,0.27034632,0.00000000
d1,1,trend_bull+adx25+atr_expand+mtf_volatility,164,46,1.49011147,1.43693943,4,2,0.28541667,0.12500000
d1,1,sma_stack_bull+bb_expand+mtf_volatility,477,145,1.48739063,1.43811340,9,7,0.28990035,0.00000000
d1,1,adx25+atr_expand,323,69,1.47656906,1.44373347,8,6,0.31125992,0.12500000
d1,1,adx_up3+volatility+mtf_macd_rising,409,95,1.47448052,1.48071715,10,8,0.29988095,0.12500000
d1,1,price200_bull+pin_bull+mtf_price200_bull+cross_group_return_up,150,32,1.47152513,1.10110301,4,3,0.27976190,0.16666667
d1,1,price200_bull+adx25+atr_expand+mtf_volatility,190,45,1.43141778,1.33049947,3,2,0.31944444,0.12500000
d1,1,trend_bull+adx25+bb_expand+mtf_volatility,313,69,1.42300040,1.06814746,8,5,0.23898810,0.00000000
d1,1,trend_bull+adx_up3+volatility,341,70,1.42174480,1.26559706,7,2,0.21598639,0.00000000
d1,1,adx_up3+volatility+mtf_volatility+cross_target_relative_up,200,33,1.41897066,1.52616116,3,2,0.51428571,0.14285714
d1,1,sma_stack_bull+atr_expand+mtf_price200_bull,150,31,1.41897066,2.11314621,2,0,0.13392857,0.12500000
d1,1,trend_bull+volatility+mtf_volatility,895,147,1.41368586,1.25885719,10,8,0.31807359,0.00000000
d1,1,trend_bull+adx25+atr_expand,176,46,1.41090833,1.43693943,4,2,0.28541667,0.12500000
d1,1,trend_bull+bb_expand+close_near_high+mtf_volatility,179,39,1.40928185,1.75625930,4,4,0.44642857,0.20000000
d1,1,trend_bull+adx25+volatility+mtf_volatility,487,89,1.40828711,1.08340671,7,5,0.33902297,0.00000000
d1,1,rsi_cross50_up+volatility+mtf_macd_rising,185,39,1.40618714,1.99574920,2,1,0.17142857,0.14285714
d1,1,sma_stack_bull+adx_up3+volatility+mtf_price200_bull,222,39,1.40263617,1.07878335,3,1,0.11111111,0.00000000
d1,1,rsi_cross50_up+volatility+close_near_high,166,31,1.40092485,2.05277061,1,1,0.20000000,0.20000000
d1,1,trend_bull+atr_expand+mtf_volatility,283,82,1.39278628,1.72047345,8,6,0.28613782,0.00000000
d1,1,price200_bull+adx25+atr_expand,204,46,1.39114771,1.33049947,3,2,0.31944444,0.12500000
d1,1,adx25+volatility+mtf_volatility,973,163,1.38947967,1.16064847,12,10,0.36422333,0.00000000
d1,1,trend_bull+adx_up3+bb_expand+mtf_macd_rising,247,62,1.38833162,1.12260893,6,5,0.27890212,0.14285714
d1,1,adx_up3+volatility,853,189,1.38163419,1.46167547,12,8,0.29008661,0.00000000
d1,1,price200_bull+adx25+volatility+mtf_volatility,586,99,1.37888219,1.02346113,7,5,0.33683349,0.09090909
d1,1,price200_bull+volatility+mtf_volatility,1080,166,1.37590520,1.29594104,11,8,0.31407057,0.08333333
d1,1,trend_bull+bb_expand+mtf_volatility,604,137,1.37041869,1.36418300,10,7,0.25503340,0.00000000
d1,1,sma_stack_bull+adx25+mtf_volatility,737,159,1.36377778,0.95970453,10,6,0.25771173,0.00000000
d1,1,sma_stack_bull+breakout20_up+close_near_high+elliott_impulse_bull,246,53,1.36192984,1.31227345,6,5,0.26150794,0.00000000
d1,1,sma_stack_bull+breakout_up20+close_near_high+elliott_impulse_bull,246,53,1.36192984,1.31227345,6,5,0.26150794,0.00000000
d1,1,sma_stack_bull+channel_breakout_up+close_near_high+elliott_impulse_bull,246,53,1.36192984,1.31227345,6,5,0.26150794,0.00000000
d1,1,trend_bull+breakout20_up+close_near_high+cross_group_return_up,246,52,1.36192984,1.22405951,6,5,0.29036797,0.00000000
d1,1,trend_bull+breakout_up20+close_near_high+cross_group_return_up,246,52,1.36192984,1.22405951,6,5,0.29036797,0.00000000
d1,1,trend_bull+channel_breakout_up+close_near_high+cross_group_return_up,246,52,1.36192984,1.22405951,6,5,0.29036797,0.00000000
d1,1,sma_stack_bull+adx_up3+bb_expand+mtf_macd_rising,200,68,1.35984689,1.08859047,7,5,0.27358277,0.14285714
d1,1,adx25+volatility+mtf_macd_rising+cross_target_relative_up,326,68,1.35416423,1.04126045,6,4,0.33898509,0.00000000
d1,1,adx25+bb_expand+mtf_volatility,670,135,1.35308148,1.08859047,10,7,0.33476063,0.16666667
d1,1,trend_bull+bb_expand+breakout20_up+close_near_high,263,34,1.34883143,1.28298163,4,3,0.30000000,0.00000000
d1,1,trend_bull+bb_expand+breakout_up20+close_near_high,263,34,1.34883143,1.28298163,4,3,0.30000000,0.00000000
d1,1,trend_bull+bb_expand+channel_breakout_up+close_near_high,263,34,1.34883143,1.28298163,4,3,0.30000000,0.00000000
d1,1,price200_bull+atr_expand+mtf_volatility,323,85,1.34233551,1.67758629,8,4,0.25178571,0.00000000
d1,1,sma_stack_bull+bb_expand+close_near_high+mtf_volatility,150,39,1.34013896,1.81431746,4,3,0.43214286,0.14285714
d1,1,sma_stack_bull+volatility+mtf_macd_rising,855,177,1.33691193,1.21363127,9,5,0.27873364,0.07692308
d1,1,price200_bull+adx_up3+volatility,466,101,1.33641729,1.36695151,9,3,0.20234087,0.00000000
d1,1,price200_bull+adx_up3+volatility+mtf_macd_rising,192,49,1.33439082,1.59659936,5,3,0.25738095,0.12500000
d1,1,trend_bull+breakout20_up+close_near_high+elliott_impulse_bull,370,67,1.33161661,1.25034890,6,5,0.23604497,0.00000000
d1,1,trend_bull+breakout_up20+close_near_high+elliott_impulse_bull,370,67,1.33161661,1.25034890,6,5,0.23604497,0.00000000
d1,1,trend_bull+channel_breakout_up+close_near_high+elliott_impulse_bull,370,67,1.33161661,1.25034890,6,5,0.23604497,0.00000000
d1,1,trend_bull+atr_expand,305,84,1.33109270,1.75896540,8,5,0.27624199,0.00000000
d1,1,price200_bull+adx25+bb_expand+mtf_volatility,388,84,1.33079293,0.96346513,8,4,0.25431548,0.00000000
d1,1,rsi_cross50_up+volatility,261,55,1.32896358,1.99574920,4,1,0.26934524,0.14285714
d1,1,sma_stack_bull+mtf_volatility,1559,346,1.32481760,1.10929981,11,5,0.22196776,0.00000000
d1,1,trend_bull+adx_up3+mtf_volatility,441,101,1.32279956,0.95251667,9,5,0.23206516,0.09090909
d1,1,sma_stack_bull+adx_up3+mtf_macd_rising,307,96,1.32242109,0.81876890,9,6,0.21216837,0.00000000
d1,1,sma_stack_bull+volatility,1655,348,1.32180047,1.15009276,10,5,0.27216128,0.06250000
d1,1,price200_bull+atr_expand,346,89,1.32145630,1.71064217,9,5,0.26682947,0.00000000
d1,1,trend_bull+bb_expand+elliott_impulse_bull+cross_group_bull,191,26,1.32074058,1.30971041,1,0,0.00000000,0.00000000
d1,1,adx25+bb_expand+close_near_high+mtf_volatility,194,36,1.32063421,0.70438207,4,3,0.38333333,0.00000000
d1,1,trend_bull+bb_expand+breakout20_up,409,53,1.32028648,1.10241385,4,2,0.28571429,0.00000000
d1,1,trend_bull+bb_expand+breakout_up20,409,53,1.32028648,1.10241385,4,2,0.28571429,0.00000000
d1,1,trend_bull+bb_expand+channel_breakout_up,409,53,1.32028648,1.10241385,4,2,0.28571429,0.00000000
d1,1,trend_bull+bb_expand+breakout20_up+mtf_price200_bull,409,53,1.32028648,1.10241385,4,2,0.28571429,0.00000000
d1,1,trend_bull+bb_expand+breakout_up20+mtf_price200_bull,409,53,1.32028648,1.10241385,4,2,0.28571429,0.00000000
d1,1,trend_bull+bb_expand+channel_breakout_up+mtf_price200_bull,409,53,1.32028648,1.10241385,4,2,0.28571429,0.00000000
d1,1,adx_up3+bb_expand+close_near_high+mtf_macd_rising,317,69,1.31800640,1.25106666,7,5,0.17448980,0.00000000
d1,1,adx_up3+bb_expand+mtf_volatility,759,171,1.31386173,1.25606593,12,9,0.26510507,0.00000000
d1,1,trend_bull+adx_up3+bb_expand+mtf_volatility,312,77,1.31386173,1.04695040,8,4,0.26073232,0.00000000
d1,1,trend_bull+bb_expand+close_near_high+elliott_impulse_bull,234,30,1.31386173,1.44373347,4,3,0.30000000,0.00000000
d1,1,sma_stack_bull+volatility+mtf_price200_bull,1213,238,1.31277858,1.14735379,8,4,0.24512254,0.00000000
d1,1,price200_bull+volatility+mtf_macd_rising,1245,250,1.31069579,1.18194856,11,7,0.24002329,0.00000000
d1,1,trend_bull+bb_expand+retest_up,407,51,1.30740540,1.08506753,4,2,0.31071429,0.00000000
d1,1,trend_bull+bb_expand+breakout20_up+retest_up,407,51,1.30740540,1.08506753,4,2,0.31071429,0.00000000
d1,1,trend_bull+bb_expand+breakout_up20+retest_up,407,51,1.30740540,1.08506753,4,2,0.31071429,0.00000000
d1,1,trend_bull+bb_expand+channel_breakout_up+retest_up,407,51,1.30740540,1.08506753,4,2,0.31071429,0.00000000
d1,1,trend_bull+bb_expand+retest_up+mtf_price200_bull,407,51,1.30740540,1.08506753,4,2,0.31071429,0.00000000
d1,1,rsi_cross50_up+volatility+mtf_price200_bull,199,42,1.30725941,1.64866239,3,1,0.36984127,0.14285714
d1,1,trend_bull+atr_expand+mtf_price200_bull,184,35,1.30672117,1.81431746,3,1,0.22261905,0.12500000
d1,1,trend_bull+bb_expand+breakout20_up+elliott_impulse_bull,365,47,1.30666248,1.06439957,4,2,0.31071429,0.00000000
d1,1,trend_bull+bb_expand+breakout_up20+elliott_impulse_bull,365,47,1.30666248,1.06439957,4,2,0.31071429,0.00000000
d1,1,trend_bull+bb_expand+channel_breakout_up+elliott_impulse_bull,365,47,1.30666248,1.06439957,4,2,0.31071429,0.00000000
d1,1,trend_bull+breakout20_up+close_near_high,435,80,1.30480061,1.16922681,6,4,0.20897436,0.00000000
d1,1,trend_bull+breakout_up20+close_near_high,435,80,1.30480061,1.16922681,6,4,0.20897436,0.00000000
d1,1,trend_bull+channel_breakout_up+close_near_high,435,80,1.30480061,1.16922681,6,4,0.20897436,0.00000000
d1,1,trend_bull+breakout20_up+close_near_high+mtf_price200_bull,435,80,1.30480061,1.16922681,6,4,0.20897436,0.00000000
d1,3,volatility+pin_bull,166,36,1.52254539,1.51912250,4,4,0.68898810,0.62500000
d1,3,pin_bull+mtf_volatility,161,27,1.45769874,1.34530662,3,3,0.78888889,0.70000000
d1,3,sma_stack_bull+adx_up3+volatility+mtf_volatility,200,57,1.44424306,1.34739561,7,4,0.45634921,0.00000000
d1,3,pin_bull+mtf_di_bull,189,26,1.43278081,1.37733773,3,2,0.62010582,0.40000000
d1,3,sma_stack_bull+pin_bull,195,63,1.41955514,1.37733773,4,4,0.62845763,0.57142857
d1,3,trend_bull+pin_bull,246,64,1.39434035,1.35229523,4,4,0.64285289,0.53846154
d1,3,trend_bull+adx_up3+volatility+mtf_volatility,206,47,1.39244038,1.43031226,6,3,0.46296296,0.00000000
d1,3,pin_bull+cross_group_return_up,211,42,1.38796397,1.24821232,4,4,0.60934343,0.54545455
d1,3,price200_bull+pin_bull+mtf_di_bull,155,25,1.38471333,1.29863272,3,2,0.61547619,0.40000000
d1,3,pin_bull+mtf_price200_bull+cross_group_return_up,164,32,1.38210930,1.23960396,4,4,0.57341270,0.50000000
d1,3,price200_bull+pin_bull+cross_group_return_up,179,40,1.37835115,1.13986571,4,4,0.58636364,0.50000000
d1,3,sma_stack_bull+pin_bull+mtf_price200_bull,150,44,1.37737995,1.37733773,4,3,0.54318598,0.42857143
d1,3,price200_bull+pin_bull+mtf_price200_bull+cross_group_return_up,150,32,1.37737995,1.13986571,4,4,0.57341270,0.50000000
d1,3,adx_up3+atr_expand+mtf_volatility,218,59,1.37100036,1.73097850,6,4,0.44120370,0.00000000
d1,3,pin_bull+cross_group_bull,185,37,1.36617587,1.25756924,4,4,0.62594697,0.54545455
d1,3,price200_bull+pin_bull,327,81,1.36179901,1.43031226,4,4,0.64594474,0.52941176
d1,3,adx_up3+atr_expand,229,60,1.35770060,1.68542644,6,3,0.42929894,0.00000000
d1,3,price200_bull+pin_bull+cross_group_bull,159,35,1.34987777,1.13986571,4,4,0.59866522,0.50000000
d1,3,trend_bull+pin_bull+mtf_price200_bull,204,48,1.34709490,1.33682780,4,4,0.58981296,0.54545455
d1,3,sma_stack_bull+adx25+atr_expand,155,45,1.34588959,1.21529800,4,4,0.72638889,0.55555556
d1,3,pin_bull+cross_target_relative_up,179,30,1.34473283,1.44620462,4,4,0.64206349,0.44444444
d1,3,pin_bull+mtf_price200_bull,270,53,1.34469133,1.47167593,4,4,0.59240759,0.53846154
d1,3,adx_up3+volatility+mtf_volatility,546,120,1.33726209,1.53037526,11,8,0.60902734,0.16666667
d1,3,price200_bull+pin_bull+mtf_price200_bull,243,53,1.33726209,1.43287555,4,4,0.59240759,0.53846154
d1,3,price200_bull+adx_up3+volatility+mtf_volatility,278,60,1.32764150,1.48328679,6,4,0.54113757,0.25000000
d1,3,adx25+pin_bull,204,36,1.32742928,1.40488449,4,4,0.73819444,0.62500000
d1,3,adx25+volatility+inside_bar+mtf_volatility,202,30,1.32071182,1.52704836,1,0,0.20000000,0.20000000
d1,3,sma_stack_bull+adx_up3+volatility,297,82,1.31700054,1.52232065,7,4,0.49515088,0.00000000
d1,3,adx_up3+volatility+mtf_volatility+cross_target_relative_up,200,33,1.30383054,1.51912250,3,3,0.79047619,0.57142857
d1,3,sma_stack_bull+volatility+inside_bar+mtf_volatility,166,34,1.29295522,1.23960396,2,1,0.51428571,0.42857143
d1,3,trend_bull+adx_up3+volatility,341,70,1.28824222,1.56210255,7,4,0.53117914,0.16666667
d1,3,sma_stack_bull+atr_expand+mtf_volatility,238,83,1.28107461,1.42037954,6,5,0.55749459,0.00000000
d1,3,sma_stack_bull+adx_up3+volatility+mtf_price200_bull,222,39,1.27401321,1.50762644,3,2,0.40740741,0.00000000
d1,3,trend_bull+adx25+atr_expand+mtf_volatility,164,46,1.27202979,1.15696370,4,4,0.72083333,0.50000000
d1,3,sma_stack_bull+adx25+volatility+mtf_volatility,428,89,1.27008654,0.91446194,7,4,0.50636206,0.00000000
d1,3,trend_bull+adx25+atr_expand,176,46,1.26508033,1.15696370,4,4,0.72083333,0.50000000
d1,3,sma_stack_bull+close_near_high+elliott_impulse_bull+cross_group_bull,162,38,1.26296975,0.96176169,4,4,0.77291667,0.62500000
d1,3,price200_bull+adx25+atr_expand,204,46,1.25859962,1.11908691,3,3,0.68518519,0.55555556
d1,3,price200_bull+volatility+nr7,212,53,1.25841409,1.35766148,5,5,0.88285714,0.70000000
d1,3,price200_bull+adx_up3+volatility+close_near_high,166,31,1.25670413,1.31473147,1,1,0.62500000,0.62500000
d1,3,price200_bull+adx25+atr_expand+mtf_volatility,190,45,1.25632254,1.11908691,3,3,0.68518519,0.55555556
d1,3,sma_stack_bull+atr_expand,251,84,1.25468216,1.43355560,6,5,0.55035173,0.00000000
d1,3,adx25+atr_expand+mtf_volatility,303,67,1.25120067,1.18685486,8,6,0.57986111,0.20000000
d1,3,trend_bull+adx_up3+volatility+mtf_price200_bull,279,48,1.25098712,1.54950495,5,2,0.36825397,0.00000000
d1,3,sma_stack_bull+adx_up3+bb_expand+close_near_high,170,39,1.25073337,1.10678925,3,3,0.61851852,0.50000000
d1,3,price200_bull+volatility+inside_bar+mtf_volatility,225,34,1.24811129,1.50255026,1,1,0.50000000,0.50000000
d1,3,adx_up3+volatility+inside_bar,169,45,1.24626497,1.35359053,4,2,0.47321429,0.00000000
d1,3,trend_bull+volatility+close_near_high+cross_target_relative_up,211,26,1.24536493,1.29125413,2,2,0.57142857,0.57142857
d1,3,sma_stack_bull+adx25+bb_expand+mtf_volatility,253,70,1.24476373,0.91044359,7,5,0.57828131,0.00000000
d1,3,price200_bull+adx_up3+volatility,466,101,1.24399810,1.41507301,9,7,0.55098605,0.11111111
d1,3,sma_stack_bull+adx25+inside_bar+mtf_volatility,168,29,1.24174337,1.03300330,1,1,0.80000000,0.80000000
d1,3,trend_bull+bb_expand+elliott_impulse_bull+cross_group_bull,191,26,1.23924288,0.83931518,1,0,0.20000000,0.20000000
d1,3,sma_stack_bull+adx_up3+mtf_volatility,339,98,1.23667158,0.85222772,8,6,0.54311418,0.00000000
d1,3,adx25+atr_expand,323,69,1.23582890,1.18685486,8,6,0.59057540,0.20000000
d1,3,adx_up3+bb_expand+inside_bar+mtf_volatility,156,36,1.23439578,1.37733773,4,3,0.65833333,0.40000000
d1,3,trend_bull+volatility+inside_bar+mtf_volatility,187,27,1.23357065,1.37733773,1,1,0.50000000,0.50000000
d1,3,sma_stack_bull+volatility+mtf_volatility,784,148,1.23321491,1.13537300,10,6,0.46663492,0.00000000
d1,3,adx25+volatility+elliott_pullback_bull+mtf_di_bull,241,44,1.23183479,1.19610908,4,3,0.59444444,0.33333333
d1,3,sma_stack_bull+elliott_wave5_bull+cross_group_bull,202,40,1.23134034,0.85561890,5,3,0.47333333,0.20000000
d1,3,sma_stack_bull+elliott_wave5_bull+mtf_price200_bull+cross_group_bull,202,40,1.23134034,0.85561890,5,3,0.47333333,0.20000000
d1,3,volatility+nr7,378,80,1.23113018,1.26255959,11,11,0.78225108,0.50000000
d1,3,adx_up3+volatility,853,189,1.22987352,1.36763817,12,11,0.61380074,0.11111111
d1,3,sma_stack_bull+adx_up3+bb_expand+mtf_volatility,248,83,1.22941837,0.97863471,7,5,0.52499564,0.00000000
d1,3,sma_stack_bull+elliott_wave5_bull+mtf_di_bull+cross_group_bull,196,39,1.22809784,0.86083608,5,3,0.48666667,0.20000000
d1,3,volatility+inside_bar+mtf_volatility,361,57,1.22798444,1.59645965,7,3,0.50340136,0.20000000
d1,3,trend_bull+atr_expand+mtf_volatility,283,82,1.22621736,1.31796973,8,5,0.54287587,0.20000000
d1,3,price200_bull+volatility+nr7+mtf_price200_bull,167,30,1.22515629,1.37733773,2,2,0.85000000,0.70000000
d1,3,trend_bull+adx_up3+bb_expand+close_near_high,231,41,1.22437633,1.10187019,3,3,0.62380952,0.50000000
d1,3,adx_up3+inside_bar+mtf_volatility,213,50,1.22425403,1.23960396,5,4,0.63166667,0.33333333
d1,3,price200_bull+volatility+inside_bar+mtf_price200_bull,354,56,1.22393480,1.22082208,6,3,0.37272727,0.00000000
d1,3,trend_bull+adx25+volatility+mtf_volatility,487,89,1.22330649,1.00348892,7,4,0.52983858,0.16666667
d1,3,sma_stack_bull+volatility+inside_bar+mtf_price200_bull,246,44,1.22310557,1.09624840,5,2,0.41298701,0.00000000
d1,3,sma_stack_bull+elliott_impulse_bull+cross_group_bull,228,54,1.22289099,0.84518452,6,4,0.56250000,0.16666667
d1,3,sma_stack_bull+adx_up3+volatility+mtf_di_bull,187,29,1.22284394,1.49607375,2,1,0.61666667,0.40000000
d1,3,sma_stack_bull+volatility+close_near_high,435,106,1.22198088,1.18057520,8,6,0.48272196,0.00000000
d1,3,sma_stack_bull+elliott_impulse_bull+mtf_di_bull+cross_group_bull,220,53,1.22177127,0.84957281,6,4,0.57260101,0.16666667
d1,3,sma_stack_bull+volatility+close_near_high+mtf_volatility,202,39,1.22141018,1.25047768,4,4,0.59166667,0.50000000
d1,3,trend_bull+volatility+elliott_wave5_bull+mtf_di_bull,184,27,1.22097843,0.94691969,2,1,0.37500000,0.25000000
d1,3,trend_bull+volatility+nr7,171,38,1.21995840,1.30081897,4,3,0.73333333,0.40000000
d1,3,sma_stack_bull+elliott_impulse_bull+mtf_price200_bull+cross_group_bull,227,54,1.21944164,0.84518452,6,4,0.56250000,0.16666667
d1,3,sma_stack_bull+volatility+close_near_high+cross_target_relative_up,163,27,1.21830319,1.25436115,3,3,0.60317460,0.57142857
d1,3,sma_stack_bull+volatility+close_near_high+mtf_price200_bull,364,79,1.21786369,1.14778144,6,4,0.48184524,0.20000000
d1,3,adx_up3+volatility+close_near_high,249,55,1.21642516,1.25976012,5,5,0.73642857,0.60000000
d1,3,adx25+volatility+mtf_volatility,973,163,1.21631752,1.09893968,12,9,0.59557628,0.00000000
d1,3,trend_bull+volatility+close_near_high+mtf_volatility,236,36,1.21543525,1.29125413,3,3,0.62222222,0.60000000
d1,3,trend_bull+volatility+close_near_high,548,109,1.21524913,1.18417452,9,6,0.46743827,0.00000000
d1,3,trend_bull+bb_expand+close_near_high+mtf_price200_bull,393,63,1.21476480,1.08219393,6,4,0.47023810,0.20000000
