timeframe,period,from_target,to_target,condition,samples,exit_precision,baseline_exit_precision,lift,wilson95_lower,exit_price_from_target_pips_mean,future_mfe_from_exit_pips_mean,future_mae_from_exit_pips_mean,bars_after_target_mean
h4,discovery,50,100,price20_cross_down+di_spread_down3,4407,0.97163603,0.72833484,1.33405130,0.96630892,-66.85085092,32.20835035,-32.57901066,3.56387565
h4,validation,50,100,price20_cross_down+di_spread_down3,993,0.97280967,0.71882535,1.35333245,0.96072838,-64.68036254,31.92366566,-33.63766365,3.75226586
h4,oos,50,100,price20_cross_down+di_spread_down3,711,0.99437412,0.75698588,1.31359665,0.98562475,-88.42939522,31.49985935,-37.26905767,3.83966245
h4,discovery,50,100,price20_cross_down,8671,0.92607542,0.72833484,1.27149681,0.92037753,-51.40380579,36.26896552,-37.45586438,2.92077038
h4,validation,50,100,price20_cross_down,1950,0.89692308,0.71882535,1.24776217,0.88263789,-48.15558974,39.45128205,-36.89225641,3.04307692
h4,oos,50,100,price20_cross_down,1224,0.95424837,0.75698588,1.26058938,0.94105389,-64.90555556,32.75326797,-35.70400327,3.21977124
h4,discovery,50,100,mtf_trend_bull+adx_down3+di_spread_down3,1435,0.91567944,0.72833484,1.25722318,0.90016928,-48.61114983,31.59351916,-33.60104530,3.62578397
h4,validation,50,100,mtf_trend_bull+adx_down3+di_spread_down3,324,0.90123457,0.71882535,1.25376014,0.86389755,-49.37006173,36.91851852,-24.73179012,3.82098765
h4,oos,50,100,mtf_trend_bull+adx_down3+di_spread_down3,337,0.93471810,0.75698588,1.23478934,0.90314026,-31.41038576,23.91750742,-29.16409496,3.68249258
h4,discovery,50,100,adx_down3+di_spread_down3,3157,0.90370605,0.72833484,1.24078378,0.89291977,-45.81628128,31.50110865,-30.62293316,3.64523282
h4,validation,50,100,adx_down3+di_spread_down3,683,0.91508053,0.71882535,1.27302206,0.89178269,-48.21991215,31.78843338,-29.08491947,3.76427526
h4,oos,50,100,adx_down3+di_spread_down3,574,0.93205575,0.75698588,1.23127230,0.90846512,-30.10818815,23.27944251,-23.18972125,3.79268293
h4,discovery,50,100,rsi_down3,18202,0.89775849,0.72833484,1.23261781,0.89327291,-34.01830019,32.67415669,-34.54703879,3.14602791
h4,validation,50,100,rsi_down3,4202,0.89148025,0.71882535,1.24019034,0.88171580,-30.71332699,32.04364588,-33.71004284,3.26963351
h4,oos,50,100,rsi_down3,2804,0.92047076,0.75698588,1.21596819,0.90987138,-26.66754636,27.30813124,-36.57849501,3.28281027
h4,discovery,50,100,di_spread_down3+macd_accel_down,15907,0.89690074,0.72833484,1.23144012,0.89207894,-35.44381719,30.97435091,-32.68816244,3.42220406
h4,validation,50,100,di_spread_down3+macd_accel_down,3615,0.89156293,0.71882535,1.24030536,0.88100832,-31.40691563,30.09134163,-33.56887967,3.49709544
h4,oos,50,100,di_spread_down3+macd_accel_down,2404,0.90599002,0.75698588,1.19683872,0.89366743,-28.25224626,25.71118968,-34.54317804,3.54700499
h4,discovery,50,100,di_spread_down3,16876,0.88397725,0.72833484,1.21369623,0.87905786,-33.06778265,31.58494311,-33.28820218,3.36495615
h4,validation,50,100,di_spread_down3,3917,0.87720194,0.71882535,1.22032695,0.86655257,-28.91838141,31.09200919,-33.31033955,3.44396222
h4,oos,50,100,di_spread_down3,2591,0.89810884,0.75698588,1.18642746,0.88586530,-25.66773447,25.52601312,-33.80787341,3.49710536
h4,discovery,50,100,price20_cross_down+adx_down3,2463,0.87373122,0.72833484,1.19962849,0.86002898,-36.73507917,39.36207877,-39.11522533,2.85221275
h4,validation,50,100,price20_cross_down+adx_down3,458,0.89519651,0.71882535,1.24536024,0.86378164,-38.11244541,38.85043668,-39.79017467,3.15720524
h4,oos,50,100,price20_cross_down+adx_down3,358,0.93296089,0.75698588,1.23246802,0.90218941,-32.92458101,30.54413408,-22.39413408,3.37988827
h4,discovery,50,100,adx_down3+macd_accel_down,5523,0.85786710,0.72833484,1.17784714,0.84840909,-32.11104472,35.21124389,-36.33108818,3.07604563
h4,validation,50,100,adx_down3+macd_accel_down,1098,0.86247723,0.71882535,1.19984254,0.84083900,-33.81530055,32.47304189,-33.43123862,3.21584699
h4,oos,50,100,adx_down3+macd_accel_down,1102,0.87023593,0.75698588,1.14960656,0.84910207,-16.86388385,27.56052632,-32.77431942,3.08076225
h4,discovery,50,100,strong_close_bear+adx_down3,3280,0.82134146,0.72833484,1.12769762,0.80785837,-28.19496951,37.66737805,-38.68536585,2.70182927
h4,validation,50,100,strong_close_bear+adx_down3,664,0.78162651,0.71882535,1.08736637,0.74863108,-23.11521084,41.11325301,-35.98343373,2.97439759
h4,oos,50,100,strong_close_bear+adx_down3,571,0.80910683,0.75698588,1.06885326,0.77484769,-14.57548161,31.80525394,-34.69947461,2.85288967
h4,discovery,50,100,ema20_slope_down3,9214,0.81538962,0.72833484,1.11952578,0.80733675,-47.22387671,43.86137400,-48.17540699,2.11851530
h4,validation,50,100,ema20_slope_down3,2154,0.76694522,0.71882535,1.06694237,0.74862553,-40.49990715,49.15468895,-49.31931291,2.09285051
h4,oos,50,100,ema20_slope_down3,1254,0.80542265,0.75698588,1.06398635,0.78259273,-53.60263158,40.08213716,-46.77902711,2.42264753
h4,discovery,50,100,strong_close_bear,17944,0.80901694,0.72833484,1.11077612,0.80319975,-21.65572893,35.24019171,-35.99456643,2.68591173
h4,validation,50,100,strong_close_bear,4214,0.79283341,0.71882535,1.10295695,0.78033303,-19.05652587,36.30631229,-34.35493593,2.68082582
h4,oos,50,100,strong_close_bear,2818,0.80872960,0.75698588,1.06835492,0.79379189,-14.08782825,30.62633073,-32.75550035,2.77892122
h4,discovery,50,100,close_near_low,21752,0.78981243,0.72833484,1.08440842,0.78434692,-18.14782089,35.78896653,-36.62441155,2.58895734
h4,validation,50,100,close_near_low,5055,0.78140455,0.71882535,1.08705759,0.76979998,-16.89177052,36.67550940,-36.24451039,2.59465875
h4,oos,50,100,close_near_low,3293,0.79289402,0.75698588,1.04743567,0.77871596,-13.83729122,30.95605831,-33.99775281,2.66018828
h4,discovery,50,100,macd_accel_down,28182,0.77393372,0.72833484,1.06260703,0.76901306,-12.37550209,34.72091761,-36.90699028,2.58622525
h4,validation,50,100,macd_accel_down,6456,0.76905204,0.71882535,1.06987330,0.75861367,-12.23959108,36.13841388,-36.49543061,2.51936183
h4,oos,50,100,macd_accel_down,4478,0.80527021,0.75698588,1.06378498,0.79341231,-8.38990621,30.45321572,-37.65806163,2.57302367
h4,discovery,50,100,adx_down3+structure_lh,7093,0.75130410,0.72833484,1.03153669,0.74111040,-17.56753137,38.50383477,-39.36234316,2.36402087
h4,validation,50,100,adx_down3+structure_lh,1531,0.74461137,0.71882535,1.03587244,0.72217421,-15.80150229,39.46721097,-39.47165251,2.52188112
h4,oos,50,100,adx_down3+structure_lh,1329,0.77050414,0.75698588,1.01785800,0.74713573,-7.10895410,32.14710309,-41.69571106,2.41986456
h4,discovery,50,100,structure_lh,31304,0.71674546,0.72833484,0.98408785,0.71172774,-6.28257092,37.08059992,-40.40622285,1.91413238
h4,validation,50,100,structure_lh,7374,0.70355302,0.71882535,0.97875378,0.69302560,-4.21303228,39.21555465,-40.56668023,1.90520749
h4,oos,50,100,structure_lh,4986,0.74689130,0.75698588,0.98666476,0.73463585,-3.60010028,33.06273566,-40.03463698,1.95647814
h4,discovery,50,100,pullback_bull,31532,0.70763034,0.72833484,0.97157284,0.70258485,-5.06687492,37.80553089,-40.17972536,1.88009007
h4,validation,50,100,pullback_bull,7441,0.69896519,0.71882535,0.97237138,0.68844229,-4.06847198,39.63459212,-40.63547910,1.85028894
h4,oos,50,100,pullback_bull,5036,0.73411438,0.75698588,0.96978608,0.72173718,-2.41544877,33.10256156,-41.07716442,1.91600477
h4,discovery,50,100,adx_down3,8699,0.69571215,0.72833484,0.95520922,0.68595876,-11.02765835,40.88397517,-42.03240602,1.92688815
h4,validation,50,100,adx_down3,1943,0.66340710,0.71882535,0.92290444,0.64209157,-8.34966547,43.78080288,-41.33896037,2.09109624
h4,oos,50,100,adx_down3,1590,0.71949686,0.75698588,0.95047592,0.69690639,-3.22094340,33.55616352,-47.34132075,1.84716981
h4,discovery,50,100,nr4,30989,0.69279422,0.72833484,0.95120291,0.68763416,-2.49228113,33.69358482,-36.93985930,2.33053664
h4,validation,50,100,nr4,7281,0.68479604,0.71882535,0.95265985,0.67402938,0.56283478,34.61234721,-38.48463123,2.30476583
h4,oos,50,100,nr4,4837,0.72048791,0.75698588,0.95178513,0.70767015,0.96421336,29.09326029,-39.56882365,2.25366963
h4,discovery,50,100,range_compression+adx_down3,7102,0.68473669,0.72833484,0.94013997,0.67383350,-8.52490848,40.40689946,-42.02358491,2.07040270
h4,validation,50,100,range_compression+adx_down3,1599,0.65540963,0.71882535,0.91177869,0.63176877,-8.41744841,44.68805503,-39.53258286,2.20200125
h4,oos,50,100,range_compression+adx_down3,1361,0.70903747,0.75698588,0.93665878,0.68434510,-1.29522410,34.30646583,-41.43343130,2.17927994
h4,discovery,50,100,range_compression,29604,0.67011215,0.72833484,0.92006055,0.66473451,-3.01497771,40.30811715,-42.34905756,1.55411431
h4,validation,50,100,range_compression,7124,0.66254913,0.71882535,0.92171086,0.65148418,-1.27782145,42.31774284,-41.35613419,1.59769792
h4,oos,50,100,range_compression,4705,0.71604676,0.75698588,0.94591824,0.70299021,-0.36119022,33.60788523,-41.48605739,1.67226355
h4,discovery,50,100,volatility,15711,0.65960155,0.72833484,0.90562955,0.65215398,-5.29116543,39.62004328,-45.00080835,1.38928140
h4,validation,50,100,volatility,3442,0.60952934,0.71882535,0.84795193,0.59311787,-3.03166764,47.03030215,-45.73114468,1.40732132
h4,oos,50,100,volatility,2222,0.71107111,0.75698588,0.93934527,0.69187319,-7.89585959,35.29954995,-50.85963096,1.34473447
h4,discovery,50,100,mtf_di_strong_bull,16946,0.65508085,0.72833484,0.89942265,0.64788959,2.57421810,38.18437389,-40.05850938,1.48017231
h4,validation,50,100,mtf_di_strong_bull,4210,0.66009501,0.71882535,0.91829679,0.64564651,2.98826603,39.87736342,-40.41434679,1.51448931
h4,oos,50,100,mtf_di_strong_bull,2669,0.68340202,0.75698588,0.90279362,0.66550235,3.08149120,35.04552267,-42.82570251,1.49007119
h4,discovery,50,100,mtf_macd_bull,19868,0.65165090,0.72833484,0.89471334,0.64499716,0.28389370,40.17261425,-40.85607006,1.24501711
h4,validation,50,100,mtf_macd_bull,4411,0.67377012,0.71882535,0.93732104,0.65978853,0.45207436,40.37197914,-42.40473815,1.29154387
h4,oos,50,100,mtf_macd_bull,3008,0.72506649,0.75698588,0.95783357,0.70883147,-0.09431516,31.84893617,-41.38713431,1.29587766
h4,discovery,50,100,mtf_adx_rising,19188,0.64462164,0.72833484,0.88506221,0.63782109,0.06051178,39.98571503,-41.73728893,1.44527830
h4,validation,50,100,mtf_adx_rising,4604,0.65421373,0.71882535,0.91011500,0.64035164,1.63019114,41.92287142,-42.83833623,1.54213727
h4,oos,50,100,mtf_adx_rising,3115,0.67993579,0.75698588,0.89821463,0.66334059,3.10417335,34.09483146,-48.10491172,1.44109149
h4,discovery,50,100,mtf_trend_bull,15575,0.63813804,0.72833484,0.87616026,0.63055803,-2.01208347,43.27959551,-47.32263884,1.06426966
