timeframe,direction,threshold_pips,horizon_bars,condition,samples,base_rate,hit_rate,rate_diff,lift
d1,bull,200,5,pdi_gt_mdi,11900,0.09459150,0.09109244,-0.00349906,0.96300875
d1,bull,200,5,mdi_gt_pdi,9743,0.09459150,0.10037976,0.00578826,1.06119223
d1,bull,200,5,atr_high,6213,0.09459150,0.14308708,0.04849558,1.51268436
d1,bull,200,5,atr_low,8126,0.09459150,0.07322176,-0.02136974,0.77408394
d1,bull,200,5,bb_below_mid,10134,0.09459150,0.09670416,0.00211267,1.02233466
d1,bull,200,5,bb_above_mid,11437,0.09459150,0.09460523,0.00001373,1.00014519
d1,bull,200,5,body_ratio_gt60,7360,0.09459150,0.10081522,0.00622372,1.06579579
d1,bull,300,5,ema_stack_bull,9837,0.02981788,0.03110704,0.00128916,1.04323457
d1,bull,300,5,ema_stack_bear,6398,0.02981788,0.02594561,-0.00387227,0.87013586
d1,bull,300,5,price_above_ema20,11727,0.02981788,0.02728746,-0.00253043,0.91513732
d1,bull,300,5,price_above_200,12917,0.02981788,0.03003793,0.00022005,1.00737990
d1,bull,300,5,rsi_lt30,807,0.02981788,0.05452292,0.02470504,1.82853112
d1,bull,300,5,rsi_30_45,5937,0.02981788,0.03385548,0.00403760,1.13540871
d1,bull,300,5,rsi_45_55,6567,0.02981788,0.02664839,-0.00316949,0.89370512
d1,bull,300,5,rsi_55_70,7169,0.02981788,0.02608453,-0.00373335,0.87479490
d1,bull,300,5,rsi_gt70,1151,0.02981788,0.03735882,0.00754094,1.25289982
d1,bull,300,5,macd_hist_pos,11022,0.02981788,0.02585738,-0.00396051,0.86717684
d1,bull,300,5,adx_gt25,7908,0.02981788,0.03490137,0.00508348,1.17048442
d1,bull,300,5,pdi_gt_mdi,11900,0.02981788,0.02621849,-0.00359939,0.87928739
d1,bull,300,5,mdi_gt_pdi,9743,0.02981788,0.03469157,0.00487369,1.16344863
d1,bull,300,5,atr_high,6213,0.02981788,0.05053919,0.02072131,1.69492900
d1,bull,300,5,atr_low,8126,0.02981788,0.02313561,-0.00668227,0.77589731
d1,bull,300,5,bb_below_mid,10134,0.02981788,0.03266232,0.00284444,1.09539388
d1,bull,300,5,bb_above_mid,11437,0.02981788,0.02789193,-0.00192595,0.93540950
d1,bull,300,5,body_ratio_gt60,7360,0.02981788,0.03383152,0.00401364,1.13460514
d1,bull,50,10,ema_stack_bull,9837,0.71209689,0.71769849,0.00560160,1.00786635
d1,bull,50,10,ema_stack_bear,6398,0.71209689,0.70772116,-0.00437572,0.99385516
d1,bull,50,10,price_above_ema20,11727,0.71209689,0.71484608,0.00274920,1.00386071
d1,bull,50,10,price_above_200,12917,0.71209689,0.71874274,0.00664586,1.00933280
d1,bull,50,10,rsi_lt30,807,0.71209689,0.78066914,0.06857226,1.09629625
d1,bull,50,10,rsi_30_45,5937,0.71209689,0.70372242,-0.00837447,0.98823971
d1,bull,50,10,rsi_45_55,6567,0.71209689,0.71950662,0.00740974,1.01040552
d1,bull,50,10,rsi_55_70,7169,0.71209689,0.71432557,0.00222868,1.00312975
d1,bull,50,10,rsi_gt70,1151,0.71209689,0.66116421,-0.05093268,0.92847507
d1,bull,50,10,macd_hist_pos,11022,0.71209689,0.71230267,0.00020578,1.00028898
d1,bull,50,10,adx_gt25,7908,0.71209689,0.71611027,0.00401338,1.00563601
d1,bull,50,10,pdi_gt_mdi,11900,0.71209689,0.70252101,-0.00957588,0.98655256
d1,bull,50,10,mdi_gt_pdi,9743,0.71209689,0.72503336,0.01293647,1.01816673
d1,bull,50,10,atr_high,6213,0.71209689,0.75148881,0.03939193,1.05531822
d1,bull,50,10,atr_low,8126,0.71209689,0.68545410,-0.02664279,0.96258545
d1,bull,50,10,bb_below_mid,10134,0.71209689,0.70692718,-0.00516971,0.99274016
d1,bull,50,10,bb_above_mid,11437,0.71209689,0.71758328,0.00548640,1.00770457
d1,bull,50,10,body_ratio_gt60,7360,0.71209689,0.71521739,0.00312051,1.00438214
d1,bull,100,10,ema_stack_bull,9837,0.47043442,0.48510725,0.01467282,1.03118995
d1,bull,100,10,ema_stack_bear,6398,0.47043442,0.45701782,-0.01341661,0.97148039
d1,bull,100,10,price_above_ema20,11727,0.47043442,0.47309627,0.00266185,1.00565828
d1,bull,100,10,price_above_200,12917,0.47043442,0.48176821,0.01133379,1.02409218
d1,bull,100,10,rsi_lt30,807,0.47043442,0.55390335,0.08346892,1.17742945
d1,bull,100,10,rsi_30_45,5937,0.47043442,0.45359609,-0.01683833,0.96420685
d1,bull,100,10,rsi_45_55,6567,0.47043442,0.47464596,0.00421153,1.00895243
d1,bull,100,10,rsi_55_70,7169,0.47043442,0.48054122,0.01010680,1.02148396
d1,bull,100,10,rsi_gt70,1151,0.47043442,0.42484796,-0.04558647,0.90309709
d1,bull,100,10,macd_hist_pos,11022,0.47043442,0.46897115,-0.00146327,0.99688952
d1,bull,100,10,adx_gt25,7908,0.47043442,0.46497218,-0.00546224,0.98838894
d1,bull,100,10,pdi_gt_mdi,11900,0.47043442,0.46436975,-0.00606468,0.98710835
d1,bull,100,10,mdi_gt_pdi,9743,0.47043442,0.47952376,0.00908934,1.01932116
d1,bull,100,10,atr_high,6213,0.47043442,0.54498632,0.07455190,1.15847458
d1,bull,100,10,atr_low,8126,0.47043442,0.42665518,-0.04377924,0.90693869
d1,bull,100,10,bb_below_mid,10134,0.47043442,0.46092362,-0.00951080,0.97978294
d1,bull,100,10,bb_above_mid,11437,0.47043442,0.48045816,0.01002374,1.02130741
d1,bull,100,10,body_ratio_gt60,7360,0.47043442,0.47635870,0.00592427,1.01259319
d1,bull,150,10,ema_stack_bull,9837,0.30317904,0.32642066,0.02324161,1.07665969
d1,bull,150,10,ema_stack_bear,6398,0.30317904,0.27180369,-0.03137536,0.89651212
d1,bull,150,10,price_above_ema20,11727,0.30317904,0.30723970,0.00406066,1.01339360
d1,bull,150,10,price_above_200,12917,0.30317904,0.31950143,0.01632239,1.05383745
d1,bull,150,10,rsi_lt30,807,0.30317904,0.35439901,0.05121996,1.16894296
d1,bull,150,10,rsi_30_45,5937,0.30317904,0.29307731,-0.01010173,0.96668064
d1,bull,150,10,rsi_45_55,6567,0.30317904,0.30379169,0.00061264,1.00202072
d1,bull,150,10,rsi_55_70,7169,0.30317904,0.31175896,0.00857992,1.02829984
d1,bull,150,10,rsi_gt70,1151,0.30317904,0.28496959,-0.01820945,0.93993829
d1,bull,150,10,macd_hist_pos,11022,0.30317904,0.29822174,-0.00495731,0.98364891
d1,bull,150,10,adx_gt25,7908,0.30317904,0.30475468,0.00157563,1.00519704
d1,bull,150,10,pdi_gt_mdi,11900,0.30317904,0.29907563,-0.00410341,0.98646538
d1,bull,150,10,mdi_gt_pdi,9743,0.30317904,0.31078723,0.00760819,1.02509470
d1,bull,150,10,atr_high,6213,0.30317904,0.38966683,0.08648778,1.28526966
d1,bull,150,10,atr_low,8126,0.30317904,0.25670687,-0.04647218,0.84671705
d1,bull,150,10,bb_below_mid,10134,0.30317904,0.29553977,-0.00763928,0.97480275
d1,bull,150,10,bb_above_mid,11437,0.30317904,0.31249454,0.00931549,1.03072604
d1,bull,150,10,body_ratio_gt60,7360,0.30317904,0.31168478,0.00850574,1.02805516
d1,bull,200,10,ema_stack_bull,9837,0.19170604,0.21591949,0.02421345,1.12630508
d1,bull,200,10,ema_stack_bear,6398,0.19170604,0.15676774,-0.03493830,0.81775065
d1,bull,200,10,price_above_ema20,11727,0.19170604,0.19314403,0.00143799,1.00750099
d1,bull,200,10,price_above_200,12917,0.19170604,0.20763335,0.01592731,1.08308194
d1,bull,200,10,rsi_lt30,807,0.19170604,0.23296159,0.04125554,1.21520211
d1,bull,200,10,rsi_30_45,5937,0.19170604,0.18241536,-0.00929068,0.95153684
d1,bull,200,10,rsi_45_55,6567,0.19170604,0.19415258,0.00244654,1.01276193
d1,bull,200,10,rsi_55_70,7169,0.19170604,0.19430883,0.00260279,1.01357697
d1,bull,200,10,rsi_gt70,1151,0.19170604,0.20243267,0.01072663,1.05595351
d1,bull,200,10,macd_hist_pos,11022,0.19170604,0.18571947,-0.00598657,0.96877213
d1,bull,200,10,adx_gt25,7908,0.19170604,0.19891249,0.00720645,1.03759116
d1,bull,200,10,pdi_gt_mdi,11900,0.19170604,0.18882353,-0.00288251,0.98496390
d1,bull,200,10,mdi_gt_pdi,9743,0.19170604,0.19778302,0.00607698,1.03169948
d1,bull,200,10,atr_high,6213,0.19170604,0.26525028,0.07354424,1.38363027
d1,bull,200,10,atr_low,8126,0.19170604,0.15345804,-0.03824801,0.80048618
d1,bull,200,10,bb_below_mid,10134,0.19170604,0.18965858,-0.00204747,0.98931976
d1,bull,200,10,bb_above_mid,11437,0.19170604,0.19620530,0.00449926,1.02346956
d1,bull,200,10,body_ratio_gt60,7360,0.19170604,0.19918478,0.00747874,1.03901150
d1,bull,300,10,ema_stack_bull,9837,0.08188449,0.09474433,0.01285984,1.15704858
d1,bull,300,10,ema_stack_bear,6398,0.08188449,0.06220694,-0.01967755,0.75969136
d1,bull,300,10,price_above_ema20,11727,0.08188449,0.08083909,-0.00104540,0.98723323
d1,bull,300,10,price_above_200,12917,0.08188449,0.09011380,0.00822931,1.10049905
d1,bull,300,10,rsi_lt30,807,0.08188449,0.10532838,0.02344389,1.28630436
d1,bull,300,10,rsi_30_45,5937,0.08188449,0.08135422,-0.00053027,0.99352416
d1,bull,300,10,rsi_45_55,6567,0.08188449,0.08268616,0.00080167,1.00979023
d1,bull,300,10,rsi_55_70,7169,0.08188449,0.08006695,-0.00181754,0.97780367
d1,bull,300,10,rsi_gt70,1151,0.08188449,0.08601216,0.00412767,1.05040849
d1,bull,300,10,macd_hist_pos,11022,0.08188449,0.07602976,-0.00585473,0.92850012
d1,bull,300,10,adx_gt25,7908,0.08188449,0.08801214,0.00612765,1.07483285
d1,bull,300,10,pdi_gt_mdi,11900,0.08188449,0.07722689,-0.00465760,0.94311988
d1,bull,300,10,mdi_gt_pdi,9743,0.08188449,0.08888433,0.00699984,1.08548429
d1,bull,300,10,atr_high,6213,0.08188449,0.12747465,0.04559016,1.55676185
d1,bull,300,10,atr_low,8126,0.08188449,0.06300763,-0.01887686,0.76946965
d1,bull,300,10,bb_below_mid,10134,0.08188449,0.08367871,0.00179422,1.02191154
d1,bull,300,10,bb_above_mid,11437,0.08188449,0.08183964,-0.00004485,0.99945232
d1,bull,300,10,body_ratio_gt60,7360,0.08188449,0.08573370,0.00384921,1.04700775
d1,bull,50,20,ema_stack_bull,9837,0.79388963,0.79343296,-0.00045667,0.99942477
d1,bull,50,20,ema_stack_bear,6398,0.79388963,0.80196937,0.00807974,1.01017741
d1,bull,50,20,price_above_ema20,11727,0.79388963,0.79722009,0.00333046,1.00419512
d1,bull,50,20,price_above_200,12917,0.79388963,0.79546334,0.00157371,1.00198228
d1,bull,50,20,rsi_lt30,807,0.79388963,0.85625774,0.06236812,1.07856019
d1,bull,50,20,rsi_30_45,5937,0.79388963,0.78507664,-0.00881299,0.98889897
d1,bull,50,20,rsi_45_55,6567,0.79388963,0.79686310,0.00297348,1.00374545
d1,bull,50,20,rsi_55_70,7169,0.79388963,0.79913517,0.00524554,1.00660739
d1,bull,50,20,rsi_gt70,1151,0.79388963,0.75152042,-0.04236921,0.94663085
d1,bull,50,20,macd_hist_pos,11022,0.79388963,0.79450191,0.00061228,1.00077124
d1,bull,50,20,adx_gt25,7908,0.79388963,0.79919069,0.00530107,1.00667733
d1,bull,50,20,pdi_gt_mdi,11900,0.79388963,0.78831933,-0.00557030,0.99298353
d1,bull,50,20,mdi_gt_pdi,9743,0.79388963,0.80139587,0.00750625,1.00945502
d1,bull,50,20,atr_high,6213,0.79388963,0.81651376,0.02262413,1.02849783
d1,bull,50,20,atr_low,8126,0.79388963,0.77541226,-0.01847737,0.97672552
d1,bull,50,20,bb_below_mid,10134,0.79388963,0.78813894,-0.00575069,0.99275631
d1,bull,50,20,bb_above_mid,11437,0.79388963,0.79968523,0.00579560,1.00730026
d1,bull,50,20,body_ratio_gt60,7360,0.79388963,0.79524457,0.00135494,1.00170671
d1,bull,100,20,ema_stack_bull,9837,0.60764255,0.61410999,0.00646744,1.01064350
d1,bull,100,20,ema_stack_bear,6398,0.60764255,0.60784620,0.00020365,1.00033515
d1,bull,100,20,price_above_ema20,11727,0.60764255,0.61592905,0.00828650,1.01363713
d1,bull,100,20,price_above_200,12917,0.60764255,0.61260355,0.00496099,1.00816433
d1,bull,100,20,rsi_lt30,807,0.60764255,0.70384139,0.09619884,1.15831484
d1,bull,100,20,rsi_30_45,5937,0.60764255,0.58767054,-0.01997201,0.96713197
d1,bull,100,20,rsi_45_55,6567,0.60764255,0.60941069,0.00176814,1.00290983
d1,bull,100,20,rsi_55_70,7169,0.60764255,0.62058865,0.01294609,1.02130544
d1,bull,100,20,rsi_gt70,1151,0.60764255,0.55603823,-0.05160432,0.91507454
d1,bull,100,20,macd_hist_pos,11022,0.60764255,0.61431682,0.00667427,1.01098387
d1,bull,100,20,adx_gt25,7908,0.60764255,0.60672736,-0.00091519,0.99849387
d1,bull,100,20,pdi_gt_mdi,11900,0.60764255,0.60319328,-0.00444928,0.99267781
d1,bull,100,20,mdi_gt_pdi,9743,0.60764255,0.61356872,0.00592616,1.00975271
d1,bull,100,20,atr_high,6213,0.60764255,0.65942379,0.05178124,1.08521661
d1,bull,100,20,atr_low,8126,0.60764255,0.56903766,-0.03860490,0.93646776
d1,bull,100,20,bb_below_mid,10134,0.60764255,0.59492797,-0.01271459,0.97907555
d1,bull,100,20,bb_above_mid,11437,0.60764255,0.61948063,0.01183808,1.01948198
d1,bull,100,20,body_ratio_gt60,7360,0.60764255,0.61480978,0.00716723,1.01179514
d1,bull,150,20,ema_stack_bull,9837,0.45460801,0.46975704,0.01514903,1.03332328
d1,bull,150,20,ema_stack_bear,6398,0.45460801,0.43794936,-0.01665865,0.96335601
d1,bull,150,20,price_above_ema20,11727,0.45460801,0.46499531,0.01038730,1.02284892
d1,bull,150,20,price_above_200,12917,0.45460801,0.46628474,0.01167673,1.02568527
d1,bull,150,20,rsi_lt30,807,0.45460801,0.51301115,0.05840314,1.12846923
d1,bull,150,20,rsi_30_45,5937,0.45460801,0.43540509,-0.01920292,0.95775938
d1,bull,150,20,rsi_45_55,6567,0.45460801,0.45774326,0.00313525,1.00689661
d1,bull,150,20,rsi_55_70,7169,0.45460801,0.47300879,0.01840078,1.04047614
d1,bull,150,20,rsi_gt70,1151,0.45460801,0.40312772,-0.05148029,0.88675894
d1,bull,150,20,macd_hist_pos,11022,0.45460801,0.45681365,0.00220564,1.00485173
d1,bull,150,20,adx_gt25,7908,0.45460801,0.44625695,-0.00835105,0.98163021
d1,bull,150,20,pdi_gt_mdi,11900,0.45460801,0.45302521,-0.00158280,0.99651832
d1,bull,150,20,mdi_gt_pdi,9743,0.45460801,0.45909884,0.00449083,1.00987847
d1,bull,150,20,atr_high,6213,0.45460801,0.52293578,0.06832777,1.15030041
d1,bull,150,20,atr_low,8126,0.45460801,0.41225695,-0.04235106,0.90684050
d1,bull,150,20,bb_below_mid,10134,0.45460801,0.44316163,-0.01144638,0.97482144
d1,bull,150,20,bb_above_mid,11437,0.45460801,0.46708053,0.01247252,1.02743577
d1,bull,150,20,body_ratio_gt60,7360,0.45460801,0.45801630,0.00340829,1.00749722
d1,bull,200,20,ema_stack_bull,9837,0.33451076,0.35529125,0.02078049,1.06212204
d1,bull,200,20,ema_stack_bear,6398,0.33451076,0.31072210,-0.02378866,0.92888523
d1,bull,200,20,price_above_ema20,11727,0.33451076,0.33930246,0.00479171,1.01432452
d1,bull,200,20,price_above_200,12917,0.33451076,0.34961678,0.01510603,1.04515857
d1,bull,200,20,rsi_lt30,807,0.33451076,0.37298637,0.03847561,1.11502055
d1,bull,200,20,rsi_30_45,5937,0.33451076,0.32255348,-0.01195728,0.96425443
d1,bull,200,20,rsi_45_55,6567,0.33451076,0.33942439,0.00491364,1.01468903
d1,bull,200,20,rsi_55_70,7169,0.33451076,0.34816571,0.01365496,1.04082068
d1,bull,200,20,rsi_gt70,1151,0.33451076,0.28496959,-0.04954117,0.85189963
d1,bull,200,20,macd_hist_pos,11022,0.33451076,0.33024859,-0.00426216,0.98725852
d1,bull,200,20,adx_gt25,7908,0.33451076,0.33067779,-0.00383296,0.98854159
d1,bull,200,20,pdi_gt_mdi,11900,0.33451076,0.33327731,-0.00123345,0.99631269
d1,bull,200,20,mdi_gt_pdi,9743,0.33451076,0.33942318,0.00491242,1.01468538
d1,bull,200,20,atr_high,6213,0.33451076,0.41252213,0.07801137,1.23321036
d1,bull,200,20,atr_low,8126,0.33451076,0.29313315,-0.04137760,0.87630411
d1,bull,200,20,bb_below_mid,10134,0.33451076,0.33145846,-0.00305230,0.99087533
d1,bull,200,20,bb_above_mid,11437,0.33451076,0.34056134,0.00605058,1.01808784
d1,bull,200,20,body_ratio_gt60,7360,0.33451076,0.33831522,0.00380446,1.01137321
d1,bull,300,20,ema_stack_bull,9837,0.17569613,0.20250076,0.02680463,1.15256243
d1,bull,300,20,ema_stack_bear,6398,0.17569613,0.14332604,-0.03237009,0.81576092
d1,bull,300,20,price_above_ema20,11727,0.17569613,0.17796538,0.00226925,1.01291574
d1,bull,300,20,price_above_200,12917,0.17569613,0.19416273,0.01846660,1.10510532
d1,bull,300,20,rsi_lt30,807,0.17569613,0.18711276,0.01141663,1.06497941
d1,bull,300,20,rsi_30_45,5937,0.17569613,0.17062489,-0.00507124,0.97113631
d1,bull,300,20,rsi_45_55,6567,0.17569613,0.17816354,0.00246741,1.01404363
d1,bull,300,20,rsi_55_70,7169,0.17569613,0.18370763,0.00801150,1.04559860
d1,bull,300,20,rsi_gt70,1151,0.17569613,0.14682884,-0.02886729,0.83569765
d1,bull,300,20,macd_hist_pos,11022,0.17569613,0.16893486,-0.00676128,0.96151722
d1,bull,300,20,adx_gt25,7908,0.17569613,0.17728882,0.00159269,1.00906502
d1,bull,300,20,pdi_gt_mdi,11900,0.17569613,0.17428571,-0.00141042,0.99197240
d1,bull,300,20,mdi_gt_pdi,9743,0.17569613,0.17930822,0.00361209,1.02055872
d1,bull,300,20,atr_high,6213,0.17569613,0.24239498,0.06669885,1.37962614
d1,bull,300,20,atr_low,8126,0.17569613,0.14472065,-0.03097548,0.82369855
d1,bull,300,20,bb_below_mid,10134,0.17569613,0.17594237,0.00024624,1.00140151
d1,bull,300,20,bb_above_mid,11437,0.17569613,0.17766897,0.00197284,1.01122868
d1,bull,300,20,body_ratio_gt60,7360,0.17569613,0.18396739,0.00827126,1.04707707
d1,bear,50,1,ema_stack_bull,9837,0.24785541,0.27355901,0.02570361,1.10370403
d1,bear,50,1,ema_stack_bear,6398,0.24785541,0.21069084,-0.03716457,0.85005546
d1,bear,50,1,price_above_ema20,11727,0.24785541,0.25650209,0.00864668,1.03488600
d1,bear,50,1,price_above_200,12917,0.24785541,0.26739955,0.01954414,1.07885301
d1,bear,50,1,rsi_lt30,807,0.24785541,0.27385378,0.02599837,1.10489331
d1,bear,50,1,rsi_30_45,5937,0.24785541,0.23109314,-0.01676226,0.93237081
d1,bear,50,1,rsi_45_55,6567,0.24785541,0.23861733,-0.00923808,0.96272796
d1,bear,50,1,rsi_55_70,7169,0.24785541,0.25889245,0.01103705,1.04453019
d1,bear,50,1,rsi_gt70,1151,0.24785541,0.30321460,0.05535919,1.22335276
d1,bear,50,1,macd_hist_pos,11022,0.24785541,0.24405734,-0.00379807,0.98467628
d1,bear,50,1,adx_gt25,7908,0.24785541,0.26985331,0.02199791,1.08875298
d1,bear,50,1,pdi_gt_mdi,11900,0.24785541,0.24915966,0.00130426,1.00526217
d1,bear,50,1,mdi_gt_pdi,9743,0.24785541,0.24643334,-0.00142207,0.99426250
d1,bear,50,1,atr_high,6213,0.24785541,0.29486560,0.04701020,1.18966783
d1,bear,50,1,atr_low,8126,0.24785541,0.22028058,-0.02757483,0.88874632
d1,bear,50,1,bb_below_mid,10134,0.24785541,0.24008289,-0.00777252,0.96864092
d1,bear,50,1,bb_above_mid,11437,0.24785541,0.25557401,0.00771861,1.03114158
d1,bear,50,1,body_ratio_gt60,7360,0.24785541,0.26263587,0.01478046,1.05963341
d1,bear,100,1,ema_stack_bull,9837,0.07582917,0.08813663,0.01230746,1.16230510
d1,bear,100,1,ema_stack_bear,6398,0.07582917,0.05861207,-0.01721710,0.77294884
d1,bear,100,1,price_above_ema20,11727,0.07582917,0.07597851,0.00014934,1.00196949
d1,bear,100,1,price_above_200,12917,0.07582917,0.08399783,0.00816867,1.10772459
d1,bear,100,1,rsi_lt30,807,0.07582917,0.10780669,0.03197752,1.42170482
d1,bear,100,1,rsi_30_45,5937,0.07582917,0.07343776,-0.00239140,0.96846328
d1,bear,100,1,rsi_45_55,6567,0.07582917,0.06852444,-0.00730473,0.90366865
d1,bear,100,1,rsi_55_70,7169,0.07582917,0.07699819,0.00116902,1.01541650
d1,bear,100,1,rsi_gt70,1151,0.07582917,0.10599479,0.03016562,1.39781026
d1,bear,100,1,macd_hist_pos,11022,0.07582917,0.07267284,-0.00315633,0.95837577
d1,bear,100,1,adx_gt25,7908,0.07582917,0.08839150,0.01256234,1.16566628
d1,bear,100,1,pdi_gt_mdi,11900,0.07582917,0.07117647,-0.00465270,0.93864240
d1,bear,100,1,mdi_gt_pdi,9743,0.07582917,0.08221287,0.00638370,1.08418534
d1,bear,100,1,atr_high,6213,0.07582917,0.10960888,0.03377972,1.44547131
d1,bear,100,1,atr_low,8126,0.07582917,0.05746985,-0.01835932,0.75788582
d1,bear,100,1,bb_below_mid,10134,0.07582917,0.07667259,0.00084342,1.01112264
d1,bear,100,1,bb_above_mid,11437,0.07582917,0.07598146,0.00015230,1.00200843
d1,bear,100,1,body_ratio_gt60,7360,0.07582917,0.08396739,0.00813822,1.10732315
d1,bear,150,1,ema_stack_bull,9837,0.02931327,0.03568161,0.00636834,1.21725105
d1,bear,150,1,ema_stack_bear,6398,0.02931327,0.01922476,-0.01008851,0.65583802
d1,bear,150,1,price_above_ema20,11727,0.02931327,0.02745800,-0.00185527,0.93670893
d1,bear,150,1,price_above_200,12917,0.02931327,0.03313463,0.00382136,1.13036271
d1,bear,150,1,rsi_lt30,807,0.02931327,0.05204461,0.02273134,1.77546236
d1,bear,150,1,rsi_30_45,5937,0.02931327,0.03014991,0.00083664,1.02854121
d1,bear,150,1,rsi_45_55,6567,0.02931327,0.02573473,-0.00357854,0.87792093
d1,bear,150,1,rsi_55_70,7169,0.02931327,0.02747943,-0.00183385,0.93743974
d1,bear,150,1,rsi_gt70,1151,0.02931327,0.04430930,0.01499603,1.51157801
d1,bear,150,1,macd_hist_pos,11022,0.02931327,0.02585738,-0.00345590,0.88210476
d1,bear,150,1,adx_gt25,7908,0.02931327,0.03743045,0.00811718,1.27691140
d1,bear,150,1,pdi_gt_mdi,11900,0.02931327,0.02504202,-0.00427125,0.85428940
d1,bear,150,1,mdi_gt_pdi,9743,0.02931327,0.03489685,0.00558358,1.19047952
d1,bear,150,1,atr_high,6213,0.02931327,0.04828585,0.01897258,1.64723520
d1,bear,150,1,atr_low,8126,0.02931327,0.02067438,-0.00863889,0.70529073
d1,bear,150,1,bb_below_mid,10134,0.02931327,0.03226761,0.00295434,1.10078516
d1,bear,150,1,bb_above_mid,11437,0.02931327,0.02719245,-0.00212083,0.92764964
d1,bear,150,1,body_ratio_gt60,7360,0.02931327,0.03410326,0.00478999,1.16340686
d1,bear,200,1,ema_stack_bull,9837,0.01394559,0.01819660,0.00425101,1.30482824
d1,bear,200,1,ema_stack_bear,6398,0.01394559,0.00734605,-0.00659955,0.52676463
d1,bear,200,1,price_above_ema20,11727,0.01394559,0.01262045,-0.00132515,0.90497749
d1,bear,200,1,price_above_200,12917,0.01394559,0.01641248,0.00246689,1.17689357
d1,bear,200,1,rsi_lt30,807,0.01394559,0.02973978,0.01579418,2.13255723
d1,bear,200,1,rsi_30_45,5937,0.01394559,0.01431700,0.00037140,1.02663216
d1,bear,200,1,rsi_45_55,6567,0.01394559,0.01157302,-0.00237258,0.82986904
d1,bear,200,1,rsi_55_70,7169,0.01394559,0.01380946,-0.00013614,0.99023803
d1,bear,200,1,rsi_gt70,1151,0.01394559,0.01737619,0.00343060,1.24599890
d1,bear,200,1,macd_hist_pos,11022,0.01394559,0.01161314,-0.00233246,0.83274599
d1,bear,200,1,adx_gt25,7908,0.01394559,0.01707132,0.00312573,1.22413720
d1,bear,200,1,pdi_gt_mdi,11900,0.01394559,0.01092437,-0.00302122,0.78335637
d1,bear,200,1,mdi_gt_pdi,9743,0.01394559,0.01785898,0.00391338,1.28061780
d1,bear,200,1,atr_high,6213,0.01394559,0.02430388,0.01035829,1.74276401
d1,bear,200,1,atr_low,8126,0.01394559,0.01033719,-0.00360840,0.74125128
d1,bear,200,1,bb_below_mid,10134,0.01394559,0.01608447,0.00213887,1.15337277
d1,bear,200,1,bb_above_mid,11437,0.01394559,0.01232841,-0.00161719,0.88403606
d1,bear,200,1,body_ratio_gt60,7360,0.01394559,0.01589674,0.00195115,1.13991124
d1,bear,300,1,ema_stack_bull,9837,0.00403688,0.00589611,0.00185922,1.46055939
d1,bear,300,1,ema_stack_bear,6398,0.00403688,0.00156299,-0.00247389,0.38717710
d1,bear,300,1,price_above_ema20,11727,0.00403688,0.00375203,-0.00028486,0.92943634
d1,bear,300,1,price_above_200,12917,0.00403688,0.00510955,0.00107266,1.26571572
d1,bear,300,1,rsi_lt30,807,0.00403688,0.01363073,0.00959385,3.37654895
d1,bear,300,1,rsi_30_45,5937,0.00403688,0.00387401,-0.00016287,0.95965402
d1,bear,300,1,rsi_45_55,6567,0.00403688,0.00274098,-0.00129590,0.67898376
d1,bear,300,1,rsi_55_70,7169,0.00403688,0.00362673,-0.00041016,0.89839777
d1,bear,300,1,rsi_gt70,1151,0.00403688,0.00868810,0.00465121,2.15217992
d1,bear,300,1,macd_hist_pos,11022,0.00403688,0.00281256,-0.00122433,0.69671504
d1,bear,300,1,adx_gt25,7908,0.00403688,0.00543753,0.00140065,1.34696309
d1,bear,300,1,pdi_gt_mdi,11900,0.00403688,0.00344538,-0.00059150,0.85347498
d1,bear,300,1,mdi_gt_pdi,9743,0.00403688,0.00482398,0.00078709,1.19497565
d1,bear,300,1,atr_high,6213,0.00403688,0.00692097,0.00288409,1.71443491
d1,bear,300,1,atr_low,8126,0.00403688,0.00270736,-0.00132952,0.67065592
d1,bear,300,1,bb_below_mid,10134,0.00403688,0.00463785,0.00060097,1.14886992
d1,bear,300,1,bb_above_mid,11437,0.00403688,0.00358486,-0.00045203,0.88802590
d1,bear,300,1,body_ratio_gt60,7360,0.00403688,0.00461957,0.00058268,1.14433980
d1,bear,50,3,ema_stack_bull,9837,0.46378274,0.49761106,0.03382832,1.07294001
d1,bear,50,3,ema_stack_bear,6398,0.46378274,0.42169428,-0.04208846,0.90924961
d1,bear,50,3,price_above_ema20,11727,0.46378274,0.47548393,0.01170118,1.02522988
d1,bear,50,3,price_above_200,12917,0.46378274,0.48811644,0.02433369,1.05246787
d1,bear,50,3,rsi_lt30,807,0.46378274,0.45972739,-0.00405536,0.99125591
d1,bear,50,3,rsi_30_45,5937,0.46378274,0.44466902,-0.01911372,0.95878735
d1,bear,50,3,rsi_45_55,6567,0.46378274,0.44784529,-0.01593746,0.96563595
d1,bear,50,3,rsi_55_70,7169,0.46378274,0.48556284,0.02178010,1.04696185
d1,bear,50,3,rsi_gt70,1151,0.46378274,0.51954822,0.05576548,1.12024052
d1,bear,50,3,macd_hist_pos,11022,0.46378274,0.46234803,-0.00143471,0.99690650
d1,bear,50,3,adx_gt25,7908,0.46378274,0.49190693,0.02812419,1.06064087
