timeframe,period,from_target,to_target,conditions,samples_after_from,continuation_rate,unconditional_to_rate,continuation_lift,wilson95_lower
h4,validation,100,150,adx_up3+breakout20_up+mtf_trend_bull+cross_group_bull,24,0.08333333,7312.54635108,0.00001140,0.02315882
h4,validation,150,200,adx_up3+breakout20_up+mtf_trend_bull+cross_group_bull,5,0.00000000,7287.60933333,0.00000000,0.00000000
h4,validation,200,300,adx_up3+breakout20_up+mtf_trend_bull+cross_group_bull,3,0.33333333,7258.32947977,0.00004592,0.06149194
h4,oos,50,100,adx_up3+breakout20_up+mtf_trend_bull+cross_group_bull,49,0.42857143,8766.86496956,0.00004889,0.30023319
h4,oos,100,150,adx_up3+breakout20_up+mtf_trend_bull+cross_group_bull,29,0.17241379,8737.06716418,0.00001973,0.07597857
h4,oos,150,200,adx_up3+breakout20_up+mtf_trend_bull+cross_group_bull,8,0.00000000,8761.62068966,0.00000000,0.00000000
h4,oos,200,300,adx_up3+breakout20_up+mtf_trend_bull+cross_group_bull,2,0.00000000,8875.16666667,0.00000000,0.00000000
h4,discovery,50,100,adx_up3+retest_up+mtf_trend_bull+cross_group_bull,300,0.40333333,3459.27368120,0.00011659,0.34938217
h4,discovery,100,150,adx_up3+retest_up+mtf_trend_bull+cross_group_bull,147,0.46938776,3623.64245524,0.00012953,0.39052152
h4,discovery,150,200,adx_up3+retest_up+mtf_trend_bull+cross_group_bull,83,0.31325301,3751.26678899,0.00008351,0.22361394
h4,discovery,200,300,adx_up3+retest_up+mtf_trend_bull+cross_group_bull,34,0.35294118,3934.45852895,0.00008971,0.21487921
h4,validation,50,100,adx_up3+retest_up+mtf_trend_bull+cross_group_bull,63,0.28571429,7347.28747795,0.00003889,0.18903192
h4,validation,100,150,adx_up3+retest_up+mtf_trend_bull+cross_group_bull,24,0.08333333,7312.54635108,0.00001140,0.02315882
h4,validation,150,200,adx_up3+retest_up+mtf_trend_bull+cross_group_bull,5,0.00000000,7287.60933333,0.00000000,0.00000000
h4,validation,200,300,adx_up3+retest_up+mtf_trend_bull+cross_group_bull,3,0.33333333,7258.32947977,0.00004592,0.06149194
h4,oos,50,100,adx_up3+retest_up+mtf_trend_bull+cross_group_bull,46,0.43478261,8766.86496956,0.00004959,0.30209263
h4,oos,100,150,adx_up3+retest_up+mtf_trend_bull+cross_group_bull,26,0.11538462,8737.06716418,0.00001321,0.04003245
h4,oos,150,200,adx_up3+retest_up+mtf_trend_bull+cross_group_bull,6,0.00000000,8761.62068966,0.00000000,0.00000000
h4,oos,200,300,adx_up3+retest_up+mtf_trend_bull+cross_group_bull,0,,8875.16666667,,
h4,discovery,50,100,di_strong_bull+atr_expand+horizontal_break_up+mtf_trend_bull,121,0.43801653,3459.27368120,0.00012662,0.35287156
h4,discovery,100,150,di_strong_bull+atr_expand+horizontal_break_up+mtf_trend_bull,71,0.36619718,3623.64245524,0.00010106,0.26370221
h4,discovery,150,200,di_strong_bull+atr_expand+horizontal_break_up+mtf_trend_bull,42,0.38095238,3751.26678899,0.00010155,0.24999726
h4,discovery,200,300,di_strong_bull+atr_expand+horizontal_break_up+mtf_trend_bull,27,0.07407407,3934.45852895,0.00001883,0.02055465
h4,validation,50,100,di_strong_bull+atr_expand+horizontal_break_up+mtf_trend_bull,21,0.47619048,7347.28747795,0.00006481,0.28344006
h4,validation,100,150,di_strong_bull+atr_expand+horizontal_break_up+mtf_trend_bull,12,0.41666667,7312.54635108,0.00005698,0.19326031
h4,validation,150,200,di_strong_bull+atr_expand+horizontal_break_up+mtf_trend_bull,8,0.37500000,7287.60933333,0.00005146,0.13684429
h4,validation,200,300,di_strong_bull+atr_expand+horizontal_break_up+mtf_trend_bull,5,0.20000000,7258.32947977,0.00002755,0.03622411
h4,oos,50,100,di_strong_bull+atr_expand+horizontal_break_up+mtf_trend_bull,11,0.27272727,8766.86496956,0.00003111,0.09746059
h4,oos,100,150,di_strong_bull+atr_expand+horizontal_break_up+mtf_trend_bull,5,0.40000000,8737.06716418,0.00004578,0.11762077
h4,oos,150,200,di_strong_bull+atr_expand+horizontal_break_up+mtf_trend_bull,3,0.00000000,8761.62068966,0.00000000,0.00000000
h4,oos,200,300,di_strong_bull+atr_expand+horizontal_break_up+mtf_trend_bull,1,0.00000000,8875.16666667,0.00000000,0.00000000
h4,discovery,50,100,sma_stack_bull+atr_expand+breakout20_up+cross_group_return_up,106,0.43396226,3459.27368120,0.00012545,0.34355713
h4,discovery,100,150,sma_stack_bull+atr_expand+breakout20_up+cross_group_return_up,59,0.35593220,3623.64245524,0.00009822,0.24603291
h4,discovery,150,200,sma_stack_bull+atr_expand+breakout20_up+cross_group_return_up,34,0.32352941,3751.26678899,0.00008625,0.19131644
h4,discovery,200,300,sma_stack_bull+atr_expand+breakout20_up+cross_group_return_up,23,0.08695652,3934.45852895,0.00002210,0.02418000
h4,validation,50,100,sma_stack_bull+atr_expand+breakout20_up+cross_group_return_up,22,0.40909091,7347.28747795,0.00005568,0.23255816
h4,validation,100,150,sma_stack_bull+atr_expand+breakout20_up+cross_group_return_up,10,0.10000000,7312.54635108,0.00001368,0.01787621
h4,validation,150,200,sma_stack_bull+atr_expand+breakout20_up+cross_group_return_up,5,0.00000000,7287.60933333,0.00000000,0.00000000
h4,validation,200,300,sma_stack_bull+atr_expand+breakout20_up+cross_group_return_up,2,0.50000000,7258.32947977,0.00006889,0.09453121
h4,oos,50,100,sma_stack_bull+atr_expand+breakout20_up+cross_group_return_up,9,0.11111111,8766.86496956,0.00001267,0.01989089
h4,oos,100,150,sma_stack_bull+atr_expand+breakout20_up+cross_group_return_up,2,0.00000000,8737.06716418,0.00000000,0.00000000
h4,oos,150,200,sma_stack_bull+atr_expand+breakout20_up+cross_group_return_up,1,0.00000000,8761.62068966,0.00000000,0.00000000
h4,oos,200,300,sma_stack_bull+atr_expand+breakout20_up+cross_group_return_up,0,,8875.16666667,,
d1,discovery,50,100,sma_stack_bull+volatility+close_near_high+cross_group_bull,113,0.46017699,649.04815475,0.00070900,0.37110399
d1,discovery,100,150,sma_stack_bull+volatility+close_near_high+cross_group_bull,85,0.58823529,652.65869018,0.00090129,0.48201015
d1,discovery,150,200,sma_stack_bull+volatility+close_near_high+cross_group_bull,76,0.36842105,664.97096668,0.00055404,0.26875423
d1,discovery,200,300,sma_stack_bull+volatility+close_near_high+cross_group_bull,57,0.49122807,698.42172285,0.00070334,0.36616282
d1,validation,50,100,sma_stack_bull+volatility+close_near_high+cross_group_bull,26,0.69230769,1423.81619256,0.00048623,0.50011742
d1,validation,100,150,sma_stack_bull+volatility+close_near_high+cross_group_bull,19,0.36842105,1418.52348420,0.00025972,0.19149513
d1,validation,150,200,sma_stack_bull+volatility+close_near_high+cross_group_bull,12,0.25000000,1403.22922252,0.00017816,0.08894167
d1,validation,200,300,sma_stack_bull+volatility+close_near_high+cross_group_bull,4,0.00000000,1391.62974684,0.00000000,0.00000000
d1,oos,50,100,sma_stack_bull+volatility+close_near_high+cross_group_bull,18,0.27777778,1694.40840336,0.00016394,0.12499753
d1,oos,100,150,sma_stack_bull+volatility+close_near_high+cross_group_bull,12,0.41666667,1686.77329624,0.00024702,0.19326031
d1,oos,150,200,sma_stack_bull+volatility+close_near_high+cross_group_bull,8,0.37500000,1672.88275862,0.00022416,0.13684429
d1,oos,200,300,sma_stack_bull+volatility+close_near_high+cross_group_bull,7,0.14285714,1655.18243243,0.00008631,0.02567962
d1,discovery,50,100,price200_bull+volatility+strong_close_bull+cross_group_bull,161,0.49068323,649.04815475,0.00075600,0.41458512
d1,discovery,100,150,price200_bull+volatility+strong_close_bull+cross_group_bull,123,0.52032520,652.65869018,0.00079724,0.43276572
d1,discovery,150,200,price200_bull+volatility+strong_close_bull+cross_group_bull,102,0.33333333,664.97096668,0.00050128,0.24937115
d1,discovery,200,300,price200_bull+volatility+strong_close_bull+cross_group_bull,70,0.51428571,698.42172285,0.00073635,0.39954384
d1,validation,50,100,price200_bull+volatility+strong_close_bull+cross_group_bull,31,0.48387097,1423.81619256,0.00033984,0.31970252
d1,validation,100,150,price200_bull+volatility+strong_close_bull+cross_group_bull,18,0.33333333,1418.52348420,0.00023499,0.16278775
d1,validation,150,200,price200_bull+volatility+strong_close_bull+cross_group_bull,12,0.33333333,1403.22922252,0.00023755,0.13812009
d1,validation,200,300,price200_bull+volatility+strong_close_bull+cross_group_bull,6,0.00000000,1391.62974684,0.00000000,0.00000000
d1,oos,50,100,price200_bull+volatility+strong_close_bull+cross_group_bull,22,0.63636364,1694.40840336,0.00037557,0.42951708
d1,oos,100,150,price200_bull+volatility+strong_close_bull+cross_group_bull,19,0.52631579,1686.77329624,0.00031203,0.31707809
d1,oos,150,200,price200_bull+volatility+strong_close_bull+cross_group_bull,14,0.28571429,1672.88275862,0.00017079,0.11721379
d1,oos,200,300,price200_bull+volatility+strong_close_bull+cross_group_bull,9,0.11111111,1655.18243243,0.00006713,0.01989089
d1,discovery,50,100,trend_bull+volatility+strong_close_bull+cross_group_bull,118,0.47457627,649.04815475,0.00073119,0.38670795
d1,discovery,100,150,trend_bull+volatility+strong_close_bull+cross_group_bull,90,0.56666667,652.65869018,0.00086824,0.46364098
d1,discovery,150,200,trend_bull+volatility+strong_close_bull+cross_group_bull,78,0.34615385,664.97096668,0.00052055,0.25005204
d1,discovery,200,300,trend_bull+volatility+strong_close_bull+cross_group_bull,58,0.46551724,698.42172285,0.00066653,0.34332022
d1,validation,50,100,trend_bull+volatility+strong_close_bull+cross_group_bull,19,0.63157895,1423.81619256,0.00044358,0.41039533
d1,validation,100,150,trend_bull+volatility+strong_close_bull+cross_group_bull,13,0.38461538,1418.52348420,0.00027114,0.17709708
d1,validation,150,200,trend_bull+volatility+strong_close_bull+cross_group_bull,9,0.33333333,1403.22922252,0.00023755,0.12058382
d1,validation,200,300,trend_bull+volatility+strong_close_bull+cross_group_bull,4,0.00000000,1391.62974684,0.00000000,0.00000000
d1,oos,50,100,trend_bull+volatility+strong_close_bull+cross_group_bull,13,0.46153846,1694.40840336,0.00027239,0.23206068
d1,oos,100,150,trend_bull+volatility+strong_close_bull+cross_group_bull,10,0.40000000,1686.77329624,0.00023714,0.16818033
d1,oos,150,200,trend_bull+volatility+strong_close_bull+cross_group_bull,7,0.42857143,1672.88275862,0.00025619,0.15821986
d1,oos,200,300,trend_bull+volatility+strong_close_bull+cross_group_bull,6,0.00000000,1655.18243243,0.00000000,0.00000000
d1,discovery,50,100,sma_stack_bull+volatility+close_near_high+cross_group_return_up,120,0.47500000,649.04815475,0.00073184,0.38782091
d1,discovery,100,150,sma_stack_bull+volatility+close_near_high+cross_group_return_up,91,0.54945055,652.65869018,0.00084187,0.44729289
d1,discovery,150,200,sma_stack_bull+volatility+close_near_high+cross_group_return_up,78,0.35897436,664.97096668,0.00053983,0.26145562
d1,discovery,200,300,sma_stack_bull+volatility+close_near_high+cross_group_return_up,57,0.45614035,698.42172285,0.00065310,0.33372606
d1,validation,50,100,sma_stack_bull+volatility+close_near_high+cross_group_return_up,35,0.68571429,1423.81619256,0.00048160,0.52020236
d1,validation,100,150,sma_stack_bull+volatility+close_near_high+cross_group_return_up,27,0.44444444,1418.52348420,0.00031331,0.27585858
d1,validation,150,200,sma_stack_bull+volatility+close_near_high+cross_group_return_up,20,0.25000000,1403.22922252,0.00017816,0.11186170
d1,validation,200,300,sma_stack_bull+volatility+close_near_high+cross_group_return_up,8,0.50000000,1391.62974684,0.00035929,0.21521606
d1,oos,50,100,sma_stack_bull+volatility+close_near_high+cross_group_return_up,36,0.27777778,1694.40840336,0.00016394,0.15848338
d1,oos,100,150,sma_stack_bull+volatility+close_near_high+cross_group_return_up,22,0.50000000,1686.77329624,0.00029642,0.30722106
d1,oos,150,200,sma_stack_bull+volatility+close_near_high+cross_group_return_up,14,0.21428571,1672.88275862,0.00012809,0.07571387
d1,oos,200,300,sma_stack_bull+volatility+close_near_high+cross_group_return_up,10,0.10000000,1655.18243243,0.00006042,0.01787621
d1,discovery,50,100,sma_stack_bull+volatility+strong_close_bull+cross_group_return_up,94,0.50000000,649.04815475,0.00077036,0.40092670
d1,discovery,100,150,sma_stack_bull+volatility+strong_close_bull+cross_group_return_up,73,0.57534247,652.65869018,0.00088154,0.46099380
d1,discovery,150,200,sma_stack_bull+volatility+strong_close_bull+cross_group_return_up,62,0.30645161,664.97096668,0.00046085,0.20581587
d1,discovery,200,300,sma_stack_bull+volatility+strong_close_bull+cross_group_return_up,43,0.44186047,698.42172285,0.00063266,0.30433310
d1,validation,50,100,sma_stack_bull+volatility+strong_close_bull+cross_group_return_up,28,0.64285714,1423.81619256,0.00045150,0.45830307
d1,validation,100,150,sma_stack_bull+volatility+strong_close_bull+cross_group_return_up,21,0.47619048,1418.52348420,0.00033569,0.28344006
d1,validation,150,200,sma_stack_bull+volatility+strong_close_bull+cross_group_return_up,17,0.29411765,1403.22922252,0.00020960,0.13279990
d1,validation,200,300,sma_stack_bull+volatility+strong_close_bull+cross_group_return_up,8,0.50000000,1391.62974684,0.00035929,0.21521606
d1,oos,50,100,sma_stack_bull+volatility+strong_close_bull+cross_group_return_up,29,0.31034483,1694.40840336,0.00018316,0.17275617
d1,oos,100,150,sma_stack_bull+volatility+strong_close_bull+cross_group_return_up,19,0.47368421,1686.77329624,0.00028082,0.27329805
d1,oos,150,200,sma_stack_bull+volatility+strong_close_bull+cross_group_return_up,12,0.16666667,1672.88275862,0.00009963,0.04696514
d1,oos,200,300,sma_stack_bull+volatility+strong_close_bull+cross_group_return_up,9,0.11111111,1655.18243243,0.00006713,0.01989089
d1,discovery,50,100,trend_bull+volatility+close_near_high+cross_group_bull,148,0.43918919,649.04815475,0.00067667,0.36177452
d1,discovery,100,150,trend_bull+volatility+close_near_high+cross_group_bull,111,0.53153153,652.65869018,0.00081441,0.43920588
d1,discovery,150,200,trend_bull+volatility+close_near_high+cross_group_bull,95,0.38947368,664.97096668,0.00058570,0.29754095
d1,discovery,200,300,trend_bull+volatility+close_near_high+cross_group_bull,74,0.45945946,698.42172285,0.00065785,0.35073371
d1,validation,50,100,trend_bull+volatility+close_near_high+cross_group_bull,26,0.69230769,1423.81619256,0.00048623,0.50011742
d1,validation,100,150,trend_bull+volatility+close_near_high+cross_group_bull,19,0.36842105,1418.52348420,0.00025972,0.19149513
d1,validation,150,200,trend_bull+volatility+close_near_high+cross_group_bull,12,0.25000000,1403.22922252,0.00017816,0.08894167
d1,validation,200,300,trend_bull+volatility+close_near_high+cross_group_bull,4,0.00000000,1391.62974684,0.00000000,0.00000000
d1,oos,50,100,trend_bull+volatility+close_near_high+cross_group_bull,17,0.35294118,1694.40840336,0.00020830,0.17309720
d1,oos,100,150,trend_bull+volatility+close_near_high+cross_group_bull,11,0.36363636,1686.77329624,0.00021558,0.15166471
d1,oos,150,200,trend_bull+volatility+close_near_high+cross_group_bull,7,0.42857143,1672.88275862,0.00025619,0.15821986
d1,oos,200,300,trend_bull+volatility+close_near_high+cross_group_bull,6,0.00000000,1655.18243243,0.00000000,0.00000000
d1,discovery,50,100,price200_bull+volatility+strong_close_bull+cross_group_return_up,182,0.49450549,649.04815475,0.00076189,0.42273691
d1,discovery,100,150,price200_bull+volatility+strong_close_bull+cross_group_return_up,136,0.50000000,652.65869018,0.00076610,0.41712947
d1,discovery,150,200,price200_bull+volatility+strong_close_bull+cross_group_return_up,108,0.33333333,664.97096668,0.00050128,0.25150495
d1,discovery,200,300,price200_bull+volatility+strong_close_bull+cross_group_return_up,74,0.48648649,698.42172285,0.00069655,0.37611790
d1,validation,50,100,price200_bull+volatility+strong_close_bull+cross_group_return_up,41,0.53658537,1423.81619256,0.00037686,0.38746471
d1,validation,100,150,price200_bull+volatility+strong_close_bull+cross_group_return_up,27,0.40740741,1418.52348420,0.00028721,0.24514757
d1,validation,150,200,price200_bull+volatility+strong_close_bull+cross_group_return_up,21,0.33333333,1403.22922252,0.00023755,0.17194753
d1,validation,200,300,price200_bull+volatility+strong_close_bull+cross_group_return_up,11,0.45454545,1391.62974684,0.00032663,0.21271272
d1,oos,50,100,price200_bull+volatility+strong_close_bull+cross_group_return_up,39,0.48717949,1694.40840336,0.00028752,0.33865175
d1,oos,100,150,price200_bull+volatility+strong_close_bull+cross_group_return_up,29,0.55172414,1686.77329624,0.00032709,0.37547963
d1,oos,150,200,price200_bull+volatility+strong_close_bull+cross_group_return_up,20,0.25000000,1672.88275862,0.00014944,0.11186170
d1,oos,200,300,price200_bull+volatility+strong_close_bull+cross_group_return_up,13,0.07692308,1655.18243243,0.00004647,0.01371042
d1,discovery,50,100,volatility+strong_close_bull+cross_group_bull,228,0.53070175,649.04815475,0.00081766,0.46595152
d1,discovery,100,150,volatility+strong_close_bull+cross_group_bull,176,0.47159091,652.65869018,0.00072257,0.39923753
d1,discovery,150,200,volatility+strong_close_bull+cross_group_bull,136,0.31617647,664.97096668,0.00047547,0.24399414
d1,discovery,200,300,volatility+strong_close_bull+cross_group_bull,89,0.49438202,698.42172285,0.00070786,0.39291450
d1,validation,50,100,volatility+strong_close_bull+cross_group_bull,54,0.38888889,1423.81619256,0.00027313,0.27041934
d1,validation,100,150,volatility+strong_close_bull+cross_group_bull,32,0.34375000,1418.52348420,0.00024233,0.20410438
d1,validation,150,200,volatility+strong_close_bull+cross_group_bull,23,0.39130435,1403.22922252,0.00027886,0.22157623
d1,validation,200,300,volatility+strong_close_bull+cross_group_bull,13,0.07692308,1391.62974684,0.00005528,0.01371042
d1,oos,50,100,volatility+strong_close_bull+cross_group_bull,37,0.51351351,1694.40840336,0.00030306,0.35894897
d1,oos,100,150,volatility+strong_close_bull+cross_group_bull,31,0.38709677,1686.77329624,0.00022949,0.23733101
d1,oos,150,200,volatility+strong_close_bull+cross_group_bull,21,0.23809524,1672.88275862,0.00014233,0.10628013
d1,oos,200,300,volatility+strong_close_bull+cross_group_bull,13,0.07692308,1655.18243243,0.00004647,0.01371042
d1,discovery,50,100,price200_bull+volatility+elliott_wave5_bull+cross_group_return_up,117,0.48717949,649.04815475,0.00075061,0.39846773
d1,discovery,100,150,price200_bull+volatility+elliott_wave5_bull+cross_group_return_up,99,0.42424242,652.65869018,0.00065002,0.33151107
d1,discovery,150,200,price200_bull+volatility+elliott_wave5_bull+cross_group_return_up,72,0.41666667,664.97096668,0.00062659,0.30985217
d1,discovery,200,300,price200_bull+volatility+elliott_wave5_bull+cross_group_return_up,57,0.47368421,698.42172285,0.00067822,0.34987168
d1,validation,50,100,price200_bull+volatility+elliott_wave5_bull+cross_group_return_up,17,0.52941176,1423.81619256,0.00037183,0.30963235
d1,validation,100,150,price200_bull+volatility+elliott_wave5_bull+cross_group_return_up,12,0.41666667,1418.52348420,0.00029373,0.19326031
d1,validation,150,200,price200_bull+volatility+elliott_wave5_bull+cross_group_return_up,9,0.11111111,1403.22922252,0.00007918,0.01989089
d1,validation,200,300,price200_bull+volatility+elliott_wave5_bull+cross_group_return_up,4,0.50000000,1391.62974684,0.00035929,0.15003899
d1,oos,50,100,price200_bull+volatility+elliott_wave5_bull+cross_group_return_up,29,0.65517241,1694.40840336,0.00038667,0.47345104
d1,oos,100,150,price200_bull+volatility+elliott_wave5_bull+cross_group_return_up,23,0.39130435,1686.77329624,0.00023198,0.22157623
d1,oos,150,200,price200_bull+volatility+elliott_wave5_bull+cross_group_return_up,12,0.16666667,1672.88275862,0.00009963,0.04696514
d1,oos,200,300,price200_bull+volatility+elliott_wave5_bull+cross_group_return_up,3,0.00000000,1655.18243243,0.00000000,0.00000000
d1,discovery,50,100,price200_bull+volatility+close_near_high+cross_group_bull,201,0.45771144,649.04815475,0.00070520,0.39027383
d1,discovery,100,150,price200_bull+volatility+close_near_high+cross_group_bull,151,0.47682119,652.65869018,0.00073058,0.39872447
d1,discovery,150,200,price200_bull+volatility+close_near_high+cross_group_bull,125,0.36800000,664.97096668,0.00055341,0.28856997
d1,discovery,200,300,price200_bull+volatility+close_near_high+cross_group_bull,90,0.48888889,698.42172285,0.00069999,0.38820492
d1,validation,50,100,price200_bull+volatility+close_near_high+cross_group_bull,40,0.55000000,1423.81619256,0.00038629,0.39829092
d1,validation,100,150,price200_bull+volatility+close_near_high+cross_group_bull,25,0.36000000,1418.52348420,0.00025379,0.20247881
d1,validation,150,200,price200_bull+volatility+close_near_high+cross_group_bull,16,0.31250000,1403.22922252,0.00022270,0.14164644
d1,validation,200,300,price200_bull+volatility+close_near_high+cross_group_bull,7,0.00000000,1391.62974684,0.00000000,0.00000000
d1,oos,50,100,price200_bull+volatility+close_near_high+cross_group_bull,31,0.51612903,1694.40840336,0.00030461,0.34840395
d1,oos,100,150,price200_bull+volatility+close_near_high+cross_group_bull,24,0.54166667,1686.77329624,0.00032113,0.35074865
d1,oos,150,200,price200_bull+volatility+close_near_high+cross_group_bull,18,0.38888889,1672.88275862,0.00023247,0.20305247
d1,oos,200,300,price200_bull+volatility+close_near_high+cross_group_bull,12,0.08333333,1655.18243243,0.00005035,0.01486509
d1,discovery,50,100,trend_bull+volatility+strong_close_bull+cross_group_return_up,128,0.47656250,649.04815475,0.00073425,0.39198873
d1,discovery,100,150,trend_bull+volatility+strong_close_bull+cross_group_return_up,96,0.52083333,652.65869018,0.00079802,0.42203768
d1,discovery,150,200,trend_bull+volatility+strong_close_bull+cross_group_return_up,79,0.32911392,664.97096668,0.00049493,0.23554200
d1,discovery,200,300,trend_bull+volatility+strong_close_bull+cross_group_return_up,58,0.44827586,698.42172285,0.00064184,0.32749854
d1,validation,50,100,trend_bull+volatility+strong_close_bull+cross_group_return_up,28,0.64285714,1423.81619256,0.00045150,0.45830307
d1,validation,100,150,trend_bull+volatility+strong_close_bull+cross_group_return_up,21,0.47619048,1418.52348420,0.00033569,0.28344006
d1,validation,150,200,trend_bull+volatility+strong_close_bull+cross_group_return_up,17,0.29411765,1403.22922252,0.00020960,0.13279990
d1,validation,200,300,trend_bull+volatility+strong_close_bull+cross_group_return_up,8,0.50000000,1391.62974684,0.00035929,0.21521606
d1,oos,50,100,trend_bull+volatility+strong_close_bull+cross_group_return_up,29,0.34482759,1694.40840336,0.00020351,0.19940719
d1,oos,100,150,trend_bull+volatility+strong_close_bull+cross_group_return_up,19,0.47368421,1686.77329624,0.00028082,0.27329805
d1,oos,150,200,trend_bull+volatility+strong_close_bull+cross_group_return_up,12,0.33333333,1672.88275862,0.00019926,0.13812009
d1,oos,200,300,trend_bull+volatility+strong_close_bull+cross_group_return_up,9,0.00000000,1655.18243243,0.00000000,0.00000000
d1,discovery,50,100,price200_bull+volatility+close_near_high+cross_group_return_up,232,0.48275862,649.04815475,0.00074379,0.41926395
d1,discovery,100,150,price200_bull+volatility+close_near_high+cross_group_return_up,174,0.45402299,652.65869018,0.00069565,0.38183522
d1,discovery,150,200,price200_bull+volatility+close_near_high+cross_group_return_up,137,0.37226277,664.97096668,0.00055982,0.29583523
d1,discovery,200,300,price200_bull+volatility+close_near_high+cross_group_return_up,97,0.46391753,698.42172285,0.00066424,0.36794831
d1,validation,50,100,price200_bull+volatility+close_near_high+cross_group_return_up,50,0.58000000,1423.81619256,0.00040736,0.44233442
d1,validation,100,150,price200_bull+volatility+close_near_high+cross_group_return_up,34,0.41176471,1418.52348420,0.00029028,0.26365968
d1,validation,150,200,price200_bull+volatility+close_near_high+cross_group_return_up,25,0.32000000,1403.22922252,0.00022805,0.17205190
d1,validation,200,300,price200_bull+volatility+close_near_high+cross_group_return_up,12,0.41666667,1391.62974684,0.00029941,0.19326031
d1,oos,50,100,price200_bull+volatility+close_near_high+cross_group_return_up,51,0.43137255,1694.40840336,0.00025459,0.30501236
d1,oos,100,150,price200_bull+volatility+close_near_high+cross_group_return_up,36,0.55555556,1686.77329624,0.00032936,0.39581062
d1,oos,150,200,price200_bull+volatility+close_near_high+cross_group_return_up,25,0.32000000,1672.88275862,0.00019129,0.17205190
d1,oos,200,300,price200_bull+volatility+close_near_high+cross_group_return_up,16,0.06250000,1655.18243243,0.00003776,0.01111934
d1,discovery,50,100,volatility+close_near_high+mtf_di_strong_bull+cross_group_bull,201,0.51243781,649.04815475,0.00078952,0.44375396
d1,discovery,100,150,volatility+close_near_high+mtf_di_strong_bull+cross_group_bull,159,0.42767296,652.65869018,0.00065528,0.35337225
d1,discovery,150,200,volatility+close_near_high+mtf_di_strong_bull+cross_group_bull,124,0.37096774,664.97096668,0.00055787,0.29101839
d1,discovery,200,300,volatility+close_near_high+mtf_di_strong_bull+cross_group_bull,89,0.46067416,698.42172285,0.00065959,0.36089721
d1,validation,50,100,volatility+close_near_high+mtf_di_strong_bull+cross_group_bull,42,0.42857143,1423.81619256,0.00030100,0.29117651
d1,validation,100,150,volatility+close_near_high+mtf_di_strong_bull+cross_group_bull,27,0.29629630,1418.52348420,0.00020888,0.15853040
d1,validation,150,200,volatility+close_near_high+mtf_di_strong_bull+cross_group_bull,19,0.31578947,1403.22922252,0.00022504,0.15364379
d1,validation,200,300,volatility+close_near_high+mtf_di_strong_bull+cross_group_bull,10,0.00000000,1391.62974684,0.00000000,0.00000000
d1,oos,50,100,volatility+close_near_high+mtf_di_strong_bull+cross_group_bull,28,0.46428571,1694.40840336,0.00027401,0.29531570
d1,oos,100,150,volatility+close_near_high+mtf_di_strong_bull+cross_group_bull,21,0.38095238,1686.77329624,0.00022585,0.20751011
d1,oos,150,200,volatility+close_near_high+mtf_di_strong_bull+cross_group_bull,12,0.33333333,1672.88275862,0.00019926,0.13812009
d1,oos,200,300,volatility+close_near_high+mtf_di_strong_bull+cross_group_bull,6,0.00000000,1655.18243243,0.00000000,0.00000000
d1,discovery,50,100,volatility+nr4+close_near_high,215,0.50232558,649.04815475,0.00077394,0.43604043
d1,discovery,100,150,volatility+nr4+close_near_high,174,0.48275862,652.65869018,0.00073968,0.40968831
d1,discovery,150,200,volatility+nr4+close_near_high,132,0.34090909,664.97096668,0.00051267,0.26556913
d1,discovery,200,300,volatility+nr4+close_near_high,86,0.44186047,698.42172285,0.00063266,0.34162738
d1,validation,50,100,volatility+nr4+close_near_high,42,0.64285714,1423.81619256,0.00045150,0.49166366
d1,validation,100,150,volatility+nr4+close_near_high,35,0.51428571,1418.52348420,0.00036255,0.35568805
d1,validation,150,200,volatility+nr4+close_near_high,30,0.36666667,1403.22922252,0.00026130,0.21873921
d1,validation,200,300,volatility+nr4+close_near_high,20,0.35000000,1391.62974684,0.00025150,0.18119182
d1,oos,50,100,volatility+nr4+close_near_high,40,0.40000000,1694.40840336,0.00023607,0.26348326
d1,oos,100,150,volatility+nr4+close_near_high,29,0.62068966,1686.77329624,0.00036797,0.44002544
d1,oos,150,200,volatility+nr4+close_near_high,23,0.52173913,1672.88275862,0.00031188,0.32962737
d1,oos,200,300,volatility+nr4+close_near_high,15,0.46666667,1655.18243243,0.00028194,0.24809535
d1,discovery,50,100,sma_stack_bull+volatility+close_near_high+cross_target_relative_up,124,0.50806452,649.04815475,0.00078278,0.42116044
d1,discovery,100,150,sma_stack_bull+volatility+close_near_high+cross_target_relative_up,93,0.45161290,652.65869018,0.00069196,0.35439761
d1,discovery,150,200,sma_stack_bull+volatility+close_near_high+cross_target_relative_up,76,0.43421053,664.97096668,0.00065298,0.32860932
d1,discovery,200,300,sma_stack_bull+volatility+close_near_high+cross_target_relative_up,59,0.37288136,698.42172285,0.00053389,0.26083999
d1,validation,50,100,sma_stack_bull+volatility+close_near_high+cross_target_relative_up,22,0.68181818,1423.81619256,0.00047887,0.47318598
d1,validation,100,150,sma_stack_bull+volatility+close_near_high+cross_target_relative_up,19,0.73684211,1418.52348420,0.00051944,0.51208449
d1,validation,150,200,sma_stack_bull+volatility+close_near_high+cross_target_relative_up,17,0.29411765,1403.22922252,0.00020960,0.13279990
