timeframe,period,from_target,to_target,conditions,samples_after_from,continuation_rate,unconditional_to_rate,continuation_lift,wilson95_lower
h4,discovery,200,300,sma_stack_bull+atr_expand+mtf_volatility+cross_group_bull,9,0.22222222,3934.45852895,0.00005648,0.06322511
h4,validation,50,100,sma_stack_bull+atr_expand+mtf_volatility+cross_group_bull,12,0.16666667,7347.28747795,0.00002268,0.04696514
h4,validation,100,150,sma_stack_bull+atr_expand+mtf_volatility+cross_group_bull,6,0.00000000,7312.54635108,0.00000000,0.00000000
h4,validation,150,200,sma_stack_bull+atr_expand+mtf_volatility+cross_group_bull,5,0.00000000,7287.60933333,0.00000000,0.00000000
h4,validation,200,300,sma_stack_bull+atr_expand+mtf_volatility+cross_group_bull,4,0.25000000,7258.32947977,0.00003444,0.04558726
h4,oos,50,100,sma_stack_bull+atr_expand+mtf_volatility+cross_group_bull,6,0.00000000,8766.86496956,0.00000000,0.00000000
h4,oos,100,150,sma_stack_bull+atr_expand+mtf_volatility+cross_group_bull,1,0.00000000,8737.06716418,0.00000000,0.00000000
h4,oos,150,200,sma_stack_bull+atr_expand+mtf_volatility+cross_group_bull,0,,8761.62068966,,
h4,oos,200,300,sma_stack_bull+atr_expand+mtf_volatility+cross_group_bull,0,,8875.16666667,,
h4,discovery,50,100,adx_up3+horizontal_break_up+mtf_adx25+cross_group_bull,120,0.40000000,3459.27368120,0.00011563,0.31676408
h4,discovery,100,150,adx_up3+horizontal_break_up+mtf_adx25+cross_group_bull,59,0.47457627,3623.64245524,0.00013097,0.35265877
h4,discovery,150,200,adx_up3+horizontal_break_up+mtf_adx25+cross_group_bull,36,0.30555556,3751.26678899,0.00008145,0.18004452
h4,discovery,200,300,adx_up3+horizontal_break_up+mtf_adx25+cross_group_bull,16,0.25000000,3934.45852895,0.00006354,0.10182067
h4,validation,50,100,adx_up3+horizontal_break_up+mtf_adx25+cross_group_bull,24,0.29166667,7347.28747795,0.00003970,0.14914648
h4,validation,100,150,adx_up3+horizontal_break_up+mtf_adx25+cross_group_bull,9,0.11111111,7312.54635108,0.00001519,0.01989089
h4,validation,150,200,adx_up3+horizontal_break_up+mtf_adx25+cross_group_bull,1,0.00000000,7287.60933333,0.00000000,0.00000000
h4,validation,200,300,adx_up3+horizontal_break_up+mtf_adx25+cross_group_bull,1,0.00000000,7258.32947977,0.00000000,0.00000000
h4,oos,50,100,adx_up3+horizontal_break_up+mtf_adx25+cross_group_bull,26,0.30769231,8766.86496956,0.00003510,0.16501316
h4,oos,100,150,adx_up3+horizontal_break_up+mtf_adx25+cross_group_bull,14,0.28571429,8737.06716418,0.00003270,0.11721379
h4,oos,150,200,adx_up3+horizontal_break_up+mtf_adx25+cross_group_bull,5,0.00000000,8761.62068966,0.00000000,0.00000000
h4,oos,200,300,adx_up3+horizontal_break_up+mtf_adx25+cross_group_bull,2,0.00000000,8875.16666667,0.00000000,0.00000000
h4,discovery,50,100,sma_stack_bull+adx_up3+atr_expand+cross_group_bull,125,0.45600000,3459.27368120,0.00013182,0.37130114
h4,discovery,100,150,sma_stack_bull+adx_up3+atr_expand+cross_group_bull,67,0.41791045,3623.64245524,0.00011533,0.30742301
h4,discovery,150,200,sma_stack_bull+adx_up3+atr_expand+cross_group_bull,31,0.29032258,3751.26678899,0.00007739,0.16095800
h4,discovery,200,300,sma_stack_bull+adx_up3+atr_expand+cross_group_bull,12,0.33333333,3934.45852895,0.00008472,0.13812009
h4,validation,50,100,sma_stack_bull+adx_up3+atr_expand+cross_group_bull,18,0.27777778,7347.28747795,0.00003781,0.12499753
h4,validation,100,150,sma_stack_bull+adx_up3+atr_expand+cross_group_bull,7,0.00000000,7312.54635108,0.00000000,0.00000000
h4,validation,150,200,sma_stack_bull+adx_up3+atr_expand+cross_group_bull,3,0.00000000,7287.60933333,0.00000000,0.00000000
h4,validation,200,300,sma_stack_bull+adx_up3+atr_expand+cross_group_bull,3,0.33333333,7258.32947977,0.00004592,0.06149194
h4,oos,50,100,sma_stack_bull+adx_up3+atr_expand+cross_group_bull,13,0.07692308,8766.86496956,0.00000877,0.01371042
h4,oos,100,150,sma_stack_bull+adx_up3+atr_expand+cross_group_bull,2,0.00000000,8737.06716418,0.00000000,0.00000000
h4,oos,150,200,sma_stack_bull+adx_up3+atr_expand+cross_group_bull,1,0.00000000,8761.62068966,0.00000000,0.00000000
h4,oos,200,300,sma_stack_bull+adx_up3+atr_expand+cross_group_bull,0,,8875.16666667,,
h4,discovery,50,100,adx_up3+horizontal_break_up+mtf_adx25+cross_group_return_up,131,0.43511450,3459.27368120,0.00012578,0.35326323
h4,discovery,100,150,adx_up3+horizontal_break_up+mtf_adx25+cross_group_return_up,69,0.43478261,3623.64245524,0.00011998,0.32432803
h4,discovery,150,200,adx_up3+horizontal_break_up+mtf_adx25+cross_group_return_up,39,0.28205128,3751.26678899,0.00007519,0.16543492
h4,discovery,200,300,adx_up3+horizontal_break_up+mtf_adx25+cross_group_return_up,16,0.25000000,3934.45852895,0.00006354,0.10182067
h4,validation,50,100,adx_up3+horizontal_break_up+mtf_adx25+cross_group_return_up,27,0.29629630,7347.28747795,0.00004033,0.15853040
h4,validation,100,150,adx_up3+horizontal_break_up+mtf_adx25+cross_group_return_up,10,0.10000000,7312.54635108,0.00001368,0.01787621
h4,validation,150,200,adx_up3+horizontal_break_up+mtf_adx25+cross_group_return_up,1,0.00000000,7287.60933333,0.00000000,0.00000000
h4,validation,200,300,adx_up3+horizontal_break_up+mtf_adx25+cross_group_return_up,1,0.00000000,7258.32947977,0.00000000,0.00000000
h4,oos,50,100,adx_up3+horizontal_break_up+mtf_adx25+cross_group_return_up,28,0.32142857,8766.86496956,0.00003666,0.17933247
h4,oos,100,150,adx_up3+horizontal_break_up+mtf_adx25+cross_group_return_up,15,0.26666667,8737.06716418,0.00003052,0.10897453
h4,oos,150,200,adx_up3+horizontal_break_up+mtf_adx25+cross_group_return_up,5,0.00000000,8761.62068966,0.00000000,0.00000000
h4,oos,200,300,adx_up3+horizontal_break_up+mtf_adx25+cross_group_return_up,2,0.00000000,8875.16666667,0.00000000,0.00000000
h4,discovery,50,100,trend_bull+atr_expand+breakout20_up+cross_group_bull,98,0.46938776,3459.27368120,0.00013569,0.37360957
h4,discovery,100,150,trend_bull+atr_expand+breakout20_up+cross_group_bull,55,0.40000000,3623.64245524,0.00011039,0.28118497
h4,discovery,150,200,trend_bull+atr_expand+breakout20_up+cross_group_bull,33,0.33333333,3751.26678899,0.00008886,0.19750228
h4,discovery,200,300,trend_bull+atr_expand+breakout20_up+cross_group_bull,19,0.05263158,3934.45852895,0.00001338,0.00935199
h4,validation,50,100,trend_bull+atr_expand+breakout20_up+cross_group_bull,23,0.47826087,7347.28747795,0.00006509,0.29237157
h4,validation,100,150,trend_bull+atr_expand+breakout20_up+cross_group_bull,11,0.09090909,7312.54635108,0.00001243,0.01623217
h4,validation,150,200,trend_bull+atr_expand+breakout20_up+cross_group_bull,5,0.40000000,7287.60933333,0.00005489,0.11762077
h4,validation,200,300,trend_bull+atr_expand+breakout20_up+cross_group_bull,4,0.25000000,7258.32947977,0.00003444,0.04558726
h4,oos,50,100,trend_bull+atr_expand+breakout20_up+cross_group_bull,12,0.16666667,8766.86496956,0.00001901,0.04696514
h4,oos,100,150,trend_bull+atr_expand+breakout20_up+cross_group_bull,4,0.50000000,8737.06716418,0.00005723,0.15003899
h4,oos,150,200,trend_bull+atr_expand+breakout20_up+cross_group_bull,3,0.00000000,8761.62068966,0.00000000,0.00000000
h4,oos,200,300,trend_bull+atr_expand+breakout20_up+cross_group_bull,1,0.00000000,8875.16666667,0.00000000,0.00000000
h4,discovery,50,100,trend_bull+atr_expand+retest_up+cross_group_bull,98,0.46938776,3459.27368120,0.00013569,0.37360957
h4,discovery,100,150,trend_bull+atr_expand+retest_up+cross_group_bull,55,0.40000000,3623.64245524,0.00011039,0.28118497
h4,discovery,150,200,trend_bull+atr_expand+retest_up+cross_group_bull,33,0.33333333,3751.26678899,0.00008886,0.19750228
h4,discovery,200,300,trend_bull+atr_expand+retest_up+cross_group_bull,19,0.05263158,3934.45852895,0.00001338,0.00935199
h4,validation,50,100,trend_bull+atr_expand+retest_up+cross_group_bull,23,0.47826087,7347.28747795,0.00006509,0.29237157
h4,validation,100,150,trend_bull+atr_expand+retest_up+cross_group_bull,11,0.09090909,7312.54635108,0.00001243,0.01623217
h4,validation,150,200,trend_bull+atr_expand+retest_up+cross_group_bull,5,0.40000000,7287.60933333,0.00005489,0.11762077
h4,validation,200,300,trend_bull+atr_expand+retest_up+cross_group_bull,4,0.25000000,7258.32947977,0.00003444,0.04558726
h4,oos,50,100,trend_bull+atr_expand+retest_up+cross_group_bull,11,0.18181818,8766.86496956,0.00002074,0.05136769
h4,oos,100,150,trend_bull+atr_expand+retest_up+cross_group_bull,3,0.33333333,8737.06716418,0.00003815,0.06149194
h4,oos,150,200,trend_bull+atr_expand+retest_up+cross_group_bull,2,0.00000000,8761.62068966,0.00000000,0.00000000
h4,oos,200,300,trend_bull+atr_expand+retest_up+cross_group_bull,0,,8875.16666667,,
h4,discovery,50,100,atr_expand+breakout20_up+mtf_trend_bull+cross_group_bull,92,0.46739130,3459.27368120,0.00013511,0.36880118
h4,discovery,100,150,atr_expand+breakout20_up+mtf_trend_bull+cross_group_bull,53,0.39622642,3623.64245524,0.00010934,0.27589407
h4,discovery,150,200,atr_expand+breakout20_up+mtf_trend_bull+cross_group_bull,31,0.35483871,3751.26678899,0.00009459,0.21116659
h4,discovery,200,300,atr_expand+breakout20_up+mtf_trend_bull+cross_group_bull,19,0.05263158,3934.45852895,0.00001338,0.00935199
h4,validation,50,100,atr_expand+breakout20_up+mtf_trend_bull+cross_group_bull,26,0.50000000,7347.28747795,0.00006805,0.32060594
h4,validation,100,150,atr_expand+breakout20_up+mtf_trend_bull+cross_group_bull,14,0.42857143,7312.54635108,0.00005861,0.21380799
h4,validation,150,200,atr_expand+breakout20_up+mtf_trend_bull+cross_group_bull,9,0.44444444,7287.60933333,0.00006099,0.18877852
h4,validation,200,300,atr_expand+breakout20_up+mtf_trend_bull+cross_group_bull,7,0.28571429,7258.32947977,0.00003936,0.08221892
h4,oos,50,100,atr_expand+breakout20_up+mtf_trend_bull+cross_group_bull,10,0.20000000,8766.86496956,0.00002281,0.05668215
h4,oos,100,150,atr_expand+breakout20_up+mtf_trend_bull+cross_group_bull,4,0.50000000,8737.06716418,0.00005723,0.15003899
h4,oos,150,200,atr_expand+breakout20_up+mtf_trend_bull+cross_group_bull,3,0.00000000,8761.62068966,0.00000000,0.00000000
h4,oos,200,300,atr_expand+breakout20_up+mtf_trend_bull+cross_group_bull,1,0.00000000,8875.16666667,0.00000000,0.00000000
h4,discovery,50,100,atr_expand+retest_up+mtf_trend_bull+cross_group_bull,92,0.46739130,3459.27368120,0.00013511,0.36880118
h4,discovery,100,150,atr_expand+retest_up+mtf_trend_bull+cross_group_bull,53,0.39622642,3623.64245524,0.00010934,0.27589407
h4,discovery,150,200,atr_expand+retest_up+mtf_trend_bull+cross_group_bull,31,0.35483871,3751.26678899,0.00009459,0.21116659
h4,discovery,200,300,atr_expand+retest_up+mtf_trend_bull+cross_group_bull,19,0.05263158,3934.45852895,0.00001338,0.00935199
h4,validation,50,100,atr_expand+retest_up+mtf_trend_bull+cross_group_bull,22,0.45454545,7347.28747795,0.00006187,0.26920294
h4,validation,100,150,atr_expand+retest_up+mtf_trend_bull+cross_group_bull,10,0.30000000,7312.54635108,0.00004103,0.10779127
h4,validation,150,200,atr_expand+retest_up+mtf_trend_bull+cross_group_bull,6,0.16666667,7287.60933333,0.00002287,0.03005337
h4,validation,200,300,atr_expand+retest_up+mtf_trend_bull+cross_group_bull,4,0.25000000,7258.32947977,0.00003444,0.04558726
h4,oos,50,100,atr_expand+retest_up+mtf_trend_bull+cross_group_bull,9,0.22222222,8766.86496956,0.00002535,0.06322511
h4,oos,100,150,atr_expand+retest_up+mtf_trend_bull+cross_group_bull,3,0.33333333,8737.06716418,0.00003815,0.06149194
h4,oos,150,200,atr_expand+retest_up+mtf_trend_bull+cross_group_bull,2,0.00000000,8761.62068966,0.00000000,0.00000000
h4,oos,200,300,atr_expand+retest_up+mtf_trend_bull+cross_group_bull,0,,8875.16666667,,
h4,discovery,50,100,price200_bull+atr_expand+horizontal_break_up+cross_group_bull,114,0.43859649,3459.27368120,0.00012679,0.35098381
h4,discovery,100,150,price200_bull+atr_expand+horizontal_break_up+cross_group_bull,59,0.42372881,3623.64245524,0.00011693,0.30612727
h4,discovery,150,200,price200_bull+atr_expand+horizontal_break_up+cross_group_bull,37,0.35135135,3751.26678899,0.00009366,0.21825607
h4,discovery,200,300,price200_bull+atr_expand+horizontal_break_up+cross_group_bull,22,0.04545455,3934.45852895,0.00001155,0.00806943
h4,validation,50,100,price200_bull+atr_expand+horizontal_break_up+cross_group_bull,29,0.51724138,7347.28747795,0.00007040,0.34431022
h4,validation,100,150,price200_bull+atr_expand+horizontal_break_up+cross_group_bull,17,0.41176471,7312.54635108,0.00005631,0.21611057
h4,validation,150,200,price200_bull+atr_expand+horizontal_break_up+cross_group_bull,10,0.60000000,7287.60933333,0.00008233,0.31267377
h4,validation,200,300,price200_bull+atr_expand+horizontal_break_up+cross_group_bull,8,0.12500000,7258.32947977,0.00001722,0.02241749
h4,oos,50,100,price200_bull+atr_expand+horizontal_break_up+cross_group_bull,15,0.13333333,8766.86496956,0.00001521,0.03736126
h4,oos,100,150,price200_bull+atr_expand+horizontal_break_up+cross_group_bull,4,0.50000000,8737.06716418,0.00005723,0.15003899
h4,oos,150,200,price200_bull+atr_expand+horizontal_break_up+cross_group_bull,3,0.00000000,8761.62068966,0.00000000,0.00000000
h4,oos,200,300,price200_bull+atr_expand+horizontal_break_up+cross_group_bull,1,0.00000000,8875.16666667,0.00000000,0.00000000
h4,discovery,50,100,adx25+atr_expand+horizontal_break_up+mtf_trend_bull,74,0.48648649,3459.27368120,0.00014063,0.37611790
h4,discovery,100,150,adx25+atr_expand+horizontal_break_up+mtf_trend_bull,48,0.37500000,3623.64245524,0.00010349,0.25215267
h4,discovery,150,200,adx25+atr_expand+horizontal_break_up+mtf_trend_bull,29,0.31034483,3751.26678899,0.00008273,0.17275617
h4,discovery,200,300,adx25+atr_expand+horizontal_break_up+mtf_trend_bull,20,0.10000000,3934.45852895,0.00002542,0.02786648
h4,validation,50,100,adx25+atr_expand+horizontal_break_up+mtf_trend_bull,9,0.44444444,7347.28747795,0.00006049,0.18877852
h4,validation,100,150,adx25+atr_expand+horizontal_break_up+mtf_trend_bull,6,0.83333333,7312.54635108,0.00011396,0.43649718
h4,validation,150,200,adx25+atr_expand+horizontal_break_up+mtf_trend_bull,6,0.50000000,7287.60933333,0.00006861,0.18761631
h4,validation,200,300,adx25+atr_expand+horizontal_break_up+mtf_trend_bull,4,0.25000000,7258.32947977,0.00003444,0.04558726
h4,oos,50,100,adx25+atr_expand+horizontal_break_up+mtf_trend_bull,5,0.40000000,8766.86496956,0.00004563,0.11762077
h4,oos,100,150,adx25+atr_expand+horizontal_break_up+mtf_trend_bull,4,0.50000000,8737.06716418,0.00005723,0.15003899
h4,oos,150,200,adx25+atr_expand+horizontal_break_up+mtf_trend_bull,2,0.00000000,8761.62068966,0.00000000,0.00000000
h4,oos,200,300,adx25+atr_expand+horizontal_break_up+mtf_trend_bull,1,0.00000000,8875.16666667,0.00000000,0.00000000
h4,discovery,50,100,adx_up3+breakout20_up+mtf_adx25+cross_group_bull,135,0.38518519,3459.27368120,0.00011135,0.30735355
h4,discovery,100,150,adx_up3+breakout20_up+mtf_adx25+cross_group_bull,63,0.47619048,3623.64245524,0.00013141,0.35782124
h4,discovery,150,200,adx_up3+breakout20_up+mtf_adx25+cross_group_bull,38,0.28947368,3751.26678899,0.00007717,0.17003278
h4,discovery,200,300,adx_up3+breakout20_up+mtf_adx25+cross_group_bull,16,0.25000000,3934.45852895,0.00006354,0.10182067
h4,validation,50,100,adx_up3+breakout20_up+mtf_adx25+cross_group_bull,32,0.34375000,7347.28747795,0.00004679,0.20410438
h4,validation,100,150,adx_up3+breakout20_up+mtf_adx25+cross_group_bull,14,0.14285714,7312.54635108,0.00001954,0.04009392
h4,validation,150,200,adx_up3+breakout20_up+mtf_adx25+cross_group_bull,2,0.00000000,7287.60933333,0.00000000,0.00000000
h4,validation,200,300,adx_up3+breakout20_up+mtf_adx25+cross_group_bull,1,0.00000000,7258.32947977,0.00000000,0.00000000
h4,oos,50,100,adx_up3+breakout20_up+mtf_adx25+cross_group_bull,26,0.30769231,8766.86496956,0.00003510,0.16501316
h4,oos,100,150,adx_up3+breakout20_up+mtf_adx25+cross_group_bull,14,0.28571429,8737.06716418,0.00003270,0.11721379
h4,oos,150,200,adx_up3+breakout20_up+mtf_adx25+cross_group_bull,5,0.00000000,8761.62068966,0.00000000,0.00000000
h4,oos,200,300,adx_up3+breakout20_up+mtf_adx25+cross_group_bull,2,0.00000000,8875.16666667,0.00000000,0.00000000
h4,discovery,50,100,adx_up3+retest_up+mtf_adx25+cross_group_bull,135,0.38518519,3459.27368120,0.00011135,0.30735355
h4,discovery,100,150,adx_up3+retest_up+mtf_adx25+cross_group_bull,63,0.47619048,3623.64245524,0.00013141,0.35782124
h4,discovery,150,200,adx_up3+retest_up+mtf_adx25+cross_group_bull,38,0.28947368,3751.26678899,0.00007717,0.17003278
h4,discovery,200,300,adx_up3+retest_up+mtf_adx25+cross_group_bull,16,0.25000000,3934.45852895,0.00006354,0.10182067
h4,validation,50,100,adx_up3+retest_up+mtf_adx25+cross_group_bull,32,0.34375000,7347.28747795,0.00004679,0.20410438
h4,validation,100,150,adx_up3+retest_up+mtf_adx25+cross_group_bull,14,0.14285714,7312.54635108,0.00001954,0.04009392
h4,validation,150,200,adx_up3+retest_up+mtf_adx25+cross_group_bull,2,0.00000000,7287.60933333,0.00000000,0.00000000
h4,validation,200,300,adx_up3+retest_up+mtf_adx25+cross_group_bull,1,0.00000000,7258.32947977,0.00000000,0.00000000
h4,oos,50,100,adx_up3+retest_up+mtf_adx25+cross_group_bull,23,0.30434783,8766.86496956,0.00003472,0.15604024
h4,oos,100,150,adx_up3+retest_up+mtf_adx25+cross_group_bull,11,0.18181818,8737.06716418,0.00002081,0.05136769
h4,oos,150,200,adx_up3+retest_up+mtf_adx25+cross_group_bull,3,0.00000000,8761.62068966,0.00000000,0.00000000
h4,oos,200,300,adx_up3+retest_up+mtf_adx25+cross_group_bull,0,,8875.16666667,,
h4,discovery,50,100,adx_up3+atr_expand+close_near_high,204,0.37254902,3459.27368120,0.00010770,0.30913246
h4,discovery,100,150,adx_up3+atr_expand+close_near_high,100,0.37000000,3623.64245524,0.00010211,0.28182361
h4,discovery,150,200,adx_up3+atr_expand+close_near_high,48,0.54166667,3751.26678899,0.00014440,0.40291075
h4,discovery,200,300,adx_up3+atr_expand+close_near_high,32,0.18750000,3934.45852895,0.00004766,0.08889545
h4,validation,50,100,adx_up3+atr_expand+close_near_high,43,0.44186047,7347.28747795,0.00006014,0.30433310
h4,validation,100,150,adx_up3+atr_expand+close_near_high,21,0.23809524,7312.54635108,0.00003256,0.10628013
h4,validation,150,200,adx_up3+atr_expand+close_near_high,10,0.30000000,7287.60933333,0.00004117,0.10779127
h4,validation,200,300,adx_up3+atr_expand+close_near_high,5,0.00000000,7258.32947977,0.00000000,0.00000000
h4,oos,50,100,adx_up3+atr_expand+close_near_high,35,0.22857143,8766.86496956,0.00002607,0.12065880
h4,oos,100,150,adx_up3+atr_expand+close_near_high,8,0.25000000,8737.06716418,0.00002861,0.07147921
h4,oos,150,200,adx_up3+atr_expand+close_near_high,3,0.00000000,8761.62068966,0.00000000,0.00000000
h4,oos,200,300,adx_up3+atr_expand+close_near_high,0,,8875.16666667,,
h4,discovery,50,100,sma_stack_bull+adx_up3+atr_expand+cross_group_return_up,145,0.44137931,3459.27368120,0.00012759,0.36310588
h4,discovery,100,150,sma_stack_bull+adx_up3+atr_expand+cross_group_return_up,75,0.41333333,3623.64245524,0.00011407,0.30877729
h4,discovery,150,200,sma_stack_bull+adx_up3+atr_expand+cross_group_return_up,35,0.28571429,3751.26678899,0.00007616,0.16326536
h4,discovery,200,300,sma_stack_bull+adx_up3+atr_expand+cross_group_return_up,13,0.30769231,3934.45852895,0.00007820,0.12680704
h4,validation,50,100,sma_stack_bull+adx_up3+atr_expand+cross_group_return_up,25,0.36000000,7347.28747795,0.00004900,0.20247881
h4,validation,100,150,sma_stack_bull+adx_up3+atr_expand+cross_group_return_up,11,0.09090909,7312.54635108,0.00001243,0.01623217
h4,validation,150,200,sma_stack_bull+adx_up3+atr_expand+cross_group_return_up,5,0.00000000,7287.60933333,0.00000000,0.00000000
h4,validation,200,300,sma_stack_bull+adx_up3+atr_expand+cross_group_return_up,3,0.33333333,7258.32947977,0.00004592,0.06149194
h4,oos,50,100,sma_stack_bull+adx_up3+atr_expand+cross_group_return_up,16,0.06250000,8766.86496956,0.00000713,0.01111934
h4,oos,100,150,sma_stack_bull+adx_up3+atr_expand+cross_group_return_up,2,0.00000000,8737.06716418,0.00000000,0.00000000
h4,oos,150,200,sma_stack_bull+adx_up3+atr_expand+cross_group_return_up,1,0.00000000,8761.62068966,0.00000000,0.00000000
h4,oos,200,300,sma_stack_bull+adx_up3+atr_expand+cross_group_return_up,0,,8875.16666667,,
h4,discovery,50,100,di_strong_bull+atr_expand+horizontal_break_up+cross_group_bull,112,0.43750000,3459.27368120,0.00012647,0.34921166
