timeframe,from_target,to_target,conditions,discovery_n,oos_n,oos_continuation_rate,oos_pairs_n_ge5,oos_pair_rate_mean,oos_pair_rate_min
d1,200,300,sma_stack_bull+adx25+atr_expand+strong_close_bull,36,5,0.80000000,1,0.80000000,0.80000000
d1,200,300,adx25+atr_expand+horizontal_break_up+strong_close_bull,36,8,0.87500000,1,0.80000000,0.80000000
d1,200,300,sma_stack_bull+adx25+atr_expand+close_near_high,44,5,0.80000000,1,0.80000000,0.80000000
d1,200,300,adx25+atr_expand+horizontal_break_up+close_near_high,43,8,0.87500000,1,0.80000000,0.80000000
d1,200,300,sma_stack_bull+breakout20_up+strong_close_bull+cross_group_bull,231,48,0.58333333,4,0.56250000,0.00000000
d1,200,300,sma_stack_bull+breakout20_up+strong_close_bull+cross_group_return_up,235,57,0.50877193,6,0.50714286,0.00000000
d1,200,300,sma_stack_bull+breakout20_up+close_near_high+cross_group_return_up,269,77,0.53246753,6,0.51807549,0.00000000
d1,200,300,sma_stack_bull+breakout20_up+close_near_high+cross_group_bull,264,68,0.58823529,6,0.54411765,0.00000000
d1,200,300,sma_stack_bull+horizontal_break_up+strong_close_bull+cross_group_bull,214,45,0.55555556,3,0.58333333,0.00000000
d1,200,300,sma_stack_bull+horizontal_break_up+strong_close_bull+cross_group_return_up,218,54,0.48148148,5,0.50857143,0.00000000
d1,200,300,sma_stack_bull+horizontal_break_up+close_near_high+cross_group_return_up,250,73,0.52054795,6,0.51399411,0.00000000
d1,200,300,sma_stack_bull+horizontal_break_up+close_near_high+cross_group_bull,245,64,0.57812500,6,0.54166667,0.00000000
d1,200,300,sma_stack_bull+di_strong_bull+strong_close_bull+cross_group_bull,265,66,0.68181818,5,0.68690476,0.00000000
d1,200,300,sma_stack_bull+strong_close_bull+mtf_adx_rising+cross_group_bull,261,60,0.75000000,5,0.68690476,0.00000000
d1,200,300,sma_stack_bull+bb_expand+strong_close_bull+cross_group_bull,184,41,0.56097561,4,0.53125000,0.00000000
d1,200,300,sma_stack_bull+di_strong_bull+strong_close_bull+cross_group_return_up,274,75,0.61333333,7,0.60916149,0.00000000
d1,200,300,sma_stack_bull+bb_expand+close_near_high+cross_group_bull,213,52,0.59615385,6,0.54464286,0.00000000
d1,200,300,sma_stack_bull+di_strong_bull+close_near_high+cross_group_bull,312,95,0.69473684,7,0.62354497,0.00000000
d1,200,300,sma_stack_bull+atr_expand+strong_close_bull,52,14,0.92857143,2,0.90000000,0.80000000
d1,200,300,sma_stack_bull+macd_accel_up+atr_expand+strong_close_bull,52,14,0.92857143,2,0.90000000,0.80000000
d1,200,300,sma_stack_bull+atr_expand+strong_close_bull+mtf_macd_bull,52,14,0.92857143,2,0.90000000,0.80000000
d1,200,300,sma_stack_bull+bb_expand+strong_close_bull+cross_group_return_up,185,48,0.50000000,6,0.48518519,0.00000000
d1,200,300,sma_stack_bull+bb_expand+close_near_high+cross_group_return_up,214,59,0.54237288,6,0.51455026,0.00000000
d1,200,300,sma_stack_bull+di_strong_bull+close_near_high+cross_group_return_up,322,104,0.64423077,7,0.60469473,0.00000000
d1,200,300,sma_stack_bull+macd_accel_up+strong_close_bull+cross_group_bull,289,67,0.67164179,5,0.66872294,0.00000000
d1,200,300,sma_stack_bull+strong_close_bull+mtf_di_strong_bull+cross_group_bull,280,62,0.72580645,5,0.68690476,0.00000000
d1,200,300,sma_stack_bull+strong_close_bull+mtf_macd_bull+cross_group_bull,287,66,0.68181818,5,0.68690476,0.00000000
d1,200,300,sma_stack_bull+strong_close_bull+cross_group_bull,293,67,0.67164179,5,0.66872294,0.00000000
d1,200,300,sma_stack_bull+breakout20_up+impulse_bull+cross_group_return_up,313,88,0.51136364,7,0.47925571,0.00000000
d1,200,300,sma_stack_bull+di_strong_bull+atr_expand+strong_close_bull,50,14,0.92857143,2,0.90000000,0.80000000
d1,200,300,sma_stack_bull+atr_expand+horizontal_break_up+strong_close_bull,50,14,0.92857143,2,0.90000000,0.80000000
d1,200,300,sma_stack_bull+atr_expand+breakout20_up+strong_close_bull,50,14,0.92857143,2,0.90000000,0.80000000
d1,200,300,sma_stack_bull+atr_expand+strong_close_bull+mtf_adx_rising,50,14,0.92857143,2,0.90000000,0.80000000
d1,200,300,sma_stack_bull+atr_expand+strong_close_bull+mtf_di_strong_bull,50,14,0.92857143,2,0.90000000,0.80000000
d1,200,300,sma_stack_bull+strong_close_bull+mtf_adx_rising+cross_group_return_up,276,67,0.68656716,7,0.62874150,0.00000000
d1,200,300,sma_stack_bull+horizontal_break_up+impulse_bull+cross_group_return_up,290,85,0.49411765,7,0.46574838,0.00000000
d1,200,300,sma_stack_bull+bb_expand+impulse_bull+cross_group_bull,229,55,0.56363636,6,0.50297619,0.00000000
d1,200,300,sma_stack_bull+breakout20_up+impulse_bull+cross_group_bull,308,78,0.56410256,7,0.51858436,0.00000000
d1,200,300,sma_stack_bull+adx25+strong_close_bull+cross_group_return_up,145,31,0.58064516,3,0.55000000,0.10000000
d1,200,300,sma_stack_bull+atr_expand+close_near_high,62,14,0.92857143,2,0.90000000,0.80000000
d1,200,300,sma_stack_bull+atr_expand+close_near_high+mtf_macd_bull,62,14,0.92857143,2,0.90000000,0.80000000
d1,200,300,sma_stack_bull+structure_bull_transition+strong_close_bull+cross_group_bull,254,62,0.70967742,4,0.70238095,0.00000000
d1,200,300,sma_stack_bull+macd_accel_up+strong_close_bull+cross_group_return_up,305,77,0.61038961,7,0.60916149,0.09090909
d1,200,300,sma_stack_bull+adx25+breakout20_up+cross_group_return_up,164,47,0.46808511,4,0.50502137,0.08333333
d1,200,300,sma_stack_bull+strong_close_bull+mtf_macd_bull+cross_group_return_up,303,76,0.61842105,7,0.62214850,0.09090909
d1,200,300,sma_stack_bull+strong_close_bull+mtf_di_strong_bull+cross_group_return_up,296,69,0.66666667,7,0.62874150,0.00000000
d1,200,300,adx25+atr_expand+breakout20_up+close_near_high,51,8,0.87500000,1,0.80000000,0.80000000
d1,200,300,sma_stack_bull+close_near_high+mtf_macd_bull+cross_group_bull,343,95,0.69473684,7,0.62354497,0.00000000
d1,200,300,sma_stack_bull+strong_close_bull+cross_group_return_up,309,77,0.61038961,7,0.60916149,0.09090909
d1,200,300,sma_stack_bull+close_near_high+mtf_adx_rising+cross_group_bull,309,88,0.75000000,6,0.72746914,0.00000000
d1,200,300,sma_stack_bull+bb_expand+horizontal_break_up+cross_group_bull,241,54,0.53703704,6,0.49305556,0.00000000
d1,200,300,sma_stack_bull+close_near_high+mtf_di_strong_bull+cross_group_bull,336,91,0.72527473,6,0.72746914,0.00000000
d1,200,300,sma_stack_bull+macd_accel_up+breakout20_up+strong_close_bull,380,69,0.42028986,7,0.46766091,0.00000000
d1,200,300,sma_stack_bull+horizontal_break_up+impulse_bull+cross_group_bull,285,75,0.54666667,7,0.50507703,0.00000000
d1,200,300,sma_stack_bull+macd_accel_up+close_near_high+cross_group_bull,346,96,0.68750000,7,0.61640212,0.00000000
d1,200,300,sma_stack_bull+macd_accel_up+atr_expand+close_near_high,61,14,0.92857143,2,0.90000000,0.80000000
d1,200,300,sma_stack_bull+adx25+horizontal_break_up+cross_group_return_up,162,47,0.46808511,4,0.50502137,0.08333333
d1,200,300,trend_bull+adx25+atr_expand+close_near_high,54,8,0.87500000,1,0.80000000,0.80000000
d1,200,300,sma_stack_bull+breakout20_up+strong_close_bull+mtf_adx_rising,361,62,0.46774194,7,0.49249084,0.00000000
d1,200,300,sma_stack_bull+close_near_high+cross_group_bull,350,96,0.68750000,7,0.61640212,0.00000000
d1,200,300,sma_stack_bull+structure_bull_transition+strong_close_bull+cross_group_return_up,265,72,0.63888889,6,0.62167325,0.09090909
d1,200,300,sma_stack_bull+breakout20_up+strong_close_bull+mtf_macd_bull,377,69,0.42028986,7,0.46766091,0.00000000
d1,200,300,sma_stack_bull+di_strong_bull+atr_expand+close_near_high,60,14,0.92857143,2,0.90000000,0.80000000
d1,200,300,sma_stack_bull+atr_expand+close_near_high+mtf_di_strong_bull,60,14,0.92857143,2,0.90000000,0.80000000
d1,200,300,trend_bull+atr_expand+breakout20_up+cross_group_return_up,30,25,0.64000000,3,0.64166667,0.37500000
d1,200,300,sma_stack_bull+di_strong_bull+breakout20_up+strong_close_bull,382,70,0.41428571,7,0.46766091,0.00000000
d1,200,300,sma_stack_bull+adx25+strong_close_bull+cross_group_bull,136,23,0.69565217,1,0.75000000,0.75000000
d1,200,300,sma_stack_bull+close_near_high+mtf_adx_rising+cross_group_return_up,325,95,0.70526316,7,0.62354497,0.00000000
d1,200,300,sma_stack_bull+breakout20_up+strong_close_bull,388,70,0.41428571,7,0.46766091,0.00000000
d1,200,300,sma_stack_bull+breakout20_up+strong_close_bull+mtf_di_strong_bull,380,64,0.45312500,7,0.49249084,0.00000000
d1,200,300,sma_stack_bull+close_near_high+mtf_macd_bull+cross_group_return_up,360,105,0.64761905,7,0.61768174,0.09090909
d1,200,300,sma_stack_bull+macd_accel_up+close_near_high+cross_group_return_up,363,106,0.64150943,7,0.61053889,0.09090909
d1,200,300,sma_stack_bull+close_near_high+mtf_di_strong_bull+cross_group_return_up,353,98,0.68367347,7,0.62014361,0.00000000
d1,200,300,sma_stack_bull+adx25+strong_close_bull+mtf_adx_rising,227,33,0.51515152,4,0.51250000,0.16666667
d1,200,300,sma_stack_bull+atr_expand+horizontal_break_up+close_near_high,59,14,0.92857143,2,0.90000000,0.80000000
d1,200,300,sma_stack_bull+atr_expand+breakout20_up+close_near_high,59,14,0.92857143,2,0.90000000,0.80000000
d1,200,300,sma_stack_bull+atr_expand+close_near_high+mtf_adx_rising,59,14,0.92857143,2,0.90000000,0.80000000
d1,200,300,sma_stack_bull+close_near_high+cross_group_return_up,367,106,0.64150943,7,0.61053889,0.09090909
d1,200,300,sma_stack_bull+macd_accel_up+breakout20_up+close_near_high,462,96,0.45833333,7,0.47504876,0.00000000
d1,200,300,sma_stack_bull+bb_expand+breakout20_up+cross_group_bull,261,54,0.53703704,6,0.49305556,0.00000000
