pair,timeframe,direction,threshold_pips,horizon_bars,condition,samples,base_rate,hit_rate,rate_diff,lift
gbpjpy,d1,bull,300,5,rsi_30_45,342,0.13829787,0.22807018,0.08977230,1.64912281
gbpusd,d1,bull,300,5,rsi_30_45,556,0.02412281,0.02517986,0.00105705,1.04381949
nzdusd,d1,bull,300,5,rsi_30_45,636,0.00224090,0.00314465,0.00090376,1.40330189
usdcad,d1,bull,300,5,rsi_30_45,461,0.01249321,0.01084599,-0.00164722,0.86815052
usdchf,d1,bull,300,5,rsi_30_45,593,0.00054318,0.00000000,-0.00054318,0.00000000
usdjpy,d1,bull,300,5,rsi_30_45,365,0.07218802,0.10958904,0.03740102,1.51810555
audjpy,d1,bull,300,5,rsi_45_55,644,0.02119565,0.01552795,-0.00566770,0.73260073
audnzd,d1,bull,300,5,rsi_45_55,516,0.00000000,0.00000000,0.00000000,
audusd,d1,bull,300,5,rsi_45_55,576,0.00163043,0.00000000,-0.00163043,0.00000000
eurgbp,d1,bull,300,5,rsi_45_55,644,0.00271739,0.00000000,-0.00271739,0.00000000
eurjpy,d1,bull,300,5,rsi_45_55,537,0.07386682,0.06890130,-0.00496551,0.93277750
eurusd,d1,bull,300,5,rsi_45_55,502,0.01287073,0.01195219,-0.00091854,0.92863329
gbpjpy,d1,bull,300,5,rsi_45_55,528,0.13829787,0.14015152,0.00185364,1.01340326
gbpusd,d1,bull,300,5,rsi_45_55,541,0.02412281,0.02587800,0.00175520,1.07276088
nzdusd,d1,bull,300,5,rsi_45_55,519,0.00224090,0.00192678,-0.00031411,0.85982659
usdcad,d1,bull,300,5,rsi_45_55,583,0.01249321,0.01543739,0.00294418,1.23566261
usdchf,d1,bull,300,5,rsi_45_55,535,0.00054318,0.00186916,0.00132598,3.44112150
usdjpy,d1,bull,300,5,rsi_45_55,442,0.07218802,0.05203620,-0.02015183,0.72084254
audjpy,d1,bull,300,5,rsi_55_70,653,0.02119565,0.01837672,-0.00281893,0.86700436
audnzd,d1,bull,300,5,rsi_55_70,602,0.00000000,0.00000000,0.00000000,
audusd,d1,bull,300,5,rsi_55_70,556,0.00163043,0.00000000,-0.00163043,0.00000000
eurgbp,d1,bull,300,5,rsi_55_70,461,0.00271739,0.00433839,0.00162100,1.59652928
eurjpy,d1,bull,300,5,rsi_55_70,730,0.07386682,0.05068493,-0.02318188,0.68616646
eurusd,d1,bull,300,5,rsi_55_70,523,0.01287073,0.02294455,0.01007382,1.78269183
gbpjpy,d1,bull,300,5,rsi_55_70,733,0.13829787,0.09549795,-0.04279992,0.69052366
gbpusd,d1,bull,300,5,rsi_55_70,573,0.02412281,0.01745201,-0.00667080,0.72346502
nzdusd,d1,bull,300,5,rsi_55_70,501,0.00224090,0.00199601,-0.00024489,0.89071856
usdcad,d1,bull,300,5,rsi_55_70,561,0.01249321,0.01069519,-0.00179802,0.85607998
usdchf,d1,bull,300,5,rsi_55_70,534,0.00054318,0.00000000,-0.00054318,0.00000000
usdjpy,d1,bull,300,5,rsi_55_70,742,0.07218802,0.04986523,-0.02232280,0.69076872
audjpy,d1,bull,300,5,rsi_gt70,107,0.02119565,0.05607477,0.03487911,2.64557872
audnzd,d1,bull,300,5,rsi_gt70,153,0.00000000,0.00000000,0.00000000,
eurgbp,d1,bull,300,5,rsi_gt70,54,0.00271739,0.05555556,0.05283816,20.44444444
eurjpy,d1,bull,300,5,rsi_gt70,117,0.07386682,0.01709402,-0.05677280,0.23141673
eurusd,d1,bull,300,5,rsi_gt70,62,0.01287073,0.00000000,-0.01287073,0.00000000
gbpjpy,d1,bull,300,5,rsi_gt70,118,0.13829787,0.09322034,-0.04507753,0.67405476
gbpusd,d1,bull,300,5,rsi_gt70,57,0.02412281,0.00000000,-0.02412281,0.00000000
usdcad,d1,bull,300,5,rsi_gt70,137,0.01249321,0.02189781,0.00940460,1.75277690
usdchf,d1,bull,300,5,rsi_gt70,88,0.00054318,0.00000000,-0.00054318,0.00000000
usdjpy,d1,bull,300,5,rsi_gt70,181,0.07218802,0.09944751,0.02725949,1.37761789
audjpy,d1,bull,300,5,macd_hist_pos,937,0.02119565,0.02134472,0.00014907,1.00703281
audnzd,d1,bull,300,5,macd_hist_pos,923,0.00000000,0.00000000,0.00000000,
audusd,d1,bull,300,5,macd_hist_pos,921,0.00163043,0.00000000,-0.00163043,0.00000000
eurgbp,d1,bull,300,5,macd_hist_pos,902,0.00271739,0.00443459,0.00171720,1.63192905
eurjpy,d1,bull,300,5,macd_hist_pos,928,0.07386682,0.05280172,-0.02106509,0.71482334
eurusd,d1,bull,300,5,macd_hist_pos,890,0.01287073,0.01235955,-0.00051118,0.96028334
gbpjpy,d1,bull,300,5,macd_hist_pos,929,0.13829787,0.11517761,-0.02312026,0.83282272
gbpusd,d1,bull,300,5,macd_hist_pos,885,0.02412281,0.01920904,-0.00491377,0.79630200
nzdusd,d1,bull,300,5,macd_hist_pos,908,0.00224090,0.00110132,-0.00113957,0.49146476
usdcad,d1,bull,300,5,macd_hist_pos,924,0.01249321,0.01515152,0.00265830,1.21277997
usdchf,d1,bull,300,5,macd_hist_pos,968,0.00054318,0.00000000,-0.00054318,0.00000000
usdjpy,d1,bull,300,5,macd_hist_pos,907,0.07218802,0.06835722,-0.00383080,0.94693298
audjpy,d1,bull,300,5,adx_gt25,595,0.02119565,0.03025210,0.00905645,1.42727860
audnzd,d1,bull,300,5,adx_gt25,705,0.00000000,0.00000000,0.00000000,
audusd,d1,bull,300,5,adx_gt25,437,0.00163043,0.00000000,-0.00163043,0.00000000
eurgbp,d1,bull,300,5,adx_gt25,595,0.00271739,0.00840336,0.00568597,3.09243697
eurjpy,d1,bull,300,5,adx_gt25,646,0.07386682,0.07894737,0.00508055,1.06877990
eurusd,d1,bull,300,5,adx_gt25,822,0.01287073,0.00973236,-0.00313837,0.75616206
gbpjpy,d1,bull,300,5,adx_gt25,649,0.13829787,0.15100154,0.01270367,1.09185730
gbpusd,d1,bull,300,5,adx_gt25,698,0.02412281,0.03008596,0.00596315,1.24719979
nzdusd,d1,bull,300,5,adx_gt25,570,0.00224090,0.00175439,-0.00048651,0.78289474
usdcad,d1,bull,300,5,adx_gt25,649,0.01249321,0.00308166,-0.00941155,0.24666711
usdchf,d1,bull,300,5,adx_gt25,725,0.00054318,0.00137931,0.00083613,2.53931034
usdjpy,d1,bull,300,5,adx_gt25,817,0.07218802,0.08690330,0.01471528,1.20384656
audjpy,d1,bull,300,5,pdi_gt_mdi,1077,0.02119565,0.02135562,0.00015997,1.00754708
audnzd,d1,bull,300,5,pdi_gt_mdi,1095,0.00000000,0.00000000,0.00000000,
audusd,d1,bull,300,5,pdi_gt_mdi,917,0.00163043,0.00000000,-0.00163043,0.00000000
eurgbp,d1,bull,300,5,pdi_gt_mdi,969,0.00271739,0.00515996,0.00244257,1.89886481
eurjpy,d1,bull,300,5,pdi_gt_mdi,1027,0.07386682,0.05452775,-0.01933907,0.73819008
eurusd,d1,bull,300,5,pdi_gt_mdi,906,0.01287073,0.01876380,0.00589306,1.45786544
gbpjpy,d1,bull,300,5,pdi_gt_mdi,1055,0.13829787,0.10900474,-0.02929313,0.78818812
gbpusd,d1,bull,300,5,pdi_gt_mdi,950,0.02412281,0.01789474,-0.00622807,0.74181818
nzdusd,d1,bull,300,5,pdi_gt_mdi,893,0.00224090,0.00223964,-0.00000125,0.99944009
usdcad,d1,bull,300,5,pdi_gt_mdi,1083,0.01249321,0.01292705,0.00043384,1.03472640
usdchf,d1,bull,300,5,pdi_gt_mdi,920,0.00054318,0.00000000,-0.00054318,0.00000000
usdjpy,d1,bull,300,5,pdi_gt_mdi,1008,0.07218802,0.06250000,-0.00968802,0.86579457
audjpy,d1,bull,300,5,mdi_gt_pdi,750,0.02119565,0.02133333,0.00013768,1.00649573
audnzd,d1,bull,300,5,mdi_gt_pdi,733,0.00000000,0.00000000,0.00000000,
audusd,d1,bull,300,5,mdi_gt_pdi,910,0.00163043,0.00329670,0.00166627,2.02197802
eurgbp,d1,bull,300,5,mdi_gt_pdi,858,0.00271739,0.00000000,-0.00271739,0.00000000
eurjpy,d1,bull,300,5,mdi_gt_pdi,747,0.07386682,0.10174029,0.02787348,1.37734777
eurusd,d1,bull,300,5,mdi_gt_pdi,868,0.01287073,0.00691244,-0.00595829,0.53706672
gbpjpy,d1,bull,300,5,mdi_gt_pdi,718,0.13829787,0.18384401,0.04554614,1.32933362
gbpusd,d1,bull,300,5,mdi_gt_pdi,861,0.02412281,0.03135889,0.00723608,1.29996832
nzdusd,d1,bull,300,5,mdi_gt_pdi,879,0.00224090,0.00227531,0.00003442,1.01535836
usdcad,d1,bull,300,5,mdi_gt_pdi,745,0.01249321,0.01208054,-0.00041267,0.96696819
usdchf,d1,bull,300,5,mdi_gt_pdi,908,0.00054318,0.00110132,0.00055814,2.02753304
usdjpy,d1,bull,300,5,mdi_gt_pdi,766,0.07218802,0.08616188,0.01397386,1.19357581
audjpy,d1,bull,300,5,atr_high,615,0.02119565,0.04065041,0.01945475,1.91786533
audnzd,d1,bull,300,5,atr_high,554,0.00000000,0.00000000,0.00000000,
audusd,d1,bull,300,5,atr_high,454,0.00163043,0.00660793,0.00497749,4.05286344
eurgbp,d1,bull,300,5,atr_high,410,0.00271739,0.00731707,0.00459968,2.69268293
eurjpy,d1,bull,300,5,atr_high,568,0.07386682,0.11443662,0.04056980,1.54922909
eurusd,d1,bull,300,5,atr_high,532,0.01287073,0.02255639,0.00968566,1.75253351
gbpjpy,d1,bull,300,5,atr_high,546,0.13829787,0.20879121,0.07049334,1.50972105
gbpusd,d1,bull,300,5,atr_high,464,0.02412281,0.06250000,0.03837719,2.59090909
nzdusd,d1,bull,300,5,atr_high,448,0.00224090,0.00892857,0.00668768,3.98437500
usdcad,d1,bull,300,5,atr_high,525,0.01249321,0.01523810,0.00274489,1.21971014
usdchf,d1,bull,300,5,atr_high,531,0.00054318,0.00000000,-0.00054318,0.00000000
usdjpy,d1,bull,300,5,atr_high,566,0.07218802,0.09010601,0.01791798,1.24821267
audjpy,d1,bull,300,5,atr_low,609,0.02119565,0.01149425,-0.00970140,0.54229296
audnzd,d1,bull,300,5,atr_low,608,0.00000000,0.00000000,0.00000000,
audusd,d1,bull,300,5,atr_low,731,0.00163043,0.00000000,-0.00163043,0.00000000
eurgbp,d1,bull,300,5,atr_low,746,0.00271739,0.00000000,-0.00271739,0.00000000
eurjpy,d1,bull,300,5,atr_low,567,0.07386682,0.06172840,-0.01213842,0.83567153
eurusd,d1,bull,300,5,atr_low,684,0.01287073,0.00292398,-0.00994676,0.22718027
gbpjpy,d1,bull,300,5,atr_low,656,0.13829787,0.11890244,-0.01939543,0.85975610
gbpusd,d1,bull,300,5,atr_low,738,0.02412281,0.01219512,-0.01192769,0.50554324
nzdusd,d1,bull,300,5,atr_low,728,0.00224090,0.00000000,-0.00224090,0.00000000
usdcad,d1,bull,300,5,atr_low,718,0.01249321,0.01392758,0.00143437,1.11481167
usdchf,d1,bull,300,5,atr_low,647,0.00054318,0.00000000,-0.00054318,0.00000000
usdjpy,d1,bull,300,5,atr_low,694,0.07218802,0.06772334,-0.00446468,0.93815205
audjpy,d1,bull,300,5,bb_below_mid,740,0.02119565,0.02027027,-0.00092538,0.95634096
audnzd,d1,bull,300,5,bb_below_mid,850,0.00000000,0.00000000,0.00000000,
audusd,d1,bull,300,5,bb_below_mid,942,0.00163043,0.00318471,0.00155428,1.95329087
eurgbp,d1,bull,300,5,bb_below_mid,1005,0.00271739,0.00000000,-0.00271739,0.00000000
eurjpy,d1,bull,300,5,bb_below_mid,692,0.07386682,0.10404624,0.03017943,1.40856542
eurusd,d1,bull,300,5,bb_below_mid,931,0.01287073,0.01396348,0.00109275,1.08490170
gbpjpy,d1,bull,300,5,bb_below_mid,687,0.13829787,0.19650655,0.05820868,1.42089352
gbpusd,d1,bull,300,5,bb_below_mid,921,0.02412281,0.02605863,0.00193582,1.08024874
nzdusd,d1,bull,300,5,bb_below_mid,954,0.00224090,0.00314465,0.00090376,1.40330189
usdcad,d1,bull,300,5,bb_below_mid,847,0.01249321,0.00944510,-0.00304811,0.75601868
usdchf,d1,bull,300,5,bb_below_mid,918,0.00054318,0.00108932,0.00054614,2.00544662
usdjpy,d1,bull,300,5,bb_below_mid,647,0.07218802,0.08809892,0.01591089,1.22040904
audjpy,d1,bull,300,5,bb_above_mid,1081,0.02119565,0.02220167,0.00100601,1.04746318
audnzd,d1,bull,300,5,bb_above_mid,972,0.00000000,0.00000000,0.00000000,
audusd,d1,bull,300,5,bb_above_mid,879,0.00163043,0.00000000,-0.00163043,0.00000000
eurgbp,d1,bull,300,5,bb_above_mid,816,0.00271739,0.00612745,0.00341006,2.25490196
eurjpy,d1,bull,300,5,bb_above_mid,1076,0.07386682,0.05576208,-0.01810473,0.75490030
eurusd,d1,bull,300,5,bb_above_mid,837,0.01287073,0.01194743,-0.00092330,0.92826347
gbpjpy,d1,bull,300,5,bb_above_mid,1080,0.13829787,0.10370370,-0.03459417,0.74985755
gbpusd,d1,bull,300,5,bb_above_mid,884,0.02412281,0.02262443,-0.00149837,0.93788564
nzdusd,d1,bull,300,5,bb_above_mid,812,0.00224090,0.00123153,-0.00100937,0.54956897
usdcad,d1,bull,300,5,bb_above_mid,975,0.01249321,0.01538462,0.00289141,1.23143813
usdchf,d1,bull,300,5,bb_above_mid,904,0.00054318,0.00000000,-0.00054318,0.00000000
usdjpy,d1,bull,300,5,bb_above_mid,1121,0.07218802,0.06422837,-0.00795966,0.88973715
audjpy,d1,bull,300,5,body_ratio_gt60,657,0.02119565,0.03044140,0.00924575,1.43620966
audnzd,d1,bull,300,5,body_ratio_gt60,555,0.00000000,0.00000000,0.00000000,
audusd,d1,bull,300,5,body_ratio_gt60,624,0.00163043,0.00000000,-0.00163043,0.00000000
eurgbp,d1,bull,300,5,body_ratio_gt60,554,0.00271739,0.00180505,-0.00091234,0.66425993
eurjpy,d1,bull,300,5,body_ratio_gt60,624,0.07386682,0.08333333,0.00946652,1.12815657
eurusd,d1,bull,300,5,body_ratio_gt60,606,0.01287073,0.01485149,0.00198075,1.15389582
gbpjpy,d1,bull,300,5,body_ratio_gt60,616,0.13829787,0.15746753,0.01916966,1.13861139
gbpusd,d1,bull,300,5,body_ratio_gt60,602,0.02412281,0.02990033,0.00577753,1.23950468
nzdusd,d1,bull,300,5,body_ratio_gt60,615,0.00224090,0.00325203,0.00101114,1.45121951
usdcad,d1,bull,300,5,body_ratio_gt60,601,0.01249321,0.00998336,-0.00250985,0.79910294
usdchf,d1,bull,300,5,body_ratio_gt60,646,0.00054318,0.00000000,-0.00054318,0.00000000
usdjpy,d1,bull,300,5,body_ratio_gt60,660,0.07218802,0.06666667,-0.00552136,0.92351421
audjpy,d1,bull,50,10,ema_stack_bull,1075,0.78260870,0.76372093,-0.01888777,0.97586563
audnzd,d1,bull,50,10,ema_stack_bull,912,0.60510592,0.59320175,-0.01190417,0.98032714
audusd,d1,bull,50,10,ema_stack_bull,582,0.66684783,0.56013746,-0.10671037,0.83997793
eurgbp,d1,bull,50,10,ema_stack_bull,483,0.47826087,0.53623188,0.05797101,1.12121212
eurjpy,d1,bull,50,10,ema_stack_bull,1152,0.82092893,0.81944444,-0.00148449,0.99819170
eurusd,d1,bull,50,10,ema_stack_bull,596,0.69222160,0.66610738,-0.02611422,0.96227477
gbpjpy,d1,bull,50,10,ema_stack_bull,1190,0.86954087,0.85126050,-0.01828037,0.97897699
gbpusd,d1,bull,50,10,ema_stack_bull,762,0.76425439,0.75328084,-0.01097355,0.98564150
nzdusd,d1,bull,50,10,ema_stack_bull,395,0.63753501,0.48607595,-0.15145906,0.76243020
usdcad,d1,bull,50,10,ema_stack_bull,848,0.73709940,0.70754717,-0.02955223,0.95990740
usdchf,d1,bull,50,10,ema_stack_bull,673,0.65670831,0.63298663,-0.02372168,0.96387790
usdjpy,d1,bull,50,10,ema_stack_bull,1169,0.84331281,0.82720274,-0.01611008,0.98089668
audjpy,d1,bull,50,10,ema_stack_bear,374,0.78260870,0.83957219,0.05696350,1.07278669
audnzd,d1,bull,50,10,ema_stack_bear,501,0.60510592,0.64471058,0.03960466,1.06545079
audusd,d1,bull,50,10,ema_stack_bear,762,0.66684783,0.71653543,0.04968761,1.07451116
eurgbp,d1,bull,50,10,ema_stack_bear,861,0.47826087,0.46109175,-0.01716912,0.96410094
eurjpy,d1,bull,50,10,ema_stack_bear,209,0.82092893,0.88516746,0.06423853,1.07825103
eurusd,d1,bull,50,10,ema_stack_bear,742,0.69222160,0.69137466,-0.00084694,0.99877649
gbpjpy,d1,bull,50,10,ema_stack_bear,147,0.86954087,0.93197279,0.06243192,1.07179871
gbpusd,d1,bull,50,10,ema_stack_bear,564,0.76425439,0.81205674,0.04780235,1.06254770
nzdusd,d1,bull,50,10,ema_stack_bear,868,0.63753501,0.71313364,0.07559863,1.11857957
usdcad,d1,bull,50,10,ema_stack_bear,475,0.73709940,0.79368421,0.05658481,1.07676686
usdchf,d1,bull,50,10,ema_stack_bear,672,0.65670831,0.67857143,0.02186312,1.03329198
usdjpy,d1,bull,50,10,ema_stack_bear,223,0.84331281,0.91031390,0.06700109,1.07944986
audjpy,d1,bull,50,10,price_above_ema20,1107,0.78260870,0.76693767,-0.01567103,0.97997591
audnzd,d1,bull,50,10,price_above_ema20,1033,0.60510592,0.59438529,-0.01072064,0.98228304
audusd,d1,bull,50,10,price_above_ema20,906,0.66684783,0.66114790,-0.00569992,0.99145244
eurgbp,d1,bull,50,10,price_above_ema20,816,0.47826087,0.44607843,-0.03218244,0.93270945
eurjpy,d1,bull,50,10,price_above_ema20,1119,0.82092893,0.80965147,-0.01127746,0.98626257
eurusd,d1,bull,50,10,price_above_ema20,832,0.69222160,0.70432692,0.01210532,1.01748764
gbpjpy,d1,bull,50,10,price_above_ema20,1138,0.86954087,0.85325132,-0.01628956,0.98126649
gbpusd,d1,bull,50,10,price_above_ema20,910,0.76425439,0.76153846,-0.00271592,0.99644631
nzdusd,d1,bull,50,10,price_above_ema20,814,0.63753501,0.63636364,-0.00117138,0.99816265
usdcad,d1,bull,50,10,price_above_ema20,992,0.73709940,0.74899194,0.01189253,1.01613423
usdchf,d1,bull,50,10,price_above_ema20,905,0.65670831,0.63977901,-0.01692931,0.97422097
usdjpy,d1,bull,50,10,price_above_ema20,1155,0.84331281,0.83203463,-0.01127818,0.98662634
audjpy,d1,bull,50,10,price_above_200,1324,0.78260870,0.77039275,-0.01221595,0.98439074
audnzd,d1,bull,50,10,price_above_200,1181,0.60510592,0.59525826,-0.00984766,0.98372572
audusd,d1,bull,50,10,price_above_200,829,0.66684783,0.60072376,-0.06612406,0.90084085
eurgbp,d1,bull,50,10,price_above_200,709,0.47826087,0.50916784,0.03090697,1.06462367
eurjpy,d1,bull,50,10,price_above_200,1425,0.82092893,0.81894737,-0.00198156,0.99758619
eurusd,d1,bull,50,10,price_above_200,863,0.69222160,0.69061414,-0.00160746,0.99767782
gbpjpy,d1,bull,50,10,price_above_200,1493,0.86954087,0.86604153,-0.00349935,0.99597564
gbpusd,d1,bull,50,10,price_above_200,1046,0.76425439,0.73709369,-0.02716070,0.96446118
nzdusd,d1,bull,50,10,price_above_200,647,0.63753501,0.53477589,-0.10275913,0.83881807
usdcad,d1,bull,50,10,price_above_200,1148,0.73709940,0.72909408,-0.00800533,0.98913942
usdchf,d1,bull,50,10,price_above_200,861,0.65670831,0.62950058,-0.02720773,0.95856954
usdjpy,d1,bull,50,10,price_above_200,1391,0.84331281,0.82674335,-0.01656946,0.98035194
audjpy,d1,bull,50,10,rsi_lt30,55,0.78260870,0.85454545,0.07193676,1.09191919
audnzd,d1,bull,50,10,rsi_lt30,84,0.60510592,0.69047619,0.08537027,1.14108318
audusd,d1,bull,50,10,rsi_lt30,84,0.66684783,0.83333333,0.16648551,1.24966042
eurusd,d1,bull,50,10,rsi_lt30,81,0.69222160,0.82716049,0.13493889,1.19493598
gbpjpy,d1,bull,50,10,rsi_lt30,51,0.86954087,0.86274510,-0.00679578,0.99218464
gbpusd,d1,bull,50,10,rsi_lt30,83,0.76425439,0.81927711,0.05502272,1.07199530
nzdusd,d1,bull,50,10,rsi_lt30,83,0.63753501,0.68674699,0.04921197,1.07719101
usdcad,d1,bull,50,10,rsi_lt30,85,0.73709940,0.74117647,0.00407707,1.00553123
usdchf,d1,bull,50,10,rsi_lt30,77,0.65670831,0.83116883,0.17446052,1.26565907
audjpy,d1,bull,50,10,rsi_30_45,367,0.78260870,0.82016349,0.03755479,1.04798668
audnzd,d1,bull,50,10,rsi_30_45,472,0.60510592,0.60169492,-0.00341101,0.99436296
audusd,d1,bull,50,10,rsi_30_45,565,0.66684783,0.64070796,-0.02613986,0.96080086
eurgbp,d1,bull,50,10,rsi_30_45,629,0.47826087,0.54372019,0.06545932,1.13686949
eurjpy,d1,bull,50,10,rsi_30_45,346,0.82092893,0.84104046,0.02011153,1.02449850
eurusd,d1,bull,50,10,rsi_30_45,605,0.69222160,0.67272727,-0.01949433,0.97183802
gbpjpy,d1,bull,50,10,rsi_30_45,342,0.86954087,0.92690058,0.05735971,1.06596551
gbpusd,d1,bull,50,10,rsi_30_45,556,0.76425439,0.79316547,0.02891108,1.03782913
nzdusd,d1,bull,50,10,rsi_30_45,636,0.63753501,0.63679245,-0.00074256,0.99883526
usdcad,d1,bull,50,10,rsi_30_45,461,0.73709940,0.70281996,-0.03427945,0.95349413
usdchf,d1,bull,50,10,rsi_30_45,593,0.65670831,0.65092749,-0.00578082,0.99119727
usdjpy,d1,bull,50,10,rsi_30_45,365,0.84331281,0.87123288,0.02792006,1.03310760
audjpy,d1,bull,50,10,rsi_45_55,644,0.78260870,0.77795031,-0.00465839,0.99404762
audnzd,d1,bull,50,10,rsi_45_55,516,0.60510592,0.59108527,-0.01402065,0.97682943
audusd,d1,bull,50,10,rsi_45_55,576,0.66684783,0.69791667,0.03106884,1.04659060
eurgbp,d1,bull,50,10,rsi_45_55,644,0.47826087,0.47670807,-0.00155280,0.99675325
eurjpy,d1,bull,50,10,rsi_45_55,537,0.82092893,0.88081937,0.05989044,1.07295447
eurusd,d1,bull,50,10,rsi_45_55,502,0.69222160,0.69123506,-0.00098654,0.99857482
gbpjpy,d1,bull,50,10,rsi_45_55,528,0.86954087,0.86931818,-0.00022269,0.99974390
gbpusd,d1,bull,50,10,rsi_45_55,541,0.76425439,0.72458410,-0.03967028,0.94809283
nzdusd,d1,bull,50,10,rsi_45_55,519,0.63753501,0.65895954,0.02142452,1.03360525
usdcad,d1,bull,50,10,rsi_45_55,583,0.73709940,0.80274443,0.06564502,1.08905858
usdchf,d1,bull,50,10,rsi_45_55,535,0.65670831,0.64112150,-0.01558682,0.97626524
usdjpy,d1,bull,50,10,rsi_45_55,442,0.84331281,0.87330317,0.02999035,1.03556255
audjpy,d1,bull,50,10,rsi_55_70,653,0.78260870,0.77488515,-0.00772355,0.99013102
audnzd,d1,bull,50,10,rsi_55_70,602,0.60510592,0.61960133,0.01449541,1.02395516
audusd,d1,bull,50,10,rsi_55_70,556,0.66684783,0.65467626,-0.01217157,0.98174761
eurgbp,d1,bull,50,10,rsi_55_70,461,0.47826087,0.38611714,-0.09214373,0.80733583
eurjpy,d1,bull,50,10,rsi_55_70,730,0.82092893,0.79589041,-0.02503852,0.96949977
eurusd,d1,bull,50,10,rsi_55_70,523,0.69222160,0.71701721,0.02479561,1.03582033
gbpjpy,d1,bull,50,10,rsi_55_70,733,0.86954087,0.85675307,-0.01278780,0.98529361
gbpusd,d1,bull,50,10,rsi_55_70,573,0.76425439,0.78534031,0.02108593,1.02759020
nzdusd,d1,bull,50,10,rsi_55_70,501,0.63753501,0.61477046,-0.02276455,0.96429286
usdcad,d1,bull,50,10,rsi_55_70,561,0.73709940,0.71122995,-0.02586946,0.96490371
usdchf,d1,bull,50,10,rsi_55_70,534,0.65670831,0.64232210,-0.01438621,0.97809345
usdjpy,d1,bull,50,10,rsi_55_70,742,0.84331281,0.83018868,-0.01312414,0.98443741
audjpy,d1,bull,50,10,rsi_gt70,107,0.78260870,0.73831776,-0.04429094,0.94340602
audnzd,d1,bull,50,10,rsi_gt70,153,0.60510592,0.52941176,-0.07569416,0.87490759
eurgbp,d1,bull,50,10,rsi_gt70,54,0.47826087,0.57407407,0.09581320,1.20033670
eurjpy,d1,bull,50,10,rsi_gt70,117,0.82092893,0.70085470,-0.12007423,0.85373371
eurusd,d1,bull,50,10,rsi_gt70,62,0.69222160,0.54838710,-0.14383450,0.79221321
gbpjpy,d1,bull,50,10,rsi_gt70,118,0.86954087,0.77966102,-0.08987986,0.89663527
gbpusd,d1,bull,50,10,rsi_gt70,57,0.76425439,0.52631579,-0.23793860,0.68866571
usdcad,d1,bull,50,10,rsi_gt70,137,0.73709940,0.65693431,-0.08016510,0.89124249
usdchf,d1,bull,50,10,rsi_gt70,88,0.65670831,0.72727273,0.07056442,1.10745169
usdjpy,d1,bull,50,10,rsi_gt70,181,0.84331281,0.77348066,-0.06983215,0.91719306
audjpy,d1,bull,50,10,macd_hist_pos,937,0.78260870,0.79829242,0.01568373,1.02004032
audnzd,d1,bull,50,10,macd_hist_pos,923,0.60510592,0.60238353,-0.00272239,0.99550097
audusd,d1,bull,50,10,macd_hist_pos,921,0.66684783,0.67318132,0.00633350,1.00949767
eurgbp,d1,bull,50,10,macd_hist_pos,902,0.47826087,0.45565410,-0.02260677,0.95273130
eurjpy,d1,bull,50,10,macd_hist_pos,928,0.82092893,0.79418103,-0.02674790,0.96741752
eurusd,d1,bull,50,10,macd_hist_pos,890,0.69222160,0.69438202,0.00216042,1.00312100
gbpjpy,d1,bull,50,10,macd_hist_pos,929,0.86954087,0.86221744,-0.00732344,0.99157781
gbpusd,d1,bull,50,10,macd_hist_pos,885,0.76425439,0.76723164,0.00297725,1.00389563
nzdusd,d1,bull,50,10,macd_hist_pos,908,0.63753501,0.65528634,0.01775133,1.02784369
usdcad,d1,bull,50,10,macd_hist_pos,924,0.73709940,0.75216450,0.01506510,1.02043836
usdchf,d1,bull,50,10,macd_hist_pos,968,0.65670831,0.65805785,0.00134954,1.00205501
usdjpy,d1,bull,50,10,macd_hist_pos,907,0.84331281,0.83131202,-0.01200080,0.98576946
audjpy,d1,bull,50,10,adx_gt25,595,0.78260870,0.74117647,-0.04143223,0.94705882
audnzd,d1,bull,50,10,adx_gt25,705,0.60510592,0.62695035,0.02184443,1.03610018
audusd,d1,bull,50,10,adx_gt25,437,0.66684783,0.58123570,-0.08561213,0.87161669
eurgbp,d1,bull,50,10,adx_gt25,595,0.47826087,0.52605042,0.04778955,1.09992361
eurjpy,d1,bull,50,10,adx_gt25,646,0.82092893,0.76006192,-0.06086701,0.92585593
eurusd,d1,bull,50,10,adx_gt25,822,0.69222160,0.73236010,0.04013850,1.05798504
gbpjpy,d1,bull,50,10,adx_gt25,649,0.86954087,0.85670262,-0.01283825,0.98523559
gbpusd,d1,bull,50,10,adx_gt25,698,0.76425439,0.78080229,0.01654791,1.02165235
nzdusd,d1,bull,50,10,adx_gt25,570,0.63753501,0.64035088,0.00281586,1.00441680
usdcad,d1,bull,50,10,adx_gt25,649,0.73709940,0.73497689,-0.00212251,0.99712045
usdchf,d1,bull,50,10,adx_gt25,725,0.65670831,0.67862069,0.02191238,1.03336699
usdjpy,d1,bull,50,10,adx_gt25,817,0.84331281,0.83843329,-0.00487952,0.99421386
