pair,timeframe,direction,threshold_pips,horizon_bars,condition,samples,base_rate,hit_rate,rate_diff,lift
nzdusd,d1,bull,150,5,body_ratio_gt60,615,0.05154062,0.06341463,0.01187402,1.23038176
usdcad,d1,bull,150,5,body_ratio_gt60,601,0.14828897,0.13643927,-0.01184971,0.92009045
usdchf,d1,bull,150,5,body_ratio_gt60,646,0.07115698,0.06191950,-0.00923748,0.87018174
usdjpy,d1,bull,150,5,body_ratio_gt60,660,0.33240067,0.33030303,-0.00209764,0.99368942
audjpy,d1,bull,200,5,ema_stack_bull,1075,0.11467391,0.10232558,-0.01234833,0.89231787
audnzd,d1,bull,200,5,ema_stack_bull,912,0.00597501,0.00328947,-0.00268554,0.55053828
audusd,d1,bull,200,5,ema_stack_bull,582,0.01956522,0.01890034,-0.00066487,0.96601756
eurgbp,d1,bull,200,5,ema_stack_bull,483,0.00869565,0.01656315,0.00786749,1.90476190
eurjpy,d1,bull,200,5,ema_stack_bull,1152,0.20984891,0.18142361,-0.02842530,0.86454398
eurusd,d1,bull,200,5,ema_stack_bull,596,0.06099608,0.06879195,0.00779586,1.12780925
gbpjpy,d1,bull,200,5,ema_stack_bull,1190,0.31690929,0.26302521,-0.05388408,0.82997001
gbpusd,d1,bull,200,5,ema_stack_bull,762,0.09758772,0.08267717,-0.01491055,0.84720871
nzdusd,d1,bull,200,5,ema_stack_bull,395,0.01008403,0.00253165,-0.00755239,0.25105485
usdcad,d1,bull,200,5,ema_stack_bull,848,0.06789788,0.08608491,0.01818702,1.26785849
usdchf,d1,bull,200,5,ema_stack_bull,673,0.02064096,0.03120357,0.01056261,1.51173066
usdjpy,d1,bull,200,5,ema_stack_bull,1169,0.21208730,0.16766467,-0.04442263,0.79054556
audjpy,d1,bull,200,5,ema_stack_bear,374,0.11467391,0.17112299,0.05644908,1.49225739
audnzd,d1,bull,200,5,ema_stack_bear,501,0.00597501,0.00998004,0.00400503,1.67029577
audusd,d1,bull,200,5,ema_stack_bear,762,0.01956522,0.02362205,0.00405683,1.20734908
eurgbp,d1,bull,200,5,ema_stack_bear,861,0.00869565,0.00232288,-0.00637277,0.26713124
eurjpy,d1,bull,200,5,ema_stack_bear,209,0.20984891,0.35885167,0.14900277,1.71004785
eurusd,d1,bull,200,5,ema_stack_bear,742,0.06099608,0.05121294,-0.00978314,0.83961028
gbpjpy,d1,bull,200,5,ema_stack_bear,147,0.31690929,0.50340136,0.18649207,1.58847143
gbpusd,d1,bull,200,5,ema_stack_bear,564,0.09758772,0.13120567,0.03361795,1.34448960
nzdusd,d1,bull,200,5,ema_stack_bear,868,0.01008403,0.01382488,0.00374085,1.37096774
usdcad,d1,bull,200,5,ema_stack_bear,475,0.06789788,0.02947368,-0.03842420,0.43408842
usdchf,d1,bull,200,5,ema_stack_bear,672,0.02064096,0.01339286,-0.00724810,0.64884868
usdjpy,d1,bull,200,5,ema_stack_bear,223,0.21208730,0.35874439,0.14665710,1.69149402
audjpy,d1,bull,200,5,price_above_ema20,1107,0.11467391,0.09304426,-0.02162965,0.81138126
audnzd,d1,bull,200,5,price_above_ema20,1033,0.00597501,0.00484027,-0.00113474,0.81008536
audusd,d1,bull,200,5,price_above_ema20,906,0.01956522,0.01876380,-0.00080142,0.95903851
eurgbp,d1,bull,200,5,price_above_ema20,816,0.00869565,0.01102941,0.00233376,1.26838235
eurjpy,d1,bull,200,5,price_above_ema20,1119,0.20984891,0.17247542,-0.03737348,0.82190289
eurusd,d1,bull,200,5,price_above_ema20,832,0.06099608,0.06730769,0.00631161,1.10347565
gbpjpy,d1,bull,200,5,price_above_ema20,1138,0.31690929,0.27328647,-0.04362283,0.86234917
gbpusd,d1,bull,200,5,price_above_ema20,910,0.09758772,0.09450549,-0.00308222,0.96841585
nzdusd,d1,bull,200,5,price_above_ema20,814,0.01008403,0.01351351,0.00342948,1.34009009
usdcad,d1,bull,200,5,price_above_ema20,992,0.06789788,0.07862903,0.01073115,1.15804839
usdchf,d1,bull,200,5,price_above_ema20,905,0.02064096,0.01767956,-0.00296140,0.85652806
usdjpy,d1,bull,200,5,price_above_ema20,1155,0.21208730,0.17922078,-0.03286652,0.84503307
audjpy,d1,bull,200,5,price_above_200,1324,0.11467391,0.09516616,-0.01950775,0.82988502
audnzd,d1,bull,200,5,price_above_200,1181,0.00597501,0.00338696,-0.00258805,0.56685398
audusd,d1,bull,200,5,price_above_200,829,0.01956522,0.01568154,-0.00388367,0.80150114
eurgbp,d1,bull,200,5,price_above_200,709,0.00869565,0.01410437,0.00540872,1.62200282
eurjpy,d1,bull,200,5,price_above_200,1425,0.20984891,0.18175439,-0.02809452,0.86612023
eurusd,d1,bull,200,5,price_above_200,863,0.06099608,0.06604867,0.00505258,1.08283458
gbpjpy,d1,bull,200,5,price_above_200,1493,0.31690929,0.28399196,-0.03291733,0.89613011
gbpusd,d1,bull,200,5,price_above_200,1046,0.09758772,0.07170172,-0.02588600,0.73474123
nzdusd,d1,bull,200,5,price_above_200,647,0.01008403,0.00463679,-0.00544725,0.45981453
usdcad,d1,bull,200,5,price_above_200,1148,0.06789788,0.08623693,0.01833905,1.27009756
usdchf,d1,bull,200,5,price_above_200,861,0.02064096,0.02671312,0.00607217,1.29418057
usdjpy,d1,bull,200,5,price_above_200,1391,0.21208730,0.16822430,-0.04386300,0.79318423
audjpy,d1,bull,200,5,rsi_lt30,55,0.11467391,0.27272727,0.15805336,2.37828522
audnzd,d1,bull,200,5,rsi_lt30,84,0.00597501,0.02380952,0.01783451,3.98484848
audusd,d1,bull,200,5,rsi_lt30,84,0.01956522,0.08333333,0.06376812,4.25925926
eurusd,d1,bull,200,5,rsi_lt30,81,0.06099608,0.09876543,0.03776935,1.61920942
gbpjpy,d1,bull,200,5,rsi_lt30,51,0.31690929,0.49019608,0.17328678,1.54680247
gbpusd,d1,bull,200,5,rsi_lt30,83,0.09758772,0.18072289,0.08313517,1.85190199
nzdusd,d1,bull,200,5,rsi_lt30,83,0.01008403,0.01204819,0.00196416,1.19477912
usdcad,d1,bull,200,5,rsi_lt30,85,0.06789788,0.02352941,-0.04436847,0.34654118
usdchf,d1,bull,200,5,rsi_lt30,77,0.02064096,0.02597403,0.00533307,1.25837321
audjpy,d1,bull,200,5,rsi_30_45,367,0.11467391,0.14713896,0.03246505,1.28310756
audnzd,d1,bull,200,5,rsi_30_45,472,0.00597501,0.00423729,-0.00173773,0.70916795
audusd,d1,bull,200,5,rsi_30_45,565,0.01956522,0.01415929,-0.00540593,0.72369715
eurgbp,d1,bull,200,5,rsi_30_45,629,0.00869565,0.00317965,-0.00551600,0.36565978
eurjpy,d1,bull,200,5,rsi_30_45,346,0.20984891,0.27167630,0.06182739,1.29462813
eurusd,d1,bull,200,5,rsi_30_45,605,0.06099608,0.05123967,-0.00975641,0.84004853
gbpjpy,d1,bull,200,5,rsi_30_45,342,0.31690929,0.42690058,0.10999129,1.34707499
gbpusd,d1,bull,200,5,rsi_30_45,556,0.09758772,0.08453237,-0.01305535,0.86621938
nzdusd,d1,bull,200,5,rsi_30_45,636,0.01008403,0.00471698,-0.00536705,0.46776730
usdcad,d1,bull,200,5,rsi_30_45,461,0.06789788,0.05206074,-0.01583714,0.76675054
usdchf,d1,bull,200,5,rsi_30_45,593,0.02064096,0.02360877,0.00296781,1.14378273
usdjpy,d1,bull,200,5,rsi_30_45,365,0.21208730,0.29589041,0.08380311,1.39513500
audjpy,d1,bull,200,5,rsi_45_55,644,0.11467391,0.09316770,-0.02150621,0.81245768
audnzd,d1,bull,200,5,rsi_45_55,516,0.00597501,0.00581395,-0.00016106,0.97304440
audusd,d1,bull,200,5,rsi_45_55,576,0.01956522,0.02083333,0.00126812,1.06481481
eurgbp,d1,bull,200,5,rsi_45_55,644,0.00869565,0.00776398,-0.00093168,0.89285714
eurjpy,d1,bull,200,5,rsi_45_55,537,0.20984891,0.25139665,0.04154774,1.19798883
eurusd,d1,bull,200,5,rsi_45_55,502,0.06099608,0.05179283,-0.00920325,0.84911729
gbpjpy,d1,bull,200,5,rsi_45_55,528,0.31690929,0.30113636,-0.01577293,0.95022888
gbpusd,d1,bull,200,5,rsi_45_55,541,0.09758772,0.10536044,0.00777272,1.07964859
nzdusd,d1,bull,200,5,rsi_45_55,519,0.01008403,0.01156069,0.00147666,1.14643545
usdcad,d1,bull,200,5,rsi_45_55,583,0.06789788,0.08404803,0.01615015,1.23785935
usdchf,d1,bull,200,5,rsi_45_55,535,0.02064096,0.02056075,-0.00008021,0.99611412
usdjpy,d1,bull,200,5,rsi_45_55,442,0.21208730,0.19457014,-0.01751716,0.91740589
audjpy,d1,bull,200,5,rsi_55_70,653,0.11467391,0.09341501,-0.02125891,0.81461428
audnzd,d1,bull,200,5,rsi_55_70,602,0.00597501,0.00664452,0.00066950,1.11205074
audusd,d1,bull,200,5,rsi_55_70,556,0.01956522,0.01258993,-0.00697529,0.64348521
eurgbp,d1,bull,200,5,rsi_55_70,461,0.00869565,0.00650759,-0.00218806,0.74837310
eurjpy,d1,bull,200,5,rsi_55_70,730,0.20984891,0.16027397,-0.04957494,0.76375890
eurusd,d1,bull,200,5,rsi_55_70,523,0.06099608,0.08030593,0.01930984,1.31657516
gbpjpy,d1,bull,200,5,rsi_55_70,733,0.31690929,0.27830832,-0.03860097,0.87819552
gbpusd,d1,bull,200,5,rsi_55_70,573,0.09758772,0.09598604,-0.00160168,0.98358727
nzdusd,d1,bull,200,5,rsi_55_70,501,0.01008403,0.01596806,0.00588403,1.58349967
usdcad,d1,bull,200,5,rsi_55_70,561,0.06789788,0.07843137,0.01053349,1.15513725
usdchf,d1,bull,200,5,rsi_55_70,534,0.02064096,0.01498127,-0.00565968,0.72580327
usdjpy,d1,bull,200,5,rsi_55_70,742,0.21208730,0.16172507,-0.05036223,0.76254009
audjpy,d1,bull,200,5,rsi_gt70,107,0.11467391,0.19626168,0.08158777,1.71147628
audnzd,d1,bull,200,5,rsi_gt70,153,0.00597501,0.00000000,-0.00597501,0.00000000
eurgbp,d1,bull,200,5,rsi_gt70,54,0.00869565,0.09259259,0.08389694,10.64814815
eurjpy,d1,bull,200,5,rsi_gt70,117,0.20984891,0.13675214,-0.07309677,0.65166952
eurusd,d1,bull,200,5,rsi_gt70,62,0.06099608,0.03225806,-0.02873802,0.52885469
gbpjpy,d1,bull,200,5,rsi_gt70,118,0.31690929,0.27118644,-0.04572285,0.85572258
gbpusd,d1,bull,200,5,rsi_gt70,57,0.09758772,0.07017544,-0.02741228,0.71910112
usdcad,d1,bull,200,5,rsi_gt70,137,0.06789788,0.04379562,-0.02410226,0.64502190
usdchf,d1,bull,200,5,rsi_gt70,88,0.02064096,0.03409091,0.01344995,1.65161483
usdjpy,d1,bull,200,5,rsi_gt70,181,0.21208730,0.23204420,0.01995690,1.09409758
audjpy,d1,bull,200,5,macd_hist_pos,937,0.11467391,0.10672359,-0.00795033,0.93067013
audnzd,d1,bull,200,5,macd_hist_pos,923,0.00597501,0.00433369,-0.00164132,0.72530287
audusd,d1,bull,200,5,macd_hist_pos,921,0.01956522,0.01411509,-0.00545013,0.72143805
eurgbp,d1,bull,200,5,macd_hist_pos,902,0.00869565,0.00886918,0.00017353,1.01995565
eurjpy,d1,bull,200,5,macd_hist_pos,928,0.20984891,0.18103448,-0.02881443,0.86268966
eurusd,d1,bull,200,5,macd_hist_pos,890,0.06099608,0.06067416,-0.00032193,0.99472219
gbpjpy,d1,bull,200,5,macd_hist_pos,929,0.31690929,0.28848224,-0.02842706,0.91029908
gbpusd,d1,bull,200,5,macd_hist_pos,885,0.09758772,0.10056497,0.00297725,1.03050847
nzdusd,d1,bull,200,5,macd_hist_pos,908,0.01008403,0.01101322,0.00092918,1.09214391
usdcad,d1,bull,200,5,macd_hist_pos,924,0.06789788,0.07359307,0.00569519,1.08387879
usdchf,d1,bull,200,5,macd_hist_pos,968,0.02064096,0.02272727,0.00208632,1.10107656
usdjpy,d1,bull,200,5,macd_hist_pos,907,0.21208730,0.20507166,-0.00701563,0.96692102
audjpy,d1,bull,200,5,adx_gt25,595,0.11467391,0.15294118,0.03826726,1.33370505
audnzd,d1,bull,200,5,adx_gt25,705,0.00597501,0.01134752,0.00537250,1.89916183
audusd,d1,bull,200,5,adx_gt25,437,0.01956522,0.02059497,0.00102975,1.05263158
eurgbp,d1,bull,200,5,adx_gt25,595,0.00869565,0.01512605,0.00643040,1.73949580
eurjpy,d1,bull,200,5,adx_gt25,646,0.20984891,0.19659443,-0.01325448,0.93683798
eurusd,d1,bull,200,5,adx_gt25,822,0.06099608,0.06082725,-0.00016883,0.99723208
gbpjpy,d1,bull,200,5,adx_gt25,649,0.31690929,0.29892142,-0.01798788,0.94323967
gbpusd,d1,bull,200,5,adx_gt25,698,0.09758772,0.09598854,-0.00159918,0.98361289
nzdusd,d1,bull,200,5,adx_gt25,570,0.01008403,0.00877193,-0.00131210,0.86988304
usdcad,d1,bull,200,5,adx_gt25,649,0.06789788,0.05238829,-0.01550959,0.77157473
usdchf,d1,bull,200,5,adx_gt25,725,0.02064096,0.02896552,0.00832456,1.40330309
usdjpy,d1,bull,200,5,adx_gt25,817,0.21208730,0.23745410,0.02536680,1.11960548
audjpy,d1,bull,200,5,pdi_gt_mdi,1077,0.11467391,0.11142061,-0.00325330,0.97162999
audnzd,d1,bull,200,5,pdi_gt_mdi,1095,0.00597501,0.00456621,-0.00140880,0.76421752
audusd,d1,bull,200,5,pdi_gt_mdi,917,0.01956522,0.01417666,-0.00538855,0.72458500
eurgbp,d1,bull,200,5,pdi_gt_mdi,969,0.00869565,0.01238390,0.00368825,1.42414861
eurjpy,d1,bull,200,5,pdi_gt_mdi,1027,0.20984891,0.17916261,-0.03068630,0.85376956
eurusd,d1,bull,200,5,pdi_gt_mdi,906,0.06099608,0.06622517,0.00522908,1.08572817
gbpjpy,d1,bull,200,5,pdi_gt_mdi,1055,0.31690929,0.28151659,-0.03539271,0.88831913
gbpusd,d1,bull,200,5,pdi_gt_mdi,950,0.09758772,0.10736842,0.00978070,1.10022472
nzdusd,d1,bull,200,5,pdi_gt_mdi,893,0.01008403,0.00895857,-0.00112547,0.88839119
usdcad,d1,bull,200,5,pdi_gt_mdi,1083,0.06789788,0.07386888,0.00597100,1.08794090
usdchf,d1,bull,200,5,pdi_gt_mdi,920,0.02064096,0.01521739,-0.00542356,0.73724256
usdjpy,d1,bull,200,5,pdi_gt_mdi,1008,0.21208730,0.18750000,-0.02458730,0.88406992
audjpy,d1,bull,200,5,mdi_gt_pdi,750,0.11467391,0.12133333,0.00665942,1.05807267
audnzd,d1,bull,200,5,mdi_gt_pdi,733,0.00597501,0.00818554,0.00221053,1.36996155
audusd,d1,bull,200,5,mdi_gt_pdi,910,0.01956522,0.02527473,0.00570951,1.29181929
eurgbp,d1,bull,200,5,mdi_gt_pdi,858,0.00869565,0.00466200,-0.00403365,0.53613054
eurjpy,d1,bull,200,5,mdi_gt_pdi,747,0.20984891,0.25568942,0.04584052,1.21844534
eurusd,d1,bull,200,5,mdi_gt_pdi,868,0.06099608,0.05645161,-0.00454447,0.92549571
gbpjpy,d1,bull,200,5,mdi_gt_pdi,718,0.31690929,0.37465181,0.05774252,1.18220518
gbpusd,d1,bull,200,5,mdi_gt_pdi,861,0.09758772,0.08826945,-0.00931827,0.90451396
nzdusd,d1,bull,200,5,mdi_gt_pdi,879,0.01008403,0.01137656,0.00129253,1.12817596
usdcad,d1,bull,200,5,mdi_gt_pdi,745,0.06789788,0.06040268,-0.00749520,0.88961074
usdchf,d1,bull,200,5,mdi_gt_pdi,908,0.02064096,0.02643172,0.00579076,1.28054718
usdjpy,d1,bull,200,5,mdi_gt_pdi,766,0.21208730,0.24804178,0.03595448,1.16952679
audjpy,d1,bull,200,5,atr_high,615,0.11467391,0.18211382,0.06743991,1.58810157
audnzd,d1,bull,200,5,atr_high,554,0.00597501,0.00902527,0.00305026,1.51050213
audusd,d1,bull,200,5,atr_high,454,0.01956522,0.04845815,0.02889293,2.47674988
eurgbp,d1,bull,200,5,atr_high,410,0.00869565,0.01463415,0.00593849,1.68292683
eurjpy,d1,bull,200,5,atr_high,568,0.20984891,0.27288732,0.06303842,1.30039906
eurusd,d1,bull,200,5,atr_high,532,0.06099608,0.10150376,0.04050768,1.66410292
gbpjpy,d1,bull,200,5,atr_high,546,0.31690929,0.42124542,0.10433613,1.32923025
gbpusd,d1,bull,200,5,atr_high,464,0.09758772,0.14870690,0.05111918,1.52382797
nzdusd,d1,bull,200,5,atr_high,448,0.01008403,0.02008929,0.01000525,1.99218750
usdcad,d1,bull,200,5,atr_high,525,0.06789788,0.10095238,0.03305450,1.48682667
usdchf,d1,bull,200,5,atr_high,531,0.02064096,0.03578154,0.01514059,1.73352166
usdjpy,d1,bull,200,5,atr_high,566,0.21208730,0.27385159,0.06176429,1.29122109
audjpy,d1,bull,200,5,atr_low,609,0.11467391,0.06568144,-0.04899247,0.57276710
audnzd,d1,bull,200,5,atr_low,608,0.00597501,0.00493421,-0.00104080,0.82580742
audusd,d1,bull,200,5,atr_low,731,0.01956522,0.00957592,-0.00998929,0.48943608
eurgbp,d1,bull,200,5,atr_low,746,0.00869565,0.00268097,-0.00601469,0.30831099
eurjpy,d1,bull,200,5,atr_low,567,0.20984891,0.19576720,-0.01408171,0.93289594
eurusd,d1,bull,200,5,atr_low,684,0.06099608,0.03947368,-0.02152240,0.64715113
gbpjpy,d1,bull,200,5,atr_low,656,0.31690929,0.26067073,-0.05623856,0.82254051
gbpusd,d1,bull,200,5,atr_low,738,0.09758772,0.07588076,-0.02170696,0.77756463
nzdusd,d1,bull,200,5,atr_low,728,0.01008403,0.00412088,-0.00596315,0.40865385
usdcad,d1,bull,200,5,atr_low,718,0.06789788,0.04317549,-0.02472239,0.63588858
usdchf,d1,bull,200,5,atr_low,647,0.02064096,0.01236476,-0.00827620,0.59904010
usdjpy,d1,bull,200,5,atr_low,694,0.21208730,0.19596542,-0.01612188,0.92398470
audjpy,d1,bull,200,5,bb_below_mid,740,0.11467391,0.14189189,0.02721798,1.23735110
audnzd,d1,bull,200,5,bb_below_mid,850,0.00597501,0.00705882,0.00108381,1.18139037
audusd,d1,bull,200,5,bb_below_mid,942,0.01956522,0.02335456,0.00378935,1.19367775
eurgbp,d1,bull,200,5,bb_below_mid,1005,0.00869565,0.00696517,-0.00173048,0.80099502
eurjpy,d1,bull,200,5,bb_below_mid,692,0.20984891,0.26878613,0.05893722,1.28085549
eurusd,d1,bull,200,5,bb_below_mid,931,0.06099608,0.06122449,0.00022841,1.00374462
gbpjpy,d1,bull,200,5,bb_below_mid,687,0.31690929,0.38136827,0.06445897,1.20339881
gbpusd,d1,bull,200,5,bb_below_mid,921,0.09758772,0.09337676,-0.00421095,0.95684954
nzdusd,d1,bull,200,5,bb_below_mid,954,0.01008403,0.00733753,-0.00274651,0.72763802
usdcad,d1,bull,200,5,bb_below_mid,847,0.06789788,0.05785124,-0.01004664,0.85203306
usdchf,d1,bull,200,5,bb_below_mid,918,0.02064096,0.02178649,0.00114554,1.05549822
usdjpy,d1,bull,200,5,bb_below_mid,647,0.21208730,0.26738794,0.05530065,1.26074474
audjpy,d1,bull,200,5,bb_above_mid,1081,0.11467391,0.09805735,-0.01661656,0.85509731
audnzd,d1,bull,200,5,bb_above_mid,972,0.00597501,0.00514403,-0.00083098,0.86092406
audusd,d1,bull,200,5,bb_above_mid,879,0.01956522,0.01592719,-0.00363803,0.81405638
eurgbp,d1,bull,200,5,bb_above_mid,816,0.00869565,0.01102941,0.00233376,1.26838235
eurjpy,d1,bull,200,5,bb_above_mid,1076,0.20984891,0.17565056,-0.03419835,0.83703346
eurusd,d1,bull,200,5,bb_above_mid,837,0.06099608,0.06212664,0.00113056,1.01853496
gbpjpy,d1,bull,200,5,bb_above_mid,1080,0.31690929,0.28148148,-0.03542781,0.88820835
gbpusd,d1,bull,200,5,bb_above_mid,884,0.09758772,0.10407240,0.00648468,1.06644974
nzdusd,d1,bull,200,5,bb_above_mid,812,0.01008403,0.01354680,0.00346276,1.34339080
usdcad,d1,bull,200,5,bb_above_mid,975,0.06789788,0.07794872,0.01005084,1.14802872
usdchf,d1,bull,200,5,bb_above_mid,904,0.02064096,0.01991150,-0.00072945,0.96465999
usdjpy,d1,bull,200,5,bb_above_mid,1121,0.21208730,0.18376450,-0.02832280,0.86645687
audjpy,d1,bull,200,5,body_ratio_gt60,657,0.11467391,0.12937595,0.01470204,1.12820735
audnzd,d1,bull,200,5,body_ratio_gt60,555,0.00597501,0.00360360,-0.00237141,0.60311220
audusd,d1,bull,200,5,body_ratio_gt60,624,0.01956522,0.01923077,-0.00033445,0.98290598
eurgbp,d1,bull,200,5,body_ratio_gt60,554,0.00869565,0.00902527,0.00032962,1.03790614
eurjpy,d1,bull,200,5,body_ratio_gt60,624,0.20984891,0.21153846,0.00168955,1.00805128
eurusd,d1,bull,200,5,body_ratio_gt60,606,0.06099608,0.07260726,0.01161118,1.19035940
gbpjpy,d1,bull,200,5,body_ratio_gt60,616,0.31690929,0.32792208,0.01101278,1.03475059
gbpusd,d1,bull,200,5,body_ratio_gt60,602,0.09758772,0.10465116,0.00706344,1.07238045
nzdusd,d1,bull,200,5,body_ratio_gt60,615,0.01008403,0.00813008,-0.00195395,0.80623306
usdcad,d1,bull,200,5,body_ratio_gt60,601,0.06789788,0.06489185,-0.00300603,0.95572712
usdchf,d1,bull,200,5,body_ratio_gt60,646,0.02064096,0.01393189,-0.00670907,0.67496334
usdjpy,d1,bull,200,5,body_ratio_gt60,660,0.21208730,0.21818182,0.00609452,1.02873591
audjpy,d1,bull,300,5,ema_stack_bull,1075,0.02119565,0.02232558,0.00112993,1.05330948
audnzd,d1,bull,300,5,ema_stack_bull,912,0.00000000,0.00000000,0.00000000,
audusd,d1,bull,300,5,ema_stack_bull,582,0.00163043,0.00000000,-0.00163043,0.00000000
eurgbp,d1,bull,300,5,ema_stack_bull,483,0.00271739,0.01035197,0.00763458,3.80952381
eurjpy,d1,bull,300,5,ema_stack_bull,1152,0.07386682,0.05642361,-0.01744320,0.76385601
eurusd,d1,bull,300,5,ema_stack_bull,596,0.01287073,0.01677852,0.00390779,1.30361833
gbpjpy,d1,bull,300,5,ema_stack_bull,1190,0.13829787,0.09579832,-0.04249955,0.69269554
gbpusd,d1,bull,300,5,ema_stack_bull,762,0.02412281,0.01312336,-0.01099945,0.54402291
nzdusd,d1,bull,300,5,ema_stack_bull,395,0.00224090,0.00000000,-0.00224090,0.00000000
usdcad,d1,bull,300,5,ema_stack_bull,848,0.01249321,0.01415094,0.00165773,1.13269073
usdchf,d1,bull,300,5,ema_stack_bull,673,0.00054318,0.00148588,0.00094270,2.73551263
usdjpy,d1,bull,300,5,ema_stack_bull,1169,0.07218802,0.05560308,-0.01658495,0.77025351
audjpy,d1,bull,300,5,ema_stack_bear,374,0.02119565,0.02941176,0.00821611,1.38763198
audnzd,d1,bull,300,5,ema_stack_bear,501,0.00000000,0.00000000,0.00000000,
audusd,d1,bull,300,5,ema_stack_bear,762,0.00163043,0.00393701,0.00230657,2.41469816
eurgbp,d1,bull,300,5,ema_stack_bear,861,0.00271739,0.00000000,-0.00271739,0.00000000
eurjpy,d1,bull,300,5,ema_stack_bear,209,0.07386682,0.17224880,0.09838199,2.33188343
eurusd,d1,bull,300,5,ema_stack_bear,742,0.01287073,0.00943396,-0.00343677,0.73297785
gbpjpy,d1,bull,300,5,ema_stack_bear,147,0.13829787,0.31972789,0.18143002,2.31187860
gbpusd,d1,bull,300,5,ema_stack_bear,564,0.02412281,0.04432624,0.02020343,1.83752418
nzdusd,d1,bull,300,5,ema_stack_bear,868,0.00224090,0.00460829,0.00236740,2.05645161
usdcad,d1,bull,300,5,ema_stack_bear,475,0.01249321,0.00842105,-0.00407216,0.67405034
usdchf,d1,bull,300,5,ema_stack_bear,672,0.00054318,0.00000000,-0.00054318,0.00000000
usdjpy,d1,bull,300,5,ema_stack_bear,223,0.07218802,0.13004484,0.05785682,1.80147391
audjpy,d1,bull,300,5,price_above_ema20,1107,0.02119565,0.02258356,0.00138791,1.06548074
audnzd,d1,bull,300,5,price_above_ema20,1033,0.00000000,0.00000000,0.00000000,
audusd,d1,bull,300,5,price_above_ema20,906,0.00163043,0.00000000,-0.00163043,0.00000000
eurgbp,d1,bull,300,5,price_above_ema20,816,0.00271739,0.00612745,0.00341006,2.25490196
eurjpy,d1,bull,300,5,price_above_ema20,1119,0.07386682,0.04915103,-0.02471579,0.66540066
eurusd,d1,bull,300,5,price_above_ema20,832,0.01287073,0.01802885,0.00515811,1.40076296
gbpjpy,d1,bull,300,5,price_above_ema20,1138,0.13829787,0.10281195,-0.03548592,0.74340949
gbpusd,d1,bull,300,5,price_above_ema20,910,0.02412281,0.02087912,-0.00324369,0.86553447
nzdusd,d1,bull,300,5,price_above_ema20,814,0.00224090,0.00122850,-0.00101240,0.54821867
usdcad,d1,bull,300,5,price_above_ema20,992,0.01249321,0.01512097,0.00262776,1.21033485
usdchf,d1,bull,300,5,price_above_ema20,905,0.00054318,0.00000000,-0.00054318,0.00000000
usdjpy,d1,bull,300,5,price_above_ema20,1155,0.07218802,0.05887446,-0.01331357,0.81557099
audjpy,d1,bull,300,5,price_above_200,1324,0.02119565,0.02039275,-0.00080290,0.96211945
audnzd,d1,bull,300,5,price_above_200,1181,0.00000000,0.00000000,0.00000000,
audusd,d1,bull,300,5,price_above_200,829,0.00163043,0.00000000,-0.00163043,0.00000000
eurgbp,d1,bull,300,5,price_above_200,709,0.00271739,0.00705219,0.00433479,2.59520451
eurjpy,d1,bull,300,5,price_above_200,1425,0.07386682,0.05263158,-0.02123524,0.71251994
eurusd,d1,bull,300,5,price_above_200,863,0.01287073,0.01274623,-0.00012450,0.99032697
gbpjpy,d1,bull,300,5,price_above_200,1493,0.13829787,0.11118553,-0.02711234,0.80395693
gbpusd,d1,bull,300,5,price_above_200,1046,0.02412281,0.00860421,-0.01551860,0.35668347
nzdusd,d1,bull,300,5,price_above_200,647,0.00224090,0.00000000,-0.00224090,0.00000000
usdcad,d1,bull,300,5,price_above_200,1148,0.01249321,0.01480836,0.00231515,1.18531283
usdchf,d1,bull,300,5,price_above_200,861,0.00054318,0.00116144,0.00061826,2.13821138
usdjpy,d1,bull,300,5,price_above_200,1391,0.07218802,0.05535586,-0.01683217,0.76682884
audjpy,d1,bull,300,5,rsi_lt30,55,0.02119565,0.05454545,0.03334980,2.57342657
audnzd,d1,bull,300,5,rsi_lt30,84,0.00000000,0.00000000,0.00000000,
audusd,d1,bull,300,5,rsi_lt30,84,0.00163043,0.03571429,0.03408385,21.90476190
eurusd,d1,bull,300,5,rsi_lt30,81,0.01287073,0.00000000,-0.01287073,0.00000000
gbpjpy,d1,bull,300,5,rsi_lt30,51,0.13829787,0.27450980,0.13621193,1.98491704
gbpusd,d1,bull,300,5,rsi_lt30,83,0.02412281,0.07228916,0.04816635,2.99671413
nzdusd,d1,bull,300,5,rsi_lt30,83,0.00224090,0.00000000,-0.00224090,0.00000000
usdcad,d1,bull,300,5,rsi_lt30,85,0.01249321,0.00000000,-0.01249321,0.00000000
usdchf,d1,bull,300,5,rsi_lt30,77,0.00054318,0.00000000,-0.00054318,0.00000000
audjpy,d1,bull,300,5,rsi_30_45,367,0.02119565,0.02179837,0.00060271,1.02843569
audnzd,d1,bull,300,5,rsi_30_45,472,0.00000000,0.00000000,0.00000000,
audusd,d1,bull,300,5,rsi_30_45,565,0.00163043,0.00000000,-0.00163043,0.00000000
eurgbp,d1,bull,300,5,rsi_30_45,629,0.00271739,0.00000000,-0.00271739,0.00000000
eurjpy,d1,bull,300,5,rsi_30_45,346,0.07386682,0.14161850,0.06775168,1.91721405
eurusd,d1,bull,300,5,rsi_30_45,605,0.01287073,0.00826446,-0.00460627,0.64211283
