timeframe,direction,target_pips,conditions,discovery_samples,validation_samples,oos_samples,discovery_lift,validation_lift,oos_lift,oos_pairs_n_ge5,oos_pairs_positive_lift,oos_pair_positive_share,oos_min_pair_lift,oos_median_pair_lift,oos_recomputed_samples,oos_recomputed_hit_rate,oos_wilson95_lower
h4,bear,200,trend+macd+volatility+bb,472,128,64,2.68517851,2.75925926,1.17656250,7,1,0.14285714,0.00000000,0.00000000,64,0.01562500,0.00276354
h4,bear,200,adx+di+volatility+bb,787,168,148,2.68404120,2.10229277,2.54391892,9,3,0.33333333,0.00000000,1.94290835,148,0.03378378,0.01451509
h4,bear,300,macd+adx+volatility+body,312,60,57,4.07955293,0.00000000,1.88721805,7,1,0.14285714,0.00000000,2.05357143,57,0.01754386,0.00310366
h4,bear,300,price20+adx+volatility+body,286,57,63,4.00537924,0.00000000,1.70748299,6,1,0.16666667,0.00000000,1.43750000,63,0.01587302,0.00280749
h4,bear,300,adx+volatility+bb+body,296,56,62,3.87006237,0.00000000,1.73502304,6,1,0.16666667,0.00000000,1.59722222,62,0.01612903,0.00285287
h4,bear,300,macd+adx+di+body,426,88,79,3.58540990,0.00000000,1.36166365,7,1,0.14285714,0.00000000,1.59722222,79,0.01265823,0.00223799
h4,bear,300,adx+di+volatility+body,356,64,72,3.57533852,0.00000000,1.49404762,6,1,0.16666667,0.00000000,1.30681818,72,0.01388889,0.00245595
h4,bear,300,price20+macd+adx+body,402,82,75,3.48284220,0.00000000,1.43428571,7,1,0.14285714,0.00000000,1.59722222,75,0.01333333,0.00235755
h4,bear,300,price200+macd+adx+volatility,520,122,108,3.42682446,5.86229508,2.98809524,9,2,0.22222222,1.74509804,2.12254902,108,0.02777778,0.00949134
h4,bear,300,trend+macd+volatility+body,189,0,0,3.36725003,,,2,0,0.00000000,,,25,0.00000000,0.00000000
h4,bear,300,macd+adx+bb+body,421,84,79,3.32565930,0.00000000,1.36166365,8,1,0.12500000,0.00000000,1.59722222,79,0.01265823,0.00223799
h4,bear,300,trend+price20+volatility+body,193,50,0,3.29746247,0.00000000,,3,0,0.00000000,,,35,0.00000000,0.00000000
h4,bear,300,trend+volatility+bb+body,196,0,0,3.24699110,,,2,0,0.00000000,,,32,0.00000000,0.00000000
h4,bear,300,trend+macd+adx+body,197,0,0,3.23050892,,,2,0,0.00000000,,,31,0.00000000,0.00000000
h4,bear,300,macd+adx+di+volatility,718,157,133,3.19091493,4.55541401,2.42642320,9,2,0.22222222,1.74509804,1.97831825,133,0.02255639,0.00770042
h4,bear,300,price20+macd+volatility+body,400,88,67,3.18205128,0.00000000,1.60554371,8,1,0.12500000,0.00000000,1.30681818,67,0.01492537,0.00263957
h4,bear,300,price20+adx+bb+body,446,91,91,3.13924342,0.00000000,1.18210361,9,1,0.11111111,0.00000000,1.30681818,91,0.01098901,0.00194247
h4,bear,300,price20+adx+di+body,451,94,93,3.10444028,0.00000000,1.15668203,9,1,0.11111111,0.00000000,1.19791667,93,0.01075269,0.00190064
h4,bear,300,macd+di+volatility+body,451,100,75,3.10444028,0.00000000,1.43428571,8,1,0.12500000,0.00000000,1.30681818,75,0.01333333,0.00235755
h4,bear,300,price20+adx+body,457,94,95,3.06368176,0.00000000,1.13233083,9,1,0.11111111,0.00000000,1.19791667,95,0.01052632,0.00186058
h4,bear,300,adx+di+bb+body,461,94,91,3.03709884,0.00000000,1.18210361,9,1,0.11111111,0.00000000,1.30681818,91,0.01098901,0.00194247
h4,bear,300,price20+macd+adx+volatility,713,155,129,3.03477542,4.61419355,2.50166113,9,2,0.22222222,1.74509804,2.02254902,129,0.02325581,0.00794014
h4,bear,300,price200+macd+volatility+body,295,59,54,3.02025206,0.00000000,1.99206349,5,1,0.20000000,0.00000000,1.43750000,54,0.01851852,0.00327649
h4,bear,300,momentum+macd+adx+body,296,68,50,3.01004851,0.00000000,0.00000000,6,0,0.00000000,0.00000000,0.00000000,50,0.00000000,0.00000000
h4,bear,300,price20+volatility+bb+body,424,96,77,3.00193517,0.00000000,1.39703154,8,1,0.12500000,0.00000000,1.10576923,77,0.01298701,0.00229622
h4,bear,300,price200+adx+volatility+bb,595,134,126,2.99487179,7.11641791,2.56122449,9,2,0.22222222,1.41269841,1.69772852,126,0.02380952,0.00812995
h4,bear,300,price200+macd+adx+body,298,58,62,2.98984684,0.00000000,1.73502304,5,1,0.20000000,0.00000000,2.05357143,62,0.01612903,0.00285287
h4,bear,300,macd+adx+body,511,108,95,2.98901099,0.00000000,1.13233083,9,1,0.11111111,0.00000000,1.59722222,95,0.01052632,0.00186058
h4,bear,300,price20+di+volatility+body,426,95,79,2.98784158,0.00000000,1.36166365,8,1,0.12500000,0.00000000,1.02678571,79,0.01265823,0.00223799
h4,bear,300,adx+bb+body,471,94,95,2.97261691,0.00000000,1.13233083,10,1,0.10000000,0.00000000,1.30681818,95,0.01052632,0.00186058
h4,bear,300,price200+momentum+macd+adx,429,121,72,2.96694758,3.94049587,0.00000000,7,0,0.00000000,0.00000000,0.00000000,72,0.00000000,0.00000000
h4,bear,300,macd+adx+volatility+bb,731,159,131,2.96004770,5.99748428,2.46346783,9,2,0.22222222,1.74509804,2.02254902,131,0.02290076,0.00781844
h4,bear,300,macd+volatility+bb+body,431,93,70,2.95317984,0.00000000,1.53673469,8,1,0.12500000,0.00000000,1.30681818,70,0.01428571,0.00252625
h4,bear,300,price20+price200+volatility+body,302,63,67,2.95024622,0.00000000,1.60554371,6,1,0.16666667,0.00000000,1.10576923,67,0.01492537,0.00263957
h4,bear,300,price20+price200+adx+volatility,606,137,127,2.94050944,6.96058394,2.54105737,9,2,0.22222222,1.41269841,1.66468254,127,0.02362205,0.00806568
h4,bear,300,price20+volatility+body,437,99,80,2.91263275,0.00000000,1.34464286,8,1,0.12500000,0.00000000,1.02678571,80,0.01250000,0.00220998
h4,bear,300,price200+volatility+bb+body,306,61,64,2.91168091,0.00000000,1.68080357,6,1,0.16666667,0.00000000,1.19791667,64,0.01562500,0.00276354
h4,bear,300,di+volatility+bb+body,441,97,80,2.88621431,0.00000000,1.34464286,8,1,0.12500000,0.00000000,1.10576923,80,0.01250000,0.00220998
h4,bear,300,adx+di+body,584,113,120,2.83333333,0.00000000,0.89642857,10,1,0.10000000,0.00000000,1.02678571,120,0.00833333,0.00147256
h4,bear,300,macd+adx+volatility,811,176,136,2.82500237,5.41818182,2.37289916,10,2,0.20000000,1.74509804,1.97831825,136,0.02205882,0.00752993
h4,bear,300,price20+price200+macd+adx,857,188,141,2.82188912,3.80425532,2.28875380,10,2,0.20000000,1.48333333,1.80648148,141,0.02127660,0.00726194
h4,bear,300,price200+macd+adx+di,859,191,144,2.81531895,3.74450262,2.24107143,10,2,0.20000000,1.41269841,1.77116402,144,0.02083333,0.00711012
h4,bear,300,price200+macd+adx+bb,861,190,143,2.80877930,3.76421053,2.25674326,10,2,0.20000000,1.48333333,1.80648148,143,0.02097902,0.00716002
h4,bear,300,price20+momentum+adx+body,318,75,65,2.80180616,0.00000000,0.00000000,6,0,0.00000000,0.00000000,0.00000000,65,0.00000000,0.00000000
h4,bear,300,price200+adx+volatility+body,321,54,56,2.77562106,0.00000000,1.92091837,6,1,0.16666667,0.00000000,1.59722222,56,0.01785714,0.00315921
h4,bear,300,price200+macd+adx,872,192,147,2.77334745,3.72500000,2.19533528,10,2,0.20000000,1.41269841,1.77116402,147,0.02040816,0.00696451
h4,bear,300,adx+di+volatility+bb,787,168,148,2.74942169,5.67619048,2.18050193,9,2,0.22222222,1.41269841,1.63376856,148,0.02027027,0.00691729
h4,bear,300,volatility+bb+body,463,102,80,2.74907238,0.00000000,1.34464286,8,1,0.12500000,0.00000000,1.10576923,80,0.01250000,0.00220998
h4,bear,300,price20+price200+macd+volatility,742,179,137,2.74462644,3.99553073,3.14077164,9,2,0.22222222,2.05357143,2.16781136,137,0.02919708,0.01141153
h4,bear,300,price20+macd+di+volatility,1067,254,182,2.74366184,2.81574803,2.36420722,11,2,0.18181818,1.69117647,1.94435367,182,0.02197802,0.00857923
h4,bear,300,trend+adx+bb+body,232,50,0,2.74314766,0.00000000,,3,0,0.00000000,0.00000000,0.00000000,42,0.00000000,-0.00000000
h4,bear,300,price20+adx+volatility+bb,789,168,147,2.74245231,5.67619048,2.19533528,9,2,0.22222222,1.41269841,1.63376856,147,0.02040816,0.00696451
d1,bull,100,trend+macd+adx+volatility,126,0,0,1.53222474,,,3,1,0.33333333,0.00000000,0.86666667,24,0.16666667,0.06678676
d1,bull,100,trend+adx+volatility+body,102,0,0,1.49235917,,,0,0,,,,15,0.26666667,0.10897453
d1,bull,100,trend+adx+volatility,229,0,0,1.45913911,,,4,2,0.50000000,0.57142857,0.91111111,40,0.22500000,0.12316091
d1,bull,100,adx+volatility+body,186,0,0,1.45713432,,,1,1,1.00000000,1.60000000,1.60000000,25,0.28000000,0.14283854
d1,bull,100,trend+price200+adx+volatility,225,0,0,1.45207760,,,4,2,0.50000000,0.57142857,0.91111111,39,0.23076923,0.12645804
d1,bull,100,price200+macd+adx+volatility,162,0,0,1.44382716,,,3,1,0.33333333,0.00000000,0.86666667,28,0.17857143,0.07878502
d1,bull,100,price200+adx+volatility+body,114,0,0,1.43297132,,,0,0,,,,16,0.25000000,0.10182067
d1,bull,100,trend+adx+di+volatility,172,0,0,1.42464009,,,3,1,0.33333333,0.57142857,0.74285714,32,0.25000000,0.13252401
d1,bull,100,price200+macd+di+volatility,279,53,52,1.41055925,1.05870021,0.84615385,3,0,0.00000000,0.45714286,0.65000000,52,0.21153846,0.12244371
d1,bull,100,trend+price20+adx+volatility,160,0,0,1.39226190,,,3,1,0.33333333,0.57142857,0.74285714,29,0.17241379,0.07597857
d1,bull,100,price200+macd+volatility,305,54,57,1.38769711,1.10836763,0.98245614,6,2,0.33333333,0.45714286,0.81527778,57,0.24561404,0.15232837
d1,bull,100,price200+adx+di+volatility,201,0,0,1.38533523,,,4,2,0.50000000,0.57142857,0.87142857,35,0.25714286,0.14163027
d1,bull,100,price200+macd+volatility+bb,295,54,53,1.38439602,1.10836763,0.83018868,5,1,0.20000000,0.45714286,0.75555556,53,0.20754717,0.12004598
d1,bull,100,trend+adx+volatility+bb,153,0,0,1.38316215,,,3,1,0.33333333,0.65306122,0.74285714,26,0.15384615,0.06150034
d1,bull,100,price20+price200+macd+volatility,288,52,51,1.37937059,1.15099715,0.70588235,3,0,0.00000000,0.45714286,0.65000000,51,0.17647059,0.09572403
d1,bull,100,price200+adx+volatility,280,0,0,1.37900227,,,5,4,0.80000000,0.57142857,1.17460317,49,0.26530612,0.16211282
d1,bull,100,price200+momentum+macd+volatility,227,0,0,1.37386197,,,6,2,0.33333333,0.00000000,0.72777778,47,0.25531915,0.15253154
d1,bull,100,price200+di+volatility+bb,315,58,53,1.35542958,1.03192848,0.75471698,3,0,0.00000000,0.57777778,0.83116883,53,0.18867925,0.10585325
d1,bull,100,price20+price200+di+volatility,320,63,57,1.34585317,1.06878307,0.77192982,5,1,0.20000000,0.57777778,0.77777778,57,0.19298246,0.11132747
d1,bull,100,macd+adx+di+volatility,185,0,0,1.34459888,,,3,1,0.33333333,0.00000000,0.86666667,30,0.16666667,0.07336542
d1,bull,100,trend+price200+macd+volatility,221,0,0,1.34396323,,,4,1,0.25000000,0.45714286,0.80892857,39,0.28205128,0.16543492
d1,bull,100,trend+macd+volatility,222,0,0,1.33790934,,,4,1,0.25000000,0.45714286,0.80892857,39,0.28205128,0.16543492
d1,bull,100,price200+di+volatility,361,69,64,1.33698281,1.08427268,0.93750000,5,2,0.40000000,0.47272727,0.77777778,64,0.23437500,0.14749896
d1,bull,100,price200+momentum+di+volatility,278,52,53,1.33550303,1.07905983,0.90566038,5,2,0.40000000,0.00000000,0.91428571,53,0.22641509,0.13454631
d1,bull,100,trend+macd+volatility+bb,216,0,0,1.32350823,,,4,1,0.25000000,0.45714286,0.80892857,37,0.24324324,0.13361353
d1,bull,100,price200+adx+volatility+bb,188,0,0,1.32314252,,,3,1,0.33333333,0.65306122,0.74285714,30,0.16666667,0.07336542
d1,bull,100,trend+macd+di+volatility,208,0,0,1.32086386,,,3,0,0.00000000,0.45714286,0.74285714,36,0.22222222,0.11716332
d1,bull,100,macd+adx+volatility+bb,217,0,0,1.31740911,,,3,1,0.33333333,0.00000000,0.86666667,30,0.13333333,0.05309655
d1,bull,100,price200+volatility+bb,344,61,56,1.31671281,1.10382514,0.85714286,5,1,0.20000000,0.57777778,0.83116883,56,0.21428571,0.12705904
d1,bull,100,trend+momentum+macd+volatility,158,0,0,1.31589311,,,4,1,0.25000000,0.00000000,0.63571429,31,0.29032258,0.16095800
d1,bull,100,price20+price200+adx+volatility,195,0,0,1.31372405,,,3,1,0.33333333,0.57142857,0.74285714,35,0.20000000,0.10042446
d1,bull,100,trend+price20+macd+volatility,212,0,0,1.31345463,,,3,0,0.00000000,0.45714286,0.74285714,34,0.17647059,0.08348969
d1,bull,100,price20+price200+volatility+bb,334,59,53,1.31167189,1.14124294,0.67924528,3,0,0.00000000,0.57777778,0.83116883,53,0.16981132,0.09199945
d1,bull,100,adx+di+volatility,238,0,0,1.31036415,,,4,2,0.50000000,0.57142857,0.87142857,38,0.23684211,0.12993707
d1,bull,100,macd+di+volatility+bb,369,78,58,1.30799673,1.15099715,0.75862069,5,2,0.40000000,0.45714286,0.87500000,58,0.18965517,0.10934252
d1,bull,100,price20+macd+di+volatility,358,77,58,1.30670391,1.16594517,0.75862069,5,2,0.40000000,0.45714286,0.87500000,58,0.18965517,0.10934252
d1,bull,100,price20+macd+adx+volatility,199,0,0,1.30597432,,,3,1,0.33333333,0.00000000,0.86666667,30,0.13333333,0.05309655
d1,bull,100,price20+price200+volatility,350,66,61,1.30474830,1.13355780,0.78688525,7,1,0.14285714,0.00000000,0.76190476,61,0.19672131,0.11627802
d1,bull,100,price200+volatility+body,211,0,0,1.30208380,,,3,2,0.66666667,0.00000000,1.04000000,37,0.27027027,0.15397462
d1,bull,100,price200+momentum+volatility+bb,266,0,0,1.29804869,,,5,2,0.40000000,0.00000000,0.75555556,46,0.21739130,0.12260905
d1,bull,100,macd+di+volatility,378,79,62,1.29649786,1.13642757,0.90322581,5,2,0.40000000,0.45714286,0.87500000,62,0.22580645,0.13955183
d1,bull,100,trend+momentum+adx+volatility,132,0,0,1.29381914,,,2,0,0.00000000,0.00000000,0.38095238,24,0.20833333,0.09244825
d1,bull,100,price20+price200+momentum+volatility,273,50,51,1.29196465,1.12222222,0.78431373,7,1,0.14285714,0.00000000,0.58333333,51,0.19607843,0.11015343
d1,bull,100,macd+volatility+bb,424,86,61,1.28718553,1.17441860,0.85245902,7,3,0.42857143,0.45714286,0.87500000,61,0.21311475,0.12899774
d1,bull,100,momentum+macd+di+volatility,300,63,51,1.28706878,1.12815991,0.94117647,5,2,0.40000000,0.00000000,0.70000000,51,0.23529412,0.14004949
d1,bull,100,trend+price200+adx+body,205,0,0,1.28586140,,,1,0,0.00000000,0.00000000,0.00000000,29,0.34482759,0.19940719
d1,bull,100,volatility+body,364,58,50,1.28516484,1.67688378,1.12000000,6,5,0.83333333,0.00000000,1.14065934,50,0.28000000,0.17474171
d1,bull,100,trend+adx+body,208,0,0,1.28516484,,,1,0,0.00000000,0.00000000,0.00000000,30,0.33333333,0.19230498
d1,bull,100,price200+volatility,518,80,93,1.28295949,1.12222222,1.11827957,9,5,0.55555556,0.00000000,1.05000000,93,0.27956989,0.19850339
d1,bull,100,momentum+macd+volatility+bb,336,70,51,1.28176493,1.17566138,0.86274510,7,3,0.42857143,0.00000000,0.75555556,51,0.21568627,0.12493938
d1,bull,150,trend+macd+adx+volatility,126,0,0,1.69289707,,,3,2,0.66666667,0.00000000,2.16666667,24,0.25000000,0.11999366
d1,bull,150,price200+macd+di+volatility,279,53,52,1.68724781,0.92636268,1.62197802,3,2,0.66666667,0.80000000,1.62500000,52,0.17307692,0.09382474
d1,bull,150,price20+price200+macd+volatility,288,52,51,1.68560010,1.07905983,1.28627451,3,2,0.66666667,0.80000000,1.62500000,51,0.13725490,0.06811102
d1,bull,150,price200+macd+volatility+bb,295,54,53,1.67053619,1.03909465,1.59137466,5,4,0.80000000,0.80000000,1.62500000,53,0.16981132,0.09199945
d1,bull,150,price200+macd+volatility,305,54,57,1.63988040,1.03909465,1.64411028,6,4,0.66666667,0.80000000,1.42916667,57,0.17543860,0.09818852
d1,bull,150,trend+macd+volatility+bb,216,0,0,1.63452131,,,4,3,0.75000000,0.80000000,1.54523810,37,0.21621622,0.11386512
d1,bull,150,trend+price20+macd+volatility,212,0,0,1.63066631,,,3,2,0.66666667,0.80000000,1.85714286,34,0.17647059,0.08348969
d1,bull,150,trend+macd+di+volatility,208,0,0,1.62666304,,,3,2,0.66666667,0.80000000,1.85714286,36,0.22222222,0.11716332
d1,bull,150,trend+price20+adx+volatility,160,0,0,1.60898192,,,3,3,1.00000000,1.00000000,1.85714286,29,0.24137931,0.12218422
d1,bull,150,trend+price200+macd+volatility,221,0,0,1.59754119,,,4,3,0.75000000,0.80000000,1.44246032,39,0.23076923,0.12645804
d1,bull,150,macd+di+volatility+bb,369,78,58,1.59465494,0.98913818,1.45418719,5,3,0.60000000,0.00000000,1.33333333,58,0.15517241,0.08384492
d1,bull,150,trend+macd+volatility,222,0,0,1.59034506,,,4,3,0.75000000,0.80000000,1.44246032,39,0.23076923,0.12645804
d1,bull,150,price200+macd+adx+volatility,162,0,0,1.58911794,,,3,2,0.66666667,0.00000000,2.16666667,28,0.21428571,0.10212460
d1,bull,150,price200+di+volatility+bb,315,58,53,1.58782070,0.84650383,1.41455526,3,2,0.66666667,0.72727273,1.44444444,53,0.15094340,0.07852418
d1,bull,150,trend+adx+volatility+bb,153,0,0,1.58644716,,,3,2,0.66666667,0.00000000,1.85714286,26,0.19230769,0.08507061
d1,bull,150,price20+price200+di+volatility,320,63,57,1.58599646,0.89065256,1.47969925,5,5,1.00000000,1.23333333,1.44444444,57,0.15789474,0.08535796
d1,bull,150,price20+macd+di+volatility,358,77,58,1.58201574,1.00198413,1.29261084,5,3,0.60000000,0.00000000,1.33333333,58,0.13793103,0.07158487
d1,bull,150,macd+di+volatility,378,79,62,1.57614555,0.97661744,1.51152074,5,3,0.60000000,0.00000000,1.33333333,62,0.16129032,0.09004069
d1,bull,150,price20+price200+volatility+bb,334,59,53,1.56356156,1.06991525,1.23773585,3,2,0.66666667,0.72727273,1.44444444,53,0.13207547,0.06547853
d1,bull,150,price20+macd+volatility+bb,389,83,58,1.55048423,1.01405622,1.29261084,5,3,0.60000000,0.00000000,1.33333333,58,0.13793103,0.07158487
d1,bull,150,price20+macd+volatility,390,84,59,1.54650863,1.00198413,1.27070218,5,3,0.60000000,0.00000000,1.33333333,59,0.13559322,0.07034175
d1,bull,150,adx+volatility+body,186,0,0,1.54224995,,,1,1,1.00000000,1.60000000,1.60000000,25,0.24000000,0.11496314
d1,bull,150,price200+volatility+bb,344,61,56,1.53949100,1.03483607,1.50612245,5,4,0.80000000,0.72727273,1.44444444,56,0.16071429,0.08692668
d1,bull,150,price20+price200+volatility,350,66,61,1.53411500,1.06271044,1.68992974,7,6,0.85714286,0.00000000,1.44444444,61,0.18032787,0.10379140
d1,bull,150,price200+momentum+macd+volatility,227,0,0,1.52291303,,,6,5,0.83333333,0.88095238,1.15833333,47,0.17021277,0.08886364
d1,bull,150,di+volatility+bb,408,85,61,1.51433592,0.90767974,1.38266979,5,3,0.60000000,0.00000000,1.33333333,61,0.14754098,0.07961169
d1,bull,150,trend+di+volatility+bb,243,0,0,1.51344566,,,3,2,0.66666667,0.72727273,1.62500000,38,0.18421053,0.09221765
d1,bull,150,macd+volatility+bb,424,86,61,1.50923371,0.97868217,1.53629977,7,5,0.71428571,0.00000000,1.33333333,61,0.16393443,0.09156012
d1,bull,150,price20+price200+adx+volatility,195,0,0,1.50878891,,,3,3,1.00000000,1.00000000,1.85714286,35,0.25714286,0.14163027
d1,bull,150,trend+price20+di+volatility,249,0,0,1.50651663,,,3,3,1.00000000,1.33333333,1.62500000,41,0.19512195,0.10234437
d1,bull,150,price20+di+volatility+bb,396,83,60,1.50450257,0.92955154,1.24952381,5,3,0.60000000,0.00000000,1.33333333,60,0.13333333,0.06914109
d1,bull,150,price20+di+volatility,407,91,65,1.49998455,0.92490842,1.44175824,7,6,0.85714286,0.00000000,1.33333333,65,0.15384615,0.08577094
d1,bull,150,trend+price20+macd+adx,305,63,0,1.49518507,1.33597884,,4,2,0.50000000,0.00000000,0.81250000,48,0.10416667,0.04532172
d1,bull,150,trend+macd+adx+bb,306,63,0,1.49029884,1.33597884,,4,2,0.50000000,0.00000000,0.81250000,48,0.10416667,0.04532172
d1,bull,150,trend+price20+volatility+bb,257,0,0,1.48824120,,,3,2,0.66666667,0.72727273,1.62500000,37,0.16216216,0.07651207
d1,bull,150,price200+adx+volatility+bb,188,0,0,1.48671885,,,3,2,0.66666667,0.00000000,1.85714286,30,0.16666667,0.07336542
d1,bull,150,price200+adx+volatility+body,114,0,0,1.48397330,,,0,0,,,,16,0.25000000,0.10182067
d1,bull,150,trend+volatility+bb,264,0,0,1.47664141,,,4,3,0.75000000,0.72727273,1.42916667,40,0.20000000,0.10499990
d1,bull,150,trend+price200+volatility+bb,264,0,0,1.47664141,,,4,3,0.75000000,0.72727273,1.42916667,40,0.20000000,0.10499990
d1,bull,150,trend+macd+adx,310,63,0,1.47106918,1.33597884,,4,2,0.50000000,0.00000000,0.81250000,49,0.12244898,0.05734826
d1,bull,150,trend+price200+macd+adx,310,63,0,1.47106918,1.33597884,,4,2,0.50000000,0.00000000,0.81250000,49,0.12244898,0.05734826
d1,bull,150,momentum+macd+di+volatility,300,63,51,1.47106918,1.00198413,1.47002801,5,4,0.80000000,0.00000000,1.08333333,51,0.15686275,0.08169223
d1,bull,150,price20+volatility+bb,436,92,61,1.46769517,0.99109300,1.22903981,5,3,0.60000000,0.00000000,1.33333333,61,0.13114754,0.06798077
d1,bull,150,price200+di+volatility,361,69,64,1.46699420,0.81320451,1.75714286,5,5,1.00000000,1.18181818,2.05555556,64,0.18750000,0.11064643
d1,bull,150,trend+macd+adx+di,302,63,0,1.46132700,1.33597884,,4,2,0.50000000,0.00000000,0.81250000,47,0.12765957,0.05984604
d1,bull,150,trend+price20+volatility,272,0,0,1.46025250,,,3,3,1.00000000,1.33333333,1.62500000,41,0.19512195,0.10234437
d1,bull,150,trend+price20+price200+volatility,272,0,0,1.46025250,,,3,3,1.00000000,1.33333333,1.62500000,41,0.19512195,0.10234437
d1,bull,150,macd+adx+volatility+body,91,0,0,1.45490359,,,0,0,,,,15,0.26666667,0.10897453
d1,bull,150,trend+adx+di+volatility,172,0,0,1.45396373,,,3,3,1.00000000,1.00000000,1.85714286,32,0.28125000,0.15564580
d1,bull,150,macd+volatility,491,92,73,1.45309278,1.06733092,1.66888454,9,7,0.77777778,0.80000000,1.62500000,73,0.17808219,0.10713373
d1,bull,200,trend+macd+adx+volatility,126,0,0,1.63512624,,,3,3,1.00000000,1.33333333,3.00000000,24,0.16666667,0.06678676
d1,bull,200,trend+macd+di+volatility,208,0,0,1.57316162,,,3,3,1.00000000,1.60000000,2.62500000,36,0.19444444,0.09753095
d1,bull,200,macd+di+volatility+bb,369,78,58,1.54363424,0.61660562,1.97931034,5,3,0.60000000,1.60000000,2.62500000,58,0.12068966,0.05970966
d1,bull,200,trend+price20+macd+volatility,212,0,0,1.54347932,,,3,3,1.00000000,1.60000000,2.62500000,34,0.14705882,0.06449441
d1,bull,200,macd+di+volatility,378,79,62,1.53894235,0.60880048,2.64516129,5,3,0.60000000,1.60000000,2.62500000,62,0.16129032,0.09004069
d1,bull,200,price20+macd+di+volatility,358,77,58,1.52335948,0.46846011,1.97931034,5,3,0.60000000,1.60000000,2.62500000,58,0.12068966,0.05970966
d1,bull,200,trend+macd+volatility+bb,216,0,0,1.51489637,,,4,4,1.00000000,1.60000000,2.54583333,37,0.16216216,0.07651207
d1,bull,200,macd+volatility+bb,424,86,61,1.48631342,0.69905869,1.88196721,7,5,0.71428571,1.60000000,2.62500000,61,0.11475410,0.05671203
d1,bull,200,trend+price200+macd+volatility,221,0,0,1.48062270,,,4,4,1.00000000,1.60000000,2.34027778,39,0.17948718,0.08977265
d1,bull,200,trend+macd+di+bb,641,153,108,1.47471971,0.94304388,1.36666667,8,3,0.37500000,0.00000000,0.87179487,108,0.08333333,0.04446040
d1,bull,200,trend+macd+volatility,222,0,0,1.47395323,,,4,4,1.00000000,1.60000000,2.34027778,39,0.17948718,0.08977265
d1,bull,200,trend+price200+macd+di,650,154,109,1.47294540,0.93692022,1.50458716,8,3,0.37500000,0.00000000,0.87179487,109,0.09174312,0.05059743
d1,bull,200,trend+macd+di,651,154,109,1.47068281,0.93692022,1.50458716,8,3,0.37500000,0.00000000,0.87179487,109,0.09174312,0.05059743
d1,bull,200,macd+volatility,491,92,73,1.45627513,0.78416149,2.47123288,9,6,0.66666667,0.00000000,2.62500000,73,0.15068493,0.08627677
d1,bull,200,macd+adx+volatility,258,0,0,1.45617946,,,4,3,0.75000000,1.33333333,3.00000000,37,0.13513514,0.05913294
d1,bull,200,trend+price20+macd+di,633,151,107,1.45506634,0.87590665,1.22616822,8,3,0.37500000,0.00000000,0.87179487,107,0.07476636,0.03837010
d1,bull,200,momentum+macd+di+volatility,300,63,51,1.45430052,0.76341648,2.89411765,5,2,0.40000000,0.00000000,2.00000000,51,0.17647059,0.09572403
d1,bull,200,momentum+macd+volatility+bb,336,70,51,1.44275845,0.85884354,1.92941176,7,4,0.57142857,0.00000000,2.05555556,51,0.11764706,0.05505074
d1,bull,200,macd+adx+di+volatility,185,0,0,1.44119871,,,3,3,1.00000000,1.33333333,3.00000000,30,0.13333333,0.05309655
d1,bull,200,trend+macd+bb,658,157,118,1.43661905,0.91901729,1.25084746,8,2,0.25000000,0.00000000,0.72727273,118,0.07627119,0.04064321
d1,bull,200,trend+price200+macd+bb,658,157,118,1.43661905,0.91901729,1.25084746,8,2,0.25000000,0.00000000,0.72727273,118,0.07627119,0.04064321
d1,bull,200,price200+macd+di+volatility,279,53,52,1.43345033,0.68059299,2.83846154,3,3,1.00000000,1.60000000,2.62500000,52,0.17307692,0.09382474
d1,bull,200,price20+macd+volatility+bb,389,83,58,1.43311533,0.57946070,1.69655172,5,3,0.60000000,1.60000000,2.62500000,58,0.10344828,0.04828141
d1,bull,200,price20+macd+volatility,390,84,59,1.42944068,0.57256236,1.94576271,5,3,0.60000000,1.60000000,2.62500000,59,0.11864407,0.05867583
d1,bull,200,trend+price20+macd+bb,646,155,115,1.42578482,0.85330261,1.14086957,8,2,0.25000000,0.00000000,0.75555556,115,0.06956522,0.03566865
d1,bull,200,di+volatility+bb,408,85,61,1.42578482,0.56582633,1.88196721,5,3,0.60000000,1.45454545,2.62500000,61,0.11475410,0.05671203
d1,bull,200,trend+price20+di+volatility,249,0,0,1.41146971,,,3,3,1.00000000,1.33333333,2.33333333,41,0.12195122,0.05323336
d1,bull,200,price20+di+volatility+bb,396,83,60,1.40778249,0.43459552,1.64000000,5,3,0.60000000,1.45454545,2.62500000,60,0.10000000,0.04664283
d1,bull,200,trend+macd+adx+di,302,63,0,1.40453968,0.76341648,,4,2,0.50000000,0.80000000,2.33333333,47,0.10638298,0.04630478
d1,bull,200,trend+price20+macd,657,155,115,1.40191323,0.85330261,1.14086957,8,2,0.25000000,0.00000000,0.75555556,115,0.06956522,0.03566865
d1,bull,200,trend+price20+price200+macd,657,155,115,1.40191323,0.85330261,1.14086957,8,2,0.25000000,0.00000000,0.75555556,115,0.06956522,0.03566865
d1,bull,200,price20+macd+adx+volatility,199,0,0,1.40070820,,,3,3,1.00000000,1.33333333,3.00000000,30,0.10000000,0.03459989
