timeframe,period,from_target,to_target,conditions,samples,continuation_rate,unconditional_rate,lift,wilson95_lower,post_target_mfe_pips_mean,post_target_mae_pips_mean
d1,discovery,150,200,sma_stack_bull+di_strong_bull+strong_close_bull+cross_group_bull,319,0.91536050,0.66077813,1.38527663,0.87965615,194.81598746,-91.30783699
d1,validation,150,200,sma_stack_bull+di_strong_bull+strong_close_bull+cross_group_bull,125,0.81600000,0.65834768,1.23946667,0.73901081,127.48160000,-86.83520000
d1,oos,150,200,sma_stack_bull+di_strong_bull+strong_close_bull+cross_group_bull,90,0.88888889,0.63500678,1.39981007,0.80742215,167.76000000,-73.17333333
d1,discovery,150,200,atr_expand+horizontal_break_up+strong_close_bull+cross_group_bull,35,0.91428571,0.66077813,1.38365009,0.77620726,220.65714286,-202.78857143
d1,validation,150,200,atr_expand+horizontal_break_up+strong_close_bull+cross_group_bull,29,0.96551724,0.65834768,1.46657652,0.82824478,200.03793103,-29.86896552
d1,oos,150,200,atr_expand+horizontal_break_up+strong_close_bull+cross_group_bull,27,1.00000000,0.63500678,1.57478632,0.87544497,251.08148148,37.19259259
d1,discovery,150,200,sma_stack_bull+bb_expand+close_near_high+cross_group_bull,229,0.91266376,0.66077813,1.38119547,0.86895843,184.56288210,-110.98558952
d1,validation,150,200,sma_stack_bull+bb_expand+close_near_high+cross_group_bull,88,0.85227273,0.65834768,1.29456328,0.76348890,136.12613636,-93.45681818
d1,oos,150,200,sma_stack_bull+bb_expand+close_near_high+cross_group_bull,64,0.84375000,0.63500678,1.32872596,0.73571938,152.91562500,-72.85000000
d1,discovery,150,200,sma_stack_bull+strong_close_bull+mtf_adx_rising+cross_group_return_up,329,0.90881459,0.66077813,1.37537027,0.87281202,195.74650456,-91.53191489
d1,validation,150,200,sma_stack_bull+strong_close_bull+mtf_adx_rising+cross_group_return_up,140,0.83571429,0.65834768,1.26941176,0.76553560,143.56214286,-73.37071429
d1,oos,150,200,sma_stack_bull+strong_close_bull+mtf_adx_rising+cross_group_return_up,102,0.86274510,0.63500678,1.35863918,0.78271259,156.32254902,-68.80784314
d1,discovery,150,200,sma_stack_bull+volatility+strong_close_bull+cross_group_bull,153,0.90849673,0.66077813,1.37488923,0.85227269,188.17254902,-101.55294118
d1,validation,150,200,sma_stack_bull+volatility+strong_close_bull+cross_group_bull,16,0.62500000,0.65834768,0.94934641,0.38641041,77.53125000,-107.01875000
d1,oos,150,200,sma_stack_bull+volatility+strong_close_bull+cross_group_bull,22,0.90909091,0.63500678,1.43162393,0.72185053,150.26818182,-124.85454545
d1,discovery,150,200,sma_stack_bull+di_strong_bull+atr_expand+strong_close_bull,53,0.90566038,0.66077813,1.37059678,0.79746273,278.02075472,-119.51886792
d1,validation,150,200,sma_stack_bull+di_strong_bull+atr_expand+strong_close_bull,31,0.96774194,0.65834768,1.46995572,0.83805895,217.59032258,-16.52258065
d1,oos,150,200,sma_stack_bull+di_strong_bull+atr_expand+strong_close_bull,14,1.00000000,0.63500678,1.57478632,0.78468920,269.55000000,50.65000000
d1,discovery,150,200,sma_stack_bull+atr_expand+horizontal_break_up+strong_close_bull,53,0.90566038,0.66077813,1.37059678,0.79746273,278.02075472,-119.51886792
d1,validation,150,200,sma_stack_bull+atr_expand+horizontal_break_up+strong_close_bull,31,0.96774194,0.65834768,1.46995572,0.83805895,217.59032258,-16.52258065
d1,oos,150,200,sma_stack_bull+atr_expand+horizontal_break_up+strong_close_bull,14,1.00000000,0.63500678,1.57478632,0.78468920,269.55000000,50.65000000
d1,discovery,150,200,sma_stack_bull+atr_expand+breakout20_up+strong_close_bull,53,0.90566038,0.66077813,1.37059678,0.79746273,278.02075472,-119.51886792
d1,validation,150,200,sma_stack_bull+atr_expand+breakout20_up+strong_close_bull,31,0.96774194,0.65834768,1.46995572,0.83805895,217.59032258,-16.52258065
d1,oos,150,200,sma_stack_bull+atr_expand+breakout20_up+strong_close_bull,14,1.00000000,0.63500678,1.57478632,0.78468920,269.55000000,50.65000000
d1,discovery,150,200,sma_stack_bull+atr_expand+strong_close_bull+mtf_adx_rising,53,0.90566038,0.66077813,1.37059678,0.79746273,278.02075472,-119.51886792
d1,validation,150,200,sma_stack_bull+atr_expand+strong_close_bull+mtf_adx_rising,31,0.96774194,0.65834768,1.46995572,0.83805895,217.59032258,-16.52258065
d1,oos,150,200,sma_stack_bull+atr_expand+strong_close_bull+mtf_adx_rising,14,1.00000000,0.63500678,1.57478632,0.78468920,269.55000000,50.65000000
d1,discovery,150,200,sma_stack_bull+atr_expand+strong_close_bull,63,0.90476190,0.66077813,1.36923706,0.80738299,284.17301587,-130.31269841
d1,validation,150,200,sma_stack_bull+atr_expand+strong_close_bull,33,0.96969697,0.65834768,1.47292533,0.84681275,212.11515152,-18.16666667
d1,oos,150,200,sma_stack_bull+atr_expand+strong_close_bull,14,1.00000000,0.63500678,1.57478632,0.78468920,269.55000000,50.65000000
d1,discovery,150,200,sma_stack_bull+macd_accel_up+atr_expand+strong_close_bull,63,0.90476190,0.66077813,1.36923706,0.80738299,284.17301587,-130.31269841
d1,validation,150,200,sma_stack_bull+macd_accel_up+atr_expand+strong_close_bull,33,0.96969697,0.65834768,1.47292533,0.84681275,212.11515152,-18.16666667
d1,oos,150,200,sma_stack_bull+macd_accel_up+atr_expand+strong_close_bull,14,1.00000000,0.63500678,1.57478632,0.78468920,269.55000000,50.65000000
d1,discovery,150,200,sma_stack_bull+atr_expand+strong_close_bull+mtf_macd_bull,63,0.90476190,0.66077813,1.36923706,0.80738299,284.17301587,-130.31269841
d1,validation,150,200,sma_stack_bull+atr_expand+strong_close_bull+mtf_macd_bull,33,0.96969697,0.65834768,1.47292533,0.84681275,212.11515152,-18.16666667
d1,oos,150,200,sma_stack_bull+atr_expand+strong_close_bull+mtf_macd_bull,14,1.00000000,0.63500678,1.57478632,0.78468920,269.55000000,50.65000000
d1,discovery,150,200,sma_stack_bull+adx25+strong_close_bull+cross_group_bull,178,0.90449438,0.66077813,1.36883220,0.85238425,197.36460674,-112.67584270
d1,validation,150,200,sma_stack_bull+adx25+strong_close_bull+cross_group_bull,42,0.85714286,0.65834768,1.30196078,0.72158911,120.69285714,-57.85714286
d1,oos,150,200,sma_stack_bull+adx25+strong_close_bull+cross_group_bull,37,0.91891892,0.63500678,1.44710095,0.78699321,151.94324324,-99.42162162
d1,discovery,150,200,sma_stack_bull+di_strong_bull+strong_close_bull+cross_group_return_up,334,0.90419162,0.66077813,1.36837401,0.86787589,192.62724551,-93.40269461
d1,validation,150,200,sma_stack_bull+di_strong_bull+strong_close_bull+cross_group_return_up,141,0.82269504,0.65834768,1.24963612,0.75135179,140.19858156,-73.65531915
d1,oos,150,200,sma_stack_bull+di_strong_bull+strong_close_bull+cross_group_return_up,106,0.85849057,0.63500678,1.35193920,0.77957670,151.82735849,-70.67735849
d1,discovery,150,200,sma_stack_bull+strong_close_bull+mtf_di_strong_bull+cross_group_return_up,352,0.90340909,0.66077813,1.36718976,0.86805434,195.38125000,-99.74573864
d1,validation,150,200,sma_stack_bull+strong_close_bull+mtf_di_strong_bull+cross_group_return_up,145,0.83448276,0.65834768,1.26754113,0.76552342,141.03379310,-72.66137931
d1,oos,150,200,sma_stack_bull+strong_close_bull+mtf_di_strong_bull+cross_group_return_up,107,0.85046729,0.63500678,1.33930426,0.77083043,151.87850467,-73.17102804
d1,discovery,150,200,sma_stack_bull+strong_close_bull+mtf_macd_bull+cross_group_return_up,380,0.90263158,0.66077813,1.36601310,0.86867195,196.25921053,-99.35552632
d1,validation,150,200,sma_stack_bull+strong_close_bull+mtf_macd_bull+cross_group_return_up,145,0.83448276,0.65834768,1.26754113,0.76552342,140.90482759,-72.11724138
d1,oos,150,200,sma_stack_bull+strong_close_bull+mtf_macd_bull+cross_group_return_up,115,0.84347826,0.63500678,1.32829803,0.76611247,150.01391304,-76.24000000
d1,discovery,150,200,trend_bull+atr_expand+close_near_high+cross_group_return_up,41,0.90243902,0.66077813,1.36572169,0.77452319,206.54146341,-161.45853659
d1,validation,150,200,trend_bull+atr_expand+close_near_high+cross_group_return_up,31,0.96774194,0.65834768,1.46995572,0.83805895,217.59032258,-16.52258065
d1,oos,150,200,trend_bull+atr_expand+close_near_high+cross_group_return_up,20,1.00000000,0.63500678,1.57478632,0.83887484,273.82500000,46.34500000
d1,discovery,150,200,sma_stack_bull+macd_accel_up+strong_close_bull+cross_group_return_up,377,0.90185676,0.66077813,1.36484052,0.86765003,196.90503979,-98.97718833
d1,validation,150,200,sma_stack_bull+macd_accel_up+strong_close_bull+cross_group_return_up,146,0.82876712,0.65834768,1.25885934,0.75943523,140.17739726,-72.23561644
d1,oos,150,200,sma_stack_bull+macd_accel_up+strong_close_bull+cross_group_return_up,117,0.84615385,0.63500678,1.33251151,0.76988632,149.24615385,-80.50000000
d1,discovery,150,200,sma_stack_bull+strong_close_bull+cross_group_return_up,383,0.90078329,0.66077813,1.36321596,0.86674778,195.69242820,-98.94986945
d1,validation,150,200,sma_stack_bull+strong_close_bull+cross_group_return_up,147,0.82993197,0.65834768,1.26062870,0.76098943,140.10612245,-72.66598639
d1,oos,150,200,sma_stack_bull+strong_close_bull+cross_group_return_up,117,0.84615385,0.63500678,1.33251151,0.76988632,149.24615385,-80.50000000
d1,discovery,150,200,volatility+horizontal_break_up+close_near_high+cross_group_bull,180,0.90000000,0.66077813,1.36203055,0.84747785,184.88333333,-73.32388889
d1,validation,150,200,volatility+horizontal_break_up+close_near_high+cross_group_bull,22,0.72727273,0.65834768,1.10469400,0.51848266,99.05909091,-66.97272727
d1,oos,150,200,volatility+horizontal_break_up+close_near_high+cross_group_bull,38,0.94736842,0.63500678,1.49190283,0.82714538,175.76315789,-40.91052632
d1,discovery,150,200,price200_bull+adx25+atr_expand+strong_close_bull,60,0.90000000,0.66077813,1.36203055,0.79850535,247.74666667,-107.54166667
d1,validation,150,200,price200_bull+adx25+atr_expand+strong_close_bull,14,0.92857143,0.65834768,1.41045752,0.68531296,184.08571429,-7.55714286
d1,oos,150,200,price200_bull+adx25+atr_expand+strong_close_bull,11,1.00000000,0.63500678,1.57478632,0.74116703,243.80000000,21.81818182
d1,discovery,150,200,adx25+atr_expand+horizontal_break_up+strong_close_bull,40,0.90000000,0.66077813,1.36203055,0.76948225,298.17250000,-116.98500000
d1,validation,150,200,adx25+atr_expand+horizontal_break_up+strong_close_bull,14,0.92857143,0.65834768,1.41045752,0.68531296,184.08571429,-7.55714286
d1,oos,150,200,adx25+atr_expand+horizontal_break_up+strong_close_bull,11,1.00000000,0.63500678,1.57478632,0.74116703,243.80000000,21.81818182
d1,discovery,150,200,sma_stack_bull+bb_expand+close_near_high+cross_group_return_up,234,0.89743590,0.66077813,1.35815012,0.85192904,184.86880342,-111.55384615
d1,validation,150,200,sma_stack_bull+bb_expand+close_near_high+cross_group_return_up,98,0.82653061,0.65834768,1.25546218,0.73964908,140.75510204,-82.69285714
d1,oos,150,200,sma_stack_bull+bb_expand+close_near_high+cross_group_return_up,72,0.81944444,0.63500678,1.29044991,0.71519658,147.50000000,-72.77222222
d1,discovery,150,200,sma_stack_bull+adx25+strong_close_bull+cross_group_return_up,192,0.89583333,0.66077813,1.35572486,0.84458693,194.83645833,-109.31093750
d1,validation,150,200,sma_stack_bull+adx25+strong_close_bull+cross_group_return_up,52,0.88461538,0.65834768,1.34369030,0.77028336,156.05000000,-32.58653846
d1,oos,150,200,sma_stack_bull+adx25+strong_close_bull+cross_group_return_up,51,0.84313725,0.63500678,1.32776102,0.71989553,135.30588235,-83.73529412
d1,discovery,150,200,trend_bull+atr_expand+strong_close_bull+cross_target_relative_up,57,0.89473684,0.66077813,1.35406546,0.78877189,217.78947368,-51.31754386
d1,validation,150,200,trend_bull+atr_expand+strong_close_bull+cross_target_relative_up,2,1.00000000,0.65834768,1.51895425,0.34238023,191.45000000,-39.85000000
d1,oos,150,200,trend_bull+atr_expand+strong_close_bull+cross_target_relative_up,4,1.00000000,0.63500678,1.57478632,0.51010916,231.87500000,39.07500000
d1,discovery,150,200,sma_stack_bull+bb_expand+horizontal_break_up+cross_group_bull,255,0.89411765,0.66077813,1.35312839,0.85033143,182.06784314,-103.89176471
d1,validation,150,200,sma_stack_bull+bb_expand+horizontal_break_up+cross_group_bull,119,0.78151261,0.65834768,1.18708189,0.69910788,121.21764706,-91.62352941
d1,oos,150,200,sma_stack_bull+bb_expand+horizontal_break_up+cross_group_bull,73,0.79452055,0.63500678,1.25120009,0.68826347,133.82191781,-65.58904110
d1,discovery,150,200,price200_bull+bb_expand+strong_close_bull+cross_group_bull,347,0.89337176,0.66077813,1.35199959,0.85648296,168.59020173,-89.78126801
d1,validation,150,200,price200_bull+bb_expand+strong_close_bull+cross_group_bull,99,0.88888889,0.65834768,1.35018155,0.81191091,141.49292929,-92.57373737
d1,oos,150,200,price200_bull+bb_expand+strong_close_bull+cross_group_bull,63,0.85714286,0.63500678,1.34981685,0.75025434,155.51746032,-69.52380952
d1,discovery,150,200,price200_bull+bb_expand+close_near_high+cross_group_bull,438,0.89269406,0.66077813,1.35097399,0.86021986,172.64315068,-81.79680365
d1,validation,150,200,price200_bull+bb_expand+close_near_high+cross_group_bull,112,0.85714286,0.65834768,1.30196078,0.78048565,132.21607143,-97.86339286
d1,oos,150,200,price200_bull+bb_expand+close_near_high+cross_group_bull,76,0.84210526,0.63500678,1.32613585,0.74398568,148.96447368,-66.26184211
d1,discovery,150,200,adx25+bb_expand+horizontal_break_up+cross_group_bull,205,0.89268293,0.66077813,1.35095713,0.84286487,168.11365854,-109.83024390
d1,validation,150,200,adx25+bb_expand+horizontal_break_up+cross_group_bull,74,0.62162162,0.65834768,0.94421480,0.50771459,89.65810811,-116.18513514
d1,oos,150,200,adx25+bb_expand+horizontal_break_up+cross_group_bull,34,0.67647059,0.63500678,1.06529663,0.50842895,111.07647059,-88.14411765
d1,discovery,150,200,price200_bull+atr_expand+strong_close_bull+cross_target_relative_up,93,0.89247312,0.66077813,1.35063962,0.81327245,184.00107527,-45.54946237
d1,validation,150,200,price200_bull+atr_expand+strong_close_bull+cross_target_relative_up,5,1.00000000,0.65834768,1.51895425,0.56551754,228.64000000,27.16000000
d1,oos,150,200,price200_bull+atr_expand+strong_close_bull+cross_target_relative_up,12,1.00000000,0.63500678,1.57478632,0.75750599,190.14166667,8.29166667
d1,discovery,150,200,bb_expand+horizontal_break_up+close_near_high+cross_group_bull,350,0.89142857,0.66077813,1.34905883,0.85448678,166.82228571,-91.54542857
d1,validation,150,200,bb_expand+horizontal_break_up+close_near_high+cross_group_bull,81,0.88888889,0.65834768,1.35018155,0.80212905,148.82592593,-69.15802469
d1,oos,150,200,bb_expand+horizontal_break_up+close_near_high+cross_group_bull,69,0.85507246,0.63500678,1.34655642,0.75336478,151.83188406,-57.60724638
d1,discovery,150,200,adx25+atr_expand+breakout20_up+strong_close_bull,46,0.89130435,0.66077813,1.34887084,0.76962171,268.31956522,-105.13913043
d1,validation,150,200,adx25+atr_expand+breakout20_up+strong_close_bull,14,0.92857143,0.65834768,1.41045752,0.68531296,184.08571429,-7.55714286
d1,oos,150,200,adx25+atr_expand+breakout20_up+strong_close_bull,15,1.00000000,0.63500678,1.57478632,0.79611670,202.46666667,21.20000000
d1,discovery,150,200,adx25+atr_expand+strong_close_bull+mtf_adx_rising,55,0.89090909,0.66077813,1.34827267,0.78174451,240.90000000,-94.00545455
d1,validation,150,200,adx25+atr_expand+strong_close_bull+mtf_adx_rising,14,0.92857143,0.65834768,1.41045752,0.68531296,184.08571429,-7.55714286
d1,oos,150,200,adx25+atr_expand+strong_close_bull+mtf_adx_rising,15,1.00000000,0.63500678,1.57478632,0.79611670,202.46666667,21.20000000
d1,discovery,150,200,trend_bull+bb_expand+strong_close_bull+cross_group_return_up,284,0.89084507,0.66077813,1.34817578,0.84922909,181.91866197,-96.04119718
d1,validation,150,200,trend_bull+bb_expand+strong_close_bull+cross_group_return_up,81,0.90123457,0.65834768,1.36893408,0.81703499,159.78271605,-63.18641975
d1,oos,150,200,trend_bull+bb_expand+strong_close_bull+cross_group_return_up,61,0.80327869,0.63500678,1.26499229,0.68690059,140.13934426,-78.45245902
d1,discovery,150,200,sma_stack_bull+breakout20_up+close_near_high+cross_group_return_up,320,0.89062500,0.66077813,1.34784274,0.85168408,196.48468750,-87.76687500
d1,validation,150,200,sma_stack_bull+breakout20_up+close_near_high+cross_group_return_up,144,0.79166667,0.65834768,1.20250545,0.71818719,130.32847222,-75.83958333
d1,oos,150,200,sma_stack_bull+breakout20_up+close_near_high+cross_group_return_up,110,0.77272727,0.63500678,1.21688034,0.68599505,130.81454545,-77.38000000
d1,discovery,150,200,di_strong_bull+volatility+strong_close_bull+cross_group_bull,300,0.89000000,0.66077813,1.34689688,0.84954377,160.31966667,-67.43966667
d1,validation,150,200,di_strong_bull+volatility+strong_close_bull+cross_group_bull,42,0.85714286,0.65834768,1.30196078,0.72158911,113.59047619,-103.14285714
d1,oos,150,200,di_strong_bull+volatility+strong_close_bull+cross_group_bull,56,0.89285714,0.63500678,1.40605922,0.78531555,143.79107143,-33.75000000
d1,discovery,150,200,adx25+bb_expand+strong_close_bull+cross_group_bull,181,0.88950276,0.66077813,1.34614438,0.83549298,178.82596685,-106.26795580
d1,validation,150,200,adx25+bb_expand+strong_close_bull+cross_group_bull,29,0.79310345,0.65834768,1.20468785,0.61609910,113.41034483,-49.87931034
d1,oos,150,200,adx25+bb_expand+strong_close_bull+cross_group_bull,23,0.86956522,0.63500678,1.36937941,0.67872518,152.20869565,-75.18260870
d1,discovery,150,200,bb_expand+horizontal_break_up+strong_close_bull+cross_group_bull,289,0.88927336,0.66077813,1.34579720,0.84786617,169.36955017,-94.00553633
d1,validation,150,200,bb_expand+horizontal_break_up+strong_close_bull+cross_group_bull,69,0.94202899,0.65834768,1.43089893,0.86020757,164.02318841,-59.24782609
d1,oos,150,200,bb_expand+horizontal_break_up+strong_close_bull+cross_group_bull,60,0.85000000,0.63500678,1.33856838,0.73885411,152.22000000,-60.59500000
d1,discovery,150,200,price200_bull+volatility+strong_close_bull+cross_group_bull,343,0.88921283,0.66077813,1.34570560,0.85159034,168.51486880,-82.18833819
d1,validation,150,200,price200_bull+volatility+strong_close_bull+cross_group_bull,31,0.80645161,0.65834768,1.22496310,0.63719742,116.22580645,-99.09354839
d1,oos,150,200,price200_bull+volatility+strong_close_bull+cross_group_bull,59,0.89830508,0.63500678,1.41463856,0.79536186,143.08983051,-52.87966102
d1,discovery,150,200,price200_bull+bb_expand+strong_close_bull+cross_group_return_up,370,0.88918919,0.66077813,1.34566983,0.85312025,170.94135135,-86.63378378
d1,validation,150,200,price200_bull+bb_expand+strong_close_bull+cross_group_return_up,105,0.89523810,0.65834768,1.35982571,0.82208794,150.65333333,-81.97523810
d1,oos,150,200,price200_bull+bb_expand+strong_close_bull+cross_group_return_up,73,0.82191781,0.63500678,1.29434492,0.71878271,146.71369863,-69.67808219
d1,discovery,150,200,sma_stack_bull+atr_expand+strong_close_bull+mtf_di_strong_bull,54,0.88888889,0.66077813,1.34521536,0.77805299,273.15555556,-128.37037037
d1,validation,150,200,sma_stack_bull+atr_expand+strong_close_bull+mtf_di_strong_bull,33,0.96969697,0.65834768,1.47292533,0.84681275,212.11515152,-18.16666667
d1,oos,150,200,sma_stack_bull+atr_expand+strong_close_bull+mtf_di_strong_bull,14,1.00000000,0.63500678,1.57478632,0.78468920,269.55000000,50.65000000
d1,discovery,150,200,trend_bull+atr_expand+strong_close_bull+cross_group_return_up,36,0.88888889,0.66077813,1.34521536,0.74685191,211.30277778,-185.37777778
d1,validation,150,200,trend_bull+atr_expand+strong_close_bull+cross_group_return_up,31,0.96774194,0.65834768,1.46995572,0.83805895,217.59032258,-16.52258065
d1,oos,150,200,trend_bull+atr_expand+strong_close_bull+cross_group_return_up,20,1.00000000,0.63500678,1.57478632,0.83887484,273.82500000,46.34500000
d1,discovery,150,200,trend_bull+bb_expand+strong_close_bull+cross_group_bull,268,0.88805970,0.66077813,1.34396050,0.84469646,177.19402985,-100.84664179
d1,validation,150,200,trend_bull+bb_expand+strong_close_bull+cross_group_bull,75,0.89333333,0.65834768,1.35693246,0.80338637,148.42133333,-75.67333333
d1,oos,150,200,trend_bull+bb_expand+strong_close_bull+cross_group_bull,54,0.83333333,0.63500678,1.31232194,0.71263486,151.99259259,-77.16851852
d1,discovery,150,200,trend_bull+bb_expand+close_near_high+cross_group_bull,330,0.88787879,0.66077813,1.34368671,0.84927718,176.39242424,-96.93787879
d1,validation,150,200,trend_bull+bb_expand+close_near_high+cross_group_bull,84,0.86904762,0.65834768,1.32004357,0.78053927,139.49642857,-79.25714286
d1,oos,150,200,trend_bull+bb_expand+close_near_high+cross_group_bull,63,0.84126984,0.63500678,1.32482024,0.73188423,151.60000000,-71.52857143
d1,discovery,150,200,sma_stack_bull+volatility+strong_close_bull+cross_group_return_up,160,0.88750000,0.66077813,1.34311346,0.82918554,183.26875000,-107.57437500
d1,validation,150,200,sma_stack_bull+volatility+strong_close_bull+cross_group_return_up,28,0.78571429,0.65834768,1.19346405,0.60461414,162.61785714,-38.67500000
d1,oos,150,200,sma_stack_bull+volatility+strong_close_bull+cross_group_return_up,36,0.83333333,0.63500678,1.31232194,0.68109206,127.82500000,-94.26944444
d1,discovery,150,200,trend_bull+atr_expand+strong_close_bull+mtf_adx_rising,80,0.88750000,0.66077813,1.34311346,0.79981782,221.51500000,-97.13375000
d1,validation,150,200,trend_bull+atr_expand+strong_close_bull+mtf_adx_rising,31,0.96774194,0.65834768,1.46995572,0.83805895,217.59032258,-16.52258065
d1,oos,150,200,trend_bull+atr_expand+strong_close_bull+mtf_adx_rising,20,1.00000000,0.63500678,1.57478632,0.83887484,273.82500000,46.34500000
d1,discovery,150,200,bb_expand+horizontal_break_up+strong_close_bull+cross_group_return_up,302,0.88741722,0.66077813,1.34298818,0.84679431,173.14205298,-90.90364238
d1,validation,150,200,bb_expand+horizontal_break_up+strong_close_bull+cross_group_return_up,75,0.94666667,0.65834768,1.43794336,0.87074013,175.04533333,-47.07600000
d1,oos,150,200,bb_expand+horizontal_break_up+strong_close_bull+cross_group_return_up,67,0.80597015,0.63500678,1.26923077,0.69580888,141.02388060,-63.81641791
d1,discovery,150,200,adx25+atr_expand+strong_close_bull+mtf_di_strong_bull,62,0.88709677,0.66077813,1.34250323,0.78480258,267.55967742,-90.05322581
d1,validation,150,200,adx25+atr_expand+strong_close_bull+mtf_di_strong_bull,15,0.86666667,0.65834768,1.31642702,0.62118017,174.58666667,-23.62000000
d1,oos,150,200,adx25+atr_expand+strong_close_bull+mtf_di_strong_bull,15,1.00000000,0.63500678,1.57478632,0.79611670,202.46666667,21.20000000
d1,discovery,150,200,trend_bull+atr_expand+strong_close_bull,88,0.88636364,0.66077813,1.34139373,0.80331436,216.00113636,-106.14659091
d1,validation,150,200,trend_bull+atr_expand+strong_close_bull,33,0.96969697,0.65834768,1.47292533,0.84681275,212.11515152,-18.16666667
d1,oos,150,200,trend_bull+atr_expand+strong_close_bull,20,1.00000000,0.63500678,1.57478632,0.83887484,273.82500000,46.34500000
d1,discovery,150,200,trend_bull+macd_accel_up+atr_expand+strong_close_bull,88,0.88636364,0.66077813,1.34139373,0.80331436,216.00113636,-106.14659091
d1,validation,150,200,trend_bull+macd_accel_up+atr_expand+strong_close_bull,33,0.96969697,0.65834768,1.47292533,0.84681275,212.11515152,-18.16666667
d1,oos,150,200,trend_bull+macd_accel_up+atr_expand+strong_close_bull,20,1.00000000,0.63500678,1.57478632,0.83887484,273.82500000,46.34500000
d1,discovery,150,200,trend_bull+atr_expand+strong_close_bull+mtf_macd_bull,88,0.88636364,0.66077813,1.34139373,0.80331436,216.00113636,-106.14659091
d1,validation,150,200,trend_bull+atr_expand+strong_close_bull+mtf_macd_bull,33,0.96969697,0.65834768,1.47292533,0.84681275,212.11515152,-18.16666667
d1,oos,150,200,trend_bull+atr_expand+strong_close_bull+mtf_macd_bull,20,1.00000000,0.63500678,1.57478632,0.83887484,273.82500000,46.34500000
d1,discovery,150,200,volatility+nr4+mtf_macd_bull+cross_group_return_up,44,0.88636364,0.66077813,1.34139373,0.76020848,148.18409091,-74.49545455
d1,validation,150,200,volatility+nr4+mtf_macd_bull+cross_group_return_up,27,0.66666667,0.65834768,1.01263617,0.47824761,72.07777778,-112.22962963
d1,oos,150,200,volatility+nr4+mtf_macd_bull+cross_group_return_up,6,1.00000000,0.63500678,1.57478632,0.60966571,169.36666667,-53.85000000
d1,discovery,150,200,price200_bull+atr_expand+strong_close_bull+mtf_adx_rising,123,0.88617886,0.66077813,1.34111410,0.81798932,178.88130081,-76.28943089
d1,validation,150,200,price200_bull+atr_expand+strong_close_bull+mtf_adx_rising,34,0.97058824,0.65834768,1.47427912,0.85084427,220.75294118,-8.72647059
d1,oos,150,200,price200_bull+atr_expand+strong_close_bull+mtf_adx_rising,37,0.75675676,0.63500678,1.19173019,0.59882708,188.06486486,-5.01891892
d1,discovery,150,200,trend_bull+di_strong_bull+atr_expand+strong_close_bull,79,0.88607595,0.66077813,1.34095835,0.79745207,219.86455696,-98.76835443
d1,validation,150,200,trend_bull+di_strong_bull+atr_expand+strong_close_bull,31,0.96774194,0.65834768,1.46995572,0.83805895,217.59032258,-16.52258065
d1,oos,150,200,trend_bull+di_strong_bull+atr_expand+strong_close_bull,20,1.00000000,0.63500678,1.57478632,0.83887484,273.82500000,46.34500000
d1,discovery,150,200,adx25+volatility+nr4,35,0.88571429,0.66077813,1.34041102,0.74048531,114.07428571,-184.47142857
d1,validation,150,200,adx25+volatility+nr4,0,,0.65834768,,,,
d1,oos,150,200,adx25+volatility+nr4,7,0.85714286,0.63500678,1.34981685,0.48687217,157.71428571,-58.97142857
d1,discovery,150,200,atr_expand+breakout20_up+strong_close_bull,113,0.88495575,0.66077813,1.33926308,0.81307592,187.91415929,-81.53628319
d1,validation,150,200,atr_expand+breakout20_up+strong_close_bull,39,0.94871795,0.65834768,1.44105916,0.83114360,201.14102564,-17.57179487
d1,oos,150,200,atr_expand+breakout20_up+strong_close_bull,45,0.71111111,0.63500678,1.11984805,0.56631459,165.62888889,-8.56888889
d1,discovery,150,200,macd_accel_up+atr_expand+breakout20_up+strong_close_bull,113,0.88495575,0.66077813,1.33926308,0.81307592,187.91415929,-81.53628319
d1,validation,150,200,macd_accel_up+atr_expand+breakout20_up+strong_close_bull,39,0.94871795,0.65834768,1.44105916,0.83114360,201.14102564,-17.57179487
d1,oos,150,200,macd_accel_up+atr_expand+breakout20_up+strong_close_bull,45,0.71111111,0.63500678,1.11984805,0.56631459,165.62888889,-8.56888889
d1,discovery,150,200,atr_expand+breakout20_up+strong_close_bull+mtf_macd_bull,113,0.88495575,0.66077813,1.33926308,0.81307592,187.91415929,-81.53628319
d1,validation,150,200,atr_expand+breakout20_up+strong_close_bull+mtf_macd_bull,39,0.94871795,0.65834768,1.44105916,0.83114360,201.14102564,-17.57179487
d1,oos,150,200,atr_expand+breakout20_up+strong_close_bull+mtf_macd_bull,45,0.71111111,0.63500678,1.11984805,0.56631459,165.62888889,-8.56888889
d1,discovery,150,200,atr_expand+breakout20_up+strong_close_bull+mtf_adx_rising,113,0.88495575,0.66077813,1.33926308,0.81307592,187.91415929,-81.53628319
d1,validation,150,200,atr_expand+breakout20_up+strong_close_bull+mtf_adx_rising,39,0.94871795,0.65834768,1.44105916,0.83114360,201.14102564,-17.57179487
d1,oos,150,200,atr_expand+breakout20_up+strong_close_bull+mtf_adx_rising,45,0.71111111,0.63500678,1.11984805,0.56631459,165.62888889,-8.56888889
d1,discovery,150,200,atr_expand+breakout20_up+strong_close_bull+mtf_di_strong_bull,113,0.88495575,0.66077813,1.33926308,0.81307592,187.91415929,-81.53628319
