timeframe,direction,feature,offset,event_n,event_presence,control_n,control_presence,prevalence_lift,presence_delta
h4,bull,channel_mid_bull,0,6893,0.54939794,4560,0.48157895,1.14082632,0.06781899
h4,bull,channel_mid_bull,-1,6885,0.66129267,4560,0.48157895,1.37317603,0.17971372
h4,bull,channel_mid_bull,-2,6885,0.65853304,4560,0.48157895,1.36744566,0.17695410
h4,bull,channel_mid_bull,-3,6885,0.64618736,4560,0.48157895,1.34180983,0.16460842
h4,bull,channel_mid_bull,-4,6883,0.62835973,4560,0.48157895,1.30479069,0.14678078
h4,bull,channel_mid_bull,-5,6881,0.61618951,4560,0.48157895,1.27951920,0.13461056
h4,bull,channel_mid_bull,-6,6879,0.60226777,4560,0.48157895,1.25061067,0.12068882
h4,bull,channel_breakout_up,0,6893,0.09894095,4560,0.04188596,2.36215054,0.05705499
h4,bull,channel_breakout_up,-1,6885,0.25969499,4560,0.04188596,6.20004791,0.21780902
h4,bull,channel_breakout_up,-2,6885,0.12549020,4560,0.04188596,2.99599630,0.08360423
h4,bull,channel_breakout_up,-3,6885,0.09862019,4560,0.04188596,2.35449247,0.05673422
h4,bull,channel_breakout_up,-4,6883,0.08571844,4560,0.04188596,2.04647158,0.04383247
h4,bull,channel_breakout_up,-5,6881,0.07702369,4560,0.04188596,1.83889015,0.03513772
h4,bull,channel_breakout_up,-6,6879,0.08445995,4560,0.04188596,2.01642605,0.04257399
h4,bull,horizontal_resistance_near,0,6893,0.10416364,4560,0.04100877,2.54003325,0.06315487
h4,bull,horizontal_resistance_near,-1,6885,0.20188816,4560,0.04100877,4.92304824,0.16087939
h4,bull,horizontal_resistance_near,-2,6885,0.12723312,4560,0.04100877,3.10258292,0.08622434
h4,bull,horizontal_resistance_near,-3,6885,0.09905592,4560,0.04100877,2.41548123,0.05804715
h4,bull,horizontal_resistance_near,-4,6883,0.09487142,4560,0.04100877,2.31344217,0.05386265
h4,bull,horizontal_resistance_near,-5,6881,0.08167418,4560,0.04100877,1.99162695,0.04066540
h4,bull,horizontal_resistance_near,-6,6879,0.08082570,4560,0.04100877,1.97093689,0.03981693
h4,bull,horizontal_support_near,0,6893,0.11547947,4560,0.03662281,3.15321193,0.07885666
h4,bull,horizontal_support_near,-1,6885,0.04386347,4560,0.03662281,1.19770916,0.00724066
h4,bull,horizontal_support_near,-2,6885,0.03602033,4560,0.03662281,0.98354924,-0.00060247
h4,bull,horizontal_support_near,-3,6885,0.03427741,4560,0.03662281,0.93595815,-0.00234539
h4,bull,horizontal_support_near,-4,6883,0.03239866,4560,0.03662281,0.88465811,-0.00422414
h4,bull,horizontal_support_near,-5,6881,0.03313472,4560,0.03662281,0.90475639,-0.00348809
h4,bull,horizontal_support_near,-6,6879,0.03314435,4560,0.03662281,0.90501944,-0.00347845
h4,bull,horizontal_break_up,0,6893,0.07094153,4560,0.02434211,2.91435495,0.04659943
h4,bull,horizontal_break_up,-1,6885,0.16339869,4560,0.02434211,6.71259495,0.13905659
h4,bull,horizontal_break_up,-2,6885,0.07668845,4560,0.02434211,3.15044456,0.05234635
h4,bull,horizontal_break_up,-3,6885,0.06521423,4560,0.02434211,2.67907123,0.04087213
h4,bull,horizontal_break_up,-4,6883,0.05913119,4560,0.02434211,2.42917333,0.03478909
h4,bull,horizontal_break_up,-5,6881,0.05173667,4560,0.02434211,2.12539818,0.02739456
h4,bull,horizontal_break_up,-6,6879,0.05335078,4560,0.02434211,2.19170763,0.02900867
h4,bull,vertical_session,0,6893,0.72842014,4560,0.63684211,1.14380021,0.09157803
h4,bull,vertical_session,-1,6885,0.72026144,4560,0.63684211,1.13098903,0.08341933
h4,bull,vertical_session,-2,6885,0.59825708,4560,0.63684211,0.93941194,-0.03858502
h4,bull,vertical_session,-3,6885,0.57356572,4560,0.63684211,0.90064039,-0.06327638
h4,bull,vertical_session,-4,6883,0.64172599,4560,0.63684211,1.00766891,0.00488389
h4,bull,vertical_session,-5,6881,0.63173957,4560,0.63684211,0.99198776,-0.00510253
h4,bull,vertical_session,-6,6879,0.70722489,4560,0.63684211,1.11051842,0.07038278
h4,bull,vertical_day_open,0,6893,0.10430872,4560,0.16864035,0.61852764,-0.06433163
h4,bull,vertical_day_open,-1,6885,0.15337691,4560,0.16864035,0.90949115,-0.01526344
h4,bull,vertical_day_open,-2,6885,0.16427015,4560,0.16864035,0.97408569,-0.00437020
h4,bull,vertical_day_open,-3,6885,0.22643428,4560,0.16864035,1.34270521,0.05779393
h4,bull,vertical_day_open,-4,6883,0.23463606,4560,0.16864035,1.39133996,0.06599571
h4,bull,vertical_day_open,-5,6881,0.10637989,4560,0.16864035,0.63080921,-0.06226046
h4,bull,vertical_day_open,-6,6879,0.09390900,4560,0.16864035,0.55685960,-0.07473135
h4,bull,vertical_week_open,0,6893,0.02393733,4560,0.03245614,0.73752848,-0.00851881
h4,bull,vertical_week_open,-1,6885,0.02962963,4560,0.03245614,0.91291291,-0.00282651
h4,bull,vertical_week_open,-2,6885,0.02774147,4560,0.03245614,0.85473709,-0.00471467
h4,bull,vertical_week_open,-3,6885,0.04299201,4560,0.03245614,1.32461874,0.01053587
h4,bull,vertical_week_open,-4,6883,0.04126108,4560,0.03245614,1.27128727,0.00880494
h4,bull,vertical_week_open,-5,6881,0.01555007,4560,0.03245614,0.47911012,-0.01690607
h4,bull,vertical_week_open,-6,6879,0.01584533,4560,0.03245614,0.48820735,-0.01661081
h4,bull,rectangle_range,0,6893,0.41708980,4560,0.54583333,0.76413399,-0.12874353
h4,bull,rectangle_range,-1,6885,0.36848221,4560,0.54583333,0.67508191,-0.17735113
h4,bull,rectangle_range,-2,6885,0.40217865,4560,0.54583333,0.73681585,-0.14365468
h4,bull,rectangle_range,-3,6885,0.47450980,4560,0.54583333,0.86933094,-0.07132353
h4,bull,rectangle_range,-4,6883,0.50588406,4560,0.54583333,0.92681050,-0.03994927
h4,bull,rectangle_range,-5,6881,0.52216248,4560,0.54583333,0.95663354,-0.02367086
h4,bull,rectangle_range,-6,6879,0.51112080,4560,0.54583333,0.93640452,-0.03471253
h4,bull,triangle_breakout_up,0,6893,0.00536776,4560,0.00219298,2.44770057,0.00317478
h4,bull,triangle_breakout_up,-1,6885,0.01365287,4560,0.00219298,6.22570806,0.01145989
h4,bull,triangle_breakout_up,-2,6885,0.00900508,4560,0.00219298,4.10631808,0.00681210
h4,bull,triangle_breakout_up,-3,6885,0.00682643,4560,0.00219298,3.11285403,0.00463345
h4,bull,triangle_breakout_up,-4,6883,0.00523028,4560,0.00219298,2.38500654,0.00303730
h4,bull,triangle_breakout_up,-5,6881,0.00421450,4560,0.00219298,1.92181369,0.00202152
h4,bull,triangle_breakout_up,-6,6879,0.00625091,4560,0.00219298,2.85041430,0.00405793
h4,bull,ellipse_compression,0,6893,0.02364718,4560,0.06557018,0.36063924,-0.04192300
h4,bull,ellipse_compression,-1,6885,0.03674655,4560,0.06557018,0.56041562,-0.02882362
h4,bull,ellipse_compression,-2,6885,0.05519245,4560,0.06557018,0.84173097,-0.01037773
h4,bull,ellipse_compression,-3,6885,0.04807553,4560,0.06557018,0.73319198,-0.01749465
h4,bull,ellipse_compression,-4,6883,0.04445736,4560,0.06557018,0.67801189,-0.02111282
h4,bull,ellipse_compression,-5,6881,0.04694085,4560,0.06557018,0.71588724,-0.01862932
h4,bull,ellipse_compression,-6,6879,0.05335078,4560,0.06557018,0.81364397,-0.01221940
h4,bull,elliott_wave2_bull,0,6893,0.09836066,4560,0.10548246,0.93248356,-0.00712180
h4,bull,elliott_wave2_bull,-1,6885,0.06913580,4560,0.10548246,0.65542466,-0.03634665
h4,bull,elliott_wave2_bull,-2,6885,0.07988381,4560,0.10548246,0.75731840,-0.02559865
h4,bull,elliott_wave2_bull,-3,6885,0.09019608,4560,0.10548246,0.85508133,-0.01528638
h4,bull,elliott_wave2_bull,-4,6883,0.08993172,4560,0.10548246,0.85257510,-0.01555074
h4,bull,elliott_wave2_bull,-5,6881,0.09882285,4560,0.10548246,0.93686523,-0.00665961
h4,bull,elliott_wave2_bull,-6,6879,0.09623492,4560,0.10548246,0.91233103,-0.00924754
h4,bull,elliott_wave3_bull,0,6893,0.07819527,4560,0.04802632,1.62817550,0.03016895
h4,bull,elliott_wave3_bull,-1,6885,0.18896151,4560,0.04802632,3.93454104,0.14093519
h4,bull,elliott_wave3_bull,-2,6885,0.08917938,4560,0.04802632,1.85688563,0.04115306
h4,bull,elliott_wave3_bull,-3,6885,0.07247640,4560,0.04802632,1.50909760,0.02445008
h4,bull,elliott_wave3_bull,-4,6883,0.07540317,4560,0.04802632,1.57003855,0.02737685
h4,bull,elliott_wave3_bull,-5,6881,0.07498910,4560,0.04802632,1.56141689,0.02696278
h4,bull,elliott_wave3_bull,-6,6879,0.07864515,4560,0.04802632,1.63754289,0.03061884
h4,bull,elliott_wave4_bull,0,6893,0.09183229,4560,0.09605263,0.95606224,-0.00422034
h4,bull,elliott_wave4_bull,-1,6885,0.06928105,4560,0.09605263,0.72128212,-0.02677159
h4,bull,elliott_wave4_bull,-2,6885,0.08249818,4560,0.09605263,0.85888521,-0.01355445
h4,bull,elliott_wave4_bull,-3,6885,0.09034132,4560,0.09605263,0.94053979,-0.00571131
h4,bull,elliott_wave4_bull,-4,6883,0.09995641,4560,0.09605263,1.04064212,0.00390378
h4,bull,elliott_wave4_bull,-5,6881,0.09228310,4560,0.09605263,0.96075554,-0.00376953
h4,bull,elliott_wave4_bull,-6,6879,0.09885158,4560,0.09605263,1.02913971,0.00279895
h4,bull,elliott_wave5_bull,0,6893,0.10256782,4560,0.05416667,1.89355980,0.04840116
h4,bull,elliott_wave5_bull,-1,6885,0.23297023,4560,0.05416667,4.30098877,0.17880356
h4,bull,elliott_wave5_bull,-2,6885,0.12854031,4560,0.05416667,2.37305178,0.07437364
h4,bull,elliott_wave5_bull,-3,6885,0.10239651,4560,0.05416667,1.89039718,0.04822985
h4,bull,elliott_wave5_bull,-4,6883,0.09327328,4560,0.05416667,1.72196828,0.03910662
h4,bull,elliott_wave5_bull,-5,6881,0.08545270,4560,0.05416667,1.57758823,0.03128603
h4,bull,elliott_wave5_bull,-6,6879,0.09376363,4560,0.05416667,1.73102083,0.03959696
h4,bull,elliott_impulse_bull,0,6893,0.10633976,4560,0.07236842,1.46942221,0.03397134
