timeframe,direction,feature,offset,event_n,event_presence,control_n,control_presence,prevalence_lift,presence_delta
d1,bull,momentum_bull,-1,3160,0.52753165,281,0.16725979,3.15396580,0.36027186
d1,bull,momentum_bull,-2,3160,0.46139241,281,0.16725979,2.75853757,0.29413262
d1,bull,momentum_bull,-3,3157,0.44345898,281,0.16725979,2.65131858,0.27619919
d1,bull,momentum_bull,-4,3157,0.41748495,281,0.16725979,2.49602707,0.25022517
d1,bull,momentum_bull,-5,3157,0.40734875,281,0.16725979,2.43542550,0.24008896
d1,bull,momentum_bull,-6,3155,0.40000000,281,0.16725979,2.39148936,0.23274021
d1,bull,rsi60,0,3172,0.33102144,281,0.08185053,4.04421843,0.24917090
d1,bull,rsi60,-1,3160,0.40917722,281,0.08185053,4.99907815,0.32732668
d1,bull,rsi60,-2,3160,0.31708861,281,0.08185053,3.87399560,0.23523807
d1,bull,rsi60,-3,3157,0.30788723,281,0.08185053,3.76157882,0.22603670
d1,bull,rsi60,-4,3157,0.29299968,281,0.08185053,3.57969178,0.21114915
d1,bull,rsi60,-5,3157,0.27969591,281,0.08185053,3.41715443,0.19784538
d1,bull,rsi60,-6,3155,0.27416799,281,0.08185053,3.34961758,0.19231745
d1,bull,macd_bull,0,3172,0.61664565,281,0.33096085,1.86319815,0.28568480
d1,bull,macd_bull,-1,3160,0.63955696,281,0.33096085,1.93242480,0.30859611
d1,bull,macd_bull,-2,3160,0.59462025,281,0.33096085,1.79664829,0.26365940
d1,bull,macd_bull,-3,3157,0.58631612,281,0.33096085,1.77155732,0.25535527
d1,bull,macd_bull,-4,3157,0.56731074,281,0.33096085,1.71413245,0.23634988
d1,bull,macd_bull,-5,3157,0.55432373,281,0.33096085,1.67489212,0.22336287
d1,bull,macd_bull,-6,3155,0.53977813,281,0.33096085,1.63094252,0.20881728
d1,bull,macd_rising,0,3172,0.44136192,281,0.58718861,0.75165272,-0.14582670
d1,bull,macd_rising,-1,3160,0.66392405,281,0.58718861,1.13068278,0.07673544
d1,bull,macd_rising,-2,3160,0.56392405,281,0.58718861,0.96037975,-0.02326456
d1,bull,macd_rising,-3,3157,0.55685778,281,0.58718861,0.94834567,-0.03033084
d1,bull,macd_rising,-4,3157,0.53690212,281,0.58718861,0.91436058,-0.05028649
d1,bull,macd_rising,-5,3157,0.54735508,281,0.58718861,0.93216229,-0.03983353
d1,bull,macd_rising,-6,3155,0.54263074,281,0.58718861,0.92411660,-0.04455787
d1,bull,adx25,0,3172,0.37988651,281,0.33096085,1.14782912,0.04892565
d1,bull,adx25,-1,3160,0.37373418,281,0.33096085,1.12923983,0.04277332
d1,bull,adx25,-2,3160,0.36645570,281,0.33096085,1.10724786,0.03549484
d1,bull,adx25,-3,3157,0.36458663,281,0.33096085,1.10160047,0.03362578
d1,bull,adx25,-4,3157,0.36331961,281,0.33096085,1.09777215,0.03235875
d1,bull,adx25,-5,3157,0.35951853,281,0.33096085,1.08628717,0.02855768
d1,bull,adx25,-6,3155,0.36513471,281,0.33096085,1.10325648,0.03417385
d1,bull,adx_rising,0,3172,0.55485498,281,0.38078292,1.45714252,0.17407206
d1,bull,adx_rising,-1,3160,0.56012658,281,0.38078292,1.47098663,0.17934366
d1,bull,adx_rising,-2,3160,0.48765823,281,0.38078292,1.28067254,0.10687531
d1,bull,adx_rising,-3,3157,0.47608489,281,0.38078292,1.25027901,0.09530197
d1,bull,adx_rising,-4,3157,0.46341463,281,0.38078292,1.21700479,0.08263172
d1,bull,adx_rising,-5,3157,0.45961356,281,0.38078292,1.20702252,0.07883064
d1,bull,adx_rising,-6,3155,0.46592710,281,0.38078292,1.22360294,0.08514418
d1,bull,di_bull,0,3172,0.63209332,281,0.39501779,1.60016416,0.23707552
d1,bull,di_bull,-1,3160,0.69430380,281,0.39501779,1.75765196,0.29928600
d1,bull,di_bull,-2,3160,0.62943038,281,0.39501779,1.59342285,0.23441259
d1,bull,di_bull,-3,3157,0.61925879,281,0.39501779,1.56767315,0.22424100
d1,bull,di_bull,-4,3157,0.59581882,281,0.39501779,1.50833412,0.20080102
d1,bull,di_bull,-5,3157,0.59043396,281,0.39501779,1.49470218,0.19541616
d1,bull,di_bull,-6,3155,0.58098257,281,0.39501779,1.47077569,0.18596477
d1,bull,di_strong_bull,0,3172,0.50693569,281,0.17793594,2.84897856,0.32899974
d1,bull,di_strong_bull,-1,3160,0.56518987,281,0.17793594,3.17636709,0.38725393
d1,bull,di_strong_bull,-2,3160,0.47025316,281,0.17793594,2.64282278,0.29231722
d1,bull,di_strong_bull,-3,3157,0.46214761,281,0.17793594,2.59726956,0.28421167
d1,bull,di_strong_bull,-4,3157,0.44314222,281,0.17793594,2.49045930,0.26520628
d1,bull,di_strong_bull,-5,3157,0.44029142,281,0.17793594,2.47443776,0.26235547
d1,bull,di_strong_bull,-6,3155,0.42662441,281,0.17793594,2.39762916,0.24868846
d1,bull,volatility,0,3172,0.36286255,281,0.20996441,1.72820976,0.15289813
d1,bull,volatility,-1,3160,0.35158228,281,0.20996441,1.67448509,0.14161787
d1,bull,volatility,-2,3160,0.31297468,281,0.20996441,1.49060824,0.10301027
d1,bull,volatility,-3,3157,0.32530884,281,0.20996441,1.54935226,0.11534442
d1,bull,volatility,-4,3157,0.32119100,281,0.20996441,1.52974021,0.11122659
d1,bull,volatility,-5,3157,0.33449477,281,0.20996441,1.59310223,0.12453036
d1,bull,volatility,-6,3155,0.33090333,281,0.20996441,1.57599721,0.12093892
d1,bull,bb_bull,0,3172,0.60561160,281,0.32028470,1.89085400,0.28532690
d1,bull,bb_bull,-1,3160,0.68670886,281,0.32028470,2.14405767,0.36642416
d1,bull,bb_bull,-2,3160,0.65126582,281,0.32028470,2.03339662,0.33098113
d1,bull,bb_bull,-3,3157,0.62337662,281,0.32028470,1.94632035,0.30309193
d1,bull,bb_bull,-4,3157,0.59993665,281,0.32028470,1.87313554,0.27965195
d1,bull,bb_bull,-5,3157,0.58568261,281,0.32028470,1.82863126,0.26539791
d1,bull,bb_bull,-6,3155,0.57812995,281,0.32028470,1.80505018,0.25784525
d1,bull,bb_upper,0,3172,0.34300126,281,0.07473310,4.58968354,0.26826816
d1,bull,bb_upper,-1,3160,0.44746835,281,0.07473310,5.98755274,0.37273526
d1,bull,bb_upper,-2,3160,0.32183544,281,0.07473310,4.30646474,0.24710235
d1,bull,bb_upper,-3,3157,0.29996832,281,0.07473310,4.01386186,0.22523523
d1,bull,bb_upper,-4,3157,0.28634780,281,0.07473310,3.83160626,0.21161470
d1,bull,bb_upper,-5,3157,0.27367754,281,0.07473310,3.66206616,0.19894445
d1,bull,bb_upper,-6,3155,0.26941363,281,0.07473310,3.60501094,0.19468053
d1,bull,body_bull,0,3172,0.13209332,281,0.21352313,0.61863703,-0.08142982
d1,bull,body_bull,-1,3160,0.32500000,281,0.21352313,1.52208333,0.11147687
d1,bull,body_bull,-2,3160,0.24367089,281,0.21352313,1.14119198,0.03014775
d1,bull,body_bull,-3,3157,0.24485271,281,0.21352313,1.14672685,0.03132958
d1,bull,body_bull,-4,3157,0.22553057,281,0.21352313,1.05623482,0.01200744
d1,bull,body_bull,-5,3157,0.23186570,281,0.21352313,1.08590434,0.01834256
d1,bull,body_bull,-6,3155,0.21679873,281,0.21352313,1.01534073,0.00327560
d1,bull,rsi_up1,0,3172,0.10372005,281,0.22064057,0.47008604,-0.11692052
d1,bull,rsi_up1,-1,3160,0.42436709,281,0.22064057,1.92334116,0.20372652
d1,bull,rsi_up1,-2,3160,0.22879747,281,0.22064057,1.03696917,0.00815690
d1,bull,rsi_up1,-3,3157,0.26069053,281,0.22064057,1.18151675,0.04004996
d1,bull,rsi_up1,-4,3157,0.22077922,281,0.22064057,1.00062840,0.00013865
d1,bull,rsi_up1,-5,3157,0.23725055,281,0.22064057,1.07528074,0.01660998
d1,bull,rsi_up1,-6,3155,0.23264659,281,0.22064057,1.05441440,0.01200602
d1,bull,rsi_up3,0,3172,0.28436318,281,0.29181495,0.97446406,-0.00745177
d1,bull,rsi_up3,-1,3160,0.41012658,281,0.29181495,1.40543378,0.11831164
d1,bull,rsi_up3,-2,3160,0.29525316,281,0.29181495,1.01178219,0.00343822
d1,bull,rsi_up3,-3,3157,0.29648400,281,0.29181495,1.01600006,0.00466906
d1,bull,rsi_up3,-4,3157,0.28349699,281,0.29181495,0.97149579,-0.00831796
d1,bull,rsi_up3,-5,3157,0.30186886,281,0.29181495,1.03445305,0.01005392
d1,bull,rsi_up3,-6,3155,0.29635499,281,0.29181495,1.01555796,0.00454005
d1,bull,rsi_cross50_up,0,3172,0.01765448,281,0.06405694,0.27560600,-0.04640246
d1,bull,rsi_cross50_up,-1,3160,0.08196203,281,0.06405694,1.27951828,0.01790509
d1,bull,rsi_cross50_up,-2,3160,0.06360759,281,0.06405694,0.99298523,-0.00044934
d1,bull,rsi_cross50_up,-3,3157,0.06240101,281,0.06405694,0.97414916,-0.00165593
d1,bull,rsi_cross50_up,-4,3157,0.05574913,281,0.06405694,0.87030585,-0.00830781
d1,bull,rsi_cross50_up,-5,3157,0.05923345,281,0.06405694,0.92469996,-0.00482349
d1,bull,rsi_cross50_up,-6,3155,0.06751189,281,0.06405694,1.05393555,0.00345495
d1,bull,rsi_cross55_up,0,3172,0.02049180,281,0.04270463,0.47984973,-0.02221282
d1,bull,rsi_cross55_up,-1,3160,0.10854430,281,0.04270463,2.54174578,0.06583968
d1,bull,rsi_cross55_up,-2,3160,0.07310127,281,0.04270463,1.71178797,0.03039664
d1,bull,rsi_cross55_up,-3,3157,0.07602154,281,0.04270463,1.78017105,0.03331691
d1,bull,rsi_cross55_up,-4,3157,0.05923345,281,0.04270463,1.38704994,0.01652882
d1,bull,rsi_cross55_up,-5,3157,0.05923345,281,0.04270463,1.38704994,0.01652882
d1,bull,rsi_cross55_up,-6,3155,0.06973059,281,0.04270463,1.63285790,0.02702596
d1,bull,macd_cross_up,0,3172,0.02774275,281,0.06405694,0.43309514,-0.03631419
d1,bull,macd_cross_up,-1,3160,0.07120253,281,0.06405694,1.11155063,0.00714559
d1,bull,macd_cross_up,-2,3160,0.03924051,281,0.06405694,0.61258790,-0.02481643
d1,bull,macd_cross_up,-3,3157,0.05099778,281,0.06405694,0.79613205,-0.01305916
d1,bull,macd_cross_up,-4,3157,0.04434590,281,0.06405694,0.69228874,-0.01971104
d1,bull,macd_cross_up,-5,3157,0.05068103,281,0.06405694,0.79118713,-0.01337591
d1,bull,macd_cross_up,-6,3155,0.04342314,281,0.06405694,0.67788343,-0.02063380
d1,bull,macd_accel_up,0,3172,0.44136192,281,0.58718861,0.75165272,-0.14582670
d1,bull,macd_accel_up,-1,3160,0.66392405,281,0.58718861,1.13068278,0.07673544
d1,bull,macd_accel_up,-2,3160,0.56392405,281,0.58718861,0.96037975,-0.02326456
d1,bull,macd_accel_up,-3,3157,0.55685778,281,0.58718861,0.94834567,-0.03033084
d1,bull,macd_accel_up,-4,3157,0.53690212,281,0.58718861,0.91436058,-0.05028649
d1,bull,macd_accel_up,-5,3157,0.54735508,281,0.58718861,0.93216229,-0.03983353
d1,bull,macd_accel_up,-6,3155,0.54263074,281,0.58718861,0.92411660,-0.04455787
d1,bull,adx_up3,0,3172,0.20680958,281,0.09608541,2.15235159,0.11072417
d1,bull,adx_up3,-1,3160,0.18544304,281,0.09608541,1.92998125,0.08935763
d1,bull,adx_up3,-2,3160,0.16455696,281,0.09608541,1.71261135,0.06847155
d1,bull,adx_up3,-3,3157,0.16154577,281,0.09608541,1.68127266,0.06546036
d1,bull,adx_up3,-4,3157,0.16059550,281,0.09608541,1.67138282,0.06451009
d1,bull,adx_up3,-5,3157,0.15996199,281,0.09608541,1.66478959,0.06387658
d1,bull,adx_up3,-6,3155,0.14643423,281,0.09608541,1.52400070,0.05034882
d1,bull,adx_cross25_up,0,3172,0.02112232,281,0.01067616,1.97845734,0.01044616
d1,bull,adx_cross25_up,-1,3160,0.02373418,281,0.01067616,2.22310127,0.01305802
d1,bull,adx_cross25_up,-2,3160,0.01867089,281,0.01067616,1.74883966,0.00799473
d1,bull,adx_cross25_up,-3,3157,0.01963890,281,0.01067616,1.83951008,0.00896274
d1,bull,adx_cross25_up,-4,3157,0.02058917,281,0.01067616,1.92851864,0.00991301
d1,bull,adx_cross25_up,-5,3157,0.01425404,281,0.01067616,1.33512829,0.00357788
d1,bull,adx_cross25_up,-6,3155,0.01584786,281,0.01067616,1.48441627,0.00517170
d1,bull,di_cross_up,0,3172,0.01229508,281,0.07829181,0.15704173,-0.06599673
d1,bull,di_cross_up,-1,3160,0.09050633,281,0.07829181,1.15601266,0.01221451
d1,bull,di_cross_up,-2,3160,0.04810127,281,0.07829181,0.61438435,-0.03019055
d1,bull,di_cross_up,-3,3157,0.06145074,281,0.07829181,0.78489360,-0.01684107
d1,bull,di_cross_up,-4,3157,0.04719671,281,0.07829181,0.60283065,-0.03109511
d1,bull,di_cross_up,-5,3157,0.05004751,281,0.07829181,0.63924324,-0.02824430
d1,bull,di_cross_up,-6,3155,0.05229794,281,0.07829181,0.66798732,-0.02599388
d1,bull,di_spread_up3,0,3172,0.34363178,281,0.28825623,1.19210530,0.05537555
d1,bull,di_spread_up3,-1,3160,0.44335443,281,0.28825623,1.53805673,0.15509820
d1,bull,di_spread_up3,-2,3160,0.29905063,281,0.28825623,1.03744726,0.01079441
d1,bull,di_spread_up3,-3,3157,0.31770668,281,0.28825623,1.10216763,0.02945046
d1,bull,di_spread_up3,-4,3157,0.30281913,281,0.28825623,1.05052069,0.01456290
d1,bull,di_spread_up3,-5,3157,0.30598670,281,0.28825623,1.06150940,0.01773047
d1,bull,di_spread_up3,-6,3155,0.31568938,281,0.28825623,1.09516934,0.02743315
d1,bull,ema20_slope_up3,0,3172,0.65321564,281,0.33807829,1.93214309,0.31513735
d1,bull,ema20_slope_up3,-1,3160,0.67531646,281,0.33807829,1.99751499,0.33723816
d1,bull,ema20_slope_up3,-2,3160,0.63955696,281,0.33807829,1.89174217,0.30147867
d1,bull,ema20_slope_up3,-3,3157,0.61957555,281,0.33807829,1.83263925,0.28149725
d1,bull,ema20_slope_up3,-4,3157,0.60057016,281,0.33807829,1.77642332,0.26249187
d1,bull,ema20_slope_up3,-5,3157,0.59201774,281,0.33807829,1.75112615,0.25393945
d1,bull,ema20_slope_up3,-6,3155,0.58732171,281,0.33807829,1.73723580,0.24924342
d1,bull,price20_cross_up,0,3172,0.01576293,281,0.07117438,0.22146910,-0.05541145
d1,bull,price20_cross_up,-1,3160,0.08575949,281,0.07117438,1.20492089,0.01458512
d1,bull,price20_cross_up,-2,3160,0.06962025,281,0.07117438,0.97816456,-0.00155412
d1,bull,price20_cross_up,-3,3157,0.07570478,281,0.07117438,1.06365220,0.00453041
d1,bull,price20_cross_up,-4,3157,0.06873614,281,0.07117438,0.96574279,-0.00243824
d1,bull,price20_cross_up,-5,3157,0.06905290,281,0.07117438,0.97019322,-0.00212148
d1,bull,price20_cross_up,-6,3155,0.08114105,281,0.07117438,1.14003170,0.00996667
d1,bull,price200_cross_up,0,3172,0.01134931,281,0.02491103,0.45559359,-0.01356173
d1,bull,price200_cross_up,-1,3160,0.04620253,281,0.02491103,1.85470163,0.02129150
d1,bull,price200_cross_up,-2,3160,0.02689873,281,0.02491103,1.07979204,0.00198770
d1,bull,price200_cross_up,-3,3157,0.02470700,281,0.02491103,0.99180958,-0.00020403
d1,bull,price200_cross_up,-4,3157,0.02027241,281,0.02491103,0.81379248,-0.00463862
d1,bull,price200_cross_up,-5,3157,0.02692430,281,0.02491103,1.08081814,0.00201326
d1,bull,price200_cross_up,-6,3155,0.02947702,281,0.02491103,1.18329183,0.00456599
d1,bull,breakout20_up,0,3172,0.10403531,281,0.01423488,7.30848045,0.08980043
d1,bull,breakout20_up,-1,3160,0.22183544,281,0.01423488,15.58393987,0.20760057
d1,bull,breakout20_up,-2,3160,0.08607595,281,0.01423488,6.04683544,0.07184107
d1,bull,breakout20_up,-3,3157,0.09090909,281,0.01423488,6.38636364,0.07667422
d1,bull,breakout20_up,-4,3157,0.08235667,281,0.01423488,5.78555591,0.06812179
d1,bull,breakout20_up,-5,3157,0.08457396,281,0.01423488,5.94132087,0.07033909
d1,bull,breakout20_up,-6,3155,0.08526149,281,0.01423488,5.98961965,0.07102661
d1,bull,atr_expand,0,3172,0.08511980,281,0.02491103,3.41695190,0.06020877
d1,bull,atr_expand,-1,3160,0.06044304,281,0.02491103,2.42635624,0.03553201
d1,bull,atr_expand,-2,3160,0.04968354,281,0.02491103,1.99443942,0.02477251
d1,bull,atr_expand,-3,3157,0.04687995,281,0.02491103,1.88189511,0.02196892
d1,bull,atr_expand,-4,3157,0.05068103,281,0.02491103,2.03448120,0.02576999
d1,bull,atr_expand,-5,3157,0.05479886,281,0.02491103,2.19978280,0.02988783
d1,bull,atr_expand,-6,3155,0.05610143,281,0.02491103,2.25207154,0.03119039
d1,bull,bb_expand,0,3172,0.29854981,281,0.16370107,1.82374993,0.13484874
d1,bull,bb_expand,-1,3160,0.26044304,281,0.16370107,1.59096725,0.09674197
d1,bull,bb_expand,-2,3160,0.22689873,281,0.16370107,1.38605531,0.06319767
d1,bull,bb_expand,-3,3157,0.22267976,281,0.16370107,1.36028288,0.05897869
d1,bull,bb_expand,-4,3157,0.22363003,281,0.16370107,1.36608778,0.05992896
d1,bull,bb_expand,-5,3157,0.22299652,281,0.16370107,1.36221785,0.05929545
d1,bull,bb_expand,-6,3155,0.23137876,281,0.16370107,1.41342245,0.06767770
d1,bull,body_expand,0,3172,0.33795712,281,0.32740214,1.03223861,0.01055499
d1,bull,body_expand,-1,3160,0.33544304,281,0.32740214,1.02455971,0.00804090
d1,bull,body_expand,-2,3160,0.29905063,281,0.32740214,0.91340465,-0.02835150
d1,bull,body_expand,-3,3157,0.29363320,281,0.32740214,0.89685791,-0.03376894
d1,bull,body_expand,-4,3157,0.30060184,281,0.32740214,0.91814257,-0.02680030
d1,bull,body_expand,-5,3157,0.30440291,281,0.32740214,0.92975238,-0.02299922
d1,bull,body_expand,-6,3155,0.30079239,281,0.32740214,0.91872459,-0.02660974
d1,bull,sma20_bull,0,3172,0.60561160,281,0.32028470,1.89085400,0.28532690
d1,bull,sma20_bull,-1,3160,0.68670886,281,0.32028470,2.14405767,0.36642416
d1,bull,sma20_bull,-2,3160,0.65126582,281,0.32028470,2.03339662,0.33098113
d1,bull,sma20_bull,-3,3157,0.62337662,281,0.32028470,1.94632035,0.30309193
d1,bull,sma20_bull,-4,3157,0.59993665,281,0.32028470,1.87313554,0.27965195
d1,bull,sma20_bull,-5,3157,0.58568261,281,0.32028470,1.82863126,0.26539791
d1,bull,sma20_bull,-6,3155,0.57812995,281,0.32028470,1.80505018,0.25784525
d1,bull,sma50_bull,0,3172,0.59110971,281,0.39501779,1.49641287,0.19609192
d1,bull,sma50_bull,-1,3160,0.64651899,281,0.39501779,1.63668320,0.25150119
d1,bull,sma50_bull,-2,3160,0.60474684,281,0.39501779,1.53093568,0.20972904
d1,bull,sma50_bull,-3,3157,0.59550206,281,0.39501779,1.50753224,0.20048427
d1,bull,sma50_bull,-4,3157,0.58188153,281,0.39501779,1.47305145,0.18686374
d1,bull,sma50_bull,-5,3157,0.56889452,281,0.39501779,1.44017442,0.17387673
d1,bull,sma50_bull,-6,3155,0.56640254,281,0.39501779,1.43386588,0.17138474
d1,bull,sma200_bull,0,3172,0.56336696,281,0.43060498,1.30831501,0.13276198
d1,bull,sma200_bull,-1,3160,0.59145570,281,0.43060498,1.37354587,0.16085071
d1,bull,sma200_bull,-2,3160,0.56677215,281,0.43060498,1.31622293,0.13616717
d1,bull,sma200_bull,-3,3157,0.56572696,281,0.43060498,1.31379566,0.13512197
d1,bull,sma200_bull,-4,3157,0.55812480,281,0.43060498,1.29614107,0.12751982
d1,bull,sma200_bull,-5,3157,0.55590751,281,0.43060498,1.29099181,0.12530252
d1,bull,sma200_bull,-6,3155,0.54801902,281,0.43060498,1.27267226,0.11741404
d1,bull,sma_stack_bull,0,3172,0.35466583,281,0.31672598,1.11978761,0.03793985
d1,bull,sma_stack_bull,-1,3160,0.35221519,281,0.31672598,1.11205021,0.03548921
d1,bull,sma_stack_bull,-2,3160,0.35348101,281,0.31672598,1.11604679,0.03675503
d1,bull,sma_stack_bull,-3,3157,0.35096611,281,0.31672598,1.10810647,0.03424013
d1,bull,sma_stack_bull,-4,3157,0.34811530,281,0.31672598,1.09910561,0.03138932
d1,bull,sma_stack_bull,-5,3157,0.34938232,281,0.31672598,1.10310599,0.03265635
d1,bull,sma_stack_bull,-6,3155,0.34706815,281,0.31672598,1.09579943,0.03034217
d1,bull,ichimoku_bull,0,3172,0.52900378,281,0.38790036,1.36376205,0.14110343
d1,bull,ichimoku_bull,-1,3160,0.57246835,281,0.38790036,1.47581291,0.18456800
d1,bull,ichimoku_bull,-2,3160,0.53449367,281,0.38790036,1.37791488,0.14659332
d1,bull,ichimoku_bull,-3,3157,0.53120051,281,0.38790036,1.36942516,0.14330015
d1,bull,ichimoku_bull,-4,3157,0.52169781,281,0.38790036,1.34492739,0.13379746
d1,bull,ichimoku_bull,-5,3157,0.51567944,281,0.38790036,1.32941214,0.12777909
d1,bull,ichimoku_bull,-6,3155,0.50808241,281,0.38790036,1.30982713,0.12018205
d1,bull,ichimoku_tk_bull,0,3172,0.58448928,281,0.34875445,1.67593355,0.23573483
d1,bull,ichimoku_tk_bull,-1,3160,0.58702532,281,0.34875445,1.68320524,0.23827087
d1,bull,ichimoku_tk_bull,-2,3160,0.56424051,281,0.34875445,1.61787329,0.21548606
d1,bull,ichimoku_tk_bull,-3,3157,0.55337346,281,0.34875445,1.58671368,0.20461901
d1,bull,ichimoku_tk_bull,-4,3157,0.54101996,281,0.34875445,1.55129191,0.19226551
d1,bull,ichimoku_tk_bull,-5,3157,0.53531834,281,0.34875445,1.53494340,0.18656389
d1,bull,ichimoku_tk_bull,-6,3155,0.53280507,281,0.34875445,1.52773699,0.18405062
d1,bull,ichimoku_cloud_bull,0,3172,0.53877680,281,0.52669039,1.02294784,0.01208641
d1,bull,ichimoku_cloud_bull,-1,3160,0.54462025,281,0.52669039,1.03404251,0.01792986
d1,bull,ichimoku_cloud_bull,-2,3160,0.54715190,281,0.52669039,1.03884921,0.02046151
d1,bull,ichimoku_cloud_bull,-3,3157,0.54988914,281,0.52669039,1.04404626,0.02319874
d1,bull,ichimoku_cloud_bull,-4,3157,0.55083940,281,0.52669039,1.04585049,0.02414901
d1,bull,ichimoku_cloud_bull,-5,3157,0.54862211,281,0.52669039,1.04164063,0.02193172
d1,bull,ichimoku_cloud_bull,-6,3155,0.55309033,281,0.52669039,1.05012421,0.02639994
d1,bull,span_model_bull,0,3172,0.44798235,281,0.25978648,1.72442519,0.18819587
d1,bull,span_model_bull,-1,3160,0.46708861,281,0.25978648,1.79797122,0.20730213
d1,bull,span_model_bull,-2,3160,0.43227848,281,0.25978648,1.66397607,0.17249200
d1,bull,span_model_bull,-3,3157,0.42540386,281,0.25978648,1.63751351,0.16561739
d1,bull,span_model_bull,-4,3157,0.41178334,281,0.25978648,1.58508381,0.15199686
d1,bull,span_model_bull,-5,3157,0.40386443,281,0.25978648,1.55460143,0.14407795
d1,bull,span_model_bull,-6,3155,0.40000000,281,0.25978648,1.53972603,0.14021352
d1,bull,superbb_bull,0,3172,0.00630517,281,0.00000000,,0.00630517
d1,bull,superbb_bull,-1,3160,0.00727848,281,0.00000000,,0.00727848
d1,bull,superbb_bull,-2,3160,0.00253165,281,0.00000000,,0.00253165
d1,bull,superbb_bull,-3,3157,0.00380108,281,0.00000000,,0.00380108
d1,bull,superbb_bull,-4,3157,0.00126703,281,0.00000000,,0.00126703
d1,bull,superbb_bull,-5,3157,0.00253405,281,0.00000000,,0.00253405
d1,bull,superbb_bull,-6,3155,0.00348653,281,0.00000000,,0.00348653
d1,bull,superbb_squeeze,0,3172,0.18474149,281,0.23131673,0.79865166,-0.04657524
d1,bull,superbb_squeeze,-1,3160,0.20221519,281,0.23131673,0.87419182,-0.02910154
d1,bull,superbb_squeeze,-2,3160,0.22120253,281,0.23131673,0.95627556,-0.01011419
d1,bull,superbb_squeeze,-3,3157,0.21856193,281,0.23131673,0.94486002,-0.01275480
d1,bull,superbb_squeeze,-4,3157,0.21444409,281,0.23131673,0.92705831,-0.01687263
d1,bull,superbb_squeeze,-5,3157,0.21697814,281,0.23131673,0.93801321,-0.01433858
d1,bull,superbb_squeeze,-6,3155,0.21331220,281,0.23131673,0.92216506,-0.01800452
d1,bull,superbb_expand,0,3172,0.29854981,281,0.16370107,1.82374993,0.13484874
d1,bull,superbb_expand,-1,3160,0.26044304,281,0.16370107,1.59096725,0.09674197
d1,bull,superbb_expand,-2,3160,0.22689873,281,0.16370107,1.38605531,0.06319767
d1,bull,superbb_expand,-3,3157,0.22267976,281,0.16370107,1.36028288,0.05897869
d1,bull,superbb_expand,-4,3157,0.22363003,281,0.16370107,1.36608778,0.05992896
d1,bull,superbb_expand,-5,3157,0.22299652,281,0.16370107,1.36221785,0.05929545
d1,bull,superbb_expand,-6,3155,0.23137876,281,0.16370107,1.41342245,0.06767770
d1,bull,stoch_bull,0,3172,0.38398487,281,0.58362989,0.65792529,-0.19964503
d1,bull,stoch_bull,-1,3160,0.63101266,281,0.58362989,1.08118632,0.04738276
d1,bull,stoch_bull,-2,3160,0.58006329,281,0.58362989,0.99388893,-0.00356660
d1,bull,stoch_bull,-3,3157,0.55147292,281,0.58362989,0.94490177,-0.03215698
d1,bull,stoch_bull,-4,3157,0.53848590,281,0.58362989,0.92264963,-0.04514399
d1,bull,stoch_bull,-5,3157,0.54228698,281,0.58362989,0.92916245,-0.04134291
d1,bull,stoch_bull,-6,3155,0.53248811,281,0.58362989,0.91237293,-0.05114178
d1,bull,stoch_cross_up,0,3172,0.08385876,281,0.21708185,0.38630021,-0.13322309
d1,bull,stoch_cross_up,-1,3160,0.23101266,281,0.21708185,1.06417306,0.01393081
d1,bull,stoch_cross_up,-2,3160,0.20664557,281,0.21708185,0.95192467,-0.01043628
d1,bull,stoch_cross_up,-3,3157,0.20557491,281,0.21708185,0.94699263,-0.01150694
d1,bull,stoch_cross_up,-4,3157,0.18942034,281,0.21708185,0.87257565,-0.02766151
d1,bull,stoch_cross_up,-5,3157,0.20557491,281,0.21708185,0.94699263,-0.01150694
d1,bull,stoch_cross_up,-6,3155,0.17812995,281,0.21708185,0.82056585,-0.03895190
d1,bull,stoch_recover_up,0,3172,0.01387137,281,0.09608541,0.14436505,-0.08221403
d1,bull,stoch_recover_up,-1,3160,0.05379747,281,0.09608541,0.55989217,-0.04228794
d1,bull,stoch_recover_up,-2,3160,0.04683544,281,0.09608541,0.48743554,-0.04924997
d1,bull,stoch_recover_up,-3,3157,0.05479886,281,0.09608541,0.57031406,-0.04128655
d1,bull,stoch_recover_up,-4,3157,0.04687995,281,0.09608541,0.48789873,-0.04920546
d1,bull,stoch_recover_up,-5,3157,0.05384859,281,0.09608541,0.56042422,-0.04223682
d1,bull,stoch_recover_up,-6,3155,0.04722662,281,0.09608541,0.49150672,-0.04885878
d1,bull,rci_bull,0,3172,0.65037831,281,0.27758007,2.34302955,0.37279824
d1,bull,rci_bull,-1,3160,0.65474684,281,0.27758007,2.35876745,0.37716676
d1,bull,rci_bull,-2,3160,0.62500000,281,0.27758007,2.25160256,0.34741993
d1,bull,rci_bull,-3,3157,0.60278746,281,0.27758007,2.17158045,0.32520739
d1,bull,rci_bull,-4,3157,0.59043396,281,0.27758007,2.12707618,0.31285389
d1,bull,rci_bull,-5,3157,0.57681343,281,0.27758007,2.07800736,0.29923336
d1,bull,rci_bull,-6,3155,0.56069731,281,0.27758007,2.01994799,0.28311723
