timeframe,direction,horizon_bars,conditions,discovery_samples,validation_samples,oos_samples,discovery_lift,validation_lift,oos_lift,oos_wilson95_lower,oos_pairs_n_ge5,oos_pairs_above_oos_base,oos_pair_hit_mean,oos_min_pair_hit
h4,bear,6,body_bear+atr_expand,1132,190,192,1.28447431,1.03995905,1.39030796,0.26565031,12,8,0.31004371,0.00000000
h4,bear,6,macd_bear+atr_expand,2630,500,431,1.28342776,1.23584951,1.76956664,0.37200227,12,8,0.38003340,0.05882353
h4,bear,6,ema20_slope_down3+atr_expand,2514,494,412,1.27792470,1.14904566,1.74832993,0.36610445,12,8,0.37304597,0.00000000
h4,bear,6,price20_cross_down+atr_expand,531,80,69,1.27786245,1.30231235,1.35096867,0.22094760,7,5,0.36802721,0.00000000
h4,bear,6,di_bear+atr_expand,2674,506,458,1.27784539,1.07209576,1.75776094,0.37061531,12,9,0.37263286,0.02564103
h4,bear,6,price20_bear+atr_expand,2595,493,429,1.27539024,1.12951480,1.72843258,0.36243735,12,8,0.36434468,0.00000000
h4,bear,6,ema20_falling+atr_expand,2595,493,429,1.27539024,1.12951480,1.72843258,0.36243735,12,8,0.36434468,0.00000000
h4,bear,6,bb_bear+atr_expand,2608,491,429,1.26903285,1.13411568,1.74818610,0.36697857,12,8,0.36552232,0.00000000
h4,bear,6,rsi_cross50_down+atr_expand,493,74,68,1.26400312,1.40790524,1.37083586,0.22437604,8,5,0.31969246,0.00000000
h4,bear,6,rsi_down1+atr_expand,1679,325,264,1.26189519,1.21595212,1.38027688,0.27207495,12,6,0.30549370,0.00000000
h4,bear,6,price200_bear+atr_expand,2286,486,365,1.25848301,1.00533265,1.64841731,0.34042885,12,9,0.39564990,0.01694915
h4,bear,6,ema200_falling+atr_expand,2286,486,365,1.25848301,1.00533265,1.64841731,0.34042885,12,9,0.39564990,0.01694915
h4,bear,6,atr_expand,4895,940,740,1.25535981,1.14656993,1.40855910,0.29943297,12,8,0.32944878,0.03125000
h4,bear,6,trend_bear+atr_expand,1578,326,207,1.24832546,1.15712119,1.14627645,0.21460382,11,7,0.33730326,0.00000000
h4,bear,6,adx_rising+di_cross_down,368,111,77,1.24179147,1.03570041,1.37569124,0.23059379,8,5,0.32534722,0.00000000
h4,bear,6,adx25+volatility,13559,2791,2339,1.23296885,1.27948057,1.22458282,0.27099960,12,6,0.29229363,0.03139013
h4,bear,6,momentum_bear+atr_expand,1730,334,272,1.23269936,1.15091820,1.58892338,0.31958300,12,7,0.34411115,0.00000000
h4,bear,6,volatility+macd_cross_down,1028,208,128,1.22919932,1.39903581,1.02617968,0.17618738,12,6,0.29120972,0.00000000
h4,bear,6,rsi_cross50_down+macd_cross_down,606,159,101,1.22825459,1.15233884,1.30050494,0.22543627,12,7,0.29620472,0.00000000
h4,bear,6,volatility+breakout20_down,1855,346,272,1.22055230,1.19406753,1.60450106,0.32309958,12,8,0.35727491,0.00000000
h4,bear,6,price200_cross_down+bb_expand,435,112,94,1.21765634,0.80191647,1.53257858,0.27176919,10,7,0.36121032,0.00000000
h4,bear,6,rsi_cross45_down+macd_cross_down,567,142,88,1.21504560,1.21439520,1.25187903,0.21030860,10,6,0.29722222,0.00000000
h4,bear,6,macd_cross_down+price20_cross_down,750,200,130,1.20937946,1.14962745,1.27113870,0.22789252,12,5,0.28831493,0.00000000
h4,bear,6,rsi40+macd_cross_down,771,152,99,1.20338052,1.29994881,0.98438351,0.16009114,10,4,0.24809524,0.00000000
h4,bear,6,volatility+adx_up3,5205,1109,1092,1.19988151,1.26987704,1.53654129,0.33465030,12,6,0.33555062,0.00000000
h4,bear,6,adx_up3+price200_cross_down,223,49,58,1.19538671,0.87981693,1.46107897,0.23561089,8,5,0.40932540,0.00000000
h4,bear,6,rsi_cross45_down+bb_expand,494,117,106,1.19136416,1.07470515,1.19918746,0.20602463,10,4,0.24148587,0.00000000
h4,bear,6,volatility+rsi_down3,7068,1496,1021,1.18288671,1.23194954,1.23254389,0.26385786,12,6,0.31279825,0.00925926
h4,bear,6,volatility+bb_expand,7176,1540,1214,1.18148691,1.13842978,1.31930376,0.28594901,12,6,0.33840701,0.00877193
h4,bear,6,trend_bear+volatility+body_bear,1526,283,179,1.17969943,1.52335793,1.15988448,0.21369304,11,7,0.30268974,0.06896552
h4,bear,6,bb_lower+macd_cross_down,939,200,106,1.17242235,1.20351624,1.11924163,0.18953868,10,6,0.28690476,0.00000000
h4,bear,6,volatility+body_bear,4193,840,613,1.17077632,1.24029748,1.19579661,0.24803083,12,9,0.30799244,0.03225806
h4,bear,6,rsi_cross50_down+bb_expand,308,56,50,1.16897489,1.02645308,1.10165354,0.15871527,5,3,0.28452381,0.00000000
h4,bear,12,breakout20_down+atr_expand+bb_expand,602,107,125,1.23418192,0.96134585,1.33299649,0.40204624,11,6,0.45551393,0.00000000
h4,bear,12,rsi_cross50_down+macd_cross_down,606,159,101,1.20297528,1.04743223,1.16293720,0.33377697,12,8,0.41009361,0.00000000
h4,bear,12,atr_expand+bb_expand,2638,511,470,1.18043372,1.07838978,1.16236178,0.38161406,12,6,0.40545574,0.01612903
h4,bear,12,adx_up3+atr_expand,1626,337,330,1.16740636,1.17006535,1.33266539,0.43439889,12,6,0.45853016,0.09523810
h4,bear,12,adx25+atr_expand,2444,473,347,1.16644752,1.09771314,1.16504157,0.37556013,12,6,0.41245698,0.07142857
h4,bear,12,rsi_down3+atr_expand,2211,399,394,1.15769442,1.02507990,1.35190935,0.44584353,12,8,0.46816161,0.07692308
h4,bear,12,rsi_cross45_down+atr_expand,491,84,76,1.15742624,0.99131979,1.29389219,0.36542100,9,7,0.43451363,0.00000000
h4,bear,12,rsi_down1+adx_cross25_up,326,68,66,1.15739714,0.90042022,1.11745234,0.29867418,8,4,0.44464286,0.14285714
h4,bear,12,atr_expand+body_expand,1867,349,276,1.15643281,1.03158745,1.21732127,0.38815882,12,6,0.44696979,0.07142857
h4,bear,12,breakout20_down+atr_expand,778,150,144,1.15556052,1.02864006,1.30886779,0.39917896,12,6,0.45448949,0.00000000
h4,bear,12,macd_falling+atr_expand,2587,479,433,1.15508839,1.02260668,1.32477029,0.43825401,12,8,0.45952525,0.12500000
h4,bear,12,macd_accel_down+atr_expand,2587,479,433,1.15508839,1.02260668,1.32477029,0.43825401,12,8,0.45952525,0.12500000
h4,bear,12,volatility+atr_expand,2864,605,491,1.15234315,1.16182486,1.27398165,0.42270085,12,7,0.46074784,0.04347826
h4,bear,12,body_bear+atr_expand,1132,190,192,1.15219660,0.88942562,1.19505320,0.36923733,12,8,0.43845210,0.14285714
h4,bear,12,di_spread_down3+atr_expand,2256,408,408,1.15112043,1.00246785,1.37247006,0.45413915,12,9,0.47893044,0.05128205
h4,bear,12,macd_cross_down+price20_cross_down,750,200,130,1.14901434,1.02864006,1.23970354,0.37081442,12,8,0.44312956,0.00000000
h4,bear,12,macd_cross_down+di_cross_down,516,124,70,1.14648666,1.10606458,1.28773080,0.35904876,9,6,0.48915344,0.20000000
h4,bear,12,rsi_cross50_down+atr_expand,493,74,68,1.14328218,1.22457150,1.24526552,0.34304883,8,6,0.44012897,0.16666667
h4,bear,12,rsi_down1+atr_expand,1679,325,264,1.14304020,1.06255127,1.16918625,0.36979744,12,7,0.43158825,0.14285714
h4,bear,12,adx_rising+atr_expand,3127,620,565,1.14182425,1.12581573,1.22315433,0.40727462,12,8,0.44309500,0.05263158
h4,bear,12,price20_cross_down+atr_expand,531,80,69,1.14041735,1.07150006,1.22721819,0.33768856,7,4,0.45391156,0.16666667
h4,bear,12,rsi40+atr_expand,1581,317,298,1.14023424,1.01210641,1.40244019,0.45686563,12,8,0.46285204,0.06666667
h4,bear,12,volatility+adx_up3,5205,1109,1092,1.13388985,1.13071345,1.21568991,0.41582263,12,6,0.42201600,0.02531646
h4,bear,12,atr_expand,4895,940,740,1.13242448,1.07345417,1.15906318,0.38919521,12,7,0.42537073,0.07291667
h4,bear,12,di_strong_bear+atr_expand,2257,431,421,1.13100359,0.99443161,1.40146042,0.46541711,12,7,0.47301276,0.06060606
h4,bear,12,adx25+volatility,13559,2791,2339,1.12735250,1.13462626,1.06389150,0.36991749,12,6,0.39359772,0.05381166
h4,bear,12,rsi_cross50_down+bb_expand,308,56,50,1.12673177,0.91842863,1.14725107,0.29375003,5,3,0.37023810,0.00000000
h4,bear,12,volatility+macd_cross_down,1028,208,128,1.12375995,1.15392314,0.89628990,0.25282984,12,5,0.37623858,0.00000000
h4,bear,12,di_bear+atr_expand,2674,506,458,1.11924900,0.97772112,1.40752367,0.46957713,12,8,0.48158499,0.10256410
h4,bear,12,bb_lower+atr_expand,1846,347,334,1.11785897,1.04459125,1.41484485,0.46447734,12,8,0.47654125,0.10000000
h4,bear,12,price20_bear+atr_expand,2595,493,429,1.11742139,0.99853498,1.40079496,0.46561853,12,8,0.48442846,0.08108108
h4,bear,12,ema20_falling+atr_expand,2595,493,429,1.11742139,0.99853498,1.40079496,0.46561853,12,8,0.48442846,0.08108108
h4,bear,12,rsi_cross45_down+bb_expand,494,117,106,1.11739413,1.00477662,1.15962036,0.33469640,10,6,0.40082060,0.09090909
h4,bear,12,ema20_slope_down3+atr_expand,2514,494,412,1.11729286,1.03121811,1.39892497,0.46398111,12,8,0.48645695,0.05555556
h4,bear,12,bb_bear+atr_expand,2608,491,429,1.11720974,1.00260233,1.40716221,0.46793493,12,8,0.48365805,0.08571429
h4,bear,12,macd_bear+atr_expand,2630,500,431,1.11672009,1.08252121,1.42598327,0.47489722,12,9,0.49251690,0.14705882
h4,bear,12,adx_rising+rsi_cross50_down,918,241,243,1.11633614,1.09754126,1.12409472,0.35149367,12,8,0.40427726,0.03846154
h4,bear,12,price200_bear+atr_expand,2286,486,365,1.11461808,0.95244450,1.25726145,0.40982056,12,7,0.48384589,0.06779661
h4,bear,12,ema200_falling+atr_expand,2286,486,365,1.11461808,0.95244450,1.25726145,0.40982056,12,7,0.48384589,0.06779661
h4,bear,12,trend_bear+atr_expand,1578,326,207,1.10402673,1.04426649,0.93690851,0.28171548,11,7,0.41415120,0.06818182
h4,bear,12,di_strong_bear+rsi_cross50_down,1451,368,372,1.10274301,1.09146590,1.09408865,0.35200468,12,10,0.40910828,0.07500000
h4,bear,12,rsi_cross45_down+macd_cross_down,567,142,88,1.10087174,1.08659161,1.24161372,0.35459404,10,8,0.46405123,0.09090909
h4,bear,24,rsi_cross50_down+macd_cross_down,606,159,101,1.10299303,1.01984159,1.08003705,0.43789671,12,6,0.51650387,0.16666667
d1,bull,1,adx_up3+atr_expand,229,38,60,1.68679191,2.41590693,1.09783147,0.13123044,6,3,0.21818783,0.00000000
d1,bull,1,volatility+atr_expand,436,112,96,1.52781627,1.99574920,1.42506970,0.20107411,10,7,0.28615385,0.12500000
d1,bull,1,adx25+atr_expand,323,47,69,1.47656906,1.44373347,1.46867087,0.19616058,8,6,0.31125992,0.12500000
d1,bull,1,atr_expand+bb_expand,313,96,84,1.39781455,2.07890542,1.26672862,0.16972313,9,5,0.26269841,0.00000000
d1,bull,1,volatility+adx_up3,853,142,189,1.38163419,1.46167547,1.47449893,0.23092437,12,8,0.29008661,0.00000000
d1,bull,1,adx_rising+atr_expand,401,97,114,1.35645575,1.76942713,1.33339855,0.19099960,9,6,0.27959494,0.06666667
d1,bull,1,trend_bull+atr_expand,305,59,84,1.33109270,1.75896540,1.38736945,0.18992826,8,5,0.27624199,0.00000000
d1,bull,1,volatility+rsi_cross50_up,261,56,55,1.32896358,1.99574920,1.65826293,0.21813066,4,1,0.26934524,0.14285714
d1,bull,1,price200_bull+atr_expand,346,70,89,1.32145630,1.71064217,1.19556410,0.15982439,9,5,0.26682947,0.00000000
d1,bull,1,ema200_rising+atr_expand,346,70,89,1.32145630,1.71064217,1.19556410,0.15982439,9,5,0.26682947,0.00000000
d1,bull,1,price200_bull+macd_bull+volatility,1234,193,236,1.30640870,1.50973774,1.24525865,0.19519516,11,6,0.24166460,0.06976744
d1,bull,1,trend_bull+price20_bull+macd_bull+volatility,816,118,141,1.29937060,1.48835534,1.22180917,0.17799796,9,5,0.24920635,0.00000000
d1,bull,1,price200_bull+volatility,2538,424,504,1.29833145,1.19556674,1.37731604,0.23481862,11,6,0.25007241,0.05882353
d1,bull,1,ema200_rising+volatility,2538,424,504,1.29833145,1.19556674,1.37731604,0.23481862,11,6,0.25007241,0.05882353
d1,bull,1,trend_bull+volatility,2009,327,379,1.28901018,1.18402246,1.35028592,0.22448424,11,5,0.23966702,0.00000000
d1,bull,1,price20_bull+price200_bull+macd_bull+volatility,1150,185,211,1.28872698,1.44556969,1.22470445,0.18889171,11,6,0.23686999,0.00000000
d1,bull,1,atr_expand,649,147,140,1.26932404,1.79210133,1.23053638,0.17931259,11,6,0.22789449,0.00000000
d1,bull,1,adx25+volatility,2310,361,432,1.26096599,1.11673501,1.43093419,0.24201870,12,8,0.26708412,0.00000000
d1,bull,1,price200_bull+volatility+bb_bull,1574,277,293,1.25459604,1.34010596,1.24511210,0.19993817,11,6,0.23546641,0.07692308
d1,bull,1,price20_bull+price200_bull+volatility,1649,300,310,1.24294984,1.25066950,1.25855618,0.20356483,11,6,0.23502952,0.00000000
d1,bull,1,price200_bull+macd_bull+di_bull+volatility,1097,186,206,1.23601212,1.48071715,1.25443029,0.19361491,11,6,0.24797564,0.00000000
d1,bull,1,trend_bull+breakout20_up,649,172,138,1.22681079,1.09070015,0.91791929,0.12582545,10,3,0.15011538,0.00000000
d1,bull,1,volatility+bb_expand,1189,245,229,1.22325057,1.54772387,1.54883849,0.24962217,12,9,0.27290507,0.00000000
d1,bull,1,volatility,4573,852,788,1.20841951,1.36797833,1.40819070,0.24777568,12,8,0.26750504,0.04000000
d1,bull,1,volatility+bb_bull,2250,448,359,1.20700097,1.36316798,1.21380124,0.19830892,12,7,0.23826082,0.06250000
d1,bull,1,adx_cross25_up,262,54,55,1.20353746,0.88699965,1.19763434,0.14366656,6,3,0.24305556,0.00000000
d1,bull,1,adx25+adx_cross25_up,262,54,55,1.20353746,0.88699965,1.19763434,0.14366656,6,3,0.24305556,0.00000000
d1,bull,1,adx_rising+adx_cross25_up,262,54,55,1.20353746,0.88699965,1.19763434,0.14366656,6,3,0.24305556,0.00000000
d1,bull,1,macd_bull+volatility,2244,403,353,1.20320225,1.46586046,1.17701697,0.19126638,12,6,0.24184083,0.05263158
d1,bull,1,volatility+body_expand,1344,263,205,1.20241810,1.48732640,1.58186599,0.25270764,12,7,0.29917041,0.00000000
d1,bull,1,volatility+body_bull,992,179,185,1.19995839,1.36023130,1.61593489,0.25602849,12,8,0.31725581,0.06250000
d1,bull,1,trend_bull+bb_expand,1491,359,296,1.18961323,1.08960124,1.12978499,0.17927503,12,5,0.18234266,0.00000000
d1,bull,1,volatility+ema20_slope_up3,2204,451,362,1.18927139,1.23904607,1.21773912,0.19918892,12,6,0.23273219,0.05882353
d1,bull,1,momentum_bull+volatility,1482,295,238,1.18885869,1.27186729,1.21350473,0.18968713,12,8,0.22380329,0.00000000
d1,bull,1,adx_rising+volatility,2194,401,387,1.18211625,1.33381742,1.49257946,0.25135470,12,9,0.28795797,0.07142857
d1,bull,1,macd_rising+volatility,2326,441,428,1.17773074,1.33049947,1.38511448,0.23329680,12,7,0.25965679,0.06666667
d1,bull,1,volatility+macd_accel_up,2326,441,428,1.17773074,1.33049947,1.38511448,0.23329680,12,7,0.25965679,0.06666667
d1,bull,1,price20_bull+volatility,2229,460,368,1.17770109,1.31025274,1.22542226,0.20091017,12,7,0.24083304,0.04545455
d1,bull,1,ema20_rising+volatility,2229,460,368,1.17770109,1.31025274,1.22542226,0.20091017,12,7,0.24083304,0.04545455
d1,bull,1,trend_bull+volatility+body_bull,462,70,92,1.17735661,1.08340671,1.70732989,0.24863605,7,5,0.35806623,0.00000000
d1,bull,1,volatility+di_spread_up3,1401,257,252,1.17037790,1.28908314,1.28683543,0.20419735,12,8,0.25484255,0.07692308
d1,bull,1,macd_bull+di_bull+volatility+bb_bull,1528,290,255,1.15306844,1.36261497,1.17234492,0.18383059,12,8,0.24075911,0.06250000
d1,bull,1,price200_bull+bb_expand,1892,468,383,1.14789293,0.98081692,0.96575655,0.15441217,12,4,0.16804040,0.00000000
d1,bull,1,ema200_rising+bb_expand,1892,468,383,1.14789293,0.98081692,0.96575655,0.15441217,12,4,0.16804040,0.00000000
d1,bull,1,breakout20_up+bb_expand,601,158,94,1.14771615,0.88419268,0.70074349,0.08263778,9,2,0.15476190,0.00000000
d1,bull,1,body_bull+bb_expand,751,179,138,1.14416188,1.22643806,1.02806961,0.14427511,12,6,0.19235185,0.00000000
d1,bull,1,trend_bull+body_expand,1965,541,420,1.14336059,1.03292011,1.12195964,0.18434414,12,4,0.18469754,0.00000000
d1,bull,1,volatility+price20_cross_up,314,66,58,1.14230653,1.81431746,1.39776952,0.17752352,9,6,0.33703704,0.00000000
d1,bull,1,adx_up3+bb_expand,1472,316,310,1.13802561,0.99787460,1.07876244,0.17099164,12,6,0.21084328,0.00000000
d1,bull,1,momentum_bull+breakout20_up,862,242,172,1.13400594,1.07209668,0.76592894,0.10529324,12,3,0.14434609,0.00000000
d1,bull,1,adx_up3+body_expand,657,136,133,1.13388067,1.05657311,0.80003913,0.10565314,12,7,0.18090278,0.00000000
d1,bull,1,volatility+bb_upper,1031,190,152,1.13162872,1.21845741,1.06671884,0.15325811,10,4,0.18368314,0.00000000
d1,bull,3,adx_up3+atr_expand,229,38,60,1.35770060,1.68542644,1.05834720,0.34627906,6,3,0.42929894,0.00000000
d1,bull,3,adx25+atr_expand,323,47,69,1.23582890,1.18685486,1.31471702,0.46207405,8,6,0.59057540,0.20000000
d1,bull,3,volatility+adx_up3,853,142,189,1.22987352,1.36763817,1.42792876,0.55884176,12,11,0.61380074,0.11111111
d1,bull,3,trend_bull+price20_bull+macd_bull+volatility,816,118,141,1.21435197,1.34815685,1.07764836,0.39450579,9,3,0.42949735,0.14285714
d1,bull,3,price200_bull+macd_bull+volatility,1234,193,236,1.20613672,1.32738248,1.14355312,0.44089319,11,7,0.49786798,0.21428571
d1,bull,3,trend_bull+atr_expand,305,59,84,1.20353588,1.33064832,1.24193804,0.44143037,8,5,0.52933421,0.20000000
d1,bull,3,volatility+atr_expand,436,112,96,1.20077548,1.47571900,1.06307196,0.37206074,10,7,0.49551282,0.25000000
d1,bull,3,price20_bull+price200_bull+macd_bull+volatility,1150,185,211,1.20004737,1.30660958,1.17156240,0.44946835,11,7,0.51071135,0.23076923
d1,bull,3,atr_expand+bb_expand,313,96,84,1.19840900,1.52798405,1.10694477,0.38408354,9,7,0.48201058,0.00000000
d1,bull,3,price200_bull+macd_bull+di_bull+volatility,1097,186,206,1.19219902,1.31069236,1.14495259,0.43711791,11,7,0.50074786,0.21428571
d1,bull,3,price200_bull+atr_expand,346,70,89,1.18846270,1.41669024,1.14668437,0.40368555,9,7,0.52631936,0.11111111
d1,bull,3,ema200_rising+atr_expand,346,70,89,1.18846270,1.41669024,1.14668437,0.40368555,9,7,0.52631936,0.11111111
d1,bull,3,trend_bull+volatility,2009,327,379,1.17118599,1.16884165,1.09504827,0.43296576,11,6,0.42888368,0.00000000
d1,bull,3,price200_bull+volatility,2538,424,504,1.16970916,1.19380098,1.16094208,0.46834049,11,6,0.47564099,0.17647059
d1,bull,3,ema200_rising+volatility,2538,424,504,1.16970916,1.19380098,1.16094208,0.46834049,11,6,0.47564099,0.17647059
d1,bull,3,price200_bull+volatility+bb_bull,1574,277,293,1.16861754,1.27540480,1.09911240,0.42798738,11,6,0.45842231,0.23076923
d1,bull,3,trend_bull+volatility+body_bull,462,70,92,1.16359169,1.15106082,1.25719815,0.45263706,7,5,0.54856343,0.00000000
d1,bull,3,price20_bull+price200_bull+volatility,1649,300,310,1.16290712,1.24649065,1.11199614,0.43513372,11,6,0.46593697,0.23076923
d1,bull,3,adx_rising+atr_expand,401,97,114,1.16051673,1.49093260,1.03447471,0.36763142,9,6,0.49772635,0.13333333
d1,bull,3,adx25+volatility,2310,361,432,1.14275124,1.06447986,1.25468740,0.50609484,12,9,0.52554456,0.00000000
d1,bull,3,volatility+ema20_slope_up3,2204,451,362,1.12763230,1.18188404,1.09008926,0.42966838,12,6,0.45731128,0.21428571
d1,bull,3,volatility+bb_bull,2250,448,359,1.12151714,1.21746818,1.07392971,0.42244215,12,6,0.45846109,0.18750000
d1,bull,3,macd_bull+volatility,2244,403,353,1.12094028,1.23550271,1.11788191,0.44112157,12,8,0.49368891,0.15789474
d1,bull,3,price20_bull+volatility,2229,460,368,1.11948455,1.20816473,1.09080428,0.43039065,12,6,0.46798378,0.20000000
d1,bull,3,ema20_rising+volatility,2229,460,368,1.11948455,1.20816473,1.09080428,0.43039065,12,6,0.46798378,0.20000000
d1,bull,3,trend_bull+bb_expand,1491,359,296,1.11528197,1.02437096,1.04200207,0.40356855,12,6,0.39590580,0.00000000
d1,bull,3,macd_bull+di_bull+volatility+bb_bull,1528,290,255,1.11453094,1.21823148,1.10281557,0.42558906,12,8,0.47715484,0.21428571
d1,bull,3,price200_bull+bb_expand,1892,468,383,1.11426728,0.98885786,0.97110560,0.37959722,12,4,0.38803311,0.00000000
d1,bull,3,ema200_rising+bb_expand,1892,468,383,1.11426728,0.98885786,0.97110560,0.37959722,12,4,0.38803311,0.00000000
d1,bull,3,momentum_bull+volatility,1482,295,238,1.11258040,1.18357666,1.07676981,0.41225296,12,8,0.40580943,0.00000000
