timeframe,horizon_bars,target_pips,conditions,discovery_n,oos_n,discovery_lift,oos_lift,oos_pairs_n_ge5,oos_pairs_above_base,oos_pair_hit_mean,oos_min_pair_hit
d1,3,100,sma_stack_bull+horizontal_break_up+elliott_impulse_bull+cross_group_bull,153,39,1.79875634,1.03661452,4,1,0.19196429,0.12500000
d1,3,100,sma_stack_bull+breakout20_up+mtf_adx25+cross_group_bull,134,27,1.78445255,1.49733208,2,2,0.35000000,0.20000000
d1,3,100,sma_stack_bull+breakout_up20+mtf_adx25+cross_group_bull,134,27,1.78445255,1.49733208,2,2,0.35000000,0.20000000
d1,3,100,sma_stack_bull+retest_up+mtf_adx25+cross_group_bull,134,27,1.78445255,1.49733208,2,2,0.35000000,0.20000000
d1,3,100,sma_stack_bull+breakout20_up+mtf_adx25+cross_group_return_up,142,35,1.77923624,1.48510896,4,3,0.32500000,0.00000000
d1,3,100,sma_stack_bull+breakout_up20+mtf_adx25+cross_group_return_up,142,35,1.77923624,1.48510896,4,3,0.32500000,0.00000000
d1,3,100,sma_stack_bull+retest_up+mtf_adx25+cross_group_return_up,142,34,1.77923624,1.35892323,3,2,0.23333333,0.00000000
d1,3,100,sma_stack_bull+horizontal_break_up+mtf_adx25+cross_group_return_up,127,32,1.77623416,1.26337394,4,3,0.30000000,0.00000000
d1,3,100,sma_stack_bull+adx25+atr_expand,155,45,1.77554658,1.54011299,4,4,0.34305556,0.22222222
d1,3,100,trend_bull+adx_up3+volatility+mtf_adx25,277,58,1.77533642,1.59322034,6,5,0.30929487,0.00000000
d1,3,100,ichimoku_cloud_bull+adx25+atr_expand,209,44,1.77011507,1.57511556,6,5,0.26944444,0.00000000
d1,3,100,sma_stack_bull+adx_up3+bb_expand+mtf_volatility,248,83,1.76463134,1.94833572,7,5,0.31345718,0.00000000
d1,3,100,ichimoku_cloud_bull+adx25+atr_expand+mtf_volatility,197,44,1.76343084,1.57511556,6,5,0.26944444,0.00000000
d1,3,100,sma_stack_bull+atr_expand+mtf_volatility,238,83,1.76294972,1.18291811,6,4,0.21834416,0.00000000
d1,3,100,sma_stack_bull+elliott_impulse_bull+mtf_adx25+cross_group_bull,146,25,1.76139165,1.38610169,2,2,0.31428571,0.20000000
d1,3,100,sma_stack_bull+horizontal_break_up+elliott_impulse_bull+cross_group_return_up,164,49,1.76063795,0.94292632,6,3,0.21282051,0.07692308
d1,3,100,sma_stack_bull+horizontal_break_up+elliott_wave5_bull+cross_group_bull,144,30,1.75452463,1.15508475,3,2,0.24761905,0.14285714
d1,3,100,sma_stack_bull+adx_up3+volatility+mtf_rsi60,139,26,1.75272142,1.11065841,2,1,0.32142857,0.14285714
d1,3,100,adx_up3+volatility+mtf_volatility,546,120,1.75177027,1.68449859,11,8,0.31733418,0.08333333
d1,3,100,sma_stack_bull+breakout20_up+elliott_impulse_bull+cross_group_bull,178,45,1.74889212,1.15508475,5,2,0.18650794,0.00000000
d1,3,100,sma_stack_bull+breakout_up20+elliott_impulse_bull+cross_group_bull,178,45,1.74889212,1.15508475,5,2,0.18650794,0.00000000
d1,3,100,sma_stack_bull+retest_up+elliott_impulse_bull+cross_group_bull,178,45,1.74889212,1.15508475,5,2,0.18650794,0.00000000
d1,3,100,sma_stack_bull+adx_up3+mtf_volatility,339,98,1.74343408,1.70905396,8,7,0.35430195,0.00000000
d1,3,100,trend_bull+adx25+atr_expand+mtf_adx25,140,39,1.74020198,1.62896567,4,3,0.32142857,0.00000000
d1,3,100,sma_stack_bull+horizontal_break_up+mtf_rsi60+cross_group_bull,161,44,1.73739972,0.91881741,5,1,0.14444444,0.00000000
d1,3,100,sma_stack_bull+horizontal_break_up+elliott_wave5_bull+cross_group_return_up,154,37,1.72848345,0.93655520,3,1,0.20530303,0.09090909
d1,3,100,sma_stack_bull+horizontal_break_up+mtf_rsi60+cross_group_return_up,175,58,1.72731159,0.89618644,7,3,0.17693259,0.00000000
d1,3,100,sma_stack_bull+close_near_high+elliott_impulse_bull+cross_group_bull,162,38,1.72667503,1.21587868,4,3,0.27361111,0.11111111
d1,3,100,ichimoku_cloud_bull+adx_up3+volatility+mtf_volatility,340,71,1.72503682,1.78956792,6,4,0.26531339,0.08333333
d1,3,100,sma_stack_bull+bb_expand+breakout20_up+cross_group_bull,123,26,1.72395800,0.88852673,1,0,0.00000000,0.00000000
d1,3,100,sma_stack_bull+bb_expand+breakout_up20+cross_group_bull,123,26,1.72395800,0.88852673,1,0,0.00000000,0.00000000
d1,3,100,sma_stack_bull+bb_expand+retest_up+cross_group_bull,123,26,1.72395800,0.88852673,1,0,0.00000000,0.00000000
d1,3,100,sma_stack_bull+breakout20_up+elliott_wave5_bull+cross_group_bull,168,35,1.71871800,1.15508475,5,3,0.18500000,0.00000000
d1,3,100,sma_stack_bull+breakout_up20+elliott_wave5_bull+cross_group_bull,168,35,1.71871800,1.15508475,5,3,0.18500000,0.00000000
d1,3,100,sma_stack_bull+retest_up+elliott_wave5_bull+cross_group_bull,168,35,1.71871800,1.15508475,5,3,0.18500000,0.00000000
d1,3,100,sma_stack_bull+elliott_wave5_bull+mtf_adx25+cross_group_bull,126,18,1.71871800,1.28342750,1,1,0.40000000,0.40000000
d1,3,100,adx25+atr_expand+mtf_adx25,260,60,1.71789170,1.73262712,7,5,0.27392290,0.00000000
d1,3,100,sma_stack_bull+horizontal_break_up+cross_group_bull,163,44,1.71608193,0.91881741,5,1,0.14444444,0.00000000
d1,3,100,sma_stack_bull+rsi60+horizontal_break_up+cross_group_bull,163,44,1.71608193,0.91881741,5,1,0.14444444,0.00000000
d1,3,100,sma_stack_bull+horizontal_break_up+retest_up+cross_group_bull,163,44,1.71608193,0.91881741,5,1,0.14444444,0.00000000
d1,3,100,sma_stack_bull+horizontal_break_up+cross_group_return_up,177,59,1.70779395,0.88099684,7,3,0.17633735,0.00000000
d1,3,100,sma_stack_bull+rsi60+horizontal_break_up+cross_group_return_up,177,59,1.70779395,0.88099684,7,3,0.17633735,0.00000000
d1,3,100,sma_stack_bull+horizontal_break_up+retest_up+cross_group_return_up,177,58,1.70779395,0.79661017,7,3,0.16273191,0.00000000
d1,3,100,sma_stack_bull+atr_expand,251,84,1.70759084,1.16883575,6,4,0.21437590,0.00000000
d1,3,100,trend_bull+volatility+strong_close_bull+elliott_impulse_bull,127,17,1.70518479,1.01919242,1,0,0.12500000,0.12500000
d1,3,100,trend_bull+volatility+elliott_wave5_bull+mtf_adx25,135,18,1.70439535,0.64171375,1,0,0.00000000,0.00000000
d1,3,100,sma_stack_bull+breakout20_up+elliott_impulse_bull+cross_group_return_up,188,55,1.70386206,1.05007704,7,4,0.20662909,0.00000000
d1,3,100,sma_stack_bull+breakout_up20+elliott_impulse_bull+cross_group_return_up,188,55,1.70386206,1.05007704,7,4,0.20662909,0.00000000
d1,3,100,sma_stack_bull+retest_up+elliott_impulse_bull+cross_group_return_up,188,55,1.70386206,1.05007704,7,4,0.20662909,0.00000000
d1,3,100,sma_stack_bull+volatility+strong_close_bull+mtf_adx25,159,33,1.70250368,1.57511556,1,0,0.00000000,0.00000000
d1,3,100,sma_stack_bull+adx_up3+volatility+cross_target_relative_up,125,29,1.69637467,1.79237288,3,2,0.31904762,0.10000000
d1,3,100,sma_stack_bull+horizontal_break_up+close_near_high+cross_group_return_up,128,39,1.69186303,0.88852673,5,2,0.16500000,0.00000000
d1,3,100,sma_stack_bull+bb_expand+elliott_impulse_bull+cross_group_return_up,123,30,1.68727804,1.15508475,2,1,0.30000000,0.00000000
d1,3,100,sma_stack_bull+adx25+volatility+mtf_volatility,428,89,1.68659243,1.94677204,7,5,0.30648737,0.00000000
d1,3,100,trend_bull+volatility+close_near_high+elliott_impulse_bull,150,23,1.68434364,1.00442152,3,0,0.15277778,0.12500000
d1,3,100,sma_stack_bull+breakout20_up+elliott_wave5_bull+cross_group_return_up,177,42,1.68230449,0.96257062,5,2,0.16040404,0.00000000
d1,3,100,sma_stack_bull+breakout_up20+elliott_wave5_bull+cross_group_return_up,177,42,1.68230449,0.96257062,5,2,0.16040404,0.00000000
d1,3,100,sma_stack_bull+retest_up+elliott_wave5_bull+cross_group_return_up,177,42,1.68230449,0.96257062,5,2,0.16040404,0.00000000
d1,3,100,sma_stack_bull+rsi60+volatility+mtf_volatility,274,46,1.67951367,1.88329035,4,3,0.28882576,0.00000000
d1,3,100,trend_bull+adx_up3+volatility+mtf_rsi60,178,30,1.67285334,1.34759887,3,2,0.34761905,0.14285714
d1,3,100,ichimoku_cloud_bull+adx_up3+volatility+mtf_adx25,443,93,1.67022145,2.11144523,7,6,0.34445362,0.07692308
d1,3,100,sma_stack_bull+breakout20_up+close_near_high+cross_group_return_up,146,46,1.66868683,1.12997421,6,4,0.22500000,0.00000000
d1,3,100,sma_stack_bull+breakout_up20+close_near_high+cross_group_return_up,146,46,1.66868683,1.12997421,6,4,0.22500000,0.00000000
d1,3,100,sma_stack_bull+breakout20_up+close_near_high+cross_group_bull,138,37,1.66734328,1.40483280,4,2,0.17559524,0.00000000
d1,3,100,sma_stack_bull+breakout_up20+close_near_high+cross_group_bull,138,37,1.66734328,1.40483280,4,2,0.17559524,0.00000000
d1,3,100,ichimoku_cloud_bull+atr_expand+mtf_adx25,295,81,1.66701081,1.42603055,8,5,0.23397817,0.00000000
d1,3,100,sma_stack_bull+elliott_impulse_bull+mtf_adx25+cross_group_return_up,157,35,1.66671857,1.32009685,4,3,0.30714286,0.00000000
d1,3,100,trend_bull+volatility+breakout20_up+mtf_adx25,149,21,1.66536853,1.10008071,2,1,0.16666667,0.00000000
d1,3,100,trend_bull+volatility+breakout_up20+mtf_adx25,149,21,1.66536853,1.10008071,2,1,0.16666667,0.00000000
d1,3,100,trend_bull+atr_expand+mtf_adx25,233,74,1.66523858,1.32678653,6,4,0.26681097,0.09090909
d1,3,100,sma_stack_bull+breakout20_up+strong_close_bull+cross_group_return_up,125,34,1.66028159,1.01919242,3,0,0.08928571,0.00000000
d1,3,100,sma_stack_bull+breakout_up20+strong_close_bull+cross_group_return_up,125,34,1.66028159,1.01919242,3,0,0.08928571,0.00000000
d1,3,100,sma_stack_bull+elliott_wave5_bull+mtf_adx25+cross_group_return_up,136,26,1.65868925,1.11065841,2,1,0.20000000,0.00000000
d1,3,100,sma_stack_bull+adx25+bb_expand+mtf_volatility,253,70,1.65842701,2.06265133,7,6,0.35929372,0.00000000
d1,3,100,trend_bull+bb_expand+horizontal_break_up+cross_group_bull,150,28,1.65426608,0.82506053,1,0,0.00000000,0.00000000
d1,3,100,sma_stack_bull+breakout20_up+mtf_rsi60+cross_group_bull,191,51,1.65347871,1.13243603,5,3,0.19430014,0.00000000
d1,3,100,sma_stack_bull+breakout_up20+mtf_rsi60+cross_group_bull,191,51,1.65347871,1.13243603,5,3,0.19430014,0.00000000
d1,3,100,sma_stack_bull+retest_up+mtf_rsi60+cross_group_bull,191,51,1.65347871,1.13243603,5,3,0.19430014,0.00000000
d1,3,100,trend_bull+adx25+atr_expand+mtf_volatility,164,46,1.65059808,1.50663228,4,3,0.33541667,0.12500000
d1,3,100,sma_stack_bull+bb_expand+breakout20_up+cross_group_return_up,134,34,1.64977689,1.01919242,2,1,0.30000000,0.00000000
d1,3,100,sma_stack_bull+bb_expand+breakout_up20+cross_group_return_up,134,34,1.64977689,1.01919242,2,1,0.30000000,0.00000000
d1,3,100,sma_stack_bull+bb_expand+retest_up+cross_group_return_up,134,33,1.64977689,0.87506420,1,0,0.00000000,0.00000000
d1,3,100,sma_stack_bull+volatility+elliott_wave5_bull+mtf_rsi60,134,22,1.64977689,1.05007704,2,1,0.20512821,0.07692308
d1,3,100,trend_bull+volatility+elliott_impulse_bull+mtf_adx25,167,19,1.64796240,0.60793934,1,0,0.00000000,0.00000000
d1,3,100,trend_bull+volatility+retest_up+mtf_adx25,148,19,1.64613701,0.60793934,2,1,0.10000000,0.00000000
d1,3,100,sma_stack_bull+adx_up3+bb_expand+close_near_high,170,39,1.64541973,1.48087788,3,2,0.30370370,0.11111111
d1,3,100,ichimoku_cloud_bull+volatility+close_near_high+elliott_wave5_bull,129,21,1.64377390,1.37510089,1,0,0.16666667,0.16666667
d1,3,100,sma_stack_bull+elliott_impulse_bull+cross_group_bull,228,54,1.64239335,1.06952291,6,3,0.21064815,0.00000000
d1,3,100,sma_stack_bull+volatility+mtf_adx25+cross_group_bull,228,40,1.64239335,1.58824153,4,2,0.22893773,0.00000000
d1,3,100,trend_bull+adx_up3+volatility,341,70,1.64059446,1.48510896,7,5,0.25141723,0.00000000
d1,3,100,sma_stack_bull+elliott_impulse_bull+mtf_rsi60+cross_group_bull,223,54,1.63875523,1.06952291,6,3,0.21064815,0.00000000
d1,3,100,sma_stack_bull+volatility+elliott_wave5_bull,135,22,1.63755632,1.05007704,2,1,0.20512821,0.07692308
d1,3,100,sma_stack_bull+breakout20_up+mtf_rsi60+cross_group_return_up,204,66,1.63657339,1.05007704,7,4,0.20661521,0.00000000
d1,3,100,sma_stack_bull+breakout_up20+mtf_rsi60+cross_group_return_up,204,66,1.63657339,1.05007704,7,4,0.20661521,0.00000000
d1,3,100,sma_stack_bull+retest_up+mtf_rsi60+cross_group_return_up,204,65,1.63657339,0.97737940,7,4,0.19300977,0.00000000
d1,3,100,sma_stack_bull+strong_close_bull+elliott_impulse_bull+cross_group_bull,138,25,1.63465027,1.15508475,1,0,0.00000000,0.00000000
d1,3,100,trend_bull+volatility+elliott_wave5_bull+mtf_rsi60,185,28,1.63394340,1.03132567,2,1,0.20512821,0.07692308
d1,3,100,sma_stack_bull+close_near_high+elliott_wave5_bull+cross_group_bull,141,24,1.63186789,1.44385593,1,0,0.14285714,0.14285714
d1,3,100,sma_stack_bull+breakout20_up+cross_group_bull,194,51,1.62790945,1.13243603,5,3,0.19430014,0.00000000
d1,3,100,sma_stack_bull+breakout_up20+cross_group_bull,194,51,1.62790945,1.13243603,5,3,0.19430014,0.00000000
d1,3,100,sma_stack_bull+retest_up+cross_group_bull,194,51,1.62790945,1.13243603,5,3,0.19430014,0.00000000
d1,3,100,sma_stack_bull+breakout20_up+retest_up+cross_group_bull,194,51,1.62790945,1.13243603,5,3,0.19430014,0.00000000
d1,3,100,sma_stack_bull+breakout_up20+retest_up+cross_group_bull,194,51,1.62790945,1.13243603,5,3,0.19430014,0.00000000
d1,3,100,volatility+breakout20_up+mtf_adx25+cross_group_bull,122,16,1.62714696,1.08289195,1,1,0.20000000,0.20000000
d1,3,100,volatility+breakout_up20+mtf_adx25+cross_group_bull,122,16,1.62714696,1.08289195,1,1,0.20000000,0.20000000
d1,3,100,volatility+retest_up+mtf_adx25+cross_group_bull,122,16,1.62714696,1.08289195,1,1,0.20000000,0.20000000
d1,3,150,sma_stack_bull+adx25+atr_expand+mtf_adx25,121,38,2.86791943,0.36230728,4,1,0.02777778,0.00000000
d1,3,150,ichimoku_cloud_bull+adx25+atr_expand+mtf_adx25,162,37,2.79661484,0.74419874,5,2,0.06222222,0.00000000
d1,3,150,ichimoku_cloud_bull+adx_up3+atr_expand+mtf_adx25,136,38,2.69336060,0.72461457,4,1,0.07142857,0.00000000
d1,3,150,sma_stack_bull+horizontal_break_up+elliott_impulse_bull+cross_group_bull,153,39,2.64610866,0.70603471,4,2,0.08333333,0.00000000
d1,3,150,ichimoku_cloud_bull+adx_up3+atr_expand,152,38,2.60010020,0.72461457,4,1,0.07142857,0.00000000
d1,3,150,sma_stack_bull+bb_expand+breakout20_up+cross_group_bull,123,26,2.58617937,0.52952603,1,0,0.00000000,0.00000000
d1,3,150,sma_stack_bull+bb_expand+breakout_up20+cross_group_bull,123,26,2.58617937,0.52952603,1,0,0.00000000,0.00000000
d1,3,150,sma_stack_bull+bb_expand+retest_up+cross_group_bull,123,26,2.58617937,0.52952603,1,0,0.00000000,0.00000000
d1,3,150,sma_stack_bull+bb_expand+elliott_impulse_bull+cross_group_return_up,123,30,2.58617937,1.37676768,2,1,0.10000000,0.00000000
d1,3,150,ichimoku_cloud_bull+adx_up3+atr_expand+mtf_volatility,146,37,2.57490711,0.74419874,4,1,0.07142857,0.00000000
d1,3,150,sma_stack_bull+atr_expand+mtf_adx25,188,74,2.56366911,0.74419874,6,2,0.05714286,0.00000000
d1,3,150,sma_stack_bull+horizontal_break_up+elliott_wave5_bull+cross_group_bull,144,30,2.54372946,0.45892256,3,1,0.06666667,0.00000000
d1,3,150,sma_stack_bull+horizontal_break_up+elliott_impulse_bull+cross_group_return_up,164,49,2.52740257,0.84291899,6,3,0.08888889,0.00000000
d1,3,150,sma_stack_bull+adx25+atr_expand+mtf_volatility,145,45,2.52618650,0.61189675,4,2,0.05277778,0.00000000
d1,3,150,sma_stack_bull+horizontal_break_up+mtf_rsi60+cross_group_bull,161,44,2.51462500,0.62580349,5,2,0.06666667,0.00000000
d1,3,150,sma_stack_bull+elliott_impulse_bull+mtf_adx25+cross_group_bull,146,25,2.50888385,1.65212121,2,2,0.24285714,0.20000000
d1,3,150,sma_stack_bull+close_near_high+elliott_impulse_bull+cross_group_bull,162,38,2.49910263,0.72461457,4,2,0.07291667,0.00000000
d1,3,150,sma_stack_bull+adx25+atr_expand,155,45,2.48758602,0.61189675,4,2,0.05277778,0.00000000
d1,3,150,sma_stack_bull+horizontal_break_up+cross_group_bull,163,44,2.48377071,0.62580349,5,2,0.06666667,0.00000000
d1,3,150,sma_stack_bull+rsi60+horizontal_break_up+cross_group_bull,163,44,2.48377071,0.62580349,5,2,0.06666667,0.00000000
d1,3,150,sma_stack_bull+horizontal_break_up+retest_up+cross_group_bull,163,44,2.48377071,0.62580349,5,2,0.06666667,0.00000000
d1,3,150,adx_up3+atr_expand+mtf_adx25,211,60,2.46695439,0.91784512,6,2,0.06084656,0.00000000
d1,3,150,adx25+atr_expand+mtf_adx25,260,60,2.44692356,0.91784512,7,3,0.07301587,0.00000000
d1,3,150,ichimoku_cloud_bull+adx25+atr_expand+mtf_volatility,197,44,2.44654717,0.93870523,6,3,0.08333333,0.00000000
d1,3,150,sma_stack_bull+bb_expand+breakout20_up+cross_group_return_up,134,34,2.44581686,0.80986334,2,0,0.00000000,0.00000000
d1,3,150,sma_stack_bull+bb_expand+breakout_up20+cross_group_return_up,134,34,2.44581686,0.80986334,2,0,0.00000000,0.00000000
d1,3,150,sma_stack_bull+bb_expand+retest_up+cross_group_return_up,134,33,2.44581686,0.83440465,1,0,0.00000000,0.00000000
d1,3,150,sma_stack_bull+breakout20_up+mtf_adx25+cross_group_bull,134,27,2.44581686,1.52974186,2,2,0.26666667,0.20000000
d1,3,150,sma_stack_bull+breakout_up20+mtf_adx25+cross_group_bull,134,27,2.44581686,1.52974186,2,2,0.26666667,0.20000000
d1,3,150,sma_stack_bull+retest_up+mtf_adx25+cross_group_bull,134,27,2.44581686,1.52974186,2,2,0.26666667,0.20000000
d1,3,150,trend_bull+bb_expand+horizontal_break_up+cross_group_bull,150,28,2.44198028,0.49170274,1,0,0.00000000,0.00000000
d1,3,150,sma_stack_bull+horizontal_break_up+elliott_wave5_bull+cross_group_return_up,154,37,2.44114570,0.37209937,3,1,0.06666667,0.00000000
d1,3,150,sma_stack_bull+breakout20_up+elliott_impulse_bull+cross_group_bull,178,45,2.43692592,0.91784512,5,2,0.08214286,0.00000000
d1,3,150,sma_stack_bull+breakout_up20+elliott_impulse_bull+cross_group_bull,178,45,2.43692592,0.91784512,5,2,0.08214286,0.00000000
d1,3,150,sma_stack_bull+retest_up+elliott_impulse_bull+cross_group_bull,178,45,2.43692592,0.91784512,5,2,0.08214286,0.00000000
d1,3,150,adx_up3+atr_expand+mtf_volatility,218,59,2.43195767,0.93340181,6,2,0.06481481,0.00000000
d1,3,150,sma_stack_bull+horizontal_break_up+mtf_adx25+cross_group_return_up,127,32,2.42882415,1.29071970,4,2,0.10000000,0.00000000
d1,3,150,sma_stack_bull+horizontal_break_up+mtf_rsi60+cross_group_return_up,175,58,2.42361953,0.71212121,7,3,0.07278912,0.00000000
d1,3,150,trend_bull+adx25+atr_expand+mtf_adx25,140,39,2.40984896,0.70603471,4,1,0.02777778,0.00000000
d1,3,150,adx_up3+atr_expand,229,60,2.39932560,0.91784512,6,2,0.06084656,0.00000000
d1,3,150,ichimoku_cloud_bull+adx25+atr_expand,209,44,2.39831858,0.93870523,6,3,0.08333333,0.00000000
d1,3,150,sma_stack_bull+horizontal_break_up+cross_group_return_up,177,59,2.39623400,0.70005136,7,3,0.07278912,0.00000000
d1,3,150,sma_stack_bull+rsi60+horizontal_break_up+cross_group_return_up,177,59,2.39623400,0.70005136,7,3,0.07278912,0.00000000
d1,3,150,sma_stack_bull+horizontal_break_up+retest_up+cross_group_return_up,177,58,2.39623400,0.71212121,7,3,0.07278912,0.00000000
d1,3,150,sma_stack_bull+breakout20_up+mtf_adx25+cross_group_return_up,142,35,2.37590743,1.57344877,4,2,0.13333333,0.00000000
d1,3,150,sma_stack_bull+breakout_up20+mtf_adx25+cross_group_return_up,142,35,2.37590743,1.57344877,4,2,0.13333333,0.00000000
d1,3,150,sma_stack_bull+retest_up+mtf_adx25+cross_group_return_up,142,34,2.37590743,1.61972668,3,2,0.17777778,0.00000000
d1,3,150,sma_stack_bull+strong_close_bull+elliott_impulse_bull+cross_group_bull,138,25,2.37492361,0.55070707,1,0,0.00000000,0.00000000
d1,3,150,sma_stack_bull+elliott_wave5_bull+mtf_adx25+cross_group_bull,126,18,2.37159739,0.76487093,1,1,0.20000000,0.20000000
d1,3,150,sma_stack_bull+adx_up3+volatility+mtf_volatility,200,57,2.36165198,1.20769094,7,3,0.07658730,0.00000000
d1,3,150,sma_stack_bull+breakout20_up+elliott_impulse_bull+cross_group_return_up,188,55,2.35857558,1.00128558,7,3,0.08724490,0.00000000
d1,3,150,sma_stack_bull+breakout_up20+elliott_impulse_bull+cross_group_return_up,188,55,2.35857558,1.00128558,7,3,0.08724490,0.00000000
d1,3,150,sma_stack_bull+retest_up+elliott_impulse_bull+cross_group_return_up,188,55,2.35857558,1.00128558,7,3,0.08724490,0.00000000
d1,3,150,trend_bull+bb_expand+horizontal_break_up+cross_group_return_up,172,37,2.35380596,1.11629812,2,0,0.00000000,0.00000000
d1,3,150,sma_stack_bull+breakout20_up+elliott_wave5_bull+cross_group_bull,168,35,2.35247161,0.39336219,5,1,0.04000000,0.00000000
d1,3,150,sma_stack_bull+breakout_up20+elliott_wave5_bull+cross_group_bull,168,35,2.35247161,0.39336219,5,1,0.04000000,0.00000000
d1,3,150,sma_stack_bull+retest_up+elliott_wave5_bull+cross_group_bull,168,35,2.35247161,0.39336219,5,1,0.04000000,0.00000000
d1,3,150,sma_stack_bull+horizontal_break_up+close_near_high+cross_group_return_up,128,39,2.33454118,0.35301735,5,1,0.04000000,0.00000000
d1,3,150,sma_stack_bull+elliott_impulse_bull+mtf_rsi60+cross_group_bull,223,54,2.33420348,1.01982791,6,3,0.08333333,0.00000000
d1,3,150,sma_stack_bull+elliott_impulse_bull+mtf_adx25+cross_group_return_up,157,35,2.33310218,1.96681097,4,3,0.17142857,0.00000000
d1,3,150,sma_stack_bull+rsi60+elliott_impulse_bull+cross_group_bull,211,53,2.32990137,1.03906994,6,3,0.08333333,0.00000000
d1,3,150,sma_stack_bull+elliott_impulse_bull+cross_group_bull,228,54,2.32529286,1.01982791,6,3,0.08333333,0.00000000
d1,3,150,trend_bull+bb_expand+elliott_impulse_bull+cross_group_bull,191,26,2.32152989,0.52952603,1,0,0.00000000,0.00000000
d1,3,150,sma_stack_bull+atr_expand+mtf_volatility,238,83,2.30859480,0.82937812,6,2,0.06601732,0.00000000
d1,3,150,sma_stack_bull+breakout20_up+close_near_high+cross_group_bull,138,37,2.30507292,0.74419874,4,1,0.03571429,0.00000000
d1,3,150,sma_stack_bull+breakout_up20+close_near_high+cross_group_bull,138,37,2.30507292,0.74419874,4,1,0.03571429,0.00000000
d1,3,150,ichimoku_cloud_bull+breakout20_up+close_near_high+cross_group_return_up,193,43,2.29747259,0.32017853,3,0,0.00000000,0.00000000
d1,3,150,ichimoku_cloud_bull+breakout_up20+close_near_high+cross_group_return_up,193,43,2.29747259,0.32017853,3,0,0.00000000,0.00000000
d1,3,150,trend_bull+adx25+atr_expand+mtf_volatility,164,46,2.29229535,0.89789196,4,2,0.05625000,0.00000000
d1,3,150,volatility+breakout20_up+mtf_adx25+cross_group_bull,122,16,2.29133180,0.86047980,1,0,0.00000000,0.00000000
d1,3,150,volatility+breakout_up20+mtf_adx25+cross_group_bull,122,16,2.29133180,0.86047980,1,0,0.00000000,0.00000000
d1,3,150,volatility+retest_up+mtf_adx25+cross_group_bull,122,16,2.29133180,0.86047980,1,0,0.00000000,0.00000000
d1,3,150,sma_stack_bull+breakout20_up+elliott_wave5_bull+cross_group_return_up,177,42,2.28731427,0.32780183,5,1,0.04000000,0.00000000
d1,3,150,sma_stack_bull+breakout_up20+elliott_wave5_bull+cross_group_return_up,177,42,2.28731427,0.32780183,5,1,0.04000000,0.00000000
d1,3,150,sma_stack_bull+retest_up+elliott_wave5_bull+cross_group_return_up,177,42,2.28731427,0.32780183,5,1,0.04000000,0.00000000
d1,3,150,sma_stack_bull+close_near_high+elliott_impulse_bull+cross_group_return_up,173,49,2.28448110,0.56194599,5,2,0.05833333,0.00000000
d1,3,150,ichimoku_cloud_bull+bb_expand+horizontal_break_up+cross_group_bull,123,25,2.27270309,0.00000000,1,0,0.00000000,0.00000000
d1,3,150,sma_stack_bull+breakout20_up+mtf_rsi60+cross_group_bull,191,51,2.27106185,0.80986334,5,2,0.08214286,0.00000000
d1,3,150,sma_stack_bull+breakout_up20+mtf_rsi60+cross_group_bull,191,51,2.27106185,0.80986334,5,2,0.08214286,0.00000000
d1,3,150,sma_stack_bull+retest_up+mtf_rsi60+cross_group_bull,191,51,2.27106185,0.80986334,5,2,0.08214286,0.00000000
d1,3,150,ichimoku_cloud_bull+bb_expand+horizontal_break_up+cross_group_return_up,136,35,2.26809314,0.78672439,3,0,0.00000000,0.00000000
d1,3,150,sma_stack_bull+elliott_wave5_bull+mtf_adx25+cross_group_return_up,136,26,2.26809314,1.05905206,2,1,0.10000000,0.00000000
d1,3,150,sma_stack_bull+atr_expand,251,84,2.26583408,0.81950457,6,2,0.06443001,0.00000000
d1,3,150,trend_bull+horizontal_break_up+elliott_impulse_bull+cross_group_bull,209,46,2.25995405,0.89789196,5,2,0.06666667,0.00000000
d1,3,150,sma_stack_bull+rsi60+breakout20_up+cross_group_bull,192,51,2.25923340,0.80986334,5,2,0.08214286,0.00000000
d1,3,150,sma_stack_bull+rsi60+breakout_up20+cross_group_bull,192,51,2.25923340,0.80986334,5,2,0.08214286,0.00000000
d1,3,150,sma_stack_bull+rsi60+retest_up+cross_group_bull,192,51,2.25923340,0.80986334,5,2,0.08214286,0.00000000
d1,3,150,ichimoku_cloud_bull+bb_expand+elliott_impulse_bull+cross_group_bull,154,23,2.25336526,0.00000000,1,0,0.00000000,0.00000000
d1,3,150,adx25+atr_expand+cross_target_relative_up,120,20,2.24919236,1.37676768,2,1,0.10000000,0.00000000
d1,3,150,sma_stack_bull+breakout20_up+close_near_high+cross_group_return_up,146,46,2.24479081,0.59859464,6,2,0.05416667,0.00000000
d1,3,150,sma_stack_bull+breakout_up20+close_near_high+cross_group_return_up,146,46,2.24479081,0.59859464,6,2,0.05416667,0.00000000
d1,3,150,trend_bull+bb_expand+breakout20_up+cross_group_bull,202,29,2.24282973,0.47474747,1,0,0.00000000,0.00000000
d1,3,150,trend_bull+bb_expand+breakout_up20+cross_group_bull,202,29,2.24282973,0.47474747,1,0,0.00000000,0.00000000
d1,3,150,trend_bull+bb_expand+retest_up+cross_group_bull,202,29,2.24282973,0.47474747,1,0,0.00000000,0.00000000
