timeframe,horizon_bars,target_pips,conditions,discovery_n,oos_n,discovery_lift,oos_lift,oos_pairs_n_ge5,oos_pairs_above_base,oos_pair_hit_mean,oos_min_pair_hit
h4,3,200,adx25+squeeze_release_up,176,27,7.62620931,0.00000000,1,0,0.00000000,0.00000000
h4,3,200,price20_bull+adx25+squeeze_release_up,176,27,7.62620931,0.00000000,1,0,0.00000000,0.00000000
h4,3,200,ema20_rising+adx25+squeeze_release_up,176,27,7.62620931,0.00000000,1,0,0.00000000,0.00000000
h4,3,200,adx25+squeeze_release_up+breakout20_up,176,27,7.62620931,0.00000000,1,0,0.00000000,0.00000000
h4,3,200,adx25+atr_expand+engulf_bull,176,18,7.62620931,0.00000000,1,0,0.00000000,0.00000000
h4,3,200,adx25+squeeze_release_up+retest_up,176,27,7.62620931,0.00000000,1,0,0.00000000,0.00000000
h4,3,200,price20_bull+adx25+squeeze_release_up+breakout20_up,176,27,7.62620931,0.00000000,1,0,0.00000000,0.00000000
h4,3,200,ema20_rising+adx25+squeeze_release_up+breakout20_up,176,27,7.62620931,0.00000000,1,0,0.00000000,0.00000000
h4,3,200,price20_bull+adx25+squeeze_release_up+retest_up,176,27,7.62620931,0.00000000,1,0,0.00000000,0.00000000
h4,3,200,ema20_rising+adx25+squeeze_release_up+retest_up,176,27,7.62620931,0.00000000,1,0,0.00000000,0.00000000
h4,3,200,adx25+squeeze_release_up+breakout20_up+retest_up,176,27,7.62620931,0.00000000,1,0,0.00000000,0.00000000
h4,3,200,ichimoku_cloud_bull+adx25+atr_expand+impulse_bull,430,49,7.49142049,0.00000000,4,0,0.00000000,0.00000000
h4,3,200,ichimoku_cloud_bull+squeeze_release_up+horizontal_break_up+elliott_impulse_bull,180,29,7.45673799,0.00000000,4,0,0.00000000,0.00000000
h4,3,200,squeeze_release_up+horizontal_break_up+elliott_wave5_bull+cross_target_relative_up,145,36,7.40531221,0.00000000,3,0,0.00000000,0.00000000
h4,3,200,adx25+atr_expand+mtf_adx25+cross_target_relative_up,473,57,7.37791412,0.00000000,4,0,0.00000000,0.00000000
h4,3,200,squeeze_release_up+horizontal_break_up+elliott_wave5_bull+cross_group_return_up,185,25,7.25520453,0.00000000,2,0,0.00000000,0.00000000
h4,3,200,adx25+atr_expand+horizontal_break_up+elliott_impulse_bull,227,27,7.09539826,0.00000000,1,0,0.00000000,0.00000000
h4,3,200,ichimoku_cloud_bull+squeeze_release_up+mtf_adx25,152,19,7.06427809,0.00000000,2,0,0.00000000,0.00000000
h4,3,200,ichimoku_cloud_bull+squeeze_release_up+breakout20_up+mtf_adx25,152,19,7.06427809,0.00000000,2,0,0.00000000,0.00000000
h4,3,200,ichimoku_cloud_bull+squeeze_release_up+retest_up+mtf_adx25,152,19,7.06427809,0.00000000,2,0,0.00000000,0.00000000
h4,3,200,adx25+atr_expand+impulse_bull+mtf_adx_rising,500,51,6.97950676,0.00000000,4,0,0.00000000,0.00000000
h4,3,200,squeeze_release_up+elliott_impulse_bull+mtf_adx25,196,32,6.84802468,0.00000000,4,0,0.00000000,0.00000000
h4,3,200,price20_bull+squeeze_release_up+elliott_impulse_bull+mtf_adx25,196,32,6.84802468,0.00000000,4,0,0.00000000,0.00000000
h4,3,200,ema20_rising+squeeze_release_up+elliott_impulse_bull+mtf_adx25,196,32,6.84802468,0.00000000,4,0,0.00000000,0.00000000
h4,3,200,squeeze_release_up+breakout20_up+elliott_impulse_bull+mtf_adx25,196,32,6.84802468,0.00000000,4,0,0.00000000,0.00000000
h4,3,200,squeeze_release_up+retest_up+elliott_impulse_bull+mtf_adx25,196,32,6.84802468,0.00000000,4,0,0.00000000,0.00000000
h4,3,200,ichimoku_cloud_bull+squeeze_release_up+horizontal_break_up+cross_group_return_up,159,17,6.75327214,0.00000000,1,0,0.00000000,0.00000000
h4,3,200,squeeze_release_up+horizontal_break_up+elliott_impulse_bull+cross_target_relative_up,159,39,6.75327214,0.00000000,4,0,0.00000000,0.00000000
h4,3,200,ichimoku_cloud_bull+atr_expand+horizontal_break_up+elliott_wave5_bull,240,26,6.71106419,0.00000000,2,0,0.00000000,0.00000000
h4,3,200,adx_up3+engulf_bull+mtf_volatility,281,43,6.68718140,0.00000000,4,0,0.00000000,0.00000000
h4,3,200,ichimoku_cloud_bull+adx25+horizontal_break_up+mtf_volatility,362,44,6.67398649,0.00000000,4,0,0.00000000,0.00000000
h4,3,200,adx25+atr_expand+horizontal_break_up+cross_group_return_up,161,24,6.66938056,0.00000000,1,0,0.00000000,0.00000000
h4,3,200,squeeze_release_up+horizontal_break_up+elliott_wave5_bull,243,44,6.62821154,0.00000000,3,0,0.00000000,0.00000000
h4,3,200,price20_bull+squeeze_release_up+horizontal_break_up+elliott_wave5_bull,243,44,6.62821154,0.00000000,3,0,0.00000000,0.00000000
h4,3,200,ema20_rising+squeeze_release_up+horizontal_break_up+elliott_wave5_bull,243,44,6.62821154,0.00000000,3,0,0.00000000,0.00000000
h4,3,200,squeeze_release_up+horizontal_break_up+retest_up+elliott_wave5_bull,243,44,6.62821154,0.00000000,3,0,0.00000000,0.00000000
h4,3,300,adx25+atr_expand+impulse_bull+mtf_volatility,224,24,29.56063988,,1,1,0.00000000,0.00000000
h4,3,300,adx_up3+atr_expand+mtf_volatility,431,87,27.65394432,,10,10,0.00000000,0.00000000
h4,3,300,atr_expand+mtf_volatility+adx25,697,83,24.70031086,,8,8,0.00000000,0.00000000
h4,3,300,adx25+atr_expand+mtf_volatility,697,83,24.70031086,,8,8,0.00000000,0.00000000
h4,3,300,ichimoku_cloud_bull+atr_expand+impulse_bull+mtf_volatility,171,27,23.23362573,,1,1,0.00000000,0.00000000
h4,3,300,adx25+atr_expand+mtf_volatility+cross_target_relative_up,304,35,21.78152412,,4,4,0.00000000,0.00000000
h4,3,300,adx_up3+atr_expand+mtf_volatility+cross_target_relative_up,187,33,21.24572193,,3,3,0.00000000,0.00000000
h4,3,300,ichimoku_cloud_bull+adx25+atr_expand+mtf_volatility,318,53,20.82258910,,5,5,0.00000000,0.00000000
h4,3,300,adx_up3+atr_expand+mtf_adx25+cross_target_relative_up,271,44,19.54710947,,4,4,0.00000000,0.00000000
h4,3,300,atr_expand+impulse_bull+mtf_volatility,362,62,18.29166667,,6,6,0.00000000,0.00000000
h4,3,300,adx25+atr_expand+mtf_volatility+cross_group_return_up,290,28,18.26643678,,2,2,0.00000000,0.00000000
h4,3,300,adx_up3+atr_expand+mtf_volatility+cross_group_return_up,146,39,18.14132420,,3,3,0.00000000,0.00000000
h4,3,300,adx_up3+atr_expand+mtf_adx25,622,112,17.03301179,,10,10,0.00000000,0.00000000
h4,3,300,atr_expand+impulse_bull+mtf_volatility+cross_group_return_up,157,27,16.87027601,,2,2,0.00000000,0.00000000
h4,3,300,adx25+atr_expand+mtf_adx25+cross_target_relative_up,473,57,16.79894292,,4,4,0.00000000,0.00000000
h4,3,300,atr_expand+mtf_volatility,1172,172,14.68951934,,11,11,0.00000000,0.00000000
h4,3,300,adx_up3+atr_expand+impulse_bull+mtf_adx25,186,30,14.23996416,,1,1,0.00000000,0.00000000
h4,3,300,adx25+atr_expand+horizontal_break_up+elliott_wave5_bull,198,23,13.37693603,,1,1,0.00000000,0.00000000
h4,3,300,ichimoku_cloud_bull+atr_expand+mtf_volatility+cross_group_bull,205,30,12.92016260,,2,2,0.00000000,0.00000000
h4,3,300,atr_expand+mtf_volatility+cross_target_relative_up,514,70,12.88245785,,9,9,0.00000000,0.00000000
h4,3,300,adx_up3+atr_expand+mtf_adx_rising,867,167,12.21976163,,11,11,0.00000000,0.00000000
h4,3,300,adx25+atr_expand+mtf_adx25,1102,131,12.01739262,,10,10,0.00000000,0.00000000
h4,3,300,adx25+atr_expand+horizontal_break_up+elliott_impulse_bull,227,27,11.66798825,,1,1,0.00000000,0.00000000
h4,3,300,ichimoku_cloud_bull+atr_expand+mtf_volatility,569,93,11.63722906,,8,8,0.00000000,0.00000000
h4,3,300,ichimoku_cloud_bull+adx25+atr_expand+cross_target_relative_up,577,82,11.47588099,,10,10,0.00000000,0.00000000
h4,3,300,adx25+atr_expand+mtf_adx_rising+cross_group_return_up,693,79,11.46594517,,7,7,0.00000000,0.00000000
h4,3,300,adx25+atr_expand+mtf_volatility+cross_group_bull,232,28,11.41652299,,2,2,0.00000000,0.00000000
h4,3,300,ichimoku_cloud_bull+atr_expand+horizontal_break_up+elliott_wave5_bull,240,26,11.03597222,,2,2,0.00000000,0.00000000
h4,3,300,ichimoku_cloud_bull+atr_expand+mtf_volatility+cross_group_return_up,242,36,10.94476584,,3,3,0.00000000,0.00000000
h4,3,300,triangle_breakout_up+impulse_bull+elliott_wave5_bull,121,17,10.94476584,,1,1,0.00000000,0.00000000
h4,3,300,price20_bull+triangle_breakout_up+impulse_bull+elliott_wave5_bull,121,17,10.94476584,,1,1,0.00000000,0.00000000
h4,3,300,ema20_rising+triangle_breakout_up+impulse_bull+elliott_wave5_bull,121,17,10.94476584,,1,1,0.00000000,0.00000000
h4,3,300,atr_expand+elliott_impulse_bull+mtf_volatility+cross_group_return_up,121,22,10.94476584,,1,1,0.00000000,0.00000000
h4,3,300,triangle_breakout_up+impulse_bull+elliott_impulse_bull,123,17,10.76680217,,1,1,0.00000000,0.00000000
h4,3,300,price20_bull+triangle_breakout_up+impulse_bull+elliott_impulse_bull,123,17,10.76680217,,1,1,0.00000000,0.00000000
h4,3,300,ema20_rising+triangle_breakout_up+impulse_bull+elliott_impulse_bull,123,17,10.76680217,,1,1,0.00000000,0.00000000
h4,3,300,adx25+atr_expand+horizontal_break_up,247,30,10.72321188,,1,1,0.00000000,0.00000000
h4,3,300,price20_bull+adx25+atr_expand+horizontal_break_up,247,30,10.72321188,,1,1,0.00000000,0.00000000
h4,3,300,ema20_rising+adx25+atr_expand+horizontal_break_up,247,30,10.72321188,,1,1,0.00000000,0.00000000
h4,3,300,adx25+atr_expand+horizontal_break_up+retest_up,247,29,10.72321188,,1,1,0.00000000,0.00000000
h4,3,300,adx25+atr_expand+mtf_adx_rising,1486,208,10.69434724,,11,11,0.00000000,0.00000000
h4,3,300,atr_expand+breakout20_up+elliott_impulse_bull+mtf_volatility,125,19,10.59453333,,1,1,0.00000000,0.00000000
h4,3,300,atr_expand+retest_up+elliott_impulse_bull+mtf_volatility,125,19,10.59453333,,1,1,0.00000000,0.00000000
h4,3,300,atr_expand+mtf_volatility+cross_group_return_up,505,77,10.48963696,,8,8,0.00000000,0.00000000
h4,3,300,ichimoku_cloud_bull+adx25+atr_expand+cross_group_bull,508,66,10.42769029,,7,7,0.00000000,0.00000000
h4,3,300,ichimoku_cloud_bull+atr_expand+mtf_volatility+cross_target_relative_up,256,33,10.34622396,,2,2,0.00000000,0.00000000
h4,3,300,mtf_trend_bull+horizontal_break_up+atr_expand,260,30,10.18705128,,3,3,0.00000000,0.00000000
h4,3,300,atr_expand+impulse_bull+mtf_volatility+cross_group_bull,130,26,10.18705128,,2,2,0.00000000,0.00000000
h4,3,300,adx_up3+atr_expand+impulse_bull+mtf_adx_rising,266,43,9.95726817,,4,4,0.00000000,0.00000000
h4,3,300,adx25+atr_expand+mtf_adx_rising+cross_target_relative_up,669,92,9.89773293,,9,9,0.00000000,0.00000000
h4,3,300,adx_up3+atr_expand+mtf_adx_rising+cross_target_relative_up,408,80,9.73762255,,6,6,0.00000000,0.00000000
h4,3,300,adx25+atr_expand+cross_target_relative_up,1095,149,9.67537291,,11,11,0.00000000,0.00000000
h4,3,300,price20_bull+atr_expand+elliott_wave5_bull+mtf_volatility,137,19,9.66654501,,1,1,0.00000000,0.00000000
h4,3,300,ema20_rising+atr_expand+elliott_wave5_bull+mtf_volatility,137,19,9.66654501,,1,1,0.00000000,0.00000000
h4,3,300,adx25+atr_expand+horizontal_break_up+cross_group_bull,137,21,9.66654501,,1,1,0.00000000,0.00000000
h4,3,300,atr_expand+impulse_bull+elliott_impulse_bull+mtf_volatility,137,21,9.66654501,,1,1,0.00000000,0.00000000
h4,3,300,ichimoku_cloud_bull+atr_expand+mtf_adx_rising+cross_group_bull,553,74,9.57914406,,8,8,0.00000000,0.00000000
h4,3,300,adx25+atr_expand+mtf_adx_rising+cross_group_bull,556,70,9.52745803,,7,7,0.00000000,0.00000000
h4,3,300,atr_expand+elliott_wave5_bull+mtf_volatility,139,19,9.52745803,,1,1,0.00000000,0.00000000
h4,3,300,adx25+atr_expand+breakout20_up+elliott_wave5_bull,280,29,9.45940476,,1,1,0.00000000,0.00000000
h4,3,300,adx25+atr_expand+retest_up+elliott_wave5_bull,280,29,9.45940476,,1,1,0.00000000,0.00000000
h4,3,300,atr_expand+mtf_volatility+breakout20_up,140,20,9.45940476,,1,1,0.00000000,0.00000000
h4,3,300,atr_expand+breakout20_up+mtf_volatility,140,20,9.45940476,,1,1,0.00000000,0.00000000
h4,3,300,atr_expand+retest_up+mtf_volatility,140,19,9.45940476,,1,1,0.00000000,0.00000000
h4,3,300,price20_bull+atr_expand+breakout20_up+mtf_volatility,140,20,9.45940476,,1,1,0.00000000,0.00000000
h4,3,300,ema20_rising+atr_expand+breakout20_up+mtf_volatility,140,20,9.45940476,,1,1,0.00000000,0.00000000
h4,3,300,price20_bull+atr_expand+retest_up+mtf_volatility,140,19,9.45940476,,1,1,0.00000000,0.00000000
h4,3,300,ema20_rising+atr_expand+retest_up+mtf_volatility,140,19,9.45940476,,1,1,0.00000000,0.00000000
h4,3,300,atr_expand+breakout20_up+retest_up+mtf_volatility,140,19,9.45940476,,1,1,0.00000000,0.00000000
h4,3,300,atr_expand+mtf_adx25+cross_target_relative_up,842,126,9.43693587,,10,10,0.00000000,0.00000000
h4,3,300,ichimoku_cloud_bull+atr_expand+horizontal_break_up+elliott_impulse_bull,286,29,9.26095571,,2,2,0.00000000,0.00000000
h4,3,300,ichimoku_cloud_bull+adx25+atr_expand+impulse_bull,430,49,9.23941860,,4,4,0.00000000,0.00000000
h4,3,300,ichimoku_cloud_bull+adx_up3+elliott_wave5_bull+mtf_adx25,297,47,8.91795735,,5,5,0.00000000,0.00000000
h4,3,300,adx25+atr_expand,2444,347,8.66983088,,12,12,0.00000000,0.00000000
h4,3,300,atr_expand+horizontal_break_up+mtf_adx_rising+cross_group_bull,153,25,8.65566449,,2,2,0.00000000,0.00000000
h4,3,300,adx_up3+atr_expand+impulse_bull,461,89,8.61811280,,9,9,0.00000000,0.00000000
h4,3,300,triangle_breakout_up+mtf_adx_rising,155,16,8.54397849,,1,1,0.00000000,0.00000000
h4,3,300,price20_bull+triangle_breakout_up+mtf_adx_rising,155,16,8.54397849,,1,1,0.00000000,0.00000000
h4,3,300,ema20_rising+triangle_breakout_up+mtf_adx_rising,155,16,8.54397849,,1,1,0.00000000,0.00000000
h4,3,300,triangle_breakout_up+retest_up+mtf_adx_rising,155,16,8.54397849,,1,1,0.00000000,0.00000000
h4,3,300,price20_bull+triangle_breakout_up+retest_up+mtf_adx_rising,155,16,8.54397849,,1,1,0.00000000,0.00000000
h4,3,300,ema20_rising+triangle_breakout_up+retest_up+mtf_adx_rising,155,16,8.54397849,,1,1,0.00000000,0.00000000
h4,6,50,sma_stack_bull+atr_expand+mtf_volatility+cross_group_return_up,164,19,1.77222731,1.37083789,1,0,0.16666667,0.16666667
h4,6,50,sma_stack_bull+adx25+atr_expand+mtf_volatility,204,15,1.72643966,1.15759644,1,0,0.20000000,0.20000000
h4,6,50,sma_stack_bull+atr_expand+mtf_volatility,359,49,1.71444045,1.32887347,5,2,0.34555556,0.08333333
h4,6,50,atr_expand+mtf_volatility+breakout20_up,140,20,1.66083017,1.51934533,1,1,0.33333333,0.33333333
h4,6,50,atr_expand+breakout20_up+mtf_volatility,140,20,1.66083017,1.51934533,1,1,0.33333333,0.33333333
h4,6,50,atr_expand+breakout_up20+mtf_volatility,140,20,1.66083017,1.51934533,1,1,0.33333333,0.33333333
h4,6,50,atr_expand+retest_up+mtf_volatility,140,19,1.66083017,1.59931087,1,1,0.40000000,0.40000000
h4,6,50,price20_bull+atr_expand+breakout20_up+mtf_volatility,140,20,1.66083017,1.51934533,1,1,0.33333333,0.33333333
h4,6,50,price20_bull+atr_expand+breakout_up20+mtf_volatility,140,20,1.66083017,1.51934533,1,1,0.33333333,0.33333333
h4,6,50,price20_bull+atr_expand+retest_up+mtf_volatility,140,19,1.66083017,1.59931087,1,1,0.40000000,0.40000000
h4,6,50,atr_expand+breakout20_up+retest_up+mtf_volatility,140,19,1.66083017,1.59931087,1,1,0.40000000,0.40000000
h4,6,50,atr_expand+breakout_up20+retest_up+mtf_volatility,140,19,1.66083017,1.59931087,1,1,0.40000000,0.40000000
h4,6,50,price20_bull+atr_expand+elliott_wave3_bull+mtf_volatility,158,22,1.64475363,1.57854060,1,1,0.40000000,0.40000000
h4,6,50,atr_expand+elliott_impulse_bull+mtf_volatility,171,23,1.63969129,1.50990840,1,1,0.40000000,0.40000000
h4,6,50,price20_bull+atr_expand+elliott_impulse_bull+mtf_volatility,169,23,1.63886304,1.50990840,1,1,0.40000000,0.40000000
h4,6,50,atr_expand+elliott_wave3_bull+mtf_volatility,159,22,1.63440927,1.57854060,1,1,0.40000000,0.40000000
h4,6,50,dmi_adx_bull+atr_expand+mtf_volatility+cross_group_return_up,178,17,1.63283865,1.27676078,1,1,0.37500000,0.37500000
h4,6,50,dmi_adx_bull+atr_expand+mtf_volatility+cross_group_bull,147,18,1.62826487,1.20582963,1,1,0.37500000,0.37500000
h4,6,50,atr_expand+mtf_volatility+adx25,697,83,1.61892045,1.67363341,8,6,0.39696815,0.20000000
h4,6,50,adx25+atr_expand+mtf_volatility,697,83,1.61892045,1.67363341,8,6,0.39696815,0.20000000
h4,6,50,atr_expand+elliott_impulse_bull+mtf_volatility+cross_group_return_up,121,22,1.61077112,1.57854060,1,1,0.40000000,0.40000000
h4,6,50,adx25+atr_expand+mtf_volatility+cross_target_relative_up,304,35,1.60844717,1.86042285,4,2,0.36071429,0.14285714
h4,6,50,ichimoku_cloud_bull+adx25+atr_expand+mtf_volatility,318,53,1.60215119,1.80191899,5,4,0.42269231,0.00000000
h4,6,50,ichimoku_cloud_bull+atr_expand+impulse_bull+mtf_volatility,171,27,1.59969882,1.44699555,1,1,0.80000000,0.80000000
h4,6,50,atr_expand+impulse_bull+elliott_impulse_bull+mtf_volatility,137,21,1.59736349,1.65370920,1,1,0.40000000,0.40000000
h4,6,50,sma_stack_bull+atr_expand+impulse_bull+mtf_volatility,120,21,1.59569957,0.82685460,1,0,0.00000000,0.00000000
h4,6,50,price20_bull+atr_expand+mtf_volatility+cross_group_return_up,310,45,1.58834612,1.35052918,5,3,0.33571429,0.20000000
h4,6,50,atr_expand+breakout20_up+elliott_impulse_bull+mtf_volatility,125,19,1.58658129,1.59931087,1,1,0.40000000,0.40000000
h4,6,50,atr_expand+breakout_up20+elliott_impulse_bull+mtf_volatility,125,19,1.58658129,1.59931087,1,1,0.40000000,0.40000000
h4,6,50,atr_expand+retest_up+elliott_impulse_bull+mtf_volatility,125,19,1.58658129,1.59931087,1,1,0.40000000,0.40000000
h4,6,50,atr_expand+impulse_bull+elliott_wave3_bull+mtf_volatility,125,20,1.58658129,1.73639466,1,1,0.40000000,0.40000000
h4,6,50,ichimoku_cloud_bull+atr_expand+mtf_volatility+cross_group_bull,205,30,1.58457971,1.15759644,2,1,0.31428571,0.20000000
h4,6,50,atr_expand+mtf_volatility,1172,172,1.57547130,1.61525085,11,8,0.39936327,0.14285714
h4,6,50,atr_expand+mtf_volatility+cross_target_relative_up,514,70,1.56332434,1.55035238,9,7,0.34220779,0.00000000
h4,6,50,price20_bull+atr_expand+mtf_volatility+cross_group_bull,265,44,1.56129096,1.28256424,5,3,0.33571429,0.20000000
h4,6,50,ichimoku_cloud_bull+atr_expand+mtf_volatility+cross_group_return_up,242,36,1.55425283,1.20582963,3,1,0.25714286,0.14285714
h4,6,50,ichimoku_cloud_bull+atr_expand+mtf_volatility,569,93,1.55042866,1.72705921,8,6,0.41481175,0.06250000
h4,6,50,sma_stack_bull+volatility+engulf_bull+mtf_volatility,212,26,1.54838773,2.00353230,2,2,0.61428571,0.42857143
h4,6,50,sma_stack_bull+atr_expand+mtf_volatility+cross_target_relative_up,166,22,1.54488986,1.38122303,1,0,0.16666667,0.16666667
h4,6,50,price20_bull+atr_expand+impulse_bull+mtf_volatility,246,41,1.54288025,1.48228813,4,2,0.26071429,0.00000000
h4,6,50,adx25+atr_expand+impulse_bull+mtf_volatility,224,24,1.52649832,1.26612111,1,1,0.28571429,0.28571429
h4,6,50,atr_expand+impulse_bull+mtf_volatility,362,62,1.51131767,1.54035010,6,3,0.35591168,0.11111111
h4,6,50,atr_expand+impulse_bull+mtf_volatility+cross_target_relative_up,159,24,1.50537696,1.26612111,1,1,0.33333333,0.33333333
h4,6,50,adx25+atr_expand+mtf_volatility+cross_group_bull,232,28,1.50333765,1.39531714,2,1,0.32222222,0.20000000
h4,6,50,atr_expand+mtf_volatility+cross_group_return_up,505,77,1.50316254,1.29665835,8,5,0.28482143,0.00000000
h4,6,50,adx25+atr_expand+mtf_volatility+cross_group_return_up,290,28,1.49744221,1.39531714,2,1,0.32222222,0.20000000
h4,6,50,ichimoku_cloud_bull+atr_expand+mtf_volatility+cross_target_relative_up,256,33,1.49596835,1.97317575,2,1,0.33333333,0.16666667
h4,6,50,price20_bull+atr_expand+mtf_volatility,510,72,1.48172103,1.32641259,7,4,0.36626984,0.12500000
h4,6,50,ichimoku_cloud_bull+volatility+engulf_bull+mtf_volatility,352,52,1.47654019,1.41916872,6,3,0.29126984,0.14285714
h4,6,50,atr_expand+mtf_volatility+cross_group_bull,422,71,1.47469866,1.22281314,8,5,0.29672619,0.00000000
h4,6,50,price20_bull+adx25+atr_expand+mtf_volatility,301,26,1.46543838,1.00176615,1,1,0.33333333,0.33333333
h4,6,50,price20_bull+dmi_adx_bull+atr_expand+mtf_volatility,266,24,1.46543838,0.90437222,1,1,0.37500000,0.37500000
h4,6,50,dmi_adx_bull+atr_expand+mtf_volatility,288,29,1.46035006,1.19751356,2,2,0.38750000,0.37500000
h4,6,50,dmi_adx_bull+atr_expand+horizontal_break_up+mtf_adx_rising,162,16,1.45639247,1.08524666,1,1,0.40000000,0.40000000
h4,6,50,sma_stack_bull+atr_expand+breakout20_up+mtf_adx_rising,233,26,1.45285951,0.83480513,1,0,0.20000000,0.20000000
h4,6,50,sma_stack_bull+atr_expand+breakout_up20+mtf_adx_rising,233,26,1.45285951,0.83480513,1,0,0.20000000,0.20000000
h4,6,50,sma_stack_bull+atr_expand+retest_up+mtf_adx_rising,233,26,1.45285951,0.83480513,1,0,0.20000000,0.20000000
h4,6,50,adx25+atr_expand+horizontal_break_up+mtf_adx_rising,163,16,1.44745754,1.08524666,1,1,0.40000000,0.40000000
h4,6,50,adx25+elliott_pullback_bull+mtf_volatility+cross_group_bull,988,201,1.44318982,1.55498030,11,6,0.30186301,0.09090909
h4,6,50,breakout20_up+engulf_bull+mtf_volatility,190,30,1.43972894,1.15759644,3,1,0.17777778,0.00000000
h4,6,50,breakout_up20+engulf_bull+mtf_volatility,190,30,1.43972894,1.15759644,3,1,0.17777778,0.00000000
h4,6,50,price20_bull+breakout20_up+engulf_bull+mtf_volatility,190,30,1.43972894,1.15759644,3,1,0.17777778,0.00000000
h4,6,50,price20_bull+breakout_up20+engulf_bull+mtf_volatility,190,30,1.43972894,1.15759644,3,1,0.17777778,0.00000000
h4,6,50,ichimoku_cloud_bull+dmi_adx_bull+atr_expand+mtf_volatility,162,17,1.43528533,1.53211294,1,1,0.33333333,0.33333333
h4,6,50,sma_stack_bull+atr_expand+horizontal_break_up+mtf_adx_rising,223,26,1.42600955,0.83480513,1,0,0.20000000,0.20000000
h4,6,50,sma_stack_bull+atr_expand+elliott_impulse_bull+mtf_adx_rising,235,27,1.42594430,0.80388642,1,0,0.20000000,0.20000000
h4,6,50,volatility+engulf_bull+mtf_volatility+cross_target_relative_up,291,38,1.42179417,1.37083789,4,2,0.30000000,0.00000000
h4,6,50,atr_expand+horizontal_break_up+mtf_adx_rising+cross_group_return_up,178,29,1.42153012,1.49689195,2,2,0.56666667,0.33333333
h4,6,50,dmi_adx_bull+volatility+engulf_bull+mtf_adx25,188,29,1.41866907,1.19751356,3,2,0.28148148,0.11111111
