timeframe,direction,horizon_bars,base_feature,toolkit_feature,period,samples,hit_rate
d1,bull,3,volatility,elliott_wave2_bull,disc,465,0.55483871
d1,bull,3,volatility,elliott_wave2_bull,val,67,0.62686567
d1,bull,3,volatility,elliott_wave2_bull,oos,96,0.59375000
d1,bull,3,volatility,elliott_wave3_bull,disc,323,0.46439628
d1,bull,3,volatility,elliott_wave3_bull,val,57,0.47368421
d1,bull,3,volatility,elliott_wave3_bull,oos,66,0.31818182
d1,bull,3,volatility,elliott_wave4_bull,disc,395,0.56455696
d1,bull,3,volatility,elliott_wave4_bull,val,64,0.57812500
d1,bull,3,volatility,elliott_wave4_bull,oos,65,0.44615385
d1,bull,3,volatility,elliott_wave5_bull,disc,359,0.52089136
d1,bull,3,volatility,elliott_wave5_bull,val,63,0.44444444
d1,bull,3,volatility,elliott_wave5_bull,oos,53,0.43396226
d1,bull,3,volatility,elliott_impulse_bull,disc,467,0.52034261
d1,bull,3,volatility,elliott_impulse_bull,val,88,0.45454545
d1,bull,3,volatility,elliott_impulse_bull,oos,79,0.37974684
d1,bull,3,volatility,elliott_pullback_bull,disc,860,0.55930233
d1,bull,3,volatility,elliott_pullback_bull,val,131,0.60305344
d1,bull,3,volatility,elliott_pullback_bull,oos,161,0.53416149
d1,bull,3,volatility,range_compression,disc,3667,0.55467685
d1,bull,3,volatility,range_compression,val,616,0.53733766
d1,bull,3,volatility,range_compression,oos,567,0.52028219
d1,bull,3,volatility,range_tight,disc,185,0.53513514
d1,bull,3,volatility,range_tight,val,52,0.63461538
d1,bull,3,volatility,range_tight,oos,36,0.52777778
d1,bull,3,volatility,inside_bar,disc,875,0.56342857
d1,bull,3,volatility,inside_bar,val,149,0.57046980
d1,bull,3,volatility,inside_bar,oos,163,0.55214724
d1,bull,3,volatility,inside_2,disc,98,0.57142857
d1,bull,3,volatility,inside_2,val,11,0.54545455
d1,bull,3,volatility,inside_2,oos,22,0.63636364
d1,bull,3,volatility,nr7,disc,378,0.61375661
d1,bull,3,volatility,nr7,val,72,0.61111111
d1,bull,3,volatility,nr7,oos,80,0.78750000
d1,bull,3,volatility,nr4,disc,1040,0.58269231
d1,bull,3,volatility,nr4,val,209,0.60765550
d1,bull,3,volatility,nr4,oos,200,0.68000000
d1,bull,3,volatility,breakout_up20,disc,331,0.51963746
d1,bull,3,volatility,breakout_up20,val,57,0.47368421
d1,bull,3,volatility,breakout_up20,oos,55,0.45454545
d1,bull,3,volatility,retest_up,disc,330,0.51818182
d1,bull,3,volatility,retest_up,val,56,0.46428571
d1,bull,3,volatility,retest_up,oos,53,0.43396226
d1,bull,3,volatility,pin_bull,disc,166,0.75903614
d1,bull,3,volatility,pin_bull,val,34,0.73529412
d1,bull,3,volatility,pin_bull,oos,36,0.66666667
d1,bull,3,volatility,engulf_bull,disc,297,0.54882155
d1,bull,3,volatility,engulf_bull,val,58,0.63793103
d1,bull,3,volatility,engulf_bull,oos,39,0.58974359
d1,bull,3,volatility,strong_close_bull,disc,922,0.55314534
d1,bull,3,volatility,strong_close_bull,val,167,0.58682635
d1,bull,3,volatility,strong_close_bull,oos,163,0.54601227
d1,bull,3,volatility,hh20,disc,603,0.54063018
d1,bull,3,volatility,hh20,val,100,0.55000000
d1,bull,3,volatility,hh20,oos,82,0.48780488
d1,bull,3,volatility,structure_bull_transition,disc,1724,0.54002320
d1,bull,3,volatility,structure_bull_transition,val,316,0.58227848
d1,bull,3,volatility,structure_bull_transition,oos,315,0.52698413
d1,bull,3,volatility,compression,disc,385,0.64155844
d1,bull,3,volatility,compression,val,133,0.60150376
d1,bull,3,volatility,compression,oos,75,0.49333333
d1,bull,3,volatility,shape_triangle_proxy,disc,68,0.30882353
d1,bull,3,volatility,shape_triangle_proxy,val,18,0.66666667
d1,bull,3,volatility,shape_triangle_proxy,oos,22,0.36363636
d1,bull,3,atr_expand,sma20_bull,disc,244,0.47950820
d1,bull,3,atr_expand,sma20_bull,val,58,0.60344828
d1,bull,3,atr_expand,sma20_bull,oos,41,0.41463415
d1,bull,3,atr_expand,sma50_bull,disc,278,0.52517986
d1,bull,3,atr_expand,sma50_bull,val,71,0.61971831
d1,bull,3,atr_expand,sma50_bull,oos,51,0.47058824
d1,bull,3,atr_expand,sma200_bull,disc,306,0.60130719
d1,bull,3,atr_expand,sma200_bull,val,73,0.68493151
d1,bull,3,atr_expand,sma200_bull,oos,88,0.51136364
d1,bull,3,atr_expand,sma_stack_bull,disc,251,0.62549801
d1,bull,3,atr_expand,sma_stack_bull,val,49,0.69387755
d1,bull,3,atr_expand,sma_stack_bull,oos,84,0.54761905
d1,bull,3,atr_expand,ichimoku_bull,disc,265,0.53207547
d1,bull,3,atr_expand,ichimoku_bull,val,67,0.67164179
d1,bull,3,atr_expand,ichimoku_bull,oos,59,0.54237288
d1,bull,3,atr_expand,ichimoku_tk_bull,disc,276,0.54710145
d1,bull,3,atr_expand,ichimoku_tk_bull,val,53,0.66037736
d1,bull,3,atr_expand,ichimoku_tk_bull,oos,53,0.43396226
d1,bull,3,atr_expand,ichimoku_cloud_bull,disc,383,0.59007833
d1,bull,3,atr_expand,ichimoku_cloud_bull,val,71,0.67605634
d1,bull,3,atr_expand,ichimoku_cloud_bull,oos,91,0.51648352
d1,bull,3,atr_expand,span_model_bull,disc,220,0.55454545
d1,bull,3,atr_expand,span_model_bull,val,44,0.63636364
d1,bull,3,atr_expand,span_model_bull,oos,43,0.51162791
d1,bull,3,atr_expand,bb_bull,disc,244,0.47950820
d1,bull,3,atr_expand,bb_bull,val,58,0.60344828
d1,bull,3,atr_expand,bb_bull,oos,41,0.41463415
d1,bull,3,atr_expand,bb_upper,disc,137,0.42335766
d1,bull,3,atr_expand,bb_upper,val,39,0.66666667
d1,bull,3,atr_expand,bb_upper,oos,29,0.41379310
d1,bull,3,atr_expand,superbb_squeeze,disc,77,0.46753247
d1,bull,3,atr_expand,superbb_squeeze,val,22,0.68181818
d1,bull,3,atr_expand,superbb_squeeze,oos,16,0.50000000
d1,bull,3,atr_expand,superbb_expand,disc,313,0.59744409
d1,bull,3,atr_expand,superbb_expand,val,96,0.73958333
d1,bull,3,atr_expand,superbb_expand,oos,84,0.48809524
d1,bull,3,atr_expand,stoch_bull,disc,289,0.53979239
d1,bull,3,atr_expand,stoch_bull,val,76,0.67105263
d1,bull,3,atr_expand,stoch_bull,oos,50,0.42000000
d1,bull,3,atr_expand,stoch_cross_up,disc,138,0.55072464
d1,bull,3,atr_expand,stoch_cross_up,val,35,0.68571429
d1,bull,3,atr_expand,stoch_cross_up,oos,30,0.36666667
d1,bull,3,atr_expand,stoch_recover_up,disc,79,0.58227848
d1,bull,3,atr_expand,stoch_recover_up,val,22,0.68181818
d1,bull,3,atr_expand,stoch_recover_up,oos,14,0.28571429
d1,bull,3,atr_expand,rci_bull,disc,295,0.51525424
d1,bull,3,atr_expand,rci_bull,val,55,0.67272727
d1,bull,3,atr_expand,rci_bull,oos,67,0.47761194
d1,bull,3,atr_expand,rci_strong_bull,disc,75,0.52000000
d1,bull,3,atr_expand,rci_strong_bull,val,11,0.63636364
d1,bull,3,atr_expand,rci_strong_bull,oos,13,0.38461538
d1,bull,3,atr_expand,dmi_adx_bull,disc,136,0.54411765
d1,bull,3,atr_expand,dmi_adx_bull,val,22,0.54545455
d1,bull,3,atr_expand,dmi_adx_bull,oos,24,0.45833333
d1,bull,3,atr_expand,dmi_adx_strong_bull,disc,147,0.44217687
d1,bull,3,atr_expand,dmi_adx_strong_bull,val,48,0.66666667
d1,bull,3,atr_expand,dmi_adx_strong_bull,oos,32,0.43750000
d1,bull,3,atr_expand,fib_above382,disc,215,0.51162791
d1,bull,3,atr_expand,fib_above382,val,59,0.62711864
d1,bull,3,atr_expand,fib_above382,oos,41,0.51219512
d1,bull,3,atr_expand,fib_above500,disc,274,0.51459854
d1,bull,3,atr_expand,fib_above500,val,73,0.65753425
d1,bull,3,atr_expand,fib_above500,oos,54,0.50000000
d1,bull,3,atr_expand,fib_above618,disc,346,0.52601156
d1,bull,3,atr_expand,fib_above618,val,83,0.66265060
d1,bull,3,atr_expand,fib_above618,oos,66,0.50000000
d1,bull,3,atr_expand,fib_time_zone,disc,199,0.59798995
d1,bull,3,atr_expand,fib_time_zone,val,53,0.73584906
d1,bull,3,atr_expand,fib_time_zone,oos,56,0.41071429
d1,bull,3,atr_expand,fib_time_5,disc,119,0.56302521
d1,bull,3,atr_expand,fib_time_5,val,27,0.81481481
d1,bull,3,atr_expand,fib_time_5,oos,36,0.38888889
d1,bull,3,atr_expand,fib_time_8,disc,67,0.58208955
d1,bull,3,atr_expand,fib_time_8,val,24,0.70833333
d1,bull,3,atr_expand,fib_time_8,oos,22,0.54545455
d1,bull,3,atr_expand,fib_fan_up,disc,215,0.51162791
d1,bull,3,atr_expand,fib_fan_up,val,59,0.62711864
d1,bull,3,atr_expand,fib_fan_up,oos,41,0.51219512
d1,bull,3,atr_expand,fib_arc_bull,disc,274,0.51459854
d1,bull,3,atr_expand,fib_arc_bull,val,73,0.65753425
d1,bull,3,atr_expand,fib_arc_bull,oos,54,0.50000000
d1,bull,3,atr_expand,trendline_up,disc,301,0.53156146
d1,bull,3,atr_expand,trendline_up,val,62,0.67741935
d1,bull,3,atr_expand,trendline_up,oos,64,0.43750000
d1,bull,3,atr_expand,channel_upper,disc,118,0.43220339
d1,bull,3,atr_expand,channel_upper,val,36,0.61111111
d1,bull,3,atr_expand,channel_upper,oos,21,0.38095238
d1,bull,3,atr_expand,channel_mid_bull,disc,247,0.48987854
d1,bull,3,atr_expand,channel_mid_bull,val,61,0.60655738
d1,bull,3,atr_expand,channel_mid_bull,oos,45,0.42222222
d1,bull,3,atr_expand,channel_breakout_up,disc,55,0.40000000
d1,bull,3,atr_expand,channel_breakout_up,val,22,0.63636364
d1,bull,3,atr_expand,channel_breakout_up,oos,12,0.58333333
d1,bull,3,atr_expand,horizontal_resistance_near,disc,57,0.43859649
d1,bull,3,atr_expand,horizontal_resistance_near,val,22,0.72727273
d1,bull,3,atr_expand,horizontal_resistance_near,oos,11,0.54545455
d1,bull,3,atr_expand,horizontal_support_near,disc,86,0.60465116
d1,bull,3,atr_expand,horizontal_support_near,val,20,0.80000000
d1,bull,3,atr_expand,horizontal_support_near,oos,19,0.68421053
d1,bull,3,atr_expand,vertical_session,disc,649,0.54853621
d1,bull,3,atr_expand,vertical_session,val,147,0.68707483
d1,bull,3,atr_expand,vertical_session,oos,140,0.45714286
d1,bull,3,atr_expand,vertical_day_open,disc,649,0.54853621
d1,bull,3,atr_expand,vertical_day_open,val,147,0.68707483
d1,bull,3,atr_expand,vertical_day_open,oos,140,0.45714286
d1,bull,3,atr_expand,rectangle_range,disc,360,0.55555556
d1,bull,3,atr_expand,rectangle_range,val,78,0.62820513
d1,bull,3,atr_expand,rectangle_range,oos,67,0.41791045
d1,bull,3,atr_expand,elliott_wave2_bull,disc,54,0.50000000
d1,bull,3,atr_expand,elliott_wave2_bull,val,6,0.66666667
d1,bull,3,atr_expand,elliott_wave2_bull,oos,9,0.44444444
d1,bull,3,atr_expand,elliott_wave3_bull,disc,61,0.36065574
d1,bull,3,atr_expand,elliott_wave3_bull,val,26,0.57692308
d1,bull,3,atr_expand,elliott_wave3_bull,oos,13,0.53846154
d1,bull,3,atr_expand,elliott_impulse_bull,disc,64,0.39062500
d1,bull,3,atr_expand,elliott_impulse_bull,val,27,0.59259259
d1,bull,3,atr_expand,elliott_impulse_bull,oos,15,0.53333333
d1,bull,3,atr_expand,elliott_pullback_bull,disc,82,0.48780488
d1,bull,3,atr_expand,elliott_pullback_bull,val,10,0.60000000
d1,bull,3,atr_expand,elliott_pullback_bull,oos,15,0.46666667
d1,bull,3,atr_expand,range_compression,disc,393,0.57251908
d1,bull,3,atr_expand,range_compression,val,42,0.54761905
d1,bull,3,atr_expand,range_compression,oos,43,0.44186047
d1,bull,3,atr_expand,inside_bar,disc,122,0.58196721
d1,bull,3,atr_expand,inside_bar,val,15,0.66666667
d1,bull,3,atr_expand,inside_bar,oos,34,0.38235294
d1,bull,3,atr_expand,nr4,disc,69,0.59420290
d1,bull,3,atr_expand,nr4,val,28,0.82142857
d1,bull,3,atr_expand,nr4,oos,18,0.38888889
d1,bull,3,atr_expand,breakout_up20,disc,55,0.40000000
d1,bull,3,atr_expand,breakout_up20,val,22,0.63636364
d1,bull,3,atr_expand,breakout_up20,oos,12,0.58333333
d1,bull,3,atr_expand,retest_up,disc,54,0.38888889
d1,bull,3,atr_expand,retest_up,val,21,0.61904762
d1,bull,3,atr_expand,retest_up,oos,12,0.58333333
d1,bull,3,atr_expand,strong_close_bull,disc,123,0.49593496
d1,bull,3,atr_expand,strong_close_bull,val,35,0.68571429
d1,bull,3,atr_expand,strong_close_bull,oos,28,0.42857143
d1,bull,3,atr_expand,hh20,disc,109,0.47706422
d1,bull,3,atr_expand,hh20,val,34,0.70588235
d1,bull,3,atr_expand,hh20,oos,19,0.42105263
d1,bull,3,atr_expand,structure_bull_transition,disc,203,0.48275862
d1,bull,3,atr_expand,structure_bull_transition,val,60,0.63333333
d1,bull,3,atr_expand,structure_bull_transition,oos,38,0.39473684
d1,bull,5,atr_expand,sma20_bull,disc,244,0.63114754
d1,bull,5,atr_expand,sma20_bull,val,58,0.72413793
d1,bull,5,atr_expand,sma20_bull,oos,41,0.51219512
d1,bull,5,atr_expand,sma50_bull,disc,278,0.64748201
d1,bull,5,atr_expand,sma50_bull,val,71,0.77464789
d1,bull,5,atr_expand,sma50_bull,oos,51,0.60784314
d1,bull,5,atr_expand,sma200_bull,disc,306,0.69934641
d1,bull,5,atr_expand,sma200_bull,val,73,0.86301370
d1,bull,5,atr_expand,sma200_bull,oos,88,0.71590909
d1,bull,5,atr_expand,sma_stack_bull,disc,251,0.71314741
d1,bull,5,atr_expand,sma_stack_bull,val,49,0.81632653
d1,bull,5,atr_expand,sma_stack_bull,oos,84,0.76190476
d1,bull,5,atr_expand,ichimoku_bull,disc,265,0.65283019
d1,bull,5,atr_expand,ichimoku_bull,val,67,0.82089552
d1,bull,5,atr_expand,ichimoku_bull,oos,59,0.67796610
d1,bull,5,atr_expand,ichimoku_tk_bull,disc,276,0.68478261
d1,bull,5,atr_expand,ichimoku_tk_bull,val,53,0.79245283
d1,bull,5,atr_expand,ichimoku_tk_bull,oos,53,0.54716981
d1,bull,5,atr_expand,ichimoku_cloud_bull,disc,383,0.70757180
d1,bull,5,atr_expand,ichimoku_cloud_bull,val,71,0.85915493
d1,bull,5,atr_expand,ichimoku_cloud_bull,oos,91,0.73626374
d1,bull,5,atr_expand,span_model_bull,disc,220,0.67727273
d1,bull,5,atr_expand,span_model_bull,val,44,0.77272727
d1,bull,5,atr_expand,span_model_bull,oos,43,0.65116279
d1,bull,5,atr_expand,bb_bull,disc,244,0.63114754
d1,bull,5,atr_expand,bb_bull,val,58,0.72413793
d1,bull,5,atr_expand,bb_bull,oos,41,0.51219512
d1,bull,5,atr_expand,bb_upper,disc,137,0.59124088
d1,bull,5,atr_expand,bb_upper,val,39,0.82051282
d1,bull,5,atr_expand,bb_upper,oos,29,0.48275862
d1,bull,5,atr_expand,superbb_squeeze,disc,77,0.63636364
d1,bull,5,atr_expand,superbb_squeeze,val,22,0.86363636
d1,bull,5,atr_expand,superbb_squeeze,oos,16,0.62500000
d1,bull,5,atr_expand,superbb_expand,disc,313,0.71884984
d1,bull,5,atr_expand,superbb_expand,val,96,0.86458333
d1,bull,5,atr_expand,superbb_expand,oos,84,0.63095238
d1,bull,5,atr_expand,stoch_bull,disc,289,0.66089965
d1,bull,5,atr_expand,stoch_bull,val,76,0.76315789
d1,bull,5,atr_expand,stoch_bull,oos,50,0.54000000
d1,bull,5,atr_expand,stoch_cross_up,disc,138,0.68115942
d1,bull,5,atr_expand,stoch_cross_up,val,35,0.77142857
d1,bull,5,atr_expand,stoch_cross_up,oos,30,0.53333333
d1,bull,5,atr_expand,stoch_recover_up,disc,79,0.65822785
d1,bull,5,atr_expand,stoch_recover_up,val,22,0.81818182
d1,bull,5,atr_expand,stoch_recover_up,oos,14,0.42857143
d1,bull,5,atr_expand,rci_bull,disc,295,0.64406780
d1,bull,5,atr_expand,rci_bull,val,55,0.83636364
d1,bull,5,atr_expand,rci_bull,oos,67,0.62686567
d1,bull,5,atr_expand,rci_strong_bull,disc,75,0.69333333
d1,bull,5,atr_expand,rci_strong_bull,val,11,0.81818182
d1,bull,5,atr_expand,rci_strong_bull,oos,13,0.46153846
d1,bull,5,atr_expand,dmi_adx_bull,disc,136,0.64705882
d1,bull,5,atr_expand,dmi_adx_bull,val,22,0.77272727
d1,bull,5,atr_expand,dmi_adx_bull,oos,24,0.54166667
d1,bull,5,atr_expand,dmi_adx_strong_bull,disc,147,0.58503401
d1,bull,5,atr_expand,dmi_adx_strong_bull,val,48,0.79166667
d1,bull,5,atr_expand,dmi_adx_strong_bull,oos,32,0.50000000
d1,bull,5,atr_expand,fib_above382,disc,215,0.63255814
d1,bull,5,atr_expand,fib_above382,val,59,0.77966102
d1,bull,5,atr_expand,fib_above382,oos,41,0.63414634
d1,bull,5,atr_expand,fib_above500,disc,274,0.64233577
d1,bull,5,atr_expand,fib_above500,val,73,0.80821918
d1,bull,5,atr_expand,fib_above500,oos,54,0.61111111
d1,bull,5,atr_expand,fib_above618,disc,346,0.64739884
d1,bull,5,atr_expand,fib_above618,val,83,0.80722892
d1,bull,5,atr_expand,fib_above618,oos,66,0.62121212
d1,bull,5,atr_expand,fib_time_zone,disc,199,0.72864322
d1,bull,5,atr_expand,fib_time_zone,val,53,0.83018868
d1,bull,5,atr_expand,fib_time_zone,oos,56,0.67857143
d1,bull,5,atr_expand,fib_time_5,disc,119,0.71428571
d1,bull,5,atr_expand,fib_time_5,val,27,0.85185185
d1,bull,5,atr_expand,fib_time_5,oos,36,0.66666667
d1,bull,5,atr_expand,fib_time_8,disc,67,0.71641791
d1,bull,5,atr_expand,fib_time_8,val,24,0.87500000
d1,bull,5,atr_expand,fib_time_8,oos,22,0.77272727
d1,bull,5,atr_expand,fib_fan_up,disc,215,0.63255814
d1,bull,5,atr_expand,fib_fan_up,val,59,0.77966102
d1,bull,5,atr_expand,fib_fan_up,oos,41,0.63414634
d1,bull,5,atr_expand,fib_arc_bull,disc,274,0.64233577
d1,bull,5,atr_expand,fib_arc_bull,val,73,0.80821918
d1,bull,5,atr_expand,fib_arc_bull,oos,54,0.61111111
d1,bull,5,atr_expand,trendline_up,disc,301,0.65780731
d1,bull,5,atr_expand,trendline_up,val,62,0.80645161
d1,bull,5,atr_expand,trendline_up,oos,64,0.56250000
d1,bull,5,atr_expand,channel_upper,disc,118,0.59322034
d1,bull,5,atr_expand,channel_upper,val,36,0.77777778
d1,bull,5,atr_expand,channel_upper,oos,21,0.47619048
d1,bull,5,atr_expand,channel_mid_bull,disc,247,0.63562753
d1,bull,5,atr_expand,channel_mid_bull,val,61,0.72131148
d1,bull,5,atr_expand,channel_mid_bull,oos,45,0.55555556
d1,bull,5,atr_expand,channel_breakout_up,disc,55,0.60000000
d1,bull,5,atr_expand,channel_breakout_up,val,22,0.77272727
d1,bull,5,atr_expand,channel_breakout_up,oos,12,0.58333333
d1,bull,5,atr_expand,horizontal_resistance_near,disc,57,0.59649123
d1,bull,5,atr_expand,horizontal_resistance_near,val,22,0.81818182
d1,bull,5,atr_expand,horizontal_resistance_near,oos,11,0.54545455
d1,bull,5,atr_expand,horizontal_support_near,disc,86,0.75581395
d1,bull,5,atr_expand,horizontal_support_near,val,20,0.85000000
d1,bull,5,atr_expand,horizontal_support_near,oos,19,0.89473684
d1,bull,5,atr_expand,vertical_session,disc,649,0.67334361
d1,bull,5,atr_expand,vertical_session,val,147,0.78911565
d1,bull,5,atr_expand,vertical_session,oos,140,0.63571429
d1,bull,5,atr_expand,vertical_day_open,disc,649,0.67334361
d1,bull,5,atr_expand,vertical_day_open,val,147,0.78911565
d1,bull,5,atr_expand,vertical_day_open,oos,140,0.63571429
d1,bull,5,atr_expand,rectangle_range,disc,360,0.65555556
d1,bull,5,atr_expand,rectangle_range,val,78,0.71794872
d1,bull,5,atr_expand,rectangle_range,oos,67,0.61194030
d1,bull,5,atr_expand,elliott_wave2_bull,disc,54,0.59259259
d1,bull,5,atr_expand,elliott_wave2_bull,val,6,0.66666667
d1,bull,5,atr_expand,elliott_wave2_bull,oos,9,0.44444444
d1,bull,5,atr_expand,elliott_wave3_bull,disc,61,0.55737705
d1,bull,5,atr_expand,elliott_wave3_bull,val,26,0.65384615
d1,bull,5,atr_expand,elliott_wave3_bull,oos,13,0.61538462
d1,bull,5,atr_expand,elliott_impulse_bull,disc,64,0.57812500
d1,bull,5,atr_expand,elliott_impulse_bull,val,27,0.66666667
d1,bull,5,atr_expand,elliott_impulse_bull,oos,15,0.60000000
d1,bull,5,atr_expand,elliott_pullback_bull,disc,82,0.57317073
d1,bull,5,atr_expand,elliott_pullback_bull,val,10,0.60000000
d1,bull,5,atr_expand,elliott_pullback_bull,oos,15,0.60000000
d1,bull,5,atr_expand,range_compression,disc,393,0.69465649
d1,bull,5,atr_expand,range_compression,val,42,0.66666667
d1,bull,5,atr_expand,range_compression,oos,43,0.67441860
d1,bull,5,atr_expand,inside_bar,disc,122,0.67213115
d1,bull,5,atr_expand,inside_bar,val,15,0.73333333
d1,bull,5,atr_expand,inside_bar,oos,34,0.58823529
d1,bull,5,atr_expand,nr4,disc,69,0.73913043
d1,bull,5,atr_expand,nr4,val,28,0.92857143
d1,bull,5,atr_expand,nr4,oos,18,0.61111111
d1,bull,5,atr_expand,breakout_up20,disc,55,0.60000000
d1,bull,5,atr_expand,breakout_up20,val,22,0.77272727
d1,bull,5,atr_expand,breakout_up20,oos,12,0.58333333
d1,bull,5,atr_expand,retest_up,disc,54,0.59259259
d1,bull,5,atr_expand,retest_up,val,21,0.76190476
d1,bull,5,atr_expand,retest_up,oos,12,0.58333333
d1,bull,5,atr_expand,strong_close_bull,disc,123,0.66666667
d1,bull,5,atr_expand,strong_close_bull,val,35,0.77142857
d1,bull,5,atr_expand,strong_close_bull,oos,28,0.50000000
d1,bull,5,atr_expand,hh20,disc,109,0.63302752
d1,bull,5,atr_expand,hh20,val,34,0.82352941
d1,bull,5,atr_expand,hh20,oos,19,0.52631579
d1,bull,5,atr_expand,structure_bull_transition,disc,203,0.61576355
d1,bull,5,atr_expand,structure_bull_transition,val,60,0.70000000
d1,bull,5,atr_expand,structure_bull_transition,oos,38,0.60526316
d1,bear,1,atr_expand,sma20_bear,disc,404,0.31930693
d1,bear,1,atr_expand,sma20_bear,val,89,0.51685393
d1,bear,1,atr_expand,sma20_bear,oos,99,0.44444444
d1,bear,1,atr_expand,sma50_bear,disc,340,0.32941176
d1,bear,1,atr_expand,sma50_bear,val,76,0.52631579
d1,bear,1,atr_expand,sma50_bear,oos,89,0.39325843
d1,bear,1,atr_expand,sma200_bear,disc,259,0.34362934
d1,bear,1,atr_expand,sma200_bear,val,74,0.55405405
d1,bear,1,atr_expand,sma200_bear,oos,52,0.32692308
d1,bear,1,atr_expand,sma_stack_bear,disc,110,0.29090909
d1,bear,1,atr_expand,sma_stack_bear,val,44,0.38636364
d1,bear,1,atr_expand,sma_stack_bear,oos,18,0.27777778
d1,bear,1,atr_expand,ichimoku_bear,disc,273,0.34798535
d1,bear,1,atr_expand,ichimoku_bear,val,68,0.57352941
d1,bear,1,atr_expand,ichimoku_bear,oos,63,0.33333333
d1,bear,1,atr_expand,ichimoku_tk_bear,disc,316,0.34810127
d1,bear,1,atr_expand,ichimoku_tk_bear,val,62,0.54838710
d1,bear,1,atr_expand,ichimoku_tk_bear,oos,56,0.33928571
d1,bear,1,atr_expand,ichimoku_cloud_bear,disc,228,0.30701754
d1,bear,1,atr_expand,ichimoku_cloud_bear,val,76,0.51315789
d1,bear,1,atr_expand,ichimoku_cloud_bear,oos,44,0.38636364
d1,bear,1,atr_expand,span_model_bear,disc,237,0.36708861
d1,bear,1,atr_expand,span_model_bear,val,52,0.59615385
d1,bear,1,atr_expand,span_model_bear,oos,40,0.30000000
d1,bear,1,atr_expand,bb_bear,disc,404,0.31930693
d1,bear,1,atr_expand,bb_bear,val,89,0.51685393
d1,bear,1,atr_expand,bb_bear,oos,99,0.44444444
d1,bear,1,atr_expand,bb_lower,disc,275,0.33090909
d1,bear,1,atr_expand,bb_lower,val,55,0.58181818
d1,bear,1,atr_expand,bb_lower,oos,85,0.42352941
d1,bear,1,atr_expand,superbb_squeeze,disc,77,0.24675325
d1,bear,1,atr_expand,superbb_squeeze,val,22,0.45454545
d1,bear,1,atr_expand,superbb_squeeze,oos,16,0.31250000
d1,bear,1,atr_expand,superbb_expand,disc,313,0.36741214
d1,bear,1,atr_expand,superbb_expand,val,96,0.46875000
d1,bear,1,atr_expand,superbb_expand,oos,84,0.45238095
d1,bear,1,atr_expand,stoch_bear,disc,360,0.31944444
d1,bear,1,atr_expand,stoch_bear,val,71,0.40845070
d1,bear,1,atr_expand,stoch_bear,oos,90,0.48888889
d1,bear,1,atr_expand,stoch_cross_down,disc,144,0.31944444
d1,bear,1,atr_expand,stoch_cross_down,val,35,0.42857143
d1,bear,1,atr_expand,stoch_cross_down,oos,31,0.51612903
d1,bear,1,atr_expand,stoch_fall_down,disc,78,0.26923077
d1,bear,1,atr_expand,stoch_fall_down,val,11,0.18181818
d1,bear,1,atr_expand,stoch_fall_down,oos,12,0.75000000
d1,bear,1,atr_expand,rci_bear,disc,353,0.35410765
d1,bear,1,atr_expand,rci_bear,val,92,0.47826087
d1,bear,1,atr_expand,rci_bear,oos,73,0.46575342
d1,bear,1,atr_expand,rci_strong_bear,disc,136,0.45588235
d1,bear,1,atr_expand,rci_strong_bear,val,17,0.76470588
d1,bear,1,atr_expand,rci_strong_bear,oos,10,0.30000000
d1,bear,1,atr_expand,dmi_adx_bear,disc,187,0.41711230
d1,bear,1,atr_expand,dmi_adx_bear,val,25,0.60000000
d1,bear,1,atr_expand,dmi_adx_bear,oos,45,0.37777778
d1,bear,1,atr_expand,dmi_adx_strong_bear,disc,254,0.36614173
d1,bear,1,atr_expand,dmi_adx_strong_bear,val,49,0.53061224
d1,bear,1,atr_expand,dmi_adx_strong_bear,oos,82,0.43902439
d1,bear,1,atr_expand,fib_below382,disc,402,0.32835821
d1,bear,1,atr_expand,fib_below382,val,88,0.48863636
d1,bear,1,atr_expand,fib_below382,oos,99,0.41414141
d1,bear,1,atr_expand,fib_below500,disc,343,0.32653061
d1,bear,1,atr_expand,fib_below500,val,74,0.55405405
d1,bear,1,atr_expand,fib_below500,oos,86,0.39534884
d1,bear,1,atr_expand,fib_below618,disc,271,0.33210332
d1,bear,1,atr_expand,fib_below618,val,64,0.59375000
d1,bear,1,atr_expand,fib_below618,oos,74,0.40540541
d1,bear,1,atr_expand,fib_time_zone,disc,199,0.32663317
d1,bear,1,atr_expand,fib_time_zone,val,53,0.37735849
d1,bear,1,atr_expand,fib_time_zone,oos,56,0.42857143
d1,bear,1,atr_expand,fib_time_5,disc,119,0.35294118
d1,bear,1,atr_expand,fib_time_5,val,27,0.40740741
d1,bear,1,atr_expand,fib_time_5,oos,36,0.41666667
d1,bear,1,atr_expand,fib_time_8,disc,67,0.37313433
d1,bear,1,atr_expand,fib_time_8,val,24,0.25000000
d1,bear,1,atr_expand,fib_time_8,oos,22,0.45454545
d1,bear,1,atr_expand,fib_fan_down,disc,271,0.33210332
d1,bear,1,atr_expand,fib_fan_down,val,64,0.59375000
d1,bear,1,atr_expand,fib_fan_down,oos,74,0.40540541
d1,bear,1,atr_expand,fib_arc_bear,disc,343,0.32653061
d1,bear,1,atr_expand,fib_arc_bear,val,74,0.55405405
d1,bear,1,atr_expand,fib_arc_bear,oos,86,0.39534884
