timeframe,target_pips,horizon_bars,conditions,discovery_n,oos_n,discovery_lift,oos_lift,oos_pairs_n_ge5,oos_pairs_above_base,oos_pair_hit_mean,oos_min_pair_hit
d1,300,1,price200_bull+volatility+elliott_wave3_bull+mtf_volatility,123,25,7.11591173,,2,2,0.00000000,0.00000000
d1,300,1,ichimoku_cloud_bull+rci_strong_bull+pullback_bull+elliott_pullback_bull,187,38,7.02077922,,4,4,0.00000000,0.00000000
d1,300,1,sma_stack_bull+di_spread_up3+horizontal_break_up+cross_target_relative_up,125,25,7.00205714,,2,2,0.00000000,0.00000000
d1,300,1,horizontal_break_up+elliott_impulse_bull+mtf_volatility+cross_target_relative_up,125,27,7.00205714,,2,2,0.00000000,0.00000000
d1,300,1,sma_stack_bull+volatility+horizontal_break_up,126,29,6.94648526,,3,3,0.00000000,0.00000000
d1,300,1,sma_stack_bull+bb_expand+horizontal_break_up+elliott_wave3_bull,127,32,6.89178853,,2,2,0.00000000,0.00000000
d1,300,1,ichimoku_cloud_bull+atr_expand,383,91,6.85580007,,9,9,0.00000000,0.00000000
d1,300,1,bb_expand+horizontal_break_up+elliott_wave3_bull+mtf_volatility,128,33,6.83794643,,3,3,0.00000000,0.00000000
d1,300,1,bb_expand+pullback_bull+mtf_macd_bull,321,59,6.81664441,,7,7,0.00000000,0.00000000
d1,300,1,adx_up3+volatility+pullback_bull+mtf_volatility,193,33,6.80251665,,3,3,0.00000000,0.00000000
d1,300,1,ichimoku_cloud_bull+horizontal_break_up+mtf_volatility,129,32,6.78493909,,3,3,0.00000000,0.00000000
d1,300,1,ichimoku_cloud_bull+volatility+elliott_wave3_bull+mtf_adx25,129,27,6.78493909,,2,2,0.00000000,0.00000000
d1,300,1,sma_stack_bull+elliott_wave3_bull+mtf_macd_bull+cross_target_relative_up,129,31,6.78493909,,4,4,0.00000000,0.00000000
d1,300,1,price200_bull+inside_2,194,37,6.76745214,,3,3,0.00000000,0.00000000
d1,300,1,price200_bull+atr_expand+mtf_volatility+cross_target_relative_up,130,25,6.73274725,,2,2,0.00000000,0.00000000
d1,300,1,price200_bull+horizontal_break_up+mtf_volatility+cross_target_relative_up,131,27,6.68135224,,2,2,0.00000000,0.00000000
d1,300,1,sma_stack_bull+horizontal_break_up+elliott_impulse_bull+mtf_volatility,132,30,6.63073593,,3,3,0.00000000,0.00000000
d1,300,1,sma_stack_bull+elliott_wave3_bull+cross_target_relative_up,133,31,6.58088077,,4,4,0.00000000,0.00000000
d1,300,1,price200_bull+di_spread_up3+volatility+horizontal_break_up,133,25,6.58088077,,1,1,0.00000000,0.00000000
d1,300,1,di_spread_up3+bb_expand+pullback_bull+cross_target_relative_up,133,22,6.58088077,,1,1,0.00000000,0.00000000
d1,300,1,volatility+horizontal_break_up+elliott_wave3_bull+mtf_macd_bull,133,29,6.58088077,,3,3,0.00000000,0.00000000
d1,300,1,horizontal_break_up+mtf_volatility+cross_target_relative_up,134,28,6.53176972,,2,2,0.00000000,0.00000000
d1,300,1,ichimoku_cloud_bull+di_spread_up3+horizontal_break_up+cross_target_relative_up,134,18,6.53176972,,1,1,0.00000000,0.00000000
d1,300,1,sma_stack_bull+bb_expand+elliott_wave3_bull+mtf_macd_bull,134,33,6.53176972,,3,3,0.00000000,0.00000000
d1,300,1,ichimoku_cloud_bull+elliott_impulse_bull+mtf_volatility+cross_target_relative_up,134,18,6.53176972,,1,1,0.00000000,0.00000000
d1,300,1,di_spread_up3+volatility+horizontal_break_up+mtf_macd_bull,134,24,6.53176972,,1,1,0.00000000,0.00000000
d1,300,1,ichimoku_cloud_bull+volatility+pullback_bull+mtf_macd_bull,270,56,6.48338624,,7,7,0.00000000,0.00000000
d1,300,1,atr_expand+impulse_bull+mtf_adx25,135,23,6.48338624,,1,1,0.00000000,0.00000000
d1,300,1,ichimoku_cloud_bull+adx_up3+pullback_bull+mtf_volatility,203,37,6.46741731,,5,5,0.00000000,0.00000000
d1,300,1,sma_stack_bull+di_spread_up3+elliott_impulse_bull+mtf_volatility,136,26,6.43571429,,2,2,0.00000000,0.00000000
d1,300,1,price200_bull+volatility+horizontal_break_up+elliott_wave3_bull,136,31,6.43571429,,3,3,0.00000000,0.00000000
d1,300,1,di_spread_up3+volatility+horizontal_break_up+elliott_impulse_bull,136,21,6.43571429,,1,1,0.00000000,0.00000000
d1,300,1,ichimoku_cloud_bull+bb_expand+horizontal_break_up+elliott_wave3_bull,137,31,6.38873827,,3,3,0.00000000,0.00000000
d1,300,1,price200_bull+atr_expand+cross_target_relative_up,138,25,6.34244306,,2,2,0.00000000,0.00000000
d1,300,1,sma_stack_bull+range_tight+mtf_volatility,138,49,6.34244306,,4,4,0.00000000,0.00000000
d1,300,1,sma_stack_bull+horizontal_break_up+elliott_wave3_bull+mtf_adx25,138,29,6.34244306,,3,3,0.00000000,0.00000000
d1,300,1,volatility+elliott_wave3_bull+mtf_adx25+cross_target_relative_up,138,18,6.34244306,,1,1,0.00000000,0.00000000
d1,300,1,atr_expand+mtf_adx25,485,125,6.31628866,,11,11,0.00000000,0.00000000
d1,300,1,sma_stack_bull+volatility+mtf_volatility+cross_target_relative_up,278,51,6.29681398,,5,5,0.00000000,0.00000000
d1,300,1,price200_bull+atr_expand+mtf_macd_bull,139,28,6.29681398,,1,1,0.00000000,0.00000000
d1,300,1,sma_stack_bull+bb_expand+elliott_wave3_bull,140,34,6.25183673,,3,3,0.00000000,0.00000000
d1,300,1,ichimoku_cloud_bull+di_spread_up3+volatility+elliott_wave3_bull,140,33,6.25183673,,2,2,0.00000000,0.00000000
d1,300,1,di_spread_up3+volatility+horizontal_break_up,141,25,6.20749747,,1,1,0.00000000,0.00000000
d1,300,1,price200_bull+volatility+elliott_wave3_bull+cross_target_relative_up,142,22,6.16378270,,2,2,0.00000000,0.00000000
d1,300,1,di_spread_up3+bb_expand+pullback_bull+cross_group_return_up,142,22,6.16378270,,1,1,0.00000000,0.00000000
d1,300,1,bb_expand+elliott_impulse_bull+mtf_volatility+cross_target_relative_up,142,26,6.16378270,,3,3,0.00000000,0.00000000
d1,300,1,volatility+horizontal_break_up+elliott_wave3_bull,143,31,6.12067932,,3,3,0.00000000,0.00000000
d1,300,1,horizontal_break_up+elliott_wave3_bull+mtf_adx25+cross_target_relative_up,143,29,6.12067932,,1,1,0.00000000,0.00000000
d1,300,1,sma_stack_bull+elliott_wave3_bull+mtf_volatility,144,32,6.07817460,,3,3,0.00000000,0.00000000
d1,300,1,sma_stack_bull+di_spread_up3+horizontal_break_up+elliott_wave3_bull,144,35,6.07817460,,4,4,0.00000000,0.00000000
d1,300,1,price200_bull+volatility+elliott_impulse_bull+mtf_volatility,144,25,6.07817460,,2,2,0.00000000,0.00000000
d1,300,1,sma_stack_bull+horizontal_break_up+mtf_volatility,145,31,6.03625616,,3,3,0.00000000,0.00000000
d1,300,1,bb_expand+horizontal_break_up+elliott_impulse_bull+mtf_volatility,145,35,6.03625616,,4,4,0.00000000,0.00000000
d1,300,1,sma_stack_bull+adx_up3+volatility+mtf_macd_bull,146,38,5.99491194,,5,5,0.00000000,0.00000000
d1,300,1,ichimoku_cloud_bull+horizontal_break_up+elliott_wave3_bull+mtf_adx25,146,29,5.99491194,,1,1,0.00000000,0.00000000
d1,300,1,di_spread_up3+volatility+elliott_wave3_bull+mtf_volatility,147,18,5.95413022,,1,1,0.00000000,0.00000000
d1,300,1,ichimoku_cloud_bull+bb_expand+elliott_wave3_bull+mtf_adx25,149,25,5.87420901,,2,2,0.00000000,0.00000000
d1,300,1,di_spread_up3+horizontal_break_up+elliott_wave3_bull+mtf_volatility,149,32,5.87420901,,1,1,0.00000000,0.00000000
d1,300,1,ichimoku_cloud_bull+rci_strong_bull+elliott_pullback_bull,224,45,5.86109694,,5,5,0.00000000,0.00000000
d1,300,1,di_spread_up3+pullback_bull+mtf_volatility+cross_group_return_up,224,23,5.86109694,,1,1,0.00000000,0.00000000
d1,300,1,ichimoku_cloud_bull+range_tight+cross_target_relative_up,151,25,5.79640492,,2,2,0.00000000,0.00000000
d1,300,1,ichimoku_cloud_bull+di_spread_up3+horizontal_break_up+elliott_wave3_bull,151,31,5.79640492,,1,1,0.00000000,0.00000000
d1,300,3,pin_bull+mtf_adx25,180,39,6.41415410,0.00000000,4,0,0.00000000,0.00000000
d1,300,3,volatility+breakout20_up+mtf_adx25+cross_group_bull,122,16,5.67810363,0.00000000,1,0,0.00000000,0.00000000
d1,300,3,volatility+breakout_up20+mtf_adx25+cross_group_bull,122,16,5.67810363,0.00000000,1,0,0.00000000,0.00000000
d1,300,3,volatility+retest_up+mtf_adx25+cross_group_bull,122,16,5.67810363,0.00000000,1,0,0.00000000,0.00000000
d1,300,3,volatility+pin_bull,166,36,5.56408549,0.00000000,4,0,0.00000000,0.00000000
d1,300,3,atr_expand+mtf_adx25+cross_target_relative_up,176,33,5.24794427,0.00000000,2,0,0.00000000,0.00000000
d1,300,3,trend_bull+volatility+elliott_impulse_bull+cross_target_relative_up,133,15,5.20848604,0.00000000,1,0,0.00000000,0.00000000
d1,300,3,volatility+breakout20_up+mtf_adx25+cross_target_relative_up,148,16,5.20066549,0.00000000,1,0,0.00000000,0.00000000
d1,300,3,volatility+breakout_up20+mtf_adx25+cross_target_relative_up,148,16,5.20066549,0.00000000,1,0,0.00000000,0.00000000
d1,300,3,bb_expand+pin_bull,120,20,5.13132328,0.00000000,3,0,0.00000000,0.00000000
d1,300,3,rsi60+volatility+breakout20_up+cross_group_bull,136,22,5.09359296,0.00000000,2,0,0.00000000,0.00000000
d1,300,3,rsi60+volatility+breakout_up20+cross_group_bull,136,22,5.09359296,0.00000000,2,0,0.00000000,0.00000000
d1,300,3,rsi60+volatility+retest_up+cross_group_bull,136,22,5.09359296,0.00000000,2,0,0.00000000,0.00000000
d1,300,3,ichimoku_cloud_bull+volatility+breakout20_up+close_near_high,122,23,5.04720323,0.00000000,2,0,0.00000000,0.00000000
d1,300,3,ichimoku_cloud_bull+volatility+breakout_up20+close_near_high,122,23,5.04720323,0.00000000,2,0,0.00000000,0.00000000
d1,300,3,ichimoku_cloud_bull+breakout20_up+mtf_adx25+cross_group_bull,187,29,4.93924166,0.00000000,1,0,0.00000000,0.00000000
d1,300,3,ichimoku_cloud_bull+breakout_up20+mtf_adx25+cross_group_bull,187,29,4.93924166,0.00000000,1,0,0.00000000,0.00000000
d1,300,3,ichimoku_cloud_bull+retest_up+mtf_adx25+cross_group_bull,187,29,4.93924166,0.00000000,1,0,0.00000000,0.00000000
d1,300,3,trend_bull+rci_strong_bull+volatility+cross_group_bull,156,27,4.93396470,0.00000000,1,0,0.00000000,0.00000000
d1,300,3,ichimoku_cloud_bull+breakout20_up+close_near_high+elliott_wave3_bull,159,36,4.84087102,0.00000000,3,0,0.00000000,0.00000000
d1,300,3,ichimoku_cloud_bull+breakout_up20+close_near_high+elliott_wave3_bull,159,36,4.84087102,0.00000000,3,0,0.00000000,0.00000000
d1,300,3,ichimoku_cloud_bull+breakout20_up+mtf_adx25+cross_group_return_up,208,40,4.81061558,0.00000000,5,0,0.00000000,0.00000000
d1,300,3,ichimoku_cloud_bull+breakout_up20+mtf_adx25+cross_group_return_up,208,40,4.81061558,0.00000000,5,0,0.00000000,0.00000000
d1,300,3,ichimoku_cloud_bull+retest_up+mtf_adx25+cross_group_return_up,208,38,4.81061558,0.00000000,5,0,0.00000000,0.00000000
d1,300,3,volatility+breakout20_up+mtf_adx25+cross_group_return_up,144,25,4.81061558,0.00000000,3,0,0.00000000,0.00000000
d1,300,3,volatility+breakout_up20+mtf_adx25+cross_group_return_up,144,25,4.81061558,0.00000000,3,0,0.00000000,0.00000000
d1,300,3,volatility+retest_up+mtf_adx25+cross_group_return_up,144,23,4.81061558,0.00000000,2,0,0.00000000,0.00000000
d1,300,3,ichimoku_cloud_bull+breakout20_up+close_near_high+cross_group_return_up,193,43,4.78569011,0.00000000,3,0,0.00000000,0.00000000
d1,300,3,ichimoku_cloud_bull+breakout_up20+close_near_high+cross_group_return_up,193,43,4.78569011,0.00000000,3,0,0.00000000,0.00000000
d1,300,3,sma_stack_bull+rsi60+volatility+elliott_wave5_bull,129,22,4.77332398,0.00000000,2,0,0.00000000,0.00000000
d1,300,3,ichimoku_cloud_bull+breakout20_up+close_near_high+cross_group_bull,178,32,4.75656372,0.00000000,2,0,0.00000000,0.00000000
d1,300,3,ichimoku_cloud_bull+breakout_up20+close_near_high+cross_group_bull,178,32,4.75656372,0.00000000,2,0,0.00000000,0.00000000
d1,300,3,volatility+breakout20_up+mtf_rsi60+cross_group_bull,146,24,4.74471673,0.00000000,2,0,0.00000000,0.00000000
d1,300,3,volatility+breakout_up20+mtf_rsi60+cross_group_bull,146,24,4.74471673,0.00000000,2,0,0.00000000,0.00000000
d1,300,3,volatility+retest_up+mtf_rsi60+cross_group_bull,146,24,4.74471673,0.00000000,2,0,0.00000000,0.00000000
d1,300,3,sma_stack_bull+volatility+breakout20_up+elliott_impulse_bull,130,24,4.73660611,0.00000000,2,0,0.00000000,0.00000000
d1,300,3,sma_stack_bull+volatility+breakout_up20+elliott_impulse_bull,130,24,4.73660611,0.00000000,2,0,0.00000000,0.00000000
d1,300,3,ichimoku_cloud_bull+atr_expand+mtf_volatility+cross_target_relative_up,130,27,4.73660611,0.00000000,3,0,0.00000000,0.00000000
d1,300,3,pin_bull+cross_target_relative_up,179,30,4.72999074,0.00000000,4,0,0.00000000,0.00000000
d1,300,3,volatility+breakout20_up+cross_group_bull,147,24,4.71243975,0.00000000,2,0,0.00000000,0.00000000
d1,300,3,volatility+breakout_up20+cross_group_bull,147,24,4.71243975,0.00000000,2,0,0.00000000,0.00000000
d1,300,3,volatility+retest_up+cross_group_bull,147,24,4.71243975,0.00000000,2,0,0.00000000,0.00000000
d1,300,3,volatility+breakout20_up+retest_up+cross_group_bull,147,24,4.71243975,0.00000000,2,0,0.00000000,0.00000000
d1,300,3,volatility+breakout_up20+retest_up+cross_group_bull,147,24,4.71243975,0.00000000,2,0,0.00000000,0.00000000
d1,300,3,volatility+retest_up+mtf_adx25+cross_target_relative_up,147,16,4.71243975,0.00000000,1,0,0.00000000,0.00000000
d1,300,3,rci_strong_bull+volatility+mtf_adx25+cross_group_bull,165,25,4.66483935,0.00000000,2,0,0.00000000,0.00000000
d1,300,3,ichimoku_cloud_bull+volatility+breakout20_up+mtf_adx25,149,23,4.64918552,0.00000000,3,0,0.00000000,0.00000000
d1,300,3,ichimoku_cloud_bull+volatility+breakout_up20+mtf_adx25,149,23,4.64918552,0.00000000,3,0,0.00000000,0.00000000
d1,300,3,trend_bull+volatility+breakout20_up+mtf_adx25,149,21,4.64918552,0.00000000,2,0,0.00000000,0.00000000
d1,300,3,trend_bull+volatility+breakout_up20+mtf_adx25,149,21,4.64918552,0.00000000,2,0,0.00000000,0.00000000
d1,300,3,sma_stack_bull+volatility+elliott_wave5_bull+mtf_rsi60,134,22,4.59521488,0.00000000,2,0,0.00000000,0.00000000
d1,300,3,sma_stack_bull+breakout20_up+mtf_adx25+cross_group_bull,134,27,4.59521488,0.00000000,2,0,0.00000000,0.00000000
d1,300,3,sma_stack_bull+breakout_up20+mtf_adx25+cross_group_bull,134,27,4.59521488,0.00000000,2,0,0.00000000,0.00000000
d1,300,3,sma_stack_bull+retest_up+mtf_adx25+cross_group_bull,134,27,4.59521488,0.00000000,2,0,0.00000000,0.00000000
d1,300,3,sma_stack_bull+volatility+elliott_wave5_bull,135,22,4.56117625,0.00000000,2,0,0.00000000,0.00000000
d1,300,3,sma_stack_bull+rsi60+volatility+elliott_impulse_bull,152,31,4.55742528,0.00000000,3,0,0.00000000,0.00000000
d1,300,3,trend_bull+volatility+mtf_rsi60+cross_group_bull,238,40,4.52763819,0.00000000,4,0,0.00000000,0.00000000
d1,300,3,sma_stack_bull+horizontal_break_up+elliott_impulse_bull+cross_group_bull,153,39,4.52763819,0.00000000,4,0,0.00000000,0.00000000
d1,300,3,ichimoku_cloud_bull+atr_expand+cross_target_relative_up,136,27,4.52763819,0.00000000,3,0,0.00000000,0.00000000
d1,300,3,ichimoku_cloud_bull+breakout20_up+mtf_rsi60+cross_group_bull,256,53,4.50995210,0.00000000,4,0,0.00000000,0.00000000
d1,300,3,ichimoku_cloud_bull+breakout_up20+mtf_rsi60+cross_group_bull,256,53,4.50995210,0.00000000,4,0,0.00000000,0.00000000
d1,300,3,ichimoku_cloud_bull+retest_up+mtf_rsi60+cross_group_bull,256,53,4.50995210,0.00000000,4,0,0.00000000,0.00000000
d1,300,3,volatility+breakout20_up+elliott_impulse_bull+cross_group_bull,137,23,4.49458974,0.00000000,1,0,0.00000000,0.00000000
d1,300,3,volatility+breakout_up20+elliott_impulse_bull+cross_group_bull,137,23,4.49458974,0.00000000,1,0,0.00000000,0.00000000
d1,300,3,volatility+retest_up+elliott_impulse_bull+cross_group_bull,137,23,4.49458974,0.00000000,1,0,0.00000000,0.00000000
d1,300,3,ichimoku_cloud_bull+horizontal_break_up+close_near_high+elliott_wave3_bull,120,31,4.48990787,0.00000000,3,0,0.00000000,0.00000000
d1,300,3,ichimoku_cloud_bull+breakout20_up+cross_group_bull,258,53,4.47499124,0.00000000,4,0,0.00000000,0.00000000
d1,300,3,ichimoku_cloud_bull+breakout_up20+cross_group_bull,258,53,4.47499124,0.00000000,4,0,0.00000000,0.00000000
d1,300,3,ichimoku_cloud_bull+retest_up+cross_group_bull,258,53,4.47499124,0.00000000,4,0,0.00000000,0.00000000
d1,300,3,ichimoku_cloud_bull+breakout20_up+retest_up+cross_group_bull,258,53,4.47499124,0.00000000,4,0,0.00000000,0.00000000
d1,300,3,ichimoku_cloud_bull+breakout_up20+retest_up+cross_group_bull,258,53,4.47499124,0.00000000,4,0,0.00000000,0.00000000
d1,300,3,trend_bull+volatility+horizontal_break_up+elliott_impulse_bull,139,27,4.42991938,0.00000000,2,0,0.00000000,0.00000000
d1,300,3,rsi60+volatility+breakout20_up+cross_target_relative_up,174,20,4.42355455,0.00000000,1,0,0.00000000,0.00000000
d1,300,3,rsi60+volatility+breakout_up20+cross_target_relative_up,174,20,4.42355455,0.00000000,1,0,0.00000000,0.00000000
d1,300,3,ichimoku_cloud_bull+breakout20_up+elliott_wave3_bull+cross_group_bull,122,29,4.41630283,0.00000000,2,0,0.00000000,0.00000000
d1,300,3,ichimoku_cloud_bull+breakout_up20+elliott_wave3_bull+cross_group_bull,122,29,4.41630283,0.00000000,2,0,0.00000000,0.00000000
d1,300,3,ichimoku_cloud_bull+retest_up+elliott_wave3_bull+cross_group_bull,122,29,4.41630283,0.00000000,2,0,0.00000000,0.00000000
d1,300,3,ichimoku_cloud_bull+breakout20_up+mtf_rsi60+cross_group_return_up,280,72,4.39827710,0.00000000,7,0,0.00000000,0.00000000
d1,300,3,ichimoku_cloud_bull+breakout_up20+mtf_rsi60+cross_group_return_up,280,72,4.39827710,0.00000000,7,0,0.00000000,0.00000000
d1,300,3,ichimoku_cloud_bull+retest_up+mtf_rsi60+cross_group_return_up,280,70,4.39827710,0.00000000,7,0,0.00000000,0.00000000
d1,300,3,ichimoku_cloud_bull+rsi60+volatility+breakout20_up,175,37,4.39827710,0.00000000,4,0,0.00000000,0.00000000
d1,300,3,ichimoku_cloud_bull+rsi60+volatility+breakout_up20,175,37,4.39827710,0.00000000,4,0,0.00000000,0.00000000
d1,300,3,ichimoku_cloud_bull+breakout20_up+cross_group_return_up,282,73,4.36708365,0.00000000,7,0,0.00000000,0.00000000
d1,300,3,ichimoku_cloud_bull+breakout_up20+cross_group_return_up,282,73,4.36708365,0.00000000,7,0,0.00000000,0.00000000
d1,300,3,ichimoku_cloud_bull+retest_up+cross_group_return_up,282,71,4.36708365,0.00000000,7,0,0.00000000,0.00000000
d1,300,3,ichimoku_cloud_bull+breakout20_up+retest_up+cross_group_return_up,282,71,4.36708365,0.00000000,7,0,0.00000000,0.00000000
d1,300,3,ichimoku_cloud_bull+breakout_up20+retest_up+cross_group_return_up,282,71,4.36708365,0.00000000,7,0,0.00000000,0.00000000
d1,300,3,ichimoku_cloud_bull+rsi60+breakout20_up+cross_group_bull,248,51,4.34507213,0.00000000,4,0,0.00000000,0.00000000
d1,300,3,ichimoku_cloud_bull+rsi60+breakout_up20+cross_group_bull,248,51,4.34507213,0.00000000,4,0,0.00000000,0.00000000
d1,300,3,ichimoku_cloud_bull+rsi60+retest_up+cross_group_bull,248,51,4.34507213,0.00000000,4,0,0.00000000,0.00000000
d1,300,3,sma_stack_bull+rsi60+volatility+breakout20_up,142,29,4.33632953,0.00000000,3,0,0.00000000,0.00000000
d1,300,3,sma_stack_bull+rsi60+volatility+breakout_up20,142,29,4.33632953,0.00000000,3,0,0.00000000,0.00000000
d1,300,3,sma_stack_bull+volatility+breakout20_up+mtf_rsi60,142,28,4.33632953,0.00000000,3,0,0.00000000,0.00000000
d1,300,3,sma_stack_bull+volatility+breakout_up20+mtf_rsi60,142,28,4.33632953,0.00000000,3,0,0.00000000,0.00000000
d1,300,3,sma_stack_bull+breakout20_up+mtf_adx25+cross_group_return_up,142,35,4.33632953,0.00000000,4,0,0.00000000,0.00000000
d1,300,3,sma_stack_bull+breakout_up20+mtf_adx25+cross_group_return_up,142,35,4.33632953,0.00000000,4,0,0.00000000,0.00000000
d1,300,5,volatility+breakout20_up+mtf_adx25+cross_group_bull,122,16,4.79966685,0.00000000,1,0,0.00000000,0.00000000
d1,300,5,volatility+breakout_up20+mtf_adx25+cross_group_bull,122,16,4.79966685,0.00000000,1,0,0.00000000,0.00000000
d1,300,5,volatility+retest_up+mtf_adx25+cross_group_bull,122,16,4.79966685,0.00000000,1,0,0.00000000,0.00000000
d1,300,5,price200_bull+volatility+breakout20_up+cross_group_bull,127,23,4.61070359,0.00000000,2,0,0.00000000,0.00000000
d1,300,5,price200_bull+volatility+breakout_up20+cross_group_bull,127,23,4.61070359,0.00000000,2,0,0.00000000,0.00000000
d1,300,5,price200_bull+volatility+retest_up+cross_group_bull,127,23,4.61070359,0.00000000,2,0,0.00000000,0.00000000
d1,300,5,ichimoku_cloud_bull+volatility+breakout20_up+mtf_adx25,149,23,4.55044360,0.00000000,3,0,0.00000000,0.00000000
d1,300,5,ichimoku_cloud_bull+volatility+breakout_up20+mtf_adx25,149,23,4.55044360,0.00000000,3,0,0.00000000,0.00000000
d1,300,5,volatility+breakout20_up+mtf_trend_bull+cross_group_bull,129,21,4.53921982,0.00000000,1,0,0.00000000,0.00000000
d1,300,5,volatility+breakout_up20+mtf_trend_bull+cross_group_bull,129,21,4.53921982,0.00000000,1,0,0.00000000,0.00000000
d1,300,5,volatility+retest_up+mtf_trend_bull+cross_group_bull,129,21,4.53921982,0.00000000,1,0,0.00000000,0.00000000
d1,300,5,rci_strong_bull+volatility+mtf_adx25+cross_group_bull,165,25,4.48275105,0.00000000,2,0,0.00000000,0.00000000
d1,300,5,ichimoku_cloud_bull+volatility+retest_up+mtf_adx25,148,21,4.37295394,0.00000000,3,0,0.00000000,0.00000000
d1,300,5,sma_stack_bull+volatility+strong_close_bull+mtf_adx25,159,33,4.26425218,0.00000000,1,0,0.00000000,0.00000000
d1,300,5,price200_bull+rci_strong_bull+volatility+strong_close_bull,154,23,4.20257911,0.00000000,1,0,0.00000000,0.00000000
d1,300,5,volatility+elliott_impulse_bull+mtf_trend_bull+cross_group_bull,155,23,4.17546570,0.00000000,1,0,0.00000000,0.00000000
d1,300,5,volatility+horizontal_break_up+elliott_wave5_bull+mtf_adx25,126,21,4.15810737,0.00000000,2,0,0.00000000,0.00000000
d1,300,5,ichimoku_cloud_bull+volatility+breakout20_up+mtf_trend_bull,172,37,4.12113378,0.00000000,4,0,0.00000000,0.00000000
d1,300,5,ichimoku_cloud_bull+volatility+breakout_up20+mtf_trend_bull,172,37,4.12113378,0.00000000,4,0,0.00000000,0.00000000
