timeframe,target_pips,horizon_bars,conditions,discovery_n,oos_n,discovery_lift,oos_lift,oos_pairs_n_ge5,oos_pairs_above_base,oos_pair_hit_mean,oos_min_pair_hit
d1,50,1,sma_stack_bull+adx25+volatility+mtf_volatility,428,89,1.51953634,1.87874358,7,4,0.32064135,0.00000000
d1,50,1,adx25+atr_expand+mtf_macd_rising,169,43,1.51599430,1.41402265,5,3,0.35666667,0.16666667
d1,50,1,sma_stack_bull+rci_bull+atr_expand+mtf_volatility,143,44,1.51599430,1.49704292,4,3,0.32738095,0.14285714
d1,50,1,trend_bull+pin_bull+mtf_price200_bull+cross_group_return_up,133,29,1.51143492,1.57249071,4,3,0.31398810,0.16666667
d1,50,1,rci_bull+pin_bull+cross_group_return_up,134,30,1.50015555,0.84448575,4,2,0.15972222,0.00000000
d1,50,1,price200_bull+pin_bull+mtf_price200_bull+cross_group_bull,134,28,1.50015555,1.62865109,4,4,0.31041667,0.20000000
d1,50,1,sma_stack_bull+adx_up3+bb_expand+mtf_volatility,248,83,1.49398793,1.40408474,7,5,0.26256759,0.00000000
d1,50,1,sma_stack_bull+volatility+mtf_volatility,784,148,1.49317704,1.71179544,10,7,0.29397884,0.00000000
d1,50,1,rci_bull+pin_bull+mtf_price200_bull+cross_group_return_up,132,26,1.49302469,0.97440663,3,2,0.23412698,0.16666667
d1,50,1,sma_stack_bull+atr_expand,251,84,1.49183503,1.44768986,6,4,0.27034632,0.00000000
d1,50,1,trend_bull+adx25+atr_expand+mtf_volatility,164,46,1.49011147,1.32180378,4,2,0.28541667,0.12500000
d1,50,1,sma_stack_bull+bb_expand+mtf_volatility,477,145,1.48739063,1.50260223,9,7,0.28990035,0.00000000
d1,50,1,adx25+atr_expand,323,69,1.47656906,1.46867087,8,6,0.31125992,0.12500000
d1,50,1,sma_stack_bull+rci_bull+atr_expand,147,45,1.47474275,1.46377530,4,3,0.32043651,0.14285714
d1,50,1,adx_up3+volatility+mtf_macd_rising,409,95,1.47448052,1.54674232,10,8,0.29988095,0.12500000
d1,50,1,pin_bull+mtf_price200_bull+cross_target_relative_up,123,19,1.47408877,1.33339855,3,3,0.27619048,0.20000000
d1,50,1,price200_bull+pin_bull+mtf_price200_bull+cross_group_return_up,150,32,1.47152513,1.42506970,4,3,0.27976190,0.16666667
d1,50,1,trend_bull+rci_bull+atr_expand+mtf_volatility,180,48,1.44524790,1.58341078,5,4,0.34190476,0.14285714
d1,50,1,price200_bull+rci_bull+pin_bull+cross_group_return_up,123,30,1.44204336,0.84448575,4,2,0.15972222,0.00000000
d1,50,1,price200_bull+adx25+atr_expand+mtf_volatility,190,45,1.43141778,1.23857910,3,2,0.31944444,0.12500000
d1,50,1,trend_bull+adx_up3+volatility+mtf_macd_rising,146,32,1.43084941,0.95004647,2,2,0.34285714,0.28571429
d1,50,1,trend_bull+adx25+bb_expand+mtf_volatility,313,69,1.42300040,1.39523733,8,5,0.23898810,0.00000000
d1,50,1,trend_bull+adx_up3+volatility,341,70,1.42174480,0.94099841,7,2,0.21598639,0.00000000
d1,50,1,adx_up3+volatility+mtf_volatility+cross_target_relative_up,200,33,1.41897066,1.84251436,3,2,0.51428571,0.14285714
d1,50,1,sma_stack_bull+atr_expand+mtf_price200_bull,150,31,1.41897066,0.81724427,2,0,0.13392857,0.12500000
d1,50,1,sma_stack_bull+rci_bull+volatility+mtf_volatility,467,77,1.41795784,1.57929803,6,3,0.29444444,0.00000000
d1,50,1,trend_bull+volatility+mtf_volatility,895,147,1.41368586,1.65450269,10,8,0.31807359,0.00000000
d1,50,1,trend_bull+adx25+atr_expand,176,46,1.41090833,1.32180378,4,2,0.28541667,0.12500000
d1,50,1,trend_bull+bb_expand+close_near_high+mtf_volatility,179,39,1.40928185,1.55905061,4,4,0.44642857,0.20000000
d1,50,1,trend_bull+adx25+volatility+mtf_volatility,487,89,1.40828711,1.76488033,7,5,0.33902297,0.00000000
d1,50,1,sma_stack_bull+adx_up3+volatility+mtf_price200_bull,222,39,1.40263617,0.38976265,3,1,0.11111111,0.00000000
d1,50,1,trend_bull+rci_bull+volatility+mtf_volatility,551,93,1.40208838,1.63448855,7,5,0.33537415,0.00000000
d1,50,1,sma_stack_bull+rci_bull+atr_expand+mtf_price200_bull,130,28,1.39471476,0.72384493,2,0,0.15476190,0.14285714
d1,50,1,trend_bull+atr_expand+mtf_volatility,283,82,1.39278628,1.42120773,8,6,0.28613782,0.00000000
d1,50,1,price200_bull+adx25+atr_expand,204,46,1.39114771,1.21165347,3,2,0.31944444,0.12500000
d1,50,1,trend_bull+rci_bull+atr_expand,190,49,1.38992740,1.55109627,5,4,0.33634921,0.14285714
d1,50,1,adx25+volatility+mtf_volatility,973,163,1.38947967,1.95837800,12,10,0.36422333,0.00000000
d1,50,1,trend_bull+adx_up3+bb_expand+mtf_macd_rising,247,62,1.38833162,0.98069313,6,5,0.27890212,0.14285714
d1,50,1,adx_up3+volatility,853,189,1.38163419,1.47449893,12,8,0.29008661,0.00000000
d1,50,1,price200_bull+adx25+volatility+mtf_volatility,586,99,1.37888219,1.74015245,7,5,0.33683349,0.09090909
d1,50,1,price200_bull+volatility+mtf_volatility,1080,166,1.37590520,1.55670265,11,8,0.31407057,0.08333333
d1,50,1,trend_bull+bb_expand+mtf_volatility,604,137,1.37041869,1.40542154,10,7,0.25503340,0.00000000
d1,50,1,volatility+close_near_high+elliott_pullback_bull,127,37,1.36558857,2.05415453,4,4,0.40000000,0.20000000
d1,50,1,sma_stack_bull+volatility+elliott_pullback_bull+mtf_volatility,127,20,1.36558857,1.52007435,2,1,0.31250000,0.00000000
d1,50,1,sma_stack_bull+adx25+mtf_volatility,737,159,1.36377778,1.65710411,10,6,0.25771173,0.00000000
d1,50,1,sma_stack_bull+breakout20_up+close_near_high+elliott_impulse_bull,246,53,1.36192984,1.24282808,6,5,0.26150794,0.00000000
d1,50,1,sma_stack_bull+breakout_up20+close_near_high+elliott_impulse_bull,246,53,1.36192984,1.24282808,6,5,0.26150794,0.00000000
d1,50,1,sma_stack_bull+channel_breakout_up+close_near_high+elliott_impulse_bull,246,53,1.36192984,1.24282808,6,5,0.26150794,0.00000000
d1,50,3,volatility+pin_bull,166,36,1.52254539,1.51192457,4,4,0.68898810,0.62500000
d1,50,3,bb_expand+pin_bull,120,20,1.52113563,1.36073211,3,2,0.65714286,0.40000000
d1,50,3,pin_bull+mtf_volatility,161,27,1.45769874,1.67991619,3,3,0.78888889,0.70000000
d1,50,3,sma_stack_bull+adx_up3+volatility+mtf_volatility,200,57,1.44424306,1.23341215,7,4,0.45634921,0.00000000
d1,50,3,pin_bull+mtf_di_bull,189,26,1.43278081,1.39562268,3,2,0.62010582,0.40000000
d1,50,3,rci_bull+pin_bull+mtf_di_bull,136,20,1.43067378,1.24733777,2,1,0.62857143,0.40000000
d1,50,3,sma_stack_bull+pin_bull,195,63,1.41955514,1.40392996,4,4,0.62845763,0.57142857
d1,50,3,pin_bull+mtf_di_bull+cross_group_return_up,129,17,1.41500989,1.33405109,2,2,0.78571429,0.57142857
d1,50,3,trend_bull+pin_bull+cross_group_return_up,144,31,1.40691116,1.24367989,4,4,0.56696429,0.50000000
d1,50,3,trend_bull+pin_bull+mtf_price200_bull+cross_group_return_up,133,29,1.40261701,1.25124792,4,4,0.56696429,0.50000000
d1,50,3,trend_bull+pin_bull+cross_group_bull,128,27,1.39472257,1.34393295,4,4,0.59523810,0.50000000
d1,50,3,trend_bull+pin_bull,246,64,1.39434035,1.45286502,4,4,0.64285289,0.53846154
d1,50,3,trend_bull+adx_up3+volatility+mtf_volatility,206,47,1.39244038,1.20632280,6,3,0.46296296,0.00000000
d1,50,3,trend_bull+pin_bull+mtf_di_bull,124,22,1.39118395,1.34011496,3,2,0.61904762,0.40000000
d1,50,3,pin_bull+cross_group_return_up,211,42,1.38796397,1.34993265,4,4,0.60934343,0.54545455
d1,50,3,trend_bull+pin_bull+mtf_price200_bull+cross_group_bull,120,25,1.38740942,1.36073211,4,4,0.59642857,0.50000000
d1,50,3,price200_bull+pin_bull+mtf_di_bull,155,25,1.38471333,1.36073211,3,2,0.61547619,0.40000000
d1,50,3,rci_bull+pin_bull+mtf_price200_bull+cross_group_return_up,132,26,1.38285057,1.04671701,3,2,0.50992063,0.33333333
d1,50,3,pin_bull+mtf_price200_bull+cross_group_return_up,164,32,1.38210930,1.27568636,4,4,0.57341270,0.50000000
d1,50,3,price200_bull+pin_bull+cross_group_return_up,179,40,1.37835115,1.30403494,4,4,0.58636364,0.50000000
d1,50,3,sma_stack_bull+pin_bull+mtf_price200_bull,150,44,1.37737995,1.23702919,4,3,0.54318598,0.42857143
d1,50,3,price200_bull+pin_bull+mtf_price200_bull+cross_group_return_up,150,32,1.37737995,1.27568636,4,4,0.57341270,0.50000000
d1,50,3,rci_bull+pin_bull+cross_group_return_up,134,30,1.37718036,1.05834720,4,2,0.46180556,0.33333333
d1,50,3,rci_bull+pin_bull,237,52,1.37111683,1.22116985,4,3,0.53624023,0.40000000
d1,50,3,adx_up3+atr_expand+mtf_volatility,218,59,1.37100036,1.07628529,6,4,0.44120370,0.00000000
d1,50,3,price200_bull+rci_bull+pin_bull+cross_group_return_up,123,30,1.36987824,1.05834720,4,2,0.46180556,0.33333333
d1,50,3,sma_stack_bull+adx25+atr_expand+mtf_volatility,145,45,1.36954083,1.41112960,4,4,0.72638889,0.55555556
d1,50,3,pin_bull+cross_group_bull,185,37,1.36617587,1.40976750,4,4,0.62594697,0.54545455
d1,50,3,trend_bull+rci_bull+pin_bull,162,42,1.36202620,1.24193804,4,3,0.54285714,0.42857143
d1,50,3,price200_bull+pin_bull,327,81,1.36179901,1.45592736,4,4,0.64594474,0.52941176
d1,50,3,pin_bull+mtf_price200_bull+cross_group_bull,146,28,1.36016042,1.37693130,4,4,0.60138889,0.50000000
d1,50,3,rci_bull+pin_bull+mtf_price200_bull,214,43,1.35913320,1.21305576,4,4,0.53515929,0.44444444
d1,50,3,trend_bull+rci_bull+pin_bull+mtf_price200_bull,158,38,1.35842130,1.19362466,4,2,0.51813187,0.42857143
d1,50,3,adx_up3+atr_expand,229,60,1.35770060,1.05834720,6,3,0.42929894,0.00000000
d1,50,3,price200_bull+rci_bull+pin_bull+mtf_price200_bull,191,43,1.35476552,1.21305576,4,4,0.53515929,0.44444444
d1,50,3,price200_bull+rci_bull+pin_bull,202,52,1.35050231,1.22116985,4,3,0.53624023,0.40000000
d1,50,3,price200_bull+pin_bull+cross_group_bull,159,35,1.34987777,1.36073211,4,4,0.59866522,0.50000000
d1,50,3,price200_bull+pin_bull+mtf_price200_bull+cross_group_bull,134,28,1.34724166,1.37693130,4,4,0.60138889,0.50000000
d1,50,3,trend_bull+pin_bull+mtf_price200_bull,204,48,1.34709490,1.32293400,4,4,0.58981296,0.54545455
d1,50,3,price200_bull+pin_bull+cross_target_relative_up,143,28,1.34661358,1.37693130,4,3,0.61875000,0.37500000
d1,50,3,sma_stack_bull+adx25+atr_expand,155,45,1.34588959,1.41112960,4,4,0.72638889,0.55555556
d1,50,3,pin_bull+cross_target_relative_up,179,30,1.34473283,1.43632834,4,4,0.64206349,0.44444444
d1,50,3,pin_bull+mtf_price200_bull,270,53,1.34469133,1.32649986,4,4,0.59240759,0.53846154
d1,50,3,adx_up3+volatility+mtf_volatility,546,120,1.33726209,1.34183306,11,8,0.60902734,0.16666667
d1,50,3,price200_bull+pin_bull+mtf_price200_bull,243,53,1.33726209,1.32649986,4,4,0.59240759,0.53846154
d1,50,3,pin_bull+mtf_price200_bull+cross_target_relative_up,123,19,1.33726209,1.31298713,3,2,0.50476190,0.20000000
d1,50,3,price200_bull+adx_up3+volatility+mtf_volatility,278,60,1.32764150,1.17174154,6,4,0.54113757,0.25000000
d1,50,3,adx25+pin_bull,204,36,1.32742928,1.63791828,4,4,0.73819444,0.62500000
d1,50,3,adx25+volatility+inside_bar+mtf_volatility,202,30,1.32071182,1.20953966,1,0,0.20000000,0.20000000
d1,50,3,sma_stack_bull+adx_up3+volatility,297,82,1.31700054,1.24457205,7,4,0.49515088,0.00000000
d1,50,3,price200_bull+adx25+pin_bull,142,30,1.31371875,1.51192457,4,4,0.68898810,0.62500000
d1,50,3,adx_up3+volatility+mtf_volatility+cross_target_relative_up,200,33,1.30383054,1.58064841,3,3,0.79047619,0.57142857
d1,50,3,sma_stack_bull+volatility+inside_bar+mtf_volatility,166,34,1.29295522,1.00053832,2,1,0.51428571,0.42857143
d1,50,3,trend_bull+adx_up3+volatility,341,70,1.28824222,1.19874019,7,4,0.53117914,0.16666667
d1,50,3,sma_stack_bull+atr_expand+mtf_volatility,238,83,1.28107461,1.25690115,6,5,0.55749459,0.00000000
d1,50,3,sma_stack_bull+rci_bull+atr_expand+mtf_volatility,143,44,1.27647745,1.34011496,4,4,0.68898810,0.62500000
d1,50,3,sma_stack_bull+adx_up3+volatility+mtf_price200_bull,222,39,1.27401321,0.93041512,3,2,0.40740741,0.00000000
d1,50,3,sma_stack_bull+volatility+nr7,145,41,1.27270461,1.71474372,4,4,0.85208333,0.70000000
d1,50,3,trend_bull+adx25+atr_expand+mtf_volatility,164,46,1.27202979,1.38045287,4,4,0.72083333,0.50000000
d1,50,3,sma_stack_bull+adx25+volatility+mtf_volatility,428,89,1.27008654,1.35053936,7,4,0.50636206,0.00000000
d1,50,3,trend_bull+adx25+atr_expand,176,46,1.26508033,1.38045287,4,4,0.72083333,0.50000000
d1,50,3,volatility+close_near_high+elliott_pullback_bull,127,37,1.26355473,1.59365022,4,4,0.77708333,0.60000000
d1,50,3,sma_stack_bull+close_near_high+elliott_impulse_bull+cross_group_bull,162,38,1.26296975,1.37266836,4,4,0.77291667,0.62500000
d1,50,3,price200_bull+adx25+atr_expand,204,46,1.25859962,1.28184909,3,3,0.68518519,0.55555556
d1,50,3,price200_bull+volatility+nr7,212,53,1.25841409,1.75440304,5,5,0.88285714,0.70000000
d1,50,3,price200_bull+adx_up3+volatility+close_near_high,166,31,1.25670413,1.38999517,1,1,0.62500000,0.62500000
d1,50,3,price200_bull+adx25+atr_expand+mtf_volatility,190,45,1.25632254,1.31033463,3,3,0.68518519,0.55555556
d1,50,3,sma_stack_bull+bb_expand+elliott_impulse_bull+cross_group_return_up,123,30,1.25572172,1.20953966,2,1,0.56250000,0.12500000
d1,50,3,sma_stack_bull+rci_bull+atr_expand,147,45,1.25538890,1.31033463,4,4,0.66815476,0.62500000
d1,50,3,sma_stack_bull+atr_expand,251,84,1.25468216,1.24193804,6,5,0.55035173,0.00000000
d1,50,3,sma_stack_bull+close_near_high+elliott_wave5_bull+cross_group_bull,141,24,1.25190494,1.22843871,1,1,0.57142857,0.57142857
d1,50,3,adx25+atr_expand+mtf_volatility,303,67,1.25120067,1.32011324,8,6,0.57986111,0.20000000
d1,50,3,trend_bull+adx_up3+volatility+mtf_price200_bull,279,48,1.25098712,0.94495286,5,2,0.36825397,0.00000000
d1,50,3,sma_stack_bull+adx_up3+bb_expand+close_near_high,170,39,1.25073337,1.33747174,3,3,0.61851852,0.50000000
d1,50,3,price200_bull+rci_bull+volatility+nr7,130,26,1.24982572,1.57007552,1,1,0.75000000,0.75000000
d1,50,3,price200_bull+volatility+inside_bar+mtf_volatility,225,34,1.24811129,1.00053832,1,1,0.50000000,0.50000000
d1,50,3,adx_up3+volatility+inside_bar,169,45,1.24626497,1.15914217,4,2,0.47321429,0.00000000
d1,50,3,sma_stack_bull+rci_bull+elliott_wave5_bull+cross_group_bull,190,36,1.24576521,1.07094657,4,3,0.48055556,0.20000000
d1,50,3,trend_bull+volatility+close_near_high+cross_target_relative_up,211,26,1.24536493,1.30839626,2,2,0.57142857,0.57142857
d1,50,3,sma_stack_bull+adx25+bb_expand+mtf_volatility,253,70,1.24476373,1.32833373,7,5,0.57828131,0.00000000
d1,50,3,price200_bull+adx_up3+volatility,466,101,1.24399810,1.21253357,9,7,0.55098605,0.11111111
d1,50,3,sma_stack_bull+adx25+inside_bar+mtf_volatility,168,29,1.24174337,1.09484193,1,1,0.80000000,0.80000000
d1,50,3,sma_stack_bull+volatility+strong_close_bull+mtf_volatility,147,26,1.24174337,1.13394343,2,2,0.55000000,0.50000000
d1,50,3,trend_bull+rci_bull+volatility+strong_close_bull,275,55,1.24000667,1.03085766,4,2,0.52073864,0.40000000
d1,50,3,trend_bull+bb_expand+elliott_impulse_bull+cross_group_bull,191,26,1.23924288,1.22116985,1,0,0.20000000,0.20000000
d1,50,3,trend_bull+rci_bull+volatility+close_near_high,358,68,1.23827481,1.00053832,4,2,0.46246499,0.33333333
d1,50,3,sma_stack_bull+adx_up3+mtf_volatility,339,98,1.23667158,1.18022683,8,6,0.54311418,0.00000000
d1,50,3,adx25+atr_expand,323,69,1.23582890,1.31471702,8,6,0.59057540,0.20000000
d1,50,3,adx_up3+bb_expand+inside_bar+mtf_volatility,156,36,1.23439578,1.19694028,4,3,0.65833333,0.40000000
d1,50,3,trend_bull+volatility+inside_bar+mtf_volatility,187,27,1.23357065,1.00794971,1,1,0.50000000,0.50000000
d1,50,3,sma_stack_bull+volatility+mtf_volatility,784,148,1.23321491,1.22588479,10,6,0.46663492,0.00000000
d1,50,3,adx25+volatility+elliott_pullback_bull+mtf_di_bull,241,44,1.23183479,1.13394343,4,3,0.59444444,0.33333333
d1,50,3,sma_stack_bull+elliott_wave5_bull+cross_group_bull,202,40,1.23134034,1.13394343,5,3,0.47333333,0.20000000
d1,50,3,sma_stack_bull+elliott_wave5_bull+mtf_price200_bull+cross_group_bull,202,40,1.23134034,1.13394343,5,3,0.47333333,0.20000000
d1,50,3,volatility+nr7,378,80,1.23113018,1.78596090,11,11,0.78225108,0.50000000
d1,50,5,bb_expand+pin_bull,120,20,1.40957346,1.14909209,3,2,0.70476190,0.40000000
d1,50,5,sma_stack_bull+volatility+nr4+mtf_volatility,155,31,1.35615712,1.59675327,2,2,0.91666667,0.83333333
d1,50,5,pin_bull+mtf_volatility,161,27,1.32601737,1.44045732,3,3,0.82222222,0.80000000
d1,50,5,rci_bull+pin_bull+cross_group_return_up,134,30,1.32358151,1.11962819,4,3,0.64583333,0.50000000
d1,50,5,price200_bull+rci_bull+pin_bull+cross_group_return_up,123,30,1.32178804,1.11962819,4,3,0.64583333,0.50000000
d1,50,5,trend_bull+pin_bull+cross_group_bull,128,27,1.32147512,1.24403132,4,4,0.70386905,0.62500000
d1,50,5,rci_bull+pin_bull+mtf_di_bull,136,20,1.31619224,1.14909209,2,1,0.62857143,0.40000000
d1,50,5,pin_bull+mtf_di_bull,189,26,1.31203941,1.22388506,3,2,0.66772487,0.40000000
d1,50,5,trend_bull+volatility+nr4+mtf_volatility,174,25,1.31188960,1.62640726,2,2,0.90000000,0.80000000
d1,50,5,trend_bull+pin_bull+cross_group_return_up,144,31,1.31149634,1.14053805,4,4,0.66517857,0.57142857
d1,50,5,trend_bull+pin_bull+mtf_di_bull,124,22,1.31112846,1.12498526,3,2,0.61904762,0.40000000
d1,50,5,adx_up3+atr_expand+mtf_volatility,218,59,1.31076396,1.04871507,6,3,0.54140212,0.14285714
d1,50,5,volatility+nr4+mtf_di_bull+cross_target_relative_up,162,22,1.30769490,1.44640962,1,1,1.00000000,1.00000000
d1,50,5,volatility+pin_bull,166,36,1.30586289,1.27676899,4,4,0.74107143,0.71428571
d1,50,5,sma_stack_bull+adx_up3+volatility+mtf_volatility,200,57,1.30556610,1.30261451,7,5,0.68191610,0.14285714
d1,50,5,price200_bull+volatility+nr4+mtf_volatility,211,32,1.29976773,1.60209955,2,2,0.91666667,0.83333333
d1,50,5,rci_bull+volatility+nr4+cross_target_relative_up,158,27,1.29922588,1.37498199,1,1,1.00000000,1.00000000
d1,50,5,pin_bull+mtf_di_bull+cross_group_return_up,129,17,1.29850073,1.24788281,2,2,0.85714286,0.71428571
d1,50,5,nr4+elliott_pullback_bull+mtf_volatility,171,24,1.29649066,1.39953524,1,1,1.00000000,1.00000000
d1,50,5,price200_bull+pin_bull+mtf_di_bull,155,25,1.29258725,1.20212711,3,2,0.66309524,0.40000000
d1,50,5,adx_up3+atr_expand,229,60,1.29082913,1.06070039,6,4,0.55330688,0.14285714
d1,50,5,sma_stack_bull+pin_bull,195,63,1.28851226,1.26273856,4,4,0.72902661,0.64705882
d1,50,5,price200_bull+rci_bull+pin_bull,202,52,1.28450989,1.18988826,4,3,0.69290415,0.53846154
d1,50,5,rci_bull+pin_bull,237,52,1.28190286,1.18988826,4,3,0.69290415,0.53846154
d1,50,5,sma_stack_bull+bb_expand+retest_up+cross_group_bull,123,26,1.28173386,1.01990422,1,0,0.33333333,0.33333333
d1,50,5,volatility+nr4+mtf_di_bull+cross_group_bull,141,25,1.28116572,1.55569390,1,1,0.80000000,0.80000000
d1,50,5,sma_stack_bull+volatility+nr4+mtf_di_bull,176,23,1.27832015,1.46038459,1,1,1.00000000,1.00000000
d1,50,5,bb_expand+nr4+mtf_di_bull+cross_group_bull,121,25,1.27577539,0.98998703,1,1,0.60000000,0.60000000
d1,50,5,price200_bull+pin_bull+cross_group_return_up,179,40,1.27524463,1.23748379,4,4,0.71306818,0.62500000
d1,50,5,price200_bull+pin_bull+cross_target_relative_up,143,28,1.27473138,1.26273856,4,3,0.74166667,0.50000000
d1,50,5,price200_bull+volatility+nr4+mtf_di_bull,298,50,1.27299721,1.41426719,6,6,0.88174603,0.80000000
d1,50,5,trend_bull+nr4+close_near_high+mtf_volatility,120,25,1.27272167,1.34355383,1,1,0.60000000,0.60000000
d1,50,5,volatility+nr4+mtf_volatility,364,53,1.27227051,1.46763576,5,5,0.86666667,0.66666667
d1,50,5,price200_bull+pin_bull+cross_group_bull,159,35,1.27039777,1.31324810,4,4,0.73886183,0.62500000
d1,50,5,pin_bull+cross_group_bull,185,37,1.26939284,1.33782031,4,4,0.75820707,0.66666667
d1,50,5,pin_bull+cross_group_return_up,211,42,1.26863557,1.26273856,4,4,0.73030303,0.66666667
d1,50,5,trend_bull+pin_bull,246,64,1.26838247,1.27063067,4,4,0.72703535,0.69230769
d1,50,5,price200_bull+volatility+nr4+mtf_di_strong_bull,206,26,1.26753990,1.35987229,1,1,1.00000000,1.00000000
d1,50,5,trend_bull+rci_bull+pin_bull,162,42,1.26714622,1.13646470,4,3,0.65714286,0.50000000
d1,50,5,adx_up3+volatility+nr4,209,59,1.26506059,1.49816439,6,6,0.93915344,0.85714286
d1,50,5,price200_bull+pin_bull,327,81,1.26054311,1.30950665,4,4,0.75167112,0.72727273
d1,50,5,trend_bull+adx_up3+volatility+mtf_volatility,206,47,1.25956795,1.24124514,6,3,0.65231481,0.25000000
d1,50,5,rci_bull+bb_expand+nr4+cross_group_bull,124,26,1.25815357,1.08789783,1,1,0.60000000,0.60000000
d1,50,5,sma_stack_bull+rci_bull+volatility+nr4,212,42,1.25490511,1.17855599,3,3,0.72701808,0.57142857
d1,50,5,trend_bull+volatility+nr4+mtf_di_bull,219,27,1.25228763,1.37498199,2,2,0.90000000,0.80000000
d1,50,5,trend_bull+rci_bull+volatility+nr4,265,52,1.25180658,1.22388506,3,3,0.76094276,0.66666667
d1,50,5,trend_bull+volatility+nr4+mtf_di_strong_bull,150,16,1.24808835,1.21538586,1,1,1.00000000,1.00000000
d1,50,5,pin_bull+cross_target_relative_up,179,30,1.24772137,1.29641159,4,3,0.75555556,0.55555556
d1,50,5,price200_bull+rci_bull+volatility+nr4,345,70,1.24713633,1.23748379,5,4,0.71773525,0.50000000
d1,50,5,sma_stack_bull+elliott_wave5_bull+mtf_di_strong_bull+cross_group_bull,187,35,1.24703451,0.95968130,4,3,0.54523810,0.20000000
d1,50,5,sma_stack_bull+close_near_high+elliott_wave5_bull+cross_group_bull,141,24,1.24622483,0.95757674,1,1,0.57142857,0.57142857
d1,50,5,sma_stack_bull+adx25+atr_expand+mtf_volatility,145,45,1.24582321,1.45355239,4,4,0.91597222,0.87500000
d1,50,5,price200_bull+volatility+nr4+elliott_pullback_bull,127,31,1.24136429,1.36864566,2,2,0.91666667,0.83333333
d1,50,5,trend_bull+volatility+nr4+close_near_high,122,23,1.23839655,1.22979755,1,1,0.66666667,0.66666667
d1,50,5,price200_bull+rci_bull+volatility+nr7,130,26,1.23798237,1.29187868,1,1,0.75000000,0.75000000
d1,50,5,sma_stack_bull+close_near_high+elliott_impulse_bull+cross_group_bull,162,38,1.23673472,1.11652673,4,4,0.80416667,0.66666667
d1,50,5,sma_stack_bull+rci_bull+elliott_wave5_bull+cross_group_bull,190,36,1.23598777,0.93302349,4,2,0.52222222,0.20000000
d1,50,5,sma_stack_bull+nr4+mtf_volatility,319,66,1.23552715,1.39283889,8,8,0.78456439,0.60000000
d1,50,5,adx25+volatility+nr4+mtf_di_bull,250,37,1.23495057,1.52893750,3,3,0.86666667,0.60000000
d1,50,5,adx_up3+volatility+mtf_volatility,546,120,1.23317000,1.28167964,11,9,0.75811436,0.46153846
d1,50,5,volatility+nr4+mtf_di_strong_bull,309,39,1.23299479,1.40520137,3,3,0.83809524,0.71428571
d1,50,5,rci_bull+volatility+nr4+mtf_di_strong_bull,236,24,1.23166613,1.32587549,1,1,1.00000000,1.00000000
d1,50,5,trend_bull+nr7+mtf_volatility,128,26,1.23166613,1.42786591,1,1,0.75000000,0.75000000
d1,50,5,trend_bull+bb_expand+elliott_impulse_bull+cross_group_bull,191,26,1.22951663,1.08789783,1,0,0.40000000,0.40000000
d1,50,5,price200_bull+volatility+nr4+cross_group_bull,135,31,1.22862498,1.42567257,1,1,0.83333333,0.83333333
d1,50,5,sma_stack_bull+elliott_wave5_bull+cross_group_bull,202,40,1.22760123,0.97230869,5,4,0.54666667,0.20000000
d1,50,5,adx25+volatility+nr4+mtf_di_strong_bull,174,19,1.22694710,1.48870230,1,1,1.00000000,1.00000000
d1,50,5,volatility+nr4+cross_target_relative_up,257,51,1.22687366,1.52519010,4,4,0.89155844,0.80000000
d1,50,5,sma_stack_bull+adx25+bb_expand+mtf_volatility,253,70,1.22679789,1.36375764,7,5,0.76101441,0.20000000
d1,50,5,sma_stack_bull+adx25+nr4+mtf_volatility,154,35,1.22633424,1.51528627,4,4,0.87261905,0.80000000
d1,50,5,sma_stack_bull+bb_expand+close_near_high+mtf_volatility,150,39,1.22619206,1.26921414,4,4,0.81547619,0.71428571
d1,50,5,adx25+bb_expand+nr4+mtf_volatility,146,35,1.22604208,1.51528627,3,3,0.81111111,0.80000000
d1,50,5,price200_bull+adx25+pin_bull,142,30,1.22588366,1.29641159,4,4,0.76190476,0.71428571
d1,50,5,price200_bull+nr4+close_near_high+mtf_volatility,165,26,1.22420149,1.22388506,2,2,0.70000000,0.60000000
d1,50,5,sma_stack_bull+elliott_wave5_bull+mtf_di_bull+cross_group_bull,196,39,1.22328745,0.99723968,5,4,0.56000000,0.20000000
d1,50,5,volatility+nr4+mtf_di_bull,454,70,1.22262306,1.41426719,8,8,0.84404762,0.66666667
d1,50,5,sma_stack_bull+retest_up+elliott_wave5_bull+cross_group_bull,168,35,1.22189100,0.85866222,5,3,0.50000000,0.20000000
d1,50,5,sma_stack_bull+rci_bull+nr4+mtf_volatility,191,33,1.22091861,1.39283889,2,2,0.92857143,0.85714286
d1,50,5,price200_bull+volatility+nr4+cross_target_relative_up,152,30,1.22086204,1.47319498,1,1,0.90909091,0.90909091
d1,50,5,sma_stack_bull+adx25+atr_expand,155,45,1.21842241,1.45355239,4,4,0.91597222,0.87500000
d1,50,5,sma_stack_bull+retest_up+elliott_impulse_bull+cross_group_bull,178,45,1.21782719,0.94284479,5,2,0.52301587,0.16666667
d1,50,5,trend_bull+nr4+mtf_volatility,409,70,1.21660909,1.46477673,8,8,0.81095779,0.60000000
