timeframe,direction,target_pips,conditions,samples,base_rate,hit_rate,rate_diff,lift
d1,bull,150,volatility+bb+body,211,0.13398487,0.13270142,-0.00128345,0.99042096
d1,bull,150,trend+price20+price200+momentum,905,0.13398487,0.14364641,0.00966154,1.07210920
d1,bull,150,trend+price20+price200+macd,927,0.13398487,0.17367853,0.03969367,1.29625484
d1,bull,150,trend+price20+price200+adx,538,0.13398487,0.17286245,0.03887759,1.29016401
d1,bull,150,trend+price20+price200+di,1090,0.13398487,0.15779817,0.02381330,1.17773125
d1,bull,150,trend+price20+price200+volatility,359,0.13398487,0.18941504,0.05543017,1.41370474
d1,bull,150,trend+price20+price200+bb,1092,0.13398487,0.15659341,0.02260854,1.16873950
d1,bull,150,trend+price20+price200+body,415,0.13398487,0.16385542,0.02987055,1.22293976
d1,bull,150,trend+price20+momentum+macd,678,0.13398487,0.16224189,0.02825702,1.21089710
d1,bull,150,trend+price20+momentum+adx,361,0.13398487,0.14404432,0.01005945,1.07507903
d1,bull,150,trend+price20+momentum+di,843,0.13398487,0.14353499,0.00955013,1.07127765
d1,bull,150,trend+price20+momentum+volatility,273,0.13398487,0.17216117,0.03817630,1.28492997
d1,bull,150,trend+price20+momentum+bb,847,0.13398487,0.14167651,0.00769164,1.05740676
d1,bull,150,trend+price20+momentum+body,317,0.13398487,0.15772871,0.02374384,1.17721284
d1,bull,150,trend+price20+macd+adx,416,0.13398487,0.18990385,0.05591898,1.41735294
d1,bull,150,trend+price20+macd+di,891,0.13398487,0.17508418,0.04109931,1.30674589
d1,bull,150,trend+price20+macd+volatility,280,0.13398487,0.20714286,0.07315799,1.54601681
d1,bull,150,trend+price20+macd+bb,916,0.13398487,0.17467249,0.04068762,1.30367326
d1,bull,150,trend+price20+macd+body,338,0.13398487,0.18047337,0.04648851,1.34696833
d1,bull,150,trend+price20+adx+di,522,0.13398487,0.17049808,0.03651322,1.27251747
d1,bull,150,trend+price20+adx+volatility,218,0.13398487,0.20642202,0.07243715,1.54063681
d1,bull,150,trend+price20+adx+bb,510,0.13398487,0.16862745,0.03464258,1.25855594
d1,bull,150,trend+price20+adx+body,201,0.13398487,0.16915423,0.03516936,1.26248756
d1,bull,150,trend+price20+di+volatility,333,0.13398487,0.18918919,0.05520432,1.41201908
d1,bull,150,trend+price20+di+bb,1044,0.13398487,0.15708812,0.02310326,1.17243182
d1,bull,150,trend+price20+di+body,391,0.13398487,0.16624041,0.03225554,1.24074018
d1,bull,150,trend+price20+volatility+bb,334,0.13398487,0.19161677,0.05763190,1.43013737
d1,bull,150,trend+price20+volatility+body,134,0.13398487,0.14179104,0.00780618,1.05826163
d1,bull,150,trend+price20+bb+body,386,0.13398487,0.16580311,0.03181824,1.23747638
d1,bull,150,trend+price200+momentum+macd,711,0.13398487,0.16315049,0.02916562,1.21767850
d1,bull,150,trend+price200+momentum+adx,422,0.13398487,0.13507109,0.00108622,1.00810705
d1,bull,150,trend+price200+momentum+di,942,0.13398487,0.13906582,0.00508095,1.03792182
d1,bull,150,trend+price200+momentum+volatility,358,0.13398487,0.15363128,0.01964642,1.14663161
d1,bull,150,trend+price200+momentum+bb,867,0.13398487,0.14417532,0.01019045,1.07605672
d1,bull,150,trend+price200+momentum+body,409,0.13398487,0.14914425,0.01515939,1.11314253
d1,bull,150,trend+price200+macd+adx,422,0.13398487,0.18957346,0.05558859,1.41488709
d1,bull,150,trend+price200+macd+di,913,0.13398487,0.17634173,0.04235686,1.31613169
d1,bull,150,trend+price200+macd+volatility,296,0.13398487,0.20945946,0.07547459,1.56330684
d1,bull,150,trend+price200+macd+bb,933,0.13398487,0.17684887,0.04286401,1.31991678
d1,bull,150,trend+price200+macd+body,366,0.13398487,0.18306011,0.04907524,1.36627451
d1,bull,150,trend+price200+adx+di,566,0.13398487,0.16607774,0.03209287,1.23952609
d1,bull,150,trend+price200+adx+volatility,296,0.13398487,0.18918919,0.05520432,1.41201908
d1,bull,150,trend+price200+adx+bb,512,0.13398487,0.16796875,0.03398388,1.25363971
d1,bull,150,trend+price200+adx+body,271,0.13398487,0.16974170,0.03575683,1.26687215
d1,bull,150,trend+price200+di+volatility,385,0.13398487,0.17922078,0.04523591,1.33761956
d1,bull,150,trend+price200+di+bb,1059,0.13398487,0.15864023,0.02465536,1.18401600
d1,bull,150,trend+price200+di+body,455,0.13398487,0.16703297,0.03304810,1.24665546
d1,bull,150,trend+price200+volatility+bb,346,0.13398487,0.19364162,0.05965675,1.44524991
d1,bull,150,trend+price200+volatility+body,226,0.13398487,0.15486726,0.02088239,1.15585632
d1,bull,150,trend+price200+bb+body,400,0.13398487,0.17250000,0.03851513,1.28745882
d1,bull,150,trend+momentum+macd+adx,249,0.13398487,0.16064257,0.02665770,1.19896055
d1,bull,150,trend+momentum+macd+di,671,0.13398487,0.16542474,0.03143987,1.23465241
d1,bull,150,trend+momentum+macd+volatility,213,0.13398487,0.19718310,0.06319823,1.47168186
d1,bull,150,trend+momentum+macd+bb,693,0.13398487,0.16594517,0.03196030,1.23853663
d1,bull,150,trend+momentum+macd+body,264,0.13398487,0.18939394,0.05540907,1.41354724
d1,bull,150,trend+momentum+adx+di,383,0.13398487,0.13577023,0.00178537,1.01332514
d1,bull,150,trend+momentum+adx+volatility,176,0.13398487,0.16477273,0.03078786,1.22978610
d1,bull,150,trend+momentum+adx+bb,335,0.13398487,0.13432836,0.00034349,1.00256365
d1,bull,150,trend+momentum+adx+body,162,0.13398487,0.14814815,0.01416328,1.10570806
d1,bull,150,trend+momentum+di+volatility,292,0.13398487,0.16095890,0.02697404,1.20132151
d1,bull,150,trend+momentum+di+bb,814,0.13398487,0.14373464,0.00974978,1.07276774
d1,bull,150,trend+momentum+di+body,354,0.13398487,0.16101695,0.02703208,1.20175474
d1,bull,150,trend+momentum+volatility+bb,260,0.13398487,0.17692308,0.04293821,1.32047059
d1,bull,150,trend+momentum+volatility+body,146,0.13398487,0.13698630,0.00300143,1.02240129
d1,bull,150,trend+momentum+bb+body,304,0.13398487,0.17105263,0.03706776,1.27665635
d1,bull,150,trend+macd+adx+di,412,0.13398487,0.18932039,0.05533552,1.41299829
d1,bull,150,trend+macd+adx+volatility,171,0.13398487,0.22222222,0.08823735,1.65856209
d1,bull,150,trend+macd+adx+bb,417,0.13398487,0.18944844,0.05546357,1.41395401
d1,bull,150,trend+macd+adx+body,165,0.13398487,0.18181818,0.04783331,1.35700535
d1,bull,150,trend+macd+di+volatility,279,0.13398487,0.20788530,0.07390044,1.55155809
d1,bull,150,trend+macd+di+bb,902,0.13398487,0.17738359,0.04339872,1.32390766
d1,bull,150,trend+macd+di+body,344,0.13398487,0.18604651,0.05206164,1.38856361
d1,bull,150,trend+macd+volatility+bb,289,0.13398487,0.21107266,0.07708780,1.57534704
d1,bull,150,trend+macd+volatility+body,122,0.13398487,0.14754098,0.01355612,1.10117647
d1,bull,150,trend+macd+bb+body,347,0.13398487,0.18731988,0.05333502,1.39806747
d1,bull,150,trend+adx+di+volatility,235,0.13398487,0.19574468,0.06175981,1.46094618
d1,bull,150,trend+adx+di+bb,500,0.13398487,0.16600000,0.03201513,1.23894588
d1,bull,150,trend+adx+di+body,222,0.13398487,0.16666667,0.03268180,1.24392157
d1,bull,150,trend+adx+volatility+bb,203,0.13398487,0.20197044,0.06798558,1.50741234
d1,bull,150,trend+adx+volatility+body,135,0.13398487,0.17777778,0.04379291,1.32684967
d1,bull,150,trend+adx+bb+body,188,0.13398487,0.16489362,0.03090875,1.23068836
d1,bull,150,trend+di+volatility+bb,320,0.13398487,0.19062500,0.05664013,1.42273529
d1,bull,150,trend+di+volatility+body,154,0.13398487,0.14935065,0.01536578,1.11468296
d1,bull,150,trend+di+bb+body,381,0.13398487,0.17322835,0.03924348,1.29289486
d1,bull,150,trend+volatility+bb+body,129,0.13398487,0.15503876,0.02105389,1.15713634
d1,bull,150,price20+price200+momentum+macd,992,0.13398487,0.15725806,0.02327320,1.17370019
d1,bull,150,price20+price200+momentum+adx,472,0.13398487,0.13135593,-0.00262894,0.98037886
d1,bull,150,price20+price200+momentum+di,1165,0.13398487,0.14592275,0.01193788,1.08909871
d1,bull,150,price20+price200+momentum+volatility,374,0.13398487,0.18449198,0.05050711,1.37696131
d1,bull,150,price20+price200+momentum+bb,1191,0.13398487,0.14273720,0.00875233,1.06532326
d1,bull,150,price20+price200+momentum+body,427,0.13398487,0.14754098,0.01355612,1.10117647
d1,bull,150,price20+price200+macd+adx,532,0.13398487,0.16165414,0.02766927,1.20651039
d1,bull,150,price20+price200+macd+di,1226,0.13398487,0.16965742,0.03567255,1.26624316
d1,bull,150,price20+price200+macd+volatility,391,0.13398487,0.20716113,0.07317626,1.54615315
d1,bull,150,price20+price200+macd+bb,1272,0.13398487,0.16745283,0.03346796,1.24978912
d1,bull,150,price20+price200+macd+body,455,0.13398487,0.15824176,0.02425689,1.18104202
d1,bull,150,price20+price200+adx+di,646,0.13398487,0.15170279,0.01771792,1.13223821
d1,bull,150,price20+price200+adx+volatility,266,0.13398487,0.19924812,0.06526325,1.48709421
d1,bull,150,price20+price200+adx+bb,644,0.13398487,0.14906832,0.01508346,1.11257581
d1,bull,150,price20+price200+adx+body,243,0.13398487,0.15226337,0.01827851,1.13642217
d1,bull,150,price20+price200+di+volatility,440,0.13398487,0.19545455,0.06146968,1.45878075
d1,bull,150,price20+price200+di+bb,1407,0.13398487,0.15565032,0.02166545,1.16170074
d1,bull,150,price20+price200+di+body,507,0.13398487,0.15187377,0.01788890,1.13351433
d1,bull,150,price20+price200+volatility+bb,446,0.13398487,0.19506726,0.06108240,1.45589027
d1,bull,150,price20+price200+volatility+body,168,0.13398487,0.13095238,-0.00303249,0.97736695
d1,bull,150,price20+price200+bb+body,510,0.13398487,0.15098039,0.01699552,1.12684660
d1,bull,150,price20+momentum+macd+adx,436,0.13398487,0.12614679,-0.00783808,0.94150027
d1,bull,150,price20+momentum+macd+di,1244,0.13398487,0.15434084,0.02035597,1.15192737
d1,bull,150,price20+momentum+macd+volatility,432,0.13398487,0.18055556,0.04657069,1.34758170
d1,bull,150,price20+momentum+macd+bb,1336,0.13398487,0.15119760,0.01721274,1.12846777
d1,bull,150,price20+momentum+macd+body,442,0.13398487,0.14932127,0.01533640,1.11446367
d1,bull,150,price20+momentum+adx+di,526,0.13398487,0.11977186,-0.01421300,0.89392082
d1,bull,150,price20+momentum+adx+volatility,236,0.13398487,0.16949153,0.03550666,1.26500499
d1,bull,150,price20+momentum+adx+bb,545,0.13398487,0.11743119,-0.01655367,0.87645116
d1,bull,150,price20+momentum+adx+body,198,0.13398487,0.13131313,-0.00267174,0.98005942
d1,bull,150,price20+momentum+di+volatility,459,0.13398487,0.17429194,0.04030707,1.30083301
d1,bull,150,price20+momentum+di+bb,1430,0.13398487,0.14265734,0.00867248,1.06472727
d1,bull,150,price20+momentum+di+body,493,0.13398487,0.14604462,0.01205976,1.09000835
d1,bull,150,price20+momentum+volatility+bb,485,0.13398487,0.17113402,0.03714915,1.27726380
d1,bull,150,price20+momentum+volatility+body,170,0.13398487,0.11764706,-0.01633781,0.87806228
d1,bull,150,price20+momentum+bb+body,504,0.13398487,0.14285714,0.00887228,1.06621849
d1,bull,150,price20+macd+adx+di,597,0.13398487,0.15242881,0.01844394,1.13765691
d1,bull,150,price20+macd+adx+volatility,264,0.13398487,0.18939394,0.05540907,1.41354724
d1,bull,150,price20+macd+adx+bb,635,0.13398487,0.15275591,0.01877104,1.14009819
d1,bull,150,price20+macd+adx+body,222,0.13398487,0.14414414,0.01015928,1.07582406
d1,bull,150,price20+macd+di+volatility,493,0.13398487,0.19472617,0.06074130,1.45334447
d1,bull,150,price20+macd+di+bb,1530,0.13398487,0.16274510,0.02876023,1.21465283
d1,bull,150,price20+macd+di+body,524,0.13398487,0.15267176,0.01868689,1.13947014
d1,bull,150,price20+macd+volatility+bb,530,0.13398487,0.19245283,0.05846796,1.43637736
d1,bull,150,price20+macd+volatility+body,177,0.13398487,0.11299435,-0.02099052,0.84333666
d1,bull,150,price20+macd+bb+body,550,0.13398487,0.14909091,0.01510604,1.11274439
d1,bull,150,price20+adx+di+volatility,289,0.13398487,0.18339100,0.04940614,1.36874415
d1,bull,150,price20+adx+di+bb,707,0.13398487,0.14144272,0.00745785,1.05566187
d1,bull,150,price20+adx+di+body,257,0.13398487,0.14396887,0.00998400,1.07451591
d1,bull,150,price20+adx+volatility+bb,300,0.13398487,0.18000000,0.04601513,1.34343529
d1,bull,150,price20+adx+volatility+body,108,0.13398487,0.15740741,0.02342254,1.17481481
d1,bull,150,price20+adx+bb+body,256,0.13398487,0.14062500,0.00664013,1.04955882
d1,bull,150,price20+di+volatility+bb,539,0.13398487,0.18552876,0.05154389,1.38469933
d1,bull,150,price20+di+volatility+body,188,0.13398487,0.11702128,-0.01696359,0.87339174
d1,bull,150,price20+di+bb+body,581,0.13398487,0.14802065,0.01403579,1.10475651
d1,bull,150,price20+volatility+bb+body,192,0.13398487,0.11979167,-0.01419320,0.89406863
d1,bull,150,price200+momentum+macd+adx,341,0.13398487,0.13196481,-0.00202006,0.98492324
d1,bull,150,price200+momentum+macd+di,965,0.13398487,0.16165803,0.02767316,1.20653947
d1,bull,150,price200+momentum+macd+volatility,312,0.13398487,0.19551282,0.06152795,1.45921569
d1,bull,150,price200+momentum+macd+bb,1009,0.13398487,0.16055500,0.02657014,1.19830700
d1,bull,150,price200+momentum+macd+body,369,0.13398487,0.16802168,0.03403681,1.25403475
d1,bull,150,price200+momentum+adx+di,482,0.13398487,0.12240664,-0.01157823,0.91358555
d1,bull,150,price200+momentum+adx+volatility,216,0.13398487,0.16666667,0.03268180,1.24392157
d1,bull,150,price200+momentum+adx+bb,444,0.13398487,0.11936937,-0.01461550,0.89091680
d1,bull,150,price200+momentum+adx+body,202,0.13398487,0.13366337,-0.00032150,0.99760047
d1,bull,150,price200+momentum+di+volatility,383,0.13398487,0.17232376,0.03833889,1.28614345
d1,bull,150,price200+momentum+di+bb,1135,0.13398487,0.14625551,0.01227064,1.09158228
d1,bull,150,price200+momentum+di+body,459,0.13398487,0.15250545,0.01852058,1.13822889
d1,bull,150,price200+momentum+volatility+bb,357,0.13398487,0.18207283,0.04808796,1.35890592
d1,bull,150,price200+momentum+volatility+body,177,0.13398487,0.12994350,-0.00404136,0.96983716
d1,bull,150,price200+momentum+bb+body,415,0.13398487,0.15903614,0.02505128,1.18697094
d1,bull,150,price200+macd+adx+di,518,0.13398487,0.16216216,0.02817729,1.21030207
d1,bull,150,price200+macd+adx+volatility,218,0.13398487,0.20642202,0.07243715,1.54063681
d1,bull,150,price200+macd+adx+bb,537,0.13398487,0.16014898,0.02616411,1.19527659
d1,bull,150,price200+macd+adx+body,202,0.13398487,0.15841584,0.02443097,1.18234129
d1,bull,150,price200+macd+di+volatility,384,0.13398487,0.20833333,0.07434847,1.55490196
d1,bull,150,price200+macd+di+bb,1236,0.13398487,0.17152104,0.03753617,1.28015229
d1,bull,150,price200+macd+di+body,455,0.13398487,0.16483516,0.03085030,1.23025210
d1,bull,150,price200+macd+volatility+bb,402,0.13398487,0.20895522,0.07497036,1.55954346
d1,bull,150,price200+macd+volatility+body,158,0.13398487,0.13924051,0.00525564,1.03922561
d1,bull,150,price200+macd+bb+body,464,0.13398487,0.16594828,0.03196341,1.23855984
d1,bull,150,price200+adx+di+volatility,274,0.13398487,0.18613139,0.05214652,1.38919708
d1,bull,150,price200+adx+di+bb,624,0.13398487,0.14743590,0.01345103,1.10039216
d1,bull,150,price200+adx+di+body,261,0.13398487,0.14942529,0.01544042,1.11524003
d1,bull,150,price200+adx+volatility+bb,249,0.13398487,0.18875502,0.05477015,1.40877864
d1,bull,150,price200+adx+volatility+body,150,0.13398487,0.18666667,0.05268180,1.39319216
d1,bull,150,price200+adx+bb+body,230,0.13398487,0.14782609,0.01384122,1.10330435
d1,bull,150,price200+di+volatility+bb,426,0.13398487,0.19483568,0.06085081,1.45416183
d1,bull,150,price200+di+volatility+body,186,0.13398487,0.13440860,0.00042373,1.00316256
d1,bull,150,price200+di+bb+body,498,0.13398487,0.15863454,0.02464967,1.18397354
d1,bull,150,price200+volatility+bb+body,163,0.13398487,0.14110429,0.00711943,1.05313605
d1,bull,150,momentum+macd+adx+di,408,0.13398487,0.12745098,-0.00653389,0.95123414
d1,bull,150,momentum+macd+adx+volatility,196,0.13398487,0.17857143,0.04458656,1.33277311
d1,bull,150,momentum+macd+adx+bb,449,0.13398487,0.12917595,-0.00480892,0.96410848
d1,bull,150,momentum+macd+adx+body,161,0.13398487,0.14285714,0.00887228,1.06621849
d1,bull,150,momentum+macd+di+volatility,414,0.13398487,0.18599034,0.05200547,1.38814436
d1,bull,150,momentum+macd+di+bb,1274,0.13398487,0.15777080,0.02378593,1.17752701
d1,bull,150,momentum+macd+di+body,451,0.13398487,0.15964523,0.02566037,1.19151689
d1,bull,150,momentum+macd+volatility+bb,457,0.13398487,0.18380744,0.04982257,1.37185223
d1,bull,150,momentum+macd+volatility+body,170,0.13398487,0.12352941,-0.01045546,0.92196540
d1,bull,150,momentum+macd+bb+body,470,0.13398487,0.15957447,0.02558960,1.19098874
d1,bull,150,momentum+adx+di+volatility,231,0.13398487,0.15584416,0.02185929,1.16314744
d1,bull,150,momentum+adx+di+bb,509,0.13398487,0.11591356,-0.01807131,0.86512423
d1,bull,150,momentum+adx+di+body,211,0.13398487,0.13744076,0.00345589,1.02579314
d1,bull,150,momentum+adx+volatility+bb,224,0.13398487,0.16071429,0.02672942,1.19949580
d1,bull,150,momentum+adx+volatility+body,100,0.13398487,0.16000000,0.02601513,1.19416471
d1,bull,150,momentum+adx+bb+body,189,0.13398487,0.13227513,-0.00170974,0.98723934
d1,bull,150,momentum+di+volatility+bb,450,0.13398487,0.17555556,0.04157069,1.31026405
d1,bull,150,momentum+di+volatility+body,183,0.13398487,0.12568306,-0.00830181,0.93803922
d1,bull,150,momentum+di+bb+body,490,0.13398487,0.15510204,0.02111717,1.15760864
d1,bull,150,momentum+volatility+bb+body,172,0.13398487,0.12790698,-0.00607789,0.95463748
d1,bull,150,macd+adx+di+volatility,249,0.13398487,0.19277108,0.05878622,1.43875266
d1,bull,150,macd+adx+di+bb,604,0.13398487,0.15397351,0.01998864,1.14918582
d1,bull,150,macd+adx+di+body,220,0.13398487,0.15454545,0.02056059,1.15345455
d1,bull,150,macd+adx+volatility+bb,282,0.13398487,0.18794326,0.05395839,1.40272007
d1,bull,150,macd+adx+volatility+body,123,0.13398487,0.19512195,0.06113708,1.45629842
d1,bull,150,macd+adx+bb+body,229,0.13398487,0.15283843,0.01885356,1.14071410
d1,bull,150,macd+di+volatility+bb,505,0.13398487,0.19801980,0.06403493,1.47792662
d1,bull,150,macd+di+volatility+body,181,0.13398487,0.12707182,-0.00691304,0.94840429
d1,bull,150,macd+di+bb+body,543,0.13398487,0.16022099,0.02623613,1.19581410
d1,bull,150,macd+volatility+bb+body,194,0.13398487,0.12886598,-0.00511889,0.96179503
d1,bull,150,adx+di+volatility+bb,278,0.13398487,0.17985612,0.04587125,1.34236140
d1,bull,150,adx+di+volatility+body,115,0.13398487,0.16521739,0.03123252,1.23310486
d1,bull,150,adx+di+bb+body,248,0.13398487,0.14516129,0.01117642,1.08341556
d1,bull,150,adx+volatility+bb+body,104,0.13398487,0.16346154,0.02947667,1.22000000
d1,bull,150,di+volatility+bb+body,185,0.13398487,0.12432432,-0.00966054,0.92789825
d1,bull,200,trend,1573,0.08039092,0.08645900,0.00606807,1.07548209
d1,bull,200,price20,1928,0.08039092,0.08558091,0.00518999,1.06455943
d1,bull,200,price200,2039,0.08039092,0.08190289,0.00151197,1.01880776
d1,bull,200,momentum,1976,0.08039092,0.07995951,-0.00043141,0.99463364
d1,bull,200,rsi_extreme,121,0.08039092,0.09917355,0.01878263,1.23364123
d1,bull,200,macd,1956,0.08039092,0.09304703,0.01265611,1.15743213
d1,bull,200,adx,1205,0.08039092,0.08381743,0.00342651,1.04262306
d1,bull,200,di,2005,0.08039092,0.08778055,0.00738963,1.09192118
d1,bull,200,volatility,1151,0.08039092,0.09991312,0.01952220,1.24284084
d1,bull,200,bb,1921,0.08039092,0.08693389,0.00654297,1.08138939
d1,bull,200,body,1293,0.08039092,0.08430008,0.00390916,1.04862684
d1,bull,200,trend+price20,1159,0.08039092,0.09404659,0.01365567,1.16986584
d1,bull,200,trend+price200,1524,0.08039092,0.08530184,0.00491092,1.06108795
d1,bull,200,trend+momentum,1101,0.08039092,0.08356040,0.00316948,1.03942583
d1,bull,200,trend+macd,969,0.08039092,0.10423117,0.02384025,1.29655396
d1,bull,200,trend+adx,669,0.08039092,0.09118087,0.01078995,1.13421847
d1,bull,200,trend+di,1212,0.08039092,0.09653465,0.01614373,1.20081538
d1,bull,200,trend+volatility,544,0.08039092,0.09191176,0.01152084,1.14331027
d1,bull,200,trend+bb,1112,0.08039092,0.09712230,0.01673138,1.20812526
d1,bull,200,trend+body,642,0.08039092,0.08255452,0.00216360,1.02691344
d1,bull,200,price20+price200,1564,0.08039092,0.08951407,0.00912315,1.11348478
d1,bull,200,price20+momentum,1620,0.08039092,0.08086420,0.00047328,1.00588719
d1,bull,200,price20+macd,1646,0.08039092,0.08930741,0.00891649,1.11091416
d1,bull,200,price20+adx,781,0.08039092,0.08706786,0.00667694,1.08305591
d1,bull,200,price20+di,1778,0.08039092,0.08773903,0.00734811,1.09140475
d1,bull,200,price20+volatility,622,0.08039092,0.10128617,0.02089525,1.25992056
d1,bull,200,price20+bb,1841,0.08039092,0.08365019,0.00325927,1.04054276
d1,bull,200,price20+body,648,0.08039092,0.07561728,-0.00477364,0.94061970
d1,bull,200,price200+momentum,1493,0.08039092,0.08037508,-0.00001584,0.99980300
d1,bull,200,price200+macd,1362,0.08039092,0.09397944,0.01358852,1.16903055
d1,bull,200,price200+adx,834,0.08039092,0.08393285,0.00354193,1.04405887
d1,bull,200,price200+di,1587,0.08039092,0.09010712,0.00971620,1.12086190
d1,bull,200,price200+volatility,691,0.08039092,0.09117221,0.01078129,1.13411084
d1,bull,200,price200+bb,1509,0.08039092,0.08813784,0.00774692,1.09636560
d1,bull,200,price200+body,777,0.08039092,0.07335907,-0.00703185,0.91252934
d1,bull,200,momentum+macd,1464,0.08039092,0.09016393,0.00977301,1.12156863
d1,bull,200,momentum+adx,665,0.08039092,0.07669173,-0.00369919,0.95398496
d1,bull,200,momentum+di,1648,0.08039092,0.08495146,0.00456054,1.05672949
d1,bull,200,momentum+volatility,654,0.08039092,0.09633028,0.01593935,1.19827307
d1,bull,200,momentum+bb,1609,0.08039092,0.08328154,0.00289062,1.03595706
d1,bull,200,momentum+body,696,0.08039092,0.08477011,0.00437919,1.05447374
d1,bull,200,rsi_extreme+adx,64,0.08039092,0.10937500,0.02898408,1.36053922
d1,bull,200,rsi_extreme+volatility,76,0.08039092,0.14473684,0.06434592,1.80041280
d1,bull,200,rsi_extreme+body,70,0.08039092,0.10000000,0.01960908,1.24392157
d1,bull,200,macd+adx,753,0.08039092,0.09163347,0.01124255,1.13984845
d1,bull,200,macd+di,1622,0.08039092,0.09617756,0.01578664,1.19637340
d1,bull,200,macd+volatility,656,0.08039092,0.11585366,0.03546274,1.44112865
d1,bull,200,macd+bb,1701,0.08039092,0.09229865,0.01190773,1.14812279
d1,bull,200,macd+body,722,0.08039092,0.09556787,0.01517695,1.18878931
d1,bull,200,adx+di,788,0.08039092,0.08629442,0.00590350,1.07343486
d1,bull,200,adx+volatility,579,0.08039092,0.09844560,0.01805468,1.22458600
d1,bull,200,adx+bb,778,0.08039092,0.08354756,0.00315664,1.03926609
d1,bull,200,adx+body,487,0.08039092,0.08008214,-0.00030879,0.99615896
d1,bull,200,di+volatility,636,0.08039092,0.10534591,0.02495499,1.31042052
d1,bull,200,di+bb,1761,0.08039092,0.08915389,0.00876297,1.10900446
d1,bull,200,di+body,724,0.08039092,0.08149171,0.00110079,1.01369299
d1,bull,200,volatility+bb,632,0.08039092,0.10284810,0.02245718,1.27934971
d1,bull,200,volatility+body,472,0.08039092,0.10381356,0.02342264,1.29135926
d1,bull,200,bb+body,653,0.08039092,0.08422665,0.00383573,1.04771342
d1,bull,200,trend+price20+price200,1159,0.08039092,0.09404659,0.01365567,1.16986584
d1,bull,200,trend+price20+momentum,905,0.08039092,0.08729282,0.00690190,1.08585419
d1,bull,200,trend+price20+macd,927,0.08039092,0.10248112,0.02209020,1.27478478
d1,bull,200,trend+price20+adx,538,0.08039092,0.09479554,0.01440462,1.17918216
d1,bull,200,trend+price20+di,1090,0.08039092,0.09816514,0.01777422,1.22109732
d1,bull,200,trend+price20+volatility,359,0.08039092,0.10027855,0.01988763,1.24738653
d1,bull,200,trend+price20+bb,1092,0.08039092,0.09523810,0.01484717,1.18468721
d1,bull,200,trend+price20+body,415,0.08039092,0.08192771,0.00153679,1.01911647
d1,bull,200,trend+price200+momentum,1096,0.08039092,0.08394161,0.00355069,1.04416774
d1,bull,200,trend+price200+macd,967,0.08039092,0.10444674,0.02405582,1.29923556
d1,bull,200,trend+price200+adx,659,0.08039092,0.08952959,0.00913867,1.11367788
d1,bull,200,trend+price200+di,1204,0.08039092,0.09717608,0.01678516,1.20879422
d1,bull,200,trend+price200+volatility,532,0.08039092,0.09022556,0.00983464,1.12233525
d1,bull,200,trend+price200+bb,1112,0.08039092,0.09712230,0.01673138,1.20812526
d1,bull,200,trend+price200+body,610,0.08039092,0.07868852,-0.00170240,0.97882353
d1,bull,200,trend+momentum+macd,712,0.08039092,0.09971910,0.01932818,1.24042741
d1,bull,200,trend+momentum+adx,422,0.08039092,0.08056872,0.00017780,1.00221169
d1,bull,200,trend+momentum+di,946,0.08039092,0.09196617,0.01157525,1.14398707
d1,bull,200,trend+momentum+volatility,359,0.08039092,0.08356546,0.00317454,1.03948878
d1,bull,200,trend+momentum+bb,867,0.08039092,0.08996540,0.00957448,1.11909899
d1,bull,200,trend+momentum+body,413,0.08039092,0.08474576,0.00435484,1.05417082
d1,bull,200,trend+macd+adx,422,0.08039092,0.10426540,0.02387448,1.29697983
d1,bull,200,trend+macd+di,914,0.08039092,0.11050328,0.03011236,1.37457416
d1,bull,200,trend+macd+volatility,297,0.08039092,0.12121212,0.04082120,1.50778372
d1,bull,200,trend+macd+bb,933,0.08039092,0.10610932,0.02571840,1.31991678
d1,bull,200,trend+macd+body,368,0.08039092,0.09782609,0.01743517,1.21687980
d1,bull,200,trend+adx+di,566,0.08039092,0.09540636,0.01501544,1.18678030
d1,bull,200,trend+adx+volatility,301,0.08039092,0.09302326,0.01263234,1.15713634
d1,bull,200,trend+adx+bb,512,0.08039092,0.09375000,0.01335908,1.16617647
d1,bull,200,trend+adx+body,276,0.08039092,0.06521739,-0.01517353,0.81125320
d1,bull,200,trend+di+volatility,386,0.08039092,0.10362694,0.02323602,1.28903789
d1,bull,200,trend+di+bb,1059,0.08039092,0.10198300,0.02159208,1.26858857
d1,bull,200,trend+di+body,462,0.08039092,0.08874459,0.00835367,1.10391308
d1,bull,200,trend+volatility+bb,346,0.08039092,0.10404624,0.02365532,1.29425366
d1,bull,200,trend+volatility+body,233,0.08039092,0.08154506,0.00115414,1.01435664
d1,bull,200,trend+bb+body,400,0.08039092,0.09000000,0.00960908,1.11952941
d1,bull,200,price20+price200+momentum,1260,0.08039092,0.08492063,0.00452971,1.05634609
d1,bull,200,price20+price200+macd,1291,0.08039092,0.09450039,0.01410947,1.17551070
d1,bull,200,price20+price200+adx,675,0.08039092,0.08740741,0.00701649,1.08727959
d1,bull,200,price20+price200+di,1459,0.08039092,0.09115833,0.01076741,1.13393810
d1,bull,200,price20+price200+volatility,477,0.08039092,0.10062893,0.02023801,1.25174497
d1,bull,200,price20+price200+bb,1481,0.08039092,0.08710331,0.00671239,1.08349684
