timeframe,direction,horizon_bars,feature,disc_true_n,disc_false_n,disc_true_hit,disc_false_hit,disc_diff,disc_true_false_ratio,disc_base_lift,val_true_n,val_false_n,val_true_hit,val_false_hit,val_diff,val_true_false_ratio,val_base_lift,oos_true_n,oos_false_n,oos_true_hit,oos_false_hit,oos_diff,oos_true_false_ratio,oos_base_lift
h4,bull,24,mtf_dmi_adx_strong_bull,21243.00000000,58216.00000000,0.58315680,0.59256905,-0.00941225,0.98411620,0.98831303,5757.00000000,13819.00000000,0.53691159,0.59338592,-0.05647433,0.90482698,0.93088134,3588.00000000,10403.00000000,0.51895206,0.54445833,-0.02550627,0.95315295,0.96474333
h4,bull,12,channel_upper,20255.00000000,59204.00000000,0.44734633,0.44135531,0.00599102,1.01357414,1.01007906,5214.00000000,14362.00000000,0.39355581,0.43649909,-0.04294328,0.90161885,0.92588013,3878.00000000,10113.00000000,0.36771532,0.38643330,-0.01871799,0.95156218,0.96451162
d1,bear,10,strong_close_bear,2129.00000000,13188.00000000,0.68248004,0.69684562,-0.01436558,0.97938485,0.98219926,470.00000000,3286.00000000,0.68085106,0.67194157,0.00890949,1.01325933,1.01158093,313.00000000,2413.00000000,0.59744409,0.62246167,-0.02501758,0.95980865,0.96425849
d1,bear,5,mtf_bb_lower,3110.00000000,12207.00000000,0.57845659,0.58318997,-0.00473338,0.99188364,0.99352093,730.00000000,3026.00000000,0.53972603,0.55089227,-0.01116624,0.97973063,0.98360551,525.00000000,2201.00000000,0.48000000,0.50204453,-0.02204453,0.95609050,0.96424466
h4,bear,3,nr4,22625.00000000,56834.00000000,0.13644199,0.17674279,-0.04030081,0.77198049,0.82558209,5385.00000000,14191.00000000,0.15450325,0.17835248,-0.02384923,0.86628037,0.89936236,3857.00000000,10134.00000000,0.12963443,0.13627393,-0.00663950,0.95127829,0.96422931
h4,bull,24,mtf_macd_bull,40370.00000000,39089.00000000,0.59640822,0.58348896,0.01291926,1.02214140,1.01077106,9853.00000000,9723.00000000,0.55313103,0.60074051,-0.04760949,0.92074867,0.95900212,6993.00000000,6998.00000000,0.51866152,0.55715919,-0.03849767,0.93090364,0.96420320
d1,bull,1,di_spread_up3,4181.00000000,11136.00000000,0.24970103,0.25520833,-0.00550730,0.97842036,0.98421787,1008.00000000,2748.00000000,0.25496032,0.24890830,0.00605202,1.02431426,1.01767370,762.00000000,1964.00000000,0.19028871,0.20010183,-0.00981312,0.95095937,0.96417664
d1,bull,5,ichimoku_bull,6894.00000000,8423.00000000,0.61952422,0.60026119,0.01926303,1.03209109,1.01739600,2121.00000000,1635.00000000,0.61103253,0.59021407,0.02081846,1.03527274,1.01505448,1443.00000000,1283.00000000,0.54539155,0.58846454,-0.04307299,0.92680444,0.96416171
h4,bull,12,ichimoku_tk_bull,39353.00000000,40106.00000000,0.44065256,0.44507056,-0.00441801,0.99007347,0.99496494,10018.00000000,9558.00000000,0.39548812,0.45605775,-0.06056963,0.86718868,0.93042609,7430.00000000,6561.00000000,0.36756393,0.39673830,-0.02917437,0.92646444,0.96411454
h4,bear,12,mtf_stoch_bear,37237.00000000,42222.00000000,0.42267100,0.43524703,-0.01257603,0.97110600,0.98443589,9747.00000000,9829.00000000,0.41859034,0.39810764,0.02048269,1.05145014,1.02518759,6545.00000000,7446.00000000,0.35294118,0.37765243,-0.02471125,0.93456615,0.96407653
h4,bull,12,bb_bull,41080.00000000,38379.00000000,0.44242941,0.44336747,-0.00093806,0.99788424,0.99897696,10353.00000000,9223.00000000,0.40992949,0.44204706,-0.03211757,0.92734356,0.96440087,7678.00000000,6313.00000000,0.36754363,0.39790908,-0.03036545,0.92368748,0.96406129
h4,bull,12,sma20_bull,41080.00000000,38379.00000000,0.44242941,0.44336747,-0.00093806,0.99788424,0.99897696,10352.00000000,9224.00000000,0.40996909,0.44199913,-0.03203004,0.92753369,0.96449404,7678.00000000,6313.00000000,0.36754363,0.39790908,-0.03036545,0.92368748,0.96406129
h4,bull,12,rci_bull,41545.00000000,37914.00000000,0.43817547,0.44804030,-0.00986483,0.97798227,0.98937185,10333.00000000,9243.00000000,0.41488435,0.43643839,-0.02155403,0.95061380,0.97605769,7578.00000000,6413.00000000,0.36751122,0.39747388,-0.02996266,0.92461727,0.96397627
h4,bear,12,horizontal_support_near,4165.00000000,75294.00000000,0.42665066,0.42950301,-0.00285235,0.99335894,0.99370485,799.00000000,18777.00000000,0.36545682,0.41012941,-0.04467259,0.89107684,0.89505602,564.00000000,13427.00000000,0.35283688,0.36664929,-0.01381241,0.96232801,0.96379164
d1,bear,5,elliott_impulse_bear,1216.00000000,14101.00000000,0.56825658,0.58343380,-0.01517722,0.97398639,0.97600202,226.00000000,3530.00000000,0.50884956,0.55127479,-0.04242523,0.92304159,0.92733573,173.00000000,2553.00000000,0.47976879,0.49902076,-0.01925197,0.96142050,0.96378018
h4,bear,12,nr7,12186.00000000,67273.00000000,0.39602823,0.43539013,-0.03936190,0.90959396,0.92238267,3004.00000000,16572.00000000,0.39513981,0.41069273,-0.01555292,0.96213003,0.96775391,2086.00000000,11905.00000000,0.35282838,0.36841663,-0.01558825,0.95768852,0.96376842
h4,bear,12,fib_below500,37479.00000000,41980.00000000,0.42277008,0.43523106,-0.01246098,0.97136928,0.98466667,8649.00000000,10927.00000000,0.38883108,0.42372106,-0.03488998,0.91765814,0.95230291,5955.00000000,8036.00000000,0.35281276,0.37593330,-0.02312054,0.93849830,0.96372576
h4,bear,12,fib_arc_bear,37479.00000000,41980.00000000,0.42277008,0.43523106,-0.01246098,0.97136928,0.98466667,8649.00000000,10927.00000000,0.38883108,0.42372106,-0.03488998,0.91765814,0.95230291,5955.00000000,8036.00000000,0.35281276,0.37593330,-0.02312054,0.93849830,0.96372576
d1,bull,20,mtf_stoch_recover_up,745.00000000,14572.00000000,0.74362416,0.79838046,-0.05475629,0.93141579,0.93453325,202.00000000,3554.00000000,0.81188119,0.83511536,-0.02323417,0.97217848,0.97363529,121.00000000,2605.00000000,0.74380165,0.77312860,-0.02932695,0.96206718,0.96368978
h4,bull,12,mtf_channel_mid_bull,41390.00000000,38069.00000000,0.45392607,0.43087552,0.02305055,1.05349701,1.02493568,11288.00000000,8288.00000000,0.41220765,0.44256757,-0.03035991,0.93140050,0.96976049,7896.00000000,6095.00000000,0.36740122,0.39917966,-0.03177844,0.92039063,0.96368774
d1,bull,3,trendline_up,7876.00000000,7441.00000000,0.51015744,0.48622497,0.02393247,1.04922098,1.02332131,2152.00000000,1604.00000000,0.48141264,0.48753117,-0.00611853,0.98744997,0.99460169,1485.00000000,1241.00000000,0.42491582,0.46011281,-0.03519699,0.92350357,0.96366101
d1,bull,5,mtf_channel_upper,3778.00000000,11539.00000000,0.62228692,0.60455845,0.01772847,1.02932466,1.02193297,993.00000000,2763.00000000,0.58106747,0.60948245,-0.02841497,0.95337852,0.96527617,710.00000000,2016.00000000,0.54507042,0.57291667,-0.02784624,0.95139565,0.96359402
d1,bull,5,mtf_fib_above500,7831.00000000,7486.00000000,0.61703486,0.60045418,0.01658068,1.02761356,1.01330792,2082.00000000,1674.00000000,0.57156580,0.63978495,-0.06821914,0.89337176,0.94949189,1554.00000000,1172.00000000,0.54504505,0.59300341,-0.04795837,0.91912632,0.96354915
d1,bull,5,mtf_fib_arc_bull,7831.00000000,7486.00000000,0.61703486,0.60045418,0.01658068,1.02761356,1.01330792,2082.00000000,1674.00000000,0.57156580,0.63978495,-0.06821914,0.89337176,0.94949189,1554.00000000,1172.00000000,0.54504505,0.59300341,-0.04795837,0.91912632,0.96354915
h4,bull,6,dmi_adx_strong_bull,17881.00000000,61578.00000000,0.28745596,0.29390367,-0.00644771,0.97806183,0.98291432,4426.00000000,15150.00000000,0.27496611,0.28574257,-0.01077646,0.96228611,0.97056195,2825.00000000,11166.00000000,0.22194690,0.23249149,-0.01054459,0.95464527,0.96346854
d1,bull,20,hh20,2014.00000000,13303.00000000,0.79791460,0.79538450,0.00253010,1.00318097,1.00276156,503.00000000,3253.00000000,0.79324056,0.84014756,-0.04690700,0.94416814,0.95128082,390.00000000,2336.00000000,0.74358974,0.77654110,-0.03295135,0.95756651,0.96341523
d1,bear,5,superbb_squeeze,3146.00000000,12171.00000000,0.57596949,0.58384685,-0.00787736,0.98650782,0.98924923,952.00000000,2804.00000000,0.51995798,0.55848787,-0.03852989,0.93101034,0.94757991,611.00000000,2115.00000000,0.47954173,0.50307329,-0.02353155,0.95322441,0.96332407
h4,bull,24,ichimoku_bull,36107.00000000,43352.00000000,0.60157310,0.58045765,0.02111545,1.03637725,1.01952431,9542.00000000,10034.00000000,0.54516873,0.60683676,-0.06166803,0.89837790,0.94519733,6955.00000000,7036.00000000,0.51818835,0.55741899,-0.03923063,0.92962092,0.96332358
h4,bear,12,mtf_bb_bear,37391.00000000,42068.00000000,0.42729534,0.43118285,-0.00388751,0.99098408,0.99520636,8458.00000000,11118.00000000,0.38342398,0.42723511,-0.04381114,0.89745427,0.93906015,6281.00000000,7710.00000000,0.35265085,0.37704280,-0.02439195,0.93530721,0.96328350
h4,bear,12,mtf_sma20_bear,37391.00000000,42068.00000000,0.42729534,0.43118285,-0.00388751,0.99098408,0.99520636,8458.00000000,11118.00000000,0.38342398,0.42723511,-0.04381114,0.89745427,0.93906015,6281.00000000,7710.00000000,0.35265085,0.37704280,-0.02439195,0.93530721,0.96328350
d1,bear,1,gap_proxy_down,429.00000000,14888.00000000,0.24242424,0.25302257,-0.01059833,0.95811312,0.95923847,,,,,,,,103.00000000,2623.00000000,0.20388350,0.21197103,-0.00808753,0.96184606,0.96323468
h4,bear,12,strong_close_bear,11770.00000000,67689.00000000,0.42939677,0.42934598,0.00005079,1.00011830,1.00010078,2909.00000000,16667.00000000,0.40220007,0.40937181,-0.00717174,0.98248110,0.98504548,2025.00000000,11966.00000000,0.35259259,0.36837707,-0.01578448,0.95715131,0.96312436
h4,bull,12,ichimoku_cloud_bull,40316.00000000,39143.00000000,0.45145848,0.43404951,0.01740897,1.04010825,1.01936402,10787.00000000,8789.00000000,0.42977658,0.41927409,0.01050249,1.02504922,1.01109318,7879.00000000,6112.00000000,0.36717858,0.39937827,-0.03219970,0.91937544,0.96310376
h4,bull,6,cross_target_relative_up,35821.00000000,43638.00000000,0.29658580,0.28905999,0.00752581,1.02603545,1.01413251,9096.00000000,10480.00000000,0.28463061,0.28215649,0.00247412,1.00876860,1.00467522,6794.00000000,7197.00000000,0.22181336,0.23843268,-0.01661932,0.93029766,0.96288886
h4,bear,3,mtf_sma50_bear,35841.00000000,43618.00000000,0.16171424,0.16818745,-0.00647321,0.96151194,0.97849921,7669.00000000,11907.00000000,0.17642457,0.16880826,0.00761630,1.04511807,1.02696619,5925.00000000,8066.00000000,0.12945148,0.13811059,-0.00865911,0.93730306,0.96286848
d1,bull,10,ichimoku_bull,6894.00000000,8423.00000000,0.71961126,0.71269144,0.00691982,1.00970941,1.00531609,2121.00000000,1635.00000000,0.73974540,0.72660550,0.01313990,1.01808395,1.00779243,1443.00000000,1283.00000000,0.65765766,0.71161341,-0.05395575,0.92417829,0.96282211
d1,bull,10,range_expand,5881.00000000,9436.00000000,0.70294168,0.72382365,-0.02088198,0.97115046,0.98202824,1458.00000000,2298.00000000,0.73799726,0.73150566,0.00649160,1.00887430,1.00541084,1072.00000000,1654.00000000,0.65764925,0.69951632,-0.04186707,0.94014854,0.96280981
d1,bull,5,stoch_bull,7840.00000000,7477.00000000,0.60599490,0.61201016,-0.00601527,0.99017130,0.99517785,1874.00000000,1882.00000000,0.60405550,0.59989373,0.00416177,1.00693751,1.00346415,1427.00000000,1299.00000000,0.54449895,0.58891455,-0.04441560,0.92458057,0.96258374
h4,bull,3,structure_hh,19613.00000000,59846.00000000,0.15780350,0.16143101,-0.00362751,0.97752905,0.98298119,4899.00000000,14677.00000000,0.15635844,0.16706411,-0.01070567,0.93591877,0.95117241,3552.00000000,10439.00000000,0.11599099,0.12204234,-0.00605135,0.95041598,0.96253259
h4,bear,6,mtf_range_compression,64116.00000000,15343.00000000,0.29028636,0.28286515,0.00742121,1.02623584,1.00496094,15604.00000000,3972.00000000,0.27518585,0.29078550,-0.01559965,0.94635342,0.98862878,11015.00000000,2976.00000000,0.22714480,0.26881720,-0.04167240,0.84497867,0.96244183
d1,bull,3,channel_mid_bull,7897.00000000,7420.00000000,0.51348613,0.48261456,0.03087158,1.06396736,1.02999831,2180.00000000,1576.00000000,0.47201835,0.50063452,-0.02861617,0.94284020,0.97519302,1520.00000000,1206.00000000,0.42434211,0.46185738,-0.03751527,0.91877303,0.96235988
h4,bull,3,bb_upper,17834.00000000,61625.00000000,0.15694740,0.16157404,-0.00462663,0.97136525,0.97764846,4615.00000000,14961.00000000,0.15341278,0.16776953,-0.01435675,0.91442576,0.93325316,3364.00000000,10627.00000000,0.11593341,0.12195351,-0.00602010,0.95063609,0.96205479
h4,bull,12,mtf_range_compression,64116.00000000,15343.00000000,0.44199576,0.44658802,-0.00459226,0.98971700,0.99799781,15604.00000000,3972.00000000,0.40899769,0.48816717,-0.07916948,0.83782302,0.96220873,11015.00000000,2976.00000000,0.36677258,0.43481183,-0.06803925,0.84352025,0.96203885
h4,bull,24,mtf_rci_bull,41036.00000000,38423.00000000,0.60161809,0.57770086,0.02391724,1.04140073,1.01960055,10895.00000000,8681.00000000,0.56062414,0.59705103,-0.03642689,0.93898865,0.97199346,7918.00000000,6073.00000000,0.51742864,0.56463033,-0.04720169,0.91640249,0.96191126
d1,bull,3,stoch_cross_up,2975.00000000,12342.00000000,0.49109244,0.50032410,-0.00923166,0.98154864,0.98507895,730.00000000,3026.00000000,0.48630137,0.48347654,0.00282483,1.00584275,1.00470184,547.00000000,2179.00000000,0.42413163,0.44515833,-0.02102670,0.95276579,0.96188254
d1,bear,3,body_bear,2085.00000000,13232.00000000,0.47290168,0.47619407,-0.00329240,0.99308602,0.99402155,488.00000000,3268.00000000,0.45081967,0.45348837,-0.00266870,0.99411517,0.99487585,353.00000000,2373.00000000,0.39660057,0.41466498,-0.01806441,0.95643612,0.96186223
d1,bull,3,ichimoku_bull,6894.00000000,8423.00000000,0.51421526,0.48569393,0.02852133,1.05872284,1.03146086,2121.00000000,1635.00000000,0.50306459,0.45932722,0.04373738,1.09522052,1.03933477,1443.00000000,1283.00000000,0.42411642,0.45985970,-0.03574328,0.92227351,0.96184806
d1,bear,10,stoch_bear,7295.00000000,8022.00000000,0.69540781,0.69434056,0.00106725,1.00153707,1.00080442,1882.00000000,1874.00000000,0.66737513,0.67876201,-0.01138687,0.98322406,0.99155894,1299.00000000,1427.00000000,0.59584296,0.64120533,-0.04536237,0.92925453,0.96167430
d1,bull,5,price20_cross_up,1019.00000000,14298.00000000,0.60942100,0.60889635,0.00052465,1.00086164,1.00080427,268.00000000,3488.00000000,0.61194030,0.60120413,0.01073617,1.01785778,1.01656248,182.00000000,2544.00000000,0.54395604,0.56721698,-0.02326094,0.95899111,0.96162398
h4,bull,1,compression,10205.00000000,69254.00000000,0.06173444,0.04809830,0.01363614,1.28350561,1.23841383,2300.00000000,17276.00000000,0.06260870,0.05070618,0.01190251,1.23473496,1.20159591,1635.00000000,12356.00000000,0.03058104,0.03196827,-0.00138723,0.95660589,0.96148163
d1,bear,20,mtf_di_strong_bear,5978.00000000,9339.00000000,0.76814988,0.78798587,-0.01983598,0.97482698,0.98449935,1450.00000000,2306.00000000,0.73724138,0.78013877,-0.04289739,0.94501313,0.96550858,1201.00000000,1525.00000000,0.69442132,0.74426230,-0.04984098,0.93303305,0.96139792
d1,bull,5,macd_bull,7771.00000000,7546.00000000,0.61227641,0.60548635,0.00679006,1.01121423,1.00549349,1892.00000000,1864.00000000,0.57716702,0.62714592,-0.04997890,0.92030738,0.95879669,1359.00000000,1367.00000000,0.54378219,0.58741770,-0.04363551,0.92571639,0.96131664
d1,bear,20,mtf_rci_strong_bear,2233.00000000,13084.00000000,0.77608598,0.78095384,-0.00486785,0.99376678,0.99467066,453.00000000,3303.00000000,0.74392936,0.76627309,-0.02234373,0.97084104,0.97426732,337.00000000,2389.00000000,0.69436202,0.72624529,-0.03188327,0.95609848,0.96131583
h4,bear,24,mtf_trendline_down,37306.00000000,42153.00000000,0.56875570,0.57393305,-0.00517736,0.99097916,0.99519409,8434.00000000,11142.00000000,0.50652122,0.55923533,-0.05271410,0.90573896,0.94407878,6361.00000000,7630.00000000,0.47586857,0.51100917,-0.03514060,0.93123294,0.96128750
d1,bull,5,mtf_ichimoku_bull,6851.00000000,8466.00000000,0.61874179,0.60099220,0.01774959,1.02953380,1.01611107,1815.00000000,1941.00000000,0.57520661,0.62699639,-0.05178978,0.91740019,0.95554004,1337.00000000,1389.00000000,0.54375467,0.58675306,-0.04299839,0.92671809,0.96126799
d1,bull,5,mtf_price20_bull,7858.00000000,7459.00000000,0.60956987,0.60825848,0.00131139,1.00215597,1.00104874,1986.00000000,1770.00000000,0.58106747,0.62542373,-0.04435626,0.92907807,0.96527617,1475.00000000,1251.00000000,0.54372881,0.59152678,-0.04779797,0.91919560,0.96122227
d1,bull,5,mtf_ema20_rising,7858.00000000,7459.00000000,0.60956987,0.60825848,0.00131139,1.00215597,1.00104874,1986.00000000,1770.00000000,0.58106747,0.62542373,-0.04435626,0.92907807,0.96527617,1475.00000000,1251.00000000,0.54372881,0.59152678,-0.04779797,0.91919560,0.96122227
d1,bull,5,mtf_strong_close_bull,2998.00000000,12319.00000000,0.58739159,0.61417323,-0.02678163,0.95639401,0.96462711,776.00000000,2980.00000000,0.55670103,0.61375839,-0.05705736,0.90703612,0.92479835,629.00000000,2097.00000000,0.54372019,0.57224607,-0.02852588,0.95015103,0.96120703
h4,bull,24,fib_above500,41367.00000000,38092.00000000,0.59789204,0.58153943,0.01635261,1.02811952,1.01328578,10924.00000000,8652.00000000,0.54952398,0.61118816,-0.06166418,0.89910770,0.95274834,8036.00000000,5955.00000000,0.51704828,0.56607893,-0.04903064,0.91338550,0.96120416
h4,bull,24,fib_arc_bull,41367.00000000,38092.00000000,0.59789204,0.58153943,0.01635261,1.02811952,1.01328578,10924.00000000,8652.00000000,0.54952398,0.61118816,-0.06166418,0.89910770,0.95274834,8036.00000000,5955.00000000,0.51704828,0.56607893,-0.04903064,0.91338550,0.96120416
h4,bull,6,nr4,22625.00000000,56834.00000000,0.28110497,0.29697012,-0.01586515,0.94657661,0.96119804,5385.00000000,14191.00000000,0.26443825,0.29046579,-0.02602753,0.91039381,0.93340124,3857.00000000,10134.00000000,0.22141561,0.23376752,-0.01235191,0.94716158,0.96116220
d1,bear,3,adx_up3,2418.00000000,12899.00000000,0.50496278,0.47026901,0.03469377,1.07377430,1.06141277,542.00000000,3214.00000000,0.43357934,0.45644057,-0.02286124,0.94991410,0.95682960,487.00000000,2239.00000000,0.39630390,0.41581063,-0.01950673,0.95308747,0.96114274
d1,bear,20,mtf_inside_2,1435.00000000,13882.00000000,0.78466899,0.77978677,0.00488222,1.00626096,1.00567107,209.00000000,3547.00000000,0.78468900,0.76233437,0.02235463,1.02932391,1.02764709,134.00000000,2592.00000000,0.69402985,0.72376543,-0.02973558,0.95891544,0.96085595
d1,bull,3,mtf_inside_bar,4398.00000000,10919.00000000,0.51409732,0.49226120,0.02183612,1.04435881,1.03122428,811.00000000,2945.00000000,0.48212084,0.48455008,-0.00242925,0.99498659,0.99606483,583.00000000,2143.00000000,0.42367067,0.44563696,-0.02196629,0.95070811,0.96083714
d1,bear,3,strong_close_bear,2129.00000000,13188.00000000,0.46312823,0.47778283,-0.01465460,0.96932790,0.97347812,470.00000000,3286.00000000,0.44680851,0.45404747,-0.00723896,0.98405681,0.98602395,313.00000000,2413.00000000,0.39616613,0.41442188,-0.01825575,0.95594888,0.96080861
d1,bull,10,fib_above500,7758.00000000,7559.00000000,0.71281258,0.71887816,-0.00606558,0.99156244,0.99581816,2361.00000000,1395.00000000,0.74121135,0.72186380,0.01934755,1.02680222,1.00978957,1629.00000000,1097.00000000,0.65623082,0.72288058,-0.06664977,0.90779975,0.96073319
d1,bull,10,fib_arc_bull,7758.00000000,7559.00000000,0.71281258,0.71887816,-0.00606558,0.99156244,0.99581816,2361.00000000,1395.00000000,0.74121135,0.72186380,0.01934755,1.02680222,1.00978957,1629.00000000,1097.00000000,0.65623082,0.72288058,-0.06664977,0.90779975,0.96073319
d1,bear,20,mtf_channel_mid_bear,7273.00000000,8044.00000000,0.77107108,0.78853804,-0.01746696,0.97784894,0.98824331,1732.00000000,2024.00000000,0.75404157,0.77173913,-0.01769756,0.97706795,0.98751051,1176.00000000,1550.00000000,0.69387755,0.74387097,-0.04999342,0.93279289,0.96064510
d1,bull,3,bb_bull,7806.00000000,7511.00000000,0.50768640,0.48901611,0.01867029,1.03817928,1.01836466,2146.00000000,1610.00000000,0.47064306,0.50186335,-0.03122030,0.93779124,0.97235166,1485.00000000,1241.00000000,0.42356902,0.46172442,-0.03815539,0.91736328,0.96060662
d1,bull,3,sma20_bull,7806.00000000,7511.00000000,0.50768640,0.48901611,0.01867029,1.03817928,1.01836466,2146.00000000,1610.00000000,0.47064306,0.50186335,-0.03122030,0.93779124,0.97235166,1485.00000000,1241.00000000,0.42356902,0.46172442,-0.03815539,0.91736328,0.96060662
d1,bull,5,fib_above500,7758.00000000,7559.00000000,0.61446249,0.60325440,0.01120809,1.01857938,1.00908352,2361.00000000,1395.00000000,0.60694621,0.59354839,0.01339782,1.02257242,1.00826624,1629.00000000,1097.00000000,0.54327808,0.59890611,-0.05562802,0.90711729,0.96042546
d1,bull,5,fib_arc_bull,7758.00000000,7559.00000000,0.61446249,0.60325440,0.01120809,1.01857938,1.00908352,2361.00000000,1395.00000000,0.60694621,0.59354839,0.01339782,1.02257242,1.00826624,1629.00000000,1097.00000000,0.54327808,0.59890611,-0.05562802,0.90711729,0.96042546
d1,bear,10,mtf_ichimoku_tk_bear,7095.00000000,8222.00000000,0.68964059,0.69934323,-0.00970263,0.98612608,0.99250446,1688.00000000,2068.00000000,0.65462085,0.68810445,-0.03348360,0.95133937,0.97260915,1148.00000000,1578.00000000,0.59494774,0.63751584,-0.04256811,0.93322816,0.96022944
d1,bear,10,mtf_adx25,6720.00000000,8597.00000000,0.70401786,0.68768175,0.01633611,1.02375533,1.01319567,1505.00000000,2251.00000000,0.65514950,0.68502888,-0.02987937,0.95638231,0.97339459,1222.00000000,1504.00000000,0.59492635,0.63962766,-0.04470131,0.93011355,0.96019493
d1,bull,20,elliott_impulse_bull,1384.00000000,13933.00000000,0.80057803,0.79523434,0.00534370,1.00671965,1.00610878,356.00000000,3400.00000000,0.76966292,0.84058824,-0.07092531,0.91562419,0.92300573,278.00000000,2448.00000000,0.74100719,0.77532680,-0.03431960,0.95573531,0.96006921
d1,bull,20,mtf_price200_bull,7994.00000000,7323.00000000,0.79784839,0.79339069,0.00445770,1.00561854,1.00267835,2295.00000000,1461.00000000,0.83660131,0.82956879,0.00703252,1.00847732,1.00328049,1590.00000000,1136.00000000,0.74088050,0.81514085,-0.07426034,0.90889876,0.95990506
d1,bull,10,di_bull,8206.00000000,7111.00000000,0.70972459,0.72282379,-0.01309920,0.98187774,0.99150416,2216.00000000,1540.00000000,0.71525271,0.76103896,-0.04578625,0.93983718,0.97442480,1478.00000000,1248.00000000,0.65561570,0.71554487,-0.05992917,0.91624680,0.95983265
h4,bull,6,mtf_trendline_up,41003.00000000,38456.00000000,0.30031949,0.28406491,0.01625458,1.05722137,1.02689931,11142.00000000,8434.00000000,0.27481601,0.29452217,-0.01970616,0.93309108,0.97003214,7630.00000000,6361.00000000,0.22110092,0.24147147,-0.02037055,0.91563993,0.95979613
d1,bear,20,mtf_fib_below382,8857.00000000,6460.00000000,0.77170600,0.79195046,-0.02024447,0.97443720,0.98905704,2061.00000000,1695.00000000,0.74575449,0.78525074,-0.03949625,0.94970237,0.97665755,1470.00000000,1256.00000000,0.69319728,0.75636943,-0.06317215,0.91647977,0.95970329
h4,bull,3,mtf_range_tight,4535.00000000,74924.00000000,0.13362734,0.16216433,-0.02853698,0.82402428,0.83238437,1672.00000000,17904.00000000,0.15191388,0.16554960,-0.01363572,0.91763361,0.92413488,882.00000000,13109.00000000,0.11564626,0.12083302,-0.00518676,0.95707500,0.95967189
d1,bear,5,nr4,3717.00000000,11600.00000000,0.58003766,0.58293103,-0.00289337,0.99503651,0.99623648,965.00000000,2791.00000000,0.55233161,0.54747402,0.00485758,1.00887272,1.00657812,695.00000000,2031.00000000,0.47769784,0.50467750,-0.02697966,0.94654080,0.95961998
d1,bull,5,mtf_stoch_cross_up,2938.00000000,12379.00000000,0.58951668,0.61353906,-0.02402238,0.96084621,0.96811697,730.00000000,3026.00000000,0.56986301,0.60971580,-0.03985278,0.93463712,0.94666319,514.00000000,2212.00000000,0.54280156,0.57097649,-0.02817494,0.95065482,0.95958304
d1,bull,5,rci_bull,7904.00000000,7413.00000000,0.62031883,0.59678942,0.02352940,1.03942664,1.01870092,2102.00000000,1654.00000000,0.58420552,0.62454655,-0.04034104,0.93540748,0.97048913,1542.00000000,1184.00000000,0.54280156,0.59543919,-0.05263763,0.91159864,0.95958304
d1,bear,3,mtf_rsi40,3376.00000000,11941.00000000,0.46652844,0.47835190,-0.01182346,0.97528292,0.98062523,665.00000000,3091.00000000,0.42556391,0.45907473,-0.03351082,0.92700356,0.93914104,551.00000000,2175.00000000,0.39564428,0.41655172,-0.02090744,0.94980830,0.95954299
d1,bull,10,mtf_price200_bull,7994.00000000,7323.00000000,0.72016512,0.71104738,0.00911774,1.01282297,1.00608986,2295.00000000,1461.00000000,0.73376906,0.73442847,-0.00065941,0.99910214,0.99965056,1590.00000000,1136.00000000,0.65534591,0.72183099,-0.06648507,0.90789385,0.95943768
d1,bear,20,mtf_bb_bear,7426.00000000,7891.00000000,0.77107460,0.78887340,-0.01779880,0.97743770,0.98824782,1782.00000000,1974.00000000,0.76038159,0.76646403,-0.00608244,0.99206429,0.99581355,1254.00000000,1472.00000000,0.69298246,0.74728261,-0.05430015,0.92733652,0.95940588
d1,bear,20,mtf_sma20_bear,7426.00000000,7891.00000000,0.77107460,0.78887340,-0.01779880,0.97743770,0.98824782,1782.00000000,1974.00000000,0.76038159,0.76646403,-0.00608244,0.99206429,0.99581355,1254.00000000,1472.00000000,0.69298246,0.74728261,-0.05430015,0.92733652,0.95940588
d1,bull,5,mtf_bb_upper,3311.00000000,12006.00000000,0.60525521,0.60994503,-0.00468982,0.99231108,0.99396312,839.00000000,2917.00000000,0.57806913,0.60884470,-0.03077557,0.94945251,0.96029529,621.00000000,2105.00000000,0.54267311,0.57244656,-0.02977345,0.94798912,0.95935596
h4,bear,3,mtf_compression,8530.00000000,70929.00000000,0.17444314,0.16416416,0.01027898,1.06261402,1.05551916,2006.00000000,17570.00000000,0.16849452,0.17216847,-0.00367395,0.97866071,0.98080543,1760.00000000,12231.00000000,0.12897727,0.13523015,-0.00625288,0.95376120,0.95934132
d1,bull,5,mtf_trend_bull,5946.00000000,9371.00000000,0.61654894,0.60409775,0.01245119,1.02061122,1.01250993,1705.00000000,2051.00000000,0.58826979,0.61335934,-0.02508954,0.95909487,0.97724076,1176.00000000,1550.00000000,0.54251701,0.58322581,-0.04070880,0.93020062,0.95908000
h4,bull,12,mtf_price20_bull,41708.00000000,37751.00000000,0.44770787,0.43755132,0.01015655,1.02321225,1.01089540,11477.00000000,8099.00000000,0.41221574,0.44326460,-0.03104886,0.92995411,0.96977950,8017.00000000,5974.00000000,0.36559810,0.40224305,-0.03664495,0.90889849,0.95895821
