timeframe,direction,horizon_bars,feature,disc_true_n,disc_false_n,disc_true_hit,disc_false_hit,disc_diff,disc_true_false_ratio,disc_base_lift,val_true_n,val_false_n,val_true_hit,val_false_hit,val_diff,val_true_false_ratio,val_base_lift,oos_true_n,oos_false_n,oos_true_hit,oos_false_hit,oos_diff,oos_true_false_ratio,oos_base_lift
h4,bull,12,mtf_ema20_rising,41708.00000000,37751.00000000,0.44770787,0.43755132,0.01015655,1.02321225,1.01089540,11477.00000000,8099.00000000,0.41221574,0.44326460,-0.03104886,0.92995411,0.96977950,8017.00000000,5974.00000000,0.36559810,0.40224305,-0.03664495,0.90889849,0.95895821
h4,bull,6,rsi_cross50_up,4232.00000000,75227.00000000,0.29064272,0.29255453,-0.00191181,0.99346511,0.99381100,1102.00000000,18474.00000000,0.28493648,0.28320883,0.00172765,1.00610025,1.00575487,756.00000000,13235.00000000,0.22089947,0.23090291,-0.01000344,0.95667686,0.95892166
h4,bull,12,price200_bull,42044.00000000,37415.00000000,0.44812577,0.43699051,0.01113526,1.02548170,1.01183899,11903.00000000,7673.00000000,0.42031421,0.43242539,-0.01211118,0.97199244,0.98883198,8227.00000000,5764.00000000,0.36550383,0.40371270,-0.03820887,0.90535628,0.95871092
h4,bull,12,ema200_rising,42044.00000000,37415.00000000,0.44812577,0.43699051,0.01113526,1.02548170,1.01183899,11903.00000000,7673.00000000,0.42031421,0.43242539,-0.01211118,0.97199244,0.98883198,8227.00000000,5764.00000000,0.36550383,0.40371270,-0.03820887,0.90535628,0.95871092
d1,bull,20,span_model_bull,5482.00000000,9835.00000000,0.79770157,0.79461108,0.00309049,1.00388931,1.00249384,1664.00000000,2092.00000000,0.85096154,0.82026769,0.03069385,1.03741931,1.02050177,1157.00000000,1569.00000000,0.73984443,0.79541109,-0.05556666,0.93014095,0.95856269
d1,bear,3,mtf_span_model_bear,4942.00000000,10375.00000000,0.46398219,0.48134940,-0.01736720,0.96391976,0.97527312,1070.00000000,2686.00000000,0.42056075,0.46612063,-0.04555988,0.90225732,0.92809998,754.00000000,1972.00000000,0.39522546,0.41886410,-0.02363863,0.94356491,0.95852724
d1,bull,3,span_model_bull,5482.00000000,9835.00000000,0.51459321,0.48957804,0.02501518,1.05109538,1.03221900,1664.00000000,2092.00000000,0.49399038,0.47609943,0.01789096,1.03757820,1.02058740,1157.00000000,1569.00000000,0.42264477,0.45442957,-0.03178480,0.93005560,0.95851052
d1,bear,10,mtf_fib_below382,8857.00000000,6460.00000000,0.69267246,0.69783282,-0.00516035,0.99260517,0.99686781,2061.00000000,1695.00000000,0.64580301,0.70619469,-0.06039168,0.91448296,0.95950795,1470.00000000,1256.00000000,0.59387755,0.64968153,-0.05580398,0.91410564,0.95850219
d1,bull,20,mtf_trend_bull,5946.00000000,9371.00000000,0.79650185,0.79521929,0.00128256,1.00161283,1.00098612,1705.00000000,2051.00000000,0.84164223,0.82740127,0.01424096,1.01721167,1.00932574,1176.00000000,1550.00000000,0.73979592,0.79612903,-0.05633311,0.92924123,0.95849984
d1,bull,5,ema20_slope_up3,7949.00000000,7368.00000000,0.61869418,0.59839848,0.02029570,1.03391669,1.01603288,2225.00000000,1531.00000000,0.58606742,0.62508165,-0.03901423,0.93758539,0.97358214,1544.00000000,1182.00000000,0.54209845,0.59644670,-0.05434825,0.90887995,0.95834005
d1,bear,1,mtf_fib_below618,5746.00000000,9571.00000000,0.23564219,0.26298192,-0.02733974,0.89603948,0.93240283,1284.00000000,2472.00000000,0.24610592,0.25849515,-0.01238923,0.95207172,0.96793071,917.00000000,1809.00000000,0.20283533,0.21614151,-0.01330618,0.93843764,0.95828270
d1,bear,1,mtf_fib_fan_down,5746.00000000,9571.00000000,0.23564219,0.26298192,-0.02733974,0.89603948,0.93240283,1284.00000000,2472.00000000,0.24610592,0.25849515,-0.01238923,0.95207172,0.96793071,917.00000000,1809.00000000,0.20283533,0.21614151,-0.01330618,0.93843764,0.95828270
d1,bull,5,mtf_sma50_bull,7801.00000000,7516.00000000,0.61607486,0.60151676,0.01455810,1.02420231,1.01173139,2035.00000000,1721.00000000,0.57199017,0.63742010,-0.06542993,0.89735195,0.95019685,1500.00000000,1226.00000000,0.54200000,0.59461664,-0.05261664,0.91151166,0.95816602
h4,bull,12,nr7,12186.00000000,67273.00000000,0.43115050,0.44500766,-0.01385715,0.96886086,0.97350992,3004.00000000,16572.00000000,0.40446072,0.42879556,-0.02433484,0.94324839,0.95153504,2086.00000000,11905.00000000,0.36529243,0.38404032,-0.01874789,0.95118249,0.95815642
d1,bull,10,mtf_fib_above382,6334.00000000,8983.00000000,0.72497632,0.70933986,0.01563645,1.02204367,1.01281122,1695.00000000,2061.00000000,0.70855457,0.75497331,-0.04641874,0.93851605,0.96529959,1256.00000000,1470.00000000,0.65445860,0.70748299,-0.05302439,0.92505206,0.95813864
d1,bull,10,mtf_fib_fan_up,6334.00000000,8983.00000000,0.72497632,0.70933986,0.01563645,1.02204367,1.01281122,1695.00000000,2061.00000000,0.70855457,0.75497331,-0.04641874,0.93851605,0.96529959,1256.00000000,1470.00000000,0.65445860,0.70748299,-0.05302439,0.92505206,0.95813864
d1,bull,10,momentum_bull,5271.00000000,10046.00000000,0.71959780,0.71381644,0.00578135,1.00809922,1.00529729,1533.00000000,2223.00000000,0.71624266,0.74628880,-0.03004614,0.95973926,0.97577346,1091.00000000,1635.00000000,0.65444546,0.70214067,-0.04769521,0.93207172,0.95811940
h4,bear,24,mtf_stoch_bear,37237.00000000,42222.00000000,0.56962161,0.57316091,-0.00353930,0.99382495,0.99670925,9747.00000000,9829.00000000,0.54847645,0.52467189,0.02380456,1.04537038,1.02227698,6545.00000000,7446.00000000,0.47425516,0.51329573,-0.03904057,0.92394136,0.95802828
d1,bull,10,sma50_bull,7748.00000000,7569.00000000,0.71566856,0.71594662,-0.00027806,0.99961161,0.99980804,2301.00000000,1455.00000000,0.73229031,0.73676976,-0.00447945,0.99392015,0.99763598,1565.00000000,1161.00000000,0.65431310,0.72179156,-0.06747846,0.90651254,0.95792562
d1,bull,3,fib_above618,9349.00000000,5968.00000000,0.50850358,0.48290885,0.02559474,1.05300117,1.02000385,2716.00000000,1040.00000000,0.48895434,0.47115385,0.01780050,1.03778065,1.01018290,1939.00000000,787.00000000,0.42238267,0.48665820,-0.06427552,0.86792471,0.95791611
d1,bear,20,mtf_engulf_bear,814.00000000,14503.00000000,0.78009828,0.78025236,-0.00015408,0.99980252,0.99981302,204.00000000,3552.00000000,0.73529412,0.76520270,-0.02990859,0.96091417,0.96295841,172.00000000,2554.00000000,0.69186047,0.72435395,-0.03249349,0.95514142,0.95785253
h4,bear,24,mtf_stoch_cross_down,15361.00000000,64098.00000000,0.57183777,0.57142189,0.00041589,1.00072781,1.00058703,3768.00000000,15808.00000000,0.56661359,0.52935223,0.03726136,1.07039049,1.05608184,2862.00000000,11129.00000000,0.47414396,0.50040435,-0.02626039,0.94752165,0.95780365
d1,bear,1,inside_bar,3028.00000000,12289.00000000,0.22457067,0.25966311,-0.03509244,0.86485397,0.88859442,724.00000000,3032.00000000,0.22928177,0.26022427,-0.03094251,0.88109293,0.90176159,518.00000000,2208.00000000,0.20270270,0.21376812,-0.01106541,0.94823637,0.95765610
d1,bull,5,fib_above382,6251.00000000,9066.00000000,0.61974084,0.60147805,0.01826279,1.03036319,1.01775174,1930.00000000,1826.00000000,0.60829016,0.59529025,0.01299990,1.02183792,1.01049882,1307.00000000,1419.00000000,0.54169855,0.58773784,-0.04603930,0.92166695,0.95763310
d1,bull,5,fib_fan_up,6251.00000000,9066.00000000,0.61974084,0.60147805,0.01826279,1.03036319,1.01775174,1930.00000000,1826.00000000,0.60829016,0.59529025,0.01299990,1.02183792,1.01049882,1307.00000000,1419.00000000,0.54169855,0.58773784,-0.04603930,0.92166695,0.95763310
h4,bull,6,mtf_fib_above382,32877.00000000,46582.00000000,0.30373818,0.28448757,0.01925061,1.06766765,1.03858902,9972.00000000,9604.00000000,0.29292018,0.27332362,0.01959656,1.07169729,1.03393534,6746.00000000,7245.00000000,0.22057516,0.23947550,-0.01890034,0.92107608,0.95751381
h4,bull,6,mtf_fib_fan_up,32877.00000000,46582.00000000,0.30373818,0.28448757,0.01925061,1.06766765,1.03858902,9972.00000000,9604.00000000,0.29292018,0.27332362,0.01959656,1.07169729,1.03393534,6746.00000000,7245.00000000,0.22057516,0.23947550,-0.01890034,0.92107608,0.95751381
h4,bull,24,trend_bull,31203.00000000,48256.00000000,0.59593629,0.58624834,0.00968795,1.01652533,1.00997124,8827.00000000,10749.00000000,0.56395151,0.58731045,-0.02335894,0.96022728,0.97776236,6052.00000000,7939.00000000,0.51503635,0.55535962,-0.04032327,0.92739251,0.95746394
h4,bull,24,horizontal_break_up,3267.00000000,76192.00000000,0.60453015,0.58943196,0.01509819,1.02561481,1.02453580,757.00000000,18819.00000000,0.53236460,0.57856422,-0.04619962,0.92014781,0.92299791,635.00000000,13356.00000000,0.51496063,0.53900869,-0.02404806,0.95538466,0.95732317
d1,bull,10,hh20,2014.00000000,13303.00000000,0.71350546,0.71615425,-0.00264879,0.99630137,0.99678613,503.00000000,3253.00000000,0.67793241,0.74269905,-0.06476664,0.91279558,0.92358147,390.00000000,2336.00000000,0.65384615,0.68792808,-0.03408193,0.95045713,0.95724201
h4,bull,24,sma50_bull,40976.00000000,38483.00000000,0.59786216,0.58173739,0.01612477,1.02771830,1.01323514,10733.00000000,8843.00000000,0.54681822,0.61314034,-0.06632211,0.89183208,0.94805717,7844.00000000,6147.00000000,0.51491586,0.56726859,-0.05235273,0.90771087,0.95723994
d1,bear,10,mtf_engulf_bear,814.00000000,14503.00000000,0.70024570,0.69454596,0.00569974,1.00820643,1.00776693,204.00000000,3552.00000000,0.65686275,0.67398649,-0.01712374,0.97459335,0.97594006,172.00000000,2554.00000000,0.59302326,0.62137823,-0.02835497,0.95436761,0.95712338
h4,bear,24,fib_below382,45560.00000000,33899.00000000,0.56780070,0.57647718,-0.00867648,0.98494914,0.99352307,10670.00000000,8906.00000000,0.51059044,0.56759488,-0.05700444,0.89956844,0.95166319,7454.00000000,6537.00000000,0.47370539,0.51935138,-0.04564599,0.91210962,0.95691772
d1,bear,3,structure_bear_transition,4489.00000000,10828.00000000,0.46112720,0.48180643,-0.02067923,0.95707980,0.96927204,1177.00000000,2579.00000000,0.46304163,0.44862350,0.01441813,1.03213861,1.02184745,844.00000000,1882.00000000,0.39454976,0.42029756,-0.02574779,0.93873913,0.95688848
h4,bull,12,mtf_di_strong_bull,30870.00000000,48589.00000000,0.44152899,0.44374241,-0.00221342,0.99501193,0.99694388,8125.00000000,11451.00000000,0.39803077,0.44424068,-0.04620991,0.89598002,0.93640792,5521.00000000,8470.00000000,0.36478899,0.39197166,-0.02718268,0.93065142,0.95683591
d1,bear,5,mtf_adx25,6720.00000000,8597.00000000,0.58779762,0.57787600,0.00992162,1.01716911,1.00956449,1505.00000000,2251.00000000,0.52823920,0.56241670,-0.03417750,0.93923100,0.96267173,1222.00000000,1504.00000000,0.47626841,0.51529255,-0.03902414,0.92426799,0.95674848
h4,bear,24,superbb_squeeze,17574.00000000,61885.00000000,0.56651872,0.57291751,-0.00639879,0.98883122,0.99127989,4532.00000000,15044.00000000,0.53265666,0.53768944,-0.00503278,0.99063999,0.99279128,2990.00000000,11001.00000000,0.47357860,0.50086356,-0.02728496,0.94552416,0.95666158
h4,bull,1,rsi_cross50_up,4232.00000000,75227.00000000,0.05056711,0.04980924,0.00075786,1.01521532,1.01439329,1102.00000000,18474.00000000,0.05626134,0.05185666,0.00440468,1.08493951,1.07977652,756.00000000,13235.00000000,0.03042328,0.03188515,-0.00146187,0.95415193,0.95652161
d1,bull,3,fib_above500,7758.00000000,7559.00000000,0.50786285,0.48895357,0.01890929,1.03867297,1.01871861,2361.00000000,1395.00000000,0.49512918,0.46523297,0.02989621,1.06426072,1.02294016,1629.00000000,1097.00000000,0.42173112,0.46946217,-0.04773105,0.89832824,0.95643847
d1,bull,3,fib_arc_bull,7758.00000000,7559.00000000,0.50786285,0.48895357,0.01890929,1.03867297,1.01871861,2361.00000000,1395.00000000,0.49512918,0.46523297,0.02989621,1.06426072,1.02294016,1629.00000000,1097.00000000,0.42173112,0.46946217,-0.04773105,0.89832824,0.95643847
h4,bull,6,mtf_sma50_bull,40596.00000000,38863.00000000,0.30022662,0.28433214,0.01589448,1.05590111,1.02658177,11907.00000000,7669.00000000,0.28260687,0.28439171,-0.00178484,0.99372402,0.99753193,8066.00000000,5925.00000000,0.22030746,0.24405063,-0.02374317,0.90271212,0.95635176
h4,bull,3,hh20,10015.00000000,69444.00000000,0.16555167,0.15981222,0.00573945,1.03591371,1.03124572,2615.00000000,16961.00000000,0.15487572,0.16585107,-0.01097535,0.93382404,0.94215259,1857.00000000,12134.00000000,0.11523963,0.12131202,-0.00607238,0.94994410,0.95629758
d1,bear,5,strong_close_bear,2129.00000000,13188.00000000,0.57632691,0.58318168,-0.00685477,0.98824592,0.98986312,470.00000000,3286.00000000,0.55531915,0.54777845,0.00754069,1.01376596,1.01202267,313.00000000,2413.00000000,0.47603834,0.50062163,-0.02458329,0.95089446,0.95628630
d1,bull,5,mtf_price200_bull,7994.00000000,7323.00000000,0.61608707,0.60111976,0.01496731,1.02489904,1.01175143,2295.00000000,1461.00000000,0.59782135,0.60848734,-0.01066599,0.98247131,0.99310791,1590.00000000,1136.00000000,0.54088050,0.60035211,-0.05947161,0.90093879,0.95618693
d1,bear,10,structure_bear_transition,4489.00000000,10828.00000000,0.69035420,0.69671223,-0.00635803,0.99087424,0.99353145,1177.00000000,2579.00000000,0.67034834,0.67429236,-0.00394402,0.99415088,0.99597642,844.00000000,1882.00000000,0.59241706,0.63177471,-0.03935765,0.93770304,0.95614500
h4,bear,3,vertical_session,51403.00000000,28056.00000000,0.15501041,0.18406045,-0.02905004,0.84217119,0.93793573,12631.00000000,6945.00000000,0.16546592,0.18329734,-0.01783142,0.90271861,0.96317597,9032.00000000,4959.00000000,0.12854296,0.14519056,-0.01664760,0.88533963,0.95611086
d1,bear,1,channel_mid_bear,7180.00000000,8137.00000000,0.24345404,0.26090697,-0.01745293,0.93310670,0.96331323,1576.00000000,2180.00000000,0.24746193,0.25917431,-0.01171238,0.95480886,0.97326388,1206.00000000,1520.00000000,0.20232172,0.21907895,-0.01675722,0.92351058,0.95585619
d1,bear,3,fib_time_8,1919.00000000,13398.00000000,0.48097968,0.47499627,0.00598341,1.01259675,1.01100120,472.00000000,3284.00000000,0.44067797,0.45493301,-0.01425504,0.96866562,0.97249497,340.00000000,2386.00000000,0.39411765,0.41492037,-0.02080272,0.94986334,0.95584049
h4,bull,6,mtf_fib_above500,40707.00000000,38752.00000000,0.30031690,0.28419178,0.01612512,1.05674026,1.02689046,12210.00000000,7366.00000000,0.28886159,0.27409720,0.01476439,1.05386551,1.01960953,8366.00000000,5625.00000000,0.22017691,0.24551111,-0.02533420,0.89681035,0.95578501
h4,bull,6,mtf_fib_arc_bull,40707.00000000,38752.00000000,0.30031690,0.28419178,0.01612512,1.05674026,1.02689046,12210.00000000,7366.00000000,0.28886159,0.27409720,0.01476439,1.05386551,1.01960953,8366.00000000,5625.00000000,0.22017691,0.24551111,-0.02533420,0.89681035,0.95578501
h4,bear,24,rsi40,16985.00000000,62474.00000000,0.55725640,0.57537536,-0.01811895,0.96850933,0.97507292,3553.00000000,16023.00000000,0.49057135,0.54671410,-0.05614275,0.89730876,0.91435063,2790.00000000,11201.00000000,0.47311828,0.50049103,-0.02737275,0.94530821,0.95573171
h4,bull,12,fib_above618,49415.00000000,30044.00000000,0.44666599,0.43665957,0.01000643,1.02291585,1.00854290,12962.00000000,6614.00000000,0.40896467,0.45660720,-0.04764253,0.89565970,0.96213103,9401.00000000,4590.00000000,0.36432294,0.41590414,-0.05158120,0.87597816,0.95561348
d1,bull,20,fib_above382,6251.00000000,9066.00000000,0.79523276,0.79605118,-0.00081842,0.99897190,0.99939122,1930.00000000,1826.00000000,0.84922280,0.81763417,0.03158862,1.03863418,1.01841661,1307.00000000,1419.00000000,0.73756695,0.80338266,-0.06581572,0.91807675,0.95561193
d1,bull,20,fib_fan_up,6251.00000000,9066.00000000,0.79523276,0.79605118,-0.00081842,0.99897190,0.99939122,1930.00000000,1826.00000000,0.84922280,0.81763417,0.03158862,1.03863418,1.01841661,1307.00000000,1419.00000000,0.73756695,0.80338266,-0.06581572,0.91807675,0.95561193
d1,bear,3,mtf_sma50_bear,7402.00000000,7915.00000000,0.47041340,0.48073279,-0.01031938,0.97853405,0.98879128,1721.00000000,2035.00000000,0.43114468,0.47174447,-0.04059979,0.91393691,0.95145677,1226.00000000,1500.00000000,0.39396411,0.42733333,-0.03336922,0.92191290,0.95546812
d1,bear,1,mtf_fib_below500,7357.00000000,7960.00000000,0.24235422,0.26231156,-0.01995734,0.92391743,0.95896140,1674.00000000,2082.00000000,0.24970131,0.25792507,-0.00822376,0.96811571,0.98207135,1172.00000000,1554.00000000,0.20221843,0.21879022,-0.01657179,0.92425718,0.95536818
d1,bear,1,mtf_fib_arc_bear,7357.00000000,7960.00000000,0.24235422,0.26231156,-0.01995734,0.92391743,0.95896140,1674.00000000,2082.00000000,0.24970131,0.25792507,-0.00822376,0.96811571,0.98207135,1172.00000000,1554.00000000,0.20221843,0.21879022,-0.01657179,0.92425718,0.95536818
h4,bear,3,ellipse_compression,4550.00000000,74909.00000000,0.12747253,0.16756331,-0.04009078,0.76074248,0.77130974,808.00000000,18768.00000000,0.17450495,0.17167519,0.00282976,1.01648321,1.01579212,654.00000000,13337.00000000,0.12844037,0.13473795,-0.00629758,0.95326053,0.95534778
d1,bull,3,mtf_bb_bull,7839.00000000,7478.00000000,0.49661947,0.50053490,-0.00391544,0.99217750,0.99616558,1974.00000000,1782.00000000,0.47213779,0.49719416,-0.02505637,0.94960445,0.97543979,1472.00000000,1254.00000000,0.42119565,0.46411483,-0.04291918,0.90752465,0.95522408
d1,bull,3,mtf_sma20_bull,7839.00000000,7478.00000000,0.49661947,0.50053490,-0.00391544,0.99217750,0.99616558,1973.00000000,1783.00000000,0.47237709,0.49691531,-0.02453822,0.95061891,0.97593419,1472.00000000,1254.00000000,0.42119565,0.46411483,-0.04291918,0.90752465,0.95522408
d1,bull,3,stoch_bull,7840.00000000,7477.00000000,0.49502551,0.50220677,-0.00718126,0.98570060,0.99296827,1874.00000000,1882.00000000,0.48612593,0.48193411,0.00419182,1.00869791,1.00433939,1427.00000000,1299.00000000,0.42116328,0.46266359,-0.04150031,0.91030133,0.95515067
d1,bull,1,stoch_bull,7840.00000000,7477.00000000,0.25535714,0.25197272,0.00338443,1.01343172,1.00651193,1874.00000000,1882.00000000,0.25133404,0.24973433,0.00159972,1.00640569,1.00319944,1427.00000000,1299.00000000,0.18850736,0.20708237,-0.01857501,0.91030133,0.95515067
d1,bull,1,ichimoku_bull,6894.00000000,8423.00000000,0.26660865,0.24314377,0.02346487,1.09650616,1.05086068,2121.00000000,1635.00000000,0.25931165,0.23914373,0.02016791,1.08433386,1.03504202,1443.00000000,1283.00000000,0.18849619,0.20732658,-0.01883039,0.90917522,0.95509407
d1,bull,20,mtf_sma200_bull,7707.00000000,7610.00000000,0.79421305,0.79724047,-0.00302742,0.99620263,0.99810973,2293.00000000,1463.00000000,0.83645879,0.82980178,0.00665701,1.00802241,1.00310958,1537.00000000,1189.00000000,0.73715029,0.81665265,-0.07950236,0.90264850,0.95507210
d1,bear,10,impulse_bear,2893.00000000,12424.00000000,0.69996543,0.69365744,0.00630800,1.00909382,1.00736358,647.00000000,3109.00000000,0.66460587,0.67481505,-0.01020918,0.98487114,0.98744449,458.00000000,2268.00000000,0.59170306,0.62522046,-0.03351740,0.94639107,0.95499262
d1,bear,5,di_strong_bear,4789.00000000,10528.00000000,0.58446440,0.58121201,0.00325239,1.00559588,1.00383956,986.00000000,2770.00000000,0.50000000,0.56606498,-0.06606498,0.88329082,0.91120815,833.00000000,1893.00000000,0.47539016,0.50765980,-0.03226964,0.93643451,0.95498420
d1,bear,5,mtf_dmi_adx_bear,3706.00000000,11611.00000000,0.57771182,0.58367066,-0.00595884,0.98979075,0.99224175,814.00000000,2942.00000000,0.48157248,0.56730116,-0.08572867,0.84888331,0.87762554,751.00000000,1975.00000000,0.47536618,0.50632911,-0.03096294,0.93884820,0.95493604
h4,bear,6,mtf_ellipse_compression,2529.00000000,76930.00000000,0.34440490,0.28702717,0.05737774,1.19990350,1.19231741,576.00000000,19000.00000000,0.33333333,0.27668421,0.05664912,1.20474288,1.19752860,568.00000000,13423.00000000,0.22535211,0.23645981,-0.01110770,0.95302502,0.95484597
d1,bull,10,mtf_rsi60,3630.00000000,11687.00000000,0.72534435,0.71284333,0.01250102,1.01753684,1.01332538,911.00000000,2845.00000000,0.69813392,0.74551845,-0.04738453,0.93644083,0.95110301,690.00000000,2036.00000000,0.65217391,0.69351670,-0.04134279,0.94038675,0.95479382
h4,bull,3,dmi_adx_strong_bull,17881.00000000,61578.00000000,0.15614339,0.16181104,-0.00566764,0.96497369,0.97264016,4426.00000000,15150.00000000,0.16109354,0.16534653,-0.00425300,0.97427828,0.97997735,2825.00000000,11166.00000000,0.11504425,0.12188787,-0.00684363,0.94385310,0.95467620
h4,bear,12,mtf_channel_breakout_down,4167.00000000,75292.00000000,0.41924646,0.42991287,-0.01066641,0.97518936,0.97645986,684.00000000,18892.00000000,0.35233918,0.41033242,-0.05799323,0.85866767,0.86292904,641.00000000,13350.00000000,0.34945398,0.36689139,-0.01743741,0.95247256,0.95455108
h4,bear,12,mtf_breakout_down20,4167.00000000,75292.00000000,0.41924646,0.42991287,-0.01066641,0.97518936,0.97645986,684.00000000,18892.00000000,0.35233918,0.41033242,-0.05799323,0.85866767,0.86292904,641.00000000,13350.00000000,0.34945398,0.36689139,-0.01743741,0.95247256,0.95455108
